LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,CARL E SOUTHWELL,MONICA D COOPER,ANTHONY M MISETICH,MICHAEL MITOMA,HAROLD WILLIAMS,
CARSON,1030025B,379.0,373.0,N,1238.0,POLLING PLACE,187.0,23.0,21.0,15.0,41.0,60.0,
CARSON,1030025B,379.0,373.0,N,,VBM PORTION,91.0,19.0,5.0,11.0,13.0,27.0,
CARSON,1030025B,379.0,373.0,N,1238.0,TOTAL,278.0,42.0,26.0,26.0,54.0,87.0,
CARSON,1030027A,380.0,373.0,N,855.0,POLLING PLACE,110.0,18.0,21.0,10.0,18.0,30.0,
CARSON,1030027A,380.0,373.0,N,,VBM PORTION,45.0,6.0,5.0,1.0,9.0,14.0,
CARSON,1030027A,380.0,373.0,N,855.0,TOTAL,155.0,24.0,26.0,11.0,27.0,44.0,
CARSON,1030028A,381.0,373.0,N,1128.0,POLLING PLACE,176.0,22.0,21.0,16.0,37.0,60.0,
CARSON,1030028A,381.0,373.0,N,,VBM PORTION,92.0,17.0,5.0,5.0,10.0,39.0,
CARSON,1030028A,381.0,373.0,N,1128.0,TOTAL,268.0,39.0,26.0,21.0,47.0,99.0,
CARSON,1030029A,382.0,373.0,N,1220.0,POLLING PLACE,256.0,20.0,31.0,18.0,61.0,83.0,
CARSON,1030029A,382.0,373.0,N,,VBM PORTION,105.0,15.0,4.0,12.0,24.0,33.0,
CARSON,1030029A,382.0,373.0,N,1220.0,TOTAL,361.0,35.0,35.0,30.0,85.0,116.0,
CARSON,1030031A,383.0,373.0,N,1105.0,POLLING PLACE,138.0,15.0,25.0,12.0,29.0,43.0,
CARSON,1030031A,383.0,373.0,N,,VBM PORTION,84.0,3.0,,12.0,23.0,26.0,
CARSON,1030031A,383.0,373.0,N,1105.0,TOTAL,222.0,18.0,25.0,24.0,52.0,69.0,
CARSON,1030032A,384.0,373.0,N,909.0,POLLING PLACE,171.0,32.0,19.0,18.0,23.0,54.0,
CARSON,1030032A,384.0,373.0,N,,VBM PORTION,55.0,2.0,4.0,7.0,3.0,28.0,
CARSON,1030032A,384.0,373.0,N,909.0,TOTAL,226.0,34.0,23.0,25.0,26.0,82.0,
CARSON,1030036A,385.0,373.0,N,1085.0,POLLING PLACE,148.0,8.0,19.0,10.0,39.0,52.0,
CARSON,1030036A,385.0,373.0,N,,VBM PORTION,81.0,4.0,6.0,8.0,24.0,17.0,
CARSON,1030036A,385.0,373.0,N,1085.0,TOTAL,229.0,12.0,25.0,18.0,63.0,69.0,
CARSON,1030036C,386.0,373.0,N,868.0,POLLING PLACE,164.0,11.0,24.0,15.0,43.0,56.0,
CARSON,1030036C,386.0,373.0,N,,VBM PORTION,29.0,1.0,2.0,6.0,12.0,4.0,
CARSON,1030036C,386.0,373.0,N,868.0,TOTAL,193.0,12.0,26.0,21.0,55.0,60.0,
CARSON,1030037A,387.0,373.0,N,999.0,POLLING PLACE,182.0,13.0,22.0,16.0,39.0,56.0,
CARSON,1030037A,387.0,373.0,N,,VBM PORTION,59.0,2.0,3.0,4.0,21.0,19.0,
CARSON,1030037A,387.0,373.0,N,999.0,TOTAL,241.0,15.0,25.0,20.0,60.0,75.0,
CARSON,1030038A,388.0,373.0,N,930.0,POLLING PLACE,141.0,10.0,17.0,14.0,24.0,57.0,
CARSON,1030038A,388.0,373.0,N,,VBM PORTION,41.0,2.0,8.0,3.0,9.0,14.0,
CARSON,1030038A,388.0,373.0,N,930.0,TOTAL,182.0,12.0,25.0,17.0,33.0,71.0,
CARSON,1030038B,389.0,373.0,N,888.0,POLLING PLACE,142.0,17.0,17.0,18.0,31.0,37.0,
CARSON,1030038B,389.0,373.0,N,,VBM PORTION,52.0,10.0,3.0,7.0,14.0,8.0,
CARSON,1030038B,389.0,373.0,N,888.0,TOTAL,194.0,27.0,20.0,25.0,45.0,45.0,
CARSON,1030040A,390.0,373.0,N,1104.0,POLLING PLACE,140.0,10.0,17.0,14.0,29.0,44.0,
CARSON,1030040A,390.0,373.0,N,,VBM PORTION,43.0,6.0,3.0,7.0,9.0,12.0,
CARSON,1030040A,390.0,373.0,N,1104.0,TOTAL,183.0,16.0,20.0,21.0,38.0,56.0,
CARSON,1030042B,391.0,373.0,N,1012.0,POLLING PLACE,151.0,16.0,25.0,17.0,24.0,51.0,
CARSON,1030042B,391.0,373.0,N,,VBM PORTION,76.0,3.0,6.0,5.0,13.0,32.0,
CARSON,1030042B,391.0,373.0,N,1012.0,TOTAL,227.0,19.0,31.0,22.0,37.0,83.0,
CARSON,1030043A,392.0,373.0,N,879.0,POLLING PLACE,141.0,10.0,13.0,29.0,30.0,33.0,
CARSON,1030043A,392.0,373.0,N,,VBM PORTION,31.0,3.0,2.0,5.0,6.0,5.0,
CARSON,1030043A,392.0,373.0,N,879.0,TOTAL,172.0,13.0,15.0,34.0,36.0,38.0,
CARSON,1030044A,393.0,373.0,N,711.0,POLLING PLACE,103.0,10.0,15.0,9.0,29.0,24.0,
CARSON,1030044A,393.0,373.0,N,,VBM PORTION,67.0,3.0,4.0,5.0,20.0,14.0,
CARSON,1030044A,393.0,373.0,N,711.0,TOTAL,170.0,13.0,19.0,14.0,49.0,38.0,
CARSON,1030045A,394.0,373.0,N,979.0,POLLING PLACE,133.0,11.0,32.0,10.0,22.0,40.0,
CARSON,1030045A,394.0,373.0,N,,VBM PORTION,20.0,2.0,3.0,3.0,3.0,5.0,
CARSON,1030045A,394.0,373.0,N,979.0,TOTAL,153.0,13.0,35.0,13.0,25.0,45.0,
CARSON,1030046A,395.0,373.0,N,651.0,POLLING PLACE,67.0,4.0,8.0,7.0,7.0,28.0,
CARSON,1030046A,395.0,373.0,N,,VBM PORTION,47.0,2.0,5.0,4.0,12.0,14.0,
CARSON,1030046A,395.0,373.0,N,651.0,TOTAL,114.0,6.0,13.0,11.0,19.0,42.0,
CARSON,1030048A,396.0,373.0,N,965.0,POLLING PLACE,142.0,15.0,19.0,9.0,24.0,53.0,
CARSON,1030048A,396.0,373.0,N,,VBM PORTION,47.0,6.0,2.0,3.0,15.0,12.0,
CARSON,1030048A,396.0,373.0,N,965.0,TOTAL,189.0,21.0,21.0,12.0,39.0,65.0,
CARSON,1030049A,397.0,373.0,N,856.0,POLLING PLACE,116.0,8.0,19.0,11.0,29.0,35.0,
CARSON,1030049A,397.0,373.0,N,,VBM PORTION,47.0,10.0,2.0,4.0,11.0,17.0,
CARSON,1030049A,397.0,373.0,N,856.0,TOTAL,163.0,18.0,21.0,15.0,40.0,52.0,
CARSON,1030053A,398.0,373.0,N,1079.0,POLLING PLACE,275.0,11.0,47.0,13.0,16.0,165.0,
CARSON,1030053A,398.0,373.0,N,,VBM PORTION,102.0,4.0,13.0,3.0,13.0,62.0,
CARSON,1030053A,398.0,373.0,N,1079.0,TOTAL,377.0,15.0,60.0,16.0,29.0,227.0,
CARSON,1030053B,399.0,373.0,N,1060.0,POLLING PLACE,288.0,5.0,44.0,11.0,15.0,185.0,
CARSON,1030053B,399.0,373.0,N,,VBM PORTION,88.0,7.0,6.0,3.0,4.0,46.0,
CARSON,1030053B,399.0,373.0,N,1060.0,TOTAL,376.0,12.0,50.0,14.0,19.0,231.0,
CARSON,1030060A,400.0,373.0,N,888.0,POLLING PLACE,235.0,13.0,19.0,11.0,8.0,170.0,
CARSON,1030060A,400.0,373.0,N,,VBM PORTION,87.0,4.0,8.0,9.0,4.0,50.0,
CARSON,1030060A,400.0,373.0,N,888.0,TOTAL,322.0,17.0,27.0,20.0,12.0,220.0,
CARSON,1030067B,401.0,373.0,N,711.0,POLLING PLACE,251.0,16.0,39.0,12.0,14.0,146.0,
CARSON,1030067B,401.0,373.0,N,,VBM PORTION,41.0,6.0,3.0,3.0,3.0,15.0,
CARSON,1030067B,401.0,373.0,N,711.0,TOTAL,292.0,22.0,42.0,15.0,17.0,161.0,
CARSON,1030081A,402.0,373.0,N,814.0,POLLING PLACE,84.0,6.0,9.0,9.0,9.0,43.0,
CARSON,1030081A,402.0,373.0,N,,VBM PORTION,62.0,4.0,8.0,12.0,10.0,18.0,
CARSON,1030081A,402.0,373.0,N,814.0,TOTAL,146.0,10.0,17.0,21.0,19.0,61.0,
CARSON,1030102A,405.0,373.0,N,937.0,POLLING PLACE,246.0,6.0,21.0,7.0,22.0,166.0,
CARSON,1030102A,405.0,373.0,N,,VBM PORTION,47.0,3.0,3.0,,7.0,23.0,
CARSON,1030102A,405.0,373.0,N,937.0,TOTAL,293.0,9.0,24.0,7.0,29.0,189.0,
CARSON,1030103A,406.0,373.0,N,1049.0,POLLING PLACE,297.0,18.0,51.0,8.0,9.0,185.0,
CARSON,1030103A,406.0,373.0,N,,VBM PORTION,96.0,5.0,13.0,5.0,1.0,46.0,
CARSON,1030103A,406.0,373.0,N,1049.0,TOTAL,393.0,23.0,64.0,13.0,10.0,231.0,
CARSON,1030105A,407.0,373.0,N,1075.0,POLLING PLACE,319.0,12.0,53.0,7.0,12.0,202.0,
CARSON,1030105A,407.0,373.0,N,,VBM PORTION,106.0,5.0,17.0,4.0,5.0,63.0,
CARSON,1030105A,407.0,373.0,N,1075.0,TOTAL,425.0,17.0,70.0,11.0,17.0,265.0,
CARSON,1030106A,408.0,373.0,N,923.0,POLLING PLACE,245.0,10.0,43.0,6.0,14.0,140.0,
CARSON,1030106A,408.0,373.0,N,,VBM PORTION,75.0,6.0,16.0,6.0,5.0,39.0,
CARSON,1030106A,408.0,373.0,N,923.0,TOTAL,320.0,16.0,59.0,12.0,19.0,179.0,
CARSON,1030107A,409.0,373.0,N,945.0,POLLING PLACE,227.0,12.0,38.0,6.0,10.0,132.0,
CARSON,1030107A,409.0,373.0,N,,VBM PORTION,87.0,6.0,10.0,4.0,9.0,52.0,
CARSON,1030107A,409.0,373.0,N,945.0,TOTAL,314.0,18.0,48.0,10.0,19.0,184.0,
CARSON,1030108B,410.0,373.0,N,945.0,POLLING PLACE,132.0,16.0,14.0,7.0,36.0,47.0,
CARSON,1030108B,410.0,373.0,N,,VBM PORTION,46.0,6.0,,4.0,6.0,20.0,
CARSON,1030108B,410.0,373.0,N,945.0,TOTAL,178.0,22.0,14.0,11.0,42.0,67.0,
CARSON,1030109A,411.0,373.0,N,899.0,POLLING PLACE,121.0,18.0,8.0,13.0,28.0,44.0,
CARSON,1030109A,411.0,373.0,N,,VBM PORTION,71.0,5.0,8.0,5.0,15.0,26.0,
CARSON,1030109A,411.0,373.0,N,899.0,TOTAL,192.0,23.0,16.0,18.0,43.0,70.0,
CARSON,1030110A,412.0,367.0,N,684.0,POLLING PLACE,84.0,5.0,18.0,10.0,5.0,36.0,
CARSON,1030110A,412.0,367.0,N,,VBM PORTION,41.0,2.0,7.0,1.0,1.0,16.0,
CARSON,1030110A,412.0,367.0,N,684.0,TOTAL,125.0,7.0,25.0,11.0,6.0,52.0,
CARSON,1030111A,413.0,373.0,N,1018.0,POLLING PLACE,331.0,6.0,45.0,12.0,8.0,229.0,
CARSON,1030111A,413.0,373.0,N,,VBM PORTION,80.0,11.0,5.0,10.0,6.0,39.0,
CARSON,1030111A,413.0,373.0,N,1018.0,TOTAL,411.0,17.0,50.0,22.0,14.0,268.0,
CARSON,1030112A,414.0,373.0,N,876.0,POLLING PLACE,121.0,13.0,14.0,7.0,18.0,48.0,
CARSON,1030112A,414.0,373.0,N,,VBM PORTION,43.0,6.0,1.0,5.0,8.0,17.0,
CARSON,1030112A,414.0,373.0,N,876.0,TOTAL,164.0,19.0,15.0,12.0,26.0,65.0,
CARSON,1030113A,415.0,373.0,N,853.0,POLLING PLACE,168.0,19.0,30.0,18.0,28.0,41.0,
CARSON,1030113A,415.0,373.0,N,,VBM PORTION,30.0,3.0,,,4.0,18.0,
CARSON,1030113A,415.0,373.0,N,853.0,TOTAL,198.0,22.0,30.0,18.0,32.0,59.0,
CARSON,1030114A,416.0,373.0,N,838.0,POLLING PLACE,135.0,17.0,22.0,21.0,19.0,37.0,
CARSON,1030114A,416.0,373.0,N,,VBM PORTION,27.0,1.0,1.0,8.0,4.0,4.0,
CARSON,1030114A,416.0,373.0,N,838.0,TOTAL,162.0,18.0,23.0,29.0,23.0,41.0,
CARSON,1030115A,417.0,373.0,N,837.0,POLLING PLACE,119.0,11.0,15.0,15.0,22.0,39.0,
CARSON,1030115A,417.0,373.0,N,,VBM PORTION,44.0,3.0,5.0,8.0,9.0,11.0,
CARSON,1030115A,417.0,373.0,N,837.0,TOTAL,163.0,14.0,20.0,23.0,31.0,50.0,
CARSON,1030119A,419.0,373.0,N,951.0,POLLING PLACE,201.0,14.0,25.0,7.0,12.0,124.0,
CARSON,1030119A,419.0,373.0,N,,VBM PORTION,93.0,3.0,13.0,7.0,9.0,49.0,
CARSON,1030119A,419.0,373.0,N,951.0,TOTAL,294.0,17.0,38.0,14.0,21.0,173.0,
CARSON,1030120A,420.0,373.0,N,835.0,POLLING PLACE,120.0,20.0,18.0,10.0,20.0,33.0,
CARSON,1030120A,420.0,373.0,N,,VBM PORTION,36.0,3.0,6.0,5.0,7.0,6.0,
CARSON,1030120A,420.0,373.0,N,835.0,TOTAL,156.0,23.0,24.0,15.0,27.0,39.0,
COMPTON,1450155G,6058.0,367.0,Y,2.0,POLLING PLACE,,,,,,,
COMPTON,1450155G,6058.0,367.0,Y,,VBM PORTION,,,,,,,
COMPTON,1450155G,6058.0,367.0,Y,2.0,TOTAL,,,,,,,
DOMINGUEZ,1800020B,662.0,373.0,N,733.0,POLLING PLACE,222.0,24.0,33.0,19.0,18.0,92.0,
DOMINGUEZ,1800020B,662.0,373.0,N,,VBM PORTION,37.0,4.0,3.0,4.0,,15.0,
DOMINGUEZ,1800020B,662.0,373.0,N,733.0,TOTAL,259.0,28.0,36.0,23.0,18.0,107.0,
DOMINGUEZ,1800021A,663.0,367.0,N,798.0,POLLING PLACE,230.0,23.0,34.0,18.0,14.0,98.0,
DOMINGUEZ,1800021A,663.0,367.0,N,,VBM PORTION,51.0,6.0,8.0,8.0,1.0,18.0,
DOMINGUEZ,1800021A,663.0,367.0,N,798.0,TOTAL,281.0,29.0,42.0,26.0,15.0,116.0,
LA RAMBLA,3350001A,1241.0,395.0,N,971.0,POLLING PLACE,142.0,11.0,21.0,28.0,4.0,39.0,
LA RAMBLA,3350001A,1241.0,395.0,N,,VBM PORTION,71.0,3.0,5.0,20.0,,27.0,
LA RAMBLA,3350001A,1241.0,395.0,N,971.0,TOTAL,213.0,14.0,26.0,48.0,4.0,66.0,
LOMITA,3800005A,6142.0,383.0,Y,,POLLING PLACE,,,,,,,
LOMITA,3800005A,6142.0,383.0,Y,,VBM PORTION,,,,,,,
LOMITA,3800005A,6142.0,383.0,Y,,TOTAL,,,,,,,
OCEAN VIEW,4850002A,1888.0,379.0,N,720.0,POLLING PLACE,169.0,5.0,17.0,29.0,21.0,56.0,
OCEAN VIEW,4850002A,1888.0,379.0,N,,VBM PORTION,120.0,12.0,3.0,17.0,11.0,46.0,
OCEAN VIEW,4850002A,1888.0,379.0,N,720.0,TOTAL,289.0,17.0,20.0,46.0,32.0,102.0,
OCEAN VIEW,4850005A,1889.0,380.0,N,582.0,POLLING PLACE,182.0,14.0,12.0,41.0,24.0,45.0,
OCEAN VIEW,4850005A,1889.0,380.0,N,,VBM PORTION,83.0,6.0,4.0,20.0,13.0,15.0,
OCEAN VIEW,4850005A,1889.0,380.0,N,582.0,TOTAL,265.0,20.0,16.0,61.0,37.0,60.0,
PALOS VERDES ESTATES,5050001A,1956.0,379.0,N,1180.0,POLLING PLACE,347.0,23.0,18.0,95.0,28.0,83.0,
PALOS VERDES ESTATES,5050001A,1956.0,379.0,N,,VBM PORTION,183.0,13.0,6.0,52.0,16.0,40.0,
PALOS VERDES ESTATES,5050001A,1956.0,379.0,N,1180.0,TOTAL,530.0,36.0,24.0,147.0,44.0,123.0,
PALOS VERDES ESTATES,5050003A,1957.0,379.0,N,1072.0,POLLING PLACE,246.0,19.0,6.0,63.0,21.0,72.0,
PALOS VERDES ESTATES,5050003A,1957.0,379.0,N,,VBM PORTION,153.0,10.0,7.0,33.0,18.0,44.0,
PALOS VERDES ESTATES,5050003A,1957.0,379.0,N,1072.0,TOTAL,399.0,29.0,13.0,96.0,39.0,116.0,
PALOS VERDES ESTATES,5050003D,1958.0,379.0,N,1122.0,POLLING PLACE,308.0,16.0,11.0,83.0,24.0,84.0,
PALOS VERDES ESTATES,5050003D,1958.0,379.0,N,,VBM PORTION,146.0,10.0,2.0,31.0,14.0,35.0,
PALOS VERDES ESTATES,5050003D,1958.0,379.0,N,1122.0,TOTAL,454.0,26.0,13.0,114.0,38.0,119.0,
PALOS VERDES ESTATES,5050005A,1959.0,379.0,N,908.0,POLLING PLACE,200.0,15.0,11.0,51.0,12.0,41.0,
PALOS VERDES ESTATES,5050005A,1959.0,379.0,N,,VBM PORTION,145.0,10.0,2.0,34.0,10.0,51.0,
PALOS VERDES ESTATES,5050005A,1959.0,379.0,N,908.0,TOTAL,345.0,25.0,13.0,85.0,22.0,92.0,
PALOS VERDES ESTATES,5050007A,1960.0,379.0,N,1324.0,POLLING PLACE,259.0,13.0,15.0,64.0,22.0,71.0,
PALOS VERDES ESTATES,5050007A,1960.0,379.0,N,,VBM PORTION,260.0,18.0,12.0,65.0,18.0,61.0,
PALOS VERDES ESTATES,5050007A,1960.0,379.0,N,1324.0,TOTAL,519.0,31.0,27.0,129.0,40.0,132.0,
PALOS VERDES ESTATES,5050008B,1961.0,379.0,N,517.0,POLLING PLACE,151.0,14.0,8.0,36.0,20.0,27.0,
PALOS VERDES ESTATES,5050008B,1961.0,379.0,N,,VBM PORTION,96.0,3.0,3.0,22.0,11.0,22.0,
PALOS VERDES ESTATES,5050008B,1961.0,379.0,N,517.0,TOTAL,247.0,17.0,11.0,58.0,31.0,49.0,
PALOS VERDES ESTATES,5050010A,1962.0,379.0,N,1008.0,POLLING PLACE,279.0,15.0,13.0,43.0,25.0,90.0,
PALOS VERDES ESTATES,5050010A,1962.0,379.0,N,,VBM PORTION,123.0,7.0,2.0,30.0,9.0,36.0,
PALOS VERDES ESTATES,5050010A,1962.0,379.0,N,1008.0,TOTAL,402.0,22.0,15.0,73.0,34.0,126.0,
PALOS VERDES ESTATES,5050012A,1963.0,379.0,N,1255.0,POLLING PLACE,334.0,20.0,20.0,91.0,27.0,82.0,
PALOS VERDES ESTATES,5050012A,1963.0,379.0,N,,VBM PORTION,190.0,7.0,8.0,45.0,20.0,41.0,
PALOS VERDES ESTATES,5050012A,1963.0,379.0,N,1255.0,TOTAL,524.0,27.0,28.0,136.0,47.0,123.0,
PALOS VERDES ESTATES,5050014A,1964.0,379.0,N,1304.0,POLLING PLACE,321.0,26.0,14.0,79.0,25.0,78.0,
PALOS VERDES ESTATES,5050014A,1964.0,379.0,N,,VBM PORTION,207.0,14.0,8.0,56.0,21.0,58.0,
PALOS VERDES ESTATES,5050014A,1964.0,379.0,N,1304.0,TOTAL,528.0,40.0,22.0,135.0,46.0,136.0,
RANCHO PALOS VERDES,5530002A,2169.0,379.0,N,1300.0,POLLING PLACE,330.0,20.0,16.0,104.0,28.0,77.0,
RANCHO PALOS VERDES,5530002A,2169.0,379.0,N,,VBM PORTION,168.0,10.0,8.0,46.0,17.0,46.0,
RANCHO PALOS VERDES,5530002A,2169.0,379.0,N,1300.0,TOTAL,498.0,30.0,24.0,150.0,45.0,123.0,
RANCHO PALOS VERDES,5530003A,6194.0,395.0,Y,,POLLING PLACE,,,,,,,
RANCHO PALOS VERDES,5530003A,6194.0,395.0,Y,,VBM PORTION,,,,,,,
RANCHO PALOS VERDES,5530003A,6194.0,395.0,Y,,TOTAL,,,,,,,
RANCHO PALOS VERDES,5530006A,2170.0,379.0,N,701.0,POLLING PLACE,174.0,12.0,9.0,43.0,18.0,45.0,
RANCHO PALOS VERDES,5530006A,2170.0,379.0,N,,VBM PORTION,125.0,8.0,4.0,41.0,8.0,28.0,
RANCHO PALOS VERDES,5530006A,2170.0,379.0,N,701.0,TOTAL,299.0,20.0,13.0,84.0,26.0,73.0,
RANCHO PALOS VERDES,5530007A,2171.0,379.0,N,1044.0,POLLING PLACE,315.0,14.0,12.0,118.0,30.0,54.0,
RANCHO PALOS VERDES,5530007A,2171.0,379.0,N,,VBM PORTION,147.0,9.0,6.0,42.0,17.0,26.0,
RANCHO PALOS VERDES,5530007A,2171.0,379.0,N,1044.0,TOTAL,462.0,23.0,18.0,160.0,47.0,80.0,
RANCHO PALOS VERDES,5530009A,6195.0,395.0,Y,,POLLING PLACE,,,,,,,
RANCHO PALOS VERDES,5530009A,6195.0,395.0,Y,,VBM PORTION,,,,,,,
RANCHO PALOS VERDES,5530009A,6195.0,395.0,Y,,TOTAL,,,,,,,
RANCHO PALOS VERDES,5530013A,2172.0,379.0,N,987.0,POLLING PLACE,238.0,16.0,6.0,66.0,16.0,83.0,
RANCHO PALOS VERDES,5530013A,2172.0,379.0,N,,VBM PORTION,141.0,2.0,8.0,44.0,13.0,31.0,
RANCHO PALOS VERDES,5530013A,2172.0,379.0,N,987.0,TOTAL,379.0,18.0,14.0,110.0,29.0,114.0,
RANCHO PALOS VERDES,5530015A,2173.0,379.0,N,1111.0,POLLING PLACE,249.0,26.0,16.0,60.0,10.0,76.0,
RANCHO PALOS VERDES,5530015A,2173.0,379.0,N,,VBM PORTION,146.0,10.0,7.0,38.0,18.0,36.0,
RANCHO PALOS VERDES,5530015A,2173.0,379.0,N,1111.0,TOTAL,395.0,36.0,23.0,98.0,28.0,112.0,
RANCHO PALOS VERDES,5530016A,2174.0,379.0,N,1147.0,POLLING PLACE,251.0,18.0,13.0,71.0,27.0,47.0,
RANCHO PALOS VERDES,5530016A,2174.0,379.0,N,,VBM PORTION,197.0,7.0,7.0,71.0,9.0,44.0,
RANCHO PALOS VERDES,5530016A,2174.0,379.0,N,1147.0,TOTAL,448.0,25.0,20.0,142.0,36.0,91.0,
RANCHO PALOS VERDES,5530018B,2175.0,379.0,N,1151.0,POLLING PLACE,230.0,14.0,11.0,66.0,20.0,66.0,
RANCHO PALOS VERDES,5530018B,2175.0,379.0,N,,VBM PORTION,129.0,12.0,1.0,35.0,10.0,44.0,
RANCHO PALOS VERDES,5530018B,2175.0,379.0,N,1151.0,TOTAL,359.0,26.0,12.0,101.0,30.0,110.0,
RANCHO PALOS VERDES,5530021A,2176.0,379.0,N,1201.0,POLLING PLACE,299.0,19.0,17.0,87.0,27.0,83.0,
RANCHO PALOS VERDES,5530021A,2176.0,379.0,N,,VBM PORTION,139.0,7.0,3.0,50.0,15.0,26.0,
RANCHO PALOS VERDES,5530021A,2176.0,379.0,N,1201.0,TOTAL,438.0,26.0,20.0,137.0,42.0,109.0,
RANCHO PALOS VERDES,5530026A,2177.0,379.0,N,1556.0,POLLING PLACE,391.0,23.0,17.0,127.0,30.0,80.0,
RANCHO PALOS VERDES,5530026A,2177.0,379.0,N,,VBM PORTION,289.0,16.0,12.0,104.0,15.0,54.0,
RANCHO PALOS VERDES,5530026A,2177.0,379.0,N,1556.0,TOTAL,680.0,39.0,29.0,231.0,45.0,134.0,
RANCHO PALOS VERDES,5530027A,2178.0,379.0,N,1320.0,POLLING PLACE,284.0,22.0,10.0,92.0,22.0,60.0,
RANCHO PALOS VERDES,5530027A,2178.0,379.0,N,,VBM PORTION,224.0,9.0,10.0,60.0,21.0,60.0,
RANCHO PALOS VERDES,5530027A,2178.0,379.0,N,1320.0,TOTAL,508.0,31.0,20.0,152.0,43.0,120.0,
RANCHO PALOS VERDES,5530031A,2179.0,379.0,N,1211.0,POLLING PLACE,238.0,27.0,20.0,65.0,24.0,61.0,
RANCHO PALOS VERDES,5530031A,2179.0,379.0,N,,VBM PORTION,159.0,11.0,4.0,40.0,8.0,44.0,
