date,system,city,state,county,cause,sub_cause,fatalities,injuries,propertydamage_(a),gross_barrels_spilled_(hazliq)_(b),net_barrels_lost_(hazliq)_(b)(c)
02/09/14,HL,MUNGER,MI,BAY,NATURAL FORCE DAMAGE,TEMPERATURE,0,0,$22435,17,0
02/05/14,HL,LINDEN,NJ,UNION,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$3080,0,0
02/04/14,HL,HAMMOND,IN,LAKE,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$10103,0,0
02/01/14,HL,EMMAUS,PA,LEHIGH,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$25719,12,0
01/08/14,HL,LIMA,OH,ALLEN,NATURAL FORCE DAMAGE,TEMPERATURE,0,0,$41151,2,2
01/06/14,HL,LINDEN,NJ,UNION,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,$5000,0,0
01/05/14,HL,SAN DIEGO,CA,SAN DIEGO,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,$300000,65,7
01/03/14,HL,HAMMOND,IN,LAKE,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$5882,0,0
12/18/13,HL,EMMAUS,PA,LEHIGH,ALL OTHER CAUSES,UNKNOWN,0,0,$10300,2,2
10/16/13,HL,SCOTTSVILLE,NY,MONROE,OTHER OUTSIDE FORCE DAMAGE,OTHER OUTSIDE FORCE DAMAGE,0,0,$254899,0,0
09/26/13,HL,MACUNGIE,PA,LEHIGH,ALL OTHER CAUSES,MISCELLANEOUS,0,0,$168361,3,3
08/31/13,HL,GALT,MO,SULLIVAN,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,$250,0,0
08/13/13,HL,LINDEN,NJ,UNION,INCORRECT OPERATION,INCORRECT VALVE POSITION,0,0,$27000,1,0
08/08/13,HL,VESTAL,NY,BROOME,CORROSION,INTERNAL,0,0,$52720,2,0
05/17/13,HL,GREENVILLE,IL,BOND,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,0,0,$342500,1,0
05/11/13,HL,LORAIN,OH,LORAIN,MATERIAL/WELD/EQUIP FAILURE,CONSTRUCTION INSTALLATION OR FABRICATION-RELATED,0,0,$86440,1,0
04/23/13,HL,EMMAUS,PA,,INCORRECT OPERATION,INCORRECT INSTALLATION,0,0,$12500,0,0
04/17/13,HL,LIMA,OH,ALLEN,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,0,0,$10000,0,0
04/07/13,HL,,CT,,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$500,0,0
04/05/13,HL,WAKEMAN STATION,OH,HURON,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,$300,0,0
04/03/13,HL,TEMPERANCE,MI,MONROE,ALL OTHER CAUSES,UNKNOWN,0,0,$51000,0,0
04/01/13,HL,TEMPERANCE,MI,MONROE,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,0,0,$325409,2,1
03/23/13,HL,EAST CHICAGO,IN,LAKE,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0,0,$148110,255,57
12/10/12,HL,HILLSBOROUGH,NJ,SOMERSET,OTHER OUTSIDE FORCE DAMAGE,ELECTRICAL ARCING FROM OTHER EQUIPMENT/FACILITY,0,0,$113318,48,32
11/25/12,HL,EAST ST. LOUIS,IL,ST. CLAIR,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0,0,$12200,0,0
09/26/12,HL,HAMMOND,IN,LAKE,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,0,0,$3630,0,0
09/03/12,HL,DETROIT,MI,WAYNE,CORROSION,EXTERNAL,0,0,$20000,2,0
07/13/12,HL,EMMAUS,PA,LEHIGH,CORROSION,EXTERNAL,0,0,$380538,8,8
06/17/12,HL,EMMAUS,PA,LEHIGH,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,0,0,$87000,100,73
06/05/12,HL,MANTUA,OH,PORTAGE,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$1523241,0,0
05/18/12,HL,MANHATTAN,IL,WILL,CORROSION,EXTERNAL,0,0,$395779,2,0
04/23/12,HL,LINDEN,NJ,UNION,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$4660,0,0
04/05/12,HL,LIMA,OH,ALLEN,CORROSION,INTERNAL,0,0,$923370,0,0
02/07/12,HL,LIMA,OH,ALLEN,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$96000,0,0
02/06/12,HL,HAMMOND,IN,LAKE,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$27228,0,0
01/23/12,HL,WESTMORELAND,PA,HEMPFIELD TOWNSHIP,ALL OTHER CAUSES,MISCELLANEOUS,0,0,$925,0,0
10/26/11,HL,CARMEL,IN,HAMILTON,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0,0,$20000,9,0
09/20/11,HL,AUBURN,NY,CAYUGA,CORROSION,INTERNAL,0,0,$160185,23,1
09/20/11,HL,AUBURN,NY,CAYUGA,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,$3397777,595,324
08/18/11,HL,LIMA,OH,ALLEN,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,$2152,0,0
08/16/11,HL,SHARPSBURG,IL,CHRISTIAN,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,0,0,$175080,20,0
06/13/11,HL,DUNCANSVILLE,PA,BLAIR,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$0,0,0
05/17/11,HL,FINDLAY,OH,HANCOCK COUNTY,CORROSION,EXTERNAL,0,0,$235710,2,0
04/12/11,HL,,IN,HUNTINGTON,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,0,0,$25875,0,0
03/20/11,HL,SHIPPINGPORT,PA,BEAVER,CORROSION,EXTERNAL,0,0,$757637,300,32
02/22/11,HL,BEDFORD PARK,IL,COOK,NATURAL FORCE DAMAGE,TEMPERATURE,0,0,$9535,0,0
02/04/11,HL,ELKHART,IN,ELKHART,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,$5250,1,0
02/02/11,HL,NETHER PROVIDENCE,PA,DELAWARE,NATURAL FORCE DAMAGE,LIGHTNING,0,0,$3200,0,0
01/19/11,HL,EAST CHICAGO,IN,LAKE,INCORRECT OPERATION,INCORRECT INSTALLATION,0,0,$75000,544,0
01/15/11,HL,LINDEN,NJ,UNION,NATURAL FORCE DAMAGE,TEMPERATURE,0,0,$35700,0,0
12/11/10,HL,TAYLOR,MI,WAYNE,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$9514,29,0
12/06/10,HL,LINDEN,NJ,UNION,CORROSION,INTERNAL,0,0,$67600,3,0
12/02/10,HL,NEW DOUGLAS,IL,MADISON,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,0,0,$2900089,500,489
09/16/10,HL,MARTINSVILLE,IL,CLARK,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,$940,0,0
08/17/10,HL,BROOKLYN,NY,KINGS,CORROSION,EXTERNAL,0,0,$499335,0,0
05/20/10,HL,LINDEN,NJ,UNION,CORROSION,EXTERNAL,0,0,$305195,1,0
04/29/10,HL,LINDEN,NJ,UNION,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$23607,0,0
03/29/10,HL,BOURBONNAIS,IL,KANKAKEE,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,$115290,40,0
02/19/10,HL,LINDEN,NJ,UNION,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,$17100,0,0
02/09/10,HL,LINCOLN,IN,HENDRICKS,NATURAL FORCE DAMAGE,TEMPERATURE,0,0,$5377,0,0
12/29/09,HL,ASTON,PA,DELAWARE,CORROSION,EXTERNAL,0,0,$2706458,386,334
12/21/09,HL,WAYNE,MI,WAYNE,NATURAL FORCE DAMAGE,UNSPECIFIED NATURAL FORCE DAMAGE,0,0,$0,0,0
12/05/09,HL,LIMA,OH,ALLEN,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$2500,0,0
11/17/09,HL,NEW YORK,NY,QUEENS,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,$234340,13,0
09/29/09,HL,PITTSBURGH,PA,ALLEGHENY,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED MATERIAL/WELD FAILURE,0,0,$9380,0,0
04/03/09,HL,LIMA,OH,ALLEN,CORROSION,UNSPECIFIED CORROSION,0,0,$32200,3,3
03/27/09,HL,HINCKLEY,OH,MEDINA,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED MATERIAL/WELD FAILURE,0,0,$42500,1,1
03/11/09,HL,LIVONIA,MI,WAYNE,MATERIAL/WELD/EQUIP FAILURE,PIPE SEAM,0,0,$1012990,18,0
02/18/09,HL,PALOS HEIGHTS,IL,COOK,NATURAL FORCE DAMAGE,TEMPERATURE,0,0,$240000,3,0
02/08/09,HL,LIMA,OH,ALLEN,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED MATERIAL/WELD FAILURE,0,0,$12500,0,0
01/17/09,HL,LINDEN,NJ,UNION,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$7000,0,0
01/12/09,HL,LIMA,OH,ALLEN,NATURAL FORCE DAMAGE,UNSPECIFIED NATURAL FORCE DAMAGE,0,0,$2700,0,0
10/06/08,HL,JAMAICA,NY,QUEENS,MATERIAL/WELD/EQUIP FAILURE,RUPTURED OR LEAKING SEAL/PUMP PACKING,0,0,$19224360,3500,0
09/18/08,HL,CORAOPOLIS,PA,ALLEGHENY,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$27340,1,1
09/06/08,HL,HAMMOND,IN,LAKE,MATERIAL/WELD/EQUIP FAILURE,THREADS STRIPPED BROKEN PIPE COUPLING,0,0,$60000,35,15
07/21/08,HL,SEWAREN,NJ,MIDDLESEX,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$15100,0,0
06/29/08,HL,READING,PA,BERKS,MATERIAL/WELD/EQUIP FAILURE,JOINT/FITTING/COMPONENT,0,0,$55160,1,1
06/12/08,HL,MANHEIM,PA,LANCASTER,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,$100400,55,55
04/21/08,HL,BOOTHWYN,PA,DELAWARE,INCORRECT OPERATION,INCORRECT OPERATION,0,0,$182000,51,0
03/24/08,HL,TAYLOR,MI,WAYNE,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED MATERIAL/WELD FAILURE,0,0,$48000,2,2
03/17/08,HL,TOLEDO,OH,LUCAS,CORROSION,UNSPECIFIED CORROSION,0,0,$18000,0,0
03/03/08,HL,ALVIN,TX,BRAZORIA,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$25000,3,3
02/28/08,HL,EMMAUS,PA,LEHIGH,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$16000,0,0
02/25/08,HL,OBERLIN,OH,LORAIN,NATURAL FORCE DAMAGE,TEMPERATURE,0,0,$70400,4,0
02/20/08,HL,LINDEN,NJ,UNION,ALL OTHER CAUSES,UNKNOWN,0,0,$3700,0,0
02/04/08,HL,LIMA,OH,ALLEN,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$4200,2,0
02/01/08,HL,LINDEN,NJ,UNION,MATERIAL/WELD/EQUIP FAILURE,RUPTURED OR LEAKING SEAL/PUMP PACKING,0,0,$86400,4,0
01/18/08,HL,LINDEN,NJ,UNION,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$12700,0,0
12/09/07,HL,LIMA,OH,ALLEN,INCORRECT OPERATION,UNSPECIFIED INCORRECT OPERATION,0,0,$1500,0,0
11/30/07,HL,LINDEN,NJ,UNION,ALL OTHER CAUSES,UNKNOWN,0,0,$31300,2,0
11/05/07,HL,FINDLAY,OH,HANCOCK,NATURAL FORCE DAMAGE,LIGHTNING,0,0,$7200,0,0
10/15/07,HL,SEWAREN,NJ,MIDDLESEX,CORROSION,UNSPECIFIED CORROSION,0,0,$15550,0,0
10/10/07,HL,LINDEN,NJ,UNION,CORROSION,INTERNAL,0,0,$268800,87,0
09/23/07,HL,ASTON,PA,DELAWARE,INCORRECT OPERATION,UNSPECIFIED INCORRECT OPERATION,0,0,$16740,2,2
06/07/07,HL,WAYNE,MI,WAYNE,MATERIAL/WELD/EQUIP FAILURE,RUPTURED OR LEAKING SEAL/PUMP PACKING,0,0,$67000,5,0
02/18/07,HL,LIMA,OH,ALLEN,NATURAL FORCE DAMAGE,TEMPERATURE,0,0,$53800,50,6
01/26/07,HL,LIVERPOOL,TX,BRAZORIA,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$1500,4,4
10/27/06,HL,BAY CITY,MI,BAY,MATERIAL/WELD/EQUIP FAILURE,THREADS STRIPPED BROKEN PIPE COUPLING,0,0,$76200,3,1
08/02/06,HL,LIMA,OH,ALLEN,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$15000,1,0
07/20/06,HL,LINDEN,NJ,UNION,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$6000,0,0
07/18/06,HL,WOOD RIVER,IL,MADISON,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$8300,0,0
06/11/06,HL,SCHERERVILLE,IN,LAKE,INCORRECT OPERATION,INCORRECT OPERATION,0,0,$41300,10,10
04/12/06,HL,LIMA,OH,ALLEN,CORROSION,UNSPECIFIED CORROSION,0,0,$26000,0,0
04/01/06,HL,DIAMOND,IL,WILL,MATERIAL/WELD/EQUIP FAILURE,RUPTURED OR LEAKING SEAL/PUMP PACKING,0,0,$17500,5,5
01/20/06,HL,DETROIT,MI,WAYNE,ALL OTHER CAUSES,MISCELLANEOUS,0,0,$101500,18,5
