date,system,city,state,county,cause,sub_cause,fatalities,injuries,propertydamage_(a),gross_barrels_spilled_(hazliq)_(b),net_barrels_lost_(hazliq)_(b)(c)
04/08/08,HL,GONVICK,MN,CLEARWATER,MATERIAL/WELD/EQUIP FAILURE,RUPTURED OR LEAKING SEAL/PUMP PACKING,0,0,$15700,6,2
03/30/08,HL,EDGEWATER,WI,SAWYER,MATERIAL/WELD/EQUIP FAILURE,JOINT/FITTING/COMPONENT,0,0,$200,5,1
03/20/08,HL,DONALDSON,MN,KITTSON,INCORRECT OPERATION,UNSPECIFIED INCORRECT OPERATION,0,0,$1900,4,1
11/28/07,HL,CLEARBROOK,MN,CLEARWATER,INCORRECT OPERATION,INCORRECT OPERATION,2,0,$2625000,325,325
11/13/07,HL,CLEARBROOK,MN,CLEARWATER,MATERIAL/WELD/EQUIP FAILURE,PIPE SEAM,0,0,$30680,2,0
10/23/07,HL,MACKINAW CITY,MI,CHEBOYGAN,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$9500,0,0
07/18/07,HL,RAPID RIVER,MI,DELTA,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$15000,0,0
05/27/07,HL,CLEARBROOK,MN,CLEARWATER,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$5050,1,0
05/10/07,HL,MOKENA,IL,WILL,CORROSION,UNSPECIFIED CORROSION,0,0,$40500,1,1
04/23/07,HL,HAMPSHIRE,IL,KANE,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$210,0,0
03/22/07,HL,GONVICK,MN,CLEARWATER,NATURAL FORCE DAMAGE,TEMPERATURE,0,0,$30300,5,0
03/14/07,HL,OWEN,WI,CLARK,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$4030,0,0
03/11/07,HL,OWEN,WI,CLARK,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$4055,1,0
02/05/07,HL,CLEARBROOK,MN,CLEARWATER,NATURAL FORCE DAMAGE,TEMPERATURE,0,0,$49341,7,1
02/02/07,HL,EXELAND,WI,RUSK,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,0,0,$4503458,4800,2066
01/01/07,HL,ATWOOD,WI,CLARK,MATERIAL/WELD/EQUIP FAILURE,PIPE SEAM,0,0,$702500,1500,50
10/20/06,HL,PINEWOOD,MN,BELTRAMI,MATERIAL/WELD/EQUIP FAILURE,BUTT WELD,0,0,$50000,5,5
08/08/06,HL,CLEARBROOK,MN,CLEARWATER,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$5050,2,1
05/31/06,HL,MARYSVILLE,MI,ST. CLAIR,MATERIAL/WELD/EQUIP FAILURE,RUPTURED OR LEAKING SEAL/PUMP PACKING,0,0,$150000,20,0
03/28/06,HL,CLEARBROOK,MN,CLEARWATER,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$5000,2,0
03/07/06,HL,SCHERERVILLE,IN,LAKE,INCORRECT OPERATION,UNSPECIFIED INCORRECT OPERATION,0,0,$3600,2,0
01/09/06,HL,CLEARBROOK,MN,CLEARWATER,NATURAL FORCE DAMAGE,UNSPECIFIED NATURAL FORCE DAMAGE,0,0,$25030,1,0
