date,system,city,state,county,cause,sub_cause,fatalities,injuries,propertydamage_(a),gross_barrels_spilled_(hazliq)_(b),net_barrels_lost_(hazliq)_(b)(c)
08/25/08,HL,HUDSON,KS,STAFFORD,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$100,1,0
07/21/08,HL,RAYMOND,KS,RICE,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED MATERIAL/WELD FAILURE,0,0,$25,0,0
06/30/08,HL,MEADE,KS,MEADE,CORROSION,UNSPECIFIED CORROSION,0,0,$150,0,0
06/16/08,HL,MEADE,KS,MEADE,CORROSION,INTERNAL,0,0,$3000,25,5
03/25/08,HL,COLDWATER,KS,KIOWA,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$380,2,2
03/05/08,HL,HUGOTON,KS,STEVENS,ALL OTHER CAUSES,MISCELLANEOUS,0,0,$3000,20,2
03/04/08,HL,ROLLA,KS,MORTON,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$50,0,0
12/23/07,HL,ELKHART,KS,MORTON,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$50,0,0
11/05/07,HL,BUHLER,KS,RICE,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$100,2,2
06/18/07,HL,COLDWATER,KS,KIOWA,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$225,0,0
06/08/07,HL,SUBLETTE,KS,HASKELL,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$150,1,1
04/24/07,HL,BYERS,KS,PRATT,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$210,0,0
01/29/07,HL,BYERS,KS,PRATT,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$250,2,1
01/19/07,HL,ROLLA,KS,MORTON,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$10,0,0
11/15/06,HL,SATANTA,KS,HASKELL,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$25,0,0
10/04/06,HL,WICHITA,KS,SEDGWICK,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$125,0,0
08/18/06,HL,MCPHERSON,KS,MCPHERSON,INCORRECT OPERATION,UNSPECIFIED INCORRECT OPERATION,0,0,$620,2,2
03/23/06,HL,CHASE,KS,RICE,ALL OTHER CAUSES,MISCELLANEOUS,0,0,$5675,30,15
03/23/06,HL,,KS,MEADE,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$145,1,1
02/20/06,HL,ELKHART,KS,MORTON,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$155,0,0
