date,system,city,state,county,cause,sub_cause,fatalities,injuries,propertydamage_(a),value_of_product_lost_(b)
08/06/10,GT,FAIRBANK,IA,BUCHANAN,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,0,0,$93372,$3198
06/23/10,GT,NORTHFIELD,MN,DAKOTA,INCORRECT OPERATION,INCORRECT INSTALLATION,0,0,$130295,$94960
01/10/10,GT,REDFIELD,IA,DALLAS,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,$479100,$11600
09/30/09,GT,NEWKIRK,IA,SIOUX,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,$8965,$1500
06/23/09,GT,BESSEMER,MI,GOGEBIC,MATERIAL/WELD/EQUIP FAILURE,ENVIRONMENTAL CRACKING-RELATED,0,0,$692449,$310000
05/06/09,GT,ARKANSAW,WI,PEPIN,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,$316630,$87375
02/18/09,GG,CORPUS CHRISTI,TX,,MATERIAL/WELD/EQUIP FAILURE,JOINT/FITTING/COMPONENT,0,0,$2283650,$383650
07/18/08,GT,BEATRICE,NE,GAGE,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,0,0,$818910,$431880
06/12/08,GT,OWASA,IA,HARDIN,NATURAL FORCE DAMAGE,LIGHTNING,0,0,$23947,$1994
05/25/08,GT,GAYLORD,MN,SIBLEY,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,$85203,$10848
05/24/08,GT,CUNNINGHAM,KS,PRATT,NATURAL FORCE DAMAGE,HIGH WINDS,0,0,$170000,$0
05/23/08,GT,BEAVER BAY,MN,LAKE,NATURAL FORCE DAMAGE,EARTH MOVEMENT,0,0,$530000,$15800
05/18/08,GT,CLATONIA,NE,GAGE,MATERIAL/WELD/EQUIP FAILURE,JOINT/FITTING/COMPONENT,0,0,$283192,$260401
04/04/08,GT,ASHLAND,KS,CLARK,CORROSION,EXTERNAL,0,0,$69783,$49933
11/07/07,GT,VOLGA,SD,BROOKINGS,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,$48015,$19217
11/03/07,GT,PERRYTON,TX,OCHILTREE,ALL OTHER CAUSES,MISCELLANEOUS,0,0,$152907,$0
09/04/07,GG,OFFSHORE,LA,,CORROSION,INTERNAL,0,0,$460000,$3000
08/11/07,GT,SAUK RAPIDS,MN,BENTON,NATURAL FORCE DAMAGE,LIGHTNING,0,0,$36568,$7373
08/10/07,GG,CORPUS CHRISTI,TX,,ALL OTHER CAUSES,MISCELLANEOUS,0,0,$3100000,$400000
07/26/07,GT,SIOUX FALLS,SD,LINCOLN,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,$71884,$0
03/29/07,GT,BERESFORD,SD,LINCOLN,CORROSION,EXTERNAL,0,0,$476430,$9000
03/26/07,GT,MULLINVILLE,KS,KIOWA,MATERIAL/WELD/EQUIP FAILURE,BUTT WELD,0,0,$120455,$45882
03/26/07,GT,SUPERIOR,WI,DOUGLAS,CORROSION,EXTERNAL,0,0,$203062,$0
03/20/07,GT,SUNRAY,TX,MOORE,ALL OTHER CAUSES,MISCELLANEOUS,0,0,$58377,$58377
02/06/07,GT,CLEAR LAKE,IA,CERRO GORDO,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,0,0,$53780,$40151
01/01/07,GT,SATANTA,KS,HASKELL,NATURAL FORCE DAMAGE,TEMPERATURE,0,0,$83994,$1000
12/27/06,GT,FORT DODGE,IA,WEBSTER,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,$20253,$1033
10/12/06,GT,BUFFALO,MN,WRIGHT,ALL OTHER CAUSES,UNKNOWN,0,0,$500000,$0
07/20/06,GG,CORPUS CHRISTI,TX,,CORROSION,INTERNAL,0,0,$1300000,$10000
07/10/06,GT,LAKEVILLE,MN,DAKOTA,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,0,0,$50000,$17000
06/16/06,GT,SIOUX FALLS,SD,MINNEHAHA,NATURAL FORCE DAMAGE,LIGHTNING,0,0,$14400,$0
05/31/06,GT,BUSHTON,KS,RICE,MATERIAL/WELD/EQUIP FAILURE,THREADS STRIPPED BROKEN PIPE COUPLING,0,0,$50150,$50000
03/02/06,GT,ANNANDALE,MN,WRIGHT,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,0,0,$113000,$36000
03/02/06,GG,CORPUS CHRISTI,TX,,CORROSION,INTERNAL,0,0,$2500000,$100000
03/02/06,GG,CORPUS CHRISTI,TX,,CORROSION,INTERNAL,0,0,$2500000,$100000
