date,system,city,state,county,cause,sub_cause,fatalities,injuries,propertydamage_(a),gross_barrels_spilled_(hazliq)_(b),net_barrels_lost_(hazliq)_(b)(c)
10/02/07,HL,RENO,NV,WASHOE,MATERIAL/WELD/EQUIP FAILURE,BODY OF PIPE,0,0,$4055353,851,669
04/08/07,HL,LONG BEACH,CA,LOS ANGELES,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$8209,2,0
02/26/07,HL,EL PASO,TX,EL PASO,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$47066,0,0
02/26/07,HL,LONG BEACH,CA,LOS ANGELES,ALL OTHER CAUSES,MISCELLANEOUS,0,0,$144063,3,0
01/12/07,HL,ROCKLIN,CA,PLACER,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$249,0,0
11/28/06,HL,LONG BEACH,CA,LOS ANGELES,INCORRECT OPERATION,UNSPECIFIED INCORRECT OPERATION,0,0,$5030,0,0
10/23/06,HL,EL PASO,TX,EL PASO,INCORRECT OPERATION,INCORRECT OPERATION,0,0,$0,0,0
09/27/06,HL,ROCKLIN,CA,PLACER,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$6421,3,0
09/27/06,HL,EL PASO,TX,EL PASO,CORROSION,EXTERNAL,0,0,$177110,2,1
09/11/06,HL,CARSON,CA,LOS ANGELES,ALL OTHER CAUSES,MISCELLANEOUS,0,0,$11158,0,0
08/24/06,HL,SODA SPRINGS,CA,NEVADA,CORROSION,INTERNAL,0,0,$1608202,97,76
08/23/06,HL,WEST SACRAMENTO,CA,YOLO,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$52488,0,0
07/24/06,HL,STOCKTON,CA,SAN JOAQUIN,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$223391,12,0
06/22/06,HL,DUBLIN,CA,ALAMEDA,OTHER OUTSIDE FORCE DAMAGE,PREVIOUS MECHANICAL DAMAGE,0,0,$1845651,16,14
06/10/06,HL,EL PASO,TX,EL PASO,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$557,2,0
06/09/06,HL,LONG BEACH,CA,LOS ANGELES,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$520,0,0
05/26/06,HL,LONG BEACH,CA,LOS ANGELES,INCORRECT OPERATION,INCORRECT OPERATION,0,0,$32937,27,0
05/21/06,HL,ROCKLIN,CA,PLACER,ALL OTHER CAUSES,MISCELLANEOUS,0,0,$50512,4,0
05/16/06,HL,DEMING,NM,LUNA,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$5142,2,0
04/30/06,HL,CONCORD,CA,CONTRA COSTA,MATERIAL/WELD/EQUIP FAILURE,FILLET WELD,0,0,$499493,77,0
03/17/06,HL,EL PASO,TX,EL PASO,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$25093,1,0
03/13/06,HL,TUCSON,AZ,PIMA,INCORRECT OPERATION,UNSPECIFIED INCORRECT OPERATION,0,0,$173,0,0
01/27/06,HL,PORTLAND,OR,MULTNOMAH,CORROSION,UNSPECIFIED CORROSION,0,0,$30145,2,0
