date,system,city,state,county,cause,sub_cause,fatalities,injuries,propertydamage_(a),gross_barrels_spilled_(hazliq)_(b),net_barrels_lost_(hazliq)_(b)(c),value_of_product_lost_(d)
06/05/14,HL,OWENSBORO,KY,DAVIESS,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,0,0,$2210,7,0,$710
06/04/14,HL,OWENSBORO,KY,DAVIS,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0,0,$0,0,0,$0
05/28/14,HL,ST. JAMES,LA,ST. JAMES,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,0,0,$207400,84,0,$400
04/30/14,HL,ST. JAMES,LA,ST. JAMES,INCORRECT OPERATION,INCORRECT INSTALLATION,0,0,$1100,0,0,$100
02/18/14,HL,EDWARDSVILLE,IL,MADISON,INCORRECT OPERATION,DAMAGE BY OPERATOR OR OPERATOR'S CONTRACTOR,0,0,$19024,0,0,$24
12/30/13,HL,HARTFORD,IL,MADISON,NATURAL FORCE DAMAGE,TEMPERATURE,0,0,$280122,50,0,$122
12/05/13,HL,VERNON,IL,MARION,INCORRECT OPERATION,PIPELINE/EQUIPMENT OVERPRESSURED,0,0,$295030,0,0,$30
11/23/13,HL,LEBANON,IN,BOONE,CORROSION,INTERNAL,0,0,$1019985,20,0,$1485
08/29/13,HL,MARTINSVILLE,IL,CLARK,CORROSION,INTERNAL,0,0,$519595,273,0,$27095
06/16/13,HL,EAST SPARTA,OH,STARK,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$23,0,0,$23
05/28/13,HL,INDIANAPOLIS,IN,MARION,INCORRECT OPERATION,INCORRECT INSTALLATION,0,0,$23676,0,0,$26
05/16/13,HL,,TX,HARRIS COUNTY,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0,0,$35,0,0,$35
05/09/13,HL,INDIANAPOLIS,IN,MARION,OTHER OUTSIDE FORCE DAMAGE,ELECTRICAL ARCING FROM OTHER EQUIPMENT/FACILITY,0,0,$5928050,539,0,$27000
04/24/13,HL,ELWOOD,IN,TIPTON,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$212549,0,0,$40
04/22/13,HL,HILLSBORO,IL,MONTGOMERY,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$11160,0,0,$60
04/01/13,HL,MARTINSVILLE,IL,CLARK,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0,0,$1582100,1,0,$100
03/01/13,HL,BAYTOWN,TX,HARRIS,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0,0,$8858,3,3,$4358
02/22/13,HL,GRIFFITH,IN,LAKE,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$6477,0,0,$120
02/21/13,HL,REDKEY,IN,JAY,INCORRECT OPERATION,DAMAGE BY OPERATOR OR OPERATOR'S CONTRACTOR,0,0,$1135855,1,0,$225
02/13/13,HL,LAPORTE,TX,HARRIS,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0,0,$145513,3,3,$5513
02/13/13,HL,LAPORTE,TX,HARRIS,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0,0,$119463,0,0,$4463
01/31/13,HL,DIETERICH,IL,EFFINGHAM,INCORRECT OPERATION,DAMAGE BY OPERATOR OR OPERATOR'S CONTRACTOR,0,0,$213000,0,0,$0
01/21/13,HL,LOUISVILLE,KY,JEFFERSON,INCORRECT OPERATION,INCORRECT EQUIPMENT,0,0,$2440,0,0,$40
01/11/13,HL,BRYANT,IN,JAY,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$65373,2,0,$200
12/29/12,HL,WOODHAVEN,MI,WAYNE,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$6000,0,0,$0
12/24/12,HL,BYRON,WY,BIG HORN,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$4980,0,0,$80
12/20/12,HL,CATLETTSBURG,KY,BOYD,CORROSION,INTERNAL,0,0,$21000,0,0,$0
09/26/12,HL,MARTINSVILLE,IL,CLARK,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$82000,0,0,$0
08/23/12,HL,EFFINGHAM,IL,EFFINGHAM,INCORRECT OPERATION,PIPELINE/EQUIPMENT OVERPRESSURED,0,0,$105402,0,0,$20
08/22/12,HL,WOOD RIVER,IL,MADISON,INCORRECT OPERATION,INCORRECT INSTALLATION,0,0,$666980,25,0,$1980
05/18/12,HL,BYRON,WY,BIG HORN,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$4213,0,0,$13
03/26/12,HL,PATOKA,IL,MARION,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$120400,1,0,$0
03/25/12,HL,HARTFORD,IL,MADISON,INCORRECT OPERATION,INCORRECT VALVE POSITION,0,0,$6040,0,0,$40
01/04/12,HL,BYRON,WY,BIG HORN,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,0,0,$6550,1,0,$150
11/21/11,HL,MILAM,IL,MACON,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,$709351,0,0,$1
09/20/11,HL,WORLAND,WY,WASHAKIE,CORROSION,INTERNAL,0,0,$39150,96,0,$1000
08/28/11,HL,CHAMPAIGN,IL,CHAMPAIGN,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$10184,0,0,$20
05/29/11,HL,DETROIT,MI,WAYNE,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,$34000,1,0,$100
05/19/11,HL,LIMA,OH,ALLEN,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0,0,$178010,0,0,$10
04/13/11,HL,DANSVILLE,MI,INGHAM,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$35728903,9000,2357,$350000
03/30/11,HL,VERNON,IL,MARION,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$510,0,0,$10
03/07/11,HL,BYRON,WY,BIG HORN,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$30572,80,0,$8000
11/01/10,HL,CREAL SPRINGS,IL,WILLIAMSON,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$1990,0,0,$90
07/17/10,HL,ROCKVILLE,IN,PARKE,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,0,0,$21404,0,0,$75
07/14/10,HL,ROXANA,IL,MADISON,INCORRECT OPERATION,INCORRECT VALVE POSITION,0,0,$25958,0,0,$30
07/02/10,HL,OFFSHORE,OCS,,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$1036940,0,0,$60
06/23/10,HL,LIMA,OH,ALLEN,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$42797,4,0,$346
06/07/10,HL,ASHMORE,IL,COLES,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,0,0,$287064,0,0,$10
05/20/10,HL,EAST SPARTA,OH,STARK,MATERIAL/WELD/EQUIP FAILURE,CONSTRUCTION INSTALLATION OR FABRICATION-RELATED,0,0,$1053057,10,0,$800
04/25/10,HL,SAMARIA,MI,MONROE,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,$1103967,91,12,$7018
04/24/10,HL,JACKSON,LA,EAST FELICIANA,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,0,0,$47284,13,0,$1149
12/13/09,HL,FINDLAY,OH,HANCOCK,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$16750,0,0,$50
10/28/09,HL,LOOGOOTEE,IN,MARTIN,MATERIAL/WELD/EQUIP FAILURE,JOINT/FITTING/COMPONENT,0,0,$71742,2,0,$250
07/20/09,HL,CANTON,OH,STARK,INCORRECT OPERATION,UNSPECIFIED INCORRECT OPERATION,0,0,$5213,3,0,$200
05/20/09,HL,LISBON,OH,COLUMBIANA,OTHER OUTSIDE FORCE DAMAGE,UNSPECIFIED OUTSIDE FORCE DAMAGE,0,0,$15000,0,0,$0
04/17/09,HL,WINCHESTER,KY,CLARK,CORROSION,EXTERNAL,0,0,$5198364,4,2,$400
03/10/09,HL,ST JAMES,LA,SAINT JAMES,INCORRECT OPERATION,INCORRECT OPERATION,1,3,$900000,0,0,$0
01/10/09,HL,SORRENTO,LA,ASCENSION,ALL OTHER CAUSES,MISCELLANEOUS,0,0,$0,0,0,$0
12/31/08,HL,BYRON,WY,BIG HORN,INCORRECT OPERATION,INCORRECT OPERATION,0,0,$12500,86,16,$500
12/05/08,HL,ZACHARY,LA,EAST BATON ROUGE,INCORRECT OPERATION,INCORRECT OPERATION,0,0,$291587,27,0,$2007
11/26/08,HL,VERNON,IL,MARION,CORROSION,INTERNAL,0,0,$203000,40,0,$0
09/03/08,HL,ASHMORE,IL,COLES,MATERIAL/WELD/EQUIP FAILURE,PIPE SEAM,0,0,$2936068,770,0,$81620
08/13/08,HL,LIMA,OH,ALLEN,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$19045,0,0,$25
08/10/08,HL,GOLDEN GATE,IL,WAYNE,MATERIAL/WELD/EQUIP FAILURE,PIPE SEAM,0,0,$9997587,5790,790,$648480
04/23/08,HL,COTTAGE GROVE,MN,WASHINGTON,INCORRECT OPERATION,INCORRECT OPERATION,0,0,$17314,6,0,$750
03/14/08,HL,FINDLAY,OH,HANCOCK,INCORRECT OPERATION,INCORRECT OPERATION,0,0,$93828,3,0,$350
03/13/08,HL,FINDLAY,OH,HANCOCK,INCORRECT OPERATION,INCORRECT OPERATION,0,0,$59003,0,0,$3
02/11/08,HL,WINCHESTER,KY,CLARK,MATERIAL/WELD/EQUIP FAILURE,BODY OF PIPE,0,0,$3799565,70,0,$5565
01/01/08,HL,GARYVILLE,LA,ST. JOHN THE BAPTIST,CORROSION,INTERNAL,0,0,$85000,18,2,$0
12/03/07,HL,,WY,WASHAKIE,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$0,0,0,$0
11/13/07,HL,ROSEDALE,IN,PARKE,INCORRECT OPERATION,INCORRECT OPERATION,0,0,$0,0,0,$0
08/15/07,HL,BEDFORD,MI,MONROE,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$3322,0,0,$22
07/27/07,HL,BEDFORD,MI,MONROE,INCORRECT OPERATION,UNSPECIFIED INCORRECT OPERATION,0,0,$43578,1,0,$78
01/17/07,HL,THERMOPOLIS,WY,HOT SPRINGS,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$4020,0,0,$20
12/14/06,HL,GARYVILLE,LA,ST JOHN THE BAPTIST,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$180,2,0,$180
11/03/06,HL,GRIFFITH,IN,LAKE,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$600,1,0,$200
05/17/06,HL,LIMA,OH,ALLEN,OTHER OUTSIDE FORCE DAMAGE,UNSPECIFIED OUTSIDE FORCE DAMAGE,0,0,$15909,0,0,$9
01/08/06,HL,ST JAMES,LA,ST. JAMES,INCORRECT OPERATION,INCORRECT OPERATION,0,0,$0,0,0,$0
