date,system,city,state,county,cause,sub_cause,fatalities,injuries,propertydamage_(a),gross_barrels_spilled_(hazliq)_(b),net_barrels_lost_(hazliq)_(b)(c)
05/06/13,HL,COALINGA,CA,FRESNO,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,0,0,$1000,0,0
03/29/13,HL,PASADENA,TX,HARRIS,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,$10000000,940,415
03/07/13,HL,HAYES,LA,JEFFERSON DAVIS,MATERIAL/WELD/EQUIP FAILURE,CONSTRUCTION INSTALLATION OR FABRICATION-RELATED,0,0,$55100,1,0
12/05/12,HL,IOWA,LA,CALCASIEU,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$493500,329,329
10/18/12,HL,CARSON,CA,LOS ANGELES,CORROSION,INTERNAL,0,0,$54000,45,0
09/12/12,HL,CONVENT,LA,ST. JAMES,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$2650,0,0
08/31/12,HL,FOURCHON,LA,LAFOURCHE,NATURAL FORCE DAMAGE,OTHER NATURAL FORCE DAMAGE,0,0,$1110,1,0
08/08/12,HL,SANTE FE,TX,GALVESTON,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$550,0,0
07/19/12,HL,ST. JAMES,LA,ST. JAMES,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0,0,$15000,50,0
07/16/12,HL,LAKE CHARLES,LA,CALCASIEU,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$505850,15,15
07/03/12,HL,MARTINEZ,CA,CONTRA COSTA,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$176000,13,0
06/08/12,HL,ST. JAMES,LA,ST. JAMES,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,0,0,$55000,10,0
05/08/12,HL,NORCO,LA,ST. CHARLES,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$9575,0,0
01/31/12,HL,MILWAUKEE,WI,MILWAUKEE,CORROSION,EXTERNAL,0,0,$15950000,215,87
01/22/12,HL,ST. JAMES,LA,ST. JAMES,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$5000,0,0
12/01/11,HL,COALINGA,CA,FRESNO,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$340000,0,0
10/24/11,HL,MCKITTRICK,CA,KERN,CORROSION,EXTERNAL,0,0,$5650,3,0
09/10/11,HL,BAKERSFIELD,CA,KERN,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$1210,0,0
07/25/11,HL,PASADENA,TX,HARRIS,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,$7600,3,0
06/12/11,HL,OFFSHORE,OCS,,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$2400000,0,0
06/10/11,HL,CARSON,CA,LOS ANGELES,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$290,0,0
11/16/10,HL,VINTON,LA,CALCASIEU,CORROSION,EXTERNAL,0,0,$989000,1030,535
11/09/10,HL,CARSON,CA,LOS ANGELES,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$8530,17,5
06/23/10,HL,GRAMERCY,LA,ST. JAMES,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$79030,0,0
06/08/10,HL,NORCO,LA,ST. CHARLES,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$784,10,10
05/16/10,HL,ST. JAMES,LA,ASSUMPTION,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,0,0,$1879337,125,0
04/28/10,HL,PASADENA,TX,HARRIS,CORROSION,INTERNAL,0,0,$4575,0,0
02/08/10,HL,LAKE ARTHUR,LA,JEFFERSON DAVIS,MATERIAL/WELD/EQUIP FAILURE,CONSTRUCTION INSTALLATION OR FABRICATION-RELATED,0,0,$380400,5,5
01/27/10,HL,PORT ARTHUR,TX,JEFFERSON,ALL OTHER CAUSES,MISCELLANEOUS,0,0,$60065,0,0
01/13/10,HL,SORRENTO,LA,ASCENSION,NATURAL FORCE DAMAGE,TEMPERATURE,0,0,$254,3,3
11/10/09,HL,COALINGA,CA,FRESNO,MATERIAL/WELD/EQUIP FAILURE,RUPTURED OR LEAKING SEAL/PUMP PACKING,0,0,$28490,10,7
10/26/09,HL,PORT ARTHUR,TX,JEFFERSON,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$10000,1,0
09/15/09,HL,HOUSTON,TX,HARRIS,MATERIAL/WELD/EQUIP FAILURE,BUTT WELD,0,0,$170004,10,0
07/25/09,HL,OFFSHORE,N/A,,NATURAL FORCE DAMAGE,HIGH WINDS,0,0,$10723000,1500,1224
07/20/09,HL,,LA,ST. JAMES,CORROSION,INTERNAL,0,0,$39650,5,3
06/19/09,HL,OFFSHORE,N/A,,INCORRECT OPERATION,INCORRECT OPERATION,0,0,$0,0,0
06/09/09,HL,BEAUMONT,TX,JEFFERSON,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$10042,0,0
06/04/09,HL,OFFSHORE,N/A,,INCORRECT OPERATION,INCORRECT OPERATION,0,0,$0,0,0
06/01/09,HL,HAZLEHURST,MS,COPIAH,MATERIAL/WELD/EQUIP FAILURE,RUPTURED OR LEAKING SEAL/PUMP PACKING,0,0,$301010,0,0
05/10/09,HL,PASADENA,TX,HARRIS,INCORRECT OPERATION,UNSPECIFIED INCORRECT OPERATION,0,0,$5150,1,1
04/30/09,HL,OFFSHORE,N/A,,MATERIAL/WELD/EQUIP FAILURE,RUPTURED OR LEAKING SEAL/PUMP PACKING,0,0,$20,0,0
03/11/09,HL,SHERMAN OAKS,CA,LOS ANGELES,INCORRECT OPERATION,UNSPECIFIED INCORRECT OPERATION,0,0,$536,0,0
03/03/09,HL,PORT NECHES,TX,JEFFERSON,MATERIAL/WELD/EQUIP FAILURE,RUPTURED OR LEAKING SEAL/PUMP PACKING,0,0,$25090,20,2
01/13/09,HL,GUSTINE,CA,STANISLAUS,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,0,0,$30030,8,1
01/06/09,HL,BAKERSFIELD,CA,KERN,CORROSION,UNSPECIFIED CORROSION,0,0,$6030,0,0
12/07/08,HL,BAKERSFIELD,CA,KERN,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,$84375,140,55
11/30/08,HL,,LA,ST. JAMES,CORROSION,INTERNAL,0,0,$180100,10,1
11/06/08,HL,OFFSHORE,N/A,,NATURAL FORCE DAMAGE,HIGH WINDS,0,0,$10,0,0
10/05/08,HL,TRACY,CA,SAN JOAQUIN,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$1696,2,2
09/15/08,HL,OFFSHORE,N/A,,NATURAL FORCE DAMAGE,HIGH WINDS,0,0,$3000,27,27
07/30/08,HL,CARSON,CA,LOS ANGELES,INCORRECT OPERATION,UNSPECIFIED INCORRECT OPERATION,0,0,$1057,0,0
06/19/08,HL,PASADENA,TX,HARRIS,CORROSION,UNSPECIFIED CORROSION,0,0,$2000,0,0
04/11/08,HL,ROELLEN,TN,DYER,MATERIAL/WELD/EQUIP FAILURE,PIPE SEAM,0,0,$475025,0,0
04/04/08,HL,NORCO,LA,ST. CHARLES,OTHER OUTSIDE FORCE DAMAGE,UNSPECIFIED OUTSIDE FORCE DAMAGE,0,0,$2100,0,0
03/24/08,HL,GONZALES,LA,ASCENSION,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED MATERIAL/WELD FAILURE,0,0,$36125,1,1
01/16/08,HL,BERWICK,LA,ST. MARY,MATERIAL/WELD/EQUIP FAILURE,JOINT/FITTING/COMPONENT,0,0,$756300,265,70
01/12/08,HL,,LA,ST. JAMES,MATERIAL/WELD/EQUIP FAILURE,THREADS STRIPPED BROKEN PIPE COUPLING,0,0,$1500,5,1
10/18/07,HL,PORT ARTHUR,TX,JEFFERSON,INCORRECT OPERATION,UNSPECIFIED INCORRECT OPERATION,0,0,$0,4,0
04/24/07,HL,,CA,FRESNO,MATERIAL/WELD/EQUIP FAILURE,RUPTURED OR LEAKING SEAL/PUMP PACKING,0,0,$12384,6,6
04/17/07,HL,TRACY,CA,SAN JOAQUIN,CORROSION,EXTERNAL,0,0,$1500400,428,100
03/27/07,HL,LOST HILLS,CA,KERN,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$4150,2,2
01/31/07,HL,BATON ROUGE,LA,EAST BATON ROUGE,CORROSION,EXTERNAL,0,0,$700420,20,20
11/27/06,HL,OFFSHORE,N/A,,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,0,0,$9500060,1,1
11/02/06,HL,PORT ARTHUR,TX,JEFFERSON,MATERIAL/WELD/EQUIP FAILURE,THREADS STRIPPED BROKEN PIPE COUPLING,0,0,$9500,40,2
10/16/06,HL,PORT ARTHUR,TX,JEFFERSON,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,0,0,$1031500,15,15
03/30/06,HL,PORT ARTHUR,TX,JEFFERSON,ALL OTHER CAUSES,MISCELLANEOUS,0,0,$165000,11,0
03/29/06,HL,LOST HILLS,CA,KERN,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED MATERIAL/WELD FAILURE,0,0,$20000,4,4
02/15/06,HL,OFFSHORE,LA,,INCORRECT OPERATION,INCORRECT OPERATION,0,0,$0,0,0
01/30/06,HL,TAFT,CA,KERN,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,$125860,1144,644
01/21/06,HL,OFFSHORE,N/A,,NATURAL FORCE DAMAGE,HIGH WINDS,0,0,$8,0,0
01/18/06,HL,OFFSHORE,N/A,,NATURAL FORCE DAMAGE,HIGH WINDS,0,0,$8,0,0
01/07/06,HL,,LA,PLAQUEMINES,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,0,0,$710000,3,3
