date,system,city,state,county,cause,sub_cause,fatalities,injuries,propertydamage_(a),gross_barrels_spilled_(hazliq)_(b),net_barrels_lost_(hazliq)_(b)(c),value_of_product_lost_(d)
08/21/11,HL,HOUSTON,TX,HARRIS,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0,0,$41500,20,0,$1500
08/19/11,HL,DONALDSONVILLE,LA,ASSUMPTION,CORROSION,INTERNAL,0,0,$241617,18,7,$617
08/12/11,HL,VANDERBILT,TX,JACKSON,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$5100,1,1,$100
07/01/11,HL,LAUREL,MT,YELLOWSTONE,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,0,0,$135000000,1509,1509,$150000
04/27/11,HL,,TX,REFUGIO,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$5100,1,1,$100
04/01/11,HL,SINTON,TX,SAN PATRICIO,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$5100,1,1,$100
02/20/11,HL,MONT BELVIEU,TX,CHAMBERS,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$1050,0,0,$50
02/02/11,HL,HOUSTON,TX,HARRIS,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$45600,5,0,$600
01/06/11,HL,,TX,KLEBURG,CORROSION,EXTERNAL,0,0,$45150,1,1,$150
12/17/10,HL,TEXAS CITY,TX,GALVESTON COUNTY,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$4055,0,0,$55
09/05/10,HL,OFFSHORE,OCS,,INCORRECT OPERATION,INCORRECT VALVE POSITION,0,0,$0,0,0,$0
08/31/10,HL,BAYTOWN,TX,HARRIS,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$49050,0,0,$50
07/12/10,HL,LONGVIEW,TX,GREGG,CORROSION,INTERNAL,0,0,$10035,0,0,$35
07/07/10,HL,PASADENA,TX,HARRIS,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$6250,1,1,$250
04/14/10,HL,LONGVIEW,TX,GREGG  COUNTY TEXAS,CORROSION,INTERNAL,0,0,$5086,0,0,$86
03/04/10,HL,SORRENTO,LA,ASCENSION,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$13594,0,0,$94
12/31/09,HL,PORT ALLEN,LA,WEST BATON ROUGE,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$822,4,4,$422
08/16/09,HL,GRAND ISLE,LA,JEFFERSON,CORROSION,INTERNAL,0,0,$15350,5,0,$350
07/15/09,HL,HOUSTON,TX,HARRIS,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,$500600,7,1,$600
07/07/09,HL,PASADENA,TX,HARRIS,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$5800,0,0,$300
06/24/09,HL,,LA,SAINT JAMES,CORROSION,UNSPECIFIED CORROSION,0,0,$10897,0,0,$45
06/24/09,HL,CENTERVILLE,LA,SAINT MARY,CORROSION,INTERNAL,0,0,$23015,5,0,$293
02/19/09,HL,LONGVIEW,TX,GREGG,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$1020,0,0,$20
12/16/08,HL,BATON ROUGE,LA,EAST BATON ROUGE,INCORRECT OPERATION,UNSPECIFIED INCORRECT OPERATION,0,0,$5050,0,0,$50
11/20/08,HL,BELFRY,MT,CARBON,CORROSION,UNSPECIFIED CORROSION,0,0,$45000,0,0,$28
11/03/08,HL,SPOKANE,WA,SPOKANE,INCORRECT OPERATION,INCORRECT OPERATION,0,0,$580170,85,71,$12500
07/19/08,HL,,TX,REFUGIO,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$435,3,3,$335
06/13/08,HL,RACELAND,LA,LAFOURCHE,INCORRECT OPERATION,INCORRECT OPERATION,0,0,$22510,65,0,$0
06/08/08,HL,PORT ALLEN,LA,WEST BATON ROUGE,CORROSION,INTERNAL,0,0,$110135,50,1,$135
04/21/08,HL,MONT BELVIEU,TX,CHAMBERS,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$2000,13,13,$1000
01/24/08,HL,NAVASOTA,TX,GRIMES,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$7600,0,0,$100
12/30/07,HL,BRIDGE CITY,TX,ORANGE,MATERIAL/WELD/EQUIP FAILURE,BODY OF PIPE,0,0,$730000,0,0,$0
09/21/07,HL,TEXAS CITY,TX,GALVESTON,INCORRECT OPERATION,UNSPECIFIED INCORRECT OPERATION,0,0,$13133,3,2,$162
09/07/07,HL,,TX,BRAZOS,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,$2630594,1477,1177,$150000
08/26/07,HL,PASADENA,TX,HARRIS,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$710,3,3,$210
07/25/07,HL,RAVENSWOOD,LA,POINTE COUPEE,MATERIAL/WELD/EQUIP FAILURE,JOINT/FITTING/COMPONENT,0,0,$665730,403,10,$730
06/18/07,HL,WHITE CASTLE,LA,IBERVILLE,CORROSION,INTERNAL,0,0,$150063,8,1,$63
06/14/07,HL,,LA,SAINT MARY,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,0,0,$69011,97,97,$9011
05/07/07,HL,HOUSTON,TX,HARRIS,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,0,0,$854800,844,224,$28200
04/06/07,HL,OFFSHORE,N/A,,CORROSION,EXTERNAL,0,0,$117003,0,0,$3
04/05/07,HL,SINTON,TX,SAN PATRICIO,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$1550,0,0,$50
02/06/07,HL,PASADENA,TX,HARRIS,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED MATERIAL/WELD FAILURE,0,0,$21752,3,0,$252
12/01/06,HL,KROTZ SPRINGS,LA,ST. LANDRY,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$37950,0,0,$55
08/27/06,HL,HOUSTON,TX,HARRIS,INCORRECT OPERATION,UNSPECIFIED INCORRECT OPERATION,0,0,$3090,0,0,$90
07/07/06,HL,BILLINGS,MT,YELLOWSTONE,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$105,2,0,$105
05/24/06,HL,COVE,TX,CHAMBERS,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED MATERIAL/WELD FAILURE,0,0,$550,1,1,$50
04/24/06,HL,,LA,JEFFERSON,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,$330000,0,0,$0
04/13/06,HL,BAYTOWN,TX,HARRIS,INCORRECT OPERATION,UNSPECIFIED INCORRECT OPERATION,0,0,$2000,0,0,$0
01/06/06,HL,LONGVIEW,TX,GREGG,CORROSION,UNSPECIFIED CORROSION,0,0,$4560,0,0,$60
