date,system,city,state,county,cause,sub_cause,fatalities,injuries,propertydamage_(a),gross_barrels_spilled_(hazliq)_(b),net_barrels_lost_(hazliq)_(b)(c),value_of_product_lost_(d)
03/09/12,HL,,NE,,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$450,1,0,$0
02/19/12,HL,NEWPORT,MN,WASHINGTON,NATURAL FORCE DAMAGE,TEMPERATURE,0,0,$11310,0,0,$10
02/14/12,HL,APPLE VALLEY,MN,DAKOTA,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$2037625,1477,369,$165425
01/28/12,HL,KANSAS CITY,KS,WYANDOTTE,NATURAL FORCE DAMAGE,TEMPERATURE,0,0,$178748,262,20,$36000
01/18/12,HL,KANSAS CITY,KS,WYANDOTTE,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$2030,0,0,$30
12/14/11,HL,PONCA CITY,OK,KAY,MATERIAL/WELD/EQUIP FAILURE,CONSTRUCTION INSTALLATION OR FABRICATION-RELATED,0,0,$287500,250,100,$31500
12/10/11,HL,NEMAHA CITY,NE,NEMAHA,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,$2246845,650,592,$62384
12/10/11,HL,NEMAHA CITY,NE,NEMAH,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,$2280608,2184,1990,$95147
11/30/11,HL,HOUSTON,TX,HARRIS,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,$125000,1855,0,$0
10/17/11,HL,WYNNEWOOD,OK,GARVIN,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,0,0,$5500,5,0,$235
10/17/11,HL,FRANKLIN PARK,IL,COOK,INCORRECT OPERATION,INCORRECT INSTALLATION,0,0,$560,0,0,$60
10/14/11,HL,TULSA,OK,TULSA,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,$500,0,0,$0
10/11/11,HL,FRANKLIN PARK,IL,COOK,INCORRECT OPERATION,INCORRECT INSTALLATION,0,0,$13750,5,0,$750
10/06/11,HL,LAWRENCE,KS,DOUGLAS,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,$667841,590,290,$62300
08/31/11,HL,SIOUX FALLS,SD,MINNEHAHA,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,0,0,$225,0,0,$0
08/23/11,HL,DES MOINES,IA,POLK,INCORRECT OPERATION,INCORRECT INSTALLATION,0,0,$1370,0,0,$20
08/12/11,HL,HENRIETTA,TX,CLAY,CORROSION,EXTERNAL,0,0,$931750,928,0,$12350
08/07/11,HL,HENRIETTA,TX,CLAY,CORROSION,EXTERNAL,0,0,$476550,131,0,$16150
07/23/11,HL,EL DORADO,KS,BUTLER,CORROSION,EXTERNAL,0,0,$142175,35,0,$2175
07/06/11,HL,PARKER,KS,LINN,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,0,0,$329750,10,10,$750
06/29/11,HL,NEBRASKA CITY,NE,OTOE,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,0,0,$152005,3,0,$325
06/23/11,HL,WARDA,TX,FAYETTE,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$158100,2,1,$350
05/31/11,HL,,TX,NAVARRO,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,$2065,0,0,$65
05/31/11,HL,LONG GROVE,IA,,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,$17050,0,0,$50
05/10/11,HL,IOWA CITY,IA,JOHNSON,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,0,0,$5225,0,0,$25
02/28/11,HL,EMPORIA,KS,LYON,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$42465,20,0,$0
02/27/11,HL,CUSHING,OK,LINCOLN,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$7250,0,0,$0
02/24/11,HL,TEXAS CITY,TX,GALVESTON,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,0,0,$2390017,482,432,$60817
02/21/11,HL,,CO,,INCORRECT OPERATION,INCORRECT VALVE POSITION,0,0,$3025,0,0,$25
02/18/11,HL,MILFORD,IA,DICKINSON,NATURAL FORCE DAMAGE,TEMPERATURE,0,0,$28025,0,0,$25
02/04/11,HL,FARIBAULT,MN,RICE,CORROSION,INTERNAL,0,0,$5025,0,0,$15
12/07/10,HL,FARGO,ND,CASS,NATURAL FORCE DAMAGE,TEMPERATURE,0,0,$5700,1,0,$200
12/06/10,HL,TULSA,OK,TULSA,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$530,0,0,$30
12/05/10,HL,KANSAS CITY,KS,WYANDOTTE,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,$375,0,0,$75
11/29/10,HL,CRANE,TX,CRANE,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,$2110,0,0,$30
11/12/10,HL,SAVAGE,MN,SCOTT,MATERIAL/WELD/EQUIP FAILURE,CONSTRUCTION INSTALLATION OR FABRICATION-RELATED,0,0,$393500,48,0,$500
11/02/10,HL,HOUSTON,TX,HARRIS,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$4000,0,0,$0
09/16/10,HL,WILLIS,TX,MONTGOMERY,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$40100,0,0,$0
08/05/10,HL,PAOLI,OK,GARVIN,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,$240300,320,0,$30300
06/30/10,HL,OMAHA,NE,DOUGLAS,CORROSION,EXTERNAL,0,0,$807094,184,36,$3100
04/26/10,HL,OLATHE,KS,JOHNSON,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,$13110,1,0,$100
04/20/10,HL,PEMBERTON,MN,BLUE EARTH,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,$142675,25,0,$675
04/07/10,HL,WALNUT SPRINGS,TX,BOSQUE,MATERIAL/WELD/EQUIP FAILURE,CONSTRUCTION INSTALLATION OR FABRICATION-RELATED,0,0,$36590,0,0,$90
04/05/10,HL,TULSA,OK,TULSA,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,$8012,0,0,$12
03/14/10,HL,MILFORD,IA,DICKINSON,NATURAL FORCE DAMAGE,OTHER NATURAL FORCE DAMAGE,0,0,$511550,115,70,$9000
03/08/10,HL,KANSAS CITY,KS,WYANDOTTE,NATURAL FORCE DAMAGE,TEMPERATURE,0,0,$85620,168,93,$11625
02/17/10,HL,KANSAS CITY,KS,WYANDOTTE,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$1514,0,0,$14
02/16/10,HL,WAYNE,IL,DUPAGE,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$30515,0,0,$15
02/06/10,HL,EL DORADO,KS,BUTLER,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,$4800,3,1,$200
01/19/10,HL,AURORA,CO,ADAMS COUNTY,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$26000,1,0,$500
11/30/09,HL,AURORA,CO,ADAMS,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$85,0,0,$85
09/16/09,HL,CORALVILLE,IA,JOHNSON,INCORRECT OPERATION,UNSPECIFIED INCORRECT OPERATION,0,0,$3135,0,0,$25
09/10/09,HL,EMPORIA,KS,LYON,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$26200,4,0,$0
09/02/09,HL,MCCOOL JUNCTION,NE,YORK,MATERIAL/WELD/EQUIP FAILURE,BUTT WELD,0,0,$48333,34,18,$2533
08/12/09,HL,TULSA,OK,TULSA,INCORRECT OPERATION,UNSPECIFIED INCORRECT OPERATION,0,0,$8000,3,2,$0
06/26/09,HL,OWATONNA,MN,STEELE,INCORRECT OPERATION,INCORRECT OPERATION,0,0,$25025,12,0,$0
06/11/09,HL,OKLAHOMA CITY,OK,OKLAHOMA,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$5500,4,4,$500
06/01/09,HL,,TX,CULBERSON,MATERIAL/WELD/EQUIP FAILURE,THREADS STRIPPED BROKEN PIPE COUPLING,0,0,$17945,12,12,$945
06/01/09,HL,ROSEMOUNT,MN,DAKOTA,MATERIAL/WELD/EQUIP FAILURE,JOINT/FITTING/COMPONENT,0,0,$495637,2,2,$168
03/26/09,HL,WHITESVILLE,MO,ANDREW,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$30250,0,0,$50
03/19/09,HL,TULSA,OK,TULSA,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$525,0,0,$25
03/17/09,HL,DES MOINES,IA,POLK,INCORRECT OPERATION,UNSPECIFIED INCORRECT OPERATION,0,0,$17584,2,2,$84
03/16/09,HL,FRANKLIN PARK,IL,COOK,CORROSION,UNSPECIFIED CORROSION,0,0,$7175,3,1,$75
03/10/09,HL,CORALVILLE,IA,JOHNSON,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$2635,0,0,$60
03/08/09,HL,KANSAS CITY,KS,WYANDOTTE,CORROSION,INTERNAL,0,0,$35750,9,0,$650
02/06/09,HL,MARSHALL,MN,LYON,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$1520,0,0,$20
02/01/09,HL,MARLIN,TX,FALLS,MATERIAL/WELD/EQUIP FAILURE,RUPTURED OR LEAKING SEAL/PUMP PACKING,0,0,$300500,1,1,$500
02/01/09,HL,ROSEVILLE,MN,RAMSEY,NATURAL FORCE DAMAGE,TEMPERATURE,0,0,$62300,21,0,$300
01/25/09,HL,MAPLE CITY,KS,COWLEY,MATERIAL/WELD/EQUIP FAILURE,BODY OF PIPE,0,0,$1117999,1174,94,$9999
01/14/09,HL,GLENPOOL,OK,TULSA,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$1560,0,0,$60
12/29/08,HL,WYNNEWOOD,OK,GARVIN,MATERIAL/WELD/EQUIP FAILURE,RUPTURED OR LEAKING SEAL/PUMP PACKING,0,0,$6400,25,18,$1400
12/16/08,HL,AURORA,CO,ADAMS,NATURAL FORCE DAMAGE,TEMPERATURE,0,0,$76500,25,0,$1100
10/20/08,HL,CRANE,TX,CRANE,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED MATERIAL/WELD FAILURE,0,0,$7500,0,0,$0
09/18/08,HL,GALENA PARK,TX,HARRIS,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$1500,0,0,$0
09/11/08,HL,TULSA,OK,TULSA,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$1000,3,3,$200
09/10/08,HL,HUMBOLDT,KS,ALLEN,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,0,0,$22075,5,0,$50
09/09/08,HL,OMAHA,NE,DOUGLAS,NATURAL FORCE DAMAGE,UNSPECIFIED NATURAL FORCE DAMAGE,0,0,$8150,1,1,$150
07/25/08,HL,DES MOINES,IA,POLK,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED MATERIAL/WELD FAILURE,0,0,$9675,2,0,$300
06/30/08,HL,ENID,OK,GARFIELD,INCORRECT OPERATION,UNSPECIFIED INCORRECT OPERATION,0,0,$23,0,0,$23
06/22/08,HL,BARTLESVILLE,OK,OSAGE,CORROSION,EXTERNAL,0,0,$1081330,125,115,$20200
06/13/08,HL,AURORA,CO,ADAMS,INCORRECT OPERATION,UNSPECIFIED INCORRECT OPERATION,0,0,$1800,2,0,$300
06/11/08,HL,OMAHA,NE,DOUGLAS,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED MATERIAL/WELD FAILURE,0,0,$550,4,0,$0
06/03/08,HL,KANSAS CITY,KS,WYANDOTTE,NATURAL FORCE DAMAGE,LIGHTNING,0,0,$9766142,9,9,$4501496
05/02/08,HL,SWEETWATER,TX,NOLAN,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$25300,3,2,$300
04/29/08,HL,TULSA,OK,TULSA,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$10350,2,0,$350
04/29/08,HL,CRANE,TX,CRANE,INCORRECT OPERATION,UNSPECIFIED INCORRECT OPERATION,0,0,$25120,0,0,$120
04/08/08,HL,GLENPOOL,OK,TULSA,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$8500,0,0,$0
04/01/08,HL,OOLOGAH,OK,ROGERS,CORROSION,EXTERNAL,0,0,$46000,10,0,$0
03/26/08,HL,AMBOY,IL,LEE,NATURAL FORCE DAMAGE,UNSPECIFIED NATURAL FORCE DAMAGE,0,0,$4700,0,0,$100
03/20/08,HL,MCPHERSON,KS,MCPHERSON,NATURAL FORCE DAMAGE,UNSPECIFIED NATURAL FORCE DAMAGE,0,0,$420,0,0,$20
03/01/08,HL,MONTEZUMA,IA,POWESHIEK,MATERIAL/WELD/EQUIP FAILURE,JOINT/FITTING/COMPONENT,0,0,$2557,12,12,$763
02/17/08,HL,ROSEVILLE,MN,RAMSEY,NATURAL FORCE DAMAGE,TEMPERATURE,0,0,$57675,6,1,$75
02/15/08,HL,JENKS,OK,TULSA,CORROSION,INTERNAL,0,0,$150000,25,0,$0
01/25/08,HL,DES MOINES,IA,POLK,NATURAL FORCE DAMAGE,TEMPERATURE,0,0,$110732,2,1,$32
01/21/08,HL,ALLEN,OK,PONTOTOC,MATERIAL/WELD/EQUIP FAILURE,RUPTURED OR LEAKING SEAL/PUMP PACKING,0,0,$17700,10,0,$0
01/05/08,HL,OOLOGAH,OK,ROGERS,MATERIAL/WELD/EQUIP FAILURE,FILLET WELD,0,0,$669700,1075,690,$70700
12/28/07,HL,AURORA,CO,ADAMS,INCORRECT OPERATION,UNSPECIFIED INCORRECT OPERATION,0,0,$5345,0,0,$0
12/06/07,HL,KANSAS CITY,KS,WYANDOTTE,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$775,0,0,$25
10/31/07,HL,AURORA,CO,ADAMS,MATERIAL/WELD/EQUIP FAILURE,JOINT/FITTING/COMPONENT,0,0,$15000,8,5,$1000
10/19/07,HL,ROLAND,IA,STORY,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED MATERIAL/WELD FAILURE,0,0,$15862,1,0,$112
10/15/07,HL,AURORA,CO,ADAMS,INCORRECT OPERATION,UNSPECIFIED INCORRECT OPERATION,0,0,$2050,0,0,$50
08/28/07,HL,ROCHELLE,IL,OGLE,MATERIAL/WELD/EQUIP FAILURE,BUTT WELD,0,0,$57938,131,131,$248
07/30/07,HL,WAPELLA,IL,DE WITT,MATERIAL/WELD/EQUIP FAILURE,JOINT/FITTING/COMPONENT,0,0,$92075,16,0,$75
06/21/07,HL,EL DORADO,KS,BUTLER,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED MATERIAL/WELD FAILURE,0,0,$5040,0,0,$40
05/28/07,HL,ROCHELLE,IL,LEE,MATERIAL/WELD/EQUIP FAILURE,PIPE SEAM,0,0,$359000,12,0,$0
05/07/07,HL,EL DORADO,KS,BUTLER,MATERIAL/WELD/EQUIP FAILURE,JOINT/FITTING/COMPONENT,0,0,$32525,0,0,$25
04/27/07,HL,BARNSDALL,OK,OSAGE,INCORRECT OPERATION,INCORRECT OPERATION,0,0,$5252,5,0,$252
04/22/07,HL,GALENA PARK,TX,HARRIS,MATERIAL/WELD/EQUIP FAILURE,THREADS STRIPPED BROKEN PIPE COUPLING,0,0,$53760,5,4,$1000
04/09/07,HL,CADOTT,WI,CHIPPEWA,MATERIAL/WELD/EQUIP FAILURE,JOINT/FITTING/COMPONENT,0,0,$76000,30,0,$1000
03/21/07,HL,EL DORADO,KS,BUTLER,INCORRECT OPERATION,UNSPECIFIED INCORRECT OPERATION,0,0,$2800,0,0,$300
03/15/07,HL,WAYNE,IL,KANE,MATERIAL/WELD/EQUIP FAILURE,PIPE SEAM,0,0,$380289,2,0,$189
02/09/07,HL,GLENPOOL,OK,TULSA,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$25000,0,0,$0
02/07/07,HL,KANSAS CITY,KS,WYANDOTTE,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED MATERIAL/WELD FAILURE,0,0,$10105,1,0,$105
01/18/07,HL,EL DORADO,KS,BUTLER,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$1143,0,0,$50
11/27/06,HL,AURORA,CO,ADAMS,OTHER OUTSIDE FORCE DAMAGE,UNSPECIFIED OUTSIDE FORCE DAMAGE,0,0,$625,2,0,$175
