date,system,city,state,county,cause,sub_cause,fatalities,injuries,propertydamage_(a),gross_barrels_spilled_(hazliq)_(b),net_barrels_lost_(hazliq)_(b)(c),value_of_product_lost_(d)
03/04/08,HL,FREEMAN,MO,CASS,CORROSION,UNSPECIFIED CORROSION,0,0,$16000,0,0,$0
02/27/08,HL,STREATOR,IL,LIVINGSTON,EXCAVATION DAMAGE,UNSPECIFIED EXCAVATION DAMAGE,0,0,$10000,2,0,$0
02/22/08,HL,SCHERERVILLE,IN,LAKE,CORROSION,UNSPECIFIED CORROSION,0,0,$35000,0,0,$0
02/17/08,HL,MANHATTAN,IL,WILL,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$10000,2,0,$0
02/06/08,HL,MANHATTAN,IL,WILL,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$30000,0,0,$0
01/18/08,HL,FREEMAN,MO,CASS,CORROSION,UNSPECIFIED CORROSION,0,0,$15000,1,0,$0
11/04/07,HL,CUSHING,OK,PAYNE,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$8000,1,0,$0
09/10/07,HL,FREEMAN,MO,CASS,CORROSION,UNSPECIFIED CORROSION,0,0,$15000,3,0,$0
08/24/07,HL,CUSHING,OK,PAYNE,CORROSION,UNSPECIFIED CORROSION,0,0,$14000,4,0,$0
08/20/07,HL,MUNSTER,IN,LAKE,CORROSION,EXTERNAL,0,0,$212000,0,0,$0
08/17/07,HL,MOKENA,IL,WILL,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$6500,0,0,$0
08/10/07,HL,TEXAS CITY,TX,GALVESTON,MATERIAL/WELD/EQUIP FAILURE,RUPTURED OR LEAKING SEAL/PUMP PACKING,0,0,$131488,120,20,$15120
06/14/07,HL,ALBERT,OK,CADDO,CORROSION,UNSPECIFIED CORROSION,0,0,$20000,0,0,$0
05/21/07,HL,NIOTA,IL,HANCOCK,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$35000,1,0,$0
05/16/07,HL,MANHATTAN,IL,WILL,CORROSION,UNSPECIFIED CORROSION,0,0,$37745,1,0,$0
05/05/07,HL,DRUMRIGHT,OK,CREEK,INCORRECT OPERATION,INCORRECT OPERATION,0,0,$453000,45,0,$3000
05/01/07,HL,FREEMAN,MO,CASS,CORROSION,INTERNAL,0,0,$35000,15,0,$0
04/16/07,HL,TEXAS CITY,TX,GALVESTON,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,$682571,0,0,$10
03/19/07,HL,FREEMAN,MO,CASS,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED MATERIAL/WELD FAILURE,0,0,$1900,0,0,$0
12/26/06,HL,CUSHING,OK,PAYNE,CORROSION,UNSPECIFIED CORROSION,0,0,$8000,4,0,$0
12/18/06,HL,CAMERON,IL,WARREN,MATERIAL/WELD/EQUIP FAILURE,JOINT/FITTING/COMPONENT,0,0,$320345,3,1,$0
12/13/06,HL,CUSHING,OK,PAYNE,CORROSION,UNSPECIFIED CORROSION,0,0,$10000,0,0,$0
11/06/06,HL,CUSHING,OK,PAYNE,MATERIAL/WELD/EQUIP FAILURE,RUPTURED OR LEAKING SEAL/PUMP PACKING,0,0,$9000,40,1,$2000
06/20/06,HL,BURAS,LA,PLAQUEMINES,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,0,0,$187050,80,0,$1050
06/07/06,HL,ROTHVILLE,MO,CHARITON,INCORRECT OPERATION,UNSPECIFIED INCORRECT OPERATION,0,0,$20000,4,0,$0
