date,system,city,state,county,cause,sub_cause,fatalities,injuries,propertydamage_(a),gross_barrels_spilled_(hazliq)_(b),net_barrels_lost_(hazliq)_(b)(c)
10/20/11,HL,LITHIA SPRINGS,GA,DOUGLAS,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,$35440,23,0
07/30/11,HL,BATON ROUGE,LA,EAST BATON ROUGE,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,$6140,0,0
06/02/11,HL,LAFAYETTE,GA,WALKER,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$7540,3,0
03/14/11,HL,BATON ROUGE,LA,EAST BATON ROUGE,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$4625,0,0
12/15/10,HL,SPARTANBURG,SC,SPARTANBURG,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,$2840,0,0
07/12/10,HL,BOWLING GREEN,VA,CAROLINE,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$5300,0,0
04/12/10,HL,LOUDON,TN,LOUDON,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$31019,4,0
03/24/10,HL,BATON ROUGE,LA,EAST BATON ROUGE,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$4215,0,0
02/09/10,HL,BATON ROUGE,LA,EAST BATON ROUGE,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$950,0,0
01/21/10,HL,GREENSBURG,LA,ST. HELENA,NATURAL FORCE DAMAGE,TEMPERATURE,0,0,$200570,6,0
01/21/10,HL,COLLINS,MS,COVINGTON,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$2800,0,0
05/07/09,HL,BATON ROUGE,LA,EAST BATON ROUGE,INCORRECT OPERATION,INCORRECT OPERATION,0,0,$20170,40,0
03/04/09,HL,NEWINGTON,VA,FAIRFAX,CORROSION,UNSPECIFIED CORROSION,0,0,$20025,0,0
01/22/09,HL,DUMFRIES,VA,PRINCE WILLIAM,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$45025,0,0
12/24/08,HL,COLLINS,MS,COVINGTON,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$0,0,0
11/06/08,HL,BATON ROUGE,LA,EAST BATON ROUGE,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$300,0,0
09/22/08,HL,BATON ROUGE,LA,EAST BATON ROUGE,ALL OTHER CAUSES,UNKNOWN,0,0,$5150,1,0
08/27/08,HL,SALISBURY,NC,ROWAN,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,0,0,$22100,0,0
07/19/08,HL,BATON ROUGE,LA,EAST BATON ROUGE,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$13090,0,0
03/03/08,HL,CARROLLTON,GA,CARROLL,MATERIAL/WELD/EQUIP FAILURE,BODY OF PIPE,0,0,$150000,58,0
01/22/08,HL,RICHMOND,VA,CHESTERFIELD,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$9972,0,0
09/04/07,HL,COLLINS,MS,COVINGTON,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$4035,1,0
05/12/07,HL,COLLINS,MS,COVINGTON,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$4030,0,0
03/22/07,HL,COLLINS,MS,COVINGTON,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$30,0,0
02/21/07,HL,HELENA,AL,SHELBY,INCORRECT OPERATION,UNSPECIFIED INCORRECT OPERATION,0,0,$5020,0,0
02/06/07,HL,NEWINGTON,VA,FAIRFAX,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED MATERIAL/WELD FAILURE,0,0,$5040,0,0
12/15/06,HL,BATON ROUGE,LA,EAST BATON ROUGE,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$70,0,0
08/05/06,HL,BATON ROUGE,LA,EAST BATON ROUGE,NATURAL FORCE DAMAGE,LIGHTNING,0,0,$31600,0,0
08/04/06,HL,BREMEN,GA,HARALSON,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$20225,18,0
04/17/06,HL,RICHMOND,VA,HENRICO,MATERIAL/WELD/EQUIP FAILURE,PIPE SEAM,0,0,$12000000,553,3
