date,system,city,state,county,cause,sub_cause,fatalities,injuries,propertydamage_(a),value_of_product_lost_(b)
05/22/13,GT,OFFSHORE,OCS,,CORROSION,INTERNAL,0,0,$290000,$15000
04/25/12,GT,,WI,SHEBOYGAN,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$127000,$124000
03/21/12,GT,OFFSHORE,OCS,,CORROSION,EXTERNAL,0,0,$247000,$40000
02/12/12,GT,LINEVILLE,IA,WAYNE,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0,0,$150000,$120000
02/08/12,GT,OFFSHORE,OCS,,CORROSION,EXTERNAL,0,0,$89000,$4000
02/07/12,GT,LAGRANGE,IN,STEUBEN,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,0,0,$763000,$5000
02/06/12,GT,OFFSHORE,OCS,,CORROSION,INTERNAL,0,0,$170000,$20000
01/30/12,GT,LINEVILLE,IA,WAYNE,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0,0,$115000,$100000
01/11/12,GT,BARODA,MI,BERRIEN,MATERIAL/WELD/EQUIP FAILURE,CONSTRUCTION INSTALLATION OR FABRICATION-RELATED,0,0,$368000,$8000
07/09/11,GT,SANDWICH,IL,KENDALL,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0,0,$52500,$52000
05/11/11,GT,HAMILTON,MI,ALLEGAN,INCORRECT OPERATION,PIPELINE/EQUIPMENT OVERPRESSURED,0,0,$60250,$20250
04/13/11,GT,OFFSHORE,OCS,,CORROSION,INTERNAL,0,0,$465000,$5000
01/30/11,GT,LINEVILLE,IA,WAYNE,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0,0,$210600,$195600
12/03/10,GT,OFFSHORE,OCS,,CORROSION,INTERNAL,0,0,$75000,$5000
11/11/10,GT,GRAND CHENIER,LA,CAMERON,CORROSION,INTERNAL,0,0,$70000,$10000
10/11/10,GT,OFFSHORE,OCS,,CORROSION,EXTERNAL,0,0,$180000,$50000
09/28/10,GT,OFFSHORE,OCS,,CORROSION,INTERNAL,0,0,$214000,$40000
09/02/10,GT,OFFSHORE,OCS,,CORROSION,EXTERNAL,0,0,$155000,$20000
08/27/10,GT,OFFSHORE,OCS,,CORROSION,INTERNAL,0,0,$1050000,$200000
08/25/10,GT,OFFSHORE,OCS,,CORROSION,INTERNAL,0,0,$150000,$55000
06/24/10,GT,CAMERON,LA,CAMERON,CORROSION,INTERNAL,0,0,$51000,$1000
06/06/10,GT,OFFSHORE,OCS,,CORROSION,INTERNAL,0,0,$265000,$40000
05/10/10,GT,OFFSHORE,OCS,,CORROSION,INTERNAL,0,0,$435000,$10000
05/06/10,GT,OFFSHORE,OCS,,CORROSION,INTERNAL,0,0,$410000,$20000
11/18/09,GT,,WI,FOND DU LAC,MATERIAL/WELD/EQUIP FAILURE,BUTT WELD,0,0,$220000,$60000
11/04/09,GT,OFFSHORE,N/A,,CORROSION,INTERNAL,0,0,$210000,$60000
10/28/09,GT,GOODMAN,WI,MARINETTE,NATURAL FORCE DAMAGE,LIGHTNING,0,0,$245300,$70000
09/21/09,GT,OFFSHORE,N/A,,CORROSION,INTERNAL,0,0,$250000,$25000
08/19/09,GT,OFFSHORE,N/A,,CORROSION,INTERNAL,0,0,$400000,$50000
08/09/09,GT,OFFSHORE,N/A,,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,0,0,$1858000,$50000
08/09/09,GT,OFFSHORE,N/A,,CORROSION,INTERNAL,0,0,$170000,$50000
05/28/09,GT,JENA,LA,LA SALLE,ALL OTHER CAUSES,MISCELLANEOUS,0,0,$0,$0
05/07/09,GT,CELESTINE,IN,DUBOIS,MATERIAL/WELD/EQUIP FAILURE,BUTT WELD,0,0,$461854,$45854
02/17/09,GT,OFFSHORE,N/A,,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,0,0,$659000,$100000
01/07/09,GT,OFFSHORE,N/A,,CORROSION,EXTERNAL,0,0,$125000,$50000
10/03/08,GT,OFFSHORE,N/A,,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,0,0,$470000,$20000
10/01/08,GT,OFFSHORE,N/A,,ALL OTHER CAUSES,MISCELLANEOUS,0,0,$350000,$100000
09/16/08,GT,OFFSHORE,N/A,,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,0,0,$7889000,$100000
09/16/08,GT,OFFSHORE,N/A,,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,0,0,$5000000,$100000
09/15/08,GT,OFFSHORE,N/A,,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,0,0,$5276000,$50000
09/14/08,GT,OFFSHORE,N/A,,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,0,0,$248171,$148171
07/14/08,GT,OFFSHORE,N/A,,MATERIAL/WELD/EQUIP FAILURE,BUTT WELD,0,0,$232500,$20000
02/21/08,GT,REED CITY,MI,OSCEOLA,CORROSION,INTERNAL,0,0,$539300,$25000
11/26/07,GT,OFFSHORE,N/A,,CORROSION,INTERNAL,0,0,$821000,$20000
07/09/07,GT,OFFSHORE,N/A,,CORROSION,INTERNAL,0,0,$966000,$20000
05/25/07,GT,,WI,FOND DU LAC,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,$93000,$52000
12/19/06,GT,MASON,MI,CASS,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,1,0,$1730000,$1050000
04/18/06,GT,OFFSHORE,N/A,,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,0,0,$60000,$10000
02/16/06,GT,,MS,WASHINGTON,MATERIAL/WELD/EQUIP FAILURE,BUTT WELD,0,0,$362322,$227382
