date,system,city,state,county,cause,sub_cause,fatalities,injuries,propertydamage_(a),gross_barrels_spilled_(hazliq)_(b),net_barrels_lost_(hazliq)_(b)(c),value_of_product_lost_(d)
01/26/15,HL,LYBROOK,NM,RIO ARRIBA COUNTY,MATERIAL/WELD/EQUIP FAILURE,CONSTRUCTION INSTALLATION OR FABRICATION-RELATED,0,0,$250500,24,24,$500
01/26/15,HL,COLLIERS,WV,BROOKE,MATERIAL/WELD/EQUIP FAILURE,CONSTRUCTION INSTALLATION OR FABRICATION-RELATED,0,0,$959000,30565,30565,$194000
01/24/15,HL,ROUND ROCK,TX,WILLIAMSON COUNTY,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$264500,0,0,$500
01/10/15,HL,Not Within a Municipality,TX,JACKSON,MATERIAL/WELD/EQUIP FAILURE,CONSTRUCTION INSTALLATION OR FABRICATION-RELATED,0,0,$688800,27123,27123,$215800
12/30/14,HL,CORPUS CHRISTI,TX,NUECES,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$11400,181,181,$7600
12/07/14,HL,BAYTOWN,TX,HARRIS,INCORRECT OPERATION,PIPELINE/EQUIPMENT OVERPRESSURED,0,0,$2040,0,0,$40
11/10/14,HL,WEST BRANCH,IA,CEDAR COUNTY,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,$229542,3216,3216,$131865
10/29/14,GT,BOLING,TX,WHARTON,MATERIAL/WELD/EQUIP FAILURE,COMPRESSOR OR COMPRESSOR-RELATED EQUIPMENT,0,0,$19300,N/A,N/A,$19300
10/24/14,HL,DURANGO,CO,LA PLATA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$250,0,0,$50
10/06/14,HL,THE WOODLANDS,TX,MONTGOMERY,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$165050,0,0,$50
09/25/14,HL,WIVILLE,AR,WOODRUFF,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0,0,$141440,0,0,$25
09/20/14,HL,SEMINOLE,TX,GAINES,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$100050,1,1,$50
09/18/14,HL,GRIFFITHVILLE,AR,WHITE,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,$931500,250,0,$31500
09/01/14,GT,WEBSTER,TX,HARRIS,INCORRECT OPERATION,INCORRECT VALVE POSITION,0,0,$73436,N/A,N/A,$73436
08/26/14,HL,POINT COMFORT,TX,CALHOUN,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$49750,0,0,$7750
08/07/14,GT,ROYALTY,TX,WARD,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,$412395,N/A,N/A,$143239
07/31/14,HL,BAYTOWN,TX,HARRIS,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,$285525,0,0,$25
07/08/14,HL,MORRIS,IL,GRUNDY,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0,0,$225,0,0,$0
05/21/14,HL,BAYTOWN,TX,HARRIS COUNTY,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$17300,1,0,$300
04/17/14,HL,BEAUMONT,TX,JEFFERSON,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$0,0,0,$0
03/31/14,HL,PORT ARTHUR,TX,JEFFERSON,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$25045,0,0,$45
03/31/14,HL,FANNETT,TX,JEFFERSON,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$395330,0,0,$100
03/26/14,HL,LA JUNTA,CO,OTERO,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,$52503,0,0,$3
03/02/14,HL,MONTGOMERY,TX,MONTGOMERY,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$1550,0,0,$50
02/17/14,HL,IOWA CITY,IA,JOHNSON,NATURAL FORCE DAMAGE,TEMPERATURE,0,0,$10150,2,2,$150
02/14/14,HL,CREAL SPRINGS,IL,WILLIAMSON,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$6336,0,0,$36
02/07/14,HL,NEWTON,TX,NEWTON,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,0,0,$205386,0,0,$1
01/13/14,GT,FLORESVILLE,TX,WILSON,ALL OTHER CAUSES,MISCELLANEOUS,0,0,$17350,N/A,N/A,$17350
12/31/13,HL,LAPORTE,TX,HARRIS,ALL OTHER CAUSES,MISCELLANEOUS,0,0,$1750000,716,716,$30000
11/15/13,HL,EL DORADO,AR,UNION,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,0,0,$1535,0,0,$35
09/23/13,HL,SOLOMAN,KS,OTTAWA,INCORRECT OPERATION,INCORRECT INSTALLATION,0,0,$151510,0,0,$10
09/19/13,HL,BLAIN,PA,PERRY,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,$57200,0,0,$200
09/17/13,HL,WAKA,TX,OCHILTREE,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0,0,$216040,4,4,$40
08/22/13,HL,COFFEYVILLE,KS,MONTGOMERY,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0,0,$40000,0,0,$0
08/12/13,HL,ERIE,IL,WHITESIDE,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,0,0,$515000,18400,18400,$160000
08/04/13,HL,SEYMOUR,IN,JACKSON,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$9150,0,0,$150
08/01/13,HL,TRIMONT,MN,MARTIN,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,$46300,0,0,$0
07/27/13,HL,VAUGHN,NM,GUADALUPE,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$16200,1,0,$200
07/15/13,HL,SCOTT CITY,MO,SCOTT COUNTY,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,0,0,$32077,1,0,$350
07/01/13,GT,OZONA,TX,CROCKETT,MATERIAL/WELD/EQUIP FAILURE,COMPRESSOR OR COMPRESSOR-RELATED EQUIPMENT,0,0,$30729,N/A,N/A,$21868
05/31/13,HL,FORGAN,OK,BEAVER,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0,0,$325000,200,200,$7000
05/15/13,HL,LEVELLAND,TX,HOCKLEY,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$66000,1,1,$0
05/08/13,HL,LABADIEVILLE,LA,ASUMPTION,MATERIAL/WELD/EQUIP FAILURE,CONSTRUCTION INSTALLATION OR FABRICATION-RELATED,0,0,$286000,1,1,$100
04/02/13,HL,COFFEYVILLE,KS,MONTGOMERY,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0,0,$283000,100,65,$12000
03/08/13,HL,WEBSTER,TX,HARRIS,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$222000,0,0,$0
02/21/13,HL,ALVIN,TX,BRAZORIA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$870020,0,0,$20
02/19/13,HL,PORT ARTHUR,TX,JEFFERSON,ALL OTHER CAUSES,MISCELLANEOUS,0,0,$49552,3,0,$2
02/14/13,HL,BENTON,KS,BUTLER,CORROSION,INTERNAL,0,0,$125700,20,20,$700
01/04/13,GT,BOLING,TX,WHARTON,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$70200,N/A,N/A,$200
12/23/12,GT,COYANOSA,TX,PECOS,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$18536,N/A,N/A,$13536
12/21/12,HL,LAPORTE,TX,HARRIS,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,$9530,0,0,$30
12/01/12,HL,FORSAN,TX,HOWARD,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$7000,0,0,$0
11/15/12,HL,PORT ARTHUR,TX,JEFFERSON,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,$175000,1,1,$0
11/05/12,HL,DICKSON,IA,SCOTT,INCORRECT OPERATION,DAMAGE BY OPERATOR OR OPERATOR'S CONTRACTOR,0,0,$68000,0,0,$18000
09/13/12,HL,FORSAN,TX,HOWARD,MATERIAL/WELD/EQUIP FAILURE,ENVIRONMENTAL CRACKING-RELATED,0,0,$264000,6700,6700,$94000
08/31/12,HL,CHEEK,TX,JEFFERSON,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$52668,2,2,$168
08/29/12,HL,ATLANTA,KS,COWLEY,MATERIAL/WELD/EQUIP FAILURE,CONSTRUCTION INSTALLATION OR FABRICATION-RELATED,0,0,$79000,0,0,$0
08/23/12,HL,PORT ARTHUR,TX,JEFFERSON,CORROSION,EXTERNAL,0,0,$501500,5,3,$1500
08/02/12,HL,ORAN,MO,SCOTT,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$15460,1,1,$53
07/20/12,HL,SEMINOLE,TX,GAINES,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$3245,6,6,$245
07/13/12,GG,OFFSHORE,TX,Calhoun,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$500,N/A,N/A,$0
07/09/12,GG,OFFSHORE,TX,Calhoun,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,$3000,N/A,N/A,$0
06/28/12,GT,BOLING,TX,WHARTON,MATERIAL/WELD/EQUIP FAILURE,CONSTRUCTION INSTALLATION OR FABRICATION-RELATED,0,0,$209775,N/A,N/A,$59775
06/13/12,GG,OFFSHORE,TX,Calhoun,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$2000,N/A,N/A,$0
05/18/12,GT,COYANOSA,TX,PECOS,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$24547,N/A,N/A,$22547
04/30/12,HL,ALVIN,TX,BRAZORIA,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$32595,3,3,$75
04/16/12,HL,CLUTE TX,TX,BRAZORIA,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,$39070,3,3,$70
04/05/12,GT,PEARSALL,TX,FRIO,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,$57790,N/A,N/A,$15000
03/27/12,HL,GARRISON,TX,NACOGDOCHES,MATERIAL/WELD/EQUIP FAILURE,CONSTRUCTION INSTALLATION OR FABRICATION-RELATED,0,0,$178282,100,100,$1764
03/22/12,HL,EL DORADO,KS,BUTLER,CORROSION,EXTERNAL,0,0,$637800,10,0,$500
03/20/12,HL,PORT ARTHUR,TX,JEFFERSON,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$36062,3,2,$300
12/29/11,HL,,TX,,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0,0,$1630,0,0,$30
12/28/11,HL,KERMIT,TX,LOVING,ALL OTHER CAUSES,MISCELLANEOUS,0,1,$10500,0,0,$0
12/27/11,HL,KERMIT,TX,LOVING,MATERIAL/WELD/EQUIP FAILURE,CONSTRUCTION INSTALLATION OR FABRICATION-RELATED,0,0,$217000,3283,3283,$100000
12/11/11,GT,FALLS CITY,TX,KARNES,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$221264,N/A,N/A,$86264
11/22/11,HL,SULPHUR,LA,CALCASIEU,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,$2785,85,85,$2785
10/19/11,HL,CLAUDE,TX,ARMSTRONG,MATERIAL/WELD/EQUIP FAILURE,CONSTRUCTION INSTALLATION OR FABRICATION-RELATED,0,0,$25070,0,0,$20
09/21/11,HL,PASADENA,TX,HARRIS,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,$12590,80,80,$2640
09/15/11,HL,BLEIBLERVILLE,TX,AUSTIN,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$162264,0,0,$4950
09/12/11,HL,PORT AUTHUR,TX,JEFFERSON,CORROSION,EXTERNAL,0,0,$2582100,500,500,$0
09/11/11,HL,MCPHERSON,KS,MCPHERSON,INCORRECT OPERATION,PIPELINE/EQUIPMENT OVERPRESSURED,0,0,$10,0,0,$10
08/31/11,HL,COFFEYVILLE,KS,MONTGOMERY,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,0,0,$227,1,1,$127
08/23/11,HL,FORGAN,OK,BEAVER,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,$1742,19,19,$1714
08/13/11,HL,ONAWA,IA,MONONA,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,0,0,$7669065,675,675,$80595
07/30/11,HL,COFFEYVILLE,KS,MONTGOMERY,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$773159,27,0,$4240
06/16/11,HL,TAFT,TX,SAN PATRICIO,CORROSION,EXTERNAL,0,0,$645000,50,50,$47250
06/16/11,HL,NEWTON,TX,NEWTON,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$13100,12,2,$1500
06/13/11,HL,SEMINOLE,TX,GAINES,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$1770,20,20,$1670
06/11/11,HL,SEMINOLE,TX,GAINES,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$43,1,1,$42
05/26/11,GT,FLORESVILLE,TX,WILSON,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,0,0,$115580,N/A,N/A,$57580
05/09/11,HL,LEBANON,OH,WARREN,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,0,0,$257035,60,10,$7500
05/04/11,HL,NEWTON,KS,HARVEY,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$2314,12,12,$1023
03/20/11,HL,BAYTOWN,TX,HARRIS,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,0,0,$2100,4,1,$100
03/16/11,HL,PORT ARTHUR,TX,JEFFERSON,INCORRECT OPERATION,INCORRECT VALVE POSITION,0,0,$1200,2,0,$200
03/02/11,GT,KENNEDY,TX,KARNES,ALL OTHER CAUSES,MISCELLANEOUS,0,0,$2572471,N/A,N/A,$16000
03/01/11,HL,MONT BELVIEU,TX,CHAMBERS COUNTY,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,$13505,0,0,$5
02/24/11,GG,OFFSHORE,TX,Matagorda,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,0,0,$2080,N/A,N/A,$80
02/24/11,GT,OZONA,TX,CROCKETT,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,$22100,N/A,N/A,$12100
02/08/11,HL,MONT BELVIEU,TX,CHAMBERS,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,1,1,$0,0,0,$0
02/05/11,HL,CREAL SPRINGS,IL,WILLIAMSON,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0,0,$594200,88,2,$300
02/02/11,HL,SEDGWICK,AR,LAWRENCE,ALL OTHER CAUSES,MISCELLANEOUS,0,0,$36700,4,0,$200
01/20/11,HL,SONORA,TX,SUTTON,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,$1612,20,20,$948
01/14/11,HL,BEAUMONT,TX,JEFFERSON,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$511,0,0,$11
12/22/10,GT,CORPUS CHRISTI,TX,NUECES,OTHER OUTSIDE FORCE DAMAGE,OTHER OUTSIDE FORCE DAMAGE,0,0,$33509,N/A,N/A,$1332
12/10/10,HL,TRIMONT,MN,MARTIN,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,$362129,4544,4544,$237477
12/06/10,HL,SEMINOLE,TX,GAINES,MATERIAL/WELD/EQUIP FAILURE,ENVIRONMENTAL CRACKING-RELATED,0,0,$1050,1,1,$50
11/30/10,HL,EL DORADO,AR,UNION,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$10500,10,0,$0
11/16/10,HL,SEMINOLE,TX,GAINES,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,$45000,25,25,$20000
10/29/10,GT,KARNES CITY,TX,KARNES,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,$144352,N/A,N/A,$43812
10/08/10,HL,BEAUMONT,TX,JEFFERSON,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,0,0,$262519,100,20,$2000
10/05/10,HL,INDIAN BAYOU,LA,VERMILION,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,$35150,1,1,$150
09/19/10,HL,SEMINOLE,TX,GAINES,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$27400,200,200,$10000
09/16/10,HL,WYOMING,IA,JONES,ALL OTHER CAUSES,MISCELLANEOUS,0,0,$116356,1,1,$46036
07/08/10,HL,PASADENA,TX,HARRIS,ALL OTHER CAUSES,MISCELLANEOUS,0,0,$261317,7,7,$75917
06/07/10,GT,CLEBURNE,TX,JOHNSON,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,1,7,$1029000,N/A,N/A,$741422
06/01/10,HL,DAYTON,TX,LIBERTY,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,$150,1,1,$0
05/04/10,GG,OFFSHORE,TX,Matagorda,CORROSION,INTERNAL,0,0,$250000,N/A,N/A,$0
04/23/10,HL,SOLOMON,KS,OTTAWA,EXCAVATION DAMAGE,PREVIOUS DAMAGE DUE TO EXCAVATION,0,0,$575409,1669,1659,$129618
03/30/10,HL,SALISBURY,MO,CHARITON,NATURAL FORCE DAMAGE,EARTH MOVEMENT,0,0,$110600,656,656,$29000
03/03/10,HL,OFFSHORE,OCS,,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,$773,0,0,$75
02/17/10,GT,RHOME,TX,WISE,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$189000,N/A,N/A,$189000
12/23/09,HL,PORT BOLIVAR,TX,GALVESTON,MATERIAL/WELD/EQUIP FAILURE,JOINT/FITTING/COMPONENT,0,0,$182694,120,10,$780
12/19/09,HL,HOUSTON,TX,HARRIS,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,$205099,1,1,$45754
11/30/09,HL,MCPHERSON,KS,MCPHERSON,MATERIAL/WELD/EQUIP FAILURE,PIPE SEAM,0,0,$124300,10,10,$300
11/22/09,HL,MCPHERSON,KS,MCPHERSON,CORROSION,EXTERNAL,0,0,$103660,10,10,$660
11/09/09,HL,TULIA,TX,SWISHER,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED MATERIAL/WELD FAILURE,0,0,$2600,4,4,$100
10/10/09,HL,LEVELLAND,TX,HOCKLEY,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED MATERIAL/WELD FAILURE,0,0,$2540,1,1,$40
09/04/09,GT,SHERMAN,TX,GRAYSON,MATERIAL/WELD/EQUIP FAILURE,THREADS STRIPPED BROKEN PIPE COUPLING,0,0,$200000,N/A,N/A,$200000
09/04/09,GG,OFFSHORE,TX,MATAGORDA,CORROSION,INTERNAL,0,0,$155000,N/A,N/A,$5000
08/05/09,GG,OFFSHORE,OCS,,CORROSION,INTERNAL,0,0,$364565,N/A,N/A,$1565
08/04/09,GG,OFFSHORE,OCS,,INCORRECT OPERATION,INCORRECT OPERATION,0,0,$7061,N/A,N/A,$7061
07/29/09,HL,LINDSBORG,KS,MCPHERSON,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED MATERIAL/WELD FAILURE,0,0,$4700,0,0,$10
07/08/09,HL,FORT MADISON,IA,LEE,MATERIAL/WELD/EQUIP FAILURE,FILLET WELD,0,0,$130020,0,0,$48640
05/13/09,HL,BARING,MO,KNOX,NATURAL FORCE DAMAGE,HIGH WINDS,0,0,$6330,33,33,$930
03/18/09,HL,MACK,CO,GARFIELD,MATERIAL/WELD/EQUIP FAILURE,THREADS STRIPPED BROKEN PIPE COUPLING,0,0,$222600,13,13,$430
02/11/09,GT,CARTHAGE,TX,PANOLA,OTHER OUTSIDE FORCE DAMAGE,FIRE/EXPLOSION AS PRIMARY CAUSE,0,0,$201000,N/A,N/A,$16000
01/17/09,HL,LA PORTE,TX,HARRIS,ALL OTHER CAUSES,MISCELLANEOUS,0,0,$175000,0,0,$0
01/05/09,GG,OFFSHORE,OCS,,CORROSION,INTERNAL,0,0,$370000,N/A,N/A,$20000
12/11/08,HL,MEEKER,CO,RIO BLANCO,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,$153170,220,60,$2000
12/05/08,HL,LOVINGTON,NM,LEA,ALL OTHER CAUSES,UNKNOWN,0,0,$8200,2,2,$200
11/17/08,GG,OFFSHORE,OCS,,ALL OTHER CAUSES,MISCELLANEOUS,0,0,$6049025,N/A,N/A,$14900
10/03/08,HL,EL DORADO,KS,BUTLER,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,$705090,531,210,$15700
09/19/08,HL,PORT BOLIVAR,TX,GALVESTON,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,0,0,$20437,2,2,$200
09/16/08,GG,OFFSHORE,OCS,,MATERIAL/WELD/EQUIP FAILURE,JOINT/FITTING/COMPONENT,0,0,$278459,N/A,N/A,$228459
09/16/08,GG,OFFSHORE,OCS,,ALL OTHER CAUSES,MISCELLANEOUS,0,0,$25554091,N/A,N/A,$1172478
09/14/08,HL,HOUMA,LA,TERREBONNE,MATERIAL/WELD/EQUIP FAILURE,JOINT/FITTING/COMPONENT,0,0,$6856,0,0,$3
09/07/08,GG,OFFSHORE,OCS,,NATURAL FORCE DAMAGE,EARTH MOVEMENT,0,0,$17957802,N/A,N/A,$330000
09/04/08,GT,BANDERA,TX,BANDERA,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,$240000,N/A,N/A,$130000
06/25/08,HL,PASADENA,TX,HARRIS,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,0,1,$123268,900,900,$123268
06/18/08,HL,WHITING,IA,MONONA,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED MATERIAL/WELD FAILURE,0,0,$1050,0,0,$20
06/04/08,HL,OFFSHORE,N/A,,ALL OTHER CAUSES,MISCELLANEOUS,0,0,$504,4,4,$504
05/30/08,HL,LANGDON,KS,RENO,MATERIAL/WELD/EQUIP FAILURE,ENVIRONMENTAL CRACKING-RELATED,0,0,$225130,2,2,$130
05/20/08,HL,BRICELYN,MN,FARIBAULT,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED MATERIAL/WELD FAILURE,0,0,$30520,0,0,$20
05/06/08,HL,HAVILAND,KS,KIOWA,MATERIAL/WELD/EQUIP FAILURE,JOINT/FITTING/COMPONENT,0,0,$50210,0,0,$10
04/17/08,HL,VERNON CENTER,MN,BLUE EARTH,MATERIAL/WELD/EQUIP FAILURE,JOINT/FITTING/COMPONENT,0,0,$53030,0,0,$30
04/09/08,GG,OFFSHORE,OCS,,MATERIAL/WELD/EQUIP FAILURE,JOINT/FITTING/COMPONENT,0,0,$17000000,N/A,N/A,$0
