date,system,city,state,county,cause,sub_cause,fatalities,injuries,propertydamage_(a),value_of_product_lost_(b)
02/18/11,GT,HOT SPRINGS,AR,GARLAND,ALL OTHER CAUSES,MISCELLANEOUS,0,0,$151935,$21621
01/11/11,GT,DEBERRY,TX,PANOLA,NATURAL FORCE DAMAGE,TEMPERATURE,0,0,$309682,$247682
12/28/10,GT,BLACKWELL,AR,CONWAY,CORROSION,EXTERNAL,0,0,$241669,$126169
09/20/10,GT,SUMMERFIELD,LA,CLAIBORNE,OTHER OUTSIDE FORCE DAMAGE,OTHER OUTSIDE FORCE DAMAGE,0,0,$40399,$3962
09/14/10,GT,CONWAY,AR,FAULKNER,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,0,0,$18959,$1276
09/14/10,GT,GUY,AR,FAULKNER,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,0,0,$3931,$230
08/31/10,GT,FOUKE,AR,MILLER,NATURAL FORCE DAMAGE,LIGHTNING,0,0,$2060,$60
04/15/10,GT,1 MILE EAST OF WHEATLEY,AR,ST. FRANCIS COUNTY,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,$161780,$117780
02/16/10,GT,REYDON,OK,ROFER MILLS COUNTY,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,$76130,$72292
02/09/10,GT,HAMMOND,OK,CUSTER,NATURAL FORCE DAMAGE,TEMPERATURE,0,0,$173889,$172714
12/22/09,GT,DODDRIDGE,AR,MILLER,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,0,0,$267484,$43884
12/10/09,GT,LANTY,AR,CONWAY,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$128315,$127500
12/05/09,GT,BETHANY,LA,CADDO,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$22315,$19966
07/30/09,GT,POCASSET,OK,GRADY,NATURAL FORCE DAMAGE,LIGHTNING,0,0,$2503,$703
05/14/09,GT,DUBACH,LA,LINCOLN,CORROSION,INTERNAL,0,0,$48912,$1136
02/28/09,GT,ELGIN,OK,COMANCHE,ALL OTHER CAUSES,MISCELLANEOUS,0,0,$39900,$0
02/11/09,GT,CARTHAGE,TX,PANOLA,OTHER OUTSIDE FORCE DAMAGE,FIRE/EXPLOSION AS PRIMARY CAUSE,0,0,$6000620,$620
01/09/09,GT,BOSSIER CITY,LA,BOSSIER,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$9385,$0
12/12/08,GT,HOT SPRINGS VILLAGE,AR,GARLAND,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,0,0,$11876,$7876
11/22/08,GT,HUMPHREY,AR,ARKANSAS,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$3010,$0
10/28/08,GT,BELCHER,LA,CADDO,INCORRECT OPERATION,INCORRECT OPERATION,0,1,$13526,$0
09/10/08,GT,SHREVEPORT,LA,CADDO,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,0,0,$32000,$10718
09/06/08,GT,BOONEVILLE,AR,LOGAN,CORROSION,EXTERNAL,0,0,$430000,$404000
09/05/08,GT,LAVACA,AR,SEBASTIAN,CORROSION,EXTERNAL,0,0,$50186,$10186
08/28/08,GT,NEWARK,AR,INDEPENDENCE,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$23000,$0
07/11/08,GT,JEFFERSON,TX,MARION,INCORRECT OPERATION,INCORRECT OPERATION,0,0,$100000,$0
06/13/08,GT,BUTLER,OK,CUSTER,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$208250,$208000
06/12/08,GT,PINE BLUFF,AR,JEFFERSON,INCORRECT OPERATION,INCORRECT OPERATION,0,0,$14497,$497
05/20/08,GT,HEBER SPRINGS,AR,CLEBURNE,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,$16277,$2082
02/28/08,GT,NAYLOR,AR,FAULKNER,ALL OTHER CAUSES,MISCELLANEOUS,0,0,$67532,$6257
01/30/08,GT,ARMOREL,AR,MISSISSIPPI,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$10325,$10000
01/18/08,GT,ARAPAHO,OK,CUSTER,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$86800,$86800
01/04/08,GT,OKAY,AR,HOWARD,CORROSION,EXTERNAL,0,0,$141912,$55300
12/28/07,GT,MOUNTAINBURG,AR,CRAWFORD,NATURAL FORCE DAMAGE,EARTH MOVEMENT,0,0,$472450,$307450
09/21/07,GT,DOWNSVILLE,LA,UNION,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,0,0,$10104,$10104
11/03/06,GT,NORPHLET,AR,UNION,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,$31632,$1215
08/09/06,GT,TYRONZA,AR,POINSETT,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,$72777,$26777
06/09/06,GT,VILONIA,AR,FAULKNER,INCORRECT OPERATION,INCORRECT OPERATION,0,0,$100766,$0
03/13/06,GT,PRINCETON,LA,BOSSIER,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$24000,$23100
02/13/06,GT,CAMDEN,AR,OUACHITA,MATERIAL/WELD/EQUIP FAILURE,JOINT/FITTING/COMPONENT,0,0,$64207,$4207
