hashtag,local_date_time,user_name,image_link,image_caption,like_count,comment_count,post_link,post_type,post_tags,post_likes,utc_date_time
gapol,2016-01-05 05:55:51-08:00,darshunkendrick,https://scontent.cdninstagram.com/hphotos-xap1/t51.2885-15/s640x640/sh0.08/e35/916317_1646246665625514_585427185_n.jpg,It happens TODAY! Join me for my virtual town hall meeting from wherever you are to discuss my legislative priorities and the upcoming 2016 session. Just log on and you'll see the link. I hope to see your smiling faces this evening. And please SHARE! #gapol #publicservicerocks,3,0,https://www.instagram.com/p/BAKOjrFKgH5/,image,"gapol, publicservicerocks","galawyer80, legaleaselaw, hemtoucher",2016-01-05 13:55:51+00:00
gapol,2016-01-04 09:06:32-08:00,darshunkendrick,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/925850_983537368379053_899934189_n.jpg,"Good to see the Dean of the House Rep. Calvin Smyre as I presession with other members of the Georgia Legislative Black Caucus, the largest in the U.S. 7 more days! #gapol #publicservicerocks",12,0,https://www.instagram.com/p/BAH_lVLKgBy/,image,"gapol, publicservicerocks","photog_ali, bkjones78, jurisax, econtii",2016-01-04 17:06:32+00:00
gapol,2016-01-04 08:02:31-08:00,raynardjohnson,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/917909_557843674372263_2082083047_n.jpg,"Meet Park @CannonFor58, Candidate for House District 58, LIVE & Laugh Out Loud with Celesbian Comic Karen Williams TONIGHT 7:30pm, at Phillip Rush Center Annex (1530 Dekalb Ave. NE). Call 404-246-3790 and say ""Park for 58"" to get 1 of 10 FREE tickets. #ParkFor58 #gapol #gadem",1,0,https://www.instagram.com/p/BAH4QiZq-at/,image,"gapol, gadem, parkfor58",kenken2jahsh,2016-01-04 16:02:31+00:00
gapol,2016-01-03 14:39:49-08:00,georgiapolicy,https://scontent.cdninstagram.com/hphotos-xap1/t51.2885-15/s640x640/sh0.08/e35/1599848_327718890685628_617401251_n.jpg,"Isn't she lovely?;First Sunday sunset of 2016, as seen from the Scenic Overlook on Ga.515. #georgiagrown #realsimple #gppf #tcot #gapol #georgiaonmymind",9,2,https://www.instagram.com/p/BAGA7l6TWny/,image,"realsimple, tcot, gapol, georgiagrown, georgiaonmymind, gppf","builtnotbought83, bewitched4, mhdkaiser, debredd1gapeach",2016-01-03 22:39:49+00:00
gapol,2016-01-03 05:46:03-08:00,gacareproject,https://scontent.cdninstagram.com/hphotos-xpa1/t51.2885-15/s640x640/sh0.08/e35/12394108_881036598680200_523200430_n.jpg,"“Could you imagine if hundreds of thousands of adults were arrested last year simply for possessing alcohol? That would be crazy.” “It’s even crazier that hundreds of thousands of adults were arrested for possessing a less harmful substance.” 👮👮👮
#gapol #gadnc #gagop #gacareproject #marijuana #cannabis #leo #leap #cannabis #cannabiscommunity #cannabisculture #popo50 #privateprisons #prohibition #jimcrow",30,0,https://www.instagram.com/p/BAFD2DjNaYG/,image,"jimcrow, popo50, gapol, privateprisons, marijuana, prohibition, gagop, cannabis, leap, gadnc, cannabisculture, gacareproject, leo, cannabiscommunity","sostoney, medical.marijuana, lunysmomma1",2016-01-03 13:46:03+00:00
gapol,2016-01-02 08:10:46-08:00,gacareproject,https://scontent.cdninstagram.com/hphotos-xpa1/t51.2885-15/s640x640/sh0.08/e35/10584618_191136854570467_441558484_n.jpg,"The touch, the feel, of hemp. The fabric of our lives.
🌱
#hemp #HempOil #cbdoil #growhemp #gapol #gadnc #gagop #cannabiscommunity #cannabisculture",47,2,https://www.instagram.com/p/BACvnJ0NaRN/,image,"growhemp, gapol, hempoil, cannabisculture, gagop, cbdoil, gadnc, cannabiscommunity, hemp","blacbecci_, kadeafterdark, bhutan_cbdmendo, ingredientforhealth",2016-01-02 16:10:46+00:00
gapol,2016-01-02 04:29:25-08:00,georgiapolicy,https://scontent.cdninstagram.com/hphotos-xft1/t51.2885-15/s640x640/sh0.08/e35/1740184_1493171090992517_1942570763_n.jpg,"The Georgia Public Policy Foundation wishes you health, wealth and happiness in 2016! #gapol #tcot #southernliving #gppf #realsimple",4,0,https://www.instagram.com/p/BACWR8xzWpt/,image,"gapol, realsimple, southernliving, tcot, gppf","skgentry, totallyrad_ford, nate_too_fly_nash, titus2mommy",2016-01-02 12:29:25+00:00
gapol,2016-01-01 10:14:36-08:00,gacareproject,https://scontent.cdninstagram.com/hphotos-xap1/t51.2885-15/s640x640/sh0.08/e35/12357636_1105227232823249_379815648_n.jpg,"Lets make 2016 the best legislative year ever. What we are doing is pretty freaking cool, dont you think?
🎊🎉🎈
Happy New Year from Georgia C.A.R.E Project.
🎊🎈🎉
#ihavenochill #workingonit #wegotthis #honeybooboo #newyearsday #newyearsday2016 #marijuana #cannabis #thc #cbd #cbdoil #oneplant #endprohibition #marijuana #cannabiscommunity #cannabisculture #gapol",24,1,https://www.instagram.com/p/BAAY_UhNaRS/,image,"oneplant, cbd, gapol, marijuana, cannabisculture, cannabiscommunity, endprohibition, workingonit, ihavenochill, newyearsday2016, cbdoil, wegotthis, cannabis, newyearsday, honeybooboo, thc","blacbecci_, ingredientforhealth, dcalchemyaz, 7raysmarketing",2016-01-01 18:14:36+00:00
gapol,2015-12-31 13:18:03-08:00,georgiadeptofed,https://scontent.cdninstagram.com/hphotos-xpf1/t51.2885-15/s640x640/sh0.08/e35/1740012_1502382566733313_1552920428_n.jpg,"Here's our #2015bestnine, thanks in large part to all the Georgia educators who shared a glimpse of their classrooms & lives through the #gadoeteachertakeover this year! We're grateful for all who have supported Georgia public education over the last 365 days. Goodbye, 2015! #educatingGAsfuture #gaed #georgiateachers #gapol",18,2,https://www.instagram.com/p/_-JMFTnvUl/,image,"educatinggasfuture, gadoeteachertakeover, 2015bestnine, georgiateachers, gapol, gaed","llkarickhoff, ashbee_07, lyss_renee2, md625",2015-12-31 21:18:03+00:00
gapol,2015-12-29 07:45:23-08:00,gacareproject,https://scontent.cdninstagram.com/hphotos-xpf1/t51.2885-15/s640x640/sh0.08/e35/12357601_775414235903822_168612539_n.jpg,"""Curiously enough, it appears that this unconstitutionality only applies to police officers, not to the public that they are meant to protect and serve. The officers' argument is that a urine drug analysis constitutes an “illegal search and seizure,” and police would be forced to “forfeit their constitutional rights to protect the city from a civil liability.”
👮👮👮
#gapol #gadnc #gagop #gacareproject #marijuana #cannabis #popo50 #leo #leap #cannabiscommunity #cannabiscloset #inequality #disparity #ourlivesmatter #drugtesting #drugscreening #drugwar #marijuanaismedicine",25,0,https://www.instagram.com/p/_4Zhw-taQu/,image,"gapol, marijuanaismedicine, marijuana, leo, gadnc, cannabiscommunity, gacareproject, gagop, drugwar, popo50, cannabiscloset, leap, cannabis, disparity, inequality, drugscreening, ourlivesmatter, drugtesting","keepseeking101, jack.190, tracie_cowart, arteyotrasaventuras",2015-12-29 15:45:23+00:00
gapol,2015-12-27 16:05:07-08:00,ladya08,https://scontent.cdninstagram.com/hphotos-xpa1/t51.2885-15/s640x640/sh0.08/e35/12353188_1165917290104619_2137741506_n.jpg,"Welcome Chelsea Clinton to Atlanta with me on 1/14! RSVP is a must TODAY! https://t.co/XDNxURnkGp 
Hit me up at aaw4usa@gmail.com if you'd like to come!",28,2,https://www.instagram.com/p/_0JILkOJ4r/,image,"atlpol, womeninpolitics, gadems, womenleaders, gapol","kookyrunner, kimberlyafuller, inthemiddlegirl, svault",2015-12-28 00:05:07+00:00
gapol,2015-12-26 04:13:49-08:00,clintruckeresq,https://scontent.cdninstagram.com/hphotos-xpa1/t51.2885-15/s480x480/e35/12383261_1255276737822114_1135009040_n.jpg,From our Family to Yours Happy Holidays & Merry Christmas! #MerryChristmas #FultonCounty #GAPol,6,0,https://www.instagram.com/p/_wS7oGwmAP/,image,"gapol, fultoncounty, merrychristmas","daboyz06, ladsonnancy, ms_latoya_nicole, caramarieconvery",2015-12-26 12:13:49+00:00
gapol,2015-12-25 08:55:04-08:00,georgiademocrat,https://scontent.cdninstagram.com/hphotos-xtp1/t51.2885-15/s640x640/sh0.08/e35/12356521_442664572595406_1515178794_n.jpg,🎄⛄️ Georgia Democrats wish you and yours a very #MerryChristmas! ⛄️🎄 #gadems #gapol,7,0,https://www.instagram.com/p/_uOUmgyA9f/,image,"gapol, gadems, merrychristmas","gradular, barreiragrl, roseannaharden, eebless",2015-12-25 16:55:04+00:00
gapol,2015-12-23 07:57:58-08:00,gacareproject,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/12362379_1537022466614751_318342308_n.jpg,"Short version: The U.S. Department of Justice just had their budget slashed and to make up for it they are stealing the money that their state and local law enforcement partners helped them steal from American citizens.
💲💲💲
#civilassetforfeiture ##gapol #gadnc #gagop #gacareproject #marijuana #cannabis #thc #cbd #cbdoil #oneplant #endprohibition #nomoredrugwar #cannabiscommunity #cannabisculture",25,1,https://www.instagram.com/p/_o-MoONafb/,image,"cbd, cbdoil, gapol, oneplant, marijuana, cannabisculture, gagop, cannabis, nomoredrugwar, gadnc, cannabiscommunity, endprohibition, gacareproject, civilassetforfeiture, thc","dankco, sugarcoatingstrength, hempirestate, chitowngenetics",2015-12-23 15:57:58+00:00
gapol,2015-12-21 15:13:57-08:00,caldwellmichael,https://scontent.cdninstagram.com/hphotos-xta1/t51.2885-15/s640x640/sh0.08/e35/12338886_1512898075681272_1082680432_n.jpg,Just got the #taxfoundation 2016 State Business Tax Climate Index in the mail. Anybody else think we can do better than 39th? #gapol,10,0,https://www.instagram.com/p/_kmgK6EtQE/,image,"gapol, taxfoundation","berkmanbryan, blvckprofessor, amakhijani, jaseliberty",2015-12-21 23:13:57+00:00
gapol,2015-12-20 14:24:12-08:00,georgiapolicy,https://scontent.cdninstagram.com/hphotos-xtf1/t51.2885-15/s640x640/sh0.08/e35/12393765_1794303060797101_1989835823_n.jpg,"This holiday season, remember charity begins at home. And it isn't about what's in your wallet but about what's in your heart. Happy holidays! #gapol #tcot #Georgiapolicy #realsimple #realsimplemagazine #tistheseason #Christmas",15,0,https://www.instagram.com/p/_h8A3kzWqp/,image,"realsimple, realsimplemagazine, tcot, gapol, tistheseason, christmas, georgiapolicy","drcarlospontes, titus2mommy, jenhurst77, therealtravisbowden",2015-12-20 22:24:12+00:00
gapol,2015-12-19 17:32:04-08:00,jimn4,https://scontent.cdninstagram.com/hphotos-xtp1/t51.2885-15/s640x640/sh0.08/e35/10802882_161153987574577_638433370_n.jpg,#FeelTheBern #gapol,36,0,https://www.instagram.com/p/_fst89whCL/,image,"gapol, feelthebern","atlantaforbernie, distributor_clockkerenn, christine201507, travellingthroughtheworld",2015-12-20 01:32:04+00:00
gapol,2015-12-19 17:11:21-08:00,caldwellmichael,https://scontent.cdninstagram.com/hphotos-xfp1/t51.2885-15/s640x640/sh0.08/e35/12338847_1676449095931508_1799863460_n.jpg,"Practicing what I preach- ""Drink Beer from Here!"" @reformationbrewery #Atlas #Gabeer #gapol",22,3,https://www.instagram.com/p/_fqWQDEtaK/,image,"atlas, gapol, gabeer","reformation_ryan, mickithagod, akbeyer, jstarrb",2015-12-20 01:11:21+00:00
gapol,2015-12-19 14:35:34-08:00,georgiapolicy,https://scontent.cdninstagram.com/hphotos-xpa1/t51.2885-15/s640x640/sh0.08/e35/12356319_910885608987930_1607707002_n.jpg,"Spotted this week from the Galleria at I-75/285: Atlanta congestion relief to a ""T."" Reversible express toll lanes under construction! #gapol #tcot #GPPF",7,0,https://www.instagram.com/p/_fYhPiTWnO/,image,"gapol, tcot, gppf","summerswife1227, jamesdellinger280, skgentry, hpbruce1",2015-12-19 22:35:34+00:00
gapol,2015-12-18 19:59:34-08:00,soco81,https://scontent.cdninstagram.com/hphotos-xtp1/t51.2885-15/s640x640/sh0.08/e35/12353475_423938934469529_1539878937_n.jpg,Just a regular Friday night hanging out / Mayor @kasimreed Thanks for supporting the Young Democrats of Atlanta! #YDATL #uglysweaterparty #GaPol #YoungDems #raceto2016 #TurnGaBlue,15,0,https://www.instagram.com/p/_dYzfcFMp5/,image,"youngdems, uglysweaterparty, raceto2016, gapol, ydatl, turngablue","mizzclassy726, kasimreed, charitynicolexoxo, misopritti",2015-12-19 03:59:34+00:00
gapol,2015-12-18 07:21:20-08:00,gasenatepress,https://scontent.cdninstagram.com/hphotos-xpf1/t51.2885-15/e15/12393850_1681649692106393_57843807_n.jpg,Senator-Elect Larry Walker being sworn into office as a Georgia State Senator. He represents Senate District 20 #gapol #gasenate,9,0,https://www.instagram.com/p/_cCCAYSkZU/,image,"gapol, gasenate","dr_mantistobbogan, jculv, natsmith9, macemcface",2015-12-18 15:21:20+00:00
gapol,2015-12-18 07:17:34-08:00,gasenatepress,https://scontent.cdninstagram.com/hphotos-xta1/t51.2885-15/e15/12331515_1672271119725150_421914011_n.jpg,Sen.-elect JaNice Van Ness being sworn into office as a new Georgia State Senator. Van Ness will represent Senate District 43 #gapol #gasenate,7,0,https://www.instagram.com/p/_cBmX4SkYs/,image,"gapol, gasenate","dr_mantistobbogan, ineskowens, natsmith9, macemcface",2015-12-18 15:17:34+00:00
gapol,2015-12-17 14:08:19-08:00,hashtagjoy,https://scontent.cdninstagram.com/hphotos-xfp1/t51.2885-15/s640x640/sh0.08/e35/12362541_988626421176193_27775829_n.jpg,Polaroid camera realness with these cool kids at John Lewis' birthday party #tbt #funtimes #gapol,57,0,https://www.instagram.com/p/_aLz5_n8V2/,image,"gapol, funtimes, tbt","nycolledepaula_, ribellaleejy, followers.ig.pro, brettrundlee1",2015-12-17 22:08:19+00:00
