id,furn_type,address,permit_issued,installed,lat,lon
1184,Shelter ,SB Glendale Bl NS Park Ave,Yes ,Yes,34.0763362,-118.2613162
1185,Shelter ,EB Santa Monica Bl NS Tamarind Ave,Yes,,34.0907411,-118.3190251
1186,Shelter ,NE cor of Riverside Dr. @ Elmgrove,Yes,,34.0863564,-118.2317902
1187,Shelter ,WB Riverside Dr. NS Hardwood St,Yes,,34.0877628,-118.2343591
1188,Shelter ,NE cor of Riverside Dr. @ Riverdale Ave,Yes,,34.0892383,-118.2368403
1189,Shelter ,WB Riverside NS Dorris Place,Yes ,Yes,34.0903601,-118.2382055
1190,Shelter ,2326 Birkdale St @ Riverside,Yes,,34.0918521,-118.2396266
1191,Shelter ,SE cor of Riverside Dr. & Eads,Yes,,34.094226,-118.242859
1192,Shelter ,WB Riverside Dr. NS Newell St.,Yes,,34.0984548,-118.2482539
1193,Shelter ,WB Riverside Dr. WB Riverside Dr. FS Allesandro,Yes,,34.0996264,-118.2522146
1194,Shelter ,EB Riverside Dr. EB Riverside NS Allesandro,Yes ,Yes,34.0996264,-118.2522146
1195,Shelter ,WB Riverside Dr.  Across from Allesandro Elem. School,Yes,,34.1018272,-118.2541469
1196,Shelter ,WB Riverside Dr. WB Riverside NS Gilroy,Yes ,Yes,34.104374,-118.257218
1197,Shelter ,2400 Fletcher Dr WB Riverside Dr. NS Fletcher,Yes ,Yes,34.1059828,-118.2561879
1198,Shelter ,2466 Riverside Dr EB Riverside FS Fletcher,Yes ,Yes,34.1056578,-118.2564878
1199,Shelter ,2490 Fletcher Dr. NB Fletcher NS Ripple,Yes,,34.1073881,-118.2544188
1200,Shelter ,2478 Fletcher Dr.  SB Fletcher FS Crystal St,Yes,,34.1071933,-118.2547325
1201,Shelter ,1711 Temple St  WB Temple St FS Union,Yes,,34.0696967,-118.2635016
1202,Shelter ,1712 Temple St.  EB Temple NS Union,Yes ,Yes,34.0686715,-118.2636486
1203,Shelter ,400 N. Alvarado St.  WB Temple St. NS Alvarado,Yes,,34.0704364,-118.2675548
1204,Shelter ,2328 Temple St EB Temple St NS Rosemont Ave,Yes,,34.0710587,-118.2712183
1205,Shelter ,2520 W Temple St EB Temple St NS Carondelet St,Yes,,34.0720541,-118.2737287
1206,Shelter ,2535 W. Temple St.  WB Temple NS Rampart,Yes,,34.0726669,-118.274626
1207,Shelter ,2530 W. Temple St.EB Temple FS Rampart,Yes,,34.0721255,-118.2745732
1208,Shelter ,2801 W Temple St WB Temple St FS Occidental Blvd,Yes,,34.074095,-118.277651
1209,Shelter ,1350 Highland Ave.  NB Highland NS De Longpre,Yes,,34.095819,-118.338264
1210,Shelter ,NB Vine St. FS De Longpre Ave,Yes ,Yes,34.0961818,-118.3266422
1211,Shelter ,1500 N. St. Andrews Pl WB Sunset NS St. Andrews Pl,Yes,,34.0987425,-118.3136348
1212,Shelter ,5500 W. Sunset Bl EB Sunset FS  St. Andrews Pl,Yes,,34.0980619,-118.3103934
1213,Shelter ,3800 W. 1St St.  EB 1st St. NS Catalina St,Yes,,34.0727079,-118.2976752
1214,Shelter ,2400 Sunset Bl  EB Sunset Bl FS Coronado St,Yes,,34.0794655,-118.2711047
1215,Shelter ,2861 Sunset Bl  WB Sunset Bl NS Silver Lake Bl,Yes,,34.0829279,-118.2729907
1216,Shelter ,2860 Sunset Bl  NB Parkman Ave NS Sunset Bl,Yes,,34.0826366,-118.2733242
1217,Shelter ,3408 Sunset Bl  EB Sunset Bl NS Micheltorena St,Yes ,Yes,34.087699,-118.276322
1218,Shelter ,3725 Sunset Bl  WB Sunset Bl NS Lucile Ave,Yes ,Yes,34.0909022,-118.2782585
1219,Shelter ,4020 Sunset Bl EB Sunset Bl NS Santa Monica Bl,Yes ,Yes,34.0927951,-118.2810848
1220,Shelter ,1600 Vermont Ave.  NB Vermont Ave NS Hwd Bl,Yes ,Yes,34.101246,-118.2926878
1221,Shelter ,2707 Fletcher Dr.  SB Fletch Dr NS Larga Ave,Yes,,34.1106968,-118.2512756
1222,Shelter ,2026 Glendale Bl  NB Glendale Bl FS Fargo St,Yes,,34.0923653,-118.2585004
1223,Shelter ,1600 Glendale Bl  NB Glendale Bl NS Effie St,Yes ,Yes,34.0857561,-118.2620151
1224,Shelter ,1340 N. Glendale Bl.  NB Glendale Bl NS Montana St,Yes,,34.0798306,-118.2624729
1225,Shelter ,1300 N. Alvarado St  NB Alvarado St NS Montana,Yes,,34.080589,-118.2634703
1226,Shelter ,800 N. Glendale Bl  NB Glendale Bl NS Santa Ynez St,Yes ,Yes,34.0743822,-118.2638808
1227,Shelter ,1600 W. Bellevue Ave  EB Bellevue Ave FS Glendale Bl,Yes ,Yes,34.070598,-118.2636204
1228,Shelter ,1100 Echo Park Ave  SB Echo Park Ave  NS Park Ave,Yes,,34.0749323,-118.2582313
1229,Shelter ,100 S. Alvarado St.  NB Alvarado St NS Beverly Bl,Yes ,Yes,34.0666947,-118.2725081
1230,Shelter ,2105 Beverly Bl  SB Alvarado NS Beverly Bl,Yes,,34.0672421,-118.2703991
1231,Shelter ,400 N. Alvarado St.  NB Alvarado St. NS Temple St,Yes ,Yes,34.0704364,-118.2675548
1232,Shelter ,2100 W. Temple St.  EB Temple St NS Alvarado St,Yes ,Yes,34.0702607,-118.27022
1233,Shelter ,6767 Sunset Bl  NB Highland FS Sunset,Yes,,34.0984839,-118.3381023
1234,Shelter ,4003 Beverly  WB Beverly Bl NS Kenmore,Yes ,Yes,34.0764907,-118.2962502
1235,Shelter ,200 S. Normandie  NB Normandie FS 3rd St.,Yes ,Yes,34.0710229,-118.300005
1236,Shelter ,3900 W. 3rdWB 3rd NS Normandie,Yes,,34.0688674,-118.2995491
1237,Shelter ,NB Vermont Ave FS Clinton St,Yes,,34.081785,-118.291726
1238,Shelter ,601 N Vermont Ave SB Vermont Ave NS Clinton St,Yes,,34.081926,-118.2920951
1239,Shelter ,4166 Melrose Ave NB Vermont Ave NS Melrose Ave,Yes,,34.083354,-118.291326
1240,Shelter ,EB Santa Monica Blvd NS Vermont Ave,Yes,,34.0908675,-118.291755
1241,Shelter ,1015 N Vermont Ave SB Vermont Ave FS Santa Monica Blvd,Yes,,34.089937,-118.29207
1242,Shelter ,1300 N Vermont Ave NB Vermont Ave FS Fountain Ave,Yes,,34.0962209,-118.2905784
1243,Shelter ,5205 W Sunset Blvd WB Sunset Blvd FS Kingsley Dr,Yes,,34.0984344,-118.3037736
1244,Shelter ,SB Western Ave FS Sunset Blvd,Yes,,34.0980896,-118.309245
1245,Shelter ,6260 W Santa Monica Blvd EB Santa Monica Blvd FS Vine St,Yes,,34.090365,-118.3262271
1246,Shelter ,WB Santa Monica Blvd NS Vine St,Yes,,34.0907513,-118.3266366
1247,Shelter ,1218 N Vine St NB Vine St FS Lesington Ave,Yes ,Yes,34.093134,-118.326175
1248,Shelter ,2815 W. San Fernando Rd.  WB San Fernando Rd. FS Edward Ave.,Yes,,34.1462681,-118.2720656
1249,Shelter ,WB Huntington Dr. NS Poplar Bl.,Yes,,34.0905668,-118.1648673
1250,Shelter ,1746 7th St.  WB 7th St. NS Decatur,Yes,,34.0347742,-118.235654
1251,Shelter ,SB Via Marisol @ 4900,Yes,,34.1016236,-118.1792383
1252,Shelter ,NB Monterey Rd NS Ave. 60,Yes ,Yes,34.1054878,-118.1840864
1253,Shelter ,SB Monterey Rd. FS Ave 60,Yes ,Yes,34.1054878,-118.1840864
1254,Shelter ,EB York Bl NS Ave 46,Yes ,Yes,34.1232067,-118.2160082
1255,Shelter ,EB York Bl NS Ave 50,Yes ,Yes,34.1214592,-118.2068917
1256,Shelter ,WB York Bl FS Ave 50,Yes,,34.1214592,-118.2068917
1257,Shelter ,5132 W. York Bl.  EB York Bl. @5132 York Bl.,Yes,,34.1206385,-118.203657
1258,Shelter ,EB York Bl NS Ave 54,Yes ,Yes,34.1200039,-118.1991944
1259,Shelter ,EB York Bl NS Ave 56,Yes ,Yes,34.1194022,-118.1966994
1260,Shelter ,SB Figueroa St @ Ave 61,Yes,,34.1116702,-118.1883881
1261,Shelter ,4891 Eagle Rock Bl  SB Eagle Rock FS Yosemite,Yes ,Yes,34.1350186,-118.215815
1262,Shelter ,SB Eagle Rock NS Westdale,Yes ,Yes,34.1295287,-118.2170167
1263,Shelter ,4403 Eagle Rock Bl  SB Eagle Rock NS York Bl,Yes ,Yes,34.124569,-118.221077
1264,Shelter ,4380 Eagle Rock Boulevard  NB Eagle Rock NS York Bl,Yes ,Yes,34.1238079,-118.2210455
1265,Shelter ,4460 Eagle Rock Bl  NB Eagle Rock NS Ave 45,Yes ,Yes,34.1256178,-118.219293
1266,Shelter ,4666 Eagle Rock Bl  NB Eagle Rock NS Westdale,Yes,,34.1291932,-118.2166806
1267,Shelter ,2575 Colorado Bl  WB Colorado NS Sierra Villa,Yes ,Yes,34.1422851,-118.2226613
1268,Shelter ,WB Broadway FS Sumner Ave.,Yes,,34.1430495,-118.2248945
1269,Shelter ,5061 Eagle Rock Bl EB Colorado NS Eagle Rock,Yes,,34.1386375,-118.2143191
1270,Shelter ,1700 Colorado Bl EB Colorado NS Mt. Royal,Yes ,Yes,34.139057,-118.203878
1271,Shelter ,1180 Colorado Bl  WB Colorado NS Wiota,Yes,,34.137844,-118.192138
1272,Shelter ,1860 Colorado Bl  WB Colorado NS Highland View Ave,Yes ,Yes,34.1390311,-118.2081767
1273,Shelter ,WB Colorado NS Maywood,Yes ,Yes,34.1391235,-118.2115993
1274,Shelter ,135 E. 9th St.  SB Los Angeles St. NS 9th St,Yes,,34.0409553,-118.2542961
1275,Shelter ,110 East 9th St  SB Los Angeles St. NS Olympic Bl,Yes,,34.0404559,-118.2553945
1276,Shelter ,950 S. Los Angeles St.  NS Los Angeles St. FS Olympic Bl,Yes,,34.0395494,-118.2553084
1277,Shelter ,4954 Huntington Dr.  EB Huntington Dr. NS Pueblo,Yes,,34.0876902,-118.1771121
1278,Shelter ,4975 Huntington Dr. WB Huntington Dr. NS Pueblo,Yes,,34.0878672,-118.1748224
1279,Shelter ,5046 Huntington Dr EB Huntington NS Portola,Yes ,Yes,34.0892441,-118.173284
1280,Shelter ,5041 Huntington Dr. WB Huntington Dr. NS Tampico Ave.,Yes,,34.0887175,-118.1724974
1281,Shelter ,5101 Huntington Dr WB Huntington Dr NS Van Horne Ave,Yes ,Yes,34.0892441,-118.173284
1282,Shelter ,5146 Huntington Dr EB Huntington Dr. FS Van Horne,Yes ,Yes,34.0892588,-118.1711015
1283,Shelter ,5364 Huntington Dr EB Huntington Dr. NS Poplar Bl,Yes ,Yes,34.0892441,-118.173284
1284,Shelter ,WB Huntington Dr. @ Lowell Ave.,Yes,,34.0922147,-118.1620558
1285,Shelter ,5769 Huntington Dr.  WB Huntington Dr. FS Kendall Ave.,Yes,,34.0890773,-118.1737761
1286,Shelter ,5551 Huntington Dr.  WB Huntington Dr. NS Alpha St.,Yes,,34.0890589,-118.1738256
1287,Shelter ,EB Huntington Dr. FS Maycrest Ave.,Yes,,34.0932633,-118.1609886
1288,Shelter ,4580 Huntington Dr (@ Edloft),Yes,,34.0852036,-118.1864446
1289,Shelter ,5194 Ithica Ave SB Lombardy FS Ithaca Ave,Yes,,34.07389,-118.173026
1290,Shelter ,4800 Valley Bl EB Valley FS Eastern,Yes,,34.0657806,-118.1797117
1291,Shelter ,SB Eastern Ave. FS Huntington Dr.,Yes,,34.0862275,-118.1784389
1292,Shelter ,240 S. Hill St.  NB Hill St. FS 3rd St.,Yes,,34.051813,-118.248431
1293,Shelter ,WB 101 Fwy Offramp NS Alameda St (On Island),Yes,,34.0522342,-118.2436849
1294,Shelter ,900 Aveila St.  WB Cesar Chavez FS Vignes St,Yes ,Yes,34.0572011,-118.2325854
1295,Shelter ,NB Alameda St FS Temple St.,Yes,,34.0511017,-118.2380625
1296,Shelter ,905 Maple - SB Maple FS 9th,Yes,,34.0394372,-118.2530992
1297,Shelter ,900 S. Main - NB Main NS 9th,Yes ,Yes,34.0411725,-118.2550133
1298,Shelter ,817 S. Spring St - SB Spring FS 8th,Yes,,34.042786,-118.2543147
1299,Shelter ,800 S. Main - NB Main NS 8th,Yes,,34.042458,-118.2532462
1300,Shelter ,715 S. Spring - SB Spring FS 7th,Yes,,34.0442053,-118.2528095
1301,Shelter ,212 E. 7th - EB 7th FS Los Angeles,Yes ,Yes,34.0423224,-118.2499733
1302,Shelter ,500 E. 7th St.  EB 7th St. NS San Pedro St,Yes,,34.0408571,-118.247391
1303,Shelter ,2910 San Fernando Rd.  EB San Fernando Rd. NS Delay Dr,Yes ,Yes,34.1118664,-118.2447869
1304,Shelter ,NE cor of Valley & Marianna Ave,Yes,,34.0672001,-118.1770516
1305,Shelter ,5014 Valley Blvd @ Marianna Ave.,Yes ,Yes,34.0672001,-118.1770516
1306,Shelter ,1716 7th St.  EB 7th St NS Decatur St.,Yes,,34.0347969,-118.2360038
1307,Shelter ,NE cor of Valley & Beatle Place,Yes,,34.071605,-118.1726629
1308,Shelter ,NW cor of Valley & Block Pl,Yes,,34.0733717,-118.1705215
1309,Shelter ,1526 4th St.  EB 4th NS Gless St,Yes ,Yes,34.0429226,-118.2249275
1310,Shelter ,1607 4th St.  WB 4th St. NS Gless St.,Yes ,Yes,34.0429226,-118.2249275
1311,Shelter ,1801 E. 4th St.  WB 4th St. NS Boyle Ave,Yes ,Yes,34.043235,-118.2192515
1312,Shelter ,209 W. 5th St.  WB 5th St NS Broadway,Yes,,34.047681,-118.2499047
1313,Shelter ,590 Central NB Central Ave FS 6th St.,Yes ,Yes,34.039188,-118.239545
1314,Shelter ,SB Central Ave NS 8th St.,Yes,,34.0335949,-118.2432798
1315,Shelter ,1201 E. 1St St. WB 1st St. NS Mission Rd.,Yes,,34.0479865,-118.2274561
1316,Shelter ,1690 S. Alameda St NB Alameda St. FS Washington,Yes,,34.0202473,-118.2390894
1317,Shelter ,2065 Santa Fe Ave  WB Washington Bl FS Santa Fe Ave,Yes,,34.0191933,-118.2307208
1318,Shelter ,1700 S. Soto St.  NB Soto St FS Washington Bl,Yes,,34.0186698,-118.2200985
1319,Shelter ,3141 Olympic Bl  WB Olympic Bl FS Grande Vista Ave,Yes ,Yes,34.0201291,-118.2126798
1320,Shelter ,1520 S. Santa Fe Ave  WB Olympic Bl NS Santa Fe Ave,Yes ,Yes,34.0259241,-118.2294596
1321,Shelter ,1500 S. Santa Fe Ave  SB Santa Fe Ave NS Olympmic,Yes,,34.0266507,-118.2299066
1322,Shelter ,2200 E. Olypmic Bl  EB Olympic Bl NS Mateo St,Yes,,34.026196,-118.2334585
1323,Shelter ,1807 E. Olympic Bl  WB Olympic Bl NS Alameda,Yes ,Yes,34.0275402,-118.2379543
1324,Shelter ,901 S. Alameda St.  SB Alameda St FS Olympic Bl,Yes,,34.027643,-118.239687
1325,Shelter ,1700 E. Olympic Bl EB Olympic Bl NS Alameda,Yes ,Yes,34.0290511,-118.2408816
1326,Shelter ,800 S. Central Ave SB Central Ave NS Olympic,Yes ,Yes,34.0335883,-118.2432628
1327,Shelter ,600 E. 8th St.  WB 8th St NS San Julian,Yes,,34.03913,-118.249721
1328,Shelter ,1500 E. Cesar Chavez  EB Cesar Chavez FS Warren St,Yes ,Yes,34.0524918,-118.2205141
1329,Shelter ,2934 Cesar Chavez  EB Cesar Chavez NS Evergreen Ave,Yes ,Yes,34.0434785,-118.2006639
1330,Shelter ,300 N. Lorena St  SB Lorena St FS Cesar Chavez,Yes,,34.038719,-118.193539
1331,Shelter ,500 N. Mission Rd.  WB Cesar Chavez NS Mission,Yes ,Yes,34.054313,-118.2251181
1332,Shelter ,505 N. Mission R.  SB Mission Rd NS Cesar Chavez Ave,Yes,,34.0548215,-118.2253007
1333,Shelter ,300 S. Spring St.  SB Spring St NS 4th St,Yes ,Yes,34.049286,-118.2467175
1334,Shelter ,700 S. Alameda St  SB Alameda St FS 7th St,Yes,,34.0349457,-118.2386089
1335,Shelter ,1400 E. 7th St  WB 7th St NS alameda St,Yes,,34.0353261,-118.2391117
1336,Shelter ,1508 S. Alameda St  NB Alameda St NS 15th St,Yes,,34.0232259,-118.2389095
1337,Shelter ,2814 Whittier Bl  EB Whittier Bl FS Camulos St,Yes ,Yes,34.0308565,-118.2083795
1338,Shelter ,3000 E. Whittier Bl  WB Whittier BL NS Euclid Ave,Yes,,34.0304112,-118.2073038
1339,Shelter ,3500 E. Whittier Bl.  WB Whittier Bl. NS Spence St.,Yes,,34.0262774,-118.1984641
1340,Shelter ,3476 E. Whittier Bl  EB Whittier Bl NS Spence St,Yes,,34.0264832,-118.1990403
1341,Shelter ,800 S. Indiana St  SB Indiana St NS Whittier Bl,Yes,,34.025163,-118.192017
1342,Shelter ,300 S. Indiana St  SB Indiana St FS 3rd Pl,Yes ,Yes,34.033247,-118.1923432
1343,Shelter ,3484 E. 1St St  EB 1st St NS Indiana St,Yes,,34.0358547,-118.1926157
1344,Shelter ,3200 E. 8th St.  WB 8th St NS Grande Vista Ave,Yes ,Yes,34.0229984,-118.2084296
1345,Shelter ,3167 E. 8th St.  EB 8th St NS Grande Vista Ave,Yes ,Yes,34.0234992,-118.2089922
1346,Shelter ,SB Alameda St. NS LA St.,Yes,,33.7873057,-118.2428264
1347,Shelter ,SB Figueroa St. FS Colorado,Yes,,34.1381884,-118.1874034
1348,Shelter ,EB Colorado SF Figueroa,Yes,,34.0522342,-118.2436849
1349,Shelter ,WB Colorado FS Figueroa,Yes,,34.1381884,-118.1874034
1350,Shelter ,1100 W. Colorado Bl.  WB Colorado Bl. @ Wiota St.,Yes,,34.1385231,-118.1952355
1351,Shelter ,2200 W. Colorado Bl.  SB Eagle Rock Bl. FS Colorado Bl.,Yes,,34.139101,-118.2161765
1352,Shelter ,4211 N. Eagle Rock Bl.  SB Eagle Rock Bl. FS El Paso Dr.,Yes,,34.1229662,-118.2251876
1353,Shelter ,4005 N. Eagle Rock Bl.  NB Verdugo Rd. FS Eagle Rock Bl.,Yes,,34.1207264,-118.2288711
1354,Shelter ,1431 Pacific Ave  SB Pacific Ave NS 15th St,Yes,,33.9885428,-118.4729573
1355,Shelter ,1504 Pacific Ave  NB Pacific Ave NS 15th St.,Yes,,33.9882114,-118.4726524
1356,Shelter ,2102 Pacific Ave  NB Pacific Ave NS 21st St,Yes,,33.9849422,-118.4700124
1357,Shelter ,900 Pacific Ave  NB Pacific NS 9th St,Yes ,Yes,33.9916045,-118.475194
1358,Shelter ,429 E. Imperial Hwy  WB Imperial FS Avalon,Yes ,Yes,33.9310767,-118.2656772
1359,Shelter ,EB Imperial Hwy NS San Pedro St,Yes ,Yes,33.9312567,-118.269521
1360,Shelter ,251 W. Imperial Hwy WB Imperial NS Broadway,Yes ,Yes,33.9313209,-118.277889
1361,Shelter ,11401 Figueroa NB Fig NS Imperial,Yes ,Yes,33.9307061,-118.2830049
1362,Shelter ,11400 S. Vermont EB Imperial FS Vermont,Yes ,Yes,33.9306697,-118.2911867
1363,Shelter ,1306 Gaffey St.  NB Gaffey St NS 13th St,Yes ,Yes,33.7321469,-118.2920598
1364,Shelter ,1105 Gaffey St  SB Gaffey St NS Channel St,Yes ,Yes,33.7340624,-118.2924277
1365,Shelter ,1110 Gaffey St NB Gaffey St FS Channel St,Yes ,Yes,33.754447,-118.291946
1366,Shelter ,2115 Gaffey St SB Gaffey St NS Westmont Dr,Yes ,Yes,33.724776,-118.292722
1367,Shelter ,1949 N. Gaffey NB Gaffey St  FS Westmont Dr.,Yes,,33.7623977,-118.2940754
1368,Shelter ,1591 N. Gaffey St  SB Gaffey St FS Capital,Yes ,Yes,33.7590521,-118.2925863
1369,Shelter ,NB Avalone Bl. NS Anaheim St.,Yes,,33.7799868,-118.2624205
1370,Shelter ,848 W. Rosecrans NB Vermont NS Rosecrans,Yes,,33.9015117,-118.2911539
1371,Shelter ,NB Vermont Ave FS Redondo,Yes,,33.8924716,-118.2917016
1372,Shelter ,NB Vermont Ave NS 182nd St,Yes,,33.8671696,-118.2905759
1373,Shelter ,950 W 190th St  SB Vermont  Ave FS 190th,Yes ,Yes,33.8572375,-118.2918565
1374,Shelter ,19000 Vermont Ave  NB Vermont Ave NS 190th St,Yes,,33.8588371,-118.2926359
1375,Shelter ,20300 Vermont  NB Vermont FS Del Amo Bl.,Yes,,33.8467564,-118.2896108
1376,Shelter ,SB Normandie Ave FS Torrance Bl,Yes,,33.8419564,-118.2992156
1377,Shelter ,SB Normandie Ave NS Carson St,Yes,,33.8315518,-118.2992031
1378,Shelter ,SB Normandie Ave NS 223rd St,Yes,,33.824503,-118.299524
1379,Shelter ,1206 Lomita Bl  SB Normandie Ave FS Lomita Bl,Yes ,Yes,33.7974677,-118.2979017
1380,Shelter ,25000 Normandie Ave  NB Normandie NS Lomita,Yes,,33.797261,-118.296924
1381,Shelter ,1204 PCH  SB Normandie Ave FS PCH,Yes ,Yes,33.7895474,-118.2978015
1382,Shelter ,NB Western Ave FS Sepulveda Bl,Yes,,33.8171283,-118.3089379
1383,Shelter ,NB Western Ave NS 223rd St,Yes,,33.8244457,-118.308873
1384,Shelter ,1699 W. Carson NB Western FS Carson,Yes,,33.8314907,-118.3089597
1385,Shelter ,21100 S.Western Ave NB Western FS Torrance Blvd,Yes,,33.8395613,-118.3085123
1386,Shelter ,1645 W. 190th St. NB Western FS 190th,Yes,,33.8586432,-118.3087024
1387,Shelter ,18200 S.Western Ave @ 182nd St,Yes,,33.8656074,-118.3091561
1388,Shelter ,NB Western Ave. NS 242nd Place,Yes,,33.8049245,-118.3075291
1389,Shelter ,24615 Western Ave @ 247 St.,Yes,,33.8009465,-118.3075707
1390,Shelter ,24911 Western Ave  SB Western NS Lomita Blvd.,Yes ,Yes,33.7984621,-118.3084516
1391,Shelter ,1680 Lomita Blvd. NB Western Ave NS Lomita,Yes,,33.7975077,-118.3071265
1392,Shelter ,25803 Western Ave  SB Western FS PCH,Yes ,Yes,33.7892716,-118.3078909
1393,Shelter ,1686 PCH  NB Western NS PCH,Yes,,33.7892232,-118.3071133
1394,Shelter ,25926 S. Western  NB Western NS 259th Pl,Yes,,33.7872676,-118.3071705
1395,Shelter ,1330 W. PCH EB PCH FS Figueroa St.,Yes ,Yes,33.7900011,-118.2804503
1396,Shelter ,980 W. PCH EB PCH FS Wilmington St.,Yes,,33.7902749,-118.2746179
1397,Shelter ,939 W.PCH  WB PCH NS Wilmington Blvd.,Yes,,33.7909444,-118.2748822
1398,Shelter ,1499 1st St  EB 1st St FS Western,Yes,,34.073431,-118.3096982
1399,Shelter ,498 W. 117th St  EB 117th FS Fig,Yes,,33.9273413,-118.28261
1400,Shelter ,300 W. Imperial Hwy EB Imperial NS Broadway,Yes,,33.9309905,-118.2784532
1401,Shelter ,101 W. Imperial WB Imperial NS Main,Yes ,Yes,33.9310355,-118.4174496
1402,Shelter ,107 E. Imperial EB Imperial FS Main,Yes ,Yes,33.9290319,-118.2321991
1403,Shelter ,429 E. Imperial Hwy  WB Imperial FS Avalon,Yes,,33.9310767,-118.2656772
1404,Shelter ,484 E. Imperial  EB Imperial NS Avalon,Yes,,33.930743,-118.265496
1405,Shelter ,451 E. 120th St. SB Avalon Bl NS 120th St,Yes ,Yes,33.924028,-118.265553
1406,Shelter ,11806 Avalon Bl NB Avalon Bl NS 118th St,Yes ,Yes,33.9262,-118.264854
1407,Shelter ,EB 120th St. NS Central Ave,Yes,,33.9237304,-118.2543429
1408,Shelter ,11328 Central Ave. NB Central FS 114th St.,Yes ,Yes,33.9312298,-118.2538549
1409,Shelter ,11160 Central NB Central FS 112th St,Yes ,Yes,33.9331319,-118.2564348
1410,Shelter ,11100 S. Central NB Central Ave NS Lanzit,Yes ,Yes,33.9346215,-118.2527364
1411,Shelter ,NB Central Ave NS 105th St,Yes,,33.940986,-118.2541611
1412,Shelter ,SB Central NS Lanzit,Yes,,33.935129,-118.2542144
1413,Shelter ,11325 Central SB Central NS 114th St,Yes ,Yes,33.931148,-118.254602
1414,Shelter ,1575 Imperial  WB Imperial  FS Compton,Yes,,33.929611,-118.2487627
1415,Shelter ,1827 103rd St.  WB 103rd FS Willmington,Yes ,Yes,33.9434624,-118.2398249
1416,Shelter ,10221 S. Compton WB 103rd St. FS Compton Ave,Yes,,33.9435115,-118.2466923
1417,Shelter ,11400 Vermont Ave.  NB Vermont Ave NS Imperial Hwy,Yes ,Yes,33.9306697,-118.2911867
1418,Shelter ,10900 San Pedro StSB San Pedro FS 109th Pl,Yes ,Yes,33.937403,-118.271715
1419,Shelter ,11100 S. San Pedro St  NB San Pedro St FS 111th Pl,Yes ,Yes,33.9339283,-118.2717095
1420,Shelter ,1000 W. Anaheim St  SB Wilmington Bl NS Anaheim St,Yes ,Yes,33.7793401,-118.2763628
1421,Shelter ,25800 Western Ave  EB PCH FS Western,Yes,,33.7890857,-118.3072087
1422,Shelter ,1400 PCH  EB PCH NS Belle Porte Ave,Yes,,33.7898655,-118.3033433
1423,Shelter ,1345 PCH  WB PCH NS Belle Porte,Yes,,33.7898041,-118.3007994
1424,Shelter ,25655 PCH  WB PCH FS 110 Fwy,Yes,,33.790608,-118.284102
1425,Shelter ,1900 W. PCH  EB PCH FS Vermont Ave,Yes,,33.7910022,-118.2941766
1426,Shelter ,350 PCH  EB PCH FS Island Ave,Yes,,33.7909951,-118.2663567
1427,Shelter ,500 E. PCH  WB PCH FS Eubank Ave,Yes,,33.79149,-118.2585537
1428,Shelter ,24200 S. Western Ave  SB Western Ave FS 242nd Pl,Yes ,Yes,33.804936,-118.3095892
1429,Shelter ,23808 Western Ave  NB Western Ave NS 238th St,Yes,,33.8082021,-118.3077633
1430,Shelter ,1302 Sepulveda Bl  EB Sepulveda Bl NS Normandie Ave,Yes,,33.8128209,-118.3008822
1431,Shelter ,900 E. Imperial Hwy  WB Imperial NS Wadsworth Ave,Yes ,Yes,33.9309301,-118.2595225
1432,Shelter ,10000 S. Compton Ave  NB Compton  Ave NS Century Bl,Yes ,Yes,33.945657,-118.2484272
1433,Shelter ,10000 S. Compton Ave.SB Compton FS Century,Yes,,33.9456527,-118.2462144
1434,Shelter ,1657 E. Century Bl  WB Century Bl FS Grandee Ave,Yes,,33.9464433,-118.2438842
1435,Shelter ,SB Grandee Ave FS Century Bl,Yes,,33.9457443,-118.2434648
1436,Shelter ,11300 S. Broadway  NB Broadway FS Imperial Hwy,Yes,,33.931778,-118.278129
1437,Shelter ,11100 S. Figueroa St.  SB Fig FS 111th Pl,Yes,,33.9346358,-118.2823582
1438,Shelter ,700 W. El Segundo Bl  EB El Segundo Bl NS Hoover St,Yes ,Yes,33.9164893,-118.2891889
1439,Shelter ,400 E. Segundo Bl  EB El Segundo Bl  FS Fig,Yes ,Yes,33.9164276,-118.284937
1440,Shelter ,850 W. Rosecrans Ave  EB Rosecrans Ave FS Vermont,Yes,,33.9015503,-118.2909312
1441,Shelter ,506 W. Rosecrans Ave EB Rosecrans Ave NS Fig,Yes,,33.9015642,-118.2831018
1442,Shelter ,15235 S. Fig  SB Fig NS Redondo Beach Bl,Yes ,Yes,33.8931732,-118.2834979
1443,Shelter ,WB 92nd FS Bandera St.,Yes,,33.9532781,-118.2396334
1444,Shelter ,498 W. 117th St  EB 117th FS Fig,Yes,,33.9273413,-118.28261
1445,Shelter ,SB Figueroa St @ 105 Freeway,Yes,,34.0522342,-118.2436849
1446,Shelter ,NB Figueroa St. @ 105 Freeway,Yes,,34.0522342,-118.2436849
1447,Shelter ,1800 E. 92nd  EB 92nd St. NS Bandera St,Yes ,Yes,33.9529162,-118.240138
1448,Shelter ,13432 S. Vermont Ave  NB Vermont Ave FS 135 th,Yes,,33.9094992,-118.2912098
1449,Shelter ,NB Gaffey St. FS 7th St,Yes ,Yes,33.7378623,-118.2924068
