LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,JAMES B PIERCE,CAROL NAJERA
SANTA CLARITA,6220116A,2410,10,N,0,VBM PORTION,117,33,52
SANTA CLARITA,6220116A,2410,10,N,1081,TOTAL,203,67,82
SANTA CLARITA,6220118A,2411,10,N,813,POLLING PLACE,21,9,8
SANTA CLARITA,6220118A,2411,10,N,0,VBM PORTION,45,10,23
SANTA CLARITA,6220118A,2411,10,N,813,TOTAL,66,19,31
SANTA CLARITA,6220126A,2412,10,N,1099,POLLING PLACE,97,38,31
SANTA CLARITA,6220126A,2412,10,N,0,VBM PORTION,135,47,45
SANTA CLARITA,6220126A,2412,10,N,1099,TOTAL,232,85,76
SANTA CLARITA,6220127A,2413,10,N,709,POLLING PLACE,29,13,9
SANTA CLARITA,6220127A,2413,10,N,0,VBM PORTION,53,20,24
SANTA CLARITA,6220127A,2413,10,N,709,TOTAL,82,33,33
SANTA CLARITA,6220132A,2414,10,N,597,POLLING PLACE,50,9,21
SANTA CLARITA,6220132A,2414,10,N,0,VBM PORTION,68,20,36
SANTA CLARITA,6220132A,2414,10,N,597,TOTAL,118,29,57
SANTA CLARITA,6220135A,2415,10,N,920,POLLING PLACE,77,22,37
SANTA CLARITA,6220135A,2415,10,N,0,VBM PORTION,108,37,41
SANTA CLARITA,6220135A,2415,10,N,920,TOTAL,185,59,78
SANTA CLARITA,6220136A,2416,10,N,1297,POLLING PLACE,116,32,35
SANTA CLARITA,6220136A,2416,10,N,0,VBM PORTION,176,64,66
SANTA CLARITA,6220136A,2416,10,N,1297,TOTAL,292,96,101
SANTA CLARITA,6220139A,2417,10,N,1297,POLLING PLACE,87,29,35
SANTA CLARITA,6220139A,2417,10,N,0,VBM PORTION,124,38,57
SANTA CLARITA,6220139A,2417,10,N,1297,TOTAL,211,67,92
SANTA CLARITA,6220141A,2418,10,N,817,POLLING PLACE,68,24,31
SANTA CLARITA,6220141A,2418,10,N,0,VBM PORTION,95,42,35
SANTA CLARITA,6220141A,2418,10,N,817,TOTAL,163,66,66
SANTA CLARITA,6220142A,2419,10,N,1307,POLLING PLACE,101,24,56
SANTA CLARITA,6220142A,2419,10,N,0,VBM PORTION,94,34,46
SANTA CLARITA,6220142A,2419,10,N,1307,TOTAL,195,58,102
SANTA CLARITA,6220145A,2420,10,N,1178,POLLING PLACE,93,28,41
SANTA CLARITA,6220145A,2420,10,N,0,VBM PORTION,110,33,42
SANTA CLARITA,6220145A,2420,10,N,1178,TOTAL,203,61,83
SANTA CLARITA,6220146A,2421,10,N,1374,POLLING PLACE,120,41,41
SANTA CLARITA,6220146A,2421,10,N,0,VBM PORTION,147,36,59
SANTA CLARITA,6220146A,2421,10,N,1374,TOTAL,267,77,100
SANTA CLARITA,6220148A,2422,10,N,1451,POLLING PLACE,131,43,50
SANTA CLARITA,6220148A,2422,10,N,0,VBM PORTION,253,94,80
SANTA CLARITA,6220148A,2422,10,N,1451,TOTAL,384,137,130
SANTA CLARITA,6220149A,2423,10,N,820,POLLING PLACE,54,27,12
SANTA CLARITA,6220149A,2423,10,N,0,VBM PORTION,60,34,21
SANTA CLARITA,6220149A,2423,10,N,820,TOTAL,114,61,33
SANTA CLARITA,6220151A,6148,24,Y,0,POLLING PLACE,0,0,0
SANTA CLARITA,6220151A,6148,24,Y,0,VBM PORTION,0,0,0
SANTA CLARITA,6220151A,6148,24,Y,0,TOTAL,0,0,0
SANTA CLARITA,6220153A,6149,21,Y,1,POLLING PLACE,0,0,0
SANTA CLARITA,6220153A,6149,21,Y,0,VBM PORTION,0,0,0
SANTA CLARITA,6220153A,6149,21,Y,1,TOTAL,0,0,0
SANTA CLARITA,6220155A,2424,10,N,641,POLLING PLACE,48,17,21
SANTA CLARITA,6220155A,2424,10,N,0,VBM PORTION,82,18,33
SANTA CLARITA,6220155A,2424,10,N,641,TOTAL,130,35,54
SANTA CLARITA,6220160A,2425,10,N,1037,POLLING PLACE,63,23,26
SANTA CLARITA,6220160A,2425,10,N,0,VBM PORTION,76,24,26
SANTA CLARITA,6220160A,2425,10,N,1037,TOTAL,139,47,52
SANTA CLARITA,6220161A,2426,10,N,1249,POLLING PLACE,36,5,25
SANTA CLARITA,6220161A,2426,10,N,0,VBM PORTION,30,6,15
SANTA CLARITA,6220161A,2426,10,N,1249,TOTAL,66,11,40
SANTA CLARITA,6220163A,2427,10,N,1162,POLLING PLACE,52,13,28
SANTA CLARITA,6220163A,2427,10,N,0,VBM PORTION,75,30,33
SANTA CLARITA,6220163A,2427,10,N,1162,TOTAL,127,43,61
SANTA CLARITA,6220164A,2428,10,N,1048,POLLING PLACE,67,16,34
SANTA CLARITA,6220164A,2428,10,N,0,VBM PORTION,106,35,50
SANTA CLARITA,6220164A,2428,10,N,1048,TOTAL,173,51,84
SANTA CLARITA,6220166A,2429,3,N,673,POLLING PLACE,69,31,27
SANTA CLARITA,6220166A,2429,3,N,0,VBM PORTION,52,20,20
SANTA CLARITA,6220166A,2429,3,N,673,TOTAL,121,51,47
SANTA CLARITA,6220167C,2430,3,N,833,POLLING PLACE,88,28,45
SANTA CLARITA,6220167C,2430,3,N,0,VBM PORTION,82,33,31
SANTA CLARITA,6220167C,2430,3,N,833,TOTAL,170,61,76
SANTA CLARITA,6220168A,6150,10,Y,315,POLLING PLACE,0,0,0
SANTA CLARITA,6220168A,6150,10,Y,0,VBM PORTION,56,14,25
SANTA CLARITA,6220168A,6150,10,Y,315,TOTAL,56,14,25
SANTA CLARITA,6220170A,2431,3,N,1256,POLLING PLACE,99,35,48
SANTA CLARITA,6220170A,2431,3,N,0,VBM PORTION,122,42,42
SANTA CLARITA,6220170A,2431,3,N,1256,TOTAL,221,77,90
SANTA CLARITA,6220176A,2432,3,N,1290,POLLING PLACE,87,25,42
SANTA CLARITA,6220176A,2432,3,N,0,VBM PORTION,166,46,72
SANTA CLARITA,6220176A,2432,3,N,1290,TOTAL,253,71,114
SANTA CLARITA,6220179A,2433,3,N,914,POLLING PLACE,71,20,30
SANTA CLARITA,6220179A,2433,3,N,0,VBM PORTION,110,27,57
SANTA CLARITA,6220179A,2433,3,N,914,TOTAL,181,47,87
SANTA CLARITA,6220180A,2434,3,N,1045,POLLING PLACE,86,30,43
SANTA CLARITA,6220180A,2434,3,N,0,VBM PORTION,96,32,34
SANTA CLARITA,6220180A,2434,3,N,1045,TOTAL,182,62,77
SANTA CLARITA,6220182A,2435,10,N,995,POLLING PLACE,110,40,43
SANTA CLARITA,6220182A,2435,10,N,0,VBM PORTION,126,43,45
SANTA CLARITA,6220182A,2435,10,N,995,TOTAL,236,83,88
SANTA CLARITA,6220183A,2436,10,N,1006,POLLING PLACE,66,17,37
SANTA CLARITA,6220183A,2436,10,N,0,VBM PORTION,119,45,34
SANTA CLARITA,6220183A,2436,10,N,1006,TOTAL,185,62,71
SANTA CLARITA,6220185A,6151,10,Y,437,POLLING PLACE,0,0,0
SANTA CLARITA,6220185A,6151,10,Y,0,VBM PORTION,186,56,84
SANTA CLARITA,6220185A,6151,10,Y,437,TOTAL,186,56,84
SANTA CLARITA,6220186A,2437,10,N,697,POLLING PLACE,84,30,33
SANTA CLARITA,6220186A,2437,10,N,0,VBM PORTION,82,34,32
SANTA CLARITA,6220186A,2437,10,N,697,TOTAL,166,64,65
SANTA CLARITA,6220190A,2438,10,N,646,POLLING PLACE,20,9,8
SANTA CLARITA,6220190A,2438,10,N,0,VBM PORTION,42,18,9
SANTA CLARITA,6220190A,2438,10,N,646,TOTAL,62,27,17
SANTA CLARITA,6220191A,6152,24,Y,42,POLLING PLACE,0,0,0
SANTA CLARITA,6220191A,6152,24,Y,0,VBM PORTION,4,4,0
SANTA CLARITA,6220191A,6152,24,Y,42,TOTAL,4,4,0
SANTA CLARITA,6220193A,2439,10,N,575,POLLING PLACE,54,12,36
SANTA CLARITA,6220193A,2439,10,N,0,VBM PORTION,73,23,26
SANTA CLARITA,6220193A,2439,10,N,575,TOTAL,127,35,62
SANTA CLARITA,6220194A,2440,10,N,751,POLLING PLACE,62,27,22
SANTA CLARITA,6220194A,2440,10,N,0,VBM PORTION,39,12,20
SANTA CLARITA,6220194A,2440,10,N,751,TOTAL,101,39,42
SANTA FE SPRINGS,6230001A,2441,132,N,1107,POLLING PLACE,61,18,31
SANTA FE SPRINGS,6230001A,2441,132,N,0,VBM PORTION,67,19,27
SANTA FE SPRINGS,6230001A,2441,132,N,1107,TOTAL,128,37,58
SANTA FE SPRINGS,6230004A,2442,132,N,997,POLLING PLACE,78,18,45
SANTA FE SPRINGS,6230004A,2442,132,N,0,VBM PORTION,65,22,27
SANTA FE SPRINGS,6230004A,2442,132,N,997,TOTAL,143,40,72
SANTA FE SPRINGS,6230006A,2443,132,N,1196,POLLING PLACE,110,31,60
SANTA FE SPRINGS,6230006A,2443,132,N,0,VBM PORTION,59,15,33
SANTA FE SPRINGS,6230006A,2443,132,N,1196,TOTAL,169,46,93
SANTA FE SPRINGS,6230008A,2444,132,N,839,POLLING PLACE,74,22,37
SANTA FE SPRINGS,6230008A,2444,132,N,0,VBM PORTION,54,16,21
SANTA FE SPRINGS,6230008A,2444,132,N,839,TOTAL,128,38,58
SANTA FE SPRINGS,6230009A,2445,132,N,970,POLLING PLACE,75,30,31
SANTA FE SPRINGS,6230009A,2445,132,N,0,VBM PORTION,95,32,44
SANTA FE SPRINGS,6230009A,2445,132,N,970,TOTAL,170,62,75
SANTA FE SPRINGS,6230010A,2446,132,N,1033,POLLING PLACE,62,22,36
SANTA FE SPRINGS,6230010A,2446,132,N,0,VBM PORTION,24,4,14
SANTA FE SPRINGS,6230010A,2446,132,N,1033,TOTAL,86,26,50
SANTA FE SPRINGS,6230011A,2447,132,N,1266,POLLING PLACE,69,16,38
SANTA FE SPRINGS,6230011A,2447,132,N,0,VBM PORTION,68,19,40
SANTA FE SPRINGS,6230011A,2447,132,N,1266,TOTAL,137,35,78
SANTA FE SPRINGS,6230018A,2448,132,N,938,POLLING PLACE,72,23,37
SANTA FE SPRINGS,6230018A,2448,132,N,0,VBM PORTION,61,23,28
SANTA FE SPRINGS,6230018A,2448,132,N,938,TOTAL,133,46,65
SANTA FE SPRINGS,6230051A,2449,132,N,1115,POLLING PLACE,69,23,32
SANTA FE SPRINGS,6230051A,2449,132,N,0,VBM PORTION,64,23,26
SANTA FE SPRINGS,6230051A,2449,132,N,1115,TOTAL,133,46,58
SANTA FE SPRINGS,6230052B,6153,132,Y,191,POLLING PLACE,0,0,0
SANTA FE SPRINGS,6230052B,6153,132,Y,0,VBM PORTION,20,4,11
SANTA FE SPRINGS,6230052B,6153,132,Y,191,TOTAL,20,4,11
SANTA FE SPRINGS,6230052L,6154,132,Y,25,POLLING PLACE,0,0,0
SANTA FE SPRINGS,6230052L,6154,132,Y,0,VBM PORTION,3,0,2
SANTA FE SPRINGS,6230052L,6154,132,Y,25,TOTAL,3,0,2
SANTA MONICA,6250001A,2450,82,N,945,POLLING PLACE,176,84,32
SANTA MONICA,6250001A,2450,82,N,0,VBM PORTION,156,71,38
SANTA MONICA,6250001A,2450,82,N,945,TOTAL,332,155,70
SANTA MONICA,6250003C,2451,82,N,1050,POLLING PLACE,228,94,46
SANTA MONICA,6250003C,2451,82,N,0,VBM PORTION,187,82,42
SANTA MONICA,6250003C,2451,82,N,1050,TOTAL,415,176,88
SANTA MONICA,6250005A,2452,82,N,1264,POLLING PLACE,194,66,48
SANTA MONICA,6250005A,2452,82,N,0,VBM PORTION,128,54,28
SANTA MONICA,6250005A,2452,82,N,1264,TOTAL,322,120,76
SANTA MONICA,6250006A,2453,82,N,1150,POLLING PLACE,242,100,66
SANTA MONICA,6250006A,2453,82,N,0,VBM PORTION,147,48,33
SANTA MONICA,6250006A,2453,82,N,1150,TOTAL,389,148,99
SANTA MONICA,6250008A,2454,82,N,1214,POLLING PLACE,162,57,39
SANTA MONICA,6250008A,2454,82,N,0,VBM PORTION,198,80,43
SANTA MONICA,6250008A,2454,82,N,1214,TOTAL,360,137,82
SANTA MONICA,6250010E,2455,82,N,1176,POLLING PLACE,167,72,44
SANTA MONICA,6250010E,2455,82,N,0,VBM PORTION,113,41,23
SANTA MONICA,6250010E,2455,82,N,1176,TOTAL,280,113,67
SANTA MONICA,6250011A,2456,82,N,1183,POLLING PLACE,160,65,37
SANTA MONICA,6250011A,2456,82,N,0,VBM PORTION,157,71,31
SANTA MONICA,6250011A,2456,82,N,1183,TOTAL,317,136,68
SANTA MONICA,6250015B,2457,82,N,1320,POLLING PLACE,214,92,50
SANTA MONICA,6250015B,2457,82,N,0,VBM PORTION,227,84,47
SANTA MONICA,6250015B,2457,82,N,1320,TOTAL,441,176,97
SANTA MONICA,6250016A,2458,82,N,1376,POLLING PLACE,234,81,68
SANTA MONICA,6250016A,2458,82,N,0,VBM PORTION,174,66,43
SANTA MONICA,6250016A,2458,82,N,1376,TOTAL,408,147,111
SANTA MONICA,6250017A,2459,82,N,1334,POLLING PLACE,285,131,50
SANTA MONICA,6250017A,2459,82,N,0,VBM PORTION,211,80,45
SANTA MONICA,6250017A,2459,82,N,1334,TOTAL,496,211,95
SANTA MONICA,6250019A,2460,82,N,1461,POLLING PLACE,137,46,46
SANTA MONICA,6250019A,2460,82,N,0,VBM PORTION,140,55,30
SANTA MONICA,6250019A,2460,82,N,1461,TOTAL,277,101,76
SANTA MONICA,6250020A,2461,82,N,1129,POLLING PLACE,184,74,51
SANTA MONICA,6250020A,2461,82,N,0,VBM PORTION,118,49,30
SANTA MONICA,6250020A,2461,82,N,1129,TOTAL,302,123,81
SANTA MONICA,6250024A,2462,82,N,824,POLLING PLACE,86,25,33
SANTA MONICA,6250024A,2462,82,N,0,VBM PORTION,61,18,22
SANTA MONICA,6250024A,2462,82,N,824,TOTAL,147,43,55
SANTA MONICA,6250025B,2463,82,N,1155,POLLING PLACE,115,38,50
SANTA MONICA,6250025B,2463,82,N,0,VBM PORTION,81,32,24
SANTA MONICA,6250025B,2463,82,N,1155,TOTAL,196,70,74
SANTA MONICA,6250026A,2464,82,N,1251,POLLING PLACE,245,101,65
SANTA MONICA,6250026A,2464,82,N,0,VBM PORTION,172,64,38
SANTA MONICA,6250026A,2464,82,N,1251,TOTAL,417,165,103
SANTA MONICA,6250029A,2465,82,N,782,POLLING PLACE,130,67,23
SANTA MONICA,6250029A,2465,82,N,0,VBM PORTION,136,53,36
SANTA MONICA,6250029A,2465,82,N,782,TOTAL,266,120,59
SANTA MONICA,6250032A,2466,82,N,1204,POLLING PLACE,162,68,43
SANTA MONICA,6250032A,2466,82,N,0,VBM PORTION,167,71,32
SANTA MONICA,6250032A,2466,82,N,1204,TOTAL,329,139,75
SANTA MONICA,6250034A,2467,82,N,1217,POLLING PLACE,222,83,45
SANTA MONICA,6250034A,2467,82,N,0,VBM PORTION,138,48,33
SANTA MONICA,6250034A,2467,82,N,1217,TOTAL,360,131,78
SANTA MONICA,6250036B,2468,82,N,1250,POLLING PLACE,170,67,52
SANTA MONICA,6250036B,2468,82,N,0,VBM PORTION,119,43,33
SANTA MONICA,6250036B,2468,82,N,1250,TOTAL,289,110,85
SANTA MONICA,6250041A,2469,82,N,1383,POLLING PLACE,129,47,49
SANTA MONICA,6250041A,2469,82,N,0,VBM PORTION,159,66,36
SANTA MONICA,6250041A,2469,82,N,1383,TOTAL,288,113,85
SANTA MONICA,6250045A,2470,82,N,1306,POLLING PLACE,138,53,34
SANTA MONICA,6250045A,2470,82,N,0,VBM PORTION,131,50,37
SANTA MONICA,6250045A,2470,82,N,1306,TOTAL,269,103,71
SANTA MONICA,6250046A,2471,82,N,1361,POLLING PLACE,175,68,49
SANTA MONICA,6250046A,2471,82,N,0,VBM PORTION,136,49,33
SANTA MONICA,6250046A,2471,82,N,1361,TOTAL,311,117,82
SANTA MONICA,6250050A,2472,82,N,1082,POLLING PLACE,137,51,37
SANTA MONICA,6250050A,2472,82,N,0,VBM PORTION,94,33,29
SANTA MONICA,6250050A,2472,82,N,1082,TOTAL,231,84,66
SANTA MONICA,6250051A,2473,82,N,1327,POLLING PLACE,164,70,53
SANTA MONICA,6250051A,2473,82,N,0,VBM PORTION,134,46,38
SANTA MONICA,6250051A,2473,82,N,1327,TOTAL,298,116,91
SANTA MONICA,6250052B,2474,82,N,986,POLLING PLACE,85,36,19
SANTA MONICA,6250052B,2474,82,N,0,VBM PORTION,86,29,29
SANTA MONICA,6250052B,2474,82,N,986,TOTAL,171,65,48
SANTA MONICA,6250053A,2475,82,N,1354,POLLING PLACE,114,42,37
SANTA MONICA,6250053A,2475,82,N,0,VBM PORTION,144,57,39
SANTA MONICA,6250053A,2475,82,N,1354,TOTAL,258,99,76
SANTA MONICA,6250056A,2476,82,N,1083,POLLING PLACE,41,20,12
SANTA MONICA,6250056A,2476,82,N,0,VBM PORTION,84,26,20
SANTA MONICA,6250056A,2476,82,N,1083,TOTAL,125,46,32
SANTA MONICA,6250060A,2477,82,N,951,POLLING PLACE,76,18,31
SANTA MONICA,6250060A,2477,82,N,0,VBM PORTION,91,38,29
SANTA MONICA,6250060A,2477,82,N,951,TOTAL,167,56,60
SANTA MONICA,6250061A,2478,82,N,1032,POLLING PLACE,121,42,53
SANTA MONICA,6250061A,2478,82,N,0,VBM PORTION,57,25,17
SANTA MONICA,6250061A,2478,82,N,1032,TOTAL,178,67,70
SANTA MONICA,6250062A,2479,82,N,973,POLLING PLACE,106,37,30
SANTA MONICA,6250062A,2479,82,N,0,VBM PORTION,58,15,21
SANTA MONICA,6250062A,2479,82,N,973,TOTAL,164,52,51
SANTA MONICA,6250067A,2480,82,N,994,POLLING PLACE,183,78,38
SANTA MONICA,6250067A,2480,82,N,0,VBM PORTION,87,34,17
SANTA MONICA,6250067A,2480,82,N,994,TOTAL,270,112,55
SANTA MONICA,6250068D,2481,82,N,610,POLLING PLACE,74,20,31
SANTA MONICA,6250068D,2481,82,N,0,VBM PORTION,63,23,14
SANTA MONICA,6250068D,2481,82,N,610,TOTAL,137,43,45
SANTA MONICA,6250069A,2482,82,N,1244,POLLING PLACE,211,86,50
SANTA MONICA,6250069A,2482,82,N,0,VBM PORTION,132,43,31
SANTA MONICA,6250069A,2482,82,N,1244,TOTAL,343,129,81
SANTA MONICA,6250070A,2483,82,N,1147,POLLING PLACE,190,78,55
SANTA MONICA,6250070A,2483,82,N,0,VBM PORTION,146,49,46
SANTA MONICA,6250070A,2483,82,N,1147,TOTAL,336,127,101
SANTA MONICA,6250071A,2484,82,N,1037,POLLING PLACE,114,36,35
SANTA MONICA,6250071A,2484,82,N,0,VBM PORTION,66,23,25
SANTA MONICA,6250071A,2484,82,N,1037,TOTAL,180,59,60
SANTA MONICA,6250072A,2485,82,N,1375,POLLING PLACE,280,112,71
SANTA MONICA,6250072A,2485,82,N,0,VBM PORTION,185,68,55
SANTA MONICA,6250072A,2485,82,N,1375,TOTAL,465,180,126
SANTA MONICA,6250076B,2486,82,N,927,POLLING PLACE,175,84,27
SANTA MONICA,6250076B,2486,82,N,0,VBM PORTION,134,66,27
SANTA MONICA,6250076B,2486,82,N,927,TOTAL,309,150,54
SANTA MONICA,6250078A,2487,82,N,864,POLLING PLACE,139,53,42
SANTA MONICA,6250078A,2487,82,N,0,VBM PORTION,88,34,20
SANTA MONICA,6250078A,2487,82,N,864,TOTAL,227,87,62
SANTA MONICA,6250081A,2488,82,N,1182,POLLING PLACE,219,70,59
SANTA MONICA,6250081A,2488,82,N,0,VBM PORTION,107,45,22
SANTA MONICA,6250081A,2488,82,N,1182,TOTAL,326,115,81
SANTA MONICA,6250083A,2489,82,N,1244,POLLING PLACE,245,87,67
SANTA MONICA,6250083A,2489,82,N,0,VBM PORTION,134,55,37
SANTA MONICA,6250083A,2489,82,N,1244,TOTAL,379,142,104
SANTA MONICA,6250085A,2490,82,N,1323,POLLING PLACE,196,67,54
SANTA MONICA,6250085A,2490,82,N,0,VBM PORTION,138,52,34
SANTA MONICA,6250085A,2490,82,N,1323,TOTAL,334,119,88
SANTA MONICA,6250089A,2491,82,N,1254,POLLING PLACE,296,132,78
SANTA MONICA,6250089A,2491,82,N,0,VBM PORTION,180,73,45
SANTA MONICA,6250089A,2491,82,N,1254,TOTAL,476,205,123
SANTA MONICA,6250092A,2492,82,N,1297,POLLING PLACE,227,94,62
SANTA MONICA,6250092A,2492,82,N,0,VBM PORTION,132,54,39
SANTA MONICA,6250092A,2492,82,N,1297,TOTAL,359,148,101
SANTA MONICA,6250094B,2493,82,N,1009,POLLING PLACE,176,61,46
SANTA MONICA,6250094B,2493,82,N,0,VBM PORTION,112,37,31
SANTA MONICA,6250094B,2493,82,N,1009,TOTAL,288,98,77
SANTA MONICA,6250095A,2494,82,N,1393,POLLING PLACE,156,52,52
SANTA MONICA,6250095A,2494,82,N,0,VBM PORTION,171,71,48
SANTA MONICA,6250095A,2494,82,N,1393,TOTAL,327,123,100
SANTA MONICA,6250098A,2495,82,N,1280,POLLING PLACE,207,81,64
SANTA MONICA,6250098A,2495,82,N,0,VBM PORTION,117,38,28
SANTA MONICA,6250098A,2495,82,N,1280,TOTAL,324,119,92
SANTA MONICA,6250106A,2496,82,N,1028,POLLING PLACE,165,61,42
SANTA MONICA,6250106A,2496,82,N,0,VBM PORTION,128,47,39
SANTA MONICA,6250106A,2496,82,N,1028,TOTAL,293,108,81
SANTA MONICA,6250107A,2497,82,N,1244,POLLING PLACE,220,85,45
SANTA MONICA,6250107A,2497,82,N,0,VBM PORTION,207,81,44
SANTA MONICA,6250107A,2497,82,N,1244,TOTAL,427,166,89
SANTA MONICA,6250110D,2498,82,N,956,POLLING PLACE,145,48,46
SANTA MONICA,6250110D,2498,82,N,0,VBM PORTION,111,43,28
SANTA MONICA,6250110D,2498,82,N,956,TOTAL,256,91,74
SANTA MONICA,6250113A,2499,82,N,1464,POLLING PLACE,174,64,47
SANTA MONICA,6250113A,2499,82,N,0,VBM PORTION,151,56,43
SANTA MONICA,6250113A,2499,82,N,1464,TOTAL,325,120,90
SANTA MONICA,6250121A,2500,82,N,1299,POLLING PLACE,153,54,58
SANTA MONICA,6250121A,2500,82,N,0,VBM PORTION,116,43,32
SANTA MONICA,6250121A,2500,82,N,1299,TOTAL,269,97,90
SANTA MONICA,6250125A,2501,82,N,1194,POLLING PLACE,199,79,51
SANTA MONICA,6250125A,2501,82,N,0,VBM PORTION,203,83,46
SANTA MONICA,6250125A,2501,82,N,1194,TOTAL,402,162,97
SANTA MONICA,6250127A,2502,82,N,1140,POLLING PLACE,200,83,47
SANTA MONICA,6250127A,2502,82,N,0,VBM PORTION,104,39,26
SANTA MONICA,6250127A,2502,82,N,1140,TOTAL,304,122,73
SANTA MONICA,6250128A,2503,82,N,1004,POLLING PLACE,210,91,43
SANTA MONICA,6250128A,2503,82,N,0,VBM PORTION,179,72,28
SANTA MONICA,6250128A,2503,82,N,1004,TOTAL,389,163,71
SAUGUS,6300002A,6155,3,Y,218,POLLING PLACE,0,0,0
SAUGUS,6300002A,6155,3,Y,0,VBM PORTION,55,18,25
SAUGUS,6300002A,6155,3,Y,218,TOTAL,55,18,25
SAUGUS,6300003A,6156,3,Y,57,POLLING PLACE,0,0,0
SAUGUS,6300003A,6156,3,Y,0,VBM PORTION,17,6,6
SAUGUS,6300003A,6156,3,Y,57,TOTAL,17,6,6
SAUGUS,6300004A,6157,3,Y,191,POLLING PLACE,0,0,0
SAUGUS,6300004A,6157,3,Y,0,VBM PORTION,25,10,9
SAUGUS,6300004A,6157,3,Y,191,TOTAL,25,10,9
SAUGUS,6300005A,2504,3,N,1346,POLLING PLACE,81,31,31
SAUGUS,6300005A,2504,3,N,0,VBM PORTION,96,48,32
SAUGUS,6300005A,2504,3,N,1346,TOTAL,177,79,63
SAUGUS,6300006A,2505,3,N,296,POLLING PLACE,16,6,6
SAUGUS,6300006A,2505,3,N,0,VBM PORTION,27,8,15
SAUGUS,6300006A,2505,3,N,296,TOTAL,43,14,21
SAUGUS,6300014A,2506,3,N,1089,POLLING PLACE,47,16,24
SAUGUS,6300014A,2506,3,N,0,VBM PORTION,112,39,46
SAUGUS,6300014A,2506,3,N,1089,TOTAL,159,55,70
SAUGUS,6300023A,2507,10,N,1346,POLLING PLACE,92,33,40
SAUGUS,6300023A,2507,10,N,0,VBM PORTION,95,42,37
SAUGUS,6300023A,2507,10,N,1346,TOTAL,187,75,77
SAUGUS,6300031A,6158,10,Y,0,POLLING PLACE,0,0,0
SAUGUS,6300031A,6158,10,Y,0,VBM PORTION,0,0,0
SAUGUS,6300031A,6158,10,Y,0,TOTAL,0,0,0
SAUGUS,6300037A,6159,10,Y,32,POLLING PLACE,0,0,0
SAUGUS,6300037A,6159,10,Y,0,VBM PORTION,5,1,3
SAUGUS,6300037A,6159,10,Y,32,TOTAL,5,1,3
SAUGUS,6300040A,2508,10,N,733,POLLING PLACE,34,13,12
SAUGUS,6300040A,2508,10,N,0,VBM PORTION,67,25,29
SAUGUS,6300040A,2508,10,N,733,TOTAL,101,38,41
SAUGUS,6300099A,6160,3,Y,75,POLLING PLACE,0,0,0
SAUGUS,6300099A,6160,3,Y,0,VBM PORTION,12,8,2
SAUGUS,6300099A,6160,3,Y,75,TOTAL,12,8,2
SAUGUS,6300247A,2509,10,N,712,POLLING PLACE,42,13,23
SAUGUS,6300247A,2509,10,N,0,VBM PORTION,62,22,32
SAUGUS,6300247A,2509,10,N,712,TOTAL,104,35,55
SIERRA MADRE,6400001A,6161,76,Y,0,POLLING PLACE,0,0,0
SIERRA MADRE,6400001A,6161,76,Y,0,VBM PORTION,0,0,0
SIERRA MADRE,6400001A,6161,76,Y,0,TOTAL,0,0,0
SIERRA MADRE,6400002A,2510,33,N,891,POLLING PLACE,132,58,44
SIERRA MADRE,6400002A,2510,33,N,0,VBM PORTION,111,36,45
SIERRA MADRE,6400002A,2510,33,N,891,TOTAL,243,94,89
SIERRA MADRE,6400003A,2511,33,N,896,POLLING PLACE,160,59,49
SIERRA MADRE,6400003A,2511,33,N,0,VBM PORTION,115,40,43
SIERRA MADRE,6400003A,2511,33,N,896,TOTAL,275,99,92
SIERRA MADRE,6400004A,2512,33,N,529,POLLING PLACE,84,41,19
SIERRA MADRE,6400004A,2512,33,N,0,VBM PORTION,91,31,26
SIERRA MADRE,6400004A,2512,33,N,529,TOTAL,175,72,45
SIERRA MADRE,6400006A,2513,33,N,925,POLLING PLACE,149,59,47
SIERRA MADRE,6400006A,2513,33,N,0,VBM PORTION,106,40,29
SIERRA MADRE,6400006A,2513,33,N,925,TOTAL,255,99,76
SIERRA MADRE,6400007A,2514,33,N,808,POLLING PLACE,94,40,28
SIERRA MADRE,6400007A,2514,33,N,0,VBM PORTION,108,46,42
SIERRA MADRE,6400007A,2514,33,N,808,TOTAL,202,86,70
SIERRA MADRE,6400010A,2515,33,N,829,POLLING PLACE,115,47,39
SIERRA MADRE,6400010A,2515,33,N,0,VBM PORTION,107,39,37
SIERRA MADRE,6400010A,2515,33,N,829,TOTAL,222,86,76
SIERRA MADRE,6400011A,2516,33,N,1038,POLLING PLACE,142,57,42
SIERRA MADRE,6400011A,2516,33,N,0,VBM PORTION,139,68,36
SIERRA MADRE,6400011A,2516,33,N,1038,TOTAL,281,125,78
SIERRA MADRE,6400012A,2517,33,N,1229,POLLING PLACE,187,90,60
SIERRA MADRE,6400012A,2517,33,N,0,VBM PORTION,185,68,62
SIERRA MADRE,6400012A,2517,33,N,1229,TOTAL,372,158,122
SIERRA MADRE,6400013A,2518,33,N,915,POLLING PLACE,124,50,41
SIERRA MADRE,6400013A,2518,33,N,0,VBM PORTION,137,45,45
SIERRA MADRE,6400013A,2518,33,N,915,TOTAL,261,95,86
SIGNAL HILL,6450001A,2519,191,N,703,POLLING PLACE,62,18,32
