LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,KAREN BASS,R ADAM KING,MERVIN EVANS
LOS ANGELES,9002140A,4012,116,N,767,TOTAL,83,59,4,8
LOS ANGELES,9002140B,4013,116,N,530,POLLING PLACE,49,39,0,2
LOS ANGELES,9002140B,4013,116,N,0,VBM PORTION,40,32,1,4
LOS ANGELES,9002140B,4013,116,N,530,TOTAL,89,71,1,6
LOS ANGELES,9002143A,4014,116,N,1217,POLLING PLACE,113,91,2,4
LOS ANGELES,9002143A,4014,116,N,0,VBM PORTION,80,68,3,4
LOS ANGELES,9002143A,4014,116,N,1217,TOTAL,193,159,5,8
LOS ANGELES,9002144A,4015,116,N,1068,POLLING PLACE,52,34,4,2
LOS ANGELES,9002144A,4015,116,N,0,VBM PORTION,70,56,4,4
LOS ANGELES,9002144A,4015,116,N,1068,TOTAL,122,90,8,6
LOS ANGELES,9002150A,4017,148,N,1112,POLLING PLACE,86,61,1,5
LOS ANGELES,9002150A,4017,148,N,0,VBM PORTION,27,13,5,2
LOS ANGELES,9002150A,4017,148,N,1112,TOTAL,113,74,6,7
LOS ANGELES,9002153A,4018,148,N,1225,POLLING PLACE,73,49,7,6
LOS ANGELES,9002153A,4018,148,N,0,VBM PORTION,37,31,0,1
LOS ANGELES,9002153A,4018,148,N,1225,TOTAL,110,80,7,7
LOS ANGELES,9002156A,4020,148,N,1139,POLLING PLACE,60,36,7,8
LOS ANGELES,9002156A,4020,148,N,0,VBM PORTION,45,34,5,2
LOS ANGELES,9002156A,4020,148,N,1139,TOTAL,105,70,12,10
LOS ANGELES,9002162A,4022,148,N,947,POLLING PLACE,69,50,2,1
LOS ANGELES,9002162A,4022,148,N,0,VBM PORTION,41,32,1,5
LOS ANGELES,9002162A,4022,148,N,947,TOTAL,110,82,3,6
LOS ANGELES,9002163A,4023,116,N,848,POLLING PLACE,55,39,2,6
LOS ANGELES,9002163A,4023,116,N,0,VBM PORTION,50,47,0,1
LOS ANGELES,9002163A,4023,116,N,848,TOTAL,105,86,2,7
LOS ANGELES,9002166A,4024,148,N,1221,POLLING PLACE,78,51,3,3
LOS ANGELES,9002166A,4024,148,N,0,VBM PORTION,43,33,2,4
LOS ANGELES,9002166A,4024,148,N,1221,TOTAL,121,84,5,7
LOS ANGELES,9002167A,4025,116,N,1149,POLLING PLACE,88,65,2,6
LOS ANGELES,9002167A,4025,116,N,0,VBM PORTION,81,69,1,4
LOS ANGELES,9002167A,4025,116,N,1149,TOTAL,169,134,3,10
LOS ANGELES,9002177A,4029,159,N,972,POLLING PLACE,89,70,4,4
LOS ANGELES,9002177A,4029,159,N,0,VBM PORTION,64,51,1,5
LOS ANGELES,9002177A,4029,159,N,972,TOTAL,153,121,5,9
LOS ANGELES,9002178A,4030,148,N,837,POLLING PLACE,117,92,5,3
LOS ANGELES,9002178A,4030,148,N,0,VBM PORTION,61,43,2,4
LOS ANGELES,9002178A,4030,148,N,837,TOTAL,178,135,7,7
LOS ANGELES,9002179A,4031,148,N,848,POLLING PLACE,73,58,0,4
LOS ANGELES,9002179A,4031,148,N,0,VBM PORTION,37,30,1,1
LOS ANGELES,9002179A,4031,148,N,848,TOTAL,110,88,1,5
LOS ANGELES,9002190A,4037,116,N,1094,POLLING PLACE,63,54,3,3
LOS ANGELES,9002190A,4037,116,N,0,VBM PORTION,67,46,11,4
LOS ANGELES,9002190A,4037,116,N,1094,TOTAL,130,100,14,7
LOS ANGELES,9002193A,4039,116,N,592,POLLING PLACE,120,89,6,8
LOS ANGELES,9002193A,4039,116,N,0,VBM PORTION,45,31,6,3
LOS ANGELES,9002193A,4039,116,N,592,TOTAL,165,120,12,11
LOS ANGELES,9002207A,4042,159,N,1274,POLLING PLACE,114,91,4,5
LOS ANGELES,9002207A,4042,159,N,0,VBM PORTION,120,100,4,3
LOS ANGELES,9002207A,4042,159,N,1274,TOTAL,234,191,8,8
LOS ANGELES,9002211A,4044,148,N,1244,POLLING PLACE,135,107,2,2
LOS ANGELES,9002211A,4044,148,N,0,VBM PORTION,106,89,4,1
LOS ANGELES,9002211A,4044,148,N,1244,TOTAL,241,196,6,3
LOS ANGELES,9002214A,4045,148,N,1121,POLLING PLACE,141,105,2,6
LOS ANGELES,9002214A,4045,148,N,0,VBM PORTION,88,69,5,5
LOS ANGELES,9002214A,4045,148,N,1121,TOTAL,229,174,7,11
LOS ANGELES,9002219A,4046,148,N,990,POLLING PLACE,118,87,3,4
LOS ANGELES,9002219A,4046,148,N,0,VBM PORTION,63,55,0,1
LOS ANGELES,9002219A,4046,148,N,990,TOTAL,181,142,3,5
LOS ANGELES,9002247B,4055,86,N,1166,POLLING PLACE,128,103,9,6
LOS ANGELES,9002247B,4055,86,N,0,VBM PORTION,120,92,16,5
LOS ANGELES,9002247B,4055,86,N,1166,TOTAL,248,195,25,11
LOS ANGELES,9002283A,4071,86,N,1317,POLLING PLACE,158,124,21,3
LOS ANGELES,9002283A,4071,86,N,0,VBM PORTION,154,114,22,3
LOS ANGELES,9002283A,4071,86,N,1317,TOTAL,312,238,43,6
LOS ANGELES,9002285A,4072,116,N,877,POLLING PLACE,131,79,35,8
LOS ANGELES,9002285A,4072,116,N,0,VBM PORTION,158,96,47,4
LOS ANGELES,9002285A,4072,116,N,877,TOTAL,289,175,82,12
LOS ANGELES,9002287A,4073,86,N,1293,POLLING PLACE,150,127,8,2
LOS ANGELES,9002287A,4073,86,N,0,VBM PORTION,158,118,19,4
LOS ANGELES,9002287A,4073,86,N,1293,TOTAL,308,245,27,6
LOS ANGELES,9002297B,4074,116,N,1082,POLLING PLACE,146,118,8,8
LOS ANGELES,9002297B,4074,116,N,0,VBM PORTION,113,87,14,4
LOS ANGELES,9002297B,4074,116,N,1082,TOTAL,259,205,22,12
LOS ANGELES,9002298A,4075,116,N,1231,POLLING PLACE,125,99,7,6
LOS ANGELES,9002298A,4075,116,N,0,VBM PORTION,108,82,11,3
LOS ANGELES,9002298A,4075,116,N,1231,TOTAL,233,181,18,9
LOS ANGELES,9002299A,4076,116,N,1188,POLLING PLACE,114,80,14,8
LOS ANGELES,9002299A,4076,116,N,0,VBM PORTION,69,52,7,4
LOS ANGELES,9002299A,4076,116,N,1188,TOTAL,183,132,21,12
LOS ANGELES,9002302A,4078,116,N,984,POLLING PLACE,69,55,4,3
LOS ANGELES,9002302A,4078,116,N,0,VBM PORTION,65,52,2,4
LOS ANGELES,9002302A,4078,116,N,984,TOTAL,134,107,6,7
LOS ANGELES,9002303A,4079,116,N,982,POLLING PLACE,105,84,5,3
LOS ANGELES,9002303A,4079,116,N,0,VBM PORTION,79,69,4,4
LOS ANGELES,9002303A,4079,116,N,982,TOTAL,184,153,9,7
LOS ANGELES,9002306A,4081,116,N,1071,POLLING PLACE,112,80,5,13
LOS ANGELES,9002306A,4081,116,N,0,VBM PORTION,77,52,13,5
LOS ANGELES,9002306A,4081,116,N,1071,TOTAL,189,132,18,18
LOS ANGELES,9002316A,4085,116,N,1111,POLLING PLACE,107,87,6,3
LOS ANGELES,9002316A,4085,116,N,0,VBM PORTION,97,74,9,5
LOS ANGELES,9002316A,4085,116,N,1111,TOTAL,204,161,15,8
LOS ANGELES,9002322B,4090,116,N,1170,POLLING PLACE,71,43,2,8
LOS ANGELES,9002322B,4090,116,N,0,VBM PORTION,64,43,6,5
LOS ANGELES,9002322B,4090,116,N,1170,TOTAL,135,86,8,13
LOS ANGELES,9002323A,4091,116,N,991,POLLING PLACE,113,85,3,8
LOS ANGELES,9002323A,4091,116,N,0,VBM PORTION,71,59,2,2
LOS ANGELES,9002323A,4091,116,N,991,TOTAL,184,144,5,10
LOS ANGELES,9002324A,4092,116,N,1028,POLLING PLACE,87,58,10,5
LOS ANGELES,9002324A,4092,116,N,0,VBM PORTION,75,59,7,3
LOS ANGELES,9002324A,4092,116,N,1028,TOTAL,162,117,17,8
LOS ANGELES,9002329B,4093,116,N,1205,POLLING PLACE,92,66,5,9
LOS ANGELES,9002329B,4093,116,N,0,VBM PORTION,69,54,5,7
LOS ANGELES,9002329B,4093,116,N,1205,TOTAL,161,120,10,16
LOS ANGELES,9002330A,4094,116,N,1228,POLLING PLACE,145,114,5,5
LOS ANGELES,9002330A,4094,116,N,0,VBM PORTION,98,77,3,12
LOS ANGELES,9002330A,4094,116,N,1228,TOTAL,243,191,8,17
LOS ANGELES,9002333B,4096,116,N,632,POLLING PLACE,92,78,0,6
LOS ANGELES,9002333B,4096,116,N,0,VBM PORTION,85,78,4,2
LOS ANGELES,9002333B,4096,116,N,632,TOTAL,177,156,4,8
LOS ANGELES,9002334A,4097,116,N,1293,POLLING PLACE,256,227,10,7
LOS ANGELES,9002334A,4097,116,N,0,VBM PORTION,157,135,11,1
LOS ANGELES,9002334A,4097,116,N,1293,TOTAL,413,362,21,8
LOS ANGELES,9002337A,4098,116,N,1222,POLLING PLACE,56,46,0,6
LOS ANGELES,9002337A,4098,116,N,0,VBM PORTION,108,83,2,13
LOS ANGELES,9002337A,4098,116,N,1222,TOTAL,164,129,2,19
LOS ANGELES,9002339B,4100,116,N,1275,POLLING PLACE,94,68,9,5
LOS ANGELES,9002339B,4100,116,N,0,VBM PORTION,84,64,9,4
LOS ANGELES,9002339B,4100,116,N,1275,TOTAL,178,132,18,9
LOS ANGELES,9002342B,4102,116,N,1026,POLLING PLACE,95,67,5,7
LOS ANGELES,9002342B,4102,116,N,0,VBM PORTION,85,70,5,6
LOS ANGELES,9002342B,4102,116,N,1026,TOTAL,180,137,10,13
LOS ANGELES,9002343A,4103,116,N,1265,POLLING PLACE,51,38,3,1
LOS ANGELES,9002343A,4103,116,N,0,VBM PORTION,80,68,3,6
LOS ANGELES,9002343A,4103,116,N,1265,TOTAL,131,106,6,7
LOS ANGELES,9002345A,4105,116,N,1218,POLLING PLACE,49,35,5,2
LOS ANGELES,9002345A,4105,116,N,0,VBM PORTION,49,38,1,2
LOS ANGELES,9002345A,4105,116,N,1218,TOTAL,98,73,6,4
LOS ANGELES,9002348A,4106,116,N,581,POLLING PLACE,32,30,1,0
LOS ANGELES,9002348A,4106,116,N,0,VBM PORTION,29,24,0,1
LOS ANGELES,9002348A,4106,116,N,581,TOTAL,61,54,1,1
LOS ANGELES,9002356A,4109,116,N,993,POLLING PLACE,173,141,11,4
LOS ANGELES,9002356A,4109,116,N,0,VBM PORTION,113,88,7,5
LOS ANGELES,9002356A,4109,116,N,993,TOTAL,286,229,18,9
LOS ANGELES,9002357B,4110,116,N,1232,POLLING PLACE,75,57,2,4
LOS ANGELES,9002357B,4110,116,N,0,VBM PORTION,55,44,4,3
LOS ANGELES,9002357B,4110,116,N,1232,TOTAL,130,101,6,7
LOS ANGELES,9002358A,4111,116,N,1457,POLLING PLACE,176,130,29,10
LOS ANGELES,9002358A,4111,116,N,0,VBM PORTION,227,144,56,8
LOS ANGELES,9002358A,4111,116,N,1457,TOTAL,403,274,85,18
LOS ANGELES,9002362A,4112,116,N,1289,POLLING PLACE,152,107,24,12
LOS ANGELES,9002362A,4112,116,N,0,VBM PORTION,115,73,19,12
LOS ANGELES,9002362A,4112,116,N,1289,TOTAL,267,180,43,24
LOS ANGELES,9002368A,4114,114,N,1272,POLLING PLACE,81,48,14,12
LOS ANGELES,9002368A,4114,114,N,0,VBM PORTION,80,57,10,7
LOS ANGELES,9002368A,4114,114,N,1272,TOTAL,161,105,24,19
LOS ANGELES,9002370A,4115,116,N,1067,POLLING PLACE,98,68,19,6
LOS ANGELES,9002370A,4115,116,N,0,VBM PORTION,71,59,3,6
LOS ANGELES,9002370A,4115,116,N,1067,TOTAL,169,127,22,12
LOS ANGELES,9002373A,4116,116,N,1012,POLLING PLACE,85,58,12,3
LOS ANGELES,9002373A,4116,116,N,0,VBM PORTION,68,47,7,6
LOS ANGELES,9002373A,4116,116,N,1012,TOTAL,153,105,19,9
LOS ANGELES,9002375A,4117,116,N,862,POLLING PLACE,58,46,8,2
LOS ANGELES,9002375A,4117,116,N,0,VBM PORTION,49,31,10,2
LOS ANGELES,9002375A,4117,116,N,862,TOTAL,107,77,18,4
LOS ANGELES,9002377A,4118,114,N,1232,POLLING PLACE,117,82,14,13
LOS ANGELES,9002377A,4118,114,N,0,VBM PORTION,101,70,15,6
LOS ANGELES,9002377A,4118,114,N,1232,TOTAL,218,152,29,19
LOS ANGELES,9002394A,4124,110,N,1550,POLLING PLACE,103,66,14,8
LOS ANGELES,9002394A,4124,110,N,0,VBM PORTION,155,100,31,7
LOS ANGELES,9002394A,4124,110,N,1550,TOTAL,258,166,45,15
LOS ANGELES,9002395A,4125,110,N,733,POLLING PLACE,102,63,23,3
LOS ANGELES,9002395A,4125,110,N,0,VBM PORTION,63,36,16,2
LOS ANGELES,9002395A,4125,110,N,733,TOTAL,165,99,39,5
LOS ANGELES,9002397A,4126,157,N,1018,POLLING PLACE,137,95,13,15
LOS ANGELES,9002397A,4126,157,N,0,VBM PORTION,149,93,25,11
LOS ANGELES,9002397A,4126,157,N,1018,TOTAL,286,188,38,26
LOS ANGELES,9002401B,4128,157,N,1249,POLLING PLACE,138,86,27,11
LOS ANGELES,9002401B,4128,157,N,0,VBM PORTION,71,42,15,9
LOS ANGELES,9002401B,4128,157,N,1249,TOTAL,209,128,42,20
LOS ANGELES,9002405A,4129,110,N,704,POLLING PLACE,69,41,20,3
LOS ANGELES,9002405A,4129,110,N,0,VBM PORTION,35,17,15,2
LOS ANGELES,9002405A,4129,110,N,704,TOTAL,104,58,35,5
LOS ANGELES,9002409A,4130,157,N,990,POLLING PLACE,142,77,30,10
LOS ANGELES,9002409A,4130,157,N,0,VBM PORTION,106,50,23,15
LOS ANGELES,9002409A,4130,157,N,990,TOTAL,248,127,53,25
LOS ANGELES,9002451A,4143,148,N,1282,POLLING PLACE,51,33,4,6
LOS ANGELES,9002451A,4143,148,N,0,VBM PORTION,69,51,5,4
LOS ANGELES,9002451A,4143,148,N,1282,TOTAL,120,84,9,10
LOS ANGELES,9002454A,4144,148,N,1182,POLLING PLACE,58,32,4,9
LOS ANGELES,9002454A,4144,148,N,0,VBM PORTION,38,28,5,4
LOS ANGELES,9002454A,4144,148,N,1182,TOTAL,96,60,9,13
LOS ANGELES,9002456A,4145,148,N,897,POLLING PLACE,55,36,4,3
LOS ANGELES,9002456A,4145,148,N,0,VBM PORTION,36,26,2,5
LOS ANGELES,9002456A,4145,148,N,897,TOTAL,91,62,6,8
LOS ANGELES,9002459A,4146,148,N,1143,POLLING PLACE,69,41,5,7
LOS ANGELES,9002459A,4146,148,N,0,VBM PORTION,43,36,3,2
LOS ANGELES,9002459A,4146,148,N,1143,TOTAL,112,77,8,9
LOS ANGELES,9002461A,4147,148,N,907,POLLING PLACE,69,53,3,4
LOS ANGELES,9002461A,4147,148,N,0,VBM PORTION,40,29,2,4
LOS ANGELES,9002461A,4147,148,N,907,TOTAL,109,82,5,8
LOS ANGELES,9002465A,4148,148,N,1191,POLLING PLACE,80,57,3,6
LOS ANGELES,9002465A,4148,148,N,0,VBM PORTION,69,55,1,6
LOS ANGELES,9002465A,4148,148,N,1191,TOTAL,149,112,4,12
LOS ANGELES,9002466A,4149,148,N,878,POLLING PLACE,29,22,1,4
LOS ANGELES,9002466A,4149,148,N,0,VBM PORTION,41,34,1,1
LOS ANGELES,9002466A,4149,148,N,878,TOTAL,70,56,2,5
LOS ANGELES,9002471A,4150,148,N,1099,POLLING PLACE,31,22,0,3
LOS ANGELES,9002471A,4150,148,N,0,VBM PORTION,43,33,1,1
LOS ANGELES,9002471A,4150,148,N,1099,TOTAL,74,55,1,4
LOS ANGELES,9002472B,4151,148,N,1142,POLLING PLACE,60,39,2,4
LOS ANGELES,9002472B,4151,148,N,0,VBM PORTION,57,50,3,3
LOS ANGELES,9002472B,4151,148,N,1142,TOTAL,117,89,5,7
LOS ANGELES,9002477A,4153,148,N,1020,POLLING PLACE,90,65,1,5
LOS ANGELES,9002477A,4153,148,N,0,VBM PORTION,45,37,0,3
LOS ANGELES,9002477A,4153,148,N,1020,TOTAL,135,102,1,8
LOS ANGELES,9002481A,4154,148,N,918,POLLING PLACE,79,55,4,11
LOS ANGELES,9002481A,4154,148,N,0,VBM PORTION,27,22,1,0
LOS ANGELES,9002481A,4154,148,N,918,TOTAL,106,77,5,11
LOS ANGELES,9002482A,4155,148,N,889,POLLING PLACE,54,33,3,4
LOS ANGELES,9002482A,4155,148,N,0,VBM PORTION,49,43,0,2
LOS ANGELES,9002482A,4155,148,N,889,TOTAL,103,76,3,6
LOS ANGELES,9002484B,4156,148,N,873,POLLING PLACE,59,43,3,3
LOS ANGELES,9002484B,4156,148,N,0,VBM PORTION,45,37,2,1
LOS ANGELES,9002484B,4156,148,N,873,TOTAL,104,80,5,4
LOS ANGELES,9002485A,4157,148,N,1007,POLLING PLACE,51,25,3,7
LOS ANGELES,9002485A,4157,148,N,0,VBM PORTION,26,17,2,1
LOS ANGELES,9002485A,4157,148,N,1007,TOTAL,77,42,5,8
LOS ANGELES,9002485C,4158,148,N,583,POLLING PLACE,26,13,0,1
LOS ANGELES,9002485C,4158,148,N,0,VBM PORTION,11,9,0,0
LOS ANGELES,9002485C,4158,148,N,583,TOTAL,37,22,0,1
LOS ANGELES,9002489A,4159,148,N,901,POLLING PLACE,93,71,0,3
LOS ANGELES,9002489A,4159,148,N,0,VBM PORTION,36,23,4,4
LOS ANGELES,9002489A,4159,148,N,901,TOTAL,129,94,4,7
LOS ANGELES,9002492A,4161,148,N,1142,POLLING PLACE,146,101,7,10
LOS ANGELES,9002492A,4161,148,N,0,VBM PORTION,68,50,1,5
LOS ANGELES,9002492A,4161,148,N,1142,TOTAL,214,151,8,15
LOS ANGELES,9002556A,4194,116,N,1218,POLLING PLACE,138,111,5,6
LOS ANGELES,9002556A,4194,116,N,0,VBM PORTION,145,127,13,1
LOS ANGELES,9002556A,4194,116,N,1218,TOTAL,283,238,18,7
LOS ANGELES,9002557A,6199,107,Y,10,POLLING PLACE,0,0,0,0
LOS ANGELES,9002557A,6199,107,Y,0,VBM PORTION,2,1,1,0
LOS ANGELES,9002557A,6199,107,Y,10,TOTAL,2,1,1,0
LOS ANGELES,9002559A,6200,114,Y,0,POLLING PLACE,0,0,0,0
LOS ANGELES,9002559A,6200,114,Y,0,VBM PORTION,0,0,0,0
LOS ANGELES,9002559A,6200,114,Y,0,TOTAL,0,0,0,0
LOS ANGELES,9002580A,4202,157,N,627,POLLING PLACE,73,43,22,3
LOS ANGELES,9002580A,4202,157,N,0,VBM PORTION,89,55,26,4
LOS ANGELES,9002580A,4202,157,N,627,TOTAL,162,98,48,7
LOS ANGELES,9002602A,6203,80,Y,95,POLLING PLACE,0,0,0,0
LOS ANGELES,9002602A,6203,80,Y,0,VBM PORTION,10,6,0,3
LOS ANGELES,9002602A,6203,80,Y,95,TOTAL,10,6,0,3
LOS ANGELES,9002625A,6210,97,Y,0,POLLING PLACE,0,0,0,0
LOS ANGELES,9002625A,6210,97,Y,0,VBM PORTION,0,0,0,0
LOS ANGELES,9002625A,6210,97,Y,0,TOTAL,0,0,0,0
LOS ANGELES,9002788A,4243,148,N,1092,POLLING PLACE,40,28,3,2
LOS ANGELES,9002788A,4243,148,N,0,VBM PORTION,34,25,0,4
LOS ANGELES,9002788A,4243,148,N,1092,TOTAL,74,53,3,6
LOS ANGELES,9002889A,4259,116,N,829,POLLING PLACE,65,42,10,3
LOS ANGELES,9002889A,4259,116,N,0,VBM PORTION,62,45,9,2
LOS ANGELES,9002889A,4259,116,N,829,TOTAL,127,87,19,5
LOS ANGELES,9002890A,4260,116,N,1297,POLLING PLACE,82,54,13,8
LOS ANGELES,9002890A,4260,116,N,0,VBM PORTION,95,66,13,4
LOS ANGELES,9002890A,4260,116,N,1297,TOTAL,177,120,26,12
LOS ANGELES,9002893A,4262,116,N,1358,POLLING PLACE,95,66,17,6
LOS ANGELES,9002893A,4262,116,N,0,VBM PORTION,106,78,13,9
LOS ANGELES,9002893A,4262,116,N,1358,TOTAL,201,144,30,15
LOS ANGELES,9002900A,4264,113,N,1537,POLLING PLACE,119,63,33,8
LOS ANGELES,9002900A,4264,113,N,0,VBM PORTION,434,256,110,17
LOS ANGELES,9002900A,4264,113,N,1537,TOTAL,553,319,143,25
LOS ANGELES,9002908A,4267,148,N,1234,POLLING PLACE,93,72,1,1
LOS ANGELES,9002908A,4267,148,N,0,VBM PORTION,79,60,1,6
LOS ANGELES,9002908A,4267,148,N,1234,TOTAL,172,132,2,7
LOS ANGELES,9002913A,4269,114,N,1242,POLLING PLACE,106,62,20,15
LOS ANGELES,9002913A,4269,114,N,0,VBM PORTION,93,60,19,9
LOS ANGELES,9002913A,4269,114,N,1242,TOTAL,199,122,39,24
LOS ANGELES,9002917A,4270,114,N,742,POLLING PLACE,85,52,19,9
LOS ANGELES,9002917A,4270,114,N,0,VBM PORTION,89,45,27,1
LOS ANGELES,9002917A,4270,114,N,742,TOTAL,174,97,46,10
LOS ANGELES,9002917D,4271,114,N,757,POLLING PLACE,117,84,19,5
LOS ANGELES,9002917D,4271,114,N,0,VBM PORTION,87,60,11,5
LOS ANGELES,9002917D,4271,114,N,757,TOTAL,204,144,30,10
LOS ANGELES,9002927A,4273,148,N,991,POLLING PLACE,79,51,7,3
LOS ANGELES,9002927A,4273,148,N,0,VBM PORTION,40,33,4,1
LOS ANGELES,9002927A,4273,148,N,991,TOTAL,119,84,11,4
LOS ANGELES,9002954A,4276,116,N,1255,POLLING PLACE,100,73,12,7
LOS ANGELES,9002954A,4276,116,N,0,VBM PORTION,131,90,20,5
LOS ANGELES,9002954A,4276,116,N,1255,TOTAL,231,163,32,12
LOS ANGELES,9003036A,4280,116,N,647,POLLING PLACE,94,57,17,7
LOS ANGELES,9003036A,4280,116,N,0,VBM PORTION,57,45,7,3
LOS ANGELES,9003036A,4280,116,N,647,TOTAL,151,102,24,10
LOS ANGELES,9003036C,4281,114,N,192,POLLING PLACE,17,10,3,2
LOS ANGELES,9003036C,4281,114,N,0,VBM PORTION,13,7,6,0
LOS ANGELES,9003036C,4281,114,N,192,TOTAL,30,17,9,2
LOS ANGELES,9003050A,4282,116,N,781,POLLING PLACE,137,113,2,4
LOS ANGELES,9003050A,4282,116,N,0,VBM PORTION,61,47,3,1
LOS ANGELES,9003050A,4282,116,N,781,TOTAL,198,160,5,5
LOS ANGELES,9003210A,4300,148,N,715,POLLING PLACE,11,7,0,0
LOS ANGELES,9003210A,4300,148,N,0,VBM PORTION,7,5,1,0
LOS ANGELES,9003210A,4300,148,N,715,TOTAL,18,12,1,0
LOS ANGELES,9003229A,4304,116,N,1014,POLLING PLACE,129,103,6,7
LOS ANGELES,9003229A,4304,116,N,0,VBM PORTION,108,88,6,3
LOS ANGELES,9003229A,4304,116,N,1014,TOTAL,237,191,12,10
LOS ANGELES,9003240A,4307,148,N,911,POLLING PLACE,73,58,1,7
LOS ANGELES,9003240A,4307,148,N,0,VBM PORTION,30,25,1,3
LOS ANGELES,9003240A,4307,148,N,911,TOTAL,103,83,2,10
LOS ANGELES,9003278A,4308,157,N,1113,POLLING PLACE,150,86,40,9
LOS ANGELES,9003278A,4308,157,N,0,VBM PORTION,267,143,88,9
LOS ANGELES,9003278A,4308,157,N,1113,TOTAL,417,229,128,18
LOS ANGELES,9003280A,4309,157,N,1114,POLLING PLACE,127,75,26,10
LOS ANGELES,9003280A,4309,157,N,0,VBM PORTION,108,76,12,10
LOS ANGELES,9003280A,4309,157,N,1114,TOTAL,235,151,38,20
LOS ANGELES,9003406A,4314,157,N,908,POLLING PLACE,122,69,32,8
LOS ANGELES,9003406A,4314,157,N,0,VBM PORTION,74,44,19,4
LOS ANGELES,9003406A,4314,157,N,908,TOTAL,196,113,51,12
LOS ANGELES,9003674E,4332,116,N,955,POLLING PLACE,38,22,6,9
LOS ANGELES,9003674E,4332,116,N,0,VBM PORTION,51,40,4,5
LOS ANGELES,9003674E,4332,116,N,955,TOTAL,89,62,10,14
LOS ANGELES,9003958A,4348,86,N,1264,POLLING PLACE,106,77,13,5
LOS ANGELES,9003958A,4348,86,N,0,VBM PORTION,117,84,16,12
LOS ANGELES,9003958A,4348,86,N,1264,TOTAL,223,161,29,17
LOS ANGELES,9003969C,4350,116,N,1055,POLLING PLACE,71,38,4,11
LOS ANGELES,9003969C,4350,116,N,0,VBM PORTION,29,25,0,1
LOS ANGELES,9003969C,4350,116,N,1055,TOTAL,100,63,4,12
LOS ANGELES,9004218A,4362,113,N,624,POLLING PLACE,87,50,19,5
LOS ANGELES,9004218A,4362,113,N,0,VBM PORTION,48,32,11,2
LOS ANGELES,9004218A,4362,113,N,624,TOTAL,135,82,30,7
LOS ANGELES,9005204A,4399,159,N,929,POLLING PLACE,86,71,1,4
LOS ANGELES,9005204A,4399,159,N,0,VBM PORTION,66,53,5,4
LOS ANGELES,9005204A,4399,159,N,929,TOTAL,152,124,6,8
LOS ANGELES,9005205B,4400,159,N,720,POLLING PLACE,58,43,0,6
LOS ANGELES,9005205B,4400,159,N,0,VBM PORTION,26,25,1,0
LOS ANGELES,9005205B,4400,159,N,720,TOTAL,84,68,1,6
LOS ANGELES,9005291B,4403,114,N,847,POLLING PLACE,67,39,19,3
LOS ANGELES,9005291B,4403,114,N,0,VBM PORTION,90,60,12,6
LOS ANGELES,9005291B,4403,114,N,847,TOTAL,157,99,31,9
LOS ANGELES,9005293A,4404,114,N,1274,POLLING PLACE,122,76,30,6
LOS ANGELES,9005293A,4404,114,N,0,VBM PORTION,108,65,29,5
LOS ANGELES,9005293A,4404,114,N,1274,TOTAL,230,141,59,11
LOS ANGELES,9005299B,4405,86,N,1397,POLLING PLACE,140,93,20,6
LOS ANGELES,9005299B,4405,86,N,0,VBM PORTION,107,75,14,5
LOS ANGELES,9005299B,4405,86,N,1397,TOTAL,247,168,34,11
LOS ANGELES,9005303A,4406,116,N,1102,POLLING PLACE,78,48,7,7
LOS ANGELES,9005303A,4406,116,N,0,VBM PORTION,108,63,23,11
LOS ANGELES,9005303A,4406,116,N,1102,TOTAL,186,111,30,18
LOS ANGELES,9005305A,4407,86,N,997,POLLING PLACE,98,70,10,5
LOS ANGELES,9005305A,4407,86,N,0,VBM PORTION,105,61,26,5
LOS ANGELES,9005305A,4407,86,N,997,TOTAL,203,131,36,10
LOS ANGELES,9005307A,4408,86,N,1231,POLLING PLACE,119,82,12,10
LOS ANGELES,9005307A,4408,86,N,0,VBM PORTION,103,80,15,3
LOS ANGELES,9005307A,4408,86,N,1231,TOTAL,222,162,27,13
LOS ANGELES,9005313A,4411,87,N,1181,POLLING PLACE,122,103,7,3
LOS ANGELES,9005313A,4411,87,N,0,VBM PORTION,68,46,10,4
LOS ANGELES,9005313A,4411,87,N,1181,TOTAL,190,149,17,7
LOS ANGELES,9005315A,4412,87,N,1109,POLLING PLACE,135,123,7,2
LOS ANGELES,9005315A,4412,87,N,0,VBM PORTION,131,114,10,3
LOS ANGELES,9005315A,4412,87,N,1109,TOTAL,266,237,17,5
LOS ANGELES,9005316A,4413,116,N,948,POLLING PLACE,52,41,1,3
LOS ANGELES,9005316A,4413,116,N,0,VBM PORTION,55,41,4,5
LOS ANGELES,9005316A,4413,116,N,948,TOTAL,107,82,5,8
LOS ANGELES,9005317A,4414,116,N,1220,POLLING PLACE,118,91,5,6
LOS ANGELES,9005317A,4414,116,N,0,VBM PORTION,102,80,7,4
LOS ANGELES,9005317A,4414,116,N,1220,TOTAL,220,171,12,10
LOS ANGELES,9005319A,4415,116,N,1096,POLLING PLACE,128,100,3,11
LOS ANGELES,9005319A,4415,116,N,0,VBM PORTION,112,90,6,8
LOS ANGELES,9005319A,4415,116,N,1096,TOTAL,240,190,9,19
