LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,MARIO A GUERRA,SALLY M HAVICE,TONY MENDOZA,CARLOS R ARVIZU,IRELLA PEREZ
MONTEBELLO,4450033A,1796,134,N,900,POLLING PLACE,45,8,4,24,0,8
MONTEBELLO,4450033A,1796,134,N,0,VBM PORTION,32,8,3,16,0,3
MONTEBELLO,4450033A,1796,134,N,900,TOTAL,77,16,7,40,0,11
MONTEBELLO,4450034A,1797,134,N,878,POLLING PLACE,52,8,3,25,1,6
MONTEBELLO,4450034A,1797,134,N,0,VBM PORTION,51,19,7,15,5,4
MONTEBELLO,4450034A,1797,134,N,878,TOTAL,103,27,10,40,6,10
MONTEBELLO,4450036A,1798,134,N,655,POLLING PLACE,46,12,2,25,2,4
MONTEBELLO,4450036A,1798,134,N,0,VBM PORTION,30,5,3,15,0,4
MONTEBELLO,4450036A,1798,134,N,655,TOTAL,76,17,5,40,2,8
MONTEBELLO,4450038A,1799,134,N,873,POLLING PLACE,62,16,3,28,0,10
MONTEBELLO,4450038A,1799,134,N,0,VBM PORTION,61,9,8,22,1,10
MONTEBELLO,4450038A,1799,134,N,873,TOTAL,123,25,11,50,1,20
MONTEBELLO,4450043B,1800,134,N,1152,POLLING PLACE,73,17,3,25,3,18
MONTEBELLO,4450043B,1800,134,N,0,VBM PORTION,31,5,6,9,0,8
MONTEBELLO,4450043B,1800,134,N,1152,TOTAL,104,22,9,34,3,26
MONTEBELLO,4450065A,1801,134,N,931,POLLING PLACE,51,12,7,19,4,8
MONTEBELLO,4450065A,1801,134,N,0,VBM PORTION,38,4,1,21,3,4
MONTEBELLO,4450065A,1801,134,N,931,TOTAL,89,16,8,40,7,12
MONTEBELLO,4450074A,1802,75,N,1061,POLLING PLACE,73,19,9,25,2,8
MONTEBELLO,4450074A,1802,75,N,0,VBM PORTION,103,33,7,35,4,14
MONTEBELLO,4450074A,1802,75,N,1061,TOTAL,176,52,16,60,6,22
MONTEBELLO,4450090B,1803,134,N,734,POLLING PLACE,36,6,1,16,0,8
MONTEBELLO,4450090B,1803,134,N,0,VBM PORTION,33,6,2,17,0,4
MONTEBELLO,4450090B,1803,134,N,734,TOTAL,69,12,3,33,0,12
MONTEBELLO,4450092A,1804,75,N,931,POLLING PLACE,68,16,5,28,0,8
MONTEBELLO,4450092A,1804,75,N,0,VBM PORTION,81,13,9,31,1,20
MONTEBELLO,4450092A,1804,75,N,931,TOTAL,149,29,14,59,1,28
NORTH WHITTIER,4780001A,1833,128,N,756,POLLING PLACE,78,12,8,38,2,13
NORTH WHITTIER,4780001A,1833,128,N,0,VBM PORTION,27,5,2,9,1,7
NORTH WHITTIER,4780001A,1833,128,N,756,TOTAL,105,17,10,47,3,20
NORTH WHITTIER,4780003A,6121,132,Y,181,POLLING PLACE,0,0,0,0,0,0
NORTH WHITTIER,4780003A,6121,132,Y,0,VBM PORTION,54,20,6,17,1,5
NORTH WHITTIER,4780003A,6121,132,Y,181,TOTAL,54,20,6,17,1,5
NORTH WHITTIER,4780004A,1834,132,N,894,POLLING PLACE,78,29,7,29,0,7
NORTH WHITTIER,4780004A,1834,132,N,0,VBM PORTION,81,28,11,23,0,10
NORTH WHITTIER,4780004A,1834,132,N,894,TOTAL,159,57,18,52,0,17
NORTH WHITTIER,4780011A,1835,132,N,931,POLLING PLACE,122,54,11,30,4,12
NORTH WHITTIER,4780011A,1835,132,N,0,VBM PORTION,110,52,3,20,0,25
NORTH WHITTIER,4780011A,1835,132,N,931,TOTAL,232,106,14,50,4,37
NORWALK,4800001A,1836,137,N,952,POLLING PLACE,27,9,4,12,0,0
NORWALK,4800001A,1836,137,N,0,VBM PORTION,49,10,8,20,0,8
NORWALK,4800001A,1836,137,N,952,TOTAL,76,19,12,32,0,8
NORWALK,4800003A,1837,132,N,1194,POLLING PLACE,90,25,5,42,1,12
NORWALK,4800003A,1837,132,N,0,VBM PORTION,59,20,4,24,2,5
NORWALK,4800003A,1837,132,N,1194,TOTAL,149,45,9,66,3,17
NORWALK,4800004A,1838,137,N,1021,POLLING PLACE,55,26,3,23,0,2
NORWALK,4800004A,1838,137,N,0,VBM PORTION,58,25,8,14,2,3
NORWALK,4800004A,1838,137,N,1021,TOTAL,113,51,11,37,2,5
NORWALK,4800006B,1839,137,N,1027,POLLING PLACE,60,22,4,25,3,5
NORWALK,4800006B,1839,137,N,0,VBM PORTION,56,19,4,23,3,3
NORWALK,4800006B,1839,137,N,1027,TOTAL,116,41,8,48,6,8
NORWALK,4800007C,1840,137,N,548,POLLING PLACE,38,19,6,9,0,3
NORWALK,4800007C,1840,137,N,0,VBM PORTION,23,14,3,3,0,1
NORWALK,4800007C,1840,137,N,548,TOTAL,61,33,9,12,0,4
NORWALK,4800008C,1841,132,N,1216,POLLING PLACE,77,17,7,46,0,5
NORWALK,4800008C,1841,132,N,0,VBM PORTION,62,23,6,20,0,4
NORWALK,4800008C,1841,132,N,1216,TOTAL,139,40,13,66,0,9
NORWALK,4800009A,1842,132,N,1344,POLLING PLACE,77,26,11,27,2,7
NORWALK,4800009A,1842,132,N,0,VBM PORTION,73,23,13,26,1,2
NORWALK,4800009A,1842,132,N,1344,TOTAL,150,49,24,53,3,9
NORWALK,4800010A,1843,132,N,848,POLLING PLACE,72,20,7,34,1,4
NORWALK,4800010A,1843,132,N,0,VBM PORTION,37,8,0,18,0,6
NORWALK,4800010A,1843,132,N,848,TOTAL,109,28,7,52,1,10
NORWALK,4800011A,1844,132,N,1177,POLLING PLACE,49,14,3,22,3,4
NORWALK,4800011A,1844,132,N,0,VBM PORTION,56,24,4,18,1,6
NORWALK,4800011A,1844,132,N,1177,TOTAL,105,38,7,40,4,10
NORWALK,4800013A,1845,132,N,1057,POLLING PLACE,43,6,4,27,0,5
NORWALK,4800013A,1845,132,N,0,VBM PORTION,40,11,3,18,0,6
NORWALK,4800013A,1845,132,N,1057,TOTAL,83,17,7,45,0,11
NORWALK,4800014C,1846,132,N,237,POLLING PLACE,29,5,2,20,1,1
NORWALK,4800014C,1846,132,N,0,VBM PORTION,16,6,1,7,0,2
NORWALK,4800014C,1846,132,N,237,TOTAL,45,11,3,27,1,3
NORWALK,4800016A,1847,132,N,1103,POLLING PLACE,48,12,2,23,1,6
NORWALK,4800016A,1847,132,N,0,VBM PORTION,70,13,7,38,0,7
NORWALK,4800016A,1847,132,N,1103,TOTAL,118,25,9,61,1,13
NORWALK,4800018A,1848,132,N,1048,POLLING PLACE,67,18,5,30,1,8
NORWALK,4800018A,1848,132,N,0,VBM PORTION,42,14,7,13,1,4
NORWALK,4800018A,1848,132,N,1048,TOTAL,109,32,12,43,2,12
NORWALK,4800019A,1849,132,N,656,POLLING PLACE,34,17,5,11,0,1
NORWALK,4800019A,1849,132,N,0,VBM PORTION,34,11,3,11,3,3
NORWALK,4800019A,1849,132,N,656,TOTAL,68,28,8,22,3,4
NORWALK,4800021A,1850,132,N,331,POLLING PLACE,16,4,6,3,1,0
NORWALK,4800021A,1850,132,N,0,VBM PORTION,14,3,4,4,0,0
NORWALK,4800021A,1850,132,N,331,TOTAL,30,7,10,7,1,0
NORWALK,4800021B,1851,132,N,1267,POLLING PLACE,43,12,11,14,1,5
NORWALK,4800021B,1851,132,N,0,VBM PORTION,50,9,5,21,0,11
NORWALK,4800021B,1851,132,N,1267,TOTAL,93,21,16,35,1,16
NORWALK,4800022A,1852,132,N,936,POLLING PLACE,51,18,8,18,1,4
NORWALK,4800022A,1852,132,N,0,VBM PORTION,39,10,1,18,2,4
NORWALK,4800022A,1852,132,N,936,TOTAL,90,28,9,36,3,8
NORWALK,4800023A,1853,132,N,1306,POLLING PLACE,70,24,7,26,1,11
NORWALK,4800023A,1853,132,N,0,VBM PORTION,68,20,9,24,2,9
NORWALK,4800023A,1853,132,N,1306,TOTAL,138,44,16,50,3,20
NORWALK,4800024A,1854,132,N,1196,POLLING PLACE,59,11,8,24,2,9
NORWALK,4800024A,1854,132,N,0,VBM PORTION,58,23,6,16,3,6
NORWALK,4800024A,1854,132,N,1196,TOTAL,117,34,14,40,5,15
NORWALK,4800025A,1855,137,N,698,POLLING PLACE,32,9,1,19,0,1
NORWALK,4800025A,1855,137,N,0,VBM PORTION,32,14,2,5,1,8
NORWALK,4800025A,1855,137,N,698,TOTAL,64,23,3,24,1,9
NORWALK,4800028A,1856,137,N,1201,POLLING PLACE,55,19,6,21,1,5
NORWALK,4800028A,1856,137,N,0,VBM PORTION,53,17,7,20,1,0
NORWALK,4800028A,1856,137,N,1201,TOTAL,108,36,13,41,2,5
NORWALK,4800029B,1857,132,N,1016,POLLING PLACE,44,9,3,26,1,3
NORWALK,4800029B,1857,132,N,0,VBM PORTION,56,22,4,19,0,7
NORWALK,4800029B,1857,132,N,1016,TOTAL,100,31,7,45,1,10
NORWALK,4800031A,1858,132,N,1107,POLLING PLACE,69,25,14,22,0,4
NORWALK,4800031A,1858,132,N,0,VBM PORTION,71,23,7,23,0,8
NORWALK,4800031A,1858,132,N,1107,TOTAL,140,48,21,45,0,12
NORWALK,4800032A,1859,132,N,983,POLLING PLACE,82,16,6,31,1,8
NORWALK,4800032A,1859,132,N,0,VBM PORTION,98,20,8,29,1,24
NORWALK,4800032A,1859,132,N,983,TOTAL,180,36,14,60,2,32
NORWALK,4800033A,1860,132,N,865,POLLING PLACE,34,17,3,12,2,0
NORWALK,4800033A,1860,132,N,0,VBM PORTION,46,19,5,8,0,10
NORWALK,4800033A,1860,132,N,865,TOTAL,80,36,8,20,2,10
NORWALK,4800034A,1861,132,N,1172,POLLING PLACE,67,25,6,28,2,4
NORWALK,4800034A,1861,132,N,0,VBM PORTION,108,36,12,42,1,10
NORWALK,4800034A,1861,132,N,1172,TOTAL,175,61,18,70,3,14
NORWALK,4800035A,1862,132,N,1149,POLLING PLACE,33,6,5,18,0,4
NORWALK,4800035A,1862,132,N,0,VBM PORTION,77,25,6,26,3,5
NORWALK,4800035A,1862,132,N,1149,TOTAL,110,31,11,44,3,9
NORWALK,4800037A,1863,132,N,1042,POLLING PLACE,59,17,7,29,0,5
NORWALK,4800037A,1863,132,N,0,VBM PORTION,65,22,7,22,2,6
NORWALK,4800037A,1863,132,N,1042,TOTAL,124,39,14,51,2,11
NORWALK,4800038A,1864,132,N,893,POLLING PLACE,34,9,3,15,0,2
NORWALK,4800038A,1864,132,N,0,VBM PORTION,61,5,9,30,7,8
NORWALK,4800038A,1864,132,N,893,TOTAL,95,14,12,45,7,10
NORWALK,4800040A,1865,137,N,1056,POLLING PLACE,48,13,5,27,0,1
NORWALK,4800040A,1865,137,N,0,VBM PORTION,42,17,2,14,1,7
NORWALK,4800040A,1865,137,N,1056,TOTAL,90,30,7,41,1,8
NORWALK,4800042B,1866,137,N,1285,POLLING PLACE,77,30,4,27,1,9
NORWALK,4800042B,1866,137,N,0,VBM PORTION,81,24,2,37,2,9
NORWALK,4800042B,1866,137,N,1285,TOTAL,158,54,6,64,3,18
NORWALK,4800044A,1867,137,N,767,POLLING PLACE,32,6,4,14,0,6
NORWALK,4800044A,1867,137,N,0,VBM PORTION,33,5,2,21,1,3
NORWALK,4800044A,1867,137,N,767,TOTAL,65,11,6,35,1,9
NORWALK,4800045A,1868,137,N,1020,POLLING PLACE,58,21,8,17,2,7
NORWALK,4800045A,1868,137,N,0,VBM PORTION,54,28,5,16,0,3
NORWALK,4800045A,1868,137,N,1020,TOTAL,112,49,13,33,2,10
NORWALK,4800047A,1869,137,N,568,POLLING PLACE,30,8,3,17,0,1
NORWALK,4800047A,1869,137,N,0,VBM PORTION,35,11,2,18,0,1
NORWALK,4800047A,1869,137,N,568,TOTAL,65,19,5,35,0,2
NORWALK,4800047B,1870,137,N,339,POLLING PLACE,18,8,3,4,0,1
NORWALK,4800047B,1870,137,N,0,VBM PORTION,9,3,1,2,0,1
NORWALK,4800047B,1870,137,N,339,TOTAL,27,11,4,6,0,2
NORWALK,4800048A,1871,137,N,1186,POLLING PLACE,55,21,10,22,0,1
NORWALK,4800048A,1871,137,N,0,VBM PORTION,76,21,8,30,7,4
NORWALK,4800048A,1871,137,N,1186,TOTAL,131,42,18,52,7,5
NORWALK,4800049B,1872,137,N,1073,POLLING PLACE,64,19,5,29,4,6
NORWALK,4800049B,1872,137,N,0,VBM PORTION,60,21,4,19,2,4
NORWALK,4800049B,1872,137,N,1073,TOTAL,124,40,9,48,6,10
NORWALK,4800050A,1873,137,N,1305,POLLING PLACE,75,24,10,35,0,4
NORWALK,4800050A,1873,137,N,0,VBM PORTION,71,19,14,27,1,6
NORWALK,4800050A,1873,137,N,1305,TOTAL,146,43,24,62,1,10
NORWALK,4800053A,1874,132,N,928,POLLING PLACE,56,9,8,26,1,9
NORWALK,4800053A,1874,132,N,0,VBM PORTION,27,4,0,17,2,4
NORWALK,4800053A,1874,132,N,928,TOTAL,83,13,8,43,3,13
NORWALK,4800054A,1875,132,N,924,POLLING PLACE,46,13,3,22,0,4
NORWALK,4800054A,1875,132,N,0,VBM PORTION,64,17,12,22,1,6
NORWALK,4800054A,1875,132,N,924,TOTAL,110,30,15,44,1,10
NORWALK,4800056A,1876,137,N,1197,POLLING PLACE,53,8,10,25,0,7
NORWALK,4800056A,1876,137,N,0,VBM PORTION,61,15,12,27,0,4
NORWALK,4800056A,1876,137,N,1197,TOTAL,114,23,22,52,0,11
NORWALK,4800059A,1877,137,N,986,POLLING PLACE,76,26,12,29,2,3
NORWALK,4800059A,1877,137,N,0,VBM PORTION,111,46,13,25,2,8
NORWALK,4800059A,1877,137,N,986,TOTAL,187,72,25,54,4,11
NORWALK,4800060A,1878,132,N,1090,POLLING PLACE,70,24,1,31,1,9
NORWALK,4800060A,1878,132,N,0,VBM PORTION,58,19,10,17,3,5
NORWALK,4800060A,1878,132,N,1090,TOTAL,128,43,11,48,4,14
NORWALK,4800067A,1879,137,N,1198,POLLING PLACE,76,12,3,41,2,11
NORWALK,4800067A,1879,137,N,0,VBM PORTION,47,17,5,19,1,3
NORWALK,4800067A,1879,137,N,1198,TOTAL,123,29,8,60,3,14
NORWALK,4800071A,1880,132,N,1199,POLLING PLACE,74,13,5,43,4,6
NORWALK,4800071A,1880,132,N,0,VBM PORTION,41,7,5,19,0,9
NORWALK,4800071A,1880,132,N,1199,TOTAL,115,20,10,62,4,15
NORWALK,4800076A,1881,132,N,954,POLLING PLACE,67,24,4,27,2,6
NORWALK,4800076A,1881,132,N,0,VBM PORTION,104,46,13,25,1,15
NORWALK,4800076A,1881,132,N,954,TOTAL,171,70,17,52,3,21
NORWALK,4800088A,1882,132,N,1070,POLLING PLACE,86,22,6,44,4,7
NORWALK,4800088A,1882,132,N,0,VBM PORTION,45,15,6,17,4,1
NORWALK,4800088A,1882,132,N,1070,TOTAL,131,37,12,61,8,8
NORWALK,4800089A,1883,137,N,811,POLLING PLACE,51,18,4,15,1,11
NORWALK,4800089A,1883,137,N,0,VBM PORTION,55,21,2,23,0,5
NORWALK,4800089A,1883,137,N,811,TOTAL,106,39,6,38,1,16
PICO RIVERA,5230002A,2057,134,N,1068,POLLING PLACE,79,17,15,31,1,6
PICO RIVERA,5230002A,2057,134,N,0,VBM PORTION,77,21,4,34,0,8
PICO RIVERA,5230002A,2057,134,N,1068,TOTAL,156,38,19,65,1,14
PICO RIVERA,5230006A,6130,134,Y,59,POLLING PLACE,0,0,0,0,0,0
PICO RIVERA,5230006A,6130,134,Y,0,VBM PORTION,9,1,2,2,2,2
PICO RIVERA,5230006A,6130,134,Y,59,TOTAL,9,1,2,2,2,2
PICO RIVERA,5230006B,2058,134,N,839,POLLING PLACE,65,15,3,27,3,9
PICO RIVERA,5230006B,2058,134,N,0,VBM PORTION,32,4,3,14,1,8
PICO RIVERA,5230006B,2058,134,N,839,TOTAL,97,19,6,41,4,17
PICO RIVERA,5230007A,2059,134,N,1063,POLLING PLACE,72,12,7,31,4,11
PICO RIVERA,5230007A,2059,134,N,0,VBM PORTION,54,8,8,26,0,8
PICO RIVERA,5230007A,2059,134,N,1063,TOTAL,126,20,15,57,4,19
PICO RIVERA,5230008A,2060,134,N,1105,POLLING PLACE,57,6,5,32,1,11
PICO RIVERA,5230008A,2060,134,N,0,VBM PORTION,49,6,5,19,3,8
PICO RIVERA,5230008A,2060,134,N,1105,TOTAL,106,12,10,51,4,19
PICO RIVERA,5230010A,2061,134,N,1047,POLLING PLACE,55,12,2,24,1,11
PICO RIVERA,5230010A,2061,134,N,0,VBM PORTION,73,27,5,19,0,5
PICO RIVERA,5230010A,2061,134,N,1047,TOTAL,128,39,7,43,1,16
PICO RIVERA,5230012A,2062,134,N,985,POLLING PLACE,42,7,2,16,3,11
PICO RIVERA,5230012A,2062,134,N,0,VBM PORTION,31,6,4,8,0,2
PICO RIVERA,5230012A,2062,134,N,985,TOTAL,73,13,6,24,3,13
PICO RIVERA,5230013A,2063,134,N,1209,POLLING PLACE,77,13,9,41,0,6
PICO RIVERA,5230013A,2063,134,N,0,VBM PORTION,87,13,6,40,1,19
PICO RIVERA,5230013A,2063,134,N,1209,TOTAL,164,26,15,81,1,25
PICO RIVERA,5230013E,2064,134,N,802,POLLING PLACE,43,3,3,18,2,13
PICO RIVERA,5230013E,2064,134,N,0,VBM PORTION,31,5,3,14,0,6
PICO RIVERA,5230013E,2064,134,N,802,TOTAL,74,8,6,32,2,19
PICO RIVERA,5230016D,2065,134,N,1179,POLLING PLACE,105,25,5,47,2,22
PICO RIVERA,5230016D,2065,134,N,0,VBM PORTION,53,9,5,25,1,9
PICO RIVERA,5230016D,2065,134,N,1179,TOTAL,158,34,10,72,3,31
PICO RIVERA,5230017A,2066,134,N,1119,POLLING PLACE,79,5,5,43,1,20
PICO RIVERA,5230017A,2066,134,N,0,VBM PORTION,23,4,0,6,1,8
PICO RIVERA,5230017A,2066,134,N,1119,TOTAL,102,9,5,49,2,28
PICO RIVERA,5230018A,2067,134,N,951,POLLING PLACE,30,10,4,13,0,1
PICO RIVERA,5230018A,2067,134,N,0,VBM PORTION,44,5,4,16,0,10
PICO RIVERA,5230018A,2067,134,N,951,TOTAL,74,15,8,29,0,11
PICO RIVERA,5230020A,2068,134,N,1049,POLLING PLACE,66,19,11,26,1,4
PICO RIVERA,5230020A,2068,134,N,0,VBM PORTION,69,14,9,36,1,2
PICO RIVERA,5230020A,2068,134,N,1049,TOTAL,135,33,20,62,2,6
PICO RIVERA,5230022D,2069,134,N,1036,POLLING PLACE,55,18,8,20,1,5
PICO RIVERA,5230022D,2069,134,N,0,VBM PORTION,47,11,2,26,1,5
PICO RIVERA,5230022D,2069,134,N,1036,TOTAL,102,29,10,46,2,10
PICO RIVERA,5230023A,2070,134,N,1070,POLLING PLACE,74,12,11,33,6,8
PICO RIVERA,5230023A,2070,134,N,0,VBM PORTION,65,12,5,25,1,11
PICO RIVERA,5230023A,2070,134,N,1070,TOTAL,139,24,16,58,7,19
PICO RIVERA,5230024A,2071,134,N,1181,POLLING PLACE,72,11,11,30,2,10
PICO RIVERA,5230024A,2071,134,N,0,VBM PORTION,55,7,7,28,0,7
PICO RIVERA,5230024A,2071,134,N,1181,TOTAL,127,18,18,58,2,17
PICO RIVERA,5230026A,6131,128,Y,0,POLLING PLACE,0,0,0,0,0,0
PICO RIVERA,5230026A,6131,128,Y,0,VBM PORTION,0,0,0,0,0,0
PICO RIVERA,5230026A,6131,128,Y,0,TOTAL,0,0,0,0,0,0
PICO RIVERA,5230027A,2072,134,N,1030,POLLING PLACE,82,19,3,35,3,16
PICO RIVERA,5230027A,2072,134,N,0,VBM PORTION,43,11,2,16,1,7
PICO RIVERA,5230027A,2072,134,N,1030,TOTAL,125,30,5,51,4,23
PICO RIVERA,5230029A,2073,134,N,797,POLLING PLACE,38,8,5,14,4,7
PICO RIVERA,5230029A,2073,134,N,0,VBM PORTION,38,11,1,12,0,13
PICO RIVERA,5230029A,2073,134,N,797,TOTAL,76,19,6,26,4,20
PICO RIVERA,5230030A,2074,134,N,839,POLLING PLACE,49,10,7,21,0,9
PICO RIVERA,5230030A,2074,134,N,0,VBM PORTION,42,5,4,23,1,5
PICO RIVERA,5230030A,2074,134,N,839,TOTAL,91,15,11,44,1,14
PICO RIVERA,5230032A,2075,134,N,891,POLLING PLACE,64,10,4,36,3,10
PICO RIVERA,5230032A,2075,134,N,0,VBM PORTION,47,9,2,27,0,6
PICO RIVERA,5230032A,2075,134,N,891,TOTAL,111,19,6,63,3,16
PICO RIVERA,5230034B,2076,134,N,1150,POLLING PLACE,83,16,5,41,5,9
PICO RIVERA,5230034B,2076,134,N,0,VBM PORTION,48,10,7,20,1,6
PICO RIVERA,5230034B,2076,134,N,1150,TOTAL,131,26,12,61,6,15
PICO RIVERA,5230035A,2077,134,N,952,POLLING PLACE,62,10,10,24,5,11
PICO RIVERA,5230035A,2077,134,N,0,VBM PORTION,58,15,2,28,1,11
PICO RIVERA,5230035A,2077,134,N,952,TOTAL,120,25,12,52,6,22
PICO RIVERA,5230036A,2078,134,N,845,POLLING PLACE,39,11,2,18,1,3
PICO RIVERA,5230036A,2078,134,N,0,VBM PORTION,34,4,6,15,1,4
PICO RIVERA,5230036A,2078,134,N,845,TOTAL,73,15,8,33,2,7
PICO RIVERA,5230036B,6132,134,Y,0,POLLING PLACE,0,0,0,0,0,0
PICO RIVERA,5230036B,6132,134,Y,0,VBM PORTION,0,0,0,0,0,0
PICO RIVERA,5230036B,6132,134,Y,0,TOTAL,0,0,0,0,0,0
PICO RIVERA,5230038A,2079,134,N,1042,POLLING PLACE,74,13,9,33,5,8
PICO RIVERA,5230038A,2079,134,N,0,VBM PORTION,59,7,7,29,1,9
PICO RIVERA,5230038A,2079,134,N,1042,TOTAL,133,20,16,62,6,17
PICO RIVERA,5230039A,2080,134,N,1106,POLLING PLACE,80,16,12,36,3,11
PICO RIVERA,5230039A,2080,134,N,0,VBM PORTION,80,12,14,39,1,10
PICO RIVERA,5230039A,2080,134,N,1106,TOTAL,160,28,26,75,4,21
PICO RIVERA,5230041A,2081,134,N,898,POLLING PLACE,88,14,19,36,3,12
PICO RIVERA,5230041A,2081,134,N,0,VBM PORTION,33,4,7,13,0,6
PICO RIVERA,5230041A,2081,134,N,898,TOTAL,121,18,26,49,3,18
PICO RIVERA,5230043A,2082,134,N,1048,POLLING PLACE,78,17,9,35,1,12
PICO RIVERA,5230043A,2082,134,N,0,VBM PORTION,70,15,13,23,0,4
PICO RIVERA,5230043A,2082,134,N,1048,TOTAL,148,32,22,58,1,16
PICO RIVERA,5230044A,2083,134,N,991,POLLING PLACE,50,13,2,23,1,7
PICO RIVERA,5230044A,2083,134,N,0,VBM PORTION,43,15,6,13,2,3
PICO RIVERA,5230044A,2083,134,N,991,TOTAL,93,28,8,36,3,10
PICO RIVERA,5230045A,2084,134,N,1085,POLLING PLACE,46,11,7,15,3,7
PICO RIVERA,5230045A,2084,134,N,0,VBM PORTION,51,10,7,23,0,6
PICO RIVERA,5230045A,2084,134,N,1085,TOTAL,97,21,14,38,3,13
PICO RIVERA,5230049A,2085,134,N,981,POLLING PLACE,78,14,6,36,2,16
PICO RIVERA,5230049A,2085,134,N,0,VBM PORTION,48,10,6,18,0,8
PICO RIVERA,5230049A,2085,134,N,981,TOTAL,126,24,12,54,2,24
PICO RIVERA,5230068A,2086,134,N,905,POLLING PLACE,52,7,5,24,2,7
PICO RIVERA,5230068A,2086,134,N,0,VBM PORTION,39,5,5,19,1,6
PICO RIVERA,5230068A,2086,134,N,905,TOTAL,91,12,10,43,3,13
PICO RIVERA,5230080A,2087,134,N,1148,POLLING PLACE,63,15,8,27,1,11
PICO RIVERA,5230080A,2087,134,N,0,VBM PORTION,76,16,12,27,1,17
PICO RIVERA,5230080A,2087,134,N,1148,TOTAL,139,31,20,54,2,28
PICO RIVERA,5230081A,2088,134,N,977,POLLING PLACE,77,15,11,38,0,10
PICO RIVERA,5230081A,2088,134,N,0,VBM PORTION,60,20,2,26,1,10
PICO RIVERA,5230081A,2088,134,N,977,TOTAL,137,35,13,64,1,20
PIONEER,5240020A,6133,137,Y,205,POLLING PLACE,0,0,0,0,0,0
PIONEER,5240020A,6133,137,Y,0,VBM PORTION,32,9,5,9,0,8
PIONEER,5240020A,6133,137,Y,205,TOTAL,32,9,5,9,0,8
RIO HONDO,5600011A,6138,128,Y,1,POLLING PLACE,0,0,0,0,0,0
RIO HONDO,5600011A,6138,128,Y,0,VBM PORTION,0,0,0,0,0,0
RIO HONDO,5600011A,6138,128,Y,1,TOTAL,0,0,0,0,0,0
SANTA FE SPRINGS,6230001A,2441,132,N,1107,POLLING PLACE,61,17,6,31,0,3
SANTA FE SPRINGS,6230001A,2441,132,N,0,VBM PORTION,67,20,3,26,0,11
SANTA FE SPRINGS,6230001A,2441,132,N,1107,TOTAL,128,37,9,57,0,14
SANTA FE SPRINGS,6230004A,2442,132,N,997,POLLING PLACE,78,26,3,31,0,16
SANTA FE SPRINGS,6230004A,2442,132,N,0,VBM PORTION,65,24,6,23,0,9
SANTA FE SPRINGS,6230004A,2442,132,N,997,TOTAL,143,50,9,54,0,25
SANTA FE SPRINGS,6230006A,2443,132,N,1196,POLLING PLACE,110,37,5,45,1,14
SANTA FE SPRINGS,6230006A,2443,132,N,0,VBM PORTION,59,18,4,20,0,10
SANTA FE SPRINGS,6230006A,2443,132,N,1196,TOTAL,169,55,9,65,1,24
SANTA FE SPRINGS,6230008A,2444,132,N,839,POLLING PLACE,74,40,5,18,3,6
SANTA FE SPRINGS,6230008A,2444,132,N,0,VBM PORTION,54,15,5,23,0,6
SANTA FE SPRINGS,6230008A,2444,132,N,839,TOTAL,128,55,10,41,3,12
SANTA FE SPRINGS,6230009A,2445,132,N,970,POLLING PLACE,75,25,2,30,0,10
SANTA FE SPRINGS,6230009A,2445,132,N,0,VBM PORTION,95,29,11,34,2,12
SANTA FE SPRINGS,6230009A,2445,132,N,970,TOTAL,170,54,13,64,2,22
SANTA FE SPRINGS,6230010A,2446,132,N,1033,POLLING PLACE,62,8,4,32,4,11
SANTA FE SPRINGS,6230010A,2446,132,N,0,VBM PORTION,24,4,5,11,0,4
SANTA FE SPRINGS,6230010A,2446,132,N,1033,TOTAL,86,12,9,43,4,15
SANTA FE SPRINGS,6230011A,2447,132,N,1266,POLLING PLACE,69,14,8,36,1,10
SANTA FE SPRINGS,6230011A,2447,132,N,0,VBM PORTION,68,6,2,47,2,6
SANTA FE SPRINGS,6230011A,2447,132,N,1266,TOTAL,137,20,10,83,3,16
SANTA FE SPRINGS,6230018A,2448,132,N,938,POLLING PLACE,72,28,7,27,1,3
SANTA FE SPRINGS,6230018A,2448,132,N,0,VBM PORTION,61,23,2,22,0,11
SANTA FE SPRINGS,6230018A,2448,132,N,938,TOTAL,133,51,9,49,1,14
SANTA FE SPRINGS,6230051A,2449,132,N,1115,POLLING PLACE,69,17,4,36,1,7
SANTA FE SPRINGS,6230051A,2449,132,N,0,VBM PORTION,64,24,5,22,1,7
SANTA FE SPRINGS,6230051A,2449,132,N,1115,TOTAL,133,41,9,58,2,14
SANTA FE SPRINGS,6230052B,6153,132,Y,191,POLLING PLACE,0,0,0,0,0,0
SANTA FE SPRINGS,6230052B,6153,132,Y,0,VBM PORTION,20,8,6,2,0,3
SANTA FE SPRINGS,6230052B,6153,132,Y,191,TOTAL,20,8,6,2,0,3
SANTA FE SPRINGS,6230052L,6154,132,Y,25,POLLING PLACE,0,0,0,0,0,0
SANTA FE SPRINGS,6230052L,6154,132,Y,0,VBM PORTION,3,2,0,0,0,0
SANTA FE SPRINGS,6230052L,6154,132,Y,25,TOTAL,3,2,0,0,0,0
SOUTH WHITTIER,6700001A,2589,132,N,814,POLLING PLACE,63,17,4,28,2,6
