LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,GEORGE MCKENNA,HATTIE B MCFRAZIER,O O MANIGAULT,G HUDLEY-HAYES,RACHEL C JOHNSON,ALEX JOHNSON,SHERLETT H NEWBILL
LOS ANGELES,9002129B,4006,116,N,1309,POLLING PLACE,135,56,4,3,7,4,44,7
LOS ANGELES,9002129B,4006,116,N,0,VBM PORTION,87,37,6,7,3,0,21,3
LOS ANGELES,9002129B,4006,116,N,1309,TOTAL,222,93,10,10,10,4,65,10
LOS ANGELES,9002132B,4008,116,N,1109,POLLING PLACE,150,66,5,6,8,1,36,12
LOS ANGELES,9002132B,4008,116,N,0,VBM PORTION,107,44,1,6,7,3,30,2
LOS ANGELES,9002132B,4008,116,N,1109,TOTAL,257,110,6,12,15,4,66,14
LOS ANGELES,9002135B,4009,116,N,1283,POLLING PLACE,100,53,2,1,10,0,19,12
LOS ANGELES,9002135B,4009,116,N,0,VBM PORTION,78,20,4,2,8,3,20,9
LOS ANGELES,9002135B,4009,116,N,1283,TOTAL,178,73,6,3,18,3,39,21
LOS ANGELES,9002136A,4010,116,N,1080,POLLING PLACE,62,27,4,2,1,2,23,0
LOS ANGELES,9002136A,4010,116,N,0,VBM PORTION,49,14,1,5,5,1,6,3
LOS ANGELES,9002136A,4010,116,N,1080,TOTAL,111,41,5,7,6,3,29,3
LOS ANGELES,9002137A,4011,116,N,1222,POLLING PLACE,50,26,1,5,0,4,9,2
LOS ANGELES,9002137A,4011,116,N,0,VBM PORTION,49,12,3,4,5,3,11,1
LOS ANGELES,9002137A,4011,116,N,1222,TOTAL,99,38,4,9,5,7,20,3
LOS ANGELES,9002140A,4012,116,N,767,POLLING PLACE,42,16,2,2,0,1,18,1
LOS ANGELES,9002140A,4012,116,N,0,VBM PORTION,41,10,0,0,10,1,10,2
LOS ANGELES,9002140A,4012,116,N,767,TOTAL,83,26,2,2,10,2,28,3
LOS ANGELES,9002140B,4013,116,N,530,POLLING PLACE,49,19,0,1,5,0,12,4
LOS ANGELES,9002140B,4013,116,N,0,VBM PORTION,40,15,1,0,5,4,8,5
LOS ANGELES,9002140B,4013,116,N,530,TOTAL,89,34,1,1,10,4,20,9
LOS ANGELES,9002143A,4014,116,N,1217,POLLING PLACE,113,60,2,5,5,1,26,3
LOS ANGELES,9002143A,4014,116,N,0,VBM PORTION,80,34,3,4,6,5,12,8
LOS ANGELES,9002143A,4014,116,N,1217,TOTAL,193,94,5,9,11,6,38,11
LOS ANGELES,9002144A,4015,116,N,1068,POLLING PLACE,52,17,2,0,2,2,18,5
LOS ANGELES,9002144A,4015,116,N,0,VBM PORTION,70,19,0,2,9,5,23,5
LOS ANGELES,9002144A,4015,116,N,1068,TOTAL,122,36,2,2,11,7,41,10
LOS ANGELES,9002150A,4017,148,N,1112,POLLING PLACE,86,25,6,4,4,2,29,5
LOS ANGELES,9002150A,4017,148,N,0,VBM PORTION,27,4,0,2,5,0,6,5
LOS ANGELES,9002150A,4017,148,N,1112,TOTAL,113,29,6,6,9,2,35,10
LOS ANGELES,9002153A,4018,148,N,1225,POLLING PLACE,73,30,2,1,1,0,19,8
LOS ANGELES,9002153A,4018,148,N,0,VBM PORTION,37,13,2,0,2,2,9,3
LOS ANGELES,9002153A,4018,148,N,1225,TOTAL,110,43,4,1,3,2,28,11
LOS ANGELES,9002156A,4020,148,N,1139,POLLING PLACE,60,25,2,4,3,5,11,3
LOS ANGELES,9002156A,4020,148,N,0,VBM PORTION,45,16,2,2,1,0,14,1
LOS ANGELES,9002156A,4020,148,N,1139,TOTAL,105,41,4,6,4,5,25,4
LOS ANGELES,9002162A,4022,148,N,947,POLLING PLACE,69,25,2,3,8,4,17,3
LOS ANGELES,9002162A,4022,148,N,0,VBM PORTION,41,4,0,1,2,4,11,3
LOS ANGELES,9002162A,4022,148,N,947,TOTAL,110,29,2,4,10,8,28,6
LOS ANGELES,9002163A,4023,116,N,848,POLLING PLACE,55,20,0,3,5,0,14,4
LOS ANGELES,9002163A,4023,116,N,0,VBM PORTION,50,6,0,3,4,3,18,4
LOS ANGELES,9002163A,4023,116,N,848,TOTAL,105,26,0,6,9,3,32,8
LOS ANGELES,9002166A,4024,148,N,1221,POLLING PLACE,78,22,2,1,7,6,25,6
LOS ANGELES,9002166A,4024,148,N,0,VBM PORTION,43,12,1,4,5,1,9,5
LOS ANGELES,9002166A,4024,148,N,1221,TOTAL,121,34,3,5,12,7,34,11
LOS ANGELES,9002167A,4025,116,N,1149,POLLING PLACE,88,42,0,1,4,2,23,6
LOS ANGELES,9002167A,4025,116,N,0,VBM PORTION,81,22,5,4,3,4,25,4
LOS ANGELES,9002167A,4025,116,N,1149,TOTAL,169,64,5,5,7,6,48,10
LOS ANGELES,9002177A,4029,159,N,972,POLLING PLACE,89,38,1,8,4,9,18,5
LOS ANGELES,9002177A,4029,159,N,0,VBM PORTION,64,25,3,6,2,5,15,0
LOS ANGELES,9002177A,4029,159,N,972,TOTAL,153,63,4,14,6,14,33,5
LOS ANGELES,9002178A,4030,148,N,837,POLLING PLACE,117,42,3,4,7,6,27,16
LOS ANGELES,9002178A,4030,148,N,0,VBM PORTION,61,23,1,0,2,5,16,2
LOS ANGELES,9002178A,4030,148,N,837,TOTAL,178,65,4,4,9,11,43,18
LOS ANGELES,9002179A,4031,148,N,848,POLLING PLACE,73,35,2,1,3,1,15,6
LOS ANGELES,9002179A,4031,148,N,0,VBM PORTION,37,11,2,3,2,0,8,2
LOS ANGELES,9002179A,4031,148,N,848,TOTAL,110,46,4,4,5,1,23,8
LOS ANGELES,9002190A,4037,116,N,1094,POLLING PLACE,63,17,1,3,5,2,14,12
LOS ANGELES,9002190A,4037,116,N,0,VBM PORTION,67,24,3,7,4,3,8,5
LOS ANGELES,9002190A,4037,116,N,1094,TOTAL,130,41,4,10,9,5,22,17
LOS ANGELES,9002193A,4039,116,N,592,POLLING PLACE,120,39,6,8,10,2,20,10
LOS ANGELES,9002193A,4039,116,N,0,VBM PORTION,45,15,4,1,0,3,7,1
LOS ANGELES,9002193A,4039,116,N,592,TOTAL,165,54,10,9,10,5,27,11
LOS ANGELES,9002207A,4042,159,N,1274,POLLING PLACE,114,56,2,4,5,2,29,4
LOS ANGELES,9002207A,4042,159,N,0,VBM PORTION,120,48,3,5,8,5,29,7
LOS ANGELES,9002207A,4042,159,N,1274,TOTAL,234,104,5,9,13,7,58,11
LOS ANGELES,9002211A,4044,148,N,1244,POLLING PLACE,135,59,5,3,9,0,34,10
LOS ANGELES,9002211A,4044,148,N,0,VBM PORTION,106,39,1,0,6,6,33,5
LOS ANGELES,9002211A,4044,148,N,1244,TOTAL,241,98,6,3,15,6,67,15
LOS ANGELES,9002214A,4045,148,N,1121,POLLING PLACE,141,73,5,2,11,5,22,4
LOS ANGELES,9002214A,4045,148,N,0,VBM PORTION,88,41,8,2,3,3,16,2
LOS ANGELES,9002214A,4045,148,N,1121,TOTAL,229,114,13,4,14,8,38,6
LOS ANGELES,9002219A,4046,148,N,990,POLLING PLACE,118,61,1,6,1,2,25,7
LOS ANGELES,9002219A,4046,148,N,0,VBM PORTION,63,31,2,2,7,1,7,4
LOS ANGELES,9002219A,4046,148,N,990,TOTAL,181,92,3,8,8,3,32,11
LOS ANGELES,9002247B,4055,86,N,1166,POLLING PLACE,128,43,4,9,11,9,17,13
LOS ANGELES,9002247B,4055,86,N,0,VBM PORTION,120,41,1,8,11,2,17,12
LOS ANGELES,9002247B,4055,86,N,1166,TOTAL,248,84,5,17,22,11,34,25
LOS ANGELES,9002250A,4057,83,N,937,POLLING PLACE,100,39,4,5,4,2,18,7
LOS ANGELES,9002250A,4057,83,N,0,VBM PORTION,55,17,1,4,1,3,8,4
LOS ANGELES,9002250A,4057,83,N,937,TOTAL,155,56,5,9,5,5,26,11
LOS ANGELES,9002252A,4058,83,N,1095,POLLING PLACE,111,31,4,7,5,2,21,10
LOS ANGELES,9002252A,4058,83,N,0,VBM PORTION,84,20,3,3,8,2,10,9
LOS ANGELES,9002252A,4058,83,N,1095,TOTAL,195,51,7,10,13,4,31,19
LOS ANGELES,9002262B,4060,83,N,1084,POLLING PLACE,85,29,2,6,6,2,17,8
LOS ANGELES,9002262B,4060,83,N,0,VBM PORTION,79,18,4,5,9,3,14,9
LOS ANGELES,9002262B,4060,83,N,1084,TOTAL,164,47,6,11,15,5,31,17
LOS ANGELES,9002265B,4062,83,N,1046,POLLING PLACE,151,57,5,12,4,4,24,10
LOS ANGELES,9002265B,4062,83,N,0,VBM PORTION,93,27,1,3,6,5,7,3
LOS ANGELES,9002265B,4062,83,N,1046,TOTAL,244,84,6,15,10,9,31,13
LOS ANGELES,9002279A,4068,83,N,1072,POLLING PLACE,102,30,0,5,4,1,21,7
LOS ANGELES,9002279A,4068,83,N,0,VBM PORTION,148,43,5,3,11,4,14,26
LOS ANGELES,9002279A,4068,83,N,1072,TOTAL,250,73,5,8,15,5,35,33
LOS ANGELES,9002280A,4069,83,N,1306,POLLING PLACE,138,46,8,14,12,3,18,12
LOS ANGELES,9002280A,4069,83,N,0,VBM PORTION,116,32,4,4,5,5,15,4
LOS ANGELES,9002280A,4069,83,N,1306,TOTAL,254,78,12,18,17,8,33,16
LOS ANGELES,9002283A,4071,86,N,1317,POLLING PLACE,158,57,7,13,13,1,24,9
LOS ANGELES,9002283A,4071,86,N,0,VBM PORTION,154,46,6,5,10,1,10,23
LOS ANGELES,9002283A,4071,86,N,1317,TOTAL,312,103,13,18,23,2,34,32
LOS ANGELES,9002285A,4072,116,N,877,POLLING PLACE,131,48,5,4,6,3,28,5
LOS ANGELES,9002285A,4072,116,N,0,VBM PORTION,158,59,2,2,4,3,20,10
LOS ANGELES,9002285A,4072,116,N,877,TOTAL,289,107,7,6,10,6,48,15
LOS ANGELES,9002287A,4073,86,N,1293,POLLING PLACE,150,54,4,5,17,3,25,14
LOS ANGELES,9002287A,4073,86,N,0,VBM PORTION,158,65,3,5,5,4,16,10
LOS ANGELES,9002287A,4073,86,N,1293,TOTAL,308,119,7,10,22,7,41,24
LOS ANGELES,9002297B,4074,116,N,1082,POLLING PLACE,146,41,9,2,8,8,41,7
LOS ANGELES,9002297B,4074,116,N,0,VBM PORTION,113,23,8,3,7,5,25,9
LOS ANGELES,9002297B,4074,116,N,1082,TOTAL,259,64,17,5,15,13,66,16
LOS ANGELES,9002298A,4075,116,N,1231,POLLING PLACE,125,44,9,2,13,3,30,7
LOS ANGELES,9002298A,4075,116,N,0,VBM PORTION,108,42,3,6,2,4,17,13
LOS ANGELES,9002298A,4075,116,N,1231,TOTAL,233,86,12,8,15,7,47,20
LOS ANGELES,9002299A,4076,116,N,1188,POLLING PLACE,114,39,2,5,7,4,17,12
LOS ANGELES,9002299A,4076,116,N,0,VBM PORTION,69,17,2,7,3,3,18,6
LOS ANGELES,9002299A,4076,116,N,1188,TOTAL,183,56,4,12,10,7,35,18
LOS ANGELES,9002302A,4078,116,N,984,POLLING PLACE,69,23,1,3,6,1,22,8
LOS ANGELES,9002302A,4078,116,N,0,VBM PORTION,65,20,2,2,5,4,16,5
LOS ANGELES,9002302A,4078,116,N,984,TOTAL,134,43,3,5,11,5,38,13
LOS ANGELES,9002303A,4079,116,N,982,POLLING PLACE,105,46,5,1,6,1,28,6
LOS ANGELES,9002303A,4079,116,N,0,VBM PORTION,79,28,2,3,4,5,14,5
LOS ANGELES,9002303A,4079,116,N,982,TOTAL,184,74,7,4,10,6,42,11
LOS ANGELES,9002306A,4081,116,N,1071,POLLING PLACE,112,46,4,6,8,6,25,9
LOS ANGELES,9002306A,4081,116,N,0,VBM PORTION,77,30,2,3,3,4,18,3
LOS ANGELES,9002306A,4081,116,N,1071,TOTAL,189,76,6,9,11,10,43,12
LOS ANGELES,9002316A,4085,116,N,1111,POLLING PLACE,107,43,2,4,6,3,28,11
LOS ANGELES,9002316A,4085,116,N,0,VBM PORTION,97,39,7,2,3,4,12,5
LOS ANGELES,9002316A,4085,116,N,1111,TOTAL,204,82,9,6,9,7,40,16
LOS ANGELES,9002322B,4090,116,N,1170,POLLING PLACE,71,21,4,9,3,2,12,10
LOS ANGELES,9002322B,4090,116,N,0,VBM PORTION,64,22,5,4,2,1,7,6
LOS ANGELES,9002322B,4090,116,N,1170,TOTAL,135,43,9,13,5,3,19,16
LOS ANGELES,9002323A,4091,116,N,991,POLLING PLACE,113,41,5,4,4,2,27,11
LOS ANGELES,9002323A,4091,116,N,0,VBM PORTION,71,25,4,1,2,3,11,6
LOS ANGELES,9002323A,4091,116,N,991,TOTAL,184,66,9,5,6,5,38,17
LOS ANGELES,9002324A,4092,116,N,1028,POLLING PLACE,87,24,5,3,3,4,23,18
LOS ANGELES,9002324A,4092,116,N,0,VBM PORTION,75,25,2,3,1,3,27,1
LOS ANGELES,9002324A,4092,116,N,1028,TOTAL,162,49,7,6,4,7,50,19
LOS ANGELES,9002329B,4093,116,N,1205,POLLING PLACE,92,40,4,5,5,3,20,6
LOS ANGELES,9002329B,4093,116,N,0,VBM PORTION,69,12,4,4,4,2,18,10
LOS ANGELES,9002329B,4093,116,N,1205,TOTAL,161,52,8,9,9,5,38,16
LOS ANGELES,9002330A,4094,116,N,1228,POLLING PLACE,145,57,7,4,10,4,24,15
LOS ANGELES,9002330A,4094,116,N,0,VBM PORTION,98,39,2,11,5,3,16,13
LOS ANGELES,9002330A,4094,116,N,1228,TOTAL,243,96,9,15,15,7,40,28
LOS ANGELES,9002333B,4096,116,N,632,POLLING PLACE,92,45,2,0,7,2,17,13
LOS ANGELES,9002333B,4096,116,N,0,VBM PORTION,85,39,2,5,2,1,22,5
LOS ANGELES,9002333B,4096,116,N,632,TOTAL,177,84,4,5,9,3,39,18
LOS ANGELES,9002334A,4097,116,N,1293,POLLING PLACE,256,127,3,5,17,2,66,11
LOS ANGELES,9002334A,4097,116,N,0,VBM PORTION,157,78,5,16,8,5,14,9
LOS ANGELES,9002334A,4097,116,N,1293,TOTAL,413,205,8,21,25,7,80,20
LOS ANGELES,9002337A,4098,116,N,1222,POLLING PLACE,56,16,1,1,5,0,21,6
LOS ANGELES,9002337A,4098,116,N,0,VBM PORTION,108,30,8,6,2,4,35,14
LOS ANGELES,9002337A,4098,116,N,1222,TOTAL,164,46,9,7,7,4,56,20
LOS ANGELES,9002339B,4100,116,N,1275,POLLING PLACE,94,21,3,5,8,4,31,10
LOS ANGELES,9002339B,4100,116,N,0,VBM PORTION,84,19,7,7,8,1,17,4
LOS ANGELES,9002339B,4100,116,N,1275,TOTAL,178,40,10,12,16,5,48,14
LOS ANGELES,9002342B,4102,116,N,1026,POLLING PLACE,95,24,3,5,7,4,25,8
LOS ANGELES,9002342B,4102,116,N,0,VBM PORTION,85,12,5,6,7,7,27,7
LOS ANGELES,9002342B,4102,116,N,1026,TOTAL,180,36,8,11,14,11,52,15
LOS ANGELES,9002343A,4103,116,N,1265,POLLING PLACE,51,17,0,6,0,2,19,3
LOS ANGELES,9002343A,4103,116,N,0,VBM PORTION,80,23,0,3,12,3,22,4
LOS ANGELES,9002343A,4103,116,N,1265,TOTAL,131,40,0,9,12,5,41,7
LOS ANGELES,9002345A,4105,116,N,1218,POLLING PLACE,49,16,2,2,5,4,12,3
LOS ANGELES,9002345A,4105,116,N,0,VBM PORTION,49,16,2,2,2,3,15,3
LOS ANGELES,9002345A,4105,116,N,1218,TOTAL,98,32,4,4,7,7,27,6
LOS ANGELES,9002348A,4106,116,N,581,POLLING PLACE,32,13,1,3,3,0,7,3
LOS ANGELES,9002348A,4106,116,N,0,VBM PORTION,29,10,2,2,1,0,9,0
LOS ANGELES,9002348A,4106,116,N,581,TOTAL,61,23,3,5,4,0,16,3
LOS ANGELES,9002356A,4109,116,N,993,POLLING PLACE,173,80,0,0,12,5,37,28
LOS ANGELES,9002356A,4109,116,N,0,VBM PORTION,113,42,3,5,7,2,21,5
LOS ANGELES,9002356A,4109,116,N,993,TOTAL,286,122,3,5,19,7,58,33
LOS ANGELES,9002357B,4110,116,N,1232,POLLING PLACE,75,19,1,2,6,4,24,9
LOS ANGELES,9002357B,4110,116,N,0,VBM PORTION,55,9,1,3,8,2,17,9
LOS ANGELES,9002357B,4110,116,N,1232,TOTAL,130,28,2,5,14,6,41,18
LOS ANGELES,9002358A,4111,116,N,1457,POLLING PLACE,176,61,5,5,13,0,41,14
LOS ANGELES,9002358A,4111,116,N,0,VBM PORTION,227,98,3,10,7,4,38,7
LOS ANGELES,9002358A,4111,116,N,1457,TOTAL,403,159,8,15,20,4,79,21
LOS ANGELES,9002362A,4112,116,N,1289,POLLING PLACE,152,47,4,14,10,4,29,13
LOS ANGELES,9002362A,4112,116,N,0,VBM PORTION,115,28,9,9,9,7,23,6
LOS ANGELES,9002362A,4112,116,N,1289,TOTAL,267,75,13,23,19,11,52,19
LOS ANGELES,9002370A,4115,116,N,1067,POLLING PLACE,98,22,8,6,10,3,20,9
LOS ANGELES,9002370A,4115,116,N,0,VBM PORTION,71,16,6,6,6,6,7,5
LOS ANGELES,9002370A,4115,116,N,1067,TOTAL,169,38,14,12,16,9,27,14
LOS ANGELES,9002373A,4116,116,N,1012,POLLING PLACE,85,22,5,6,1,5,16,10
LOS ANGELES,9002373A,4116,116,N,0,VBM PORTION,68,16,3,8,1,1,8,7
LOS ANGELES,9002373A,4116,116,N,1012,TOTAL,153,38,8,14,2,6,24,17
LOS ANGELES,9002375A,4117,116,N,862,POLLING PLACE,58,16,5,5,2,2,16,5
LOS ANGELES,9002375A,4117,116,N,0,VBM PORTION,49,18,4,2,0,2,9,4
LOS ANGELES,9002375A,4117,116,N,862,TOTAL,107,34,9,7,2,4,25,9
LOS ANGELES,9002451A,4143,148,N,1282,POLLING PLACE,51,10,0,3,4,4,19,6
LOS ANGELES,9002451A,4143,148,N,0,VBM PORTION,69,17,2,10,1,1,13,2
LOS ANGELES,9002451A,4143,148,N,1282,TOTAL,120,27,2,13,5,5,32,8
LOS ANGELES,9002454A,4144,148,N,1182,POLLING PLACE,58,22,2,3,5,5,8,7
LOS ANGELES,9002454A,4144,148,N,0,VBM PORTION,38,2,0,8,3,4,7,11
LOS ANGELES,9002454A,4144,148,N,1182,TOTAL,96,24,2,11,8,9,15,18
LOS ANGELES,9002456A,4145,148,N,897,POLLING PLACE,55,17,0,4,3,10,7,2
LOS ANGELES,9002456A,4145,148,N,0,VBM PORTION,36,7,1,1,8,4,8,2
LOS ANGELES,9002456A,4145,148,N,897,TOTAL,91,24,1,5,11,14,15,4
LOS ANGELES,9002459A,4146,148,N,1143,POLLING PLACE,69,29,3,3,6,3,16,4
LOS ANGELES,9002459A,4146,148,N,0,VBM PORTION,43,14,1,0,1,3,7,7
LOS ANGELES,9002459A,4146,148,N,1143,TOTAL,112,43,4,3,7,6,23,11
LOS ANGELES,9002461A,4147,148,N,907,POLLING PLACE,69,29,4,4,5,3,8,9
LOS ANGELES,9002461A,4147,148,N,0,VBM PORTION,40,16,2,1,1,2,6,3
LOS ANGELES,9002461A,4147,148,N,907,TOTAL,109,45,6,5,6,5,14,12
LOS ANGELES,9002465A,4148,148,N,1191,POLLING PLACE,80,27,4,4,3,7,13,13
LOS ANGELES,9002465A,4148,148,N,0,VBM PORTION,69,12,4,5,5,6,24,5
LOS ANGELES,9002465A,4148,148,N,1191,TOTAL,149,39,8,9,8,13,37,18
LOS ANGELES,9002466A,4149,148,N,878,POLLING PLACE,29,10,0,0,4,0,11,3
LOS ANGELES,9002466A,4149,148,N,0,VBM PORTION,41,11,4,2,2,3,12,3
LOS ANGELES,9002466A,4149,148,N,878,TOTAL,70,21,4,2,6,3,23,6
LOS ANGELES,9002471A,4150,148,N,1099,POLLING PLACE,31,17,0,1,1,1,3,2
LOS ANGELES,9002471A,4150,148,N,0,VBM PORTION,43,12,0,0,1,3,14,4
LOS ANGELES,9002471A,4150,148,N,1099,TOTAL,74,29,0,1,2,4,17,6
LOS ANGELES,9002472B,4151,148,N,1142,POLLING PLACE,60,23,2,3,6,3,11,5
LOS ANGELES,9002472B,4151,148,N,0,VBM PORTION,57,11,3,6,3,3,18,6
LOS ANGELES,9002472B,4151,148,N,1142,TOTAL,117,34,5,9,9,6,29,11
LOS ANGELES,9002477A,4153,148,N,1020,POLLING PLACE,90,33,2,3,9,2,18,9
LOS ANGELES,9002477A,4153,148,N,0,VBM PORTION,45,25,3,3,1,0,9,0
LOS ANGELES,9002477A,4153,148,N,1020,TOTAL,135,58,5,6,10,2,27,9
LOS ANGELES,9002481A,4154,148,N,918,POLLING PLACE,79,22,3,4,3,6,24,9
LOS ANGELES,9002481A,4154,148,N,0,VBM PORTION,27,8,0,1,3,2,5,1
LOS ANGELES,9002481A,4154,148,N,918,TOTAL,106,30,3,5,6,8,29,10
LOS ANGELES,9002482A,4155,148,N,889,POLLING PLACE,54,16,3,4,2,0,13,3
LOS ANGELES,9002482A,4155,148,N,0,VBM PORTION,49,19,2,4,2,3,10,2
LOS ANGELES,9002482A,4155,148,N,889,TOTAL,103,35,5,8,4,3,23,5
LOS ANGELES,9002484B,4156,148,N,873,POLLING PLACE,59,28,1,1,3,1,16,3
LOS ANGELES,9002484B,4156,148,N,0,VBM PORTION,45,18,0,3,1,3,12,2
LOS ANGELES,9002484B,4156,148,N,873,TOTAL,104,46,1,4,4,4,28,5
LOS ANGELES,9002485A,4157,148,N,1007,POLLING PLACE,51,25,2,2,1,1,10,1
LOS ANGELES,9002485A,4157,148,N,0,VBM PORTION,26,7,2,2,2,1,4,2
LOS ANGELES,9002485A,4157,148,N,1007,TOTAL,77,32,4,4,3,2,14,3
LOS ANGELES,9002485C,4158,148,N,583,POLLING PLACE,26,12,2,0,0,1,2,2
LOS ANGELES,9002485C,4158,148,N,0,VBM PORTION,11,2,1,0,2,1,3,0
LOS ANGELES,9002485C,4158,148,N,583,TOTAL,37,14,3,0,2,2,5,2
LOS ANGELES,9002489A,4159,148,N,901,POLLING PLACE,93,51,5,4,4,2,19,2
LOS ANGELES,9002489A,4159,148,N,0,VBM PORTION,36,8,0,1,3,0,13,4
LOS ANGELES,9002489A,4159,148,N,901,TOTAL,129,59,5,5,7,2,32,6
LOS ANGELES,9002491A,4160,151,N,730,POLLING PLACE,32,15,0,1,4,0,4,1
LOS ANGELES,9002491A,4160,151,N,0,VBM PORTION,18,6,2,0,1,2,4,1
LOS ANGELES,9002491A,4160,151,N,730,TOTAL,50,21,2,1,5,2,8,2
LOS ANGELES,9002492A,4161,148,N,1142,POLLING PLACE,146,61,4,4,10,4,36,10
LOS ANGELES,9002492A,4161,148,N,0,VBM PORTION,68,23,1,1,5,9,15,2
LOS ANGELES,9002492A,4161,148,N,1142,TOTAL,214,84,5,5,15,13,51,12
LOS ANGELES,9002494A,4162,174,N,1118,POLLING PLACE,57,14,2,6,3,2,5,9
LOS ANGELES,9002494A,4162,174,N,0,VBM PORTION,30,10,2,5,3,1,4,4
LOS ANGELES,9002494A,4162,174,N,1118,TOTAL,87,24,4,11,6,3,9,13
LOS ANGELES,9002496A,4163,174,N,1063,POLLING PLACE,83,52,0,2,6,3,10,6
LOS ANGELES,9002496A,4163,174,N,0,VBM PORTION,72,29,4,3,6,3,11,6
LOS ANGELES,9002496A,4163,174,N,1063,TOTAL,155,81,4,5,12,6,21,12
LOS ANGELES,9002496B,4164,174,N,781,POLLING PLACE,61,21,4,3,2,5,7,7
LOS ANGELES,9002496B,4164,174,N,0,VBM PORTION,39,19,1,3,0,5,5,2
LOS ANGELES,9002496B,4164,174,N,781,TOTAL,100,40,5,6,2,10,12,9
LOS ANGELES,9002497A,4165,151,N,696,POLLING PLACE,94,48,3,3,1,1,13,8
LOS ANGELES,9002497A,4165,151,N,0,VBM PORTION,63,30,2,3,4,5,10,2
LOS ANGELES,9002497A,4165,151,N,696,TOTAL,157,78,5,6,5,6,23,10
LOS ANGELES,9002499A,4166,151,N,1055,POLLING PLACE,153,74,6,3,3,6,31,10
LOS ANGELES,9002499A,4166,151,N,0,VBM PORTION,93,35,7,0,5,2,29,5
LOS ANGELES,9002499A,4166,151,N,1055,TOTAL,246,109,13,3,8,8,60,15
LOS ANGELES,9002500A,4167,151,N,876,POLLING PLACE,101,63,1,0,6,4,12,7
LOS ANGELES,9002500A,4167,151,N,0,VBM PORTION,67,25,6,4,3,2,20,1
LOS ANGELES,9002500A,4167,151,N,876,TOTAL,168,88,7,4,9,6,32,8
LOS ANGELES,9002502A,4168,161,N,1108,POLLING PLACE,138,72,3,1,11,4,27,9
LOS ANGELES,9002502A,4168,161,N,0,VBM PORTION,76,30,2,2,3,9,10,3
LOS ANGELES,9002502A,4168,161,N,1108,TOTAL,214,102,5,3,14,13,37,12
LOS ANGELES,9002503A,4169,151,N,1106,POLLING PLACE,120,63,7,1,5,5,20,7
LOS ANGELES,9002503A,4169,151,N,0,VBM PORTION,78,37,3,1,3,2,12,7
LOS ANGELES,9002503A,4169,151,N,1106,TOTAL,198,100,10,2,8,7,32,14
LOS ANGELES,9002504A,4170,161,N,1151,POLLING PLACE,124,69,5,0,4,4,18,12
LOS ANGELES,9002504A,4170,161,N,0,VBM PORTION,72,36,2,2,7,1,10,3
LOS ANGELES,9002504A,4170,161,N,1151,TOTAL,196,105,7,2,11,5,28,15
LOS ANGELES,9002507A,4171,161,N,884,POLLING PLACE,127,58,11,3,8,6,15,13
LOS ANGELES,9002507A,4171,161,N,0,VBM PORTION,61,27,2,0,3,3,14,1
LOS ANGELES,9002507A,4171,161,N,884,TOTAL,188,85,13,3,11,9,29,14
LOS ANGELES,9002510A,4173,174,N,1178,POLLING PLACE,111,60,3,4,8,5,16,5
LOS ANGELES,9002510A,4173,174,N,0,VBM PORTION,63,25,4,1,2,7,6,5
LOS ANGELES,9002510A,4173,174,N,1178,TOTAL,174,85,7,5,10,12,22,10
LOS ANGELES,9002556A,4194,116,N,1218,POLLING PLACE,138,61,1,4,14,4,31,7
LOS ANGELES,9002556A,4194,116,N,0,VBM PORTION,145,53,4,6,3,2,47,10
LOS ANGELES,9002556A,4194,116,N,1218,TOTAL,283,114,5,10,17,6,78,17
LOS ANGELES,9002557A,6199,107,Y,10,POLLING PLACE,0,0,0,0,0,0,0,0
LOS ANGELES,9002557A,6199,107,Y,0,VBM PORTION,2,1,0,1,0,0,0,0
LOS ANGELES,9002557A,6199,107,Y,10,TOTAL,2,1,0,1,0,0,0,0
LOS ANGELES,9002572A,4200,174,N,1113,POLLING PLACE,62,26,5,1,3,2,14,4
LOS ANGELES,9002572A,4200,174,N,0,VBM PORTION,67,17,3,3,5,6,18,2
LOS ANGELES,9002572A,4200,174,N,1113,TOTAL,129,43,8,4,8,8,32,6
LOS ANGELES,9002591A,4207,177,N,682,POLLING PLACE,74,35,2,1,4,7,9,6
LOS ANGELES,9002591A,4207,177,N,0,VBM PORTION,27,7,4,2,1,2,6,0
LOS ANGELES,9002591A,4207,177,N,682,TOTAL,101,42,6,3,5,9,15,6
LOS ANGELES,9002647A,6211,151,Y,13,POLLING PLACE,0,0,0,0,0,0,0,0
LOS ANGELES,9002647A,6211,151,Y,0,VBM PORTION,1,1,0,0,0,0,0,0
LOS ANGELES,9002647A,6211,151,Y,13,TOTAL,1,1,0,0,0,0,0,0
LOS ANGELES,9002702A,6214,179,Y,19,POLLING PLACE,0,0,0,0,0,0,0,0
LOS ANGELES,9002702A,6214,179,Y,0,VBM PORTION,1,0,0,0,0,1,0,0
LOS ANGELES,9002702A,6214,179,Y,19,TOTAL,1,0,0,0,0,1,0,0
LOS ANGELES,9002788A,4243,148,N,1092,POLLING PLACE,40,18,5,0,3,1,8,1
LOS ANGELES,9002788A,4243,148,N,0,VBM PORTION,34,10,4,2,3,2,8,1
