LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,ARNOLD W MEDNICK,ANDREW COOPER
SIERRA MADRE,6400004A,2512,33,N,529,TOTAL,175,15,103
SIERRA MADRE,6400006A,2513,33,N,925,POLLING PLACE,149,13,90
SIERRA MADRE,6400006A,2513,33,N,0,VBM PORTION,106,9,63
SIERRA MADRE,6400006A,2513,33,N,925,TOTAL,255,22,153
SIERRA MADRE,6400007A,2514,33,N,808,POLLING PLACE,94,8,61
SIERRA MADRE,6400007A,2514,33,N,0,VBM PORTION,108,22,67
SIERRA MADRE,6400007A,2514,33,N,808,TOTAL,202,30,128
SIERRA MADRE,6400010A,2515,33,N,829,POLLING PLACE,115,13,70
SIERRA MADRE,6400010A,2515,33,N,0,VBM PORTION,107,14,63
SIERRA MADRE,6400010A,2515,33,N,829,TOTAL,222,27,133
SIERRA MADRE,6400011A,2516,33,N,1038,POLLING PLACE,142,13,87
SIERRA MADRE,6400011A,2516,33,N,0,VBM PORTION,139,8,99
SIERRA MADRE,6400011A,2516,33,N,1038,TOTAL,281,21,186
SIERRA MADRE,6400012A,2517,33,N,1229,POLLING PLACE,187,27,117
SIERRA MADRE,6400012A,2517,33,N,0,VBM PORTION,185,11,118
SIERRA MADRE,6400012A,2517,33,N,1229,TOTAL,372,38,235
SIERRA MADRE,6400013A,2518,33,N,915,POLLING PLACE,124,12,81
SIERRA MADRE,6400013A,2518,33,N,0,VBM PORTION,137,9,85
SIERRA MADRE,6400013A,2518,33,N,915,TOTAL,261,21,166
SIGNAL HILL,6450001A,2519,191,N,703,POLLING PLACE,62,9,42
SIGNAL HILL,6450001A,2519,191,N,0,VBM PORTION,74,13,39
SIGNAL HILL,6450001A,2519,191,N,703,TOTAL,136,22,81
SIGNAL HILL,6450002A,2520,191,N,1159,POLLING PLACE,115,22,64
SIGNAL HILL,6450002A,2520,191,N,0,VBM PORTION,73,9,43
SIGNAL HILL,6450002A,2520,191,N,1159,TOTAL,188,31,107
SIGNAL HILL,6450003A,2521,191,N,949,POLLING PLACE,113,16,73
SIGNAL HILL,6450003A,2521,191,N,0,VBM PORTION,130,16,76
SIGNAL HILL,6450003A,2521,191,N,949,TOTAL,243,32,149
SIGNAL HILL,6450004A,2522,191,N,1107,POLLING PLACE,180,26,119
SIGNAL HILL,6450004A,2522,191,N,0,VBM PORTION,129,9,86
SIGNAL HILL,6450004A,2522,191,N,1107,TOTAL,309,35,205
SIGNAL HILL,6450005A,2523,191,N,1169,POLLING PLACE,150,11,96
SIGNAL HILL,6450005A,2523,191,N,0,VBM PORTION,197,16,111
SIGNAL HILL,6450005A,2523,191,N,1169,TOTAL,347,27,207
SIGNAL HILL,6450006A,2524,191,N,1145,POLLING PLACE,159,21,102
SIGNAL HILL,6450006A,2524,191,N,0,VBM PORTION,127,17,72
SIGNAL HILL,6450006A,2524,191,N,1145,TOTAL,286,38,174
SOUTH EL MONTE,6530002A,2525,74,N,1159,POLLING PLACE,42,9,26
SOUTH EL MONTE,6530002A,2525,74,N,0,VBM PORTION,50,3,37
SOUTH EL MONTE,6530002A,2525,74,N,1159,TOTAL,92,12,63
SOUTH EL MONTE,6530004A,2526,124,N,1097,POLLING PLACE,93,17,63
SOUTH EL MONTE,6530004A,2526,124,N,0,VBM PORTION,54,1,44
SOUTH EL MONTE,6530004A,2526,124,N,1097,TOTAL,147,18,107
SOUTH EL MONTE,6530005A,2527,124,N,871,POLLING PLACE,37,1,27
SOUTH EL MONTE,6530005A,2527,124,N,0,VBM PORTION,25,8,9
SOUTH EL MONTE,6530005A,2527,124,N,871,TOTAL,62,9,36
SOUTH EL MONTE,6530041A,2528,124,N,1305,POLLING PLACE,76,13,51
SOUTH EL MONTE,6530041A,2528,124,N,0,VBM PORTION,60,9,40
SOUTH EL MONTE,6530041A,2528,124,N,1305,TOTAL,136,22,91
SOUTH EL MONTE,6530043B,2529,124,N,887,POLLING PLACE,39,12,24
SOUTH EL MONTE,6530043B,2529,124,N,0,VBM PORTION,49,12,31
SOUTH EL MONTE,6530043B,2529,124,N,887,TOTAL,88,24,55
SOUTH EL MONTE,6530045A,2530,124,N,1197,POLLING PLACE,66,6,47
SOUTH EL MONTE,6530045A,2530,124,N,0,VBM PORTION,71,9,47
SOUTH EL MONTE,6530045A,2530,124,N,1197,TOTAL,137,15,94
SOUTH EL MONTE,6530046A,2531,124,N,783,POLLING PLACE,45,7,27
SOUTH EL MONTE,6530046A,2531,124,N,0,VBM PORTION,38,2,27
SOUTH EL MONTE,6530046A,2531,124,N,783,TOTAL,83,9,54
SOUTH GATE,6550001A,2532,165,N,1165,POLLING PLACE,71,13,47
SOUTH GATE,6550001A,2532,165,N,0,VBM PORTION,57,9,28
SOUTH GATE,6550001A,2532,165,N,1165,TOTAL,128,22,75
SOUTH GATE,6550003A,2533,165,N,989,POLLING PLACE,41,8,31
SOUTH GATE,6550003A,2533,165,N,0,VBM PORTION,23,4,15
SOUTH GATE,6550003A,2533,165,N,989,TOTAL,64,12,46
SOUTH GATE,6550004A,2534,165,N,976,POLLING PLACE,51,17,25
SOUTH GATE,6550004A,2534,165,N,0,VBM PORTION,24,3,18
SOUTH GATE,6550004A,2534,165,N,976,TOTAL,75,20,43
SOUTH GATE,6550006A,2535,165,N,1028,POLLING PLACE,39,14,21
SOUTH GATE,6550006A,2535,165,N,0,VBM PORTION,38,8,22
SOUTH GATE,6550006A,2535,165,N,1028,TOTAL,77,22,43
SOUTH GATE,6550009A,2536,165,N,1044,POLLING PLACE,45,5,30
SOUTH GATE,6550009A,2536,165,N,0,VBM PORTION,24,4,15
SOUTH GATE,6550009A,2536,165,N,1044,TOTAL,69,9,45
SOUTH GATE,6550010A,2537,165,N,1131,POLLING PLACE,78,12,49
SOUTH GATE,6550010A,2537,165,N,0,VBM PORTION,19,2,16
SOUTH GATE,6550010A,2537,165,N,1131,TOTAL,97,14,65
SOUTH GATE,6550011A,2538,165,N,1265,POLLING PLACE,48,11,24
SOUTH GATE,6550011A,2538,165,N,0,VBM PORTION,38,7,25
SOUTH GATE,6550011A,2538,165,N,1265,TOTAL,86,18,49
SOUTH GATE,6550012B,2539,165,N,1137,POLLING PLACE,64,8,41
SOUTH GATE,6550012B,2539,165,N,0,VBM PORTION,29,7,20
SOUTH GATE,6550012B,2539,165,N,1137,TOTAL,93,15,61
SOUTH GATE,6550015A,2540,165,N,1146,POLLING PLACE,64,15,42
SOUTH GATE,6550015A,2540,165,N,0,VBM PORTION,48,5,34
SOUTH GATE,6550015A,2540,165,N,1146,TOTAL,112,20,76
SOUTH GATE,6550016A,2541,165,N,989,POLLING PLACE,42,5,29
SOUTH GATE,6550016A,2541,165,N,0,VBM PORTION,29,1,23
SOUTH GATE,6550016A,2541,165,N,989,TOTAL,71,6,52
SOUTH GATE,6550017A,2542,165,N,1149,POLLING PLACE,66,8,48
SOUTH GATE,6550017A,2542,165,N,0,VBM PORTION,33,3,26
SOUTH GATE,6550017A,2542,165,N,1149,TOTAL,99,11,74
SOUTH GATE,6550018A,2543,165,N,1036,POLLING PLACE,42,4,33
SOUTH GATE,6550018A,2543,165,N,0,VBM PORTION,38,6,29
SOUTH GATE,6550018A,2543,165,N,1036,TOTAL,80,10,62
SOUTH GATE,6550019B,2544,165,N,1164,POLLING PLACE,55,6,43
SOUTH GATE,6550019B,2544,165,N,0,VBM PORTION,32,1,21
SOUTH GATE,6550019B,2544,165,N,1164,TOTAL,87,7,64
SOUTH GATE,6550020A,2545,165,N,1066,POLLING PLACE,51,5,35
SOUTH GATE,6550020A,2545,165,N,0,VBM PORTION,28,5,17
SOUTH GATE,6550020A,2545,165,N,1066,TOTAL,79,10,52
SOUTH GATE,6550021A,2546,165,N,790,POLLING PLACE,13,1,11
SOUTH GATE,6550021A,2546,165,N,0,VBM PORTION,20,3,14
SOUTH GATE,6550021A,2546,165,N,790,TOTAL,33,4,25
SOUTH GATE,6550022A,2547,165,N,940,POLLING PLACE,50,11,30
SOUTH GATE,6550022A,2547,165,N,0,VBM PORTION,26,4,16
SOUTH GATE,6550022A,2547,165,N,940,TOTAL,76,15,46
SOUTH GATE,6550022B,2548,165,N,795,POLLING PLACE,31,7,22
SOUTH GATE,6550022B,2548,165,N,0,VBM PORTION,19,3,13
SOUTH GATE,6550022B,2548,165,N,795,TOTAL,50,10,35
SOUTH GATE,6550028A,2549,165,N,1036,POLLING PLACE,65,9,51
SOUTH GATE,6550028A,2549,165,N,0,VBM PORTION,39,4,27
SOUTH GATE,6550028A,2549,165,N,1036,TOTAL,104,13,78
SOUTH GATE,6550029A,2550,165,N,1139,POLLING PLACE,61,7,43
SOUTH GATE,6550029A,2550,165,N,0,VBM PORTION,30,6,19
SOUTH GATE,6550029A,2550,165,N,1139,TOTAL,91,13,62
SOUTH GATE,6550030C,2551,165,N,797,POLLING PLACE,63,17,35
SOUTH GATE,6550030C,2551,165,N,0,VBM PORTION,25,5,19
SOUTH GATE,6550030C,2551,165,N,797,TOTAL,88,22,54
SOUTH GATE,6550031A,2552,165,N,1186,POLLING PLACE,48,10,25
SOUTH GATE,6550031A,2552,165,N,0,VBM PORTION,35,5,27
SOUTH GATE,6550031A,2552,165,N,1186,TOTAL,83,15,52
SOUTH GATE,6550035A,2553,165,N,1277,POLLING PLACE,62,12,36
SOUTH GATE,6550035A,2553,165,N,0,VBM PORTION,41,5,19
SOUTH GATE,6550035A,2553,165,N,1277,TOTAL,103,17,55
SOUTH GATE,6550036A,2554,165,N,1105,POLLING PLACE,50,10,33
SOUTH GATE,6550036A,2554,165,N,0,VBM PORTION,21,1,11
SOUTH GATE,6550036A,2554,165,N,1105,TOTAL,71,11,44
SOUTH GATE,6550039A,2555,165,N,924,POLLING PLACE,63,6,41
SOUTH GATE,6550039A,2555,165,N,0,VBM PORTION,17,1,15
SOUTH GATE,6550039A,2555,165,N,924,TOTAL,80,7,56
SOUTH GATE,6550047B,2556,165,N,1114,POLLING PLACE,60,9,40
SOUTH GATE,6550047B,2556,165,N,0,VBM PORTION,33,1,28
SOUTH GATE,6550047B,2556,165,N,1114,TOTAL,93,10,68
SOUTH GATE,6550048A,2557,165,N,1312,POLLING PLACE,60,13,40
SOUTH GATE,6550048A,2557,165,N,0,VBM PORTION,33,7,23
SOUTH GATE,6550048A,2557,165,N,1312,TOTAL,93,20,63
SOUTH GATE,6550050A,2558,165,N,1060,POLLING PLACE,52,5,33
SOUTH GATE,6550050A,2558,165,N,0,VBM PORTION,40,1,33
SOUTH GATE,6550050A,2558,165,N,1060,TOTAL,92,6,66
SOUTH GATE,6550052A,2559,165,N,1035,POLLING PLACE,46,5,28
SOUTH GATE,6550052A,2559,165,N,0,VBM PORTION,38,5,27
SOUTH GATE,6550052A,2559,165,N,1035,TOTAL,84,10,55
SOUTH GATE,6550053A,2560,165,N,1272,POLLING PLACE,62,9,44
SOUTH GATE,6550053A,2560,165,N,0,VBM PORTION,42,4,32
SOUTH GATE,6550053A,2560,165,N,1272,TOTAL,104,13,76
SOUTH GATE,6550055A,2561,165,N,794,POLLING PLACE,46,4,28
SOUTH GATE,6550055A,2561,165,N,0,VBM PORTION,30,0,24
SOUTH GATE,6550055A,2561,165,N,794,TOTAL,76,4,52
SOUTH GATE,6550056A,2562,165,N,434,POLLING PLACE,28,0,23
SOUTH GATE,6550056A,2562,165,N,0,VBM PORTION,53,16,27
SOUTH GATE,6550056A,2562,165,N,434,TOTAL,81,16,50
SOUTH GATE,6550060A,2563,165,N,1118,POLLING PLACE,80,14,45
SOUTH GATE,6550060A,2563,165,N,0,VBM PORTION,56,9,40
SOUTH GATE,6550060A,2563,165,N,1118,TOTAL,136,23,85
SOUTH GATE,6550061A,2564,165,N,632,POLLING PLACE,38,5,23
SOUTH GATE,6550061A,2564,165,N,0,VBM PORTION,19,4,11
SOUTH GATE,6550061A,2564,165,N,632,TOTAL,57,9,34
SOUTH GATE,6550062A,2565,165,N,1170,POLLING PLACE,76,13,50
SOUTH GATE,6550062A,2565,165,N,0,VBM PORTION,54,5,38
SOUTH GATE,6550062A,2565,165,N,1170,TOTAL,130,18,88
SOUTH GATE,6550066C,2566,165,N,558,POLLING PLACE,32,6,17
SOUTH GATE,6550066C,2566,165,N,0,VBM PORTION,43,1,32
SOUTH GATE,6550066C,2566,165,N,558,TOTAL,75,7,49
SOUTH PASADENA,6600001A,2567,33,N,997,POLLING PLACE,100,18,60
SOUTH PASADENA,6600001A,2567,33,N,0,VBM PORTION,84,12,44
SOUTH PASADENA,6600001A,2567,33,N,997,TOTAL,184,30,104
SOUTH PASADENA,6600003A,2568,33,N,1037,POLLING PLACE,118,15,69
SOUTH PASADENA,6600003A,2568,33,N,0,VBM PORTION,100,8,57
SOUTH PASADENA,6600003A,2568,33,N,1037,TOTAL,218,23,126
SOUTH PASADENA,6600005A,2569,33,N,998,POLLING PLACE,140,10,85
SOUTH PASADENA,6600005A,2569,33,N,0,VBM PORTION,161,20,97
SOUTH PASADENA,6600005A,2569,33,N,998,TOTAL,301,30,182
SOUTH PASADENA,6600006A,2570,33,N,885,POLLING PLACE,105,19,58
SOUTH PASADENA,6600006A,2570,33,N,0,VBM PORTION,74,8,36
SOUTH PASADENA,6600006A,2570,33,N,885,TOTAL,179,27,94
SOUTH PASADENA,6600008A,2571,33,N,860,POLLING PLACE,73,13,43
SOUTH PASADENA,6600008A,2571,33,N,0,VBM PORTION,50,9,29
SOUTH PASADENA,6600008A,2571,33,N,860,TOTAL,123,22,72
SOUTH PASADENA,6600009A,2572,33,N,904,POLLING PLACE,142,18,74
SOUTH PASADENA,6600009A,2572,33,N,0,VBM PORTION,127,17,63
SOUTH PASADENA,6600009A,2572,33,N,904,TOTAL,269,35,137
SOUTH PASADENA,6600010A,2573,33,N,738,POLLING PLACE,81,16,41
SOUTH PASADENA,6600010A,2573,33,N,0,VBM PORTION,108,14,61
SOUTH PASADENA,6600010A,2573,33,N,738,TOTAL,189,30,102
SOUTH PASADENA,6600011A,2574,33,N,992,POLLING PLACE,134,19,80
SOUTH PASADENA,6600011A,2574,33,N,0,VBM PORTION,80,7,39
SOUTH PASADENA,6600011A,2574,33,N,992,TOTAL,214,26,119
SOUTH PASADENA,6600013A,2575,33,N,804,POLLING PLACE,118,10,73
SOUTH PASADENA,6600013A,2575,33,N,0,VBM PORTION,94,11,52
SOUTH PASADENA,6600013A,2575,33,N,804,TOTAL,212,21,125
SOUTH PASADENA,6600015A,2576,33,N,677,POLLING PLACE,82,8,56
SOUTH PASADENA,6600015A,2576,33,N,0,VBM PORTION,117,11,74
SOUTH PASADENA,6600015A,2576,33,N,677,TOTAL,199,19,130
SOUTH PASADENA,6600016A,2577,33,N,895,POLLING PLACE,140,21,80
SOUTH PASADENA,6600016A,2577,33,N,0,VBM PORTION,99,13,57
SOUTH PASADENA,6600016A,2577,33,N,895,TOTAL,239,34,137
SOUTH PASADENA,6600017A,2578,33,N,703,POLLING PLACE,102,20,46
SOUTH PASADENA,6600017A,2578,33,N,0,VBM PORTION,72,11,49
SOUTH PASADENA,6600017A,2578,33,N,703,TOTAL,174,31,95
SOUTH PASADENA,6600019A,2579,33,N,1216,POLLING PLACE,105,15,59
SOUTH PASADENA,6600019A,2579,33,N,0,VBM PORTION,121,12,77
SOUTH PASADENA,6600019A,2579,33,N,1216,TOTAL,226,27,136
SOUTH PASADENA,6600022A,2580,33,N,721,POLLING PLACE,91,8,56
SOUTH PASADENA,6600022A,2580,33,N,0,VBM PORTION,117,6,69
SOUTH PASADENA,6600022A,2580,33,N,721,TOTAL,208,14,125
SOUTH PASADENA,6600024A,2581,33,N,1247,POLLING PLACE,145,29,80
SOUTH PASADENA,6600024A,2581,33,N,0,VBM PORTION,147,16,68
SOUTH PASADENA,6600024A,2581,33,N,1247,TOTAL,292,45,148
SOUTH PASADENA,6600026A,2582,33,N,844,POLLING PLACE,126,17,79
SOUTH PASADENA,6600026A,2582,33,N,0,VBM PORTION,133,9,73
SOUTH PASADENA,6600026A,2582,33,N,844,TOTAL,259,26,152
SOUTH PASADENA,6600028A,2583,33,N,775,POLLING PLACE,104,19,64
SOUTH PASADENA,6600028A,2583,33,N,0,VBM PORTION,94,12,49
SOUTH PASADENA,6600028A,2583,33,N,775,TOTAL,198,31,113
SOUTH PASADENA,6600031A,2584,33,N,788,POLLING PLACE,89,13,58
SOUTH PASADENA,6600031A,2584,33,N,0,VBM PORTION,81,4,57
SOUTH PASADENA,6600031A,2584,33,N,788,TOTAL,170,17,115
SOUTH SAN GABRIEL,6650010A,6162,74,Y,212,POLLING PLACE,0,0,0
SOUTH SAN GABRIEL,6650010A,6162,74,Y,0,VBM PORTION,24,3,17
SOUTH SAN GABRIEL,6650010A,6162,74,Y,212,TOTAL,24,3,17
SOUTH SAN GABRIEL,6650032A,2585,72,N,867,POLLING PLACE,63,12,35
SOUTH SAN GABRIEL,6650032A,2585,72,N,0,VBM PORTION,85,8,54
SOUTH SAN GABRIEL,6650032A,2585,72,N,867,TOTAL,148,20,89
SOUTH SAN GABRIEL,6650033B,2586,72,N,524,POLLING PLACE,35,9,21
SOUTH SAN GABRIEL,6650033B,2586,72,N,0,VBM PORTION,38,4,27
SOUTH SAN GABRIEL,6650033B,2586,72,N,524,TOTAL,73,13,48
SOUTH SAN GABRIEL,6650034A,2587,72,N,1011,POLLING PLACE,62,13,42
SOUTH SAN GABRIEL,6650034A,2587,72,N,0,VBM PORTION,52,3,40
SOUTH SAN GABRIEL,6650034A,2587,72,N,1011,TOTAL,114,16,82
SOUTH SAN GABRIEL,6650035A,2588,72,N,1243,POLLING PLACE,91,12,55
SOUTH SAN GABRIEL,6650035A,2588,72,N,0,VBM PORTION,94,10,60
SOUTH SAN GABRIEL,6650035A,2588,72,N,1243,TOTAL,185,22,115
SOUTH WHITTIER,6700001A,2589,132,N,814,POLLING PLACE,63,5,46
SOUTH WHITTIER,6700001A,2589,132,N,0,VBM PORTION,40,2,31
SOUTH WHITTIER,6700001A,2589,132,N,814,TOTAL,103,7,77
SOUTH WHITTIER,6700002A,2590,132,N,1276,POLLING PLACE,78,11,57
SOUTH WHITTIER,6700002A,2590,132,N,0,VBM PORTION,83,11,58
SOUTH WHITTIER,6700002A,2590,132,N,1276,TOTAL,161,22,115
SOUTH WHITTIER,6700003A,2591,132,N,929,POLLING PLACE,41,9,28
SOUTH WHITTIER,6700003A,2591,132,N,0,VBM PORTION,34,5,25
SOUTH WHITTIER,6700003A,2591,132,N,929,TOTAL,75,14,53
SOUTH WHITTIER,6700004B,2592,132,N,1121,POLLING PLACE,80,14,58
SOUTH WHITTIER,6700004B,2592,132,N,0,VBM PORTION,49,4,34
SOUTH WHITTIER,6700004B,2592,132,N,1121,TOTAL,129,18,92
SOUTH WHITTIER,6700007A,2593,132,N,1029,POLLING PLACE,59,8,40
SOUTH WHITTIER,6700007A,2593,132,N,0,VBM PORTION,60,8,32
SOUTH WHITTIER,6700007A,2593,132,N,1029,TOTAL,119,16,72
SOUTH WHITTIER,6700008A,2594,132,N,1208,POLLING PLACE,103,10,67
SOUTH WHITTIER,6700008A,2594,132,N,0,VBM PORTION,87,8,59
SOUTH WHITTIER,6700008A,2594,132,N,1208,TOTAL,190,18,126
SOUTH WHITTIER,6700009B,2595,132,N,689,POLLING PLACE,53,5,39
SOUTH WHITTIER,6700009B,2595,132,N,0,VBM PORTION,32,1,20
SOUTH WHITTIER,6700009B,2595,132,N,689,TOTAL,85,6,59
SOUTH WHITTIER,6700010A,2596,132,N,975,POLLING PLACE,65,9,40
SOUTH WHITTIER,6700010A,2596,132,N,0,VBM PORTION,71,6,44
SOUTH WHITTIER,6700010A,2596,132,N,975,TOTAL,136,15,84
SOUTH WHITTIER,6700011B,2597,132,N,1302,POLLING PLACE,96,11,65
SOUTH WHITTIER,6700011B,2597,132,N,0,VBM PORTION,107,11,68
SOUTH WHITTIER,6700011B,2597,132,N,1302,TOTAL,203,22,133
SOUTH WHITTIER,6700012A,2598,132,N,1036,POLLING PLACE,97,8,70
SOUTH WHITTIER,6700012A,2598,132,N,0,VBM PORTION,84,2,66
SOUTH WHITTIER,6700012A,2598,132,N,1036,TOTAL,181,10,136
SOUTH WHITTIER,6700014B,2599,132,N,1089,POLLING PLACE,66,8,49
SOUTH WHITTIER,6700014B,2599,132,N,0,VBM PORTION,66,5,47
SOUTH WHITTIER,6700014B,2599,132,N,1089,TOTAL,132,13,96
SOUTH WHITTIER,6700015A,2600,132,N,751,POLLING PLACE,62,7,41
SOUTH WHITTIER,6700015A,2600,132,N,0,VBM PORTION,39,1,28
SOUTH WHITTIER,6700015A,2600,132,N,751,TOTAL,101,8,69
SOUTH WHITTIER,6700016A,2601,132,N,1077,POLLING PLACE,111,15,71
SOUTH WHITTIER,6700016A,2601,132,N,0,VBM PORTION,97,6,60
SOUTH WHITTIER,6700016A,2601,132,N,1077,TOTAL,208,21,131
SOUTH WHITTIER,6700017A,2602,132,N,1298,POLLING PLACE,116,17,72
SOUTH WHITTIER,6700017A,2602,132,N,0,VBM PORTION,112,20,59
SOUTH WHITTIER,6700017A,2602,132,N,1298,TOTAL,228,37,131
SOUTH WHITTIER,6700019A,2603,132,N,1119,POLLING PLACE,44,7,33
SOUTH WHITTIER,6700019A,2603,132,N,0,VBM PORTION,17,4,10
SOUTH WHITTIER,6700019A,2603,132,N,1119,TOTAL,61,11,43
SOUTH WHITTIER,6700021A,2604,132,N,1250,POLLING PLACE,137,18,103
SOUTH WHITTIER,6700021A,2604,132,N,0,VBM PORTION,97,15,60
SOUTH WHITTIER,6700021A,2604,132,N,1250,TOTAL,234,33,163
SOUTH WHITTIER,6700023A,2605,132,N,886,POLLING PLACE,53,8,34
SOUTH WHITTIER,6700023A,2605,132,N,0,VBM PORTION,67,9,43
SOUTH WHITTIER,6700023A,2605,132,N,886,TOTAL,120,17,77
SOUTH WHITTIER,6700025A,2606,132,N,664,POLLING PLACE,33,2,25
SOUTH WHITTIER,6700025A,2606,132,N,0,VBM PORTION,23,5,15
SOUTH WHITTIER,6700025A,2606,132,N,664,TOTAL,56,7,40
SOUTH WHITTIER,6700052A,2607,132,N,1018,POLLING PLACE,58,7,43
SOUTH WHITTIER,6700052A,2607,132,N,0,VBM PORTION,62,8,47
SOUTH WHITTIER,6700052A,2607,132,N,1018,TOTAL,120,15,90
SOUTH WHITTIER,6700053A,2608,132,N,1078,POLLING PLACE,60,10,38
SOUTH WHITTIER,6700053A,2608,132,N,0,VBM PORTION,68,16,41
SOUTH WHITTIER,6700053A,2608,132,N,1078,TOTAL,128,26,79
SOUTH WHITTIER,6700054B,2609,132,N,1213,POLLING PLACE,77,16,51
SOUTH WHITTIER,6700054B,2609,132,N,0,VBM PORTION,47,7,32
SOUTH WHITTIER,6700054B,2609,132,N,1213,TOTAL,124,23,83
SOUTH WHITTIER,6700055A,2610,132,N,1043,POLLING PLACE,45,13,30
SOUTH WHITTIER,6700055A,2610,132,N,0,VBM PORTION,48,11,31
SOUTH WHITTIER,6700055A,2610,132,N,1043,TOTAL,93,24,61
SOUTH WHITTIER,6700056A,2611,132,N,1206,POLLING PLACE,51,7,34
SOUTH WHITTIER,6700056A,2611,132,N,0,VBM PORTION,49,7,31
SOUTH WHITTIER,6700056A,2611,132,N,1206,TOTAL,100,14,65
SOUTH WHITTIER,6700057A,2612,132,N,1261,POLLING PLACE,102,13,64
SOUTH WHITTIER,6700057A,2612,132,N,0,VBM PORTION,100,10,64
SOUTH WHITTIER,6700057A,2612,132,N,1261,TOTAL,202,23,128
SOUTH WHITTIER,6700059A,2613,132,N,945,POLLING PLACE,77,10,55
SOUTH WHITTIER,6700059A,2613,132,N,0,VBM PORTION,79,11,56
SOUTH WHITTIER,6700059A,2613,132,N,945,TOTAL,156,21,111
SOUTH WHITTIER,6700062A,2614,132,N,1185,POLLING PLACE,93,17,62
SOUTH WHITTIER,6700062A,2614,132,N,0,VBM PORTION,73,11,54
SOUTH WHITTIER,6700062A,2614,132,N,1185,TOTAL,166,28,116
SOUTH WHITTIER,6700064A,2615,132,N,937,POLLING PLACE,64,14,41
SOUTH WHITTIER,6700064A,2615,132,N,0,VBM PORTION,45,1,33
SOUTH WHITTIER,6700064A,2615,132,N,937,TOTAL,109,15,74
SOUTH WHITTIER,6700065A,2616,132,N,769,POLLING PLACE,39,5,28
SOUTH WHITTIER,6700065A,2616,132,N,0,VBM PORTION,44,8,25
SOUTH WHITTIER,6700065A,2616,132,N,769,TOTAL,83,13,53
SOUTH WHITTIER,6700068A,2617,132,N,833,POLLING PLACE,72,9,47
SOUTH WHITTIER,6700068A,2617,132,N,0,VBM PORTION,47,2,40
SOUTH WHITTIER,6700068A,2617,132,N,833,TOTAL,119,11,87
SOUTH WHITTIER,6700070A,2618,132,N,1139,POLLING PLACE,78,13,51
SOUTH WHITTIER,6700070A,2618,132,N,0,VBM PORTION,66,10,43
SOUTH WHITTIER,6700070A,2618,132,N,1139,TOTAL,144,23,94
SOUTH WHITTIER,6700071C,2619,132,N,1174,POLLING PLACE,53,11,33
SOUTH WHITTIER,6700071C,2619,132,N,0,VBM PORTION,48,5,39
SOUTH WHITTIER,6700071C,2619,132,N,1174,TOTAL,101,16,72
SPADRA,6750022A,2620,122,N,198,POLLING PLACE,7,1,3
SPADRA,6750022A,2620,122,N,0,VBM PORTION,0,0,0
SPADRA,6750022A,2620,122,N,198,TOTAL,7,1,3
STEVENSON RANCH,6820001A,2621,10,N,1039,POLLING PLACE,85,12,57
STEVENSON RANCH,6820001A,2621,10,N,0,VBM PORTION,75,10,41
STEVENSON RANCH,6820001A,2621,10,N,1039,TOTAL,160,22,98
STEVENSON RANCH,6820003A,2622,10,N,1355,POLLING PLACE,137,14,89
STEVENSON RANCH,6820003A,2622,10,N,0,VBM PORTION,104,11,66
STEVENSON RANCH,6820003A,2622,10,N,1355,TOTAL,241,25,155
STEVENSON RANCH,6820004A,2623,10,N,1019,POLLING PLACE,81,11,54
STEVENSON RANCH,6820004A,2623,10,N,0,VBM PORTION,98,9,67
STEVENSON RANCH,6820004A,2623,10,N,1019,TOTAL,179,20,121
STEVENSON RANCH,6820005A,2624,10,N,1053,POLLING PLACE,95,6,69
STEVENSON RANCH,6820005A,2624,10,N,0,VBM PORTION,130,12,86
STEVENSON RANCH,6820005A,2624,10,N,1053,TOTAL,225,18,155
STEVENSON RANCH,6820006A,2625,10,N,916,POLLING PLACE,83,3,65
STEVENSON RANCH,6820006A,2625,10,N,0,VBM PORTION,83,1,61
STEVENSON RANCH,6820006A,2625,10,N,916,TOTAL,166,4,126
STEVENSON RANCH,6820007A,2626,10,N,928,POLLING PLACE,66,6,45
STEVENSON RANCH,6820007A,2626,10,N,0,VBM PORTION,99,11,60
STEVENSON RANCH,6820007A,2626,10,N,928,TOTAL,165,17,105
STEVENSON RANCH,6820008A,2627,10,N,1007,POLLING PLACE,74,9,40
STEVENSON RANCH,6820008A,2627,10,N,0,VBM PORTION,96,6,59
STEVENSON RANCH,6820008A,2627,10,N,1007,TOTAL,170,15,99
STEVENSON RANCH,6820010A,2628,10,N,1472,POLLING PLACE,113,14,64
STEVENSON RANCH,6820010A,2628,10,N,0,VBM PORTION,134,13,83
STEVENSON RANCH,6820010A,2628,10,N,1472,TOTAL,247,27,147
STEVENSON RANCH,6820011A,2629,10,N,1007,POLLING PLACE,60,5,35
STEVENSON RANCH,6820011A,2629,10,N,0,VBM PORTION,93,8,63
STEVENSON RANCH,6820011A,2629,10,N,1007,TOTAL,153,13,98
SUNLAND,6850001A,6163,24,Y,0,POLLING PLACE,0,0,0
SUNLAND,6850001A,6163,24,Y,0,VBM PORTION,0,0,0
SUNLAND,6850001A,6163,24,Y,0,TOTAL,0,0,0
