LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,YES,NO
GLENDALE,2550062A,928,46,N,1163,POLLING PLACE,63,16,23
GLENDALE,2550062A,928,46,N,0,VBM PORTION,130,49,37
GLENDALE,2550062A,928,46,N,1163,TOTAL,193,65,60
GLENDALE,2550065A,929,46,N,1068,POLLING PLACE,148,80,42
GLENDALE,2550065A,929,46,N,0,VBM PORTION,135,64,26
GLENDALE,2550065A,929,46,N,1068,TOTAL,283,144,68
GLENDALE,2550066B,930,46,N,1107,POLLING PLACE,67,30,7
GLENDALE,2550066B,930,46,N,0,VBM PORTION,143,42,38
GLENDALE,2550066B,930,46,N,1107,TOTAL,210,72,45
GLENDALE,2550067A,931,46,N,1343,POLLING PLACE,141,78,27
GLENDALE,2550067A,931,46,N,0,VBM PORTION,168,79,37
GLENDALE,2550067A,931,46,N,1343,TOTAL,309,157,64
GLENDALE,2550069A,932,46,N,1244,POLLING PLACE,102,55,25
GLENDALE,2550069A,932,46,N,0,VBM PORTION,129,61,20
GLENDALE,2550069A,932,46,N,1244,TOTAL,231,116,45
GLENDALE,2550071A,933,46,N,1180,POLLING PLACE,66,34,17
GLENDALE,2550071A,933,46,N,0,VBM PORTION,124,59,24
GLENDALE,2550071A,933,46,N,1180,TOTAL,190,93,41
GLENDALE,2550072A,934,46,N,1125,POLLING PLACE,47,23,6
GLENDALE,2550072A,934,46,N,0,VBM PORTION,143,54,33
GLENDALE,2550072A,934,46,N,1125,TOTAL,190,77,39
GLENDALE,2550073A,935,46,N,1039,POLLING PLACE,70,42,11
GLENDALE,2550073A,935,46,N,0,VBM PORTION,122,52,22
GLENDALE,2550073A,935,46,N,1039,TOTAL,192,94,33
GLENDALE,2550074A,936,46,N,1331,POLLING PLACE,97,27,19
GLENDALE,2550074A,936,46,N,0,VBM PORTION,167,52,33
GLENDALE,2550074A,936,46,N,1331,TOTAL,264,79,52
GLENDALE,2550079A,937,46,N,894,POLLING PLACE,56,32,8
GLENDALE,2550079A,937,46,N,0,VBM PORTION,72,36,17
GLENDALE,2550079A,937,46,N,894,TOTAL,128,68,25
GLENDALE,2550080A,938,46,N,1149,POLLING PLACE,72,45,21
GLENDALE,2550080A,938,46,N,0,VBM PORTION,80,53,12
GLENDALE,2550080A,938,46,N,1149,TOTAL,152,98,33
GLENDALE,2550081A,939,46,N,1349,POLLING PLACE,72,37,10
GLENDALE,2550081A,939,46,N,0,VBM PORTION,164,66,47
GLENDALE,2550081A,939,46,N,1349,TOTAL,236,103,57
GLENDALE,2550082A,940,46,N,1038,POLLING PLACE,53,17,16
GLENDALE,2550082A,940,46,N,0,VBM PORTION,151,40,21
GLENDALE,2550082A,940,46,N,1038,TOTAL,204,57,37
GLENDALE,2550085A,941,46,N,1238,POLLING PLACE,128,69,29
GLENDALE,2550085A,941,46,N,0,VBM PORTION,172,72,37
GLENDALE,2550085A,941,46,N,1238,TOTAL,300,141,66
GLENDALE,2550086A,942,46,N,1144,POLLING PLACE,81,47,15
GLENDALE,2550086A,942,46,N,0,VBM PORTION,150,75,33
GLENDALE,2550086A,942,46,N,1144,TOTAL,231,122,48
GLENDALE,2550087A,943,46,N,1314,POLLING PLACE,67,37,7
GLENDALE,2550087A,943,46,N,0,VBM PORTION,136,59,32
GLENDALE,2550087A,943,46,N,1314,TOTAL,203,96,39
GLENDALE,2550088C,944,46,N,1266,POLLING PLACE,81,35,15
GLENDALE,2550088C,944,46,N,0,VBM PORTION,155,66,34
GLENDALE,2550088C,944,46,N,1266,TOTAL,236,101,49
GLENDALE,2550089A,945,46,N,1226,POLLING PLACE,60,31,11
GLENDALE,2550089A,945,46,N,0,VBM PORTION,163,69,22
GLENDALE,2550089A,945,46,N,1226,TOTAL,223,100,33
GLENDALE,2550090A,946,46,N,1021,POLLING PLACE,83,38,17
GLENDALE,2550090A,946,46,N,0,VBM PORTION,91,38,9
GLENDALE,2550090A,946,46,N,1021,TOTAL,174,76,26
GLENDALE,2550091A,947,46,N,1300,POLLING PLACE,56,32,9
GLENDALE,2550091A,947,46,N,0,VBM PORTION,141,57,31
GLENDALE,2550091A,947,46,N,1300,TOTAL,197,89,40
GLENDALE,2550095A,948,46,N,1420,POLLING PLACE,94,54,16
GLENDALE,2550095A,948,46,N,0,VBM PORTION,159,66,37
GLENDALE,2550095A,948,46,N,1420,TOTAL,253,120,53
GLENDALE,2550097A,949,46,N,1121,POLLING PLACE,90,45,21
GLENDALE,2550097A,949,46,N,0,VBM PORTION,128,74,22
GLENDALE,2550097A,949,46,N,1121,TOTAL,218,119,43
GLENDALE,2550098A,950,46,N,907,POLLING PLACE,98,61,16
GLENDALE,2550098A,950,46,N,0,VBM PORTION,116,70,20
GLENDALE,2550098A,950,46,N,907,TOTAL,214,131,36
GLENDALE,2550100A,951,46,N,1346,POLLING PLACE,81,32,17
GLENDALE,2550100A,951,46,N,0,VBM PORTION,148,46,29
GLENDALE,2550100A,951,46,N,1346,TOTAL,229,78,46
GLENDALE,2550102A,952,46,N,1223,POLLING PLACE,96,53,19
GLENDALE,2550102A,952,46,N,0,VBM PORTION,131,63,19
GLENDALE,2550102A,952,46,N,1223,TOTAL,227,116,38
GLENDALE,2550105A,953,46,N,1130,POLLING PLACE,84,35,10
GLENDALE,2550105A,953,46,N,0,VBM PORTION,117,60,21
GLENDALE,2550105A,953,46,N,1130,TOTAL,201,95,31
GLENDALE,2550108A,954,46,N,1308,POLLING PLACE,74,46,12
GLENDALE,2550108A,954,46,N,0,VBM PORTION,184,92,41
GLENDALE,2550108A,954,46,N,1308,TOTAL,258,138,53
GLENDALE,2550111A,955,46,N,1268,POLLING PLACE,78,33,14
GLENDALE,2550111A,955,46,N,0,VBM PORTION,155,68,29
GLENDALE,2550111A,955,46,N,1268,TOTAL,233,101,43
GLENDALE,2550113A,956,46,N,1115,POLLING PLACE,112,57,31
GLENDALE,2550113A,956,46,N,0,VBM PORTION,151,64,33
GLENDALE,2550113A,956,46,N,1115,TOTAL,263,121,64
GLENDALE,2550116A,957,46,N,1225,POLLING PLACE,146,87,24
GLENDALE,2550116A,957,46,N,0,VBM PORTION,160,82,37
GLENDALE,2550116A,957,46,N,1225,TOTAL,306,169,61
GLENDALE,2550117A,958,46,N,1303,POLLING PLACE,85,28,11
GLENDALE,2550117A,958,46,N,0,VBM PORTION,169,51,38
GLENDALE,2550117A,958,46,N,1303,TOTAL,254,79,49
GLENDALE,2550118A,959,46,N,1221,POLLING PLACE,81,34,18
GLENDALE,2550118A,959,46,N,0,VBM PORTION,131,45,25
GLENDALE,2550118A,959,46,N,1221,TOTAL,212,79,43
GLENDALE,2550119A,960,46,N,1380,POLLING PLACE,92,47,8
GLENDALE,2550119A,960,46,N,0,VBM PORTION,180,65,44
GLENDALE,2550119A,960,46,N,1380,TOTAL,272,112,52
GLENDALE,2550120A,961,46,N,1326,POLLING PLACE,61,35,10
GLENDALE,2550120A,961,46,N,0,VBM PORTION,156,75,30
GLENDALE,2550120A,961,46,N,1326,TOTAL,217,110,40
GLENDALE,2550120B,962,46,N,1274,POLLING PLACE,86,45,17
GLENDALE,2550120B,962,46,N,0,VBM PORTION,83,34,17
GLENDALE,2550120B,962,46,N,1274,TOTAL,169,79,34
GLENDALE,2550121A,963,46,N,1251,POLLING PLACE,84,36,14
GLENDALE,2550121A,963,46,N,0,VBM PORTION,159,49,45
GLENDALE,2550121A,963,46,N,1251,TOTAL,243,85,59
GLENDALE,2550123A,964,46,N,1212,POLLING PLACE,99,49,16
GLENDALE,2550123A,964,46,N,0,VBM PORTION,163,61,39
GLENDALE,2550123A,964,46,N,1212,TOTAL,262,110,55
GLENDALE,2550125A,965,46,N,1376,POLLING PLACE,88,49,10
GLENDALE,2550125A,965,46,N,0,VBM PORTION,315,51,146
GLENDALE,2550125A,965,46,N,1376,TOTAL,403,100,156
GLENDALE,2550131A,966,46,N,1181,POLLING PLACE,72,23,11
GLENDALE,2550131A,966,46,N,0,VBM PORTION,121,43,38
GLENDALE,2550131A,966,46,N,1181,TOTAL,193,66,49
GLENDALE,2550135A,967,46,N,1315,POLLING PLACE,122,64,23
GLENDALE,2550135A,967,46,N,0,VBM PORTION,190,83,31
GLENDALE,2550135A,967,46,N,1315,TOTAL,312,147,54
GLENDALE,2550140A,968,46,N,1241,POLLING PLACE,85,41,13
GLENDALE,2550140A,968,46,N,0,VBM PORTION,157,74,36
GLENDALE,2550140A,968,46,N,1241,TOTAL,242,115,49
GLENDALE,2550142A,969,46,N,883,POLLING PLACE,69,37,14
GLENDALE,2550142A,969,46,N,0,VBM PORTION,143,54,51
GLENDALE,2550142A,969,46,N,883,TOTAL,212,91,65
GLENDALE,2550143A,970,46,N,916,POLLING PLACE,116,62,20
GLENDALE,2550143A,970,46,N,0,VBM PORTION,99,51,23
GLENDALE,2550143A,970,46,N,916,TOTAL,215,113,43
GLENDALE,2550147A,971,46,N,673,POLLING PLACE,132,68,30
GLENDALE,2550147A,971,46,N,0,VBM PORTION,69,40,12
GLENDALE,2550147A,971,46,N,673,TOTAL,201,108,42
GLENDALE,2550149A,972,46,N,772,POLLING PLACE,139,65,37
GLENDALE,2550149A,972,46,N,0,VBM PORTION,115,58,30
GLENDALE,2550149A,972,46,N,772,TOTAL,254,123,67
GLENDALE,2550150A,973,46,N,935,POLLING PLACE,113,60,25
GLENDALE,2550150A,973,46,N,0,VBM PORTION,120,67,22
GLENDALE,2550150A,973,46,N,935,TOTAL,233,127,47
GLENDALE,2550151A,974,46,N,754,POLLING PLACE,165,99,33
GLENDALE,2550151A,974,46,N,0,VBM PORTION,114,74,14
GLENDALE,2550151A,974,46,N,754,TOTAL,279,173,47
GLENDALE,2550157A,975,46,N,655,POLLING PLACE,59,34,11
GLENDALE,2550157A,975,46,N,0,VBM PORTION,103,60,17
GLENDALE,2550157A,975,46,N,655,TOTAL,162,94,28
GLENDALE,2550178A,976,46,N,1096,POLLING PLACE,165,92,47
GLENDALE,2550178A,976,46,N,0,VBM PORTION,140,84,31
GLENDALE,2550178A,976,46,N,1096,TOTAL,305,176,78
GLENDALE,2550190A,977,46,N,1362,POLLING PLACE,97,60,10
GLENDALE,2550190A,977,46,N,0,VBM PORTION,165,60,23
GLENDALE,2550190A,977,46,N,1362,TOTAL,262,120,33
GLENDALE,2550192A,978,46,N,911,POLLING PLACE,83,46,26
GLENDALE,2550192A,978,46,N,0,VBM PORTION,138,59,43
GLENDALE,2550192A,978,46,N,911,TOTAL,221,105,69
BALLOT GROUP 46,9990046A,8046,46,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 46,9990046A,8046,46,N,0,VBM PORTION,2,0,0
BALLOT GROUP 46,9990046A,8046,46,N,0,TOTAL,1,0,0
