LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,NATHALIE HRIZI,DAVE JONES,TED GAINES
SOUTH WHITTIER,6700057A,2612,132,N,0,VBM PORTION,100,4,40,35
SOUTH WHITTIER,6700057A,2612,132,N,1261,TOTAL,202,9,66,81
SOUTH WHITTIER,6700059A,2613,132,N,945,POLLING PLACE,77,0,34,28
SOUTH WHITTIER,6700059A,2613,132,N,0,VBM PORTION,79,5,21,32
SOUTH WHITTIER,6700059A,2613,132,N,945,TOTAL,156,5,55,60
SOUTH WHITTIER,6700062A,2614,132,N,1185,POLLING PLACE,93,5,35,32
SOUTH WHITTIER,6700062A,2614,132,N,0,VBM PORTION,73,0,34,26
SOUTH WHITTIER,6700062A,2614,132,N,1185,TOTAL,166,5,69,58
SOUTH WHITTIER,6700064A,2615,132,N,937,POLLING PLACE,64,4,31,15
SOUTH WHITTIER,6700064A,2615,132,N,0,VBM PORTION,45,0,18,11
SOUTH WHITTIER,6700064A,2615,132,N,937,TOTAL,109,4,49,26
SOUTH WHITTIER,6700065A,2616,132,N,769,POLLING PLACE,39,3,19,11
SOUTH WHITTIER,6700065A,2616,132,N,0,VBM PORTION,44,3,14,21
SOUTH WHITTIER,6700065A,2616,132,N,769,TOTAL,83,6,33,32
SOUTH WHITTIER,6700068A,2617,132,N,833,POLLING PLACE,72,3,38,15
SOUTH WHITTIER,6700068A,2617,132,N,0,VBM PORTION,47,2,19,19
SOUTH WHITTIER,6700068A,2617,132,N,833,TOTAL,119,5,57,34
SOUTH WHITTIER,6700070A,2618,132,N,1139,POLLING PLACE,78,5,29,25
SOUTH WHITTIER,6700070A,2618,132,N,0,VBM PORTION,66,6,24,20
SOUTH WHITTIER,6700070A,2618,132,N,1139,TOTAL,144,11,53,45
SOUTH WHITTIER,6700071C,2619,132,N,1174,POLLING PLACE,53,4,25,10
SOUTH WHITTIER,6700071C,2619,132,N,0,VBM PORTION,48,1,29,11
SOUTH WHITTIER,6700071C,2619,132,N,1174,TOTAL,101,5,54,21
SPADRA,6750022A,2620,122,N,198,POLLING PLACE,7,2,2,1
SPADRA,6750022A,2620,122,N,0,VBM PORTION,0,0,0,0
SPADRA,6750022A,2620,122,N,198,TOTAL,7,2,2,1
STEVENSON RANCH,6820001A,2621,10,N,1039,POLLING PLACE,85,2,25,46
STEVENSON RANCH,6820001A,2621,10,N,0,VBM PORTION,75,1,25,41
STEVENSON RANCH,6820001A,2621,10,N,1039,TOTAL,160,3,50,87
STEVENSON RANCH,6820003A,2622,10,N,1355,POLLING PLACE,137,7,58,65
STEVENSON RANCH,6820003A,2622,10,N,0,VBM PORTION,104,2,53,42
STEVENSON RANCH,6820003A,2622,10,N,1355,TOTAL,241,9,111,107
STEVENSON RANCH,6820004A,2623,10,N,1019,POLLING PLACE,81,2,33,32
STEVENSON RANCH,6820004A,2623,10,N,0,VBM PORTION,98,3,26,56
STEVENSON RANCH,6820004A,2623,10,N,1019,TOTAL,179,5,59,88
STEVENSON RANCH,6820005A,2624,10,N,1053,POLLING PLACE,95,2,26,57
STEVENSON RANCH,6820005A,2624,10,N,0,VBM PORTION,130,8,46,62
STEVENSON RANCH,6820005A,2624,10,N,1053,TOTAL,225,10,72,119
STEVENSON RANCH,6820006A,2625,10,N,916,POLLING PLACE,83,5,33,30
STEVENSON RANCH,6820006A,2625,10,N,0,VBM PORTION,83,2,39,36
STEVENSON RANCH,6820006A,2625,10,N,916,TOTAL,166,7,72,66
STEVENSON RANCH,6820007A,2626,10,N,928,POLLING PLACE,66,1,18,41
STEVENSON RANCH,6820007A,2626,10,N,0,VBM PORTION,99,2,26,58
STEVENSON RANCH,6820007A,2626,10,N,928,TOTAL,165,3,44,99
STEVENSON RANCH,6820008A,2627,10,N,1007,POLLING PLACE,74,1,23,39
STEVENSON RANCH,6820008A,2627,10,N,0,VBM PORTION,96,4,31,48
STEVENSON RANCH,6820008A,2627,10,N,1007,TOTAL,170,5,54,87
STEVENSON RANCH,6820010A,2628,10,N,1472,POLLING PLACE,113,3,55,42
STEVENSON RANCH,6820010A,2628,10,N,0,VBM PORTION,134,0,53,57
STEVENSON RANCH,6820010A,2628,10,N,1472,TOTAL,247,3,108,99
STEVENSON RANCH,6820011A,2629,10,N,1007,POLLING PLACE,60,1,18,31
STEVENSON RANCH,6820011A,2629,10,N,0,VBM PORTION,93,5,27,43
STEVENSON RANCH,6820011A,2629,10,N,1007,TOTAL,153,6,45,74
SUNLAND,6850001A,6163,24,Y,0,POLLING PLACE,0,0,0,0
SUNLAND,6850001A,6163,24,Y,0,VBM PORTION,0,0,0,0
SUNLAND,6850001A,6163,24,Y,0,TOTAL,0,0,0,0
SUNLAND,6850002A,2630,22,N,522,POLLING PLACE,74,6,36,17
SUNLAND,6850002A,2630,22,N,0,VBM PORTION,47,5,21,15
SUNLAND,6850002A,2630,22,N,522,TOTAL,121,11,57,32
SUNLAND,6850016A,6164,39,Y,28,POLLING PLACE,0,0,0,0
SUNLAND,6850016A,6164,39,Y,0,VBM PORTION,6,0,2,2
SUNLAND,6850016A,6164,39,Y,28,TOTAL,6,0,2,2
SUNLAND,6850017A,6165,24,Y,106,POLLING PLACE,0,0,0,0
SUNLAND,6850017A,6165,24,Y,0,VBM PORTION,11,0,4,4
SUNLAND,6850017A,6165,24,Y,106,TOTAL,11,0,4,4
SUNLAND,6850028A,6166,16,Y,0,POLLING PLACE,0,0,0,0
SUNLAND,6850028A,6166,16,Y,0,VBM PORTION,0,0,0,0
SUNLAND,6850028A,6166,16,Y,0,TOTAL,0,0,0,0
SUNLAND,6850034A,6167,47,Y,41,POLLING PLACE,0,0,0,0
SUNLAND,6850034A,6167,47,Y,0,VBM PORTION,10,0,5,4
SUNLAND,6850034A,6167,47,Y,41,TOTAL,10,0,5,4
TEMPLE CITY,7050001A,2631,76,N,1017,POLLING PLACE,84,2,45,23
TEMPLE CITY,7050001A,2631,76,N,0,VBM PORTION,94,4,47,28
TEMPLE CITY,7050001A,2631,76,N,1017,TOTAL,178,6,92,51
TEMPLE CITY,7050006A,2632,76,N,1021,POLLING PLACE,64,2,25,23
TEMPLE CITY,7050006A,2632,76,N,0,VBM PORTION,73,4,29,21
TEMPLE CITY,7050006A,2632,76,N,1021,TOTAL,137,6,54,44
TEMPLE CITY,7050008B,2633,76,N,825,POLLING PLACE,62,5,29,17
TEMPLE CITY,7050008B,2633,76,N,0,VBM PORTION,60,3,27,11
TEMPLE CITY,7050008B,2633,76,N,825,TOTAL,122,8,56,28
TEMPLE CITY,7050010A,2634,76,N,660,POLLING PLACE,53,2,17,23
TEMPLE CITY,7050010A,2634,76,N,0,VBM PORTION,59,3,26,18
TEMPLE CITY,7050010A,2634,76,N,660,TOTAL,112,5,43,41
TEMPLE CITY,7050011A,2635,76,N,841,POLLING PLACE,51,2,21,18
TEMPLE CITY,7050011A,2635,76,N,0,VBM PORTION,52,1,19,24
TEMPLE CITY,7050011A,2635,76,N,841,TOTAL,103,3,40,42
TEMPLE CITY,7050013A,2636,76,N,916,POLLING PLACE,94,2,39,40
TEMPLE CITY,7050013A,2636,76,N,0,VBM PORTION,73,3,21,27
TEMPLE CITY,7050013A,2636,76,N,916,TOTAL,167,5,60,67
TEMPLE CITY,7050016A,2637,76,N,1019,POLLING PLACE,120,9,42,46
TEMPLE CITY,7050016A,2637,76,N,0,VBM PORTION,79,4,42,26
TEMPLE CITY,7050016A,2637,76,N,1019,TOTAL,199,13,84,72
TEMPLE CITY,7050027A,2638,76,N,1393,POLLING PLACE,94,4,36,26
TEMPLE CITY,7050027A,2638,76,N,0,VBM PORTION,153,7,67,43
TEMPLE CITY,7050027A,2638,76,N,1393,TOTAL,247,11,103,69
TEMPLE CITY,7050043A,2639,76,N,1278,POLLING PLACE,107,10,38,37
TEMPLE CITY,7050043A,2639,76,N,0,VBM PORTION,145,5,65,52
TEMPLE CITY,7050043A,2639,76,N,1278,TOTAL,252,15,103,89
TEMPLE CITY,7050062A,2640,76,N,1370,POLLING PLACE,120,4,42,53
TEMPLE CITY,7050062A,2640,76,N,0,VBM PORTION,126,5,46,52
TEMPLE CITY,7050062A,2640,76,N,1370,TOTAL,246,9,88,105
TEMPLE CITY,7050064A,2641,76,N,1262,POLLING PLACE,108,3,42,38
TEMPLE CITY,7050064A,2641,76,N,0,VBM PORTION,143,6,74,38
TEMPLE CITY,7050064A,2641,76,N,1262,TOTAL,251,9,116,76
TEMPLE CITY,7050068A,2642,76,N,1255,POLLING PLACE,102,4,53,25
TEMPLE CITY,7050068A,2642,76,N,0,VBM PORTION,86,4,44,24
TEMPLE CITY,7050068A,2642,76,N,1255,TOTAL,188,8,97,49
TEMPLE CITY,7050070A,2643,76,N,1327,POLLING PLACE,131,7,43,49
TEMPLE CITY,7050070A,2643,76,N,0,VBM PORTION,97,7,38,36
TEMPLE CITY,7050070A,2643,76,N,1327,TOTAL,228,14,81,85
TEMPLE CITY,7050072A,2644,76,N,1301,POLLING PLACE,103,6,42,35
TEMPLE CITY,7050072A,2644,76,N,0,VBM PORTION,118,10,38,40
TEMPLE CITY,7050072A,2644,76,N,1301,TOTAL,221,16,80,75
TEMPLE CITY,7050073A,2645,76,N,837,POLLING PLACE,67,2,18,33
TEMPLE CITY,7050073A,2645,76,N,0,VBM PORTION,65,1,26,15
TEMPLE CITY,7050073A,2645,76,N,837,TOTAL,132,3,44,48
TEMPLE CITY,7050077A,2646,76,N,1330,POLLING PLACE,131,4,47,57
TEMPLE CITY,7050077A,2646,76,N,0,VBM PORTION,113,4,44,41
TEMPLE CITY,7050077A,2646,76,N,1330,TOTAL,244,8,91,98
TOPANGA,7100002A,2647,88,N,1027,POLLING PLACE,222,24,125,15
TOPANGA,7100002A,2647,88,N,0,VBM PORTION,100,9,52,20
TOPANGA,7100002A,2647,88,N,1027,TOTAL,322,33,177,35
TOPANGA,7100004B,2648,88,N,811,POLLING PLACE,153,8,117,10
TOPANGA,7100004B,2648,88,N,0,VBM PORTION,92,5,53,15
TOPANGA,7100004B,2648,88,N,811,TOTAL,245,13,170,25
TOPANGA,7100006A,2649,88,N,684,POLLING PLACE,162,10,112,9
TOPANGA,7100006A,2649,88,N,0,VBM PORTION,68,4,45,9
TOPANGA,7100006A,2649,88,N,684,TOTAL,230,14,157,18
TOPANGA,7100007A,2650,88,N,1229,POLLING PLACE,140,10,78,26
TOPANGA,7100007A,2650,88,N,0,VBM PORTION,170,10,74,54
TOPANGA,7100007A,2650,88,N,1229,TOTAL,310,20,152,80
TOPANGA,7100030A,2651,88,N,813,POLLING PLACE,214,23,146,11
TOPANGA,7100030A,2651,88,N,0,VBM PORTION,86,7,54,12
TOPANGA,7100030A,2651,88,N,813,TOTAL,300,30,200,23
TOPANGA,7100032A,6168,88,Y,268,POLLING PLACE,0,0,0,0
TOPANGA,7100032A,6168,88,Y,0,VBM PORTION,119,8,74,13
TOPANGA,7100032A,6168,88,Y,268,TOTAL,119,8,74,13
TOPANGA,7100033A,2652,88,N,1047,POLLING PLACE,176,4,86,52
TOPANGA,7100033A,2652,88,N,0,VBM PORTION,157,2,87,45
TOPANGA,7100033A,2652,88,N,1047,TOTAL,333,6,173,97
TORRANCE,7150001A,2653,185,N,735,POLLING PLACE,93,3,33,36
TORRANCE,7150001A,2653,185,N,0,VBM PORTION,94,6,44,22
TORRANCE,7150001A,2653,185,N,735,TOTAL,187,9,77,58
TORRANCE,7150002A,2654,185,N,906,POLLING PLACE,163,7,43,68
TORRANCE,7150002A,2654,185,N,0,VBM PORTION,125,6,53,40
TORRANCE,7150002A,2654,185,N,906,TOTAL,288,13,96,108
TORRANCE,7150003A,2655,185,N,994,POLLING PLACE,113,4,51,39
TORRANCE,7150003A,2655,185,N,0,VBM PORTION,101,5,37,39
TORRANCE,7150003A,2655,185,N,994,TOTAL,214,9,88,78
TORRANCE,7150004A,2656,185,N,1245,POLLING PLACE,107,5,55,32
TORRANCE,7150004A,2656,185,N,0,VBM PORTION,126,2,60,34
TORRANCE,7150004A,2656,185,N,1245,TOTAL,233,7,115,66
TORRANCE,7150005A,2657,185,N,882,POLLING PLACE,109,5,36,53
TORRANCE,7150005A,2657,185,N,0,VBM PORTION,103,1,49,34
TORRANCE,7150005A,2657,185,N,882,TOTAL,212,6,85,87
TORRANCE,7150008A,2658,185,N,910,POLLING PLACE,93,10,39,27
TORRANCE,7150008A,2658,185,N,0,VBM PORTION,123,7,64,31
TORRANCE,7150008A,2658,185,N,910,TOTAL,216,17,103,58
TORRANCE,7150009A,2659,185,N,969,POLLING PLACE,117,4,41,40
TORRANCE,7150009A,2659,185,N,0,VBM PORTION,125,5,67,24
TORRANCE,7150009A,2659,185,N,969,TOTAL,242,9,108,64
TORRANCE,7150010A,2660,185,N,1478,POLLING PLACE,130,9,56,41
TORRANCE,7150010A,2660,185,N,0,VBM PORTION,171,12,77,48
TORRANCE,7150010A,2660,185,N,1478,TOTAL,301,21,133,89
TORRANCE,7150012A,2661,185,N,904,POLLING PLACE,103,6,38,36
TORRANCE,7150012A,2661,185,N,0,VBM PORTION,103,6,35,29
TORRANCE,7150012A,2661,185,N,904,TOTAL,206,12,73,65
TORRANCE,7150013A,2662,185,N,1369,POLLING PLACE,161,9,74,52
TORRANCE,7150013A,2662,185,N,0,VBM PORTION,176,13,59,68
TORRANCE,7150013A,2662,185,N,1369,TOTAL,337,22,133,120
TORRANCE,7150015A,2663,185,N,1238,POLLING PLACE,180,7,73,74
TORRANCE,7150015A,2663,185,N,0,VBM PORTION,174,4,66,52
TORRANCE,7150015A,2663,185,N,1238,TOTAL,354,11,139,126
TORRANCE,7150016A,2664,185,N,768,POLLING PLACE,142,3,55,57
TORRANCE,7150016A,2664,185,N,0,VBM PORTION,103,2,55,30
TORRANCE,7150016A,2664,185,N,768,TOTAL,245,5,110,87
TORRANCE,7150017A,2665,185,N,1103,POLLING PLACE,174,5,63,68
TORRANCE,7150017A,2665,185,N,0,VBM PORTION,168,4,66,57
TORRANCE,7150017A,2665,185,N,1103,TOTAL,342,9,129,125
TORRANCE,7150021A,2666,180,N,1000,POLLING PLACE,218,13,80,85
TORRANCE,7150021A,2666,180,N,0,VBM PORTION,150,2,53,67
TORRANCE,7150021A,2666,180,N,1000,TOTAL,368,15,133,152
TORRANCE,7150022A,2667,185,N,1043,POLLING PLACE,140,5,66,29
TORRANCE,7150022A,2667,185,N,0,VBM PORTION,99,8,41,27
TORRANCE,7150022A,2667,185,N,1043,TOTAL,239,13,107,56
TORRANCE,7150023A,2668,180,N,969,POLLING PLACE,143,5,46,56
TORRANCE,7150023A,2668,180,N,0,VBM PORTION,103,2,45,38
TORRANCE,7150023A,2668,180,N,969,TOTAL,246,7,91,94
TORRANCE,7150024A,2669,180,N,748,POLLING PLACE,114,8,53,27
TORRANCE,7150024A,2669,180,N,0,VBM PORTION,104,2,50,29
TORRANCE,7150024A,2669,180,N,748,TOTAL,218,10,103,56
TORRANCE,7150025A,2670,185,N,1028,POLLING PLACE,160,7,56,59
TORRANCE,7150025A,2670,185,N,0,VBM PORTION,128,7,52,41
TORRANCE,7150025A,2670,185,N,1028,TOTAL,288,14,108,100
TORRANCE,7150026B,2671,185,N,850,POLLING PLACE,103,6,37,36
TORRANCE,7150026B,2671,185,N,0,VBM PORTION,107,2,36,36
TORRANCE,7150026B,2671,185,N,850,TOTAL,210,8,73,72
TORRANCE,7150027A,2672,185,N,1026,POLLING PLACE,131,4,41,55
TORRANCE,7150027A,2672,185,N,0,VBM PORTION,86,3,31,34
TORRANCE,7150027A,2672,185,N,1026,TOTAL,217,7,72,89
TORRANCE,7150028A,2673,185,N,1089,POLLING PLACE,131,6,42,51
TORRANCE,7150028A,2673,185,N,0,VBM PORTION,148,4,63,46
TORRANCE,7150028A,2673,185,N,1089,TOTAL,279,10,105,97
TORRANCE,7150029A,2674,185,N,1152,POLLING PLACE,110,4,39,50
TORRANCE,7150029A,2674,185,N,0,VBM PORTION,145,5,69,42
TORRANCE,7150029A,2674,185,N,1152,TOTAL,255,9,108,92
TORRANCE,7150031B,2675,180,N,1021,POLLING PLACE,225,3,70,96
TORRANCE,7150031B,2675,180,N,0,VBM PORTION,177,3,65,70
TORRANCE,7150031B,2675,180,N,1021,TOTAL,402,6,135,166
TORRANCE,7150032A,2676,180,N,980,POLLING PLACE,140,8,56,50
TORRANCE,7150032A,2676,180,N,0,VBM PORTION,125,5,49,46
TORRANCE,7150032A,2676,180,N,980,TOTAL,265,13,105,96
TORRANCE,7150033A,2677,185,N,1297,POLLING PLACE,126,7,43,47
TORRANCE,7150033A,2677,185,N,0,VBM PORTION,102,8,35,42
TORRANCE,7150033A,2677,185,N,1297,TOTAL,228,15,78,89
TORRANCE,7150037A,2678,180,N,956,POLLING PLACE,208,6,60,103
TORRANCE,7150037A,2678,180,N,0,VBM PORTION,131,3,54,53
TORRANCE,7150037A,2678,180,N,956,TOTAL,339,9,114,156
TORRANCE,7150038A,2679,180,N,1203,POLLING PLACE,243,12,73,105
TORRANCE,7150038A,2679,180,N,0,VBM PORTION,228,9,73,97
TORRANCE,7150038A,2679,180,N,1203,TOTAL,471,21,146,202
TORRANCE,7150039A,2680,180,N,1026,POLLING PLACE,82,5,23,36
TORRANCE,7150039A,2680,180,N,0,VBM PORTION,125,5,54,45
TORRANCE,7150039A,2680,180,N,1026,TOTAL,207,10,77,81
TORRANCE,7150041A,2681,185,N,1266,POLLING PLACE,139,4,60,52
TORRANCE,7150041A,2681,185,N,0,VBM PORTION,175,7,82,44
TORRANCE,7150041A,2681,185,N,1266,TOTAL,314,11,142,96
TORRANCE,7150046A,2682,180,N,1317,POLLING PLACE,219,12,71,91
TORRANCE,7150046A,2682,180,N,0,VBM PORTION,158,3,58,67
TORRANCE,7150046A,2682,180,N,1317,TOTAL,377,15,129,158
TORRANCE,7150048A,2683,185,N,1320,POLLING PLACE,102,5,36,37
TORRANCE,7150048A,2683,185,N,0,VBM PORTION,96,1,37,40
TORRANCE,7150048A,2683,185,N,1320,TOTAL,198,6,73,77
TORRANCE,7150049A,2684,185,N,1024,POLLING PLACE,159,1,53,70
TORRANCE,7150049A,2684,185,N,0,VBM PORTION,146,1,40,76
TORRANCE,7150049A,2684,185,N,1024,TOTAL,305,2,93,146
TORRANCE,7150050A,2685,180,N,1028,POLLING PLACE,156,5,50,64
TORRANCE,7150050A,2685,180,N,0,VBM PORTION,152,2,56,60
TORRANCE,7150050A,2685,180,N,1028,TOTAL,308,7,106,124
TORRANCE,7150051B,2686,185,N,1102,POLLING PLACE,126,5,57,41
TORRANCE,7150051B,2686,185,N,0,VBM PORTION,148,4,67,57
TORRANCE,7150051B,2686,185,N,1102,TOTAL,274,9,124,98
TORRANCE,7150055A,2687,185,N,911,POLLING PLACE,111,6,35,40
TORRANCE,7150055A,2687,185,N,0,VBM PORTION,130,6,44,53
TORRANCE,7150055A,2687,185,N,911,TOTAL,241,12,79,93
TORRANCE,7150056A,2688,185,N,1075,POLLING PLACE,194,14,70,66
TORRANCE,7150056A,2688,185,N,0,VBM PORTION,137,4,61,49
TORRANCE,7150056A,2688,185,N,1075,TOTAL,331,18,131,115
TORRANCE,7150058A,2689,185,N,1161,POLLING PLACE,137,9,59,42
TORRANCE,7150058A,2689,185,N,0,VBM PORTION,105,3,44,34
TORRANCE,7150058A,2689,185,N,1161,TOTAL,242,12,103,76
TORRANCE,7150061A,2690,182,N,1306,POLLING PLACE,163,9,61,58
TORRANCE,7150061A,2690,182,N,0,VBM PORTION,176,6,64,62
TORRANCE,7150061A,2690,182,N,1306,TOTAL,339,15,125,120
TORRANCE,7150064A,2691,182,N,1292,POLLING PLACE,255,11,91,113
TORRANCE,7150064A,2691,182,N,0,VBM PORTION,250,8,82,97
TORRANCE,7150064A,2691,182,N,1292,TOTAL,505,19,173,210
TORRANCE,7150065A,2692,182,N,1043,POLLING PLACE,101,4,39,32
TORRANCE,7150065A,2692,182,N,0,VBM PORTION,169,6,63,67
TORRANCE,7150065A,2692,182,N,1043,TOTAL,270,10,102,99
TORRANCE,7150067A,2693,182,N,1355,POLLING PLACE,217,9,68,113
TORRANCE,7150067A,2693,182,N,0,VBM PORTION,224,9,86,85
TORRANCE,7150067A,2693,182,N,1355,TOTAL,441,18,154,198
TORRANCE,7150068B,2694,182,N,1173,POLLING PLACE,180,3,59,86
TORRANCE,7150068B,2694,182,N,0,VBM PORTION,179,6,76,67
TORRANCE,7150068B,2694,182,N,1173,TOTAL,359,9,135,153
TORRANCE,7150069A,2695,182,N,1152,POLLING PLACE,166,5,56,65
TORRANCE,7150069A,2695,182,N,0,VBM PORTION,140,4,49,58
TORRANCE,7150069A,2695,182,N,1152,TOTAL,306,9,105,123
TORRANCE,7150071A,2696,180,N,984,POLLING PLACE,210,7,72,83
TORRANCE,7150071A,2696,180,N,0,VBM PORTION,133,2,64,42
TORRANCE,7150071A,2696,180,N,984,TOTAL,343,9,136,125
TORRANCE,7150076A,2697,185,N,1121,POLLING PLACE,109,1,36,41
TORRANCE,7150076A,2697,185,N,0,VBM PORTION,177,4,71,70
TORRANCE,7150076A,2697,185,N,1121,TOTAL,286,5,107,111
TORRANCE,7150077A,2698,185,N,950,POLLING PLACE,114,1,48,47
TORRANCE,7150077A,2698,185,N,0,VBM PORTION,143,6,50,51
TORRANCE,7150077A,2698,185,N,950,TOTAL,257,7,98,98
TORRANCE,7150078D,2699,180,N,749,POLLING PLACE,112,2,47,49
TORRANCE,7150078D,2699,180,N,0,VBM PORTION,156,7,69,53
TORRANCE,7150078D,2699,180,N,749,TOTAL,268,9,116,102
TORRANCE,7150081B,2700,180,N,902,POLLING PLACE,142,3,49,69
TORRANCE,7150081B,2700,180,N,0,VBM PORTION,150,4,57,61
TORRANCE,7150081B,2700,180,N,902,TOTAL,292,7,106,130
TORRANCE,7150082A,2701,180,N,1156,POLLING PLACE,224,8,84,91
TORRANCE,7150082A,2701,180,N,0,VBM PORTION,137,5,65,55
TORRANCE,7150082A,2701,180,N,1156,TOTAL,361,13,149,146
TORRANCE,7150084A,2702,180,N,1039,POLLING PLACE,191,6,60,98
TORRANCE,7150084A,2702,180,N,0,VBM PORTION,157,5,53,66
TORRANCE,7150084A,2702,180,N,1039,TOTAL,348,11,113,164
TORRANCE,7150087A,2703,182,N,1243,POLLING PLACE,137,5,46,61
TORRANCE,7150087A,2703,182,N,0,VBM PORTION,169,7,54,73
TORRANCE,7150087A,2703,182,N,1243,TOTAL,306,12,100,134
TORRANCE,7150090A,2704,180,N,980,POLLING PLACE,168,13,68,62
TORRANCE,7150090A,2704,180,N,0,VBM PORTION,163,7,42,79
TORRANCE,7150090A,2704,180,N,980,TOTAL,331,20,110,141
TORRANCE,7150092B,2705,180,N,1253,POLLING PLACE,262,16,83,117
TORRANCE,7150092B,2705,180,N,0,VBM PORTION,179,4,67,79
TORRANCE,7150092B,2705,180,N,1253,TOTAL,441,20,150,196
TORRANCE,7150094A,2706,180,N,1374,POLLING PLACE,174,7,76,65
TORRANCE,7150094A,2706,180,N,0,VBM PORTION,163,16,60,74
TORRANCE,7150094A,2706,180,N,1374,TOTAL,337,23,136,139
TORRANCE,7150098A,2707,180,N,1210,POLLING PLACE,263,12,73,120
TORRANCE,7150098A,2707,180,N,0,VBM PORTION,198,12,57,90
TORRANCE,7150098A,2707,180,N,1210,TOTAL,461,24,130,210
TORRANCE,7150101A,2708,180,N,1315,POLLING PLACE,178,10,69,70
TORRANCE,7150101A,2708,180,N,0,VBM PORTION,201,9,82,86
TORRANCE,7150101A,2708,180,N,1315,TOTAL,379,19,151,156
TORRANCE,7150102A,2709,180,N,1117,POLLING PLACE,153,12,67,47
TORRANCE,7150102A,2709,180,N,0,VBM PORTION,168,13,61,67
TORRANCE,7150102A,2709,180,N,1117,TOTAL,321,25,128,114
TORRANCE,7150104A,2710,180,N,885,POLLING PLACE,211,10,71,89
TORRANCE,7150104A,2710,180,N,0,VBM PORTION,188,3,63,83
TORRANCE,7150104A,2710,180,N,885,TOTAL,399,13,134,172
TORRANCE,7150106A,2711,180,N,1291,POLLING PLACE,241,6,102,90
TORRANCE,7150106A,2711,180,N,0,VBM PORTION,271,4,120,101
TORRANCE,7150106A,2711,180,N,1291,TOTAL,512,10,222,191
TORRANCE,7150109A,2712,180,N,1376,POLLING PLACE,268,8,107,112
TORRANCE,7150109A,2712,180,N,0,VBM PORTION,235,7,96,79
TORRANCE,7150109A,2712,180,N,1376,TOTAL,503,15,203,191
TORRANCE,7150112B,2713,180,N,1000,POLLING PLACE,176,5,70,71
TORRANCE,7150112B,2713,180,N,0,VBM PORTION,203,8,83,78
TORRANCE,7150112B,2713,180,N,1000,TOTAL,379,13,153,149
TORRANCE,7150114A,2714,180,N,1038,POLLING PLACE,150,1,53,68
TORRANCE,7150114A,2714,180,N,0,VBM PORTION,172,10,65,72
TORRANCE,7150114A,2714,180,N,1038,TOTAL,322,11,118,140
TORRANCE,7150115A,2715,180,N,899,POLLING PLACE,128,5,50,52
TORRANCE,7150115A,2715,180,N,0,VBM PORTION,88,4,32,36
TORRANCE,7150115A,2715,180,N,899,TOTAL,216,9,82,88
TORRANCE,7150116A,2716,182,N,1224,POLLING PLACE,194,8,69,71
TORRANCE,7150116A,2716,182,N,0,VBM PORTION,146,6,59,53
TORRANCE,7150116A,2716,182,N,1224,TOTAL,340,14,128,124
TORRANCE,7150121A,2717,182,N,1406,POLLING PLACE,252,6,85,100
TORRANCE,7150121A,2717,182,N,0,VBM PORTION,252,10,105,91
TORRANCE,7150121A,2717,182,N,1406,TOTAL,504,16,190,191
TORRANCE,7150125A,2718,185,N,838,POLLING PLACE,65,4,27,18
TORRANCE,7150125A,2718,185,N,0,VBM PORTION,74,5,28,24
TORRANCE,7150125A,2718,185,N,838,TOTAL,139,9,55,42
TORRANCE,7150131A,2719,180,N,902,POLLING PLACE,104,4,42,44
TORRANCE,7150131A,2719,180,N,0,VBM PORTION,101,4,47,35
TORRANCE,7150131A,2719,180,N,902,TOTAL,205,8,89,79
TORRANCE,7150132A,2720,180,N,1310,POLLING PLACE,147,7,58,55
TORRANCE,7150132A,2720,180,N,0,VBM PORTION,143,8,63,54
TORRANCE,7150132A,2720,180,N,1310,TOTAL,290,15,121,109
TORRANCE,7150137A,2721,185,N,902,POLLING PLACE,92,3,43,27
TORRANCE,7150137A,2721,185,N,0,VBM PORTION,89,3,42,33
TORRANCE,7150137A,2721,185,N,902,TOTAL,181,6,85,60
TORRANCE,7150144A,2722,180,N,1016,POLLING PLACE,150,6,58,63
TORRANCE,7150144A,2722,180,N,0,VBM PORTION,155,5,53,51
TORRANCE,7150144A,2722,180,N,1016,TOTAL,305,11,111,114
TORRANCE,7150146A,2723,180,N,922,POLLING PLACE,101,10,49,29
TORRANCE,7150146A,2723,180,N,0,VBM PORTION,93,9,39,23
TORRANCE,7150146A,2723,180,N,922,TOTAL,194,19,88,52
TORRANCE,7150149A,2724,185,N,1238,POLLING PLACE,160,10,65,35
TORRANCE,7150149A,2724,185,N,0,VBM PORTION,116,7,60,31
TORRANCE,7150149A,2724,185,N,1238,TOTAL,276,17,125,66
TORRANCE,7150161A,2725,180,N,1004,POLLING PLACE,96,5,34,40
TORRANCE,7150161A,2725,180,N,0,VBM PORTION,119,5,52,38
TORRANCE,7150161A,2725,180,N,1004,TOTAL,215,10,86,78
TORRANCE,7150182A,2726,180,N,964,POLLING PLACE,123,4,51,50
TORRANCE,7150182A,2726,180,N,0,VBM PORTION,180,11,61,69
TORRANCE,7150182A,2726,180,N,964,TOTAL,303,15,112,119
TORRANCE,7150201A,2727,185,N,1014,POLLING PLACE,122,5,40,49
TORRANCE,7150201A,2727,185,N,0,VBM PORTION,147,4,65,50
