LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,PHIL WYMAN,DAVID KING,ORLY TAITZ,KAMALA D HARRIS,JOHN HAGGERTY,JONATHAN JAECH,RONALD GOLD
SOUTH EL MONTE,6530043B,2529,124,N,0,VBM PORTION,49,0,2,1,28,0,1,3
SOUTH EL MONTE,6530043B,2529,124,N,887,TOTAL,88,1,3,3,54,3,1,5
SOUTH EL MONTE,6530045A,2530,124,N,1197,POLLING PLACE,66,1,5,1,41,2,2,5
SOUTH EL MONTE,6530045A,2530,124,N,0,VBM PORTION,71,1,0,0,50,5,0,4
SOUTH EL MONTE,6530045A,2530,124,N,1197,TOTAL,137,2,5,1,91,7,2,9
SOUTH EL MONTE,6530046A,2531,124,N,783,POLLING PLACE,45,0,2,2,29,1,1,5
SOUTH EL MONTE,6530046A,2531,124,N,0,VBM PORTION,38,1,1,0,29,1,1,0
SOUTH EL MONTE,6530046A,2531,124,N,783,TOTAL,83,1,3,2,58,2,2,5
SOUTH GATE,6550001A,2532,165,N,1165,POLLING PLACE,71,6,6,2,33,3,1,15
SOUTH GATE,6550001A,2532,165,N,0,VBM PORTION,57,4,2,3,34,0,1,6
SOUTH GATE,6550001A,2532,165,N,1165,TOTAL,128,10,8,5,67,3,2,21
SOUTH GATE,6550003A,2533,165,N,989,POLLING PLACE,41,2,4,0,23,1,0,4
SOUTH GATE,6550003A,2533,165,N,0,VBM PORTION,23,0,2,1,13,2,1,2
SOUTH GATE,6550003A,2533,165,N,989,TOTAL,64,2,6,1,36,3,1,6
SOUTH GATE,6550004A,2534,165,N,976,POLLING PLACE,51,4,1,4,24,1,3,4
SOUTH GATE,6550004A,2534,165,N,0,VBM PORTION,24,1,0,1,17,0,0,2
SOUTH GATE,6550004A,2534,165,N,976,TOTAL,75,5,1,5,41,1,3,6
SOUTH GATE,6550006A,2535,165,N,1028,POLLING PLACE,39,1,0,1,29,1,0,2
SOUTH GATE,6550006A,2535,165,N,0,VBM PORTION,38,1,0,2,19,1,1,4
SOUTH GATE,6550006A,2535,165,N,1028,TOTAL,77,2,0,3,48,2,1,6
SOUTH GATE,6550009A,2536,165,N,1044,POLLING PLACE,45,2,1,1,25,1,1,6
SOUTH GATE,6550009A,2536,165,N,0,VBM PORTION,24,0,1,1,17,1,0,1
SOUTH GATE,6550009A,2536,165,N,1044,TOTAL,69,2,2,2,42,2,1,7
SOUTH GATE,6550010A,2537,165,N,1131,POLLING PLACE,78,4,2,4,50,2,1,3
SOUTH GATE,6550010A,2537,165,N,0,VBM PORTION,19,0,0,0,17,1,0,0
SOUTH GATE,6550010A,2537,165,N,1131,TOTAL,97,4,2,4,67,3,1,3
SOUTH GATE,6550011A,2538,165,N,1265,POLLING PLACE,48,0,0,3,31,2,1,3
SOUTH GATE,6550011A,2538,165,N,0,VBM PORTION,38,1,1,2,22,0,2,6
SOUTH GATE,6550011A,2538,165,N,1265,TOTAL,86,1,1,5,53,2,3,9
SOUTH GATE,6550012B,2539,165,N,1137,POLLING PLACE,64,4,3,3,36,2,0,4
SOUTH GATE,6550012B,2539,165,N,0,VBM PORTION,29,3,0,1,20,0,0,2
SOUTH GATE,6550012B,2539,165,N,1137,TOTAL,93,7,3,4,56,2,0,6
SOUTH GATE,6550015A,2540,165,N,1146,POLLING PLACE,64,3,6,5,34,1,0,9
SOUTH GATE,6550015A,2540,165,N,0,VBM PORTION,48,0,4,1,33,2,1,1
SOUTH GATE,6550015A,2540,165,N,1146,TOTAL,112,3,10,6,67,3,1,10
SOUTH GATE,6550016A,2541,165,N,989,POLLING PLACE,42,1,2,1,28,0,0,4
SOUTH GATE,6550016A,2541,165,N,0,VBM PORTION,29,0,5,0,16,1,0,5
SOUTH GATE,6550016A,2541,165,N,989,TOTAL,71,1,7,1,44,1,0,9
SOUTH GATE,6550017A,2542,165,N,1149,POLLING PLACE,66,0,6,3,42,2,0,5
SOUTH GATE,6550017A,2542,165,N,0,VBM PORTION,33,0,2,1,22,1,0,3
SOUTH GATE,6550017A,2542,165,N,1149,TOTAL,99,0,8,4,64,3,0,8
SOUTH GATE,6550018A,2543,165,N,1036,POLLING PLACE,42,1,2,1,33,0,1,1
SOUTH GATE,6550018A,2543,165,N,0,VBM PORTION,38,2,3,2,23,0,0,1
SOUTH GATE,6550018A,2543,165,N,1036,TOTAL,80,3,5,3,56,0,1,2
SOUTH GATE,6550019B,2544,165,N,1164,POLLING PLACE,55,2,3,2,39,0,0,2
SOUTH GATE,6550019B,2544,165,N,0,VBM PORTION,32,1,1,2,20,2,0,3
SOUTH GATE,6550019B,2544,165,N,1164,TOTAL,87,3,4,4,59,2,0,5
SOUTH GATE,6550020A,2545,165,N,1066,POLLING PLACE,51,3,3,4,32,0,2,2
SOUTH GATE,6550020A,2545,165,N,0,VBM PORTION,28,1,0,0,20,0,0,2
SOUTH GATE,6550020A,2545,165,N,1066,TOTAL,79,4,3,4,52,0,2,4
SOUTH GATE,6550021A,2546,165,N,790,POLLING PLACE,13,0,0,0,9,1,0,1
SOUTH GATE,6550021A,2546,165,N,0,VBM PORTION,20,1,0,0,12,1,2,2
SOUTH GATE,6550021A,2546,165,N,790,TOTAL,33,1,0,0,21,2,2,3
SOUTH GATE,6550022A,2547,165,N,940,POLLING PLACE,50,2,2,2,33,1,1,1
SOUTH GATE,6550022A,2547,165,N,0,VBM PORTION,26,0,0,1,24,0,0,1
SOUTH GATE,6550022A,2547,165,N,940,TOTAL,76,2,2,3,57,1,1,2
SOUTH GATE,6550022B,2548,165,N,795,POLLING PLACE,31,2,2,0,22,1,0,1
SOUTH GATE,6550022B,2548,165,N,0,VBM PORTION,19,2,0,1,12,0,0,1
SOUTH GATE,6550022B,2548,165,N,795,TOTAL,50,4,2,1,34,1,0,2
SOUTH GATE,6550028A,2549,165,N,1036,POLLING PLACE,65,9,6,0,26,3,2,10
SOUTH GATE,6550028A,2549,165,N,0,VBM PORTION,39,0,4,2,23,3,1,4
SOUTH GATE,6550028A,2549,165,N,1036,TOTAL,104,9,10,2,49,6,3,14
SOUTH GATE,6550029A,2550,165,N,1139,POLLING PLACE,61,5,0,3,35,2,1,3
SOUTH GATE,6550029A,2550,165,N,0,VBM PORTION,30,0,1,0,18,1,1,3
SOUTH GATE,6550029A,2550,165,N,1139,TOTAL,91,5,1,3,53,3,2,6
SOUTH GATE,6550030C,2551,165,N,797,POLLING PLACE,63,3,2,3,36,3,2,3
SOUTH GATE,6550030C,2551,165,N,0,VBM PORTION,25,0,1,0,17,2,0,2
SOUTH GATE,6550030C,2551,165,N,797,TOTAL,88,3,3,3,53,5,2,5
SOUTH GATE,6550031A,2552,165,N,1186,POLLING PLACE,48,0,3,3,33,1,1,0
SOUTH GATE,6550031A,2552,165,N,0,VBM PORTION,35,0,2,0,28,1,1,1
SOUTH GATE,6550031A,2552,165,N,1186,TOTAL,83,0,5,3,61,2,2,1
SOUTH GATE,6550035A,2553,165,N,1277,POLLING PLACE,62,0,2,1,43,1,2,3
SOUTH GATE,6550035A,2553,165,N,0,VBM PORTION,41,0,6,2,23,0,0,2
SOUTH GATE,6550035A,2553,165,N,1277,TOTAL,103,0,8,3,66,1,2,5
SOUTH GATE,6550036A,2554,165,N,1105,POLLING PLACE,50,0,3,1,32,0,1,3
SOUTH GATE,6550036A,2554,165,N,0,VBM PORTION,21,0,3,0,10,2,0,0
SOUTH GATE,6550036A,2554,165,N,1105,TOTAL,71,0,6,1,42,2,1,3
SOUTH GATE,6550039A,2555,165,N,924,POLLING PLACE,63,1,0,2,38,3,0,5
SOUTH GATE,6550039A,2555,165,N,0,VBM PORTION,17,0,0,2,11,0,1,1
SOUTH GATE,6550039A,2555,165,N,924,TOTAL,80,1,0,4,49,3,1,6
SOUTH GATE,6550047B,2556,165,N,1114,POLLING PLACE,60,2,1,2,39,2,3,3
SOUTH GATE,6550047B,2556,165,N,0,VBM PORTION,33,3,1,0,20,1,1,5
SOUTH GATE,6550047B,2556,165,N,1114,TOTAL,93,5,2,2,59,3,4,8
SOUTH GATE,6550048A,2557,165,N,1312,POLLING PLACE,60,5,2,5,33,1,1,5
SOUTH GATE,6550048A,2557,165,N,0,VBM PORTION,33,0,3,2,25,1,0,0
SOUTH GATE,6550048A,2557,165,N,1312,TOTAL,93,5,5,7,58,2,1,5
SOUTH GATE,6550050A,2558,165,N,1060,POLLING PLACE,52,2,0,1,35,3,0,2
SOUTH GATE,6550050A,2558,165,N,0,VBM PORTION,40,4,0,5,24,2,0,2
SOUTH GATE,6550050A,2558,165,N,1060,TOTAL,92,6,0,6,59,5,0,4
SOUTH GATE,6550052A,2559,165,N,1035,POLLING PLACE,46,4,1,1,21,2,1,2
SOUTH GATE,6550052A,2559,165,N,0,VBM PORTION,38,0,6,2,26,2,0,1
SOUTH GATE,6550052A,2559,165,N,1035,TOTAL,84,4,7,3,47,4,1,3
SOUTH GATE,6550053A,2560,165,N,1272,POLLING PLACE,62,4,2,2,40,0,2,3
SOUTH GATE,6550053A,2560,165,N,0,VBM PORTION,42,0,6,2,26,2,0,2
SOUTH GATE,6550053A,2560,165,N,1272,TOTAL,104,4,8,4,66,2,2,5
SOUTH GATE,6550055A,2561,165,N,794,POLLING PLACE,46,2,2,2,27,1,1,2
SOUTH GATE,6550055A,2561,165,N,0,VBM PORTION,30,0,1,0,25,1,1,2
SOUTH GATE,6550055A,2561,165,N,794,TOTAL,76,2,3,2,52,2,2,4
SOUTH GATE,6550056A,2562,165,N,434,POLLING PLACE,28,1,4,0,15,0,0,4
SOUTH GATE,6550056A,2562,165,N,0,VBM PORTION,53,7,4,1,25,3,0,5
SOUTH GATE,6550056A,2562,165,N,434,TOTAL,81,8,8,1,40,3,0,9
SOUTH GATE,6550060A,2563,165,N,1118,POLLING PLACE,80,8,9,3,37,2,0,4
SOUTH GATE,6550060A,2563,165,N,0,VBM PORTION,56,0,4,3,38,0,4,5
SOUTH GATE,6550060A,2563,165,N,1118,TOTAL,136,8,13,6,75,2,4,9
SOUTH GATE,6550061A,2564,165,N,632,POLLING PLACE,38,4,0,2,21,3,0,5
SOUTH GATE,6550061A,2564,165,N,0,VBM PORTION,19,0,2,1,10,3,1,2
SOUTH GATE,6550061A,2564,165,N,632,TOTAL,57,4,2,3,31,6,1,7
SOUTH GATE,6550062A,2565,165,N,1170,POLLING PLACE,76,1,6,2,48,1,2,9
SOUTH GATE,6550062A,2565,165,N,0,VBM PORTION,54,3,2,0,29,5,0,8
SOUTH GATE,6550062A,2565,165,N,1170,TOTAL,130,4,8,2,77,6,2,17
SOUTH GATE,6550066C,2566,165,N,558,POLLING PLACE,32,2,2,2,13,0,0,4
SOUTH GATE,6550066C,2566,165,N,0,VBM PORTION,43,0,8,1,18,3,0,6
SOUTH GATE,6550066C,2566,165,N,558,TOTAL,75,2,10,3,31,3,0,10
SOUTH PASADENA,6600001A,2567,33,N,997,POLLING PLACE,100,4,2,1,71,3,3,8
SOUTH PASADENA,6600001A,2567,33,N,0,VBM PORTION,84,4,10,1,50,0,1,8
SOUTH PASADENA,6600001A,2567,33,N,997,TOTAL,184,8,12,2,121,3,4,16
SOUTH PASADENA,6600003A,2568,33,N,1037,POLLING PLACE,118,5,4,3,81,3,1,9
SOUTH PASADENA,6600003A,2568,33,N,0,VBM PORTION,100,2,8,2,61,1,0,7
SOUTH PASADENA,6600003A,2568,33,N,1037,TOTAL,218,7,12,5,142,4,1,16
SOUTH PASADENA,6600005A,2569,33,N,998,POLLING PLACE,140,10,6,3,86,2,2,18
SOUTH PASADENA,6600005A,2569,33,N,0,VBM PORTION,161,13,20,1,84,1,2,14
SOUTH PASADENA,6600005A,2569,33,N,998,TOTAL,301,23,26,4,170,3,4,32
SOUTH PASADENA,6600006A,2570,33,N,885,POLLING PLACE,105,8,2,2,67,5,3,7
SOUTH PASADENA,6600006A,2570,33,N,0,VBM PORTION,74,2,8,3,45,1,1,1
SOUTH PASADENA,6600006A,2570,33,N,885,TOTAL,179,10,10,5,112,6,4,8
SOUTH PASADENA,6600008A,2571,33,N,860,POLLING PLACE,73,6,6,1,42,1,2,6
SOUTH PASADENA,6600008A,2571,33,N,0,VBM PORTION,50,3,6,1,30,2,1,3
SOUTH PASADENA,6600008A,2571,33,N,860,TOTAL,123,9,12,2,72,3,3,9
SOUTH PASADENA,6600009A,2572,33,N,904,POLLING PLACE,142,8,7,0,88,3,2,16
SOUTH PASADENA,6600009A,2572,33,N,0,VBM PORTION,127,13,21,3,47,7,4,14
SOUTH PASADENA,6600009A,2572,33,N,904,TOTAL,269,21,28,3,135,10,6,30
SOUTH PASADENA,6600010A,2573,33,N,738,POLLING PLACE,81,2,3,1,57,0,2,5
SOUTH PASADENA,6600010A,2573,33,N,0,VBM PORTION,108,6,10,0,69,1,1,7
SOUTH PASADENA,6600010A,2573,33,N,738,TOTAL,189,8,13,1,126,1,3,12
SOUTH PASADENA,6600011A,2574,33,N,992,POLLING PLACE,134,8,3,1,87,6,4,13
SOUTH PASADENA,6600011A,2574,33,N,0,VBM PORTION,80,2,6,0,50,3,2,6
SOUTH PASADENA,6600011A,2574,33,N,992,TOTAL,214,10,9,1,137,9,6,19
SOUTH PASADENA,6600013A,2575,33,N,804,POLLING PLACE,118,9,3,2,69,6,2,15
SOUTH PASADENA,6600013A,2575,33,N,0,VBM PORTION,94,6,3,2,43,2,3,13
SOUTH PASADENA,6600013A,2575,33,N,804,TOTAL,212,15,6,4,112,8,5,28
SOUTH PASADENA,6600015A,2576,33,N,677,POLLING PLACE,82,4,5,1,45,3,1,11
SOUTH PASADENA,6600015A,2576,33,N,0,VBM PORTION,117,15,13,0,69,5,3,5
SOUTH PASADENA,6600015A,2576,33,N,677,TOTAL,199,19,18,1,114,8,4,16
SOUTH PASADENA,6600016A,2577,33,N,895,POLLING PLACE,140,9,12,1,87,4,3,12
SOUTH PASADENA,6600016A,2577,33,N,0,VBM PORTION,99,6,16,2,49,3,0,6
SOUTH PASADENA,6600016A,2577,33,N,895,TOTAL,239,15,28,3,136,7,3,18
SOUTH PASADENA,6600017A,2578,33,N,703,POLLING PLACE,102,0,6,1,66,4,3,12
SOUTH PASADENA,6600017A,2578,33,N,0,VBM PORTION,72,1,8,1,44,2,3,7
SOUTH PASADENA,6600017A,2578,33,N,703,TOTAL,174,1,14,2,110,6,6,19
SOUTH PASADENA,6600019A,2579,33,N,1216,POLLING PLACE,105,6,3,1,69,2,2,11
SOUTH PASADENA,6600019A,2579,33,N,0,VBM PORTION,121,5,9,3,76,3,2,10
SOUTH PASADENA,6600019A,2579,33,N,1216,TOTAL,226,11,12,4,145,5,4,21
SOUTH PASADENA,6600022A,2580,33,N,721,POLLING PLACE,91,3,5,0,53,0,0,19
SOUTH PASADENA,6600022A,2580,33,N,0,VBM PORTION,117,3,7,3,69,6,0,16
SOUTH PASADENA,6600022A,2580,33,N,721,TOTAL,208,6,12,3,122,6,0,35
SOUTH PASADENA,6600024A,2581,33,N,1247,POLLING PLACE,145,6,7,5,100,2,4,14
SOUTH PASADENA,6600024A,2581,33,N,0,VBM PORTION,147,11,7,2,87,9,1,7
SOUTH PASADENA,6600024A,2581,33,N,1247,TOTAL,292,17,14,7,187,11,5,21
SOUTH PASADENA,6600026A,2582,33,N,844,POLLING PLACE,126,6,13,0,64,10,2,16
SOUTH PASADENA,6600026A,2582,33,N,0,VBM PORTION,133,2,26,1,69,6,1,14
SOUTH PASADENA,6600026A,2582,33,N,844,TOTAL,259,8,39,1,133,16,3,30
SOUTH PASADENA,6600028A,2583,33,N,775,POLLING PLACE,104,6,4,1,62,7,4,11
SOUTH PASADENA,6600028A,2583,33,N,0,VBM PORTION,94,5,10,6,49,2,9,4
SOUTH PASADENA,6600028A,2583,33,N,775,TOTAL,198,11,14,7,111,9,13,15
SOUTH PASADENA,6600031A,2584,33,N,788,POLLING PLACE,89,3,9,2,53,2,3,10
SOUTH PASADENA,6600031A,2584,33,N,0,VBM PORTION,81,4,15,0,40,4,0,4
SOUTH PASADENA,6600031A,2584,33,N,788,TOTAL,170,7,24,2,93,6,3,14
SOUTH SAN GABRIEL,6650010A,6162,74,Y,212,POLLING PLACE,0,0,0,0,0,0,0,0
SOUTH SAN GABRIEL,6650010A,6162,74,Y,0,VBM PORTION,24,0,3,0,15,1,0,1
SOUTH SAN GABRIEL,6650010A,6162,74,Y,212,TOTAL,24,0,3,0,15,1,0,1
SOUTH SAN GABRIEL,6650032A,2585,72,N,867,POLLING PLACE,63,4,5,3,35,0,0,5
SOUTH SAN GABRIEL,6650032A,2585,72,N,0,VBM PORTION,85,4,8,2,45,4,1,7
SOUTH SAN GABRIEL,6650032A,2585,72,N,867,TOTAL,148,8,13,5,80,4,1,12
SOUTH SAN GABRIEL,6650033B,2586,72,N,524,POLLING PLACE,35,0,2,6,13,5,2,2
SOUTH SAN GABRIEL,6650033B,2586,72,N,0,VBM PORTION,38,1,3,1,27,0,0,4
SOUTH SAN GABRIEL,6650033B,2586,72,N,524,TOTAL,73,1,5,7,40,5,2,6
SOUTH SAN GABRIEL,6650034A,2587,72,N,1011,POLLING PLACE,62,1,3,3,47,2,0,4
SOUTH SAN GABRIEL,6650034A,2587,72,N,0,VBM PORTION,52,2,2,3,30,0,2,9
SOUTH SAN GABRIEL,6650034A,2587,72,N,1011,TOTAL,114,3,5,6,77,2,2,13
SOUTH SAN GABRIEL,6650035A,2588,72,N,1243,POLLING PLACE,91,2,1,1,63,2,0,12
SOUTH SAN GABRIEL,6650035A,2588,72,N,0,VBM PORTION,94,2,13,1,52,1,1,11
SOUTH SAN GABRIEL,6650035A,2588,72,N,1243,TOTAL,185,4,14,2,115,3,1,23
SOUTH WHITTIER,6700001A,2589,132,N,814,POLLING PLACE,63,3,1,1,33,7,1,7
SOUTH WHITTIER,6700001A,2589,132,N,0,VBM PORTION,40,2,5,0,14,4,0,8
SOUTH WHITTIER,6700001A,2589,132,N,814,TOTAL,103,5,6,1,47,11,1,15
SOUTH WHITTIER,6700002A,2590,132,N,1276,POLLING PLACE,78,6,10,2,36,6,2,13
SOUTH WHITTIER,6700002A,2590,132,N,0,VBM PORTION,83,9,14,6,33,4,2,13
SOUTH WHITTIER,6700002A,2590,132,N,1276,TOTAL,161,15,24,8,69,10,4,26
SOUTH WHITTIER,6700003A,2591,132,N,929,POLLING PLACE,41,3,5,4,18,1,0,3
SOUTH WHITTIER,6700003A,2591,132,N,0,VBM PORTION,34,2,3,2,18,3,0,5
SOUTH WHITTIER,6700003A,2591,132,N,929,TOTAL,75,5,8,6,36,4,0,8
SOUTH WHITTIER,6700004B,2592,132,N,1121,POLLING PLACE,80,5,3,3,44,9,1,11
SOUTH WHITTIER,6700004B,2592,132,N,0,VBM PORTION,49,0,4,0,22,1,2,14
SOUTH WHITTIER,6700004B,2592,132,N,1121,TOTAL,129,5,7,3,66,10,3,25
SOUTH WHITTIER,6700007A,2593,132,N,1029,POLLING PLACE,59,8,4,2,25,3,5,9
SOUTH WHITTIER,6700007A,2593,132,N,0,VBM PORTION,60,5,4,2,18,9,1,9
SOUTH WHITTIER,6700007A,2593,132,N,1029,TOTAL,119,13,8,4,43,12,6,18
SOUTH WHITTIER,6700008A,2594,132,N,1208,POLLING PLACE,103,26,4,1,34,11,0,19
SOUTH WHITTIER,6700008A,2594,132,N,0,VBM PORTION,87,13,13,2,34,2,0,4
SOUTH WHITTIER,6700008A,2594,132,N,1208,TOTAL,190,39,17,3,68,13,0,23
SOUTH WHITTIER,6700009B,2595,132,N,689,POLLING PLACE,53,4,5,1,28,5,0,5
SOUTH WHITTIER,6700009B,2595,132,N,0,VBM PORTION,32,1,0,2,18,2,0,4
SOUTH WHITTIER,6700009B,2595,132,N,689,TOTAL,85,5,5,3,46,7,0,9
SOUTH WHITTIER,6700010A,2596,132,N,975,POLLING PLACE,65,3,3,1,33,4,2,9
SOUTH WHITTIER,6700010A,2596,132,N,0,VBM PORTION,71,4,1,3,35,2,1,12
SOUTH WHITTIER,6700010A,2596,132,N,975,TOTAL,136,7,4,4,68,6,3,21
SOUTH WHITTIER,6700011B,2597,132,N,1302,POLLING PLACE,96,12,7,4,42,12,2,9
SOUTH WHITTIER,6700011B,2597,132,N,0,VBM PORTION,107,6,11,7,37,4,0,26
SOUTH WHITTIER,6700011B,2597,132,N,1302,TOTAL,203,18,18,11,79,16,2,35
SOUTH WHITTIER,6700012A,2598,132,N,1036,POLLING PLACE,97,14,6,0,33,13,2,16
SOUTH WHITTIER,6700012A,2598,132,N,0,VBM PORTION,84,11,16,2,29,4,0,17
SOUTH WHITTIER,6700012A,2598,132,N,1036,TOTAL,181,25,22,2,62,17,2,33
SOUTH WHITTIER,6700014B,2599,132,N,1089,POLLING PLACE,66,18,6,1,22,1,1,4
SOUTH WHITTIER,6700014B,2599,132,N,0,VBM PORTION,66,6,7,0,27,5,1,12
SOUTH WHITTIER,6700014B,2599,132,N,1089,TOTAL,132,24,13,1,49,6,2,16
SOUTH WHITTIER,6700015A,2600,132,N,751,POLLING PLACE,62,7,3,3,32,2,4,6
SOUTH WHITTIER,6700015A,2600,132,N,0,VBM PORTION,39,4,6,1,21,0,2,3
SOUTH WHITTIER,6700015A,2600,132,N,751,TOTAL,101,11,9,4,53,2,6,9
SOUTH WHITTIER,6700016A,2601,132,N,1077,POLLING PLACE,111,12,15,4,26,16,2,17
SOUTH WHITTIER,6700016A,2601,132,N,0,VBM PORTION,97,11,12,7,39,7,4,11
SOUTH WHITTIER,6700016A,2601,132,N,1077,TOTAL,208,23,27,11,65,23,6,28
SOUTH WHITTIER,6700017A,2602,132,N,1298,POLLING PLACE,116,26,12,1,43,6,1,17
SOUTH WHITTIER,6700017A,2602,132,N,0,VBM PORTION,112,10,6,3,47,6,5,19
SOUTH WHITTIER,6700017A,2602,132,N,1298,TOTAL,228,36,18,4,90,12,6,36
SOUTH WHITTIER,6700019A,2603,132,N,1119,POLLING PLACE,44,3,1,0,27,1,0,4
SOUTH WHITTIER,6700019A,2603,132,N,0,VBM PORTION,17,0,3,2,10,1,0,0
SOUTH WHITTIER,6700019A,2603,132,N,1119,TOTAL,61,3,4,2,37,2,0,4
SOUTH WHITTIER,6700021A,2604,132,N,1250,POLLING PLACE,137,30,17,2,40,12,0,24
SOUTH WHITTIER,6700021A,2604,132,N,0,VBM PORTION,97,14,18,4,32,1,0,17
SOUTH WHITTIER,6700021A,2604,132,N,1250,TOTAL,234,44,35,6,72,13,0,41
SOUTH WHITTIER,6700023A,2605,132,N,886,POLLING PLACE,53,6,1,1,22,8,4,6
SOUTH WHITTIER,6700023A,2605,132,N,0,VBM PORTION,67,9,13,2,24,6,2,4
SOUTH WHITTIER,6700023A,2605,132,N,886,TOTAL,120,15,14,3,46,14,6,10
SOUTH WHITTIER,6700025A,2606,132,N,664,POLLING PLACE,33,1,2,1,16,6,1,4
SOUTH WHITTIER,6700025A,2606,132,N,0,VBM PORTION,23,0,2,5,12,1,0,2
SOUTH WHITTIER,6700025A,2606,132,N,664,TOTAL,56,1,4,6,28,7,1,6
SOUTH WHITTIER,6700052A,2607,132,N,1018,POLLING PLACE,58,3,2,5,26,6,0,9
SOUTH WHITTIER,6700052A,2607,132,N,0,VBM PORTION,62,3,11,3,28,4,1,10
SOUTH WHITTIER,6700052A,2607,132,N,1018,TOTAL,120,6,13,8,54,10,1,19
SOUTH WHITTIER,6700053A,2608,132,N,1078,POLLING PLACE,60,3,8,3,28,5,4,6
SOUTH WHITTIER,6700053A,2608,132,N,0,VBM PORTION,68,1,6,5,35,4,0,6
SOUTH WHITTIER,6700053A,2608,132,N,1078,TOTAL,128,4,14,8,63,9,4,12
SOUTH WHITTIER,6700054B,2609,132,N,1213,POLLING PLACE,77,12,8,3,29,11,0,6
SOUTH WHITTIER,6700054B,2609,132,N,0,VBM PORTION,47,4,0,0,30,1,1,5
SOUTH WHITTIER,6700054B,2609,132,N,1213,TOTAL,124,16,8,3,59,12,1,11
SOUTH WHITTIER,6700055A,2610,132,N,1043,POLLING PLACE,45,6,3,0,24,2,0,2
SOUTH WHITTIER,6700055A,2610,132,N,0,VBM PORTION,48,8,2,2,20,2,0,10
SOUTH WHITTIER,6700055A,2610,132,N,1043,TOTAL,93,14,5,2,44,4,0,12
SOUTH WHITTIER,6700056A,2611,132,N,1206,POLLING PLACE,51,1,4,2,29,3,1,6
SOUTH WHITTIER,6700056A,2611,132,N,0,VBM PORTION,49,1,3,1,28,1,8,1
SOUTH WHITTIER,6700056A,2611,132,N,1206,TOTAL,100,2,7,3,57,4,9,7
SOUTH WHITTIER,6700057A,2612,132,N,1261,POLLING PLACE,102,11,13,4,33,19,0,10
SOUTH WHITTIER,6700057A,2612,132,N,0,VBM PORTION,100,14,7,5,43,4,1,10
SOUTH WHITTIER,6700057A,2612,132,N,1261,TOTAL,202,25,20,9,76,23,1,20
SOUTH WHITTIER,6700059A,2613,132,N,945,POLLING PLACE,77,8,7,4,35,9,0,5
SOUTH WHITTIER,6700059A,2613,132,N,0,VBM PORTION,79,9,8,1,37,8,0,11
SOUTH WHITTIER,6700059A,2613,132,N,945,TOTAL,156,17,15,5,72,17,0,16
SOUTH WHITTIER,6700062A,2614,132,N,1185,POLLING PLACE,93,11,3,2,37,8,1,14
SOUTH WHITTIER,6700062A,2614,132,N,0,VBM PORTION,73,8,9,1,35,0,0,14
SOUTH WHITTIER,6700062A,2614,132,N,1185,TOTAL,166,19,12,3,72,8,1,28
SOUTH WHITTIER,6700064A,2615,132,N,937,POLLING PLACE,64,3,5,1,31,4,4,5
SOUTH WHITTIER,6700064A,2615,132,N,0,VBM PORTION,45,1,5,1,20,4,1,5
SOUTH WHITTIER,6700064A,2615,132,N,937,TOTAL,109,4,10,2,51,8,5,10
SOUTH WHITTIER,6700065A,2616,132,N,769,POLLING PLACE,39,3,5,1,21,4,1,2
SOUTH WHITTIER,6700065A,2616,132,N,0,VBM PORTION,44,4,4,0,16,5,2,8
SOUTH WHITTIER,6700065A,2616,132,N,769,TOTAL,83,7,9,1,37,9,3,10
SOUTH WHITTIER,6700068A,2617,132,N,833,POLLING PLACE,72,8,6,1,40,1,1,7
SOUTH WHITTIER,6700068A,2617,132,N,0,VBM PORTION,47,1,6,3,22,7,1,3
SOUTH WHITTIER,6700068A,2617,132,N,833,TOTAL,119,9,12,4,62,8,2,10
SOUTH WHITTIER,6700070A,2618,132,N,1139,POLLING PLACE,78,7,4,1,39,4,0,11
SOUTH WHITTIER,6700070A,2618,132,N,0,VBM PORTION,66,2,8,5,29,1,2,10
SOUTH WHITTIER,6700070A,2618,132,N,1139,TOTAL,144,9,12,6,68,5,2,21
SOUTH WHITTIER,6700071C,2619,132,N,1174,POLLING PLACE,53,5,1,5,29,4,3,2
SOUTH WHITTIER,6700071C,2619,132,N,0,VBM PORTION,48,0,2,2,29,6,1,6
SOUTH WHITTIER,6700071C,2619,132,N,1174,TOTAL,101,5,3,7,58,10,4,8
SPADRA,6750022A,2620,122,N,198,POLLING PLACE,7,2,0,0,2,0,1,0
SPADRA,6750022A,2620,122,N,0,VBM PORTION,0,0,0,0,0,0,0,0
SPADRA,6750022A,2620,122,N,198,TOTAL,7,2,0,0,2,0,1,0
STEVENSON RANCH,6820001A,2621,10,N,1039,POLLING PLACE,85,19,8,2,25,9,0,13
STEVENSON RANCH,6820001A,2621,10,N,0,VBM PORTION,75,11,12,1,30,10,0,4
STEVENSON RANCH,6820001A,2621,10,N,1039,TOTAL,160,30,20,3,55,19,0,17
STEVENSON RANCH,6820003A,2622,10,N,1355,POLLING PLACE,137,22,16,1,66,8,0,18
STEVENSON RANCH,6820003A,2622,10,N,0,VBM PORTION,104,12,5,2,52,11,1,12
STEVENSON RANCH,6820003A,2622,10,N,1355,TOTAL,241,34,21,3,118,19,1,30
