LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,ALAN REYNOLDS,GEORGE YANG,ERIC KOREVAAR,DAVID FENNELL,AMOS JOHNSON,GAVIN NEWSOM,RON NEHRING,JENA F GOODMAN
SANTA MONICA,6250032A,2466,82,N,1204,TOTAL,329,1,15,18,6,4,214,28,6
SANTA MONICA,6250034A,2467,82,N,1217,POLLING PLACE,222,1,8,11,7,1,148,15,11
SANTA MONICA,6250034A,2467,82,N,0,VBM PORTION,138,1,7,6,5,1,89,14,2
SANTA MONICA,6250034A,2467,82,N,1217,TOTAL,360,2,15,17,12,2,237,29,13
SANTA MONICA,6250036B,2468,82,N,1250,POLLING PLACE,170,3,5,13,7,2,95,14,7
SANTA MONICA,6250036B,2468,82,N,0,VBM PORTION,119,1,6,6,5,0,69,12,3
SANTA MONICA,6250036B,2468,82,N,1250,TOTAL,289,4,11,19,12,2,164,26,10
SANTA MONICA,6250041A,2469,82,N,1383,POLLING PLACE,129,2,4,11,6,2,83,8,7
SANTA MONICA,6250041A,2469,82,N,0,VBM PORTION,159,1,3,15,3,1,100,18,6
SANTA MONICA,6250041A,2469,82,N,1383,TOTAL,288,3,7,26,9,3,183,26,13
SANTA MONICA,6250045A,2470,82,N,1306,POLLING PLACE,138,3,7,4,8,0,87,9,7
SANTA MONICA,6250045A,2470,82,N,0,VBM PORTION,131,4,12,10,6,0,78,11,3
SANTA MONICA,6250045A,2470,82,N,1306,TOTAL,269,7,19,14,14,0,165,20,10
SANTA MONICA,6250046A,2471,82,N,1361,POLLING PLACE,175,1,5,13,9,6,110,15,5
SANTA MONICA,6250046A,2471,82,N,0,VBM PORTION,136,0,9,6,3,2,96,4,3
SANTA MONICA,6250046A,2471,82,N,1361,TOTAL,311,1,14,19,12,8,206,19,8
SANTA MONICA,6250050A,2472,82,N,1082,POLLING PLACE,137,1,5,5,2,2,99,8,6
SANTA MONICA,6250050A,2472,82,N,0,VBM PORTION,94,0,8,1,1,0,72,5,1
SANTA MONICA,6250050A,2472,82,N,1082,TOTAL,231,1,13,6,3,2,171,13,7
SANTA MONICA,6250051A,2473,82,N,1327,POLLING PLACE,164,1,9,11,5,4,96,20,5
SANTA MONICA,6250051A,2473,82,N,0,VBM PORTION,134,1,7,11,14,1,74,14,4
SANTA MONICA,6250051A,2473,82,N,1327,TOTAL,298,2,16,22,19,5,170,34,9
SANTA MONICA,6250052B,2474,82,N,986,POLLING PLACE,85,2,2,11,0,1,53,3,4
SANTA MONICA,6250052B,2474,82,N,0,VBM PORTION,86,0,3,8,4,0,52,4,8
SANTA MONICA,6250052B,2474,82,N,986,TOTAL,171,2,5,19,4,1,105,7,12
SANTA MONICA,6250053A,2475,82,N,1354,POLLING PLACE,114,1,3,6,6,2,74,10,1
SANTA MONICA,6250053A,2475,82,N,0,VBM PORTION,144,0,11,7,5,1,95,11,3
SANTA MONICA,6250053A,2475,82,N,1354,TOTAL,258,1,14,13,11,3,169,21,4
SANTA MONICA,6250056A,2476,82,N,1083,POLLING PLACE,41,0,0,1,0,2,22,9,3
SANTA MONICA,6250056A,2476,82,N,0,VBM PORTION,84,0,5,7,3,1,47,5,5
SANTA MONICA,6250056A,2476,82,N,1083,TOTAL,125,0,5,8,3,3,69,14,8
SANTA MONICA,6250060A,2477,82,N,951,POLLING PLACE,76,0,3,6,1,2,53,2,3
SANTA MONICA,6250060A,2477,82,N,0,VBM PORTION,91,0,2,2,2,2,63,8,7
SANTA MONICA,6250060A,2477,82,N,951,TOTAL,167,0,5,8,3,4,116,10,10
SANTA MONICA,6250061A,2478,82,N,1032,POLLING PLACE,121,0,3,14,3,2,82,4,6
SANTA MONICA,6250061A,2478,82,N,0,VBM PORTION,57,0,0,3,3,3,36,3,2
SANTA MONICA,6250061A,2478,82,N,1032,TOTAL,178,0,3,17,6,5,118,7,8
SANTA MONICA,6250062A,2479,82,N,973,POLLING PLACE,106,0,4,9,0,3,69,3,2
SANTA MONICA,6250062A,2479,82,N,0,VBM PORTION,58,1,3,4,1,0,39,2,4
SANTA MONICA,6250062A,2479,82,N,973,TOTAL,164,1,7,13,1,3,108,5,6
SANTA MONICA,6250067A,2480,82,N,994,POLLING PLACE,183,1,6,5,2,0,137,5,9
SANTA MONICA,6250067A,2480,82,N,0,VBM PORTION,87,0,2,1,2,1,62,6,3
SANTA MONICA,6250067A,2480,82,N,994,TOTAL,270,1,8,6,4,1,199,11,12
SANTA MONICA,6250068D,2481,82,N,610,POLLING PLACE,74,2,1,6,0,2,40,12,3
SANTA MONICA,6250068D,2481,82,N,0,VBM PORTION,63,0,3,2,0,0,38,7,2
SANTA MONICA,6250068D,2481,82,N,610,TOTAL,137,2,4,8,0,2,78,19,5
SANTA MONICA,6250069A,2482,82,N,1244,POLLING PLACE,211,0,5,7,5,5,145,16,6
SANTA MONICA,6250069A,2482,82,N,0,VBM PORTION,132,2,5,9,2,2,83,13,3
SANTA MONICA,6250069A,2482,82,N,1244,TOTAL,343,2,10,16,7,7,228,29,9
SANTA MONICA,6250070A,2483,82,N,1147,POLLING PLACE,190,1,11,3,3,3,141,10,3
SANTA MONICA,6250070A,2483,82,N,0,VBM PORTION,146,0,5,7,6,0,90,18,2
SANTA MONICA,6250070A,2483,82,N,1147,TOTAL,336,1,16,10,9,3,231,28,5
SANTA MONICA,6250071A,2484,82,N,1037,POLLING PLACE,114,0,6,13,4,1,70,5,6
SANTA MONICA,6250071A,2484,82,N,0,VBM PORTION,66,1,1,8,1,0,35,6,4
SANTA MONICA,6250071A,2484,82,N,1037,TOTAL,180,1,7,21,5,1,105,11,10
SANTA MONICA,6250072A,2485,82,N,1375,POLLING PLACE,280,3,12,13,6,0,200,17,7
SANTA MONICA,6250072A,2485,82,N,0,VBM PORTION,185,0,22,6,6,1,111,12,3
SANTA MONICA,6250072A,2485,82,N,1375,TOTAL,465,3,34,19,12,1,311,29,10
SANTA MONICA,6250076B,2486,82,N,927,POLLING PLACE,175,0,6,6,6,1,133,7,1
SANTA MONICA,6250076B,2486,82,N,0,VBM PORTION,134,2,6,3,5,0,92,16,2
SANTA MONICA,6250076B,2486,82,N,927,TOTAL,309,2,12,9,11,1,225,23,3
SANTA MONICA,6250078A,2487,82,N,864,POLLING PLACE,139,2,8,6,4,2,96,10,3
SANTA MONICA,6250078A,2487,82,N,0,VBM PORTION,88,0,5,7,3,0,56,7,0
SANTA MONICA,6250078A,2487,82,N,864,TOTAL,227,2,13,13,7,2,152,17,3
SANTA MONICA,6250081A,2488,82,N,1182,POLLING PLACE,219,0,10,7,6,2,164,10,5
SANTA MONICA,6250081A,2488,82,N,0,VBM PORTION,107,0,4,3,3,2,66,16,6
SANTA MONICA,6250081A,2488,82,N,1182,TOTAL,326,0,14,10,9,4,230,26,11
SANTA MONICA,6250083A,2489,82,N,1244,POLLING PLACE,245,0,6,10,7,0,160,37,6
SANTA MONICA,6250083A,2489,82,N,0,VBM PORTION,134,2,4,6,5,1,97,13,0
SANTA MONICA,6250083A,2489,82,N,1244,TOTAL,379,2,10,16,12,1,257,50,6
SANTA MONICA,6250085A,2490,82,N,1323,POLLING PLACE,196,0,9,9,4,4,133,19,9
SANTA MONICA,6250085A,2490,82,N,0,VBM PORTION,138,1,10,6,9,0,81,14,5
SANTA MONICA,6250085A,2490,82,N,1323,TOTAL,334,1,19,15,13,4,214,33,14
SANTA MONICA,6250089A,2491,82,N,1254,POLLING PLACE,296,1,12,10,14,0,209,31,5
SANTA MONICA,6250089A,2491,82,N,0,VBM PORTION,180,1,2,2,6,1,115,34,5
SANTA MONICA,6250089A,2491,82,N,1254,TOTAL,476,2,14,12,20,1,324,65,10
SANTA MONICA,6250092A,2492,82,N,1297,POLLING PLACE,227,0,2,13,5,2,171,9,13
SANTA MONICA,6250092A,2492,82,N,0,VBM PORTION,132,1,5,4,4,1,100,7,3
SANTA MONICA,6250092A,2492,82,N,1297,TOTAL,359,1,7,17,9,3,271,16,16
SANTA MONICA,6250094B,2493,82,N,1009,POLLING PLACE,176,2,5,7,11,1,112,12,7
SANTA MONICA,6250094B,2493,82,N,0,VBM PORTION,112,3,0,2,5,2,83,8,0
SANTA MONICA,6250094B,2493,82,N,1009,TOTAL,288,5,5,9,16,3,195,20,7
SANTA MONICA,6250095A,2494,82,N,1393,POLLING PLACE,156,0,7,16,4,3,91,11,8
SANTA MONICA,6250095A,2494,82,N,0,VBM PORTION,171,1,8,9,16,1,110,9,3
SANTA MONICA,6250095A,2494,82,N,1393,TOTAL,327,1,15,25,20,4,201,20,11
SANTA MONICA,6250098A,2495,82,N,1280,POLLING PLACE,207,2,2,11,8,2,144,13,12
SANTA MONICA,6250098A,2495,82,N,0,VBM PORTION,117,2,7,8,0,0,74,10,2
SANTA MONICA,6250098A,2495,82,N,1280,TOTAL,324,4,9,19,8,2,218,23,14
SANTA MONICA,6250106A,2496,82,N,1028,POLLING PLACE,165,1,1,14,0,1,113,6,8
SANTA MONICA,6250106A,2496,82,N,0,VBM PORTION,128,2,4,6,5,1,91,8,3
SANTA MONICA,6250106A,2496,82,N,1028,TOTAL,293,3,5,20,5,2,204,14,11
SANTA MONICA,6250107A,2497,82,N,1244,POLLING PLACE,220,4,13,8,12,1,137,4,10
SANTA MONICA,6250107A,2497,82,N,0,VBM PORTION,207,2,5,9,12,0,129,26,5
SANTA MONICA,6250107A,2497,82,N,1244,TOTAL,427,6,18,17,24,1,266,30,15
SANTA MONICA,6250110D,2498,82,N,956,POLLING PLACE,145,0,6,11,12,1,84,14,5
SANTA MONICA,6250110D,2498,82,N,0,VBM PORTION,111,0,3,4,3,0,67,17,4
SANTA MONICA,6250110D,2498,82,N,956,TOTAL,256,0,9,15,15,1,151,31,9
SANTA MONICA,6250113A,2499,82,N,1464,POLLING PLACE,174,2,6,6,10,0,118,6,6
SANTA MONICA,6250113A,2499,82,N,0,VBM PORTION,151,2,4,9,6,4,94,18,7
SANTA MONICA,6250113A,2499,82,N,1464,TOTAL,325,4,10,15,16,4,212,24,13
SANTA MONICA,6250121A,2500,82,N,1299,POLLING PLACE,153,3,9,14,7,3,89,7,11
SANTA MONICA,6250121A,2500,82,N,0,VBM PORTION,116,1,6,3,4,3,72,7,6
SANTA MONICA,6250121A,2500,82,N,1299,TOTAL,269,4,15,17,11,6,161,14,17
SANTA MONICA,6250125A,2501,82,N,1194,POLLING PLACE,199,1,10,7,11,2,129,14,5
SANTA MONICA,6250125A,2501,82,N,0,VBM PORTION,203,0,11,5,14,0,125,33,2
SANTA MONICA,6250125A,2501,82,N,1194,TOTAL,402,1,21,12,25,2,254,47,7
SANTA MONICA,6250127A,2502,82,N,1140,POLLING PLACE,200,1,4,7,3,3,133,6,22
SANTA MONICA,6250127A,2502,82,N,0,VBM PORTION,104,1,4,3,7,0,72,4,3
SANTA MONICA,6250127A,2502,82,N,1140,TOTAL,304,2,8,10,10,3,205,10,25
SANTA MONICA,6250128A,2503,82,N,1004,POLLING PLACE,210,1,15,5,7,1,126,24,4
SANTA MONICA,6250128A,2503,82,N,0,VBM PORTION,179,0,8,2,13,0,110,20,3
SANTA MONICA,6250128A,2503,82,N,1004,TOTAL,389,1,23,7,20,1,236,44,7
SAUGUS,6300002A,6155,3,Y,218,POLLING PLACE,0,0,0,0,0,0,0,0,0
SAUGUS,6300002A,6155,3,Y,0,VBM PORTION,55,1,1,0,11,0,10,29,1
SAUGUS,6300002A,6155,3,Y,218,TOTAL,55,1,1,0,11,0,10,29,1
SAUGUS,6300003A,6156,3,Y,57,POLLING PLACE,0,0,0,0,0,0,0,0,0
SAUGUS,6300003A,6156,3,Y,0,VBM PORTION,17,1,3,0,3,0,1,9,0
SAUGUS,6300003A,6156,3,Y,57,TOTAL,17,1,3,0,3,0,1,9,0
SAUGUS,6300004A,6157,3,Y,191,POLLING PLACE,0,0,0,0,0,0,0,0,0
SAUGUS,6300004A,6157,3,Y,0,VBM PORTION,25,0,3,1,4,0,10,5,0
SAUGUS,6300004A,6157,3,Y,191,TOTAL,25,0,3,1,4,0,10,5,0
SAUGUS,6300005A,2504,3,N,1346,POLLING PLACE,81,2,3,3,7,2,30,25,0
SAUGUS,6300005A,2504,3,N,0,VBM PORTION,96,2,5,3,10,2,33,34,0
SAUGUS,6300005A,2504,3,N,1346,TOTAL,177,4,8,6,17,4,63,59,0
SAUGUS,6300006A,2505,3,N,296,POLLING PLACE,16,1,0,0,2,0,4,7,0
SAUGUS,6300006A,2505,3,N,0,VBM PORTION,27,0,0,3,5,1,5,12,0
SAUGUS,6300006A,2505,3,N,296,TOTAL,43,1,0,3,7,1,9,19,0
SAUGUS,6300014A,2506,3,N,1089,POLLING PLACE,47,0,6,3,8,4,10,12,4
SAUGUS,6300014A,2506,3,N,0,VBM PORTION,112,4,12,5,8,0,38,39,0
SAUGUS,6300014A,2506,3,N,1089,TOTAL,159,4,18,8,16,4,48,51,4
SAUGUS,6300023A,2507,10,N,1346,POLLING PLACE,92,0,10,6,7,0,24,36,0
SAUGUS,6300023A,2507,10,N,0,VBM PORTION,95,2,10,1,6,0,31,39,1
SAUGUS,6300023A,2507,10,N,1346,TOTAL,187,2,20,7,13,0,55,75,1
SAUGUS,6300031A,6158,10,Y,0,POLLING PLACE,0,0,0,0,0,0,0,0,0
SAUGUS,6300031A,6158,10,Y,0,VBM PORTION,0,0,0,0,0,0,0,0,0
SAUGUS,6300031A,6158,10,Y,0,TOTAL,0,0,0,0,0,0,0,0,0
SAUGUS,6300037A,6159,10,Y,32,POLLING PLACE,0,0,0,0,0,0,0,0,0
SAUGUS,6300037A,6159,10,Y,0,VBM PORTION,5,0,2,0,0,0,1,2,0
SAUGUS,6300037A,6159,10,Y,32,TOTAL,5,0,2,0,0,0,1,2,0
SAUGUS,6300040A,2508,10,N,733,POLLING PLACE,34,0,3,0,6,0,13,10,1
SAUGUS,6300040A,2508,10,N,0,VBM PORTION,67,2,7,3,5,0,25,20,3
SAUGUS,6300040A,2508,10,N,733,TOTAL,101,2,10,3,11,0,38,30,4
SAUGUS,6300099A,6160,3,Y,75,POLLING PLACE,0,0,0,0,0,0,0,0,0
SAUGUS,6300099A,6160,3,Y,0,VBM PORTION,12,0,0,0,4,0,1,5,0
SAUGUS,6300099A,6160,3,Y,75,TOTAL,12,0,0,0,4,0,1,5,0
SAUGUS,6300247A,2509,10,N,712,POLLING PLACE,42,0,2,2,4,0,10,18,1
SAUGUS,6300247A,2509,10,N,0,VBM PORTION,62,1,8,4,4,1,25,19,0
SAUGUS,6300247A,2509,10,N,712,TOTAL,104,1,10,6,8,1,35,37,1
SIERRA MADRE,6400001A,6161,76,Y,0,POLLING PLACE,0,0,0,0,0,0,0,0,0
SIERRA MADRE,6400001A,6161,76,Y,0,VBM PORTION,0,0,0,0,0,0,0,0,0
SIERRA MADRE,6400001A,6161,76,Y,0,TOTAL,0,0,0,0,0,0,0,0,0
SIERRA MADRE,6400002A,2510,33,N,891,POLLING PLACE,132,0,4,2,13,2,67,31,2
SIERRA MADRE,6400002A,2510,33,N,0,VBM PORTION,111,3,4,5,8,0,56,25,0
SIERRA MADRE,6400002A,2510,33,N,891,TOTAL,243,3,8,7,21,2,123,56,2
SIERRA MADRE,6400003A,2511,33,N,896,POLLING PLACE,160,3,12,6,11,1,91,26,4
SIERRA MADRE,6400003A,2511,33,N,0,VBM PORTION,115,0,7,1,9,1,65,21,4
SIERRA MADRE,6400003A,2511,33,N,896,TOTAL,275,3,19,7,20,2,156,47,8
SIERRA MADRE,6400004A,2512,33,N,529,POLLING PLACE,84,3,5,3,14,0,31,21,2
SIERRA MADRE,6400004A,2512,33,N,0,VBM PORTION,91,2,13,0,2,0,39,28,1
SIERRA MADRE,6400004A,2512,33,N,529,TOTAL,175,5,18,3,16,0,70,49,3
SIERRA MADRE,6400006A,2513,33,N,925,POLLING PLACE,149,0,13,3,8,1,74,33,1
SIERRA MADRE,6400006A,2513,33,N,0,VBM PORTION,106,0,3,5,6,0,55,23,1
SIERRA MADRE,6400006A,2513,33,N,925,TOTAL,255,0,16,8,14,1,129,56,2
SIERRA MADRE,6400007A,2514,33,N,808,POLLING PLACE,94,0,3,3,6,1,48,28,0
SIERRA MADRE,6400007A,2514,33,N,0,VBM PORTION,108,0,4,5,7,0,66,25,1
SIERRA MADRE,6400007A,2514,33,N,808,TOTAL,202,0,7,8,13,1,114,53,1
SIERRA MADRE,6400010A,2515,33,N,829,POLLING PLACE,115,1,8,3,5,0,60,28,1
SIERRA MADRE,6400010A,2515,33,N,0,VBM PORTION,107,2,3,6,5,0,46,30,3
SIERRA MADRE,6400010A,2515,33,N,829,TOTAL,222,3,11,9,10,0,106,58,4
SIERRA MADRE,6400011A,2516,33,N,1038,POLLING PLACE,142,3,19,3,9,1,64,31,2
SIERRA MADRE,6400011A,2516,33,N,0,VBM PORTION,139,0,6,9,10,0,60,38,2
SIERRA MADRE,6400011A,2516,33,N,1038,TOTAL,281,3,25,12,19,1,124,69,4
SIERRA MADRE,6400012A,2517,33,N,1229,POLLING PLACE,187,2,10,4,13,0,69,72,5
SIERRA MADRE,6400012A,2517,33,N,0,VBM PORTION,185,0,4,4,18,2,76,66,2
SIERRA MADRE,6400012A,2517,33,N,1229,TOTAL,372,2,14,8,31,2,145,138,7
SIERRA MADRE,6400013A,2518,33,N,915,POLLING PLACE,124,1,9,5,6,1,60,29,5
SIERRA MADRE,6400013A,2518,33,N,0,VBM PORTION,137,1,8,3,6,2,51,42,2
SIERRA MADRE,6400013A,2518,33,N,915,TOTAL,261,2,17,8,12,3,111,71,7
SIGNAL HILL,6450001A,2519,191,N,703,POLLING PLACE,62,1,6,6,3,0,38,3,3
SIGNAL HILL,6450001A,2519,191,N,0,VBM PORTION,74,0,1,5,2,0,47,13,1
SIGNAL HILL,6450001A,2519,191,N,703,TOTAL,136,1,7,11,5,0,85,16,4
SIGNAL HILL,6450002A,2520,191,N,1159,POLLING PLACE,115,2,4,8,5,2,66,9,3
SIGNAL HILL,6450002A,2520,191,N,0,VBM PORTION,73,0,5,6,8,1,36,10,2
SIGNAL HILL,6450002A,2520,191,N,1159,TOTAL,188,2,9,14,13,3,102,19,5
SIGNAL HILL,6450003A,2521,191,N,949,POLLING PLACE,113,0,1,9,3,3,61,17,3
SIGNAL HILL,6450003A,2521,191,N,0,VBM PORTION,130,3,5,2,8,0,73,23,3
SIGNAL HILL,6450003A,2521,191,N,949,TOTAL,243,3,6,11,11,3,134,40,6
SIGNAL HILL,6450004A,2522,191,N,1107,POLLING PLACE,180,1,7,8,11,1,91,45,8
SIGNAL HILL,6450004A,2522,191,N,0,VBM PORTION,129,2,3,8,5,0,70,34,2
SIGNAL HILL,6450004A,2522,191,N,1107,TOTAL,309,3,10,16,16,1,161,79,10
SIGNAL HILL,6450005A,2523,191,N,1169,POLLING PLACE,150,0,10,5,5,0,86,29,2
SIGNAL HILL,6450005A,2523,191,N,0,VBM PORTION,197,3,10,8,7,2,105,37,2
SIGNAL HILL,6450005A,2523,191,N,1169,TOTAL,347,3,20,13,12,2,191,66,4
SIGNAL HILL,6450006A,2524,191,N,1145,POLLING PLACE,159,1,12,6,14,0,75,35,3
SIGNAL HILL,6450006A,2524,191,N,0,VBM PORTION,127,0,16,9,1,3,62,22,2
SIGNAL HILL,6450006A,2524,191,N,1145,TOTAL,286,1,28,15,15,3,137,57,5
SOUTH EL MONTE,6530002A,2525,74,N,1159,POLLING PLACE,42,1,3,8,1,1,23,3,1
SOUTH EL MONTE,6530002A,2525,74,N,0,VBM PORTION,50,3,0,6,6,0,33,0,1
SOUTH EL MONTE,6530002A,2525,74,N,1159,TOTAL,92,4,3,14,7,1,56,3,2
SOUTH EL MONTE,6530004A,2526,124,N,1097,POLLING PLACE,93,6,6,10,1,4,48,8,0
SOUTH EL MONTE,6530004A,2526,124,N,0,VBM PORTION,54,0,1,1,2,4,26,12,0
SOUTH EL MONTE,6530004A,2526,124,N,1097,TOTAL,147,6,7,11,3,8,74,20,0
SOUTH EL MONTE,6530005A,2527,124,N,871,POLLING PLACE,37,1,0,5,3,2,19,2,1
SOUTH EL MONTE,6530005A,2527,124,N,0,VBM PORTION,25,1,0,0,0,0,18,4,0
SOUTH EL MONTE,6530005A,2527,124,N,871,TOTAL,62,2,0,5,3,2,37,6,1
SOUTH EL MONTE,6530041A,2528,124,N,1305,POLLING PLACE,76,2,3,7,3,1,43,7,1
SOUTH EL MONTE,6530041A,2528,124,N,0,VBM PORTION,60,0,0,10,3,0,40,2,0
SOUTH EL MONTE,6530041A,2528,124,N,1305,TOTAL,136,2,3,17,6,1,83,9,1
SOUTH EL MONTE,6530043B,2529,124,N,887,POLLING PLACE,39,1,1,0,1,1,30,1,1
SOUTH EL MONTE,6530043B,2529,124,N,0,VBM PORTION,49,2,1,3,2,2,33,2,1
SOUTH EL MONTE,6530043B,2529,124,N,887,TOTAL,88,3,2,3,3,3,63,3,2
SOUTH EL MONTE,6530045A,2530,124,N,1197,POLLING PLACE,66,0,2,4,5,1,35,10,5
SOUTH EL MONTE,6530045A,2530,124,N,0,VBM PORTION,71,1,3,11,4,0,43,3,0
SOUTH EL MONTE,6530045A,2530,124,N,1197,TOTAL,137,1,5,15,9,1,78,13,5
SOUTH EL MONTE,6530046A,2531,124,N,783,POLLING PLACE,45,2,1,4,3,0,24,7,1
SOUTH EL MONTE,6530046A,2531,124,N,0,VBM PORTION,38,1,2,0,2,1,26,2,0
SOUTH EL MONTE,6530046A,2531,124,N,783,TOTAL,83,3,3,4,5,1,50,9,1
SOUTH GATE,6550001A,2532,165,N,1165,POLLING PLACE,71,2,4,7,3,2,30,17,1
SOUTH GATE,6550001A,2532,165,N,0,VBM PORTION,57,0,5,5,3,0,29,10,2
SOUTH GATE,6550001A,2532,165,N,1165,TOTAL,128,2,9,12,6,2,59,27,3
SOUTH GATE,6550003A,2533,165,N,989,POLLING PLACE,41,1,1,12,2,2,13,6,1
SOUTH GATE,6550003A,2533,165,N,0,VBM PORTION,23,1,4,3,0,0,9,3,1
SOUTH GATE,6550003A,2533,165,N,989,TOTAL,64,2,5,15,2,2,22,9,2
SOUTH GATE,6550004A,2534,165,N,976,POLLING PLACE,51,0,1,9,2,1,21,6,3
SOUTH GATE,6550004A,2534,165,N,0,VBM PORTION,24,1,1,2,0,0,12,2,3
SOUTH GATE,6550004A,2534,165,N,976,TOTAL,75,1,2,11,2,1,33,8,6
SOUTH GATE,6550006A,2535,165,N,1028,POLLING PLACE,39,0,5,9,1,0,15,3,0
SOUTH GATE,6550006A,2535,165,N,0,VBM PORTION,38,0,0,5,0,1,16,6,3
SOUTH GATE,6550006A,2535,165,N,1028,TOTAL,77,0,5,14,1,1,31,9,3
SOUTH GATE,6550009A,2536,165,N,1044,POLLING PLACE,45,0,3,9,2,1,16,6,2
SOUTH GATE,6550009A,2536,165,N,0,VBM PORTION,24,0,2,2,0,0,14,4,0
SOUTH GATE,6550009A,2536,165,N,1044,TOTAL,69,0,5,11,2,1,30,10,2
SOUTH GATE,6550010A,2537,165,N,1131,POLLING PLACE,78,1,3,11,4,1,38,7,3
SOUTH GATE,6550010A,2537,165,N,0,VBM PORTION,19,0,0,0,0,0,16,1,0
SOUTH GATE,6550010A,2537,165,N,1131,TOTAL,97,1,3,11,4,1,54,8,3
SOUTH GATE,6550011A,2538,165,N,1265,POLLING PLACE,48,1,0,8,3,1,23,2,2
SOUTH GATE,6550011A,2538,165,N,0,VBM PORTION,38,0,2,5,1,1,25,2,0
SOUTH GATE,6550011A,2538,165,N,1265,TOTAL,86,1,2,13,4,2,48,4,2
SOUTH GATE,6550012B,2539,165,N,1137,POLLING PLACE,64,5,1,8,4,1,28,5,2
SOUTH GATE,6550012B,2539,165,N,0,VBM PORTION,29,2,2,7,2,0,11,3,2
SOUTH GATE,6550012B,2539,165,N,1137,TOTAL,93,7,3,15,6,1,39,8,4
SOUTH GATE,6550015A,2540,165,N,1146,POLLING PLACE,64,5,7,10,1,0,25,10,2
SOUTH GATE,6550015A,2540,165,N,0,VBM PORTION,48,0,0,9,0,0,21,9,5
SOUTH GATE,6550015A,2540,165,N,1146,TOTAL,112,5,7,19,1,0,46,19,7
SOUTH GATE,6550016A,2541,165,N,989,POLLING PLACE,42,1,2,3,1,0,22,3,4
SOUTH GATE,6550016A,2541,165,N,0,VBM PORTION,29,0,0,3,3,0,17,4,1
SOUTH GATE,6550016A,2541,165,N,989,TOTAL,71,1,2,6,4,0,39,7,5
SOUTH GATE,6550017A,2542,165,N,1149,POLLING PLACE,66,1,2,15,2,2,31,3,1
SOUTH GATE,6550017A,2542,165,N,0,VBM PORTION,33,0,1,3,2,0,15,3,2
SOUTH GATE,6550017A,2542,165,N,1149,TOTAL,99,1,3,18,4,2,46,6,3
SOUTH GATE,6550018A,2543,165,N,1036,POLLING PLACE,42,1,0,8,0,3,21,1,3
SOUTH GATE,6550018A,2543,165,N,0,VBM PORTION,38,4,2,3,0,0,24,2,0
SOUTH GATE,6550018A,2543,165,N,1036,TOTAL,80,5,2,11,0,3,45,3,3
SOUTH GATE,6550019B,2544,165,N,1164,POLLING PLACE,55,0,1,14,0,1,26,5,2
SOUTH GATE,6550019B,2544,165,N,0,VBM PORTION,32,0,0,2,0,1,16,12,0
SOUTH GATE,6550019B,2544,165,N,1164,TOTAL,87,0,1,16,0,2,42,17,2
SOUTH GATE,6550020A,2545,165,N,1066,POLLING PLACE,51,1,2,6,2,1,26,4,1
SOUTH GATE,6550020A,2545,165,N,0,VBM PORTION,28,0,1,5,0,1,16,3,0
SOUTH GATE,6550020A,2545,165,N,1066,TOTAL,79,1,3,11,2,2,42,7,1
SOUTH GATE,6550021A,2546,165,N,790,POLLING PLACE,13,0,2,0,1,1,7,0,0
SOUTH GATE,6550021A,2546,165,N,0,VBM PORTION,20,0,0,2,0,0,15,2,0
SOUTH GATE,6550021A,2546,165,N,790,TOTAL,33,0,2,2,1,1,22,2,0
SOUTH GATE,6550022A,2547,165,N,940,POLLING PLACE,50,1,2,7,0,0,24,5,6
SOUTH GATE,6550022A,2547,165,N,0,VBM PORTION,26,3,0,2,0,0,18,2,0
SOUTH GATE,6550022A,2547,165,N,940,TOTAL,76,4,2,9,0,0,42,7,6
SOUTH GATE,6550022B,2548,165,N,795,POLLING PLACE,31,1,0,5,0,0,16,2,2
SOUTH GATE,6550022B,2548,165,N,0,VBM PORTION,19,1,0,3,0,0,10,1,0
SOUTH GATE,6550022B,2548,165,N,795,TOTAL,50,2,0,8,0,0,26,3,2
SOUTH GATE,6550028A,2549,165,N,1036,POLLING PLACE,65,2,1,4,6,1,27,14,4
SOUTH GATE,6550028A,2549,165,N,0,VBM PORTION,39,0,1,6,3,0,17,4,1
SOUTH GATE,6550028A,2549,165,N,1036,TOTAL,104,2,2,10,9,1,44,18,5
SOUTH GATE,6550029A,2550,165,N,1139,POLLING PLACE,61,2,1,5,2,1,31,4,3
SOUTH GATE,6550029A,2550,165,N,0,VBM PORTION,30,0,1,3,0,0,17,1,1
SOUTH GATE,6550029A,2550,165,N,1139,TOTAL,91,2,2,8,2,1,48,5,4
SOUTH GATE,6550030C,2551,165,N,797,POLLING PLACE,63,3,1,13,0,0,27,3,2
SOUTH GATE,6550030C,2551,165,N,0,VBM PORTION,25,0,4,4,1,0,15,1,0
SOUTH GATE,6550030C,2551,165,N,797,TOTAL,88,3,5,17,1,0,42,4,2
SOUTH GATE,6550031A,2552,165,N,1186,POLLING PLACE,48,3,0,5,0,1,23,6,2
SOUTH GATE,6550031A,2552,165,N,0,VBM PORTION,35,0,0,5,0,0,21,1,2
SOUTH GATE,6550031A,2552,165,N,1186,TOTAL,83,3,0,10,0,1,44,7,4
