LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,JACK ORSWELL,JUDY CHU
ACTON,0050022A,6001,4,Y,61,POLLING PLACE,0,0,0
ACTON,0050022A,6001,4,Y,0,VBM PORTION,22,17,4
ACTON,0050022A,6001,4,Y,61,TOTAL,22,17,4
ACTON,0050052A,6004,38,Y,0,POLLING PLACE,0,0,0
ACTON,0050052A,6004,38,Y,0,VBM PORTION,1,0,0
ACTON,0050052A,6004,38,Y,0,TOTAL,1,0,0
ALHAMBRA,0150001A,26,76,N,959,POLLING PLACE,89,23,59
ALHAMBRA,0150001A,26,76,N,0,VBM PORTION,65,22,42
ALHAMBRA,0150001A,26,76,N,959,TOTAL,154,45,101
ALHAMBRA,0150003B,27,76,N,767,POLLING PLACE,51,6,41
ALHAMBRA,0150003B,27,76,N,0,VBM PORTION,56,8,45
ALHAMBRA,0150003B,27,76,N,767,TOTAL,107,14,86
ALHAMBRA,0150004A,28,76,N,1209,POLLING PLACE,135,50,81
ALHAMBRA,0150004A,28,76,N,0,VBM PORTION,123,60,59
ALHAMBRA,0150004A,28,76,N,1209,TOTAL,258,110,140
ALHAMBRA,0150007A,29,76,N,1297,POLLING PLACE,63,15,43
ALHAMBRA,0150007A,29,76,N,0,VBM PORTION,72,18,53
ALHAMBRA,0150007A,29,76,N,1297,TOTAL,135,33,96
ALHAMBRA,0150008A,30,76,N,1214,POLLING PLACE,79,16,52
ALHAMBRA,0150008A,30,76,N,0,VBM PORTION,55,7,47
ALHAMBRA,0150008A,30,76,N,1214,TOTAL,134,23,99
ALHAMBRA,0150011A,31,76,N,1288,POLLING PLACE,126,29,89
ALHAMBRA,0150011A,31,76,N,0,VBM PORTION,111,25,80
ALHAMBRA,0150011A,31,76,N,1288,TOTAL,237,54,169
ALHAMBRA,0150012A,32,76,N,1108,POLLING PLACE,76,10,62
ALHAMBRA,0150012A,32,76,N,0,VBM PORTION,68,15,48
ALHAMBRA,0150012A,32,76,N,1108,TOTAL,144,25,110
ALHAMBRA,0150014A,33,76,N,1129,POLLING PLACE,86,25,45
ALHAMBRA,0150014A,33,76,N,0,VBM PORTION,64,15,42
ALHAMBRA,0150014A,33,76,N,1129,TOTAL,150,40,87
ALHAMBRA,0150015A,34,76,N,950,POLLING PLACE,116,38,73
ALHAMBRA,0150015A,34,76,N,0,VBM PORTION,78,22,47
ALHAMBRA,0150015A,34,76,N,950,TOTAL,194,60,120
ALHAMBRA,0150016F,35,76,N,866,POLLING PLACE,94,32,54
ALHAMBRA,0150016F,35,76,N,0,VBM PORTION,79,41,27
ALHAMBRA,0150016F,35,76,N,866,TOTAL,173,73,81
ALHAMBRA,0150018A,36,76,N,872,POLLING PLACE,83,18,56
ALHAMBRA,0150018A,36,76,N,0,VBM PORTION,63,11,49
ALHAMBRA,0150018A,36,76,N,872,TOTAL,146,29,105
ALHAMBRA,0150021A,37,76,N,1028,POLLING PLACE,68,24,38
ALHAMBRA,0150021A,37,76,N,0,VBM PORTION,120,32,81
ALHAMBRA,0150021A,37,76,N,1028,TOTAL,188,56,119
ALHAMBRA,0150022A,38,76,N,898,POLLING PLACE,94,18,65
ALHAMBRA,0150022A,38,76,N,0,VBM PORTION,62,18,40
ALHAMBRA,0150022A,38,76,N,898,TOTAL,156,36,105
ALHAMBRA,0150023A,39,76,N,1152,POLLING PLACE,72,11,55
ALHAMBRA,0150023A,39,76,N,0,VBM PORTION,78,25,47
ALHAMBRA,0150023A,39,76,N,1152,TOTAL,150,36,102
ALHAMBRA,0150024A,40,76,N,718,POLLING PLACE,33,7,22
ALHAMBRA,0150024A,40,76,N,0,VBM PORTION,34,7,24
ALHAMBRA,0150024A,40,76,N,718,TOTAL,67,14,46
ALHAMBRA,0150025A,41,76,N,943,POLLING PLACE,51,7,40
ALHAMBRA,0150025A,41,76,N,0,VBM PORTION,62,17,44
ALHAMBRA,0150025A,41,76,N,943,TOTAL,113,24,84
ALHAMBRA,0150030A,42,76,N,1260,POLLING PLACE,85,14,57
ALHAMBRA,0150030A,42,76,N,0,VBM PORTION,79,16,58
ALHAMBRA,0150030A,42,76,N,1260,TOTAL,164,30,115
ALHAMBRA,0150032A,43,76,N,1229,POLLING PLACE,83,28,52
ALHAMBRA,0150032A,43,76,N,0,VBM PORTION,77,15,57
ALHAMBRA,0150032A,43,76,N,1229,TOTAL,160,43,109
ALHAMBRA,0150033A,44,76,N,827,POLLING PLACE,51,15,30
ALHAMBRA,0150033A,44,76,N,0,VBM PORTION,36,12,23
ALHAMBRA,0150033A,44,76,N,827,TOTAL,87,27,53
ALHAMBRA,0150037A,45,76,N,1067,POLLING PLACE,92,21,64
ALHAMBRA,0150037A,45,76,N,0,VBM PORTION,75,27,41
ALHAMBRA,0150037A,45,76,N,1067,TOTAL,167,48,105
ALHAMBRA,0150039A,46,76,N,1313,POLLING PLACE,47,11,35
ALHAMBRA,0150039A,46,76,N,0,VBM PORTION,79,16,47
ALHAMBRA,0150039A,46,76,N,1313,TOTAL,126,27,82
ALHAMBRA,0150041A,47,76,N,1303,POLLING PLACE,97,23,66
ALHAMBRA,0150041A,47,76,N,0,VBM PORTION,94,25,60
ALHAMBRA,0150041A,47,76,N,1303,TOTAL,191,48,126
ALHAMBRA,0150042A,48,76,N,815,POLLING PLACE,45,15,28
ALHAMBRA,0150042A,48,76,N,0,VBM PORTION,65,13,48
ALHAMBRA,0150042A,48,76,N,815,TOTAL,110,28,76
ALHAMBRA,0150044A,49,76,N,973,POLLING PLACE,51,10,34
ALHAMBRA,0150044A,49,76,N,0,VBM PORTION,47,17,27
ALHAMBRA,0150044A,49,76,N,973,TOTAL,98,27,61
ALHAMBRA,0150045A,50,76,N,749,POLLING PLACE,43,20,20
ALHAMBRA,0150045A,50,76,N,0,VBM PORTION,56,11,44
ALHAMBRA,0150045A,50,76,N,749,TOTAL,99,31,64
ALHAMBRA,0150049A,51,76,N,961,POLLING PLACE,58,19,33
ALHAMBRA,0150049A,51,76,N,0,VBM PORTION,83,18,55
ALHAMBRA,0150049A,51,76,N,961,TOTAL,141,37,88
ALHAMBRA,0150051A,52,76,N,1223,POLLING PLACE,85,17,63
ALHAMBRA,0150051A,52,76,N,0,VBM PORTION,68,18,46
ALHAMBRA,0150051A,52,76,N,1223,TOTAL,153,35,109
ALHAMBRA,0150055A,53,76,N,924,POLLING PLACE,88,21,62
ALHAMBRA,0150055A,53,76,N,0,VBM PORTION,63,23,38
ALHAMBRA,0150055A,53,76,N,924,TOTAL,151,44,100
ALHAMBRA,0150056A,54,76,N,1172,POLLING PLACE,76,21,49
ALHAMBRA,0150056A,54,76,N,0,VBM PORTION,51,9,38
ALHAMBRA,0150056A,54,76,N,1172,TOTAL,127,30,87
ALHAMBRA,0150059B,55,76,N,1047,POLLING PLACE,72,19,48
ALHAMBRA,0150059B,55,76,N,0,VBM PORTION,55,15,38
ALHAMBRA,0150059B,55,76,N,1047,TOTAL,127,34,86
ALHAMBRA,0150063A,56,76,N,597,POLLING PLACE,25,3,19
ALHAMBRA,0150063A,56,76,N,0,VBM PORTION,41,9,29
ALHAMBRA,0150063A,56,76,N,597,TOTAL,66,12,48
ALHAMBRA,0150064A,57,76,N,1230,POLLING PLACE,110,12,85
ALHAMBRA,0150064A,57,76,N,0,VBM PORTION,49,16,29
ALHAMBRA,0150064A,57,76,N,1230,TOTAL,159,28,114
ALHAMBRA,0150067A,58,76,N,968,POLLING PLACE,88,26,52
ALHAMBRA,0150067A,58,76,N,0,VBM PORTION,90,36,48
ALHAMBRA,0150067A,58,76,N,968,TOTAL,178,62,100
ALHAMBRA,0150075A,59,76,N,1134,POLLING PLACE,116,43,65
ALHAMBRA,0150075A,59,76,N,0,VBM PORTION,80,30,46
ALHAMBRA,0150075A,59,76,N,1134,TOTAL,196,73,111
ALHAMBRA,0150079A,60,76,N,984,POLLING PLACE,64,18,41
ALHAMBRA,0150079A,60,76,N,0,VBM PORTION,154,74,73
ALHAMBRA,0150079A,60,76,N,984,TOTAL,218,92,114
ALHAMBRA,0150080A,61,76,N,851,POLLING PLACE,73,26,42
ALHAMBRA,0150080A,61,76,N,0,VBM PORTION,70,32,31
ALHAMBRA,0150080A,61,76,N,851,TOTAL,143,58,73
ALTADENA,0200001A,63,33,N,500,POLLING PLACE,71,10,58
ALTADENA,0200001A,63,33,N,0,VBM PORTION,47,5,40
ALTADENA,0200001A,63,33,N,500,TOTAL,118,15,98
ALTADENA,0200002A,64,33,N,692,POLLING PLACE,60,21,38
ALTADENA,0200002A,64,33,N,0,VBM PORTION,92,30,58
ALTADENA,0200002A,64,33,N,692,TOTAL,152,51,96
ALTADENA,0200003A,65,33,N,854,POLLING PLACE,91,13,73
ALTADENA,0200003A,65,33,N,0,VBM PORTION,70,6,61
ALTADENA,0200003A,65,33,N,854,TOTAL,161,19,134
ALTADENA,0200004A,66,33,N,1191,POLLING PLACE,154,57,91
ALTADENA,0200004A,66,33,N,0,VBM PORTION,183,76,92
ALTADENA,0200004A,66,33,N,1191,TOTAL,337,133,183
ALTADENA,0200007A,67,33,N,1112,POLLING PLACE,116,36,70
ALTADENA,0200007A,67,33,N,0,VBM PORTION,131,42,79
ALTADENA,0200007A,67,33,N,1112,TOTAL,247,78,149
ALTADENA,0200008A,68,33,N,873,POLLING PLACE,77,4,67
ALTADENA,0200008A,68,33,N,0,VBM PORTION,58,5,50
ALTADENA,0200008A,68,33,N,873,TOTAL,135,9,117
ALTADENA,0200009A,69,33,N,969,POLLING PLACE,89,14,69
ALTADENA,0200009A,69,33,N,0,VBM PORTION,62,9,47
ALTADENA,0200009A,69,33,N,969,TOTAL,151,23,116
ALTADENA,0200011A,70,33,N,860,POLLING PLACE,77,10,62
ALTADENA,0200011A,70,33,N,0,VBM PORTION,101,14,79
ALTADENA,0200011A,70,33,N,860,TOTAL,178,24,141
ALTADENA,0200012A,71,33,N,819,POLLING PLACE,94,20,72
ALTADENA,0200012A,71,33,N,0,VBM PORTION,100,24,69
ALTADENA,0200012A,71,33,N,819,TOTAL,194,44,141
ALTADENA,0200013A,72,33,N,931,POLLING PLACE,63,4,51
ALTADENA,0200013A,72,33,N,0,VBM PORTION,46,4,39
ALTADENA,0200013A,72,33,N,931,TOTAL,109,8,90
ALTADENA,0200015A,73,33,N,1366,POLLING PLACE,103,12,83
ALTADENA,0200015A,73,33,N,0,VBM PORTION,106,20,73
ALTADENA,0200015A,73,33,N,1366,TOTAL,209,32,156
ALTADENA,0200017A,74,33,N,1002,POLLING PLACE,55,3,44
ALTADENA,0200017A,74,33,N,0,VBM PORTION,59,11,44
ALTADENA,0200017A,74,33,N,1002,TOTAL,114,14,88
ALTADENA,0200018A,75,33,N,852,POLLING PLACE,54,6,45
ALTADENA,0200018A,75,33,N,0,VBM PORTION,39,8,29
ALTADENA,0200018A,75,33,N,852,TOTAL,93,14,74
ALTADENA,0200019B,76,33,N,872,POLLING PLACE,57,9,47
ALTADENA,0200019B,76,33,N,0,VBM PORTION,24,4,19
ALTADENA,0200019B,76,33,N,872,TOTAL,81,13,66
ALTADENA,0200022A,77,33,N,866,POLLING PLACE,122,35,82
ALTADENA,0200022A,77,33,N,0,VBM PORTION,121,34,84
ALTADENA,0200022A,77,33,N,866,TOTAL,243,69,166
ALTADENA,0200025B,78,33,N,915,POLLING PLACE,84,12,70
ALTADENA,0200025B,78,33,N,0,VBM PORTION,52,6,41
ALTADENA,0200025B,78,33,N,915,TOTAL,136,18,111
ALTADENA,0200028A,79,33,N,1306,POLLING PLACE,207,47,145
ALTADENA,0200028A,79,33,N,0,VBM PORTION,206,43,152
ALTADENA,0200028A,79,33,N,1306,TOTAL,413,90,297
ALTADENA,0200030A,80,33,N,889,POLLING PLACE,118,36,79
ALTADENA,0200030A,80,33,N,0,VBM PORTION,143,46,89
ALTADENA,0200030A,80,33,N,889,TOTAL,261,82,168
ALTADENA,0200031A,6012,44,Y,3,POLLING PLACE,0,0,0
ALTADENA,0200031A,6012,44,Y,0,VBM PORTION,0,0,0
ALTADENA,0200031A,6012,44,Y,3,TOTAL,0,0,0
ALTADENA,0200032A,81,33,N,1378,POLLING PLACE,196,60,128
ALTADENA,0200032A,81,33,N,0,VBM PORTION,153,29,109
ALTADENA,0200032A,81,33,N,1378,TOTAL,349,89,237
ALTADENA,0200038B,82,33,N,1195,POLLING PLACE,180,66,104
ALTADENA,0200038B,82,33,N,0,VBM PORTION,134,50,80
ALTADENA,0200038B,82,33,N,1195,TOTAL,314,116,184
ALTADENA,0200039A,83,33,N,1132,POLLING PLACE,145,55,80
ALTADENA,0200039A,83,33,N,0,VBM PORTION,117,31,77
ALTADENA,0200039A,83,33,N,1132,TOTAL,262,86,157
ALTADENA,0200044A,84,33,N,985,POLLING PLACE,77,23,51
ALTADENA,0200044A,84,33,N,0,VBM PORTION,59,14,38
ALTADENA,0200044A,84,33,N,985,TOTAL,136,37,89
ALTADENA,0200051A,85,33,N,1218,POLLING PLACE,131,24,101
ALTADENA,0200051A,85,33,N,0,VBM PORTION,151,38,104
ALTADENA,0200051A,85,33,N,1218,TOTAL,282,62,205
ALTADENA,0200086A,86,33,N,1189,POLLING PLACE,153,22,127
ALTADENA,0200086A,86,33,N,0,VBM PORTION,152,26,117
ALTADENA,0200086A,86,33,N,1189,TOTAL,305,48,244
ALTADENA,0200086B,6013,33,Y,22,POLLING PLACE,0,0,0
ALTADENA,0200086B,6013,33,Y,0,VBM PORTION,8,2,6
ALTADENA,0200086B,6013,33,Y,22,TOTAL,8,2,6
ALTADENA,0200087A,87,33,N,703,POLLING PLACE,92,17,70
ALTADENA,0200087A,87,33,N,0,VBM PORTION,61,13,41
ALTADENA,0200087A,87,33,N,703,TOTAL,153,30,111
ALTADENA,0200088B,88,33,N,1376,POLLING PLACE,144,26,107
ALTADENA,0200088B,88,33,N,0,VBM PORTION,145,20,115
ALTADENA,0200088B,88,33,N,1376,TOTAL,289,46,222
ALTADENA,0200090A,89,33,N,1130,POLLING PLACE,137,24,108
ALTADENA,0200090A,89,33,N,0,VBM PORTION,111,24,78
ALTADENA,0200090A,89,33,N,1130,TOTAL,248,48,186
ALTADENA,0200091A,90,33,N,1298,POLLING PLACE,166,15,143
ALTADENA,0200091A,90,33,N,0,VBM PORTION,116,16,94
ALTADENA,0200091A,90,33,N,1298,TOTAL,282,31,237
ARCADIA,0350001A,92,76,N,998,POLLING PLACE,124,87,33
ARCADIA,0350001A,92,76,N,0,VBM PORTION,145,85,49
ARCADIA,0350001A,92,76,N,998,TOTAL,269,172,82
ARCADIA,0350005A,93,76,N,1240,POLLING PLACE,96,61,28
ARCADIA,0350005A,93,76,N,0,VBM PORTION,165,96,58
ARCADIA,0350005A,93,76,N,1240,TOTAL,261,157,86
ARCADIA,0350007A,94,76,N,1143,POLLING PLACE,88,58,24
ARCADIA,0350007A,94,76,N,0,VBM PORTION,156,100,47
ARCADIA,0350007A,94,76,N,1143,TOTAL,244,158,71
ARCADIA,0350008A,95,76,N,1256,POLLING PLACE,170,109,55
ARCADIA,0350008A,95,76,N,0,VBM PORTION,159,88,65
ARCADIA,0350008A,95,76,N,1256,TOTAL,329,197,120
ARCADIA,0350009A,96,76,N,1456,POLLING PLACE,98,54,39
ARCADIA,0350009A,96,76,N,0,VBM PORTION,173,98,61
ARCADIA,0350009A,96,76,N,1456,TOTAL,271,152,100
ARCADIA,0350013A,97,76,N,1231,POLLING PLACE,125,67,45
ARCADIA,0350013A,97,76,N,0,VBM PORTION,135,93,36
ARCADIA,0350013A,97,76,N,1231,TOTAL,260,160,81
ARCADIA,0350018A,98,76,N,1403,POLLING PLACE,134,89,38
ARCADIA,0350018A,98,76,N,0,VBM PORTION,242,174,57
ARCADIA,0350018A,98,76,N,1403,TOTAL,376,263,95
ARCADIA,0350023A,99,76,N,1456,POLLING PLACE,82,40,37
ARCADIA,0350023A,99,76,N,0,VBM PORTION,139,50,78
ARCADIA,0350023A,99,76,N,1456,TOTAL,221,90,115
ARCADIA,0350024A,100,76,N,1485,POLLING PLACE,80,33,42
ARCADIA,0350024A,100,76,N,0,VBM PORTION,134,69,54
ARCADIA,0350024A,100,76,N,1485,TOTAL,214,102,96
ARCADIA,0350029B,101,76,N,1373,POLLING PLACE,120,58,50
ARCADIA,0350029B,101,76,N,0,VBM PORTION,140,74,52
ARCADIA,0350029B,101,76,N,1373,TOTAL,260,132,102
ARCADIA,0350030A,102,76,N,1307,POLLING PLACE,74,33,36
ARCADIA,0350030A,102,76,N,0,VBM PORTION,116,52,58
ARCADIA,0350030A,102,76,N,1307,TOTAL,190,85,94
ARCADIA,0350035A,103,76,N,1078,POLLING PLACE,93,47,38
ARCADIA,0350035A,103,76,N,0,VBM PORTION,115,52,56
ARCADIA,0350035A,103,76,N,1078,TOTAL,208,99,94
ARCADIA,0350037A,104,76,N,1210,POLLING PLACE,91,51,34
ARCADIA,0350037A,104,76,N,0,VBM PORTION,110,51,52
ARCADIA,0350037A,104,76,N,1210,TOTAL,201,102,86
ARCADIA,0350038A,105,76,N,1246,POLLING PLACE,111,62,41
ARCADIA,0350038A,105,76,N,0,VBM PORTION,120,56,51
ARCADIA,0350038A,105,76,N,1246,TOTAL,231,118,92
ARCADIA,0350042A,106,76,N,1251,POLLING PLACE,70,31,34
ARCADIA,0350042A,106,76,N,0,VBM PORTION,67,25,40
ARCADIA,0350042A,106,76,N,1251,TOTAL,137,56,74
ARCADIA,0350043C,107,76,N,1204,POLLING PLACE,68,23,38
ARCADIA,0350043C,107,76,N,0,VBM PORTION,67,28,35
ARCADIA,0350043C,107,76,N,1204,TOTAL,135,51,73
ARCADIA,0350045B,108,76,N,1355,POLLING PLACE,88,43,33
ARCADIA,0350045B,108,76,N,0,VBM PORTION,146,73,55
ARCADIA,0350045B,108,76,N,1355,TOTAL,234,116,88
ARCADIA,0350048A,109,76,N,1098,POLLING PLACE,112,53,49
ARCADIA,0350048A,109,76,N,0,VBM PORTION,92,36,52
ARCADIA,0350048A,109,76,N,1098,TOTAL,204,89,101
ARCADIA,0350054A,110,76,N,1254,POLLING PLACE,135,68,55
ARCADIA,0350054A,110,76,N,0,VBM PORTION,152,56,85
ARCADIA,0350054A,110,76,N,1254,TOTAL,287,124,140
ARCADIA,0350058A,111,76,N,1346,POLLING PLACE,119,57,50
ARCADIA,0350058A,111,76,N,0,VBM PORTION,114,54,49
ARCADIA,0350058A,111,76,N,1346,TOTAL,233,111,99
ARCADIA,0350062B,112,76,N,1218,POLLING PLACE,81,46,31
ARCADIA,0350062B,112,76,N,0,VBM PORTION,115,53,52
ARCADIA,0350062B,112,76,N,1218,TOTAL,196,99,83
ARCADIA,0350079A,113,76,N,1247,POLLING PLACE,107,50,49
ARCADIA,0350079A,113,76,N,0,VBM PORTION,123,61,56
ARCADIA,0350079A,113,76,N,1247,TOTAL,230,111,105
ARCADIA,0350104A,114,76,N,1310,POLLING PLACE,114,60,46
ARCADIA,0350104A,114,76,N,0,VBM PORTION,127,58,49
ARCADIA,0350104A,114,76,N,1310,TOTAL,241,118,95
BRADBURY,0940002A,291,69,N,599,POLLING PLACE,66,37,20
BRADBURY,0940002A,291,69,N,0,VBM PORTION,67,38,28
BRADBURY,0940002A,291,69,N,599,TOTAL,133,75,48
CITRUS,1250005A,6029,69,Y,285,POLLING PLACE,0,0,0
CITRUS,1250005A,6029,69,Y,0,VBM PORTION,95,67,21
CITRUS,1250005A,6029,69,Y,285,TOTAL,95,67,21
CITRUS,1250071A,6030,33,Y,4,POLLING PLACE,0,0,0
CITRUS,1250071A,6030,33,Y,0,VBM PORTION,0,0,0
CITRUS,1250071A,6030,33,Y,4,TOTAL,0,0,0
CITRUS,1250075A,6032,29,Y,13,POLLING PLACE,0,0,0
CITRUS,1250075A,6032,29,Y,0,VBM PORTION,5,2,3
CITRUS,1250075A,6032,29,Y,13,TOTAL,5,2,3
CITRUS,1250079A,6033,67,Y,0,POLLING PLACE,0,0,0
CITRUS,1250079A,6033,67,Y,0,VBM PORTION,0,0,0
CITRUS,1250079A,6033,67,Y,0,TOTAL,0,0,0
CLAREMONT,1300001A,480,31,N,894,POLLING PLACE,69,18,48
CLAREMONT,1300001A,480,31,N,0,VBM PORTION,90,32,54
CLAREMONT,1300001A,480,31,N,894,TOTAL,159,50,102
CLAREMONT,1300002A,481,31,N,737,POLLING PLACE,89,26,57
CLAREMONT,1300002A,481,31,N,0,VBM PORTION,67,19,43
CLAREMONT,1300002A,481,31,N,737,TOTAL,156,45,100
CLAREMONT,1300003A,482,31,N,1252,POLLING PLACE,152,45,99
CLAREMONT,1300003A,482,31,N,0,VBM PORTION,96,33,61
CLAREMONT,1300003A,482,31,N,1252,TOTAL,248,78,160
CLAREMONT,1300004A,483,31,N,730,POLLING PLACE,19,4,15
CLAREMONT,1300004A,483,31,N,0,VBM PORTION,13,2,11
CLAREMONT,1300004A,483,31,N,730,TOTAL,32,6,26
CLAREMONT,1300005A,484,31,N,957,POLLING PLACE,129,45,79
CLAREMONT,1300005A,484,31,N,0,VBM PORTION,84,26,51
CLAREMONT,1300005A,484,31,N,957,TOTAL,213,71,130
CLAREMONT,1300007A,485,31,N,928,POLLING PLACE,100,30,64
CLAREMONT,1300007A,485,31,N,0,VBM PORTION,141,49,74
CLAREMONT,1300007A,485,31,N,928,TOTAL,241,79,138
CLAREMONT,1300008A,486,31,N,947,POLLING PLACE,220,26,183
CLAREMONT,1300008A,486,31,N,0,VBM PORTION,277,33,235
CLAREMONT,1300008A,486,31,N,947,TOTAL,497,59,418
CLAREMONT,1300009A,487,31,N,889,POLLING PLACE,147,28,109
CLAREMONT,1300009A,487,31,N,0,VBM PORTION,169,59,100
CLAREMONT,1300009A,487,31,N,889,TOTAL,316,87,209
CLAREMONT,1300012A,488,31,N,814,POLLING PLACE,145,26,109
CLAREMONT,1300012A,488,31,N,0,VBM PORTION,90,16,68
CLAREMONT,1300012A,488,31,N,814,TOTAL,235,42,177
CLAREMONT,1300013A,489,31,N,709,POLLING PLACE,6,1,4
CLAREMONT,1300013A,489,31,N,0,VBM PORTION,11,1,10
CLAREMONT,1300013A,489,31,N,709,TOTAL,17,2,14
CLAREMONT,1300014A,490,31,N,930,POLLING PLACE,126,50,69
CLAREMONT,1300014A,490,31,N,0,VBM PORTION,103,41,60
CLAREMONT,1300014A,490,31,N,930,TOTAL,229,91,129
CLAREMONT,1300015A,491,31,N,839,POLLING PLACE,142,48,86
CLAREMONT,1300015A,491,31,N,0,VBM PORTION,86,29,51
CLAREMONT,1300015A,491,31,N,839,TOTAL,228,77,137
CLAREMONT,1300018A,492,31,N,928,POLLING PLACE,126,43,79
CLAREMONT,1300018A,492,31,N,0,VBM PORTION,113,41,62
CLAREMONT,1300018A,492,31,N,928,TOTAL,239,84,141
CLAREMONT,1300019A,493,31,N,932,POLLING PLACE,143,63,68
CLAREMONT,1300019A,493,31,N,0,VBM PORTION,129,54,66
CLAREMONT,1300019A,493,31,N,932,TOTAL,272,117,134
CLAREMONT,1300020A,494,31,N,882,POLLING PLACE,107,37,68
CLAREMONT,1300020A,494,31,N,0,VBM PORTION,106,40,58
CLAREMONT,1300020A,494,31,N,882,TOTAL,213,77,126
CLAREMONT,1300021A,495,31,N,886,POLLING PLACE,144,36,104
CLAREMONT,1300021A,495,31,N,0,VBM PORTION,99,28,63
CLAREMONT,1300021A,495,31,N,886,TOTAL,243,64,167
CLAREMONT,1300023B,496,31,N,612,POLLING PLACE,66,20,40
CLAREMONT,1300023B,496,31,N,0,VBM PORTION,37,18,17
CLAREMONT,1300023B,496,31,N,612,TOTAL,103,38,57
CLAREMONT,1300025A,497,31,N,866,POLLING PLACE,131,25,100
CLAREMONT,1300025A,497,31,N,0,VBM PORTION,125,39,81
CLAREMONT,1300025A,497,31,N,866,TOTAL,256,64,181
CLAREMONT,1300026A,498,31,N,809,POLLING PLACE,110,45,59
CLAREMONT,1300026A,498,31,N,0,VBM PORTION,105,41,49
CLAREMONT,1300026A,498,31,N,809,TOTAL,215,86,108
CLAREMONT,1300029A,499,31,N,536,POLLING PLACE,49,16,30
CLAREMONT,1300029A,499,31,N,0,VBM PORTION,92,41,42
CLAREMONT,1300029A,499,31,N,536,TOTAL,141,57,72
CLAREMONT,1300037A,500,31,N,1195,POLLING PLACE,132,71,53
CLAREMONT,1300037A,500,31,N,0,VBM PORTION,115,67,40
CLAREMONT,1300037A,500,31,N,1195,TOTAL,247,138,93
CLAREMONT,1300039A,501,31,N,1218,POLLING PLACE,154,62,80
CLAREMONT,1300039A,501,31,N,0,VBM PORTION,171,80,85
CLAREMONT,1300039A,501,31,N,1218,TOTAL,325,142,165
CLAREMONT,1300042A,502,31,N,962,POLLING PLACE,104,45,56
CLAREMONT,1300042A,502,31,N,0,VBM PORTION,112,58,46
CLAREMONT,1300042A,502,31,N,962,TOTAL,216,103,102
CLAREMONT,1300062A,503,31,N,705,POLLING PLACE,92,39,47
CLAREMONT,1300062A,503,31,N,0,VBM PORTION,91,35,50
CLAREMONT,1300062A,503,31,N,705,TOTAL,183,74,97
CLAREMONT,1300063A,504,31,N,1074,POLLING PLACE,180,66,102
CLAREMONT,1300063A,504,31,N,0,VBM PORTION,128,62,58
CLAREMONT,1300063A,504,31,N,1074,TOTAL,308,128,160
EAST ARCADIA,1940010A,737,76,N,1151,POLLING PLACE,120,67,44
EAST ARCADIA,1940010A,737,76,N,0,VBM PORTION,116,61,47
EAST ARCADIA,1940010A,737,76,N,1151,TOTAL,236,128,91
EAST ARCADIA,1940013A,739,76,N,891,POLLING PLACE,88,35,43
EAST ARCADIA,1940013A,739,76,N,0,VBM PORTION,108,50,44
EAST ARCADIA,1940013A,739,76,N,891,TOTAL,196,85,87
EAST PASADENA,2020001A,774,32,N,734,POLLING PLACE,54,30,23
EAST PASADENA,2020001A,774,32,N,0,VBM PORTION,66,25,34
EAST PASADENA,2020001A,774,32,N,734,TOTAL,120,55,57
EAST PASADENA,2020003A,775,32,N,439,POLLING PLACE,43,25,13
EAST PASADENA,2020003A,775,32,N,0,VBM PORTION,71,36,30
EAST PASADENA,2020003A,775,32,N,439,TOTAL,114,61,43
EAST PASADENA,2020004A,776,32,N,447,POLLING PLACE,30,7,21
EAST PASADENA,2020004A,776,32,N,0,VBM PORTION,61,28,27
EAST PASADENA,2020004A,776,32,N,447,TOTAL,91,35,48
EAST PASADENA,2020006A,777,33,N,720,POLLING PLACE,102,45,50
EAST PASADENA,2020006A,777,33,N,0,VBM PORTION,92,24,65
EAST PASADENA,2020006A,777,33,N,720,TOTAL,194,69,115
EAST PASADENA,2020007A,778,32,N,1138,POLLING PLACE,88,34,48
EAST PASADENA,2020007A,778,32,N,0,VBM PORTION,97,37,55
EAST PASADENA,2020007A,778,32,N,1138,TOTAL,185,71,103
EAST PASADENA,2020012A,779,32,N,620,POLLING PLACE,46,10,30
EAST PASADENA,2020012A,779,32,N,0,VBM PORTION,44,23,17
EAST PASADENA,2020012A,779,32,N,620,TOTAL,90,33,47
EAST PASADENA,2020016A,780,33,N,574,POLLING PLACE,73,27,45
EAST PASADENA,2020016A,780,33,N,0,VBM PORTION,52,22,30
EAST PASADENA,2020016A,780,33,N,574,TOTAL,125,49,75
EAST SAN GABRIEL,2040001A,781,76,N,1153,POLLING PLACE,42,14,24
EAST SAN GABRIEL,2040001A,781,76,N,0,VBM PORTION,104,39,57
EAST SAN GABRIEL,2040001A,781,76,N,1153,TOTAL,146,53,81
EAST SAN GABRIEL,2040003A,782,76,N,1312,POLLING PLACE,72,23,39
EAST SAN GABRIEL,2040003A,782,76,N,0,VBM PORTION,82,20,54
EAST SAN GABRIEL,2040003A,782,76,N,1312,TOTAL,154,43,93
EAST SAN GABRIEL,2040004A,783,76,N,1105,POLLING PLACE,86,38,43
