LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,TOM TORLAKSON,MARSHALL TUCK,LYDIA A GUTIERREZ
TORRANCE,7150071A,2696,180,N,984,TOTAL,343,113,95,69
TORRANCE,7150076A,2697,185,N,1121,POLLING PLACE,109,34,29,25
TORRANCE,7150076A,2697,185,N,0,VBM PORTION,177,65,49,28
TORRANCE,7150076A,2697,185,N,1121,TOTAL,286,99,78,53
TORRANCE,7150077A,2698,185,N,950,POLLING PLACE,114,29,39,22
TORRANCE,7150077A,2698,185,N,0,VBM PORTION,143,47,26,34
TORRANCE,7150077A,2698,185,N,950,TOTAL,257,76,65,56
TORRANCE,7150078D,2699,180,N,749,POLLING PLACE,112,35,32,25
TORRANCE,7150078D,2699,180,N,0,VBM PORTION,156,53,34,29
TORRANCE,7150078D,2699,180,N,749,TOTAL,268,88,66,54
TORRANCE,7150081B,2700,180,N,902,POLLING PLACE,142,31,34,48
TORRANCE,7150081B,2700,180,N,0,VBM PORTION,150,45,34,37
TORRANCE,7150081B,2700,180,N,902,TOTAL,292,76,68,85
TORRANCE,7150082A,2701,180,N,1156,POLLING PLACE,224,66,77,38
TORRANCE,7150082A,2701,180,N,0,VBM PORTION,137,37,35,29
TORRANCE,7150082A,2701,180,N,1156,TOTAL,361,103,112,67
TORRANCE,7150084A,2702,180,N,1039,POLLING PLACE,191,54,64,42
TORRANCE,7150084A,2702,180,N,0,VBM PORTION,157,49,50,32
TORRANCE,7150084A,2702,180,N,1039,TOTAL,348,103,114,74
TORRANCE,7150087A,2703,182,N,1243,POLLING PLACE,137,48,27,44
TORRANCE,7150087A,2703,182,N,0,VBM PORTION,169,57,38,44
TORRANCE,7150087A,2703,182,N,1243,TOTAL,306,105,65,88
TORRANCE,7150090A,2704,180,N,980,POLLING PLACE,168,65,49,41
TORRANCE,7150090A,2704,180,N,0,VBM PORTION,163,43,55,34
TORRANCE,7150090A,2704,180,N,980,TOTAL,331,108,104,75
TORRANCE,7150092B,2705,180,N,1253,POLLING PLACE,262,68,80,63
TORRANCE,7150092B,2705,180,N,0,VBM PORTION,179,58,52,28
TORRANCE,7150092B,2705,180,N,1253,TOTAL,441,126,132,91
TORRANCE,7150094A,2706,180,N,1374,POLLING PLACE,174,67,40,40
TORRANCE,7150094A,2706,180,N,0,VBM PORTION,163,41,55,44
TORRANCE,7150094A,2706,180,N,1374,TOTAL,337,108,95,84
TORRANCE,7150098A,2707,180,N,1210,POLLING PLACE,263,75,84,64
TORRANCE,7150098A,2707,180,N,0,VBM PORTION,198,52,56,50
TORRANCE,7150098A,2707,180,N,1210,TOTAL,461,127,140,114
TORRANCE,7150101A,2708,180,N,1315,POLLING PLACE,178,54,46,47
TORRANCE,7150101A,2708,180,N,0,VBM PORTION,201,69,53,38
TORRANCE,7150101A,2708,180,N,1315,TOTAL,379,123,99,85
TORRANCE,7150102A,2709,180,N,1117,POLLING PLACE,153,42,44,35
TORRANCE,7150102A,2709,180,N,0,VBM PORTION,168,56,37,35
TORRANCE,7150102A,2709,180,N,1117,TOTAL,321,98,81,70
TORRANCE,7150104A,2710,180,N,885,POLLING PLACE,211,57,86,35
TORRANCE,7150104A,2710,180,N,0,VBM PORTION,188,53,70,26
TORRANCE,7150104A,2710,180,N,885,TOTAL,399,110,156,61
TORRANCE,7150106A,2711,180,N,1291,POLLING PLACE,241,66,84,44
TORRANCE,7150106A,2711,180,N,0,VBM PORTION,271,88,87,36
TORRANCE,7150106A,2711,180,N,1291,TOTAL,512,154,171,80
TORRANCE,7150109A,2712,180,N,1376,POLLING PLACE,268,72,103,44
TORRANCE,7150109A,2712,180,N,0,VBM PORTION,235,74,72,36
TORRANCE,7150109A,2712,180,N,1376,TOTAL,503,146,175,80
TORRANCE,7150112B,2713,180,N,1000,POLLING PLACE,176,52,55,43
TORRANCE,7150112B,2713,180,N,0,VBM PORTION,203,49,59,41
TORRANCE,7150112B,2713,180,N,1000,TOTAL,379,101,114,84
TORRANCE,7150114A,2714,180,N,1038,POLLING PLACE,150,40,57,24
TORRANCE,7150114A,2714,180,N,0,VBM PORTION,172,49,54,32
TORRANCE,7150114A,2714,180,N,1038,TOTAL,322,89,111,56
TORRANCE,7150115A,2715,180,N,899,POLLING PLACE,128,29,43,27
TORRANCE,7150115A,2715,180,N,0,VBM PORTION,88,27,23,13
TORRANCE,7150115A,2715,180,N,899,TOTAL,216,56,66,40
TORRANCE,7150116A,2716,182,N,1224,POLLING PLACE,194,65,37,57
TORRANCE,7150116A,2716,182,N,0,VBM PORTION,146,62,28,36
TORRANCE,7150116A,2716,182,N,1224,TOTAL,340,127,65,93
TORRANCE,7150121A,2717,182,N,1406,POLLING PLACE,252,77,93,46
TORRANCE,7150121A,2717,182,N,0,VBM PORTION,252,85,84,47
TORRANCE,7150121A,2717,182,N,1406,TOTAL,504,162,177,93
TORRANCE,7150125A,2718,185,N,838,POLLING PLACE,65,12,31,12
TORRANCE,7150125A,2718,185,N,0,VBM PORTION,74,14,26,16
TORRANCE,7150125A,2718,185,N,838,TOTAL,139,26,57,28
TORRANCE,7150131A,2719,180,N,902,POLLING PLACE,104,37,33,26
TORRANCE,7150131A,2719,180,N,0,VBM PORTION,101,39,21,19
TORRANCE,7150131A,2719,180,N,902,TOTAL,205,76,54,45
TORRANCE,7150132A,2720,180,N,1310,POLLING PLACE,147,47,38,39
TORRANCE,7150132A,2720,180,N,0,VBM PORTION,143,42,31,38
TORRANCE,7150132A,2720,180,N,1310,TOTAL,290,89,69,77
TORRANCE,7150137A,2721,185,N,902,POLLING PLACE,92,27,30,21
TORRANCE,7150137A,2721,185,N,0,VBM PORTION,89,25,26,25
TORRANCE,7150137A,2721,185,N,902,TOTAL,181,52,56,46
TORRANCE,7150144A,2722,180,N,1016,POLLING PLACE,150,37,40,49
TORRANCE,7150144A,2722,180,N,0,VBM PORTION,155,45,31,35
TORRANCE,7150144A,2722,180,N,1016,TOTAL,305,82,71,84
TORRANCE,7150146A,2723,180,N,922,POLLING PLACE,101,38,28,20
TORRANCE,7150146A,2723,180,N,0,VBM PORTION,93,31,18,18
TORRANCE,7150146A,2723,180,N,922,TOTAL,194,69,46,38
TORRANCE,7150149A,2724,185,N,1238,POLLING PLACE,160,54,28,37
TORRANCE,7150149A,2724,185,N,0,VBM PORTION,116,29,40,29
TORRANCE,7150149A,2724,185,N,1238,TOTAL,276,83,68,66
TORRANCE,7150161A,2725,180,N,1004,POLLING PLACE,96,23,27,30
TORRANCE,7150161A,2725,180,N,0,VBM PORTION,119,26,29,27
TORRANCE,7150161A,2725,180,N,1004,TOTAL,215,49,56,57
TORRANCE,7150182A,2726,180,N,964,POLLING PLACE,123,21,51,32
TORRANCE,7150182A,2726,180,N,0,VBM PORTION,180,53,43,34
TORRANCE,7150182A,2726,180,N,964,TOTAL,303,74,94,66
TORRANCE,7150201A,2727,185,N,1014,POLLING PLACE,122,43,29,30
TORRANCE,7150201A,2727,185,N,0,VBM PORTION,147,53,35,28
TORRANCE,7150201A,2727,185,N,1014,TOTAL,269,96,64,58
TORRANCE,7150300A,2728,180,N,854,POLLING PLACE,200,65,59,49
TORRANCE,7150300A,2728,180,N,0,VBM PORTION,101,33,27,23
TORRANCE,7150300A,2728,180,N,854,TOTAL,301,98,86,72
TORRANCE,7150301A,2729,180,N,1147,POLLING PLACE,226,64,74,64
TORRANCE,7150301A,2729,180,N,0,VBM PORTION,163,50,51,26
TORRANCE,7150301A,2729,180,N,1147,TOTAL,389,114,125,90
UNIVERSAL,7300001A,6169,63,Y,0,POLLING PLACE,0,0,0,0
UNIVERSAL,7300001A,6169,63,Y,0,VBM PORTION,1,0,0,0
UNIVERSAL,7300001A,6169,63,Y,0,TOTAL,1,0,0,0
VALENCIA,7360006A,2730,10,N,1132,POLLING PLACE,63,18,22,19
VALENCIA,7360006A,2730,10,N,0,VBM PORTION,91,26,29,23
VALENCIA,7360006A,2730,10,N,1132,TOTAL,154,44,51,42
VALINDA,7410002A,2731,123,N,937,POLLING PLACE,43,4,9,21
VALINDA,7410002A,2731,123,N,0,VBM PORTION,51,26,9,14
VALINDA,7410002A,2731,123,N,937,TOTAL,94,30,18,35
VALINDA,7410003B,2732,123,N,996,POLLING PLACE,41,9,6,23
VALINDA,7410003B,2732,123,N,0,VBM PORTION,36,6,7,18
VALINDA,7410003B,2732,123,N,996,TOTAL,77,15,13,41
VALINDA,7410004B,2733,123,N,1037,POLLING PLACE,48,7,7,30
VALINDA,7410004B,2733,123,N,0,VBM PORTION,33,2,6,20
VALINDA,7410004B,2733,123,N,1037,TOTAL,81,9,13,50
VALINDA,7410005A,2734,123,N,1176,POLLING PLACE,61,19,15,22
VALINDA,7410005A,2734,123,N,0,VBM PORTION,42,13,8,15
VALINDA,7410005A,2734,123,N,1176,TOTAL,103,32,23,37
VALINDA,7410006B,2735,123,N,1064,POLLING PLACE,62,13,10,33
VALINDA,7410006B,2735,123,N,0,VBM PORTION,36,6,6,17
VALINDA,7410006B,2735,123,N,1064,TOTAL,98,19,16,50
VALINDA,7410007A,2736,123,N,1225,POLLING PLACE,61,18,14,22
VALINDA,7410007A,2736,123,N,0,VBM PORTION,58,20,10,18
VALINDA,7410007A,2736,123,N,1225,TOTAL,119,38,24,40
VALINDA,7410008A,2737,123,N,644,POLLING PLACE,37,15,6,9
VALINDA,7410008A,2737,123,N,0,VBM PORTION,64,23,12,19
VALINDA,7410008A,2737,123,N,644,TOTAL,101,38,18,28
VALINDA,7410010A,2738,66,N,856,POLLING PLACE,35,10,7,16
VALINDA,7410010A,2738,66,N,0,VBM PORTION,31,11,11,8
VALINDA,7410010A,2738,66,N,856,TOTAL,66,21,18,24
VALINDA,7410011B,2739,66,N,1032,POLLING PLACE,71,26,12,27
VALINDA,7410011B,2739,66,N,0,VBM PORTION,46,14,7,23
VALINDA,7410011B,2739,66,N,1032,TOTAL,117,40,19,50
VALINDA,7410015A,2740,66,N,1117,POLLING PLACE,65,17,10,30
VALINDA,7410015A,2740,66,N,0,VBM PORTION,57,16,14,23
VALINDA,7410015A,2740,66,N,1117,TOTAL,122,33,24,53
VALINDA,7410016A,2741,66,N,994,POLLING PLACE,79,29,19,26
VALINDA,7410016A,2741,66,N,0,VBM PORTION,49,20,9,10
VALINDA,7410016A,2741,66,N,994,TOTAL,128,49,28,36
VALINDA,7410017A,2742,66,N,1120,POLLING PLACE,60,10,18,27
VALINDA,7410017A,2742,66,N,0,VBM PORTION,50,10,16,21
VALINDA,7410017A,2742,66,N,1120,TOTAL,110,20,34,48
VALINDA,7410020A,2743,66,N,1098,POLLING PLACE,65,21,13,27
VALINDA,7410020A,2743,66,N,0,VBM PORTION,34,8,6,12
VALINDA,7410020A,2743,66,N,1098,TOTAL,99,29,19,39
VALINDA,7410025A,2744,66,N,1140,POLLING PLACE,73,28,9,23
VALINDA,7410025A,2744,66,N,0,VBM PORTION,63,16,18,21
VALINDA,7410025A,2744,66,N,1140,TOTAL,136,44,27,44
VALINDA,7410027A,2745,66,N,778,POLLING PLACE,37,9,2,22
VALINDA,7410027A,2745,66,N,0,VBM PORTION,28,8,6,10
VALINDA,7410027A,2745,66,N,778,TOTAL,65,17,8,32
VALINDA,7410029A,2746,66,N,1192,POLLING PLACE,61,23,11,23
VALINDA,7410029A,2746,66,N,0,VBM PORTION,64,21,8,23
VALINDA,7410029A,2746,66,N,1192,TOTAL,125,44,19,46
VALINDA,7410086B,2747,66,N,668,POLLING PLACE,47,16,13,15
VALINDA,7410086B,2747,66,N,0,VBM PORTION,23,11,2,8
VALINDA,7410086B,2747,66,N,668,TOTAL,70,27,15,23
VALINDA,7410130A,2748,66,N,1045,POLLING PLACE,78,22,15,34
VALINDA,7410130A,2748,66,N,0,VBM PORTION,48,14,10,20
VALINDA,7410130A,2748,66,N,1045,TOTAL,126,36,25,54
VALINDA,7410150A,2749,66,N,1147,POLLING PLACE,55,14,10,21
VALINDA,7410150A,2749,66,N,0,VBM PORTION,43,15,13,13
VALINDA,7410150A,2749,66,N,1147,TOTAL,98,29,23,34
VALINDA,7410154A,2750,66,N,642,POLLING PLACE,31,12,4,13
VALINDA,7410154A,2750,66,N,0,VBM PORTION,35,11,10,11
VALINDA,7410154A,2750,66,N,642,TOTAL,66,23,14,24
VALINDA,7410154B,2751,66,N,1193,POLLING PLACE,68,13,16,31
VALINDA,7410154B,2751,66,N,0,VBM PORTION,37,9,5,16
VALINDA,7410154B,2751,66,N,1193,TOTAL,105,22,21,47
VERNON,7450002A,6170,164,Y,0,POLLING PLACE,0,0,0,0
VERNON,7450002A,6170,164,Y,0,VBM PORTION,0,0,0,0
VERNON,7450002A,6170,164,Y,0,TOTAL,0,0,0,0
VERNON,7450003A,6171,164,Y,0,POLLING PLACE,0,0,0,0
VERNON,7450003A,6171,164,Y,0,VBM PORTION,0,0,0,0
VERNON,7450003A,6171,164,Y,0,TOTAL,0,0,0,0
VERNON,7450011A,6172,98,Y,60,POLLING PLACE,0,0,0,0
VERNON,7450011A,6172,98,Y,0,VBM PORTION,14,1,2,4
VERNON,7450011A,6172,98,Y,60,TOTAL,14,1,2,4
VETERANS ADMIN CENTER,7470001A,6173,108,Y,174,POLLING PLACE,0,0,0,0
VETERANS ADMIN CENTER,7470001A,6173,108,Y,0,VBM PORTION,34,11,5,10
VETERANS ADMIN CENTER,7470001A,6173,108,Y,174,TOTAL,34,11,5,10
VIEW PARK,7510001A,2752,116,N,1240,POLLING PLACE,202,108,44,23
VIEW PARK,7510001A,2752,116,N,0,VBM PORTION,137,67,31,20
VIEW PARK,7510001A,2752,116,N,1240,TOTAL,339,175,75,43
VIEW PARK,7510003C,2753,116,N,1359,POLLING PLACE,183,105,49,16
VIEW PARK,7510003C,2753,116,N,0,VBM PORTION,157,89,29,15
VIEW PARK,7510003C,2753,116,N,1359,TOTAL,340,194,78,31
VIEW PARK,7510004A,2754,116,N,768,POLLING PLACE,103,62,20,11
VIEW PARK,7510004A,2754,116,N,0,VBM PORTION,66,29,19,10
VIEW PARK,7510004A,2754,116,N,768,TOTAL,169,91,39,21
VIEW PARK,7510006A,2755,116,N,1279,POLLING PLACE,167,102,26,18
VIEW PARK,7510006A,2755,116,N,0,VBM PORTION,100,59,15,17
VIEW PARK,7510006A,2755,116,N,1279,TOTAL,267,161,41,35
VIEW PARK,7510008A,2756,116,N,1052,POLLING PLACE,173,86,42,19
VIEW PARK,7510008A,2756,116,N,0,VBM PORTION,136,78,20,10
VIEW PARK,7510008A,2756,116,N,1052,TOTAL,309,164,62,29
VIEW PARK,7510009B,2757,116,N,1269,POLLING PLACE,209,117,45,24
VIEW PARK,7510009B,2757,116,N,0,VBM PORTION,133,67,20,26
VIEW PARK,7510009B,2757,116,N,1269,TOTAL,342,184,65,50
VIEW PARK,7510010A,2758,116,N,974,POLLING PLACE,130,81,19,15
VIEW PARK,7510010A,2758,116,N,0,VBM PORTION,166,85,37,21
VIEW PARK,7510010A,2758,116,N,974,TOTAL,296,166,56,36
VIEW PARK,7510012A,2759,116,N,1034,POLLING PLACE,210,118,42,22
VIEW PARK,7510012A,2759,116,N,0,VBM PORTION,164,87,28,25
VIEW PARK,7510012A,2759,116,N,1034,TOTAL,374,205,70,47
WALNUT,7600002A,2760,120,N,590,POLLING PLACE,37,12,7,12
WALNUT,7600002A,2760,120,N,0,VBM PORTION,57,32,11,7
WALNUT,7600002A,2760,120,N,590,TOTAL,94,44,18,19
WALNUT,7600002D,2761,120,N,671,POLLING PLACE,58,21,8,19
WALNUT,7600002D,2761,120,N,0,VBM PORTION,42,20,7,2
WALNUT,7600002D,2761,120,N,671,TOTAL,100,41,15,21
WALNUT,7600003A,2762,120,N,866,POLLING PLACE,84,26,24,25
WALNUT,7600003A,2762,120,N,0,VBM PORTION,95,39,19,17
WALNUT,7600003A,2762,120,N,866,TOTAL,179,65,43,42
WALNUT,7600004A,2763,120,N,1071,POLLING PLACE,67,33,9,16
WALNUT,7600004A,2763,120,N,0,VBM PORTION,80,37,12,15
WALNUT,7600004A,2763,120,N,1071,TOTAL,147,70,21,31
WALNUT,7600006A,2764,120,N,1370,POLLING PLACE,100,35,17,27
WALNUT,7600006A,2764,120,N,0,VBM PORTION,126,46,36,28
WALNUT,7600006A,2764,120,N,1370,TOTAL,226,81,53,55
WALNUT,7600006B,2765,120,N,978,POLLING PLACE,45,16,6,15
WALNUT,7600006B,2765,120,N,0,VBM PORTION,68,17,15,15
WALNUT,7600006B,2765,120,N,978,TOTAL,113,33,21,30
WALNUT,7600007A,2766,120,N,1229,POLLING PLACE,86,26,24,22
WALNUT,7600007A,2766,120,N,0,VBM PORTION,140,54,45,16
WALNUT,7600007A,2766,120,N,1229,TOTAL,226,80,69,38
WALNUT,7600008A,2767,120,N,1283,POLLING PLACE,75,29,12,23
WALNUT,7600008A,2767,120,N,0,VBM PORTION,108,34,36,24
WALNUT,7600008A,2767,120,N,1283,TOTAL,183,63,48,47
WALNUT,7600009A,2768,120,N,1009,POLLING PLACE,60,27,12,14
WALNUT,7600009A,2768,120,N,0,VBM PORTION,76,17,22,18
WALNUT,7600009A,2768,120,N,1009,TOTAL,136,44,34,32
WALNUT,7600011A,2769,120,N,1089,POLLING PLACE,65,24,15,13
WALNUT,7600011A,2769,120,N,0,VBM PORTION,120,36,33,20
WALNUT,7600011A,2769,120,N,1089,TOTAL,185,60,48,33
WALNUT,7600012A,2770,120,N,933,POLLING PLACE,87,35,26,15
WALNUT,7600012A,2770,120,N,0,VBM PORTION,82,28,21,21
WALNUT,7600012A,2770,120,N,933,TOTAL,169,63,47,36
WALNUT,7600017A,2771,120,N,1312,POLLING PLACE,117,51,21,32
WALNUT,7600017A,2771,120,N,0,VBM PORTION,144,59,27,31
WALNUT,7600017A,2771,120,N,1312,TOTAL,261,110,48,63
WALNUT,7600018A,2772,120,N,994,POLLING PLACE,59,17,10,24
WALNUT,7600018A,2772,120,N,0,VBM PORTION,112,41,41,11
WALNUT,7600018A,2772,120,N,994,TOTAL,171,58,51,35
WALNUT,7600030A,2773,120,N,1148,POLLING PLACE,77,18,19,27
WALNUT,7600030A,2773,120,N,0,VBM PORTION,85,30,19,27
WALNUT,7600030A,2773,120,N,1148,TOTAL,162,48,38,54
WALNUT,7600031A,2774,120,N,1123,POLLING PLACE,74,33,23,11
WALNUT,7600031A,2774,120,N,0,VBM PORTION,82,36,15,20
WALNUT,7600031A,2774,120,N,1123,TOTAL,156,69,38,31
WALNUT,7600032A,2775,120,N,1389,POLLING PLACE,90,33,15,21
WALNUT,7600032A,2775,120,N,0,VBM PORTION,139,54,32,27
WALNUT,7600032A,2775,120,N,1389,TOTAL,229,87,47,48
WALNUT,7600033A,2776,120,N,947,POLLING PLACE,66,15,18,22
WALNUT,7600033A,2776,120,N,0,VBM PORTION,102,41,15,20
WALNUT,7600033A,2776,120,N,947,TOTAL,168,56,33,42
WALNUT PARK,7650001A,2777,145,N,1135,POLLING PLACE,73,7,17,43
WALNUT PARK,7650001A,2777,145,N,0,VBM PORTION,32,15,2,14
WALNUT PARK,7650001A,2777,145,N,1135,TOTAL,105,22,19,57
WALNUT PARK,7650004A,2778,145,N,1029,POLLING PLACE,69,11,8,45
WALNUT PARK,7650004A,2778,145,N,0,VBM PORTION,21,8,4,8
WALNUT PARK,7650004A,2778,145,N,1029,TOTAL,90,19,12,53
WALNUT PARK,7650005A,2779,145,N,1073,POLLING PLACE,63,16,6,38
WALNUT PARK,7650005A,2779,145,N,0,VBM PORTION,19,9,3,7
WALNUT PARK,7650005A,2779,145,N,1073,TOTAL,82,25,9,45
WALNUT PARK,7650006A,2780,145,N,972,POLLING PLACE,61,15,12,31
WALNUT PARK,7650006A,2780,145,N,0,VBM PORTION,32,13,2,15
WALNUT PARK,7650006A,2780,145,N,972,TOTAL,93,28,14,46
WALNUT PARK,7650008A,2781,145,N,854,POLLING PLACE,74,22,11,35
WALNUT PARK,7650008A,2781,145,N,0,VBM PORTION,21,8,4,6
WALNUT PARK,7650008A,2781,145,N,854,TOTAL,95,30,15,41
WALNUT PARK,7650009A,2782,145,N,785,POLLING PLACE,58,16,9,29
WALNUT PARK,7650009A,2782,145,N,0,VBM PORTION,22,6,6,9
WALNUT PARK,7650009A,2782,145,N,785,TOTAL,80,22,15,38
WEST ATHENS,7670001A,2783,151,N,1100,POLLING PLACE,53,20,16,6
WEST ATHENS,7670001A,2783,151,N,0,VBM PORTION,34,17,5,9
WEST ATHENS,7670001A,2783,151,N,1100,TOTAL,87,37,21,15
WEST ATHENS,7670003A,2784,151,N,1093,POLLING PLACE,51,32,13,5
WEST ATHENS,7670003A,2784,151,N,0,VBM PORTION,41,13,13,10
WEST ATHENS,7670003A,2784,151,N,1093,TOTAL,92,45,26,15
WEST ATHENS,7670004A,2785,161,N,1161,POLLING PLACE,60,23,14,12
WEST ATHENS,7670004A,2785,161,N,0,VBM PORTION,32,9,7,9
WEST ATHENS,7670004A,2785,161,N,1161,TOTAL,92,32,21,21
WEST ATHENS,7670005A,2786,161,N,830,POLLING PLACE,37,15,10,10
WEST ATHENS,7670005A,2786,161,N,0,VBM PORTION,29,14,9,5
WEST ATHENS,7670005A,2786,161,N,830,TOTAL,66,29,19,15
WEST ATHENS,7670006A,2787,161,N,1100,POLLING PLACE,128,74,30,13
WEST ATHENS,7670006A,2787,161,N,0,VBM PORTION,107,64,22,9
WEST ATHENS,7670006A,2787,161,N,1100,TOTAL,235,138,52,22
WEST ATHENS,7670007A,2788,161,N,845,POLLING PLACE,28,21,3,2
WEST ATHENS,7670007A,2788,161,N,0,VBM PORTION,36,12,6,10
WEST ATHENS,7670007A,2788,161,N,845,TOTAL,64,33,9,12
WEST ATHENS,7670009A,2789,151,N,1184,POLLING PLACE,50,21,14,6
WEST ATHENS,7670009A,2789,151,N,0,VBM PORTION,39,20,6,8
WEST ATHENS,7670009A,2789,151,N,1184,TOTAL,89,41,20,14
WEST ATHENS,7670010A,2790,161,N,1079,POLLING PLACE,76,36,23,12
WEST ATHENS,7670010A,2790,161,N,0,VBM PORTION,49,18,14,12
WEST ATHENS,7670010A,2790,161,N,1079,TOTAL,125,54,37,24
WEST ATHENS,7670011A,2791,161,N,758,POLLING PLACE,83,47,23,6
WEST ATHENS,7670011A,2791,161,N,0,VBM PORTION,39,25,7,4
WEST ATHENS,7670011A,2791,161,N,758,TOTAL,122,72,30,10
WEST ATHENS,7670012B,2792,161,N,1168,POLLING PLACE,99,56,22,4
WEST ATHENS,7670012B,2792,161,N,0,VBM PORTION,74,31,25,10
WEST ATHENS,7670012B,2792,161,N,1168,TOTAL,173,87,47,14
WEST ATHENS,7670013A,2793,161,N,834,POLLING PLACE,105,56,23,9
WEST ATHENS,7670013A,2793,161,N,0,VBM PORTION,58,21,14,14
WEST ATHENS,7670013A,2793,161,N,834,TOTAL,163,77,37,23
WEST ATHENS,7670014A,2794,161,N,940,POLLING PLACE,40,15,12,8
WEST ATHENS,7670014A,2794,161,N,0,VBM PORTION,22,5,5,6
WEST ATHENS,7670014A,2794,161,N,940,TOTAL,62,20,17,14
WEST ATHENS,7670015A,2795,163,N,698,POLLING PLACE,46,19,10,9
WEST ATHENS,7670015A,2795,163,N,0,VBM PORTION,34,16,6,8
WEST ATHENS,7670015A,2795,163,N,698,TOTAL,80,35,16,17
WEST ATHENS,7670016A,2796,161,N,913,POLLING PLACE,57,21,12,22
WEST ATHENS,7670016A,2796,161,N,0,VBM PORTION,30,7,12,7
WEST ATHENS,7670016A,2796,161,N,913,TOTAL,87,28,24,29
WEST ATHENS,7670017A,2797,163,N,1021,POLLING PLACE,71,29,21,11
WEST ATHENS,7670017A,2797,163,N,0,VBM PORTION,33,13,11,7
WEST ATHENS,7670017A,2797,163,N,1021,TOTAL,104,42,32,18
WEST ATHENS,7670018A,2798,163,N,884,POLLING PLACE,97,63,14,15
WEST ATHENS,7670018A,2798,163,N,0,VBM PORTION,54,27,10,5
WEST ATHENS,7670018A,2798,163,N,884,TOTAL,151,90,24,20
WEST ATHENS,7670019A,2799,163,N,781,POLLING PLACE,83,40,22,12
WEST ATHENS,7670019A,2799,163,N,0,VBM PORTION,30,12,6,10
WEST ATHENS,7670019A,2799,163,N,781,TOTAL,113,52,28,22
WEST ATHENS,7670020A,2800,163,N,967,POLLING PLACE,155,78,34,17
WEST ATHENS,7670020A,2800,163,N,0,VBM PORTION,82,35,22,12
WEST ATHENS,7670020A,2800,163,N,967,TOTAL,237,113,56,29
WEST ATHENS,7670021A,2801,163,N,837,POLLING PLACE,119,75,23,16
WEST ATHENS,7670021A,2801,163,N,0,VBM PORTION,69,35,3,14
WEST ATHENS,7670021A,2801,163,N,837,TOTAL,188,110,26,30
WEST ATHENS,7670022A,2802,161,N,1029,POLLING PLACE,54,24,15,14
WEST ATHENS,7670022A,2802,161,N,0,VBM PORTION,41,8,13,16
WEST ATHENS,7670022A,2802,161,N,1029,TOTAL,95,32,28,30
WEST ATHENS,7670023A,2803,161,N,935,POLLING PLACE,97,53,19,15
WEST ATHENS,7670023A,2803,161,N,0,VBM PORTION,51,21,16,10
WEST ATHENS,7670023A,2803,161,N,935,TOTAL,148,74,35,25
WEST ATHENS,7670024A,2804,161,N,817,POLLING PLACE,79,31,22,13
WEST ATHENS,7670024A,2804,161,N,0,VBM PORTION,47,25,12,3
WEST ATHENS,7670024A,2804,161,N,817,TOTAL,126,56,34,16
WEST CARSON,7680001A,6174,176,Y,22,POLLING PLACE,0,0,0,0
WEST CARSON,7680001A,6174,176,Y,0,VBM PORTION,1,1,0,0
WEST CARSON,7680001A,6174,176,Y,22,TOTAL,1,1,0,0
WEST CARSON,7680002A,2805,186,N,1042,POLLING PLACE,35,13,11,9
WEST CARSON,7680002A,2805,186,N,0,VBM PORTION,77,25,18,25
WEST CARSON,7680002A,2805,186,N,1042,TOTAL,112,38,29,34
WEST CARSON,7680003A,2806,186,N,1015,POLLING PLACE,86,23,19,28
WEST CARSON,7680003A,2806,186,N,0,VBM PORTION,90,42,14,23
WEST CARSON,7680003A,2806,186,N,1015,TOTAL,176,65,33,51
WEST CARSON,7680005A,2807,186,N,707,POLLING PLACE,66,21,20,16
WEST CARSON,7680005A,2807,186,N,0,VBM PORTION,47,22,6,8
WEST CARSON,7680005A,2807,186,N,707,TOTAL,113,43,26,24
WEST CARSON,7680006A,6175,176,Y,2,POLLING PLACE,0,0,0,0
WEST CARSON,7680006A,6175,176,Y,0,VBM PORTION,0,0,0,0
WEST CARSON,7680006A,6175,176,Y,2,TOTAL,0,0,0,0
WEST CARSON,7680009A,2808,186,N,1095,POLLING PLACE,73,25,9,33
WEST CARSON,7680009A,2808,186,N,0,VBM PORTION,103,40,27,25
WEST CARSON,7680009A,2808,186,N,1095,TOTAL,176,65,36,58
WEST CARSON,7680010A,2809,186,N,1107,POLLING PLACE,87,22,14,39
WEST CARSON,7680010A,2809,186,N,0,VBM PORTION,96,32,28,25
WEST CARSON,7680010A,2809,186,N,1107,TOTAL,183,54,42,64
WEST CARSON,7680011C,2810,186,N,1505,POLLING PLACE,105,46,29,19
WEST CARSON,7680011C,2810,186,N,0,VBM PORTION,127,56,24,26
WEST CARSON,7680011C,2810,186,N,1505,TOTAL,232,102,53,45
WEST CARSON,7680012A,2811,186,N,1242,POLLING PLACE,179,58,53,39
WEST CARSON,7680012A,2811,186,N,0,VBM PORTION,160,62,50,30
WEST CARSON,7680012A,2811,186,N,1242,TOTAL,339,120,103,69
WEST CARSON,7680013A,2812,186,N,789,POLLING PLACE,107,46,26,20
WEST CARSON,7680013A,2812,186,N,0,VBM PORTION,80,29,13,29
WEST CARSON,7680013A,2812,186,N,789,TOTAL,187,75,39,49
WEST CARSON,7680015B,2813,186,N,1283,POLLING PLACE,95,32,26,21
