LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,TOM GRIEGO,STEVEN P SCHREINER,ANDREW M STEIN
SAUGUS,6300014A,2506,3,N,0,VBM PORTION,112,15,49,23
SAUGUS,6300014A,2506,3,N,1089,TOTAL,159,31,64,33
SAUGUS,6300023A,2507,10,N,1346,POLLING PLACE,92,20,28,24
SAUGUS,6300023A,2507,10,N,0,VBM PORTION,95,26,34,14
SAUGUS,6300023A,2507,10,N,1346,TOTAL,187,46,62,38
SAUGUS,6300031A,6158,10,Y,0,POLLING PLACE,0,0,0,0
SAUGUS,6300031A,6158,10,Y,0,VBM PORTION,0,0,0,0
SAUGUS,6300031A,6158,10,Y,0,TOTAL,0,0,0,0
SAUGUS,6300037A,6159,10,Y,32,POLLING PLACE,0,0,0,0
SAUGUS,6300037A,6159,10,Y,0,VBM PORTION,5,2,2,0
SAUGUS,6300037A,6159,10,Y,32,TOTAL,5,2,2,0
SAUGUS,6300040A,2508,10,N,733,POLLING PLACE,34,7,5,12
SAUGUS,6300040A,2508,10,N,0,VBM PORTION,67,10,34,14
SAUGUS,6300040A,2508,10,N,733,TOTAL,101,17,39,26
SAUGUS,6300099A,6160,3,Y,75,POLLING PLACE,0,0,0,0
SAUGUS,6300099A,6160,3,Y,0,VBM PORTION,12,2,6,2
SAUGUS,6300099A,6160,3,Y,75,TOTAL,12,2,6,2
SAUGUS,6300247A,2509,10,N,712,POLLING PLACE,42,3,17,14
SAUGUS,6300247A,2509,10,N,0,VBM PORTION,62,15,23,16
SAUGUS,6300247A,2509,10,N,712,TOTAL,104,18,40,30
SIERRA MADRE,6400001A,6161,76,Y,0,POLLING PLACE,0,0,0,0
SIERRA MADRE,6400001A,6161,76,Y,0,VBM PORTION,0,0,0,0
SIERRA MADRE,6400001A,6161,76,Y,0,TOTAL,0,0,0,0
SIERRA MADRE,6400002A,2510,33,N,891,POLLING PLACE,132,24,32,47
SIERRA MADRE,6400002A,2510,33,N,0,VBM PORTION,111,33,25,27
SIERRA MADRE,6400002A,2510,33,N,891,TOTAL,243,57,57,74
SIERRA MADRE,6400003A,2511,33,N,896,POLLING PLACE,160,34,30,42
SIERRA MADRE,6400003A,2511,33,N,0,VBM PORTION,115,34,14,41
SIERRA MADRE,6400003A,2511,33,N,896,TOTAL,275,68,44,83
SIERRA MADRE,6400004A,2512,33,N,529,POLLING PLACE,84,19,22,19
SIERRA MADRE,6400004A,2512,33,N,0,VBM PORTION,91,14,21,20
SIERRA MADRE,6400004A,2512,33,N,529,TOTAL,175,33,43,39
SIERRA MADRE,6400006A,2513,33,N,925,POLLING PLACE,149,33,36,39
SIERRA MADRE,6400006A,2513,33,N,0,VBM PORTION,106,22,26,26
SIERRA MADRE,6400006A,2513,33,N,925,TOTAL,255,55,62,65
SIERRA MADRE,6400007A,2514,33,N,808,POLLING PLACE,94,17,22,29
SIERRA MADRE,6400007A,2514,33,N,0,VBM PORTION,108,25,32,34
SIERRA MADRE,6400007A,2514,33,N,808,TOTAL,202,42,54,63
SIERRA MADRE,6400010A,2515,33,N,829,POLLING PLACE,115,21,32,36
SIERRA MADRE,6400010A,2515,33,N,0,VBM PORTION,107,20,29,25
SIERRA MADRE,6400010A,2515,33,N,829,TOTAL,222,41,61,61
SIERRA MADRE,6400011A,2516,33,N,1038,POLLING PLACE,142,16,34,49
SIERRA MADRE,6400011A,2516,33,N,0,VBM PORTION,139,41,32,27
SIERRA MADRE,6400011A,2516,33,N,1038,TOTAL,281,57,66,76
SIERRA MADRE,6400012A,2517,33,N,1229,POLLING PLACE,187,30,53,61
SIERRA MADRE,6400012A,2517,33,N,0,VBM PORTION,185,44,53,43
SIERRA MADRE,6400012A,2517,33,N,1229,TOTAL,372,74,106,104
SIERRA MADRE,6400013A,2518,33,N,915,POLLING PLACE,124,29,28,34
SIERRA MADRE,6400013A,2518,33,N,0,VBM PORTION,137,25,32,32
SIERRA MADRE,6400013A,2518,33,N,915,TOTAL,261,54,60,66
SIGNAL HILL,6450001A,2519,191,N,703,POLLING PLACE,62,17,12,21
SIGNAL HILL,6450001A,2519,191,N,0,VBM PORTION,74,24,17,12
SIGNAL HILL,6450001A,2519,191,N,703,TOTAL,136,41,29,33
SIGNAL HILL,6450002A,2520,191,N,1159,POLLING PLACE,115,34,20,33
SIGNAL HILL,6450002A,2520,191,N,0,VBM PORTION,73,27,12,12
SIGNAL HILL,6450002A,2520,191,N,1159,TOTAL,188,61,32,45
SIGNAL HILL,6450003A,2521,191,N,949,POLLING PLACE,113,23,23,39
SIGNAL HILL,6450003A,2521,191,N,0,VBM PORTION,130,39,31,27
SIGNAL HILL,6450003A,2521,191,N,949,TOTAL,243,62,54,66
SIGNAL HILL,6450004A,2522,191,N,1107,POLLING PLACE,180,59,39,52
SIGNAL HILL,6450004A,2522,191,N,0,VBM PORTION,129,48,24,22
SIGNAL HILL,6450004A,2522,191,N,1107,TOTAL,309,107,63,74
SIGNAL HILL,6450005A,2523,191,N,1169,POLLING PLACE,150,27,33,48
SIGNAL HILL,6450005A,2523,191,N,0,VBM PORTION,197,49,46,35
SIGNAL HILL,6450005A,2523,191,N,1169,TOTAL,347,76,79,83
SIGNAL HILL,6450006A,2524,191,N,1145,POLLING PLACE,159,45,31,50
SIGNAL HILL,6450006A,2524,191,N,0,VBM PORTION,127,20,33,38
SIGNAL HILL,6450006A,2524,191,N,1145,TOTAL,286,65,64,88
SOUTH EL MONTE,6530002A,2525,74,N,1159,POLLING PLACE,42,16,11,8
SOUTH EL MONTE,6530002A,2525,74,N,0,VBM PORTION,50,19,8,11
SOUTH EL MONTE,6530002A,2525,74,N,1159,TOTAL,92,35,19,19
SOUTH EL MONTE,6530004A,2526,124,N,1097,POLLING PLACE,93,38,23,21
SOUTH EL MONTE,6530004A,2526,124,N,0,VBM PORTION,54,14,25,4
SOUTH EL MONTE,6530004A,2526,124,N,1097,TOTAL,147,52,48,25
SOUTH EL MONTE,6530005A,2527,124,N,871,POLLING PLACE,37,14,12,3
SOUTH EL MONTE,6530005A,2527,124,N,0,VBM PORTION,25,10,4,6
SOUTH EL MONTE,6530005A,2527,124,N,871,TOTAL,62,24,16,9
SOUTH EL MONTE,6530041A,2528,124,N,1305,POLLING PLACE,76,31,17,18
SOUTH EL MONTE,6530041A,2528,124,N,0,VBM PORTION,60,23,11,14
SOUTH EL MONTE,6530041A,2528,124,N,1305,TOTAL,136,54,28,32
SOUTH EL MONTE,6530043B,2529,124,N,887,POLLING PLACE,39,13,6,11
SOUTH EL MONTE,6530043B,2529,124,N,0,VBM PORTION,49,25,10,9
SOUTH EL MONTE,6530043B,2529,124,N,887,TOTAL,88,38,16,20
SOUTH EL MONTE,6530045A,2530,124,N,1197,POLLING PLACE,66,17,11,24
SOUTH EL MONTE,6530045A,2530,124,N,0,VBM PORTION,71,34,15,13
SOUTH EL MONTE,6530045A,2530,124,N,1197,TOTAL,137,51,26,37
SOUTH EL MONTE,6530046A,2531,124,N,783,POLLING PLACE,45,14,8,12
SOUTH EL MONTE,6530046A,2531,124,N,0,VBM PORTION,38,15,3,12
SOUTH EL MONTE,6530046A,2531,124,N,783,TOTAL,83,29,11,24
SOUTH GATE,6550001A,2532,165,N,1165,POLLING PLACE,71,16,26,15
SOUTH GATE,6550001A,2532,165,N,0,VBM PORTION,57,17,4,13
SOUTH GATE,6550001A,2532,165,N,1165,TOTAL,128,33,30,28
SOUTH GATE,6550003A,2533,165,N,989,POLLING PLACE,41,21,6,9
SOUTH GATE,6550003A,2533,165,N,0,VBM PORTION,23,10,1,7
SOUTH GATE,6550003A,2533,165,N,989,TOTAL,64,31,7,16
SOUTH GATE,6550004A,2534,165,N,976,POLLING PLACE,51,22,11,10
SOUTH GATE,6550004A,2534,165,N,0,VBM PORTION,24,11,5,6
SOUTH GATE,6550004A,2534,165,N,976,TOTAL,75,33,16,16
SOUTH GATE,6550006A,2535,165,N,1028,POLLING PLACE,39,9,17,7
SOUTH GATE,6550006A,2535,165,N,0,VBM PORTION,38,15,9,6
SOUTH GATE,6550006A,2535,165,N,1028,TOTAL,77,24,26,13
SOUTH GATE,6550009A,2536,165,N,1044,POLLING PLACE,45,21,5,16
SOUTH GATE,6550009A,2536,165,N,0,VBM PORTION,24,7,9,3
SOUTH GATE,6550009A,2536,165,N,1044,TOTAL,69,28,14,19
SOUTH GATE,6550010A,2537,165,N,1131,POLLING PLACE,78,31,14,17
SOUTH GATE,6550010A,2537,165,N,0,VBM PORTION,19,6,4,8
SOUTH GATE,6550010A,2537,165,N,1131,TOTAL,97,37,18,25
SOUTH GATE,6550011A,2538,165,N,1265,POLLING PLACE,48,17,8,9
SOUTH GATE,6550011A,2538,165,N,0,VBM PORTION,38,9,13,10
SOUTH GATE,6550011A,2538,165,N,1265,TOTAL,86,26,21,19
SOUTH GATE,6550012B,2539,165,N,1137,POLLING PLACE,64,20,14,17
SOUTH GATE,6550012B,2539,165,N,0,VBM PORTION,29,12,11,3
SOUTH GATE,6550012B,2539,165,N,1137,TOTAL,93,32,25,20
SOUTH GATE,6550015A,2540,165,N,1146,POLLING PLACE,64,26,15,12
SOUTH GATE,6550015A,2540,165,N,0,VBM PORTION,48,14,14,10
SOUTH GATE,6550015A,2540,165,N,1146,TOTAL,112,40,29,22
SOUTH GATE,6550016A,2541,165,N,989,POLLING PLACE,42,26,7,2
SOUTH GATE,6550016A,2541,165,N,0,VBM PORTION,29,7,8,10
SOUTH GATE,6550016A,2541,165,N,989,TOTAL,71,33,15,12
SOUTH GATE,6550017A,2542,165,N,1149,POLLING PLACE,66,23,12,19
SOUTH GATE,6550017A,2542,165,N,0,VBM PORTION,33,13,9,3
SOUTH GATE,6550017A,2542,165,N,1149,TOTAL,99,36,21,22
SOUTH GATE,6550018A,2543,165,N,1036,POLLING PLACE,42,20,7,9
SOUTH GATE,6550018A,2543,165,N,0,VBM PORTION,38,16,5,11
SOUTH GATE,6550018A,2543,165,N,1036,TOTAL,80,36,12,20
SOUTH GATE,6550019B,2544,165,N,1164,POLLING PLACE,55,15,17,15
SOUTH GATE,6550019B,2544,165,N,0,VBM PORTION,32,14,4,8
SOUTH GATE,6550019B,2544,165,N,1164,TOTAL,87,29,21,23
SOUTH GATE,6550020A,2545,165,N,1066,POLLING PLACE,51,20,5,16
SOUTH GATE,6550020A,2545,165,N,0,VBM PORTION,28,13,3,8
SOUTH GATE,6550020A,2545,165,N,1066,TOTAL,79,33,8,24
SOUTH GATE,6550021A,2546,165,N,790,POLLING PLACE,13,6,2,4
SOUTH GATE,6550021A,2546,165,N,0,VBM PORTION,20,8,9,1
SOUTH GATE,6550021A,2546,165,N,790,TOTAL,33,14,11,5
SOUTH GATE,6550022A,2547,165,N,940,POLLING PLACE,50,21,9,13
SOUTH GATE,6550022A,2547,165,N,0,VBM PORTION,26,9,3,7
SOUTH GATE,6550022A,2547,165,N,940,TOTAL,76,30,12,20
SOUTH GATE,6550022B,2548,165,N,795,POLLING PLACE,31,16,4,10
SOUTH GATE,6550022B,2548,165,N,0,VBM PORTION,19,8,6,1
SOUTH GATE,6550022B,2548,165,N,795,TOTAL,50,24,10,11
SOUTH GATE,6550028A,2549,165,N,1036,POLLING PLACE,65,27,10,22
SOUTH GATE,6550028A,2549,165,N,0,VBM PORTION,39,15,10,6
SOUTH GATE,6550028A,2549,165,N,1036,TOTAL,104,42,20,28
SOUTH GATE,6550029A,2550,165,N,1139,POLLING PLACE,61,23,13,12
SOUTH GATE,6550029A,2550,165,N,0,VBM PORTION,30,13,5,7
SOUTH GATE,6550029A,2550,165,N,1139,TOTAL,91,36,18,19
SOUTH GATE,6550030C,2551,165,N,797,POLLING PLACE,63,30,10,12
SOUTH GATE,6550030C,2551,165,N,0,VBM PORTION,25,12,7,3
SOUTH GATE,6550030C,2551,165,N,797,TOTAL,88,42,17,15
SOUTH GATE,6550031A,2552,165,N,1186,POLLING PLACE,48,18,10,9
SOUTH GATE,6550031A,2552,165,N,0,VBM PORTION,35,20,6,7
SOUTH GATE,6550031A,2552,165,N,1186,TOTAL,83,38,16,16
SOUTH GATE,6550035A,2553,165,N,1277,POLLING PLACE,62,18,13,17
SOUTH GATE,6550035A,2553,165,N,0,VBM PORTION,41,8,6,12
SOUTH GATE,6550035A,2553,165,N,1277,TOTAL,103,26,19,29
SOUTH GATE,6550036A,2554,165,N,1105,POLLING PLACE,50,19,12,11
SOUTH GATE,6550036A,2554,165,N,0,VBM PORTION,21,6,2,7
SOUTH GATE,6550036A,2554,165,N,1105,TOTAL,71,25,14,18
SOUTH GATE,6550039A,2555,165,N,924,POLLING PLACE,63,15,13,19
SOUTH GATE,6550039A,2555,165,N,0,VBM PORTION,17,6,3,7
SOUTH GATE,6550039A,2555,165,N,924,TOTAL,80,21,16,26
SOUTH GATE,6550047B,2556,165,N,1114,POLLING PLACE,60,25,7,13
SOUTH GATE,6550047B,2556,165,N,0,VBM PORTION,33,14,14,2
SOUTH GATE,6550047B,2556,165,N,1114,TOTAL,93,39,21,15
SOUTH GATE,6550048A,2557,165,N,1312,POLLING PLACE,60,31,11,14
SOUTH GATE,6550048A,2557,165,N,0,VBM PORTION,33,12,10,7
SOUTH GATE,6550048A,2557,165,N,1312,TOTAL,93,43,21,21
SOUTH GATE,6550050A,2558,165,N,1060,POLLING PLACE,52,15,6,17
SOUTH GATE,6550050A,2558,165,N,0,VBM PORTION,40,19,5,9
SOUTH GATE,6550050A,2558,165,N,1060,TOTAL,92,34,11,26
SOUTH GATE,6550052A,2559,165,N,1035,POLLING PLACE,46,17,8,8
SOUTH GATE,6550052A,2559,165,N,0,VBM PORTION,38,11,9,14
SOUTH GATE,6550052A,2559,165,N,1035,TOTAL,84,28,17,22
SOUTH GATE,6550053A,2560,165,N,1272,POLLING PLACE,62,26,15,15
SOUTH GATE,6550053A,2560,165,N,0,VBM PORTION,42,18,9,9
SOUTH GATE,6550053A,2560,165,N,1272,TOTAL,104,44,24,24
SOUTH GATE,6550055A,2561,165,N,794,POLLING PLACE,46,18,8,11
SOUTH GATE,6550055A,2561,165,N,0,VBM PORTION,30,15,5,7
SOUTH GATE,6550055A,2561,165,N,794,TOTAL,76,33,13,18
SOUTH GATE,6550056A,2562,165,N,434,POLLING PLACE,28,11,7,6
SOUTH GATE,6550056A,2562,165,N,0,VBM PORTION,53,18,10,18
SOUTH GATE,6550056A,2562,165,N,434,TOTAL,81,29,17,24
SOUTH GATE,6550060A,2563,165,N,1118,POLLING PLACE,80,26,17,17
SOUTH GATE,6550060A,2563,165,N,0,VBM PORTION,56,29,6,13
SOUTH GATE,6550060A,2563,165,N,1118,TOTAL,136,55,23,30
SOUTH GATE,6550061A,2564,165,N,632,POLLING PLACE,38,17,11,3
SOUTH GATE,6550061A,2564,165,N,0,VBM PORTION,19,10,3,3
SOUTH GATE,6550061A,2564,165,N,632,TOTAL,57,27,14,6
SOUTH GATE,6550062A,2565,165,N,1170,POLLING PLACE,76,22,17,23
SOUTH GATE,6550062A,2565,165,N,0,VBM PORTION,54,13,26,4
SOUTH GATE,6550062A,2565,165,N,1170,TOTAL,130,35,43,27
SOUTH GATE,6550066C,2566,165,N,558,POLLING PLACE,32,9,5,7
SOUTH GATE,6550066C,2566,165,N,0,VBM PORTION,43,7,18,10
SOUTH GATE,6550066C,2566,165,N,558,TOTAL,75,16,23,17
SOUTH PASADENA,6600001A,2567,33,N,997,POLLING PLACE,100,33,17,34
SOUTH PASADENA,6600001A,2567,33,N,0,VBM PORTION,84,21,13,24
SOUTH PASADENA,6600001A,2567,33,N,997,TOTAL,184,54,30,58
SOUTH PASADENA,6600003A,2568,33,N,1037,POLLING PLACE,118,34,24,36
SOUTH PASADENA,6600003A,2568,33,N,0,VBM PORTION,100,34,15,19
SOUTH PASADENA,6600003A,2568,33,N,1037,TOTAL,218,68,39,55
SOUTH PASADENA,6600005A,2569,33,N,998,POLLING PLACE,140,29,28,39
SOUTH PASADENA,6600005A,2569,33,N,0,VBM PORTION,161,35,26,51
SOUTH PASADENA,6600005A,2569,33,N,998,TOTAL,301,64,54,90
SOUTH PASADENA,6600006A,2570,33,N,885,POLLING PLACE,105,27,22,27
SOUTH PASADENA,6600006A,2570,33,N,0,VBM PORTION,74,12,11,22
SOUTH PASADENA,6600006A,2570,33,N,885,TOTAL,179,39,33,49
SOUTH PASADENA,6600008A,2571,33,N,860,POLLING PLACE,73,16,19,20
SOUTH PASADENA,6600008A,2571,33,N,0,VBM PORTION,50,12,12,12
SOUTH PASADENA,6600008A,2571,33,N,860,TOTAL,123,28,31,32
SOUTH PASADENA,6600009A,2572,33,N,904,POLLING PLACE,142,24,32,39
SOUTH PASADENA,6600009A,2572,33,N,0,VBM PORTION,127,27,34,18
SOUTH PASADENA,6600009A,2572,33,N,904,TOTAL,269,51,66,57
SOUTH PASADENA,6600010A,2573,33,N,738,POLLING PLACE,81,20,12,26
SOUTH PASADENA,6600010A,2573,33,N,0,VBM PORTION,108,22,27,29
SOUTH PASADENA,6600010A,2573,33,N,738,TOTAL,189,42,39,55
SOUTH PASADENA,6600011A,2574,33,N,992,POLLING PLACE,134,31,25,45
SOUTH PASADENA,6600011A,2574,33,N,0,VBM PORTION,80,15,17,17
SOUTH PASADENA,6600011A,2574,33,N,992,TOTAL,214,46,42,62
SOUTH PASADENA,6600013A,2575,33,N,804,POLLING PLACE,118,27,20,40
SOUTH PASADENA,6600013A,2575,33,N,0,VBM PORTION,94,23,20,21
SOUTH PASADENA,6600013A,2575,33,N,804,TOTAL,212,50,40,61
SOUTH PASADENA,6600015A,2576,33,N,677,POLLING PLACE,82,9,22,30
SOUTH PASADENA,6600015A,2576,33,N,0,VBM PORTION,117,23,42,25
SOUTH PASADENA,6600015A,2576,33,N,677,TOTAL,199,32,64,55
SOUTH PASADENA,6600016A,2577,33,N,895,POLLING PLACE,140,24,31,49
SOUTH PASADENA,6600016A,2577,33,N,0,VBM PORTION,99,25,28,20
SOUTH PASADENA,6600016A,2577,33,N,895,TOTAL,239,49,59,69
SOUTH PASADENA,6600017A,2578,33,N,703,POLLING PLACE,102,23,16,35
SOUTH PASADENA,6600017A,2578,33,N,0,VBM PORTION,72,24,15,18
SOUTH PASADENA,6600017A,2578,33,N,703,TOTAL,174,47,31,53
SOUTH PASADENA,6600019A,2579,33,N,1216,POLLING PLACE,105,22,18,33
SOUTH PASADENA,6600019A,2579,33,N,0,VBM PORTION,121,38,19,32
SOUTH PASADENA,6600019A,2579,33,N,1216,TOTAL,226,60,37,65
SOUTH PASADENA,6600022A,2580,33,N,721,POLLING PLACE,91,16,20,32
SOUTH PASADENA,6600022A,2580,33,N,0,VBM PORTION,117,37,12,29
SOUTH PASADENA,6600022A,2580,33,N,721,TOTAL,208,53,32,61
SOUTH PASADENA,6600024A,2581,33,N,1247,POLLING PLACE,145,38,26,49
SOUTH PASADENA,6600024A,2581,33,N,0,VBM PORTION,147,33,25,33
SOUTH PASADENA,6600024A,2581,33,N,1247,TOTAL,292,71,51,82
SOUTH PASADENA,6600026A,2582,33,N,844,POLLING PLACE,126,23,27,46
SOUTH PASADENA,6600026A,2582,33,N,0,VBM PORTION,133,24,25,37
SOUTH PASADENA,6600026A,2582,33,N,844,TOTAL,259,47,52,83
SOUTH PASADENA,6600028A,2583,33,N,775,POLLING PLACE,104,17,31,37
SOUTH PASADENA,6600028A,2583,33,N,0,VBM PORTION,94,25,17,23
SOUTH PASADENA,6600028A,2583,33,N,775,TOTAL,198,42,48,60
SOUTH PASADENA,6600031A,2584,33,N,788,POLLING PLACE,89,21,16,34
SOUTH PASADENA,6600031A,2584,33,N,0,VBM PORTION,81,14,23,25
SOUTH PASADENA,6600031A,2584,33,N,788,TOTAL,170,35,39,59
SOUTH SAN GABRIEL,6650010A,6162,74,Y,212,POLLING PLACE,0,0,0,0
SOUTH SAN GABRIEL,6650010A,6162,74,Y,0,VBM PORTION,24,5,6,5
SOUTH SAN GABRIEL,6650010A,6162,74,Y,212,TOTAL,24,5,6,5
SOUTH SAN GABRIEL,6650032A,2585,72,N,867,POLLING PLACE,63,22,12,17
SOUTH SAN GABRIEL,6650032A,2585,72,N,0,VBM PORTION,85,24,27,13
SOUTH SAN GABRIEL,6650032A,2585,72,N,867,TOTAL,148,46,39,30
SOUTH SAN GABRIEL,6650033B,2586,72,N,524,POLLING PLACE,35,8,12,8
SOUTH SAN GABRIEL,6650033B,2586,72,N,0,VBM PORTION,38,17,8,9
SOUTH SAN GABRIEL,6650033B,2586,72,N,524,TOTAL,73,25,20,17
SOUTH SAN GABRIEL,6650034A,2587,72,N,1011,POLLING PLACE,62,26,15,14
SOUTH SAN GABRIEL,6650034A,2587,72,N,0,VBM PORTION,52,14,14,11
SOUTH SAN GABRIEL,6650034A,2587,72,N,1011,TOTAL,114,40,29,25
SOUTH SAN GABRIEL,6650035A,2588,72,N,1243,POLLING PLACE,91,32,14,20
SOUTH SAN GABRIEL,6650035A,2588,72,N,0,VBM PORTION,94,35,22,15
SOUTH SAN GABRIEL,6650035A,2588,72,N,1243,TOTAL,185,67,36,35
SOUTH WHITTIER,6700001A,2589,132,N,814,POLLING PLACE,63,20,11,20
SOUTH WHITTIER,6700001A,2589,132,N,0,VBM PORTION,40,13,18,4
SOUTH WHITTIER,6700001A,2589,132,N,814,TOTAL,103,33,29,24
SOUTH WHITTIER,6700002A,2590,132,N,1276,POLLING PLACE,78,31,16,22
SOUTH WHITTIER,6700002A,2590,132,N,0,VBM PORTION,83,22,21,26
SOUTH WHITTIER,6700002A,2590,132,N,1276,TOTAL,161,53,37,48
SOUTH WHITTIER,6700003A,2591,132,N,929,POLLING PLACE,41,10,13,11
SOUTH WHITTIER,6700003A,2591,132,N,0,VBM PORTION,34,11,9,11
SOUTH WHITTIER,6700003A,2591,132,N,929,TOTAL,75,21,22,22
SOUTH WHITTIER,6700004B,2592,132,N,1121,POLLING PLACE,80,27,33,10
SOUTH WHITTIER,6700004B,2592,132,N,0,VBM PORTION,49,20,13,5
SOUTH WHITTIER,6700004B,2592,132,N,1121,TOTAL,129,47,46,15
SOUTH WHITTIER,6700007A,2593,132,N,1029,POLLING PLACE,59,15,14,19
SOUTH WHITTIER,6700007A,2593,132,N,0,VBM PORTION,60,15,12,17
SOUTH WHITTIER,6700007A,2593,132,N,1029,TOTAL,119,30,26,36
SOUTH WHITTIER,6700008A,2594,132,N,1208,POLLING PLACE,103,21,33,30
SOUTH WHITTIER,6700008A,2594,132,N,0,VBM PORTION,87,23,27,16
SOUTH WHITTIER,6700008A,2594,132,N,1208,TOTAL,190,44,60,46
SOUTH WHITTIER,6700009B,2595,132,N,689,POLLING PLACE,53,17,12,13
SOUTH WHITTIER,6700009B,2595,132,N,0,VBM PORTION,32,10,5,10
SOUTH WHITTIER,6700009B,2595,132,N,689,TOTAL,85,27,17,23
SOUTH WHITTIER,6700010A,2596,132,N,975,POLLING PLACE,65,19,10,25
SOUTH WHITTIER,6700010A,2596,132,N,0,VBM PORTION,71,24,15,15
SOUTH WHITTIER,6700010A,2596,132,N,975,TOTAL,136,43,25,40
SOUTH WHITTIER,6700011B,2597,132,N,1302,POLLING PLACE,96,28,25,29
SOUTH WHITTIER,6700011B,2597,132,N,0,VBM PORTION,107,44,24,15
SOUTH WHITTIER,6700011B,2597,132,N,1302,TOTAL,203,72,49,44
SOUTH WHITTIER,6700012A,2598,132,N,1036,POLLING PLACE,97,16,34,30
SOUTH WHITTIER,6700012A,2598,132,N,0,VBM PORTION,84,31,33,8
SOUTH WHITTIER,6700012A,2598,132,N,1036,TOTAL,181,47,67,38
SOUTH WHITTIER,6700014B,2599,132,N,1089,POLLING PLACE,66,18,18,19
SOUTH WHITTIER,6700014B,2599,132,N,0,VBM PORTION,66,15,24,10
SOUTH WHITTIER,6700014B,2599,132,N,1089,TOTAL,132,33,42,29
SOUTH WHITTIER,6700015A,2600,132,N,751,POLLING PLACE,62,15,19,14
SOUTH WHITTIER,6700015A,2600,132,N,0,VBM PORTION,39,9,9,8
SOUTH WHITTIER,6700015A,2600,132,N,751,TOTAL,101,24,28,22
SOUTH WHITTIER,6700016A,2601,132,N,1077,POLLING PLACE,111,34,33,20
SOUTH WHITTIER,6700016A,2601,132,N,0,VBM PORTION,97,22,35,9
SOUTH WHITTIER,6700016A,2601,132,N,1077,TOTAL,208,56,68,29
SOUTH WHITTIER,6700017A,2602,132,N,1298,POLLING PLACE,116,24,34,38
SOUTH WHITTIER,6700017A,2602,132,N,0,VBM PORTION,112,27,30,26
SOUTH WHITTIER,6700017A,2602,132,N,1298,TOTAL,228,51,64,64
SOUTH WHITTIER,6700019A,2603,132,N,1119,POLLING PLACE,44,15,11,13
SOUTH WHITTIER,6700019A,2603,132,N,0,VBM PORTION,17,7,4,2
SOUTH WHITTIER,6700019A,2603,132,N,1119,TOTAL,61,22,15,15
SOUTH WHITTIER,6700021A,2604,132,N,1250,POLLING PLACE,137,30,54,38
SOUTH WHITTIER,6700021A,2604,132,N,0,VBM PORTION,97,27,27,23
SOUTH WHITTIER,6700021A,2604,132,N,1250,TOTAL,234,57,81,61
SOUTH WHITTIER,6700023A,2605,132,N,886,POLLING PLACE,53,13,12,16
SOUTH WHITTIER,6700023A,2605,132,N,0,VBM PORTION,67,21,18,14
SOUTH WHITTIER,6700023A,2605,132,N,886,TOTAL,120,34,30,30
SOUTH WHITTIER,6700025A,2606,132,N,664,POLLING PLACE,33,11,7,13
SOUTH WHITTIER,6700025A,2606,132,N,0,VBM PORTION,23,6,6,6
SOUTH WHITTIER,6700025A,2606,132,N,664,TOTAL,56,17,13,19
SOUTH WHITTIER,6700052A,2607,132,N,1018,POLLING PLACE,58,13,19,18
SOUTH WHITTIER,6700052A,2607,132,N,0,VBM PORTION,62,12,21,23
SOUTH WHITTIER,6700052A,2607,132,N,1018,TOTAL,120,25,40,41
SOUTH WHITTIER,6700053A,2608,132,N,1078,POLLING PLACE,60,20,15,15
SOUTH WHITTIER,6700053A,2608,132,N,0,VBM PORTION,68,29,11,18
SOUTH WHITTIER,6700053A,2608,132,N,1078,TOTAL,128,49,26,33
SOUTH WHITTIER,6700054B,2609,132,N,1213,POLLING PLACE,77,28,21,15
SOUTH WHITTIER,6700054B,2609,132,N,0,VBM PORTION,47,15,20,6
SOUTH WHITTIER,6700054B,2609,132,N,1213,TOTAL,124,43,41,21
SOUTH WHITTIER,6700055A,2610,132,N,1043,POLLING PLACE,45,17,9,15
SOUTH WHITTIER,6700055A,2610,132,N,0,VBM PORTION,48,13,18,8
SOUTH WHITTIER,6700055A,2610,132,N,1043,TOTAL,93,30,27,23
SOUTH WHITTIER,6700056A,2611,132,N,1206,POLLING PLACE,51,25,6,14
SOUTH WHITTIER,6700056A,2611,132,N,0,VBM PORTION,49,17,11,10
SOUTH WHITTIER,6700056A,2611,132,N,1206,TOTAL,100,42,17,24
SOUTH WHITTIER,6700057A,2612,132,N,1261,POLLING PLACE,102,29,24,29
SOUTH WHITTIER,6700057A,2612,132,N,0,VBM PORTION,100,36,25,18
SOUTH WHITTIER,6700057A,2612,132,N,1261,TOTAL,202,65,49,47
SOUTH WHITTIER,6700059A,2613,132,N,945,POLLING PLACE,77,21,33,14
SOUTH WHITTIER,6700059A,2613,132,N,0,VBM PORTION,79,27,21,17
SOUTH WHITTIER,6700059A,2613,132,N,945,TOTAL,156,48,54,31
SOUTH WHITTIER,6700062A,2614,132,N,1185,POLLING PLACE,93,30,23,29
SOUTH WHITTIER,6700062A,2614,132,N,0,VBM PORTION,73,18,24,21
SOUTH WHITTIER,6700062A,2614,132,N,1185,TOTAL,166,48,47,50
SOUTH WHITTIER,6700064A,2615,132,N,937,POLLING PLACE,64,20,16,18
