LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,LUIS J RODRIGUEZ,ALMA MARIE WINSTON,EDMUND G BROWN,JANEL H BUYCKS,ANDREW BLOUNT,RAKESH K CHRISTIAN,GLENN CHAMP,NEEL KASHKARI,TIM DONNELLY,"""BO"" B AMBROZEWICZ",AKINYEMI AGBEDE,RICHARD W AGUIRRE,ROBERT NEWMAN,CINDY L SHEEHAN,JOE LEICHT
WEST COVINA,7700028A,2840,66,N,794,TOTAL,92,1,1,57,0,1,1,0,17,10,0,1,2,0,0,0
WEST COVINA,7700031A,2841,66,N,1003,POLLING PLACE,77,1,0,35,0,3,0,0,17,16,0,1,0,2,0,0
WEST COVINA,7700031A,2841,66,N,0,VBM PORTION,56,0,1,32,0,3,0,1,11,4,0,0,0,0,0,0
WEST COVINA,7700031A,2841,66,N,1003,TOTAL,133,1,1,67,0,6,0,1,28,20,0,1,0,2,0,0
WEST COVINA,7700033A,2842,66,N,1301,POLLING PLACE,80,0,1,46,0,0,0,0,18,9,0,1,0,0,0,0
WEST COVINA,7700033A,2842,66,N,0,VBM PORTION,80,1,0,32,0,4,1,0,16,18,0,2,0,3,0,0
WEST COVINA,7700033A,2842,66,N,1301,TOTAL,160,1,1,78,0,4,1,0,34,27,0,3,0,3,0,0
WEST COVINA,7700037A,2843,66,N,1080,POLLING PLACE,78,0,0,51,0,3,0,0,8,11,0,2,1,0,0,0
WEST COVINA,7700037A,2843,66,N,0,VBM PORTION,80,2,0,48,0,2,0,0,7,13,2,1,1,2,1,0
WEST COVINA,7700037A,2843,66,N,1080,TOTAL,158,2,0,99,0,5,0,0,15,24,2,3,2,2,1,0
WEST COVINA,7700038A,2844,66,N,1108,POLLING PLACE,56,0,0,40,0,2,0,0,5,5,0,1,0,1,1,0
WEST COVINA,7700038A,2844,66,N,0,VBM PORTION,68,1,1,48,0,0,0,3,9,3,0,1,2,0,0,0
WEST COVINA,7700038A,2844,66,N,1108,TOTAL,124,1,1,88,0,2,0,3,14,8,0,2,2,1,1,0
WEST COVINA,7700039A,2845,66,N,884,POLLING PLACE,64,4,1,30,0,5,0,0,15,3,0,0,0,0,1,0
WEST COVINA,7700039A,2845,66,N,0,VBM PORTION,61,3,1,34,0,3,0,0,5,10,0,1,0,0,0,0
WEST COVINA,7700039A,2845,66,N,884,TOTAL,125,7,2,64,0,8,0,0,20,13,0,1,0,0,1,0
WEST COVINA,7700040A,2846,66,N,1309,POLLING PLACE,95,2,2,46,0,0,0,0,25,11,0,1,0,0,0,1
WEST COVINA,7700040A,2846,66,N,0,VBM PORTION,69,2,1,27,1,2,0,2,17,12,0,0,1,1,0,1
WEST COVINA,7700040A,2846,66,N,1309,TOTAL,164,4,3,73,1,2,0,2,42,23,0,1,1,1,0,2
WEST COVINA,7700056A,2847,119,N,574,POLLING PLACE,45,1,1,19,0,0,0,0,8,13,0,0,1,0,1,0
WEST COVINA,7700056A,2847,119,N,0,VBM PORTION,44,1,0,21,1,1,0,2,4,7,0,0,1,0,3,0
WEST COVINA,7700056A,2847,119,N,574,TOTAL,89,2,1,40,1,1,0,2,12,20,0,0,2,0,4,0
WEST COVINA,7700056C,2848,119,N,780,POLLING PLACE,23,4,0,6,1,3,0,0,1,4,0,0,1,0,2,0
WEST COVINA,7700056C,2848,119,N,0,VBM PORTION,61,0,1,25,0,0,0,1,16,5,0,2,0,0,2,0
WEST COVINA,7700056C,2848,119,N,780,TOTAL,84,4,1,31,1,3,0,1,17,9,0,2,1,0,4,0
WEST COVINA,7700073A,2849,119,N,537,POLLING PLACE,30,1,0,21,0,0,1,0,4,0,0,0,0,0,0,0
WEST COVINA,7700073A,2849,119,N,0,VBM PORTION,28,0,0,19,0,0,0,0,4,4,0,0,0,0,0,0
WEST COVINA,7700073A,2849,119,N,537,TOTAL,58,1,0,40,0,0,1,0,8,4,0,0,0,0,0,0
WEST COVINA,7700079A,2850,119,N,966,POLLING PLACE,56,0,0,38,1,1,0,0,10,3,0,1,1,1,0,0
WEST COVINA,7700079A,2850,119,N,0,VBM PORTION,58,2,2,30,0,2,0,1,9,8,0,3,1,0,0,0
WEST COVINA,7700079A,2850,119,N,966,TOTAL,114,2,2,68,1,3,0,1,19,11,0,4,2,1,0,0
WEST COVINA,7700079B,2851,119,N,639,POLLING PLACE,36,0,0,24,0,1,0,2,5,3,0,0,1,0,0,0
WEST COVINA,7700079B,2851,119,N,0,VBM PORTION,68,3,0,43,0,0,0,1,7,9,0,1,0,0,3,0
WEST COVINA,7700079B,2851,119,N,639,TOTAL,104,3,0,67,0,1,0,3,12,12,0,1,1,0,3,0
WEST COVINA,7700080A,2852,119,N,728,POLLING PLACE,67,2,1,33,3,0,1,0,13,8,1,2,3,0,0,0
WEST COVINA,7700080A,2852,119,N,0,VBM PORTION,48,1,2,27,0,0,0,0,7,6,0,0,1,0,0,0
WEST COVINA,7700080A,2852,119,N,728,TOTAL,115,3,3,60,3,0,1,0,20,14,1,2,4,0,0,0
WEST COVINA,7700114A,2853,119,N,942,POLLING PLACE,48,0,0,22,0,0,0,0,8,13,0,1,2,0,2,0
WEST COVINA,7700114A,2853,119,N,0,VBM PORTION,72,2,1,41,0,0,0,0,12,14,0,0,0,0,0,0
WEST COVINA,7700114A,2853,119,N,942,TOTAL,120,2,1,63,0,0,0,0,20,27,0,1,2,0,2,0
WEST COVINA,7700115A,2854,119,N,677,POLLING PLACE,42,0,0,27,0,4,1,0,6,2,0,2,0,0,0,0
WEST COVINA,7700115A,2854,119,N,0,VBM PORTION,71,1,0,23,0,3,0,3,15,20,1,0,2,2,1,0
WEST COVINA,7700115A,2854,119,N,677,TOTAL,113,1,0,50,0,7,1,3,21,22,1,2,2,2,1,0
WEST COVINA,7700116A,2855,119,N,808,POLLING PLACE,51,0,0,33,0,0,0,0,11,5,0,1,0,1,0,0
WEST COVINA,7700116A,2855,119,N,0,VBM PORTION,59,1,0,37,1,3,0,0,9,7,0,1,0,0,0,0
WEST COVINA,7700116A,2855,119,N,808,TOTAL,110,1,0,70,1,3,0,0,20,12,0,2,0,1,0,0
WEST COVINA,7700118A,2856,119,N,1059,POLLING PLACE,54,2,0,24,0,1,0,1,16,8,0,0,0,0,0,0
WEST COVINA,7700118A,2856,119,N,0,VBM PORTION,97,2,0,60,0,0,0,1,4,17,0,0,1,4,2,0
WEST COVINA,7700118A,2856,119,N,1059,TOTAL,151,4,0,84,0,1,0,2,20,25,0,0,1,4,2,0
WEST COVINA,7700122A,2857,119,N,599,POLLING PLACE,32,2,0,18,0,0,0,0,6,1,0,0,2,0,0,0
WEST COVINA,7700122A,2857,119,N,0,VBM PORTION,47,0,1,24,0,1,0,0,5,8,0,2,0,0,0,0
WEST COVINA,7700122A,2857,119,N,599,TOTAL,79,2,1,42,0,1,0,0,11,9,0,2,2,0,0,0
WEST COVINA,7700140A,2858,66,N,975,POLLING PLACE,65,1,0,35,0,1,0,1,15,8,0,1,0,0,2,0
WEST COVINA,7700140A,2858,66,N,0,VBM PORTION,57,0,0,37,0,1,0,2,10,5,0,1,1,0,0,0
WEST COVINA,7700140A,2858,66,N,975,TOTAL,122,1,0,72,0,2,0,3,25,13,0,2,1,0,2,0
WEST COVINA,7700141A,2859,66,N,1168,POLLING PLACE,74,2,0,37,0,3,1,1,18,10,0,0,0,0,0,0
WEST COVINA,7700141A,2859,66,N,0,VBM PORTION,74,0,0,45,0,0,0,1,16,5,0,0,0,2,1,0
WEST COVINA,7700141A,2859,66,N,1168,TOTAL,148,2,0,82,0,3,1,2,34,15,0,0,0,2,1,0
WEST COVINA,7700142A,2860,66,N,1249,POLLING PLACE,82,0,0,37,1,3,0,1,17,17,0,1,0,2,0,0
WEST COVINA,7700142A,2860,66,N,0,VBM PORTION,54,0,0,32,0,2,1,2,9,7,0,0,0,0,0,0
WEST COVINA,7700142A,2860,66,N,1249,TOTAL,136,0,0,69,1,5,1,3,26,24,0,1,0,2,0,0
WEST COVINA,7700143A,2861,66,N,1101,POLLING PLACE,73,2,0,37,0,2,0,1,17,11,0,0,1,0,0,0
WEST COVINA,7700143A,2861,66,N,0,VBM PORTION,86,2,0,51,0,4,0,0,15,5,0,2,1,0,4,0
WEST COVINA,7700143A,2861,66,N,1101,TOTAL,159,4,0,88,0,6,0,1,32,16,0,2,2,0,4,0
WEST COVINA,7700144A,2862,66,N,919,POLLING PLACE,52,1,1,32,0,0,0,0,9,5,0,0,0,1,2,0
WEST COVINA,7700144A,2862,66,N,0,VBM PORTION,61,0,0,34,0,1,0,0,4,16,0,0,0,0,1,0
WEST COVINA,7700144A,2862,66,N,919,TOTAL,113,1,1,66,0,1,0,0,13,21,0,0,0,1,3,0
WEST COVINA,7700145A,2863,66,N,940,POLLING PLACE,66,1,0,38,0,2,0,1,13,7,0,0,0,0,0,0
WEST COVINA,7700145A,2863,66,N,0,VBM PORTION,47,1,0,25,0,1,0,0,9,8,0,0,0,0,0,0
WEST COVINA,7700145A,2863,66,N,940,TOTAL,113,2,0,63,0,3,0,1,22,15,0,0,0,0,0,0
WEST COVINA,7700148A,2864,66,N,1065,POLLING PLACE,89,0,0,38,0,1,2,1,23,19,0,1,0,0,0,3
WEST COVINA,7700148A,2864,66,N,0,VBM PORTION,53,3,1,30,0,0,0,1,5,9,3,0,0,0,0,0
WEST COVINA,7700148A,2864,66,N,1065,TOTAL,142,3,1,68,0,1,2,2,28,28,3,1,0,0,0,3
WEST COVINA,7700150A,2865,66,N,1080,POLLING PLACE,80,3,0,43,0,1,0,0,13,19,0,0,0,1,0,0
WEST COVINA,7700150A,2865,66,N,0,VBM PORTION,65,2,1,34,1,1,0,0,10,12,0,0,0,1,0,0
WEST COVINA,7700150A,2865,66,N,1080,TOTAL,145,5,1,77,1,2,0,0,23,31,0,0,0,2,0,0
WEST COVINA,7700153A,2866,66,N,663,POLLING PLACE,49,1,2,28,0,0,0,0,8,2,0,0,0,4,2,0
WEST COVINA,7700153A,2866,66,N,0,VBM PORTION,68,1,3,33,0,1,0,0,18,9,0,0,0,0,0,0
WEST COVINA,7700153A,2866,66,N,663,TOTAL,117,2,5,61,0,1,0,0,26,11,0,0,0,4,2,0
WEST COVINA,7700153C,2867,66,N,1118,POLLING PLACE,70,3,0,41,0,1,0,0,14,10,0,1,0,0,0,0
WEST COVINA,7700153C,2867,66,N,0,VBM PORTION,75,1,0,43,0,2,2,3,13,6,1,0,0,0,2,0
WEST COVINA,7700153C,2867,66,N,1118,TOTAL,145,4,0,84,0,3,2,3,27,16,1,1,0,0,2,0
WEST COVINA,7700154A,2868,66,N,704,POLLING PLACE,39,0,2,23,0,0,1,0,4,6,0,0,0,0,0,0
WEST COVINA,7700154A,2868,66,N,0,VBM PORTION,67,0,0,48,0,0,0,1,14,3,0,0,1,0,0,0
WEST COVINA,7700154A,2868,66,N,704,TOTAL,106,0,2,71,0,0,1,1,18,9,0,0,1,0,0,0
WEST COVINA,7700155C,2869,119,N,897,POLLING PLACE,41,0,1,22,0,2,0,0,6,6,0,1,0,0,0,0
WEST COVINA,7700155C,2869,119,N,0,VBM PORTION,80,1,3,55,0,0,0,0,8,8,1,0,0,1,1,1
WEST COVINA,7700155C,2869,119,N,897,TOTAL,121,1,4,77,0,2,0,0,14,14,1,1,0,1,1,1
WEST COVINA,7700158A,2870,66,N,1137,POLLING PLACE,76,0,0,43,2,3,0,1,11,13,0,0,0,1,0,0
WEST COVINA,7700158A,2870,66,N,0,VBM PORTION,84,1,0,62,0,3,0,1,7,2,2,0,0,0,0,0
WEST COVINA,7700158A,2870,66,N,1137,TOTAL,160,1,0,105,2,6,0,2,18,15,2,0,0,1,0,0
WEST COVINA,7700162A,2871,119,N,454,POLLING PLACE,16,0,0,7,0,0,0,2,6,0,0,0,0,0,1,0
WEST COVINA,7700162A,2871,119,N,0,VBM PORTION,39,0,0,21,0,0,0,0,3,6,0,0,3,0,0,0
WEST COVINA,7700162A,2871,119,N,454,TOTAL,55,0,0,28,0,0,0,2,9,6,0,0,3,0,1,0
WEST COVINA,7700163A,2872,119,N,973,POLLING PLACE,45,0,3,23,1,2,1,1,7,2,0,2,0,0,2,0
WEST COVINA,7700163A,2872,119,N,0,VBM PORTION,48,0,1,30,0,0,0,0,6,5,0,1,1,3,0,0
WEST COVINA,7700163A,2872,119,N,973,TOTAL,93,0,4,53,1,2,1,1,13,7,0,3,1,3,2,0
WEST COVINA,7700165A,2873,66,N,1129,POLLING PLACE,88,0,1,33,1,0,2,0,36,14,0,0,0,0,0,0
WEST COVINA,7700165A,2873,66,N,0,VBM PORTION,89,0,0,28,0,6,2,3,31,16,0,0,0,0,0,1
WEST COVINA,7700165A,2873,66,N,1129,TOTAL,177,0,1,61,1,6,4,3,67,30,0,0,0,0,0,1
WEST COVINA,7700169A,2874,119,N,777,POLLING PLACE,106,0,0,46,1,0,0,0,35,14,0,3,3,2,1,0
WEST COVINA,7700169A,2874,119,N,0,VBM PORTION,102,0,0,43,2,0,0,1,35,20,0,0,1,0,0,0
WEST COVINA,7700169A,2874,119,N,777,TOTAL,208,0,0,89,3,0,0,1,70,34,0,3,4,2,1,0
WEST COVINA,7700169B,2875,119,N,955,POLLING PLACE,88,2,0,34,0,0,0,0,32,10,2,2,2,0,0,0
WEST COVINA,7700169B,2875,119,N,0,VBM PORTION,97,0,0,42,0,0,0,3,30,11,0,1,2,0,1,1
WEST COVINA,7700169B,2875,119,N,955,TOTAL,185,2,0,76,0,0,0,3,62,21,2,3,4,0,1,1
WEST COVINA,7700313A,2876,119,N,607,POLLING PLACE,38,0,0,27,1,0,0,1,1,5,0,2,1,0,0,0
WEST COVINA,7700313A,2876,119,N,0,VBM PORTION,24,2,1,14,0,0,0,1,1,0,0,0,1,1,1,0
WEST COVINA,7700313A,2876,119,N,607,TOTAL,62,2,1,41,1,0,0,2,2,5,0,2,2,1,1,0
WEST HOLLYWOOD,7750001A,2877,81,N,1078,POLLING PLACE,86,4,0,61,1,0,0,0,4,5,1,1,0,1,5,0
WEST HOLLYWOOD,7750001A,2877,81,N,0,VBM PORTION,73,2,1,56,1,5,0,0,2,3,0,1,0,0,1,0
WEST HOLLYWOOD,7750001A,2877,81,N,1078,TOTAL,159,6,1,117,2,5,0,0,6,8,1,2,0,1,6,0
WEST HOLLYWOOD,7750002A,2878,81,N,1301,POLLING PLACE,92,1,0,77,0,1,0,1,7,2,0,0,0,0,1,0
WEST HOLLYWOOD,7750002A,2878,81,N,0,VBM PORTION,130,2,1,99,1,1,0,0,13,8,0,3,0,0,1,0
WEST HOLLYWOOD,7750002A,2878,81,N,1301,TOTAL,222,3,1,176,1,2,0,1,20,10,0,3,0,0,2,0
WEST HOLLYWOOD,7750003A,2879,81,N,1069,POLLING PLACE,105,2,2,68,0,3,1,2,7,4,1,2,1,3,1,1
WEST HOLLYWOOD,7750003A,2879,81,N,0,VBM PORTION,69,2,1,45,0,3,0,2,7,1,1,1,0,2,2,0
WEST HOLLYWOOD,7750003A,2879,81,N,1069,TOTAL,174,4,3,113,0,6,1,4,14,5,2,3,1,5,3,1
WEST HOLLYWOOD,7750004A,2880,81,N,1207,POLLING PLACE,125,4,0,105,0,0,0,1,7,1,0,0,0,1,3,0
WEST HOLLYWOOD,7750004A,2880,81,N,0,VBM PORTION,120,2,1,101,0,2,0,1,10,1,0,1,0,1,0,0
WEST HOLLYWOOD,7750004A,2880,81,N,1207,TOTAL,245,6,1,206,0,2,0,2,17,2,0,1,0,2,3,0
WEST HOLLYWOOD,7750005A,2881,81,N,1269,POLLING PLACE,131,3,0,105,0,2,0,0,6,8,1,1,0,1,3,0
WEST HOLLYWOOD,7750005A,2881,81,N,0,VBM PORTION,129,1,2,94,1,3,1,0,8,11,0,1,0,1,3,0
WEST HOLLYWOOD,7750005A,2881,81,N,1269,TOTAL,260,4,2,199,1,5,1,0,14,19,1,2,0,2,6,0
WEST HOLLYWOOD,7750006A,2882,81,N,806,POLLING PLACE,90,1,0,67,0,1,0,0,5,9,1,0,0,1,1,0
WEST HOLLYWOOD,7750006A,2882,81,N,0,VBM PORTION,69,0,1,55,1,2,0,0,5,2,0,0,0,1,1,0
WEST HOLLYWOOD,7750006A,2882,81,N,806,TOTAL,159,1,1,122,1,3,0,0,10,11,1,0,0,2,2,0
WEST HOLLYWOOD,7750007A,2883,81,N,1391,POLLING PLACE,141,1,0,116,0,1,1,0,9,6,0,0,0,0,1,0
WEST HOLLYWOOD,7750007A,2883,81,N,0,VBM PORTION,157,2,2,131,1,0,1,0,10,2,0,0,1,0,1,0
WEST HOLLYWOOD,7750007A,2883,81,N,1391,TOTAL,298,3,2,247,1,1,2,0,19,8,0,0,1,0,2,0
WEST HOLLYWOOD,7750008A,2884,81,N,968,POLLING PLACE,104,2,0,88,0,1,0,0,8,1,0,1,0,0,0,0
WEST HOLLYWOOD,7750008A,2884,81,N,0,VBM PORTION,115,1,0,90,1,1,0,1,8,6,1,1,0,0,3,0
WEST HOLLYWOOD,7750008A,2884,81,N,968,TOTAL,219,3,0,178,1,2,0,1,16,7,1,2,0,0,3,0
WEST HOLLYWOOD,7750016A,2885,81,N,1181,POLLING PLACE,127,1,0,109,0,1,0,0,11,2,0,0,0,0,1,0
WEST HOLLYWOOD,7750016A,2885,81,N,0,VBM PORTION,105,2,0,80,1,1,0,0,9,6,0,1,0,0,1,0
WEST HOLLYWOOD,7750016A,2885,81,N,1181,TOTAL,232,3,0,189,1,2,0,0,20,8,0,1,0,0,2,0
WEST HOLLYWOOD,7750017A,2886,81,N,1125,POLLING PLACE,107,3,1,85,0,1,0,1,6,2,2,2,0,1,1,0
WEST HOLLYWOOD,7750017A,2886,81,N,0,VBM PORTION,82,0,0,68,0,0,0,0,10,2,0,0,0,0,1,0
WEST HOLLYWOOD,7750017A,2886,81,N,1125,TOTAL,189,3,1,153,0,1,0,1,16,4,2,2,0,1,2,0
WEST HOLLYWOOD,7750021A,2887,81,N,1301,POLLING PLACE,140,3,0,114,2,3,0,1,8,2,0,1,0,1,2,0
WEST HOLLYWOOD,7750021A,2887,81,N,0,VBM PORTION,128,3,0,99,0,0,0,2,12,4,1,0,1,0,2,0
WEST HOLLYWOOD,7750021A,2887,81,N,1301,TOTAL,268,6,0,213,2,3,0,3,20,6,1,1,1,1,4,0
WEST HOLLYWOOD,7750023A,2888,81,N,1185,POLLING PLACE,120,3,0,98,0,2,0,0,1,6,0,1,0,1,4,0
WEST HOLLYWOOD,7750023A,2888,81,N,0,VBM PORTION,80,2,0,70,0,0,0,0,2,1,0,0,0,3,1,0
WEST HOLLYWOOD,7750023A,2888,81,N,1185,TOTAL,200,5,0,168,0,2,0,0,3,7,0,1,0,4,5,0
WEST HOLLYWOOD,7750024A,2889,81,N,1149,POLLING PLACE,66,2,0,57,0,0,0,0,0,5,0,0,0,0,1,0
WEST HOLLYWOOD,7750024A,2889,81,N,0,VBM PORTION,77,1,0,53,0,5,1,1,4,6,1,0,0,0,0,0
WEST HOLLYWOOD,7750024A,2889,81,N,1149,TOTAL,143,3,0,110,0,5,1,1,4,11,1,0,0,0,1,0
WEST HOLLYWOOD,7750026B,2890,81,N,987,POLLING PLACE,94,1,0,74,1,0,0,1,5,4,0,1,1,1,1,0
WEST HOLLYWOOD,7750026B,2890,81,N,0,VBM PORTION,75,2,1,49,0,5,0,1,6,3,0,0,1,1,1,0
WEST HOLLYWOOD,7750026B,2890,81,N,987,TOTAL,169,3,1,123,1,5,0,2,11,7,0,1,2,2,2,0
WEST HOLLYWOOD,7750030A,2891,81,N,940,POLLING PLACE,78,3,0,53,0,3,0,0,3,4,2,4,0,1,0,1
WEST HOLLYWOOD,7750030A,2891,81,N,0,VBM PORTION,71,1,2,48,0,6,0,0,3,2,2,1,0,0,0,0
WEST HOLLYWOOD,7750030A,2891,81,N,940,TOTAL,149,4,2,101,0,9,0,0,6,6,4,5,0,1,0,1
WEST HOLLYWOOD,7750036B,2892,81,N,884,POLLING PLACE,59,2,0,39,0,1,0,0,4,4,1,2,0,1,1,0
WEST HOLLYWOOD,7750036B,2892,81,N,0,VBM PORTION,49,1,0,36,0,1,0,0,4,1,1,0,0,3,1,0
WEST HOLLYWOOD,7750036B,2892,81,N,884,TOTAL,108,3,0,75,0,2,0,0,8,5,2,2,0,4,2,0
WEST HOLLYWOOD,7750043A,2893,81,N,1105,POLLING PLACE,95,4,1,67,0,1,0,0,5,8,3,1,0,0,3,0
WEST HOLLYWOOD,7750043A,2893,81,N,0,VBM PORTION,78,0,1,58,0,2,0,0,3,7,0,0,0,2,3,0
WEST HOLLYWOOD,7750043A,2893,81,N,1105,TOTAL,173,4,2,125,0,3,0,0,8,15,3,1,0,2,6,0
WEST HOLLYWOOD,7750051A,2894,81,N,936,POLLING PLACE,98,0,0,83,0,1,0,0,8,0,0,0,0,0,2,0
WEST HOLLYWOOD,7750051A,2894,81,N,0,VBM PORTION,107,1,0,97,0,1,0,0,2,4,1,0,0,0,1,0
WEST HOLLYWOOD,7750051A,2894,81,N,936,TOTAL,205,1,0,180,0,2,0,0,10,4,1,0,0,0,3,0
WEST HOLLYWOOD,7750070A,2895,81,N,1177,POLLING PLACE,127,0,0,109,0,2,0,1,6,3,0,1,0,0,3,0
WEST HOLLYWOOD,7750070A,2895,81,N,0,VBM PORTION,131,0,1,109,0,2,0,1,9,2,0,0,0,0,0,0
WEST HOLLYWOOD,7750070A,2895,81,N,1177,TOTAL,258,0,1,218,0,4,0,2,15,5,0,1,0,0,3,0
WEST HOLLYWOOD,7750072A,2896,81,N,837,POLLING PLACE,91,4,0,71,0,2,0,0,3,5,0,1,0,0,3,0
WEST HOLLYWOOD,7750072A,2896,81,N,0,VBM PORTION,85,1,0,68,0,2,0,0,8,4,0,0,0,0,1,0
WEST HOLLYWOOD,7750072A,2896,81,N,837,TOTAL,176,5,0,139,0,4,0,0,11,9,0,1,0,0,4,0
WEST HOLLYWOOD,7750077A,2897,81,N,869,POLLING PLACE,92,2,0,73,0,0,0,0,3,2,0,1,1,2,5,0
WEST HOLLYWOOD,7750077A,2897,81,N,0,VBM PORTION,76,0,0,57,0,1,0,0,7,4,0,3,0,0,2,0
WEST HOLLYWOOD,7750077A,2897,81,N,869,TOTAL,168,2,0,130,0,1,0,0,10,6,0,4,1,2,7,0
WEST HOLLYWOOD,7750077C,2898,81,N,1204,POLLING PLACE,145,1,0,112,0,5,0,1,12,3,0,2,0,2,3,0
WEST HOLLYWOOD,7750077C,2898,81,N,0,VBM PORTION,139,1,2,111,0,4,0,4,8,1,3,2,0,2,0,0
WEST HOLLYWOOD,7750077C,2898,81,N,1204,TOTAL,284,2,2,223,0,9,0,5,20,4,3,4,0,4,3,0
WEST HOLLYWOOD,7750078A,2899,81,N,942,POLLING PLACE,50,0,0,34,0,1,0,0,10,3,0,0,0,0,1,0
WEST HOLLYWOOD,7750078A,2899,81,N,0,VBM PORTION,54,0,0,46,0,0,0,0,2,2,0,0,0,0,1,0
WEST HOLLYWOOD,7750078A,2899,81,N,942,TOTAL,104,0,0,80,0,1,0,0,12,5,0,0,0,0,2,0
WEST HILLS,7760001A,2900,56,N,525,POLLING PLACE,66,1,1,29,0,1,0,0,18,13,1,1,0,0,1,0
WEST HILLS,7760001A,2900,56,N,0,VBM PORTION,83,0,3,43,0,1,0,3,23,8,1,0,0,0,0,0
WEST HILLS,7760001A,2900,56,N,525,TOTAL,149,1,4,72,0,2,0,3,41,21,2,1,0,0,1,0
WESTLAKE VILLAGE,7770001A,2901,49,N,674,POLLING PLACE,50,0,0,25,0,1,0,2,10,11,1,0,0,0,0,0
WESTLAKE VILLAGE,7770001A,2901,49,N,0,VBM PORTION,74,1,1,23,0,2,0,5,25,10,0,0,0,0,2,1
WESTLAKE VILLAGE,7770001A,2901,49,N,674,TOTAL,124,1,1,48,0,3,0,7,35,21,1,0,0,0,2,1
WESTLAKE VILLAGE,7770002A,2902,49,N,1024,POLLING PLACE,148,1,4,73,0,4,0,1,50,9,1,0,0,2,1,2
WESTLAKE VILLAGE,7770002A,2902,49,N,0,VBM PORTION,144,1,1,67,0,1,0,3,47,13,1,0,0,2,1,0
WESTLAKE VILLAGE,7770002A,2902,49,N,1024,TOTAL,292,2,5,140,0,5,0,4,97,22,2,0,0,4,2,2
WESTLAKE VILLAGE,7770002B,2903,49,N,1136,POLLING PLACE,173,1,0,61,0,3,1,3,77,25,0,0,0,0,1,0
WESTLAKE VILLAGE,7770002B,2903,49,N,0,VBM PORTION,184,0,1,69,0,0,0,4,72,24,0,0,1,2,2,3
WESTLAKE VILLAGE,7770002B,2903,49,N,1136,TOTAL,357,1,1,130,0,3,1,7,149,49,0,0,1,2,3,3
WESTLAKE VILLAGE,7770011A,2904,49,N,1100,POLLING PLACE,108,0,0,32,0,2,0,0,58,10,0,0,0,1,0,0
WESTLAKE VILLAGE,7770011A,2904,49,N,0,VBM PORTION,133,0,0,55,0,2,0,5,40,21,0,0,2,0,2,1
WESTLAKE VILLAGE,7770011A,2904,49,N,1100,TOTAL,241,0,0,87,0,4,0,5,98,31,0,0,2,1,2,1
WESTLAKE VILLAGE,7770013A,2905,49,N,1110,POLLING PLACE,161,1,0,81,0,2,0,1,57,15,0,0,0,1,1,0
WESTLAKE VILLAGE,7770013A,2905,49,N,0,VBM PORTION,103,0,0,48,1,2,0,2,27,20,0,0,0,0,1,0
WESTLAKE VILLAGE,7770013A,2905,49,N,1110,TOTAL,264,1,0,129,1,4,0,3,84,35,0,0,0,1,2,0
WESTLAKE VILLAGE,7770080A,2906,49,N,1011,POLLING PLACE,87,0,1,36,0,0,0,0,38,10,0,0,0,0,2,0
WESTLAKE VILLAGE,7770080A,2906,49,N,0,VBM PORTION,132,0,1,47,0,6,1,2,40,28,0,0,1,1,2,1
WESTLAKE VILLAGE,7770080A,2906,49,N,1011,TOTAL,219,0,2,83,0,6,1,2,78,38,0,0,1,1,4,1
WHITTIER,7800001A,2907,131,N,1082,POLLING PLACE,110,3,0,39,0,1,0,2,44,9,2,0,2,1,1,0
WHITTIER,7800001A,2907,131,N,0,VBM PORTION,153,0,3,59,0,2,0,4,52,23,0,0,3,1,0,0
WHITTIER,7800001A,2907,131,N,1082,TOTAL,263,3,3,98,0,3,0,6,96,32,2,0,5,2,1,0
WHITTIER,7800002C,2908,131,N,985,POLLING PLACE,80,0,1,47,0,0,0,0,20,7,2,0,0,1,0,1
WHITTIER,7800002C,2908,131,N,0,VBM PORTION,56,0,0,21,0,3,0,0,20,10,0,1,1,0,0,0
WHITTIER,7800002C,2908,131,N,985,TOTAL,136,0,1,68,0,3,0,0,40,17,2,1,1,1,0,1
WHITTIER,7800004A,2909,131,N,968,POLLING PLACE,116,4,0,42,0,1,0,1,46,18,0,0,1,0,2,0
WHITTIER,7800004A,2909,131,N,0,VBM PORTION,86,1,0,40,0,2,0,1,25,17,0,0,0,0,0,0
WHITTIER,7800004A,2909,131,N,968,TOTAL,202,5,0,82,0,3,0,2,71,35,0,0,1,0,2,0
WHITTIER,7800006A,2910,131,N,591,POLLING PLACE,77,0,0,43,1,1,0,0,16,9,0,1,1,0,2,0
WHITTIER,7800006A,2910,131,N,0,VBM PORTION,50,0,0,22,0,1,0,2,16,3,1,0,1,2,1,0
WHITTIER,7800006A,2910,131,N,591,TOTAL,127,0,0,65,1,2,0,2,32,12,1,1,2,2,3,0
WHITTIER,7800008A,2911,131,N,1107,POLLING PLACE,119,1,1,78,0,1,0,0,23,13,0,0,0,0,2,0
WHITTIER,7800008A,2911,131,N,0,VBM PORTION,75,2,0,52,0,0,0,1,11,7,0,1,0,0,0,0
WHITTIER,7800008A,2911,131,N,1107,TOTAL,194,3,1,130,0,1,0,1,34,20,0,1,0,0,2,0
