LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,ARTURO E ALAS,GRACE F NAPOLITANO
SAN DIMAS,6000008A,2287,35,N,0,VBM PORTION,43,22,15
SAN DIMAS,6000008A,2287,35,N,658,TOTAL,99,55,34
SAN DIMAS,6000009A,2288,35,N,862,POLLING PLACE,41,25,15
SAN DIMAS,6000009A,2288,35,N,0,VBM PORTION,66,30,29
SAN DIMAS,6000009A,2288,35,N,862,TOTAL,107,55,44
SAN DIMAS,6000010C,2289,35,N,737,POLLING PLACE,52,29,19
SAN DIMAS,6000010C,2289,35,N,0,VBM PORTION,44,17,26
SAN DIMAS,6000010C,2289,35,N,737,TOTAL,96,46,45
SAN DIMAS,6000011A,2290,35,N,1043,POLLING PLACE,97,52,37
SAN DIMAS,6000011A,2290,35,N,0,VBM PORTION,80,32,46
SAN DIMAS,6000011A,2290,35,N,1043,TOTAL,177,84,83
SAN DIMAS,6000013B,2291,35,N,1306,POLLING PLACE,128,74,39
SAN DIMAS,6000013B,2291,35,N,0,VBM PORTION,172,80,76
SAN DIMAS,6000013B,2291,35,N,1306,TOTAL,300,154,115
SAN DIMAS,6000015A,2292,35,N,766,POLLING PLACE,62,27,26
SAN DIMAS,6000015A,2292,35,N,0,VBM PORTION,67,27,36
SAN DIMAS,6000015A,2292,35,N,766,TOTAL,129,54,62
SAN DIMAS,6000018A,2293,35,N,915,POLLING PLACE,106,60,34
SAN DIMAS,6000018A,2293,35,N,0,VBM PORTION,77,38,34
SAN DIMAS,6000018A,2293,35,N,915,TOTAL,183,98,68
SAN DIMAS,6000019A,2294,35,N,601,POLLING PLACE,83,36,32
SAN DIMAS,6000019A,2294,35,N,0,VBM PORTION,70,38,31
SAN DIMAS,6000019A,2294,35,N,601,TOTAL,153,74,63
SAN DIMAS,6000020A,2295,35,N,849,POLLING PLACE,72,36,31
SAN DIMAS,6000020A,2295,35,N,0,VBM PORTION,60,35,21
SAN DIMAS,6000020A,2295,35,N,849,TOTAL,132,71,52
SAN DIMAS,6000021A,2296,35,N,538,POLLING PLACE,36,22,11
SAN DIMAS,6000021A,2296,35,N,0,VBM PORTION,33,13,18
SAN DIMAS,6000021A,2296,35,N,538,TOTAL,69,35,29
SAN DIMAS,6000035A,2297,35,N,700,POLLING PLACE,81,47,28
SAN DIMAS,6000035A,2297,35,N,0,VBM PORTION,43,24,15
SAN DIMAS,6000035A,2297,35,N,700,TOTAL,124,71,43
SAN DIMAS,6000040A,2298,35,N,664,POLLING PLACE,59,35,20
SAN DIMAS,6000040A,2298,35,N,0,VBM PORTION,32,18,14
SAN DIMAS,6000040A,2298,35,N,664,TOTAL,91,53,34
SAN DIMAS,6000050A,2299,35,N,786,POLLING PLACE,81,47,28
SAN DIMAS,6000050A,2299,35,N,0,VBM PORTION,102,47,44
SAN DIMAS,6000050A,2299,35,N,786,TOTAL,183,94,72
SAN DIMAS,6000052A,2300,35,N,280,POLLING PLACE,13,9,3
SAN DIMAS,6000052A,2300,35,N,0,VBM PORTION,32,15,15
SAN DIMAS,6000052A,2300,35,N,280,TOTAL,45,24,18
SAN DIMAS,6000053A,2301,35,N,1093,POLLING PLACE,105,53,46
SAN DIMAS,6000053A,2301,35,N,0,VBM PORTION,138,57,72
SAN DIMAS,6000053A,2301,35,N,1093,TOTAL,243,110,118
SAN DIMAS,6000054A,2302,35,N,823,POLLING PLACE,83,36,38
SAN DIMAS,6000054A,2302,35,N,0,VBM PORTION,83,39,35
SAN DIMAS,6000054A,2302,35,N,823,TOTAL,166,75,73
SAN DIMAS,6000055A,2303,35,N,957,POLLING PLACE,85,44,37
SAN DIMAS,6000055A,2303,35,N,0,VBM PORTION,132,69,48
SAN DIMAS,6000055A,2303,35,N,957,TOTAL,217,113,85
SAN DIMAS,6000057A,2304,35,N,1243,POLLING PLACE,123,58,56
SAN DIMAS,6000057A,2304,35,N,0,VBM PORTION,146,72,58
SAN DIMAS,6000057A,2304,35,N,1243,TOTAL,269,130,114
VALINDA,7410002A,2731,123,N,937,POLLING PLACE,43,12,28
VALINDA,7410002A,2731,123,N,0,VBM PORTION,51,10,40
VALINDA,7410002A,2731,123,N,937,TOTAL,94,22,68
VALINDA,7410003B,2732,123,N,996,POLLING PLACE,41,8,29
VALINDA,7410003B,2732,123,N,0,VBM PORTION,36,7,27
VALINDA,7410003B,2732,123,N,996,TOTAL,77,15,56
VALINDA,7410004B,2733,123,N,1037,POLLING PLACE,48,4,29
VALINDA,7410004B,2733,123,N,0,VBM PORTION,33,5,22
VALINDA,7410004B,2733,123,N,1037,TOTAL,81,9,51
VALINDA,7410005A,2734,123,N,1176,POLLING PLACE,61,18,34
VALINDA,7410005A,2734,123,N,0,VBM PORTION,42,8,30
VALINDA,7410005A,2734,123,N,1176,TOTAL,103,26,64
VALINDA,7410006B,2735,123,N,1064,POLLING PLACE,62,14,41
VALINDA,7410006B,2735,123,N,0,VBM PORTION,36,7,24
VALINDA,7410006B,2735,123,N,1064,TOTAL,98,21,65
VALINDA,7410007A,2736,123,N,1225,POLLING PLACE,61,13,40
VALINDA,7410007A,2736,123,N,0,VBM PORTION,58,17,37
VALINDA,7410007A,2736,123,N,1225,TOTAL,119,30,77
VALINDA,7410008A,2737,123,N,644,POLLING PLACE,37,13,18
VALINDA,7410008A,2737,123,N,0,VBM PORTION,64,22,40
VALINDA,7410008A,2737,123,N,644,TOTAL,101,35,58
VALINDA,7410010A,2738,66,N,856,POLLING PLACE,35,13,18
VALINDA,7410010A,2738,66,N,0,VBM PORTION,31,2,24
VALINDA,7410010A,2738,66,N,856,TOTAL,66,15,42
VALINDA,7410011B,2739,66,N,1032,POLLING PLACE,71,18,48
VALINDA,7410011B,2739,66,N,0,VBM PORTION,46,10,32
VALINDA,7410011B,2739,66,N,1032,TOTAL,117,28,80
VALINDA,7410015A,2740,66,N,1117,POLLING PLACE,65,14,34
VALINDA,7410015A,2740,66,N,0,VBM PORTION,57,10,46
VALINDA,7410015A,2740,66,N,1117,TOTAL,122,24,80
VALINDA,7410016A,2741,66,N,994,POLLING PLACE,79,16,56
VALINDA,7410016A,2741,66,N,0,VBM PORTION,49,11,34
VALINDA,7410016A,2741,66,N,994,TOTAL,128,27,90
VALINDA,7410017A,2742,66,N,1120,POLLING PLACE,60,9,45
VALINDA,7410017A,2742,66,N,0,VBM PORTION,50,17,32
VALINDA,7410017A,2742,66,N,1120,TOTAL,110,26,77
VALINDA,7410020A,2743,66,N,1098,POLLING PLACE,65,16,38
VALINDA,7410020A,2743,66,N,0,VBM PORTION,34,7,25
VALINDA,7410020A,2743,66,N,1098,TOTAL,99,23,63
VALINDA,7410025A,2744,66,N,1140,POLLING PLACE,73,11,50
VALINDA,7410025A,2744,66,N,0,VBM PORTION,63,19,42
VALINDA,7410025A,2744,66,N,1140,TOTAL,136,30,92
VALINDA,7410027A,2745,66,N,778,POLLING PLACE,37,6,26
VALINDA,7410027A,2745,66,N,0,VBM PORTION,28,5,22
VALINDA,7410027A,2745,66,N,778,TOTAL,65,11,48
VALINDA,7410029A,2746,66,N,1192,POLLING PLACE,61,15,36
VALINDA,7410029A,2746,66,N,0,VBM PORTION,64,13,45
VALINDA,7410029A,2746,66,N,1192,TOTAL,125,28,81
VALINDA,7410086B,2747,66,N,668,POLLING PLACE,47,6,40
VALINDA,7410086B,2747,66,N,0,VBM PORTION,23,3,19
VALINDA,7410086B,2747,66,N,668,TOTAL,70,9,59
VALINDA,7410130A,2748,66,N,1045,POLLING PLACE,78,15,52
VALINDA,7410130A,2748,66,N,0,VBM PORTION,48,11,35
VALINDA,7410130A,2748,66,N,1045,TOTAL,126,26,87
VALINDA,7410150A,2749,66,N,1147,POLLING PLACE,55,22,26
VALINDA,7410150A,2749,66,N,0,VBM PORTION,43,15,25
VALINDA,7410150A,2749,66,N,1147,TOTAL,98,37,51
VALINDA,7410154A,2750,66,N,642,POLLING PLACE,31,11,18
VALINDA,7410154A,2750,66,N,0,VBM PORTION,35,10,23
VALINDA,7410154A,2750,66,N,642,TOTAL,66,21,41
VALINDA,7410154B,2751,66,N,1193,POLLING PLACE,68,19,42
VALINDA,7410154B,2751,66,N,0,VBM PORTION,37,14,21
VALINDA,7410154B,2751,66,N,1193,TOTAL,105,33,63
WEST COVINA,7700001A,2820,66,N,1085,POLLING PLACE,77,21,50
WEST COVINA,7700001A,2820,66,N,0,VBM PORTION,72,21,49
WEST COVINA,7700001A,2820,66,N,1085,TOTAL,149,42,99
WEST COVINA,7700002A,2821,66,N,908,POLLING PLACE,43,23,18
WEST COVINA,7700002A,2821,66,N,0,VBM PORTION,49,21,26
WEST COVINA,7700002A,2821,66,N,908,TOTAL,92,44,44
WEST COVINA,7700003A,2822,66,N,983,POLLING PLACE,51,16,32
WEST COVINA,7700003A,2822,66,N,0,VBM PORTION,51,17,26
WEST COVINA,7700003A,2822,66,N,983,TOTAL,102,33,58
WEST COVINA,7700004A,2823,66,N,1046,POLLING PLACE,81,42,34
WEST COVINA,7700004A,2823,66,N,0,VBM PORTION,76,25,46
WEST COVINA,7700004A,2823,66,N,1046,TOTAL,157,67,80
WEST COVINA,7700008A,2824,66,N,570,POLLING PLACE,44,13,27
WEST COVINA,7700008A,2824,66,N,0,VBM PORTION,30,8,22
WEST COVINA,7700008A,2824,66,N,570,TOTAL,74,21,49
WEST COVINA,7700008B,2825,66,N,1170,POLLING PLACE,62,21,33
WEST COVINA,7700008B,2825,66,N,0,VBM PORTION,104,33,61
WEST COVINA,7700008B,2825,66,N,1170,TOTAL,166,54,94
WEST COVINA,7700011A,2826,66,N,988,POLLING PLACE,99,29,54
WEST COVINA,7700011A,2826,66,N,0,VBM PORTION,62,22,38
WEST COVINA,7700011A,2826,66,N,988,TOTAL,161,51,92
WEST COVINA,7700012A,2827,66,N,945,POLLING PLACE,70,27,38
WEST COVINA,7700012A,2827,66,N,0,VBM PORTION,65,14,45
WEST COVINA,7700012A,2827,66,N,945,TOTAL,135,41,83
WEST COVINA,7700012C,2828,66,N,1054,POLLING PLACE,86,34,44
WEST COVINA,7700012C,2828,66,N,0,VBM PORTION,84,32,51
WEST COVINA,7700012C,2828,66,N,1054,TOTAL,170,66,95
WEST COVINA,7700014B,2829,66,N,1195,POLLING PLACE,54,10,40
WEST COVINA,7700014B,2829,66,N,0,VBM PORTION,78,18,56
WEST COVINA,7700014B,2829,66,N,1195,TOTAL,132,28,96
WEST COVINA,7700015B,2830,66,N,966,POLLING PLACE,78,33,41
WEST COVINA,7700015B,2830,66,N,0,VBM PORTION,74,33,36
WEST COVINA,7700015B,2830,66,N,966,TOTAL,152,66,77
WEST COVINA,7700016A,2831,66,N,1270,POLLING PLACE,91,24,56
WEST COVINA,7700016A,2831,66,N,0,VBM PORTION,102,21,74
WEST COVINA,7700016A,2831,66,N,1270,TOTAL,193,45,130
WEST COVINA,7700019B,2832,66,N,762,POLLING PLACE,57,21,28
WEST COVINA,7700019B,2832,66,N,0,VBM PORTION,60,28,24
WEST COVINA,7700019B,2832,66,N,762,TOTAL,117,49,52
WEST COVINA,7700020C,2833,66,N,899,POLLING PLACE,81,45,30
WEST COVINA,7700020C,2833,66,N,0,VBM PORTION,104,40,57
WEST COVINA,7700020C,2833,66,N,899,TOTAL,185,85,87
WEST COVINA,7700021B,2834,119,N,991,POLLING PLACE,69,32,25
WEST COVINA,7700021B,2834,119,N,0,VBM PORTION,103,56,37
WEST COVINA,7700021B,2834,119,N,991,TOTAL,172,88,62
WEST COVINA,7700022A,2835,66,N,1254,POLLING PLACE,94,36,48
WEST COVINA,7700022A,2835,66,N,0,VBM PORTION,100,29,62
WEST COVINA,7700022A,2835,66,N,1254,TOTAL,194,65,110
WEST COVINA,7700024A,2836,66,N,806,POLLING PLACE,88,28,56
WEST COVINA,7700024A,2836,66,N,0,VBM PORTION,67,27,34
WEST COVINA,7700024A,2836,66,N,806,TOTAL,155,55,90
WEST COVINA,7700024B,2837,66,N,705,POLLING PLACE,64,24,32
WEST COVINA,7700024B,2837,66,N,0,VBM PORTION,47,21,25
WEST COVINA,7700024B,2837,66,N,705,TOTAL,111,45,57
WEST COVINA,7700026A,2838,66,N,1211,POLLING PLACE,114,50,55
WEST COVINA,7700026A,2838,66,N,0,VBM PORTION,123,43,70
WEST COVINA,7700026A,2838,66,N,1211,TOTAL,237,93,125
WEST COVINA,7700027A,2839,66,N,979,POLLING PLACE,65,32,29
WEST COVINA,7700027A,2839,66,N,0,VBM PORTION,121,43,61
WEST COVINA,7700027A,2839,66,N,979,TOTAL,186,75,90
WEST COVINA,7700028A,2840,66,N,794,POLLING PLACE,62,16,40
WEST COVINA,7700028A,2840,66,N,0,VBM PORTION,30,7,23
WEST COVINA,7700028A,2840,66,N,794,TOTAL,92,23,63
WEST COVINA,7700031A,2841,66,N,1003,POLLING PLACE,77,34,36
WEST COVINA,7700031A,2841,66,N,0,VBM PORTION,56,14,36
WEST COVINA,7700031A,2841,66,N,1003,TOTAL,133,48,72
WEST COVINA,7700033A,2842,66,N,1301,POLLING PLACE,80,27,46
WEST COVINA,7700033A,2842,66,N,0,VBM PORTION,80,37,35
WEST COVINA,7700033A,2842,66,N,1301,TOTAL,160,64,81
WEST COVINA,7700037A,2843,66,N,1080,POLLING PLACE,78,19,57
WEST COVINA,7700037A,2843,66,N,0,VBM PORTION,80,21,57
WEST COVINA,7700037A,2843,66,N,1080,TOTAL,158,40,114
WEST COVINA,7700038A,2844,66,N,1108,POLLING PLACE,56,6,48
WEST COVINA,7700038A,2844,66,N,0,VBM PORTION,68,21,45
WEST COVINA,7700038A,2844,66,N,1108,TOTAL,124,27,93
WEST COVINA,7700039A,2845,66,N,884,POLLING PLACE,64,27,30
WEST COVINA,7700039A,2845,66,N,0,VBM PORTION,61,17,39
WEST COVINA,7700039A,2845,66,N,884,TOTAL,125,44,69
WEST COVINA,7700040A,2846,66,N,1309,POLLING PLACE,95,33,50
WEST COVINA,7700040A,2846,66,N,0,VBM PORTION,69,22,38
WEST COVINA,7700040A,2846,66,N,1309,TOTAL,164,55,88
WEST COVINA,7700056A,2847,119,N,574,POLLING PLACE,45,22,19
WEST COVINA,7700056A,2847,119,N,0,VBM PORTION,44,12,25
WEST COVINA,7700056A,2847,119,N,574,TOTAL,89,34,44
WEST COVINA,7700056C,2848,119,N,780,POLLING PLACE,23,11,7
WEST COVINA,7700056C,2848,119,N,0,VBM PORTION,61,21,30
WEST COVINA,7700056C,2848,119,N,780,TOTAL,84,32,37
WEST COVINA,7700073A,2849,119,N,537,POLLING PLACE,30,7,19
WEST COVINA,7700073A,2849,119,N,0,VBM PORTION,28,8,19
WEST COVINA,7700073A,2849,119,N,537,TOTAL,58,15,38
WEST COVINA,7700079A,2850,119,N,966,POLLING PLACE,56,14,39
WEST COVINA,7700079A,2850,119,N,0,VBM PORTION,58,16,36
WEST COVINA,7700079A,2850,119,N,966,TOTAL,114,30,75
WEST COVINA,7700079B,2851,119,N,639,POLLING PLACE,36,9,22
WEST COVINA,7700079B,2851,119,N,0,VBM PORTION,68,16,49
WEST COVINA,7700079B,2851,119,N,639,TOTAL,104,25,71
WEST COVINA,7700080A,2852,119,N,728,POLLING PLACE,67,24,38
WEST COVINA,7700080A,2852,119,N,0,VBM PORTION,48,14,29
WEST COVINA,7700080A,2852,119,N,728,TOTAL,115,38,67
WEST COVINA,7700114A,2853,119,N,942,POLLING PLACE,48,24,22
WEST COVINA,7700114A,2853,119,N,0,VBM PORTION,72,28,36
WEST COVINA,7700114A,2853,119,N,942,TOTAL,120,52,58
WEST COVINA,7700115A,2854,119,N,677,POLLING PLACE,42,10,30
WEST COVINA,7700115A,2854,119,N,0,VBM PORTION,71,39,29
WEST COVINA,7700115A,2854,119,N,677,TOTAL,113,49,59
WEST COVINA,7700116A,2855,119,N,808,POLLING PLACE,51,15,30
WEST COVINA,7700116A,2855,119,N,0,VBM PORTION,59,13,36
WEST COVINA,7700116A,2855,119,N,808,TOTAL,110,28,66
WEST COVINA,7700118A,2856,119,N,1059,POLLING PLACE,54,17,29
WEST COVINA,7700118A,2856,119,N,0,VBM PORTION,97,23,61
WEST COVINA,7700118A,2856,119,N,1059,TOTAL,151,40,90
WEST COVINA,7700122A,2857,119,N,599,POLLING PLACE,32,9,20
WEST COVINA,7700122A,2857,119,N,0,VBM PORTION,47,12,24
WEST COVINA,7700122A,2857,119,N,599,TOTAL,79,21,44
WEST COVINA,7700140A,2858,66,N,975,POLLING PLACE,65,27,34
WEST COVINA,7700140A,2858,66,N,0,VBM PORTION,57,13,41
WEST COVINA,7700140A,2858,66,N,975,TOTAL,122,40,75
WEST COVINA,7700141A,2859,66,N,1168,POLLING PLACE,74,24,46
WEST COVINA,7700141A,2859,66,N,0,VBM PORTION,74,24,35
WEST COVINA,7700141A,2859,66,N,1168,TOTAL,148,48,81
WEST COVINA,7700142A,2860,66,N,1249,POLLING PLACE,82,36,40
WEST COVINA,7700142A,2860,66,N,0,VBM PORTION,54,20,32
WEST COVINA,7700142A,2860,66,N,1249,TOTAL,136,56,72
WEST COVINA,7700143A,2861,66,N,1101,POLLING PLACE,73,34,33
WEST COVINA,7700143A,2861,66,N,0,VBM PORTION,86,31,52
WEST COVINA,7700143A,2861,66,N,1101,TOTAL,159,65,85
WEST COVINA,7700144A,2862,66,N,919,POLLING PLACE,52,16,31
WEST COVINA,7700144A,2862,66,N,0,VBM PORTION,61,18,38
WEST COVINA,7700144A,2862,66,N,919,TOTAL,113,34,69
WEST COVINA,7700145A,2863,66,N,940,POLLING PLACE,66,27,34
WEST COVINA,7700145A,2863,66,N,0,VBM PORTION,47,17,27
WEST COVINA,7700145A,2863,66,N,940,TOTAL,113,44,61
WEST COVINA,7700148A,2864,66,N,1065,POLLING PLACE,89,34,47
WEST COVINA,7700148A,2864,66,N,0,VBM PORTION,53,15,34
WEST COVINA,7700148A,2864,66,N,1065,TOTAL,142,49,81
WEST COVINA,7700150A,2865,66,N,1080,POLLING PLACE,80,30,41
WEST COVINA,7700150A,2865,66,N,0,VBM PORTION,65,26,36
WEST COVINA,7700150A,2865,66,N,1080,TOTAL,145,56,77
WEST COVINA,7700153A,2866,66,N,663,POLLING PLACE,49,17,29
WEST COVINA,7700153A,2866,66,N,0,VBM PORTION,68,27,37
WEST COVINA,7700153A,2866,66,N,663,TOTAL,117,44,66
WEST COVINA,7700153C,2867,66,N,1118,POLLING PLACE,70,22,41
WEST COVINA,7700153C,2867,66,N,0,VBM PORTION,75,21,45
WEST COVINA,7700153C,2867,66,N,1118,TOTAL,145,43,86
WEST COVINA,7700154A,2868,66,N,704,POLLING PLACE,39,17,16
WEST COVINA,7700154A,2868,66,N,0,VBM PORTION,67,18,46
WEST COVINA,7700154A,2868,66,N,704,TOTAL,106,35,62
WEST COVINA,7700155C,2869,119,N,897,POLLING PLACE,41,12,23
WEST COVINA,7700155C,2869,119,N,0,VBM PORTION,80,15,53
WEST COVINA,7700155C,2869,119,N,897,TOTAL,121,27,76
WEST COVINA,7700158A,2870,66,N,1137,POLLING PLACE,76,23,48
WEST COVINA,7700158A,2870,66,N,0,VBM PORTION,84,16,61
WEST COVINA,7700158A,2870,66,N,1137,TOTAL,160,39,109
WEST COVINA,7700162A,2871,119,N,454,POLLING PLACE,16,5,9
WEST COVINA,7700162A,2871,119,N,0,VBM PORTION,39,15,16
WEST COVINA,7700162A,2871,119,N,454,TOTAL,55,20,25
WEST COVINA,7700163A,2872,119,N,973,POLLING PLACE,45,12,24
WEST COVINA,7700163A,2872,119,N,0,VBM PORTION,48,13,33
WEST COVINA,7700163A,2872,119,N,973,TOTAL,93,25,57
WEST COVINA,7700165A,2873,66,N,1129,POLLING PLACE,88,51,35
WEST COVINA,7700165A,2873,66,N,0,VBM PORTION,89,55,25
WEST COVINA,7700165A,2873,66,N,1129,TOTAL,177,106,60
WEST COVINA,7700169A,2874,119,N,777,POLLING PLACE,106,56,40
WEST COVINA,7700169A,2874,119,N,0,VBM PORTION,102,45,50
WEST COVINA,7700169A,2874,119,N,777,TOTAL,208,101,90
WEST COVINA,7700169B,2875,119,N,955,POLLING PLACE,88,38,41
WEST COVINA,7700169B,2875,119,N,0,VBM PORTION,97,45,43
WEST COVINA,7700169B,2875,119,N,955,TOTAL,185,83,84
WEST COVINA,7700313A,2876,119,N,607,POLLING PLACE,38,6,26
WEST COVINA,7700313A,2876,119,N,0,VBM PORTION,24,6,17
WEST COVINA,7700313A,2876,119,N,607,TOTAL,62,12,43
BALLOT GROUP 30,9990030A,8030,30,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 30,9990030A,8030,30,N,0,VBM PORTION,0,0,0
BALLOT GROUP 30,9990030A,8030,30,N,0,TOTAL,0,0,0
BALLOT GROUP 35,9990035A,8035,35,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 35,9990035A,8035,35,N,0,VBM PORTION,6,1,2
BALLOT GROUP 35,9990035A,8035,35,N,0,TOTAL,3,1,2
BALLOT GROUP 66,9990066A,8066,66,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 66,9990066A,8066,66,N,0,VBM PORTION,2,1,0
BALLOT GROUP 66,9990066A,8066,66,N,0,TOTAL,1,1,0
BALLOT GROUP 68,9990068A,8068,68,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 68,9990068A,8068,68,N,0,VBM PORTION,8,1,2
BALLOT GROUP 68,9990068A,8068,68,N,0,TOTAL,4,1,2
BALLOT GROUP 70,9990070A,8070,70,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 70,9990070A,8070,70,N,0,VBM PORTION,0,0,0
BALLOT GROUP 70,9990070A,8070,70,N,0,TOTAL,0,0,0
BALLOT GROUP 73,9990073A,8073,73,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 73,9990073A,8073,73,N,0,VBM PORTION,10,1,3
BALLOT GROUP 73,9990073A,8073,73,N,0,TOTAL,5,1,3
BALLOT GROUP 77,9990077A,8077,77,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 77,9990077A,8077,77,N,0,VBM PORTION,0,0,0
BALLOT GROUP 77,9990077A,8077,77,N,0,TOTAL,0,0,0
BALLOT GROUP 119,9990119A,8119,119,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 119,9990119A,8119,119,N,0,VBM PORTION,4,2,0
BALLOT GROUP 119,9990119A,8119,119,N,0,TOTAL,2,2,0
BALLOT GROUP 121,9990121A,8121,121,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 121,9990121A,8121,121,N,0,VBM PORTION,0,0,0
BALLOT GROUP 121,9990121A,8121,121,N,0,TOTAL,0,0,0
BALLOT GROUP 123,9990123A,8123,123,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 123,9990123A,8123,123,N,0,VBM PORTION,4,1,1
BALLOT GROUP 123,9990123A,8123,123,N,0,TOTAL,2,1,1
BALLOT GROUP 126,9990126A,8126,126,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 126,9990126A,8126,126,N,0,VBM PORTION,0,0,0
BALLOT GROUP 126,9990126A,8126,126,N,0,TOTAL,0,0,0
BALLOT GROUP 129,9990129A,8129,129,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 129,9990129A,8129,129,N,0,VBM PORTION,0,0,0
BALLOT GROUP 129,9990129A,8129,129,N,0,TOTAL,0,0,0
BALLOT GROUP 130,9990130A,8130,130,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 130,9990130A,8130,130,N,0,VBM PORTION,0,0,0
BALLOT GROUP 130,9990130A,8130,130,N,0,TOTAL,0,0,0
