LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,SHANNON L KNIGHT,DEBRA L LOSNICK
ROSEMEAD,5750014A,2243,72,N,1241,POLLING PLACE,79,29,25
ROSEMEAD,5750014A,2243,72,N,0,VBM PORTION,75,29,27
ROSEMEAD,5750014A,2243,72,N,1241,TOTAL,154,58,52
ROSEMEAD,5750014B,2244,72,N,488,POLLING PLACE,45,24,11
ROSEMEAD,5750014B,2244,72,N,0,VBM PORTION,23,12,6
ROSEMEAD,5750014B,2244,72,N,488,TOTAL,68,36,17
ROSEMEAD,5750015A,2245,72,N,1248,POLLING PLACE,52,14,19
ROSEMEAD,5750015A,2245,72,N,0,VBM PORTION,48,11,17
ROSEMEAD,5750015A,2245,72,N,1248,TOTAL,100,25,36
ROSEMEAD,5750015C,2246,72,N,677,POLLING PLACE,43,23,14
ROSEMEAD,5750015C,2246,72,N,0,VBM PORTION,27,10,13
ROSEMEAD,5750015C,2246,72,N,677,TOTAL,70,33,27
ROSEMEAD,5750019A,2247,72,N,747,POLLING PLACE,65,28,23
ROSEMEAD,5750019A,2247,72,N,0,VBM PORTION,88,28,41
ROSEMEAD,5750019A,2247,72,N,747,TOTAL,153,56,64
ROSEMEAD,5750020A,2248,72,N,1021,POLLING PLACE,68,27,18
ROSEMEAD,5750020A,2248,72,N,0,VBM PORTION,62,33,13
ROSEMEAD,5750020A,2248,72,N,1021,TOTAL,130,60,31
ROSEMEAD,5750023A,2249,72,N,1112,POLLING PLACE,54,21,19
ROSEMEAD,5750023A,2249,72,N,0,VBM PORTION,81,52,18
ROSEMEAD,5750023A,2249,72,N,1112,TOTAL,135,73,37
ROSEMEAD,5750026A,2250,72,N,1022,POLLING PLACE,41,21,11
ROSEMEAD,5750026A,2250,72,N,0,VBM PORTION,52,16,21
ROSEMEAD,5750026A,2250,72,N,1022,TOTAL,93,37,32
ROSEMEAD,5750027A,2251,72,N,1182,POLLING PLACE,62,36,17
ROSEMEAD,5750027A,2251,72,N,0,VBM PORTION,84,39,16
ROSEMEAD,5750027A,2251,72,N,1182,TOTAL,146,75,33
ROSEMEAD,5750030A,2252,72,N,856,POLLING PLACE,40,20,12
ROSEMEAD,5750030A,2252,72,N,0,VBM PORTION,45,17,10
ROSEMEAD,5750030A,2252,72,N,856,TOTAL,85,37,22
ROSEMEAD,5750033A,2253,72,N,1014,POLLING PLACE,32,20,4
ROSEMEAD,5750033A,2253,72,N,0,VBM PORTION,52,27,15
ROSEMEAD,5750033A,2253,72,N,1014,TOTAL,84,47,19
ROSEMEAD,5750035A,2254,72,N,1079,POLLING PLACE,57,30,15
ROSEMEAD,5750035A,2254,72,N,0,VBM PORTION,64,33,14
ROSEMEAD,5750035A,2254,72,N,1079,TOTAL,121,63,29
ROSEMEAD,5750050A,2255,72,N,786,POLLING PLACE,48,21,13
ROSEMEAD,5750050A,2255,72,N,0,VBM PORTION,83,39,18
ROSEMEAD,5750050A,2255,72,N,786,TOTAL,131,60,31
ROSEMEAD,5750073A,2256,72,N,1020,POLLING PLACE,46,21,12
ROSEMEAD,5750073A,2256,72,N,0,VBM PORTION,51,19,20
ROSEMEAD,5750073A,2256,72,N,1020,TOTAL,97,40,32
ROSEMEAD,5750074A,2257,72,N,975,POLLING PLACE,53,22,22
ROSEMEAD,5750074A,2257,72,N,0,VBM PORTION,70,24,30
ROSEMEAD,5750074A,2257,72,N,975,TOTAL,123,46,52
ROWLAND HEIGHTS,5850001A,2258,122,N,541,POLLING PLACE,54,32,13
ROWLAND HEIGHTS,5850001A,2258,122,N,0,VBM PORTION,50,19,18
ROWLAND HEIGHTS,5850001A,2258,122,N,541,TOTAL,104,51,31
ROWLAND HEIGHTS,5850002A,2259,122,N,1020,POLLING PLACE,74,28,29
ROWLAND HEIGHTS,5850002A,2259,122,N,0,VBM PORTION,88,43,33
ROWLAND HEIGHTS,5850002A,2259,122,N,1020,TOTAL,162,71,62
ROWLAND HEIGHTS,5850003B,2260,122,N,1115,POLLING PLACE,73,33,25
ROWLAND HEIGHTS,5850003B,2260,122,N,0,VBM PORTION,72,40,17
ROWLAND HEIGHTS,5850003B,2260,122,N,1115,TOTAL,145,73,42
ROWLAND HEIGHTS,5850005A,2261,122,N,1029,POLLING PLACE,54,28,15
ROWLAND HEIGHTS,5850005A,2261,122,N,0,VBM PORTION,83,33,32
ROWLAND HEIGHTS,5850005A,2261,122,N,1029,TOTAL,137,61,47
ROWLAND HEIGHTS,5850011A,2262,122,N,1272,POLLING PLACE,93,45,29
ROWLAND HEIGHTS,5850011A,2262,122,N,0,VBM PORTION,143,82,35
ROWLAND HEIGHTS,5850011A,2262,122,N,1272,TOTAL,236,127,64
ROWLAND HEIGHTS,5850018A,2263,122,N,886,POLLING PLACE,38,13,9
ROWLAND HEIGHTS,5850018A,2263,122,N,0,VBM PORTION,83,42,18
ROWLAND HEIGHTS,5850018A,2263,122,N,886,TOTAL,121,55,27
ROWLAND HEIGHTS,5850021A,2264,122,N,1206,POLLING PLACE,71,38,25
ROWLAND HEIGHTS,5850021A,2264,122,N,0,VBM PORTION,95,43,23
ROWLAND HEIGHTS,5850021A,2264,122,N,1206,TOTAL,166,81,48
ROWLAND HEIGHTS,5850027A,2265,122,N,1069,POLLING PLACE,68,31,20
ROWLAND HEIGHTS,5850027A,2265,122,N,0,VBM PORTION,134,67,28
ROWLAND HEIGHTS,5850027A,2265,122,N,1069,TOTAL,202,98,48
ROWLAND HEIGHTS,5850028A,2266,122,N,1122,POLLING PLACE,80,35,23
ROWLAND HEIGHTS,5850028A,2266,122,N,0,VBM PORTION,107,55,24
ROWLAND HEIGHTS,5850028A,2266,122,N,1122,TOTAL,187,90,47
ROWLAND HEIGHTS,5850030A,2267,122,N,1055,POLLING PLACE,54,28,11
ROWLAND HEIGHTS,5850030A,2267,122,N,0,VBM PORTION,131,51,41
ROWLAND HEIGHTS,5850030A,2267,122,N,1055,TOTAL,185,79,52
ROWLAND HEIGHTS,5850071B,2268,122,N,1139,POLLING PLACE,95,46,30
ROWLAND HEIGHTS,5850071B,2268,122,N,0,VBM PORTION,98,40,34
ROWLAND HEIGHTS,5850071B,2268,122,N,1139,TOTAL,193,86,64
ROWLAND HEIGHTS,5850073A,2269,122,N,1246,POLLING PLACE,47,23,15
ROWLAND HEIGHTS,5850073A,2269,122,N,0,VBM PORTION,107,69,27
ROWLAND HEIGHTS,5850073A,2269,122,N,1246,TOTAL,154,92,42
ROWLAND HEIGHTS,5850075A,2270,122,N,852,POLLING PLACE,20,10,8
ROWLAND HEIGHTS,5850075A,2270,122,N,0,VBM PORTION,62,24,19
ROWLAND HEIGHTS,5850075A,2270,122,N,852,TOTAL,82,34,27
ROWLAND HEIGHTS,5850077B,2271,122,N,900,POLLING PLACE,70,37,20
ROWLAND HEIGHTS,5850077B,2271,122,N,0,VBM PORTION,98,49,22
ROWLAND HEIGHTS,5850077B,2271,122,N,900,TOTAL,168,86,42
ROWLAND HEIGHTS,5850118A,2272,122,N,1202,POLLING PLACE,74,31,25
ROWLAND HEIGHTS,5850118A,2272,122,N,0,VBM PORTION,121,51,32
ROWLAND HEIGHTS,5850118A,2272,122,N,1202,TOTAL,195,82,57
ROWLAND HEIGHTS,5850153A,2273,122,N,1039,POLLING PLACE,72,38,19
ROWLAND HEIGHTS,5850153A,2273,122,N,0,VBM PORTION,109,52,37
ROWLAND HEIGHTS,5850153A,2273,122,N,1039,TOTAL,181,90,56
ROWLAND HEIGHTS,5850175A,2274,122,N,1225,POLLING PLACE,87,38,23
ROWLAND HEIGHTS,5850175A,2274,122,N,0,VBM PORTION,117,57,38
ROWLAND HEIGHTS,5850175A,2274,122,N,1225,TOTAL,204,95,61
ROWLAND HEIGHTS,5850207A,2275,122,N,1116,POLLING PLACE,59,32,17
ROWLAND HEIGHTS,5850207A,2275,122,N,0,VBM PORTION,59,27,23
ROWLAND HEIGHTS,5850207A,2275,122,N,1116,TOTAL,118,59,40
ROWLAND HEIGHTS,5850211A,2276,122,N,1179,POLLING PLACE,71,36,19
ROWLAND HEIGHTS,5850211A,2276,122,N,0,VBM PORTION,107,49,32
ROWLAND HEIGHTS,5850211A,2276,122,N,1179,TOTAL,178,85,51
ROWLAND HEIGHTS,5850218A,6142,122,Y,3,POLLING PLACE,0,0,0
ROWLAND HEIGHTS,5850218A,6142,122,Y,0,VBM PORTION,0,0,0
ROWLAND HEIGHTS,5850218A,6142,122,Y,3,TOTAL,0,0,0
ROWLAND HEIGHTS,5850221A,2277,122,N,640,POLLING PLACE,48,19,8
ROWLAND HEIGHTS,5850221A,2277,122,N,0,VBM PORTION,62,36,19
ROWLAND HEIGHTS,5850221A,2277,122,N,640,TOTAL,110,55,27
ROWLAND HEIGHTS,5850222A,2278,122,N,1104,POLLING PLACE,67,34,21
ROWLAND HEIGHTS,5850222A,2278,122,N,0,VBM PORTION,91,31,39
ROWLAND HEIGHTS,5850222A,2278,122,N,1104,TOTAL,158,65,60
ROWLAND HEIGHTS,5850223A,6143,122,Y,0,POLLING PLACE,0,0,0
ROWLAND HEIGHTS,5850223A,6143,122,Y,0,VBM PORTION,0,0,0
ROWLAND HEIGHTS,5850223A,6143,122,Y,0,TOTAL,0,0,0
ROYAL OAKS,5900001A,2279,69,N,229,POLLING PLACE,75,28,23
ROYAL OAKS,5900001A,2279,69,N,0,VBM PORTION,61,15,23
ROYAL OAKS,5900001A,2279,69,N,229,TOTAL,136,43,46
SAN CLEMENTE ISLAND,5960001A,6144,187,Y,0,POLLING PLACE,0,0,0
SAN CLEMENTE ISLAND,5960001A,6144,187,Y,0,VBM PORTION,0,0,0
SAN CLEMENTE ISLAND,5960001A,6144,187,Y,0,TOTAL,0,0,0
SAN DIMAS,6000001B,2280,35,N,1269,POLLING PLACE,111,59,28
SAN DIMAS,6000001B,2280,35,N,0,VBM PORTION,72,42,14
SAN DIMAS,6000001B,2280,35,N,1269,TOTAL,183,101,42
SAN DIMAS,6000002A,2281,35,N,834,POLLING PLACE,103,59,23
SAN DIMAS,6000002A,2281,35,N,0,VBM PORTION,83,47,13
SAN DIMAS,6000002A,2281,35,N,834,TOTAL,186,106,36
SAN DIMAS,6000003A,2282,35,N,765,POLLING PLACE,74,41,22
SAN DIMAS,6000003A,2282,35,N,0,VBM PORTION,82,39,15
SAN DIMAS,6000003A,2282,35,N,765,TOTAL,156,80,37
SAN DIMAS,6000004A,2283,35,N,842,POLLING PLACE,100,59,23
SAN DIMAS,6000004A,2283,35,N,0,VBM PORTION,72,29,13
SAN DIMAS,6000004A,2283,35,N,842,TOTAL,172,88,36
SAN DIMAS,6000005A,2284,35,N,912,POLLING PLACE,109,54,29
SAN DIMAS,6000005A,2284,35,N,0,VBM PORTION,87,42,29
SAN DIMAS,6000005A,2284,35,N,912,TOTAL,196,96,58
SAN DIMAS,6000006A,2285,35,N,1125,POLLING PLACE,115,72,26
SAN DIMAS,6000006A,2285,35,N,0,VBM PORTION,77,33,22
SAN DIMAS,6000006A,2285,35,N,1125,TOTAL,192,105,48
SAN DIMAS,6000007A,2286,35,N,689,POLLING PLACE,70,37,17
SAN DIMAS,6000007A,2286,35,N,0,VBM PORTION,48,25,14
SAN DIMAS,6000007A,2286,35,N,689,TOTAL,118,62,31
SAN DIMAS,6000008A,2287,35,N,658,POLLING PLACE,56,32,13
SAN DIMAS,6000008A,2287,35,N,0,VBM PORTION,43,20,9
SAN DIMAS,6000008A,2287,35,N,658,TOTAL,99,52,22
SAN DIMAS,6000009A,2288,35,N,862,POLLING PLACE,41,22,9
SAN DIMAS,6000009A,2288,35,N,0,VBM PORTION,66,35,21
SAN DIMAS,6000009A,2288,35,N,862,TOTAL,107,57,30
SAN DIMAS,6000010C,2289,35,N,737,POLLING PLACE,52,35,10
SAN DIMAS,6000010C,2289,35,N,0,VBM PORTION,44,16,20
SAN DIMAS,6000010C,2289,35,N,737,TOTAL,96,51,30
SAN DIMAS,6000011A,2290,35,N,1043,POLLING PLACE,97,48,32
SAN DIMAS,6000011A,2290,35,N,0,VBM PORTION,80,40,25
SAN DIMAS,6000011A,2290,35,N,1043,TOTAL,177,88,57
SAN DIMAS,6000013B,2291,35,N,1306,POLLING PLACE,128,80,30
SAN DIMAS,6000013B,2291,35,N,0,VBM PORTION,172,94,40
SAN DIMAS,6000013B,2291,35,N,1306,TOTAL,300,174,70
SAN DIMAS,6000015A,2292,35,N,766,POLLING PLACE,62,37,13
SAN DIMAS,6000015A,2292,35,N,0,VBM PORTION,67,33,18
SAN DIMAS,6000015A,2292,35,N,766,TOTAL,129,70,31
SAN DIMAS,6000018A,2293,35,N,915,POLLING PLACE,106,68,17
SAN DIMAS,6000018A,2293,35,N,0,VBM PORTION,77,48,22
SAN DIMAS,6000018A,2293,35,N,915,TOTAL,183,116,39
SAN DIMAS,6000019A,2294,35,N,601,POLLING PLACE,83,44,19
SAN DIMAS,6000019A,2294,35,N,0,VBM PORTION,70,35,24
SAN DIMAS,6000019A,2294,35,N,601,TOTAL,153,79,43
SAN DIMAS,6000020A,2295,35,N,849,POLLING PLACE,72,32,23
SAN DIMAS,6000020A,2295,35,N,0,VBM PORTION,60,26,22
SAN DIMAS,6000020A,2295,35,N,849,TOTAL,132,58,45
SAN DIMAS,6000021A,2296,35,N,538,POLLING PLACE,36,21,5
SAN DIMAS,6000021A,2296,35,N,0,VBM PORTION,33,19,10
SAN DIMAS,6000021A,2296,35,N,538,TOTAL,69,40,15
SAN DIMAS,6000035A,2297,35,N,700,POLLING PLACE,81,58,12
SAN DIMAS,6000035A,2297,35,N,0,VBM PORTION,43,25,14
SAN DIMAS,6000035A,2297,35,N,700,TOTAL,124,83,26
SAN DIMAS,6000040A,2298,35,N,664,POLLING PLACE,59,33,16
SAN DIMAS,6000040A,2298,35,N,0,VBM PORTION,32,16,14
SAN DIMAS,6000040A,2298,35,N,664,TOTAL,91,49,30
SAN DIMAS,6000050A,2299,35,N,786,POLLING PLACE,81,47,19
SAN DIMAS,6000050A,2299,35,N,0,VBM PORTION,102,42,28
SAN DIMAS,6000050A,2299,35,N,786,TOTAL,183,89,47
SAN DIMAS,6000052A,2300,35,N,280,POLLING PLACE,13,4,6
SAN DIMAS,6000052A,2300,35,N,0,VBM PORTION,32,19,4
SAN DIMAS,6000052A,2300,35,N,280,TOTAL,45,23,10
SAN DIMAS,6000053A,2301,35,N,1093,POLLING PLACE,105,70,15
SAN DIMAS,6000053A,2301,35,N,0,VBM PORTION,138,57,36
SAN DIMAS,6000053A,2301,35,N,1093,TOTAL,243,127,51
SAN DIMAS,6000054A,2302,35,N,823,POLLING PLACE,83,40,25
SAN DIMAS,6000054A,2302,35,N,0,VBM PORTION,83,36,19
SAN DIMAS,6000054A,2302,35,N,823,TOTAL,166,76,44
SAN DIMAS,6000055A,2303,35,N,957,POLLING PLACE,85,49,20
SAN DIMAS,6000055A,2303,35,N,0,VBM PORTION,132,65,32
SAN DIMAS,6000055A,2303,35,N,957,TOTAL,217,114,52
SAN DIMAS,6000057A,2304,35,N,1243,POLLING PLACE,123,69,32
SAN DIMAS,6000057A,2304,35,N,0,VBM PORTION,146,61,49
SAN DIMAS,6000057A,2304,35,N,1243,TOTAL,269,130,81
SAN FERNANDO,6050001A,2305,15,N,895,POLLING PLACE,66,26,28
SAN FERNANDO,6050001A,2305,15,N,0,VBM PORTION,49,23,20
SAN FERNANDO,6050001A,2305,15,N,895,TOTAL,115,49,48
SAN FERNANDO,6050002A,2306,15,N,787,POLLING PLACE,62,24,15
SAN FERNANDO,6050002A,2306,15,N,0,VBM PORTION,52,26,19
SAN FERNANDO,6050002A,2306,15,N,787,TOTAL,114,50,34
SAN FERNANDO,6050005A,2307,15,N,1265,POLLING PLACE,86,38,24
SAN FERNANDO,6050005A,2307,15,N,0,VBM PORTION,51,28,12
SAN FERNANDO,6050005A,2307,15,N,1265,TOTAL,137,66,36
SAN FERNANDO,6050007A,2308,15,N,1232,POLLING PLACE,90,50,18
SAN FERNANDO,6050007A,2308,15,N,0,VBM PORTION,85,44,28
SAN FERNANDO,6050007A,2308,15,N,1232,TOTAL,175,94,46
SAN FERNANDO,6050009A,2309,15,N,1178,POLLING PLACE,74,44,21
SAN FERNANDO,6050009A,2309,15,N,0,VBM PORTION,57,33,13
SAN FERNANDO,6050009A,2309,15,N,1178,TOTAL,131,77,34
SAN FERNANDO,6050010A,2310,15,N,747,POLLING PLACE,44,32,9
SAN FERNANDO,6050010A,2310,15,N,0,VBM PORTION,28,16,10
SAN FERNANDO,6050010A,2310,15,N,747,TOTAL,72,48,19
SAN FERNANDO,6050012A,2311,15,N,1013,POLLING PLACE,71,31,22
SAN FERNANDO,6050012A,2311,15,N,0,VBM PORTION,42,22,11
SAN FERNANDO,6050012A,2311,15,N,1013,TOTAL,113,53,33
SAN FERNANDO,6050013A,2312,15,N,1093,POLLING PLACE,62,26,22
SAN FERNANDO,6050013A,2312,15,N,0,VBM PORTION,55,29,20
SAN FERNANDO,6050013A,2312,15,N,1093,TOTAL,117,55,42
SAN FERNANDO,6050016A,2313,15,N,994,POLLING PLACE,83,21,36
SAN FERNANDO,6050016A,2313,15,N,0,VBM PORTION,51,23,23
SAN FERNANDO,6050016A,2313,15,N,994,TOTAL,134,44,59
SAN GABRIEL,6100002A,2314,76,N,1112,POLLING PLACE,178,83,58
SAN GABRIEL,6100002A,2314,76,N,0,VBM PORTION,112,45,33
SAN GABRIEL,6100002A,2314,76,N,1112,TOTAL,290,128,91
SAN GABRIEL,6100006A,6145,72,Y,0,POLLING PLACE,0,0,0
SAN GABRIEL,6100006A,6145,72,Y,0,VBM PORTION,0,0,0
SAN GABRIEL,6100006A,6145,72,Y,0,TOTAL,0,0,0
SAN GABRIEL,6100007A,2315,76,N,1161,POLLING PLACE,141,65,38
SAN GABRIEL,6100007A,2315,76,N,0,VBM PORTION,123,58,35
SAN GABRIEL,6100007A,2315,76,N,1161,TOTAL,264,123,73
SAN GABRIEL,6100008A,2316,76,N,1114,POLLING PLACE,110,46,37
SAN GABRIEL,6100008A,2316,76,N,0,VBM PORTION,119,49,44
SAN GABRIEL,6100008A,2316,76,N,1114,TOTAL,229,95,81
SAN GABRIEL,6100010B,2317,76,N,708,POLLING PLACE,103,54,27
SAN GABRIEL,6100010B,2317,76,N,0,VBM PORTION,80,32,29
SAN GABRIEL,6100010B,2317,76,N,708,TOTAL,183,86,56
SAN GABRIEL,6100012A,2318,76,N,1102,POLLING PLACE,56,25,13
SAN GABRIEL,6100012A,2318,76,N,0,VBM PORTION,77,31,28
SAN GABRIEL,6100012A,2318,76,N,1102,TOTAL,133,56,41
SAN GABRIEL,6100015A,2319,76,N,1206,POLLING PLACE,85,47,20
SAN GABRIEL,6100015A,2319,76,N,0,VBM PORTION,87,48,24
SAN GABRIEL,6100015A,2319,76,N,1206,TOTAL,172,95,44
SAN GABRIEL,6100017A,2320,76,N,992,POLLING PLACE,73,39,19
SAN GABRIEL,6100017A,2320,76,N,0,VBM PORTION,65,41,14
SAN GABRIEL,6100017A,2320,76,N,992,TOTAL,138,80,33
SAN GABRIEL,6100018A,2321,76,N,1014,POLLING PLACE,38,22,8
SAN GABRIEL,6100018A,2321,76,N,0,VBM PORTION,50,30,11
SAN GABRIEL,6100018A,2321,76,N,1014,TOTAL,88,52,19
SAN GABRIEL,6100021A,2322,76,N,1231,POLLING PLACE,88,46,23
SAN GABRIEL,6100021A,2322,76,N,0,VBM PORTION,92,49,28
SAN GABRIEL,6100021A,2322,76,N,1231,TOTAL,180,95,51
SAN GABRIEL,6100023A,2323,76,N,864,POLLING PLACE,84,37,23
SAN GABRIEL,6100023A,2323,76,N,0,VBM PORTION,86,26,41
SAN GABRIEL,6100023A,2323,76,N,864,TOTAL,170,63,64
SAN GABRIEL,6100025A,2324,76,N,1238,POLLING PLACE,87,37,26
SAN GABRIEL,6100025A,2324,76,N,0,VBM PORTION,83,26,39
SAN GABRIEL,6100025A,2324,76,N,1238,TOTAL,170,63,65
SAN GABRIEL,6100031B,2325,76,N,1096,POLLING PLACE,46,18,20
SAN GABRIEL,6100031B,2325,76,N,0,VBM PORTION,50,11,28
SAN GABRIEL,6100031B,2325,76,N,1096,TOTAL,96,29,48
SAN GABRIEL,6100034A,2326,76,N,1272,POLLING PLACE,69,43,18
SAN GABRIEL,6100034A,2326,76,N,0,VBM PORTION,97,43,30
SAN GABRIEL,6100034A,2326,76,N,1272,TOTAL,166,86,48
SAN GABRIEL,6100043A,2327,76,N,1113,POLLING PLACE,66,29,23
SAN GABRIEL,6100043A,2327,76,N,0,VBM PORTION,74,29,24
SAN GABRIEL,6100043A,2327,76,N,1113,TOTAL,140,58,47
SAN GABRIEL,6100050B,2328,76,N,1046,POLLING PLACE,63,37,13
SAN GABRIEL,6100050B,2328,76,N,0,VBM PORTION,60,17,35
SAN GABRIEL,6100050B,2328,76,N,1046,TOTAL,123,54,48
SAN MARINO,6200003B,2329,78,N,1546,POLLING PLACE,163,55,67
SAN MARINO,6200003B,2329,78,N,0,VBM PORTION,222,87,71
SAN MARINO,6200003B,2329,78,N,1546,TOTAL,385,142,138
SAN MARINO,6200005A,2330,78,N,1267,POLLING PLACE,111,58,32
SAN MARINO,6200005A,2330,78,N,0,VBM PORTION,164,63,48
SAN MARINO,6200005A,2330,78,N,1267,TOTAL,275,121,80
SAN MARINO,6200006A,2331,78,N,989,POLLING PLACE,66,34,20
SAN MARINO,6200006A,2331,78,N,0,VBM PORTION,149,62,43
SAN MARINO,6200006A,2331,78,N,989,TOTAL,215,96,63
SAN MARINO,6200007A,2332,78,N,1319,POLLING PLACE,119,44,44
SAN MARINO,6200007A,2332,78,N,0,VBM PORTION,184,81,39
SAN MARINO,6200007A,2332,78,N,1319,TOTAL,303,125,83
SAN MARINO,6200012A,2333,78,N,1286,POLLING PLACE,111,51,38
SAN MARINO,6200012A,2333,78,N,0,VBM PORTION,134,60,34
SAN MARINO,6200012A,2333,78,N,1286,TOTAL,245,111,72
SAN MARINO,6200014A,2334,78,N,869,POLLING PLACE,111,51,28
SAN MARINO,6200014A,2334,78,N,0,VBM PORTION,130,43,37
SAN MARINO,6200014A,2334,78,N,869,TOTAL,241,94,65
SAN MARINO,6200016A,2335,78,N,1283,POLLING PLACE,114,56,33
SAN MARINO,6200016A,2335,78,N,0,VBM PORTION,178,70,50
SAN MARINO,6200016A,2335,78,N,1283,TOTAL,292,126,83
SANTA CATALINA ISLAND,6210001A,2336,187,N,66,POLLING PLACE,1,1,0
SANTA CATALINA ISLAND,6210001A,2336,187,N,0,VBM PORTION,6,1,3
SANTA CATALINA ISLAND,6210001A,2336,187,N,66,TOTAL,7,2,3
SANTA CATALINA ISLAND,6210002A,2337,187,N,95,POLLING PLACE,15,7,4
SANTA CATALINA ISLAND,6210002A,2337,187,N,0,VBM PORTION,3,2,1
SANTA CATALINA ISLAND,6210002A,2337,187,N,95,TOTAL,18,9,5
SANTA CLARITA,6220002B,2338,10,N,1138,POLLING PLACE,102,60,19
SANTA CLARITA,6220002B,2338,10,N,0,VBM PORTION,89,55,15
SANTA CLARITA,6220002B,2338,10,N,1138,TOTAL,191,115,34
SANTA CLARITA,6220003A,2339,10,N,1325,POLLING PLACE,138,85,22
SANTA CLARITA,6220003A,2339,10,N,0,VBM PORTION,150,91,30
SANTA CLARITA,6220003A,2339,10,N,1325,TOTAL,288,176,52
SANTA CLARITA,6220004A,2340,10,N,1031,POLLING PLACE,117,68,18
SANTA CLARITA,6220004A,2340,10,N,0,VBM PORTION,98,58,26
SANTA CLARITA,6220004A,2340,10,N,1031,TOTAL,215,126,44
SANTA CLARITA,6220005A,2341,10,N,1321,POLLING PLACE,109,77,10
SANTA CLARITA,6220005A,2341,10,N,0,VBM PORTION,152,83,34
SANTA CLARITA,6220005A,2341,10,N,1321,TOTAL,261,160,44
SANTA CLARITA,6220006A,2342,10,N,1112,POLLING PLACE,109,63,21
SANTA CLARITA,6220006A,2342,10,N,0,VBM PORTION,130,71,34
SANTA CLARITA,6220006A,2342,10,N,1112,TOTAL,239,134,55
SANTA CLARITA,6220007A,2343,10,N,841,POLLING PLACE,91,60,14
SANTA CLARITA,6220007A,2343,10,N,0,VBM PORTION,86,36,24
SANTA CLARITA,6220007A,2343,10,N,841,TOTAL,177,96,38
SANTA CLARITA,6220008A,2344,10,N,1375,POLLING PLACE,142,70,36
SANTA CLARITA,6220008A,2344,10,N,0,VBM PORTION,199,103,44
SANTA CLARITA,6220008A,2344,10,N,1375,TOTAL,341,173,80
SANTA CLARITA,6220009A,2345,10,N,1006,POLLING PLACE,94,62,12
SANTA CLARITA,6220009A,2345,10,N,0,VBM PORTION,111,68,19
SANTA CLARITA,6220009A,2345,10,N,1006,TOTAL,205,130,31
SANTA CLARITA,6220010A,2346,10,N,936,POLLING PLACE,80,47,16
SANTA CLARITA,6220010A,2346,10,N,0,VBM PORTION,119,71,22
SANTA CLARITA,6220010A,2346,10,N,936,TOTAL,199,118,38
SANTA CLARITA,6220011B,2347,10,N,1357,POLLING PLACE,121,63,28
SANTA CLARITA,6220011B,2347,10,N,0,VBM PORTION,176,78,52
SANTA CLARITA,6220011B,2347,10,N,1357,TOTAL,297,141,80
SANTA CLARITA,6220017B,2348,10,N,1215,POLLING PLACE,80,46,16
SANTA CLARITA,6220017B,2348,10,N,0,VBM PORTION,142,59,48
SANTA CLARITA,6220017B,2348,10,N,1215,TOTAL,222,105,64
SANTA CLARITA,6220018A,2349,10,N,875,POLLING PLACE,67,37,14
SANTA CLARITA,6220018A,2349,10,N,0,VBM PORTION,115,62,25
SANTA CLARITA,6220018A,2349,10,N,875,TOTAL,182,99,39
SANTA CLARITA,6220020A,2350,10,N,1421,POLLING PLACE,149,75,37
SANTA CLARITA,6220020A,2350,10,N,0,VBM PORTION,183,88,53
SANTA CLARITA,6220020A,2350,10,N,1421,TOTAL,332,163,90
SANTA CLARITA,6220022B,2351,10,N,1045,POLLING PLACE,99,63,19
SANTA CLARITA,6220022B,2351,10,N,0,VBM PORTION,139,63,48
SANTA CLARITA,6220022B,2351,10,N,1045,TOTAL,238,126,67
SANTA CLARITA,6220023A,2352,10,N,628,POLLING PLACE,56,32,13
SANTA CLARITA,6220023A,2352,10,N,0,VBM PORTION,84,50,15
SANTA CLARITA,6220023A,2352,10,N,628,TOTAL,140,82,28
SANTA CLARITA,6220024A,2353,10,N,1420,POLLING PLACE,143,80,30
SANTA CLARITA,6220024A,2353,10,N,0,VBM PORTION,179,96,43
SANTA CLARITA,6220024A,2353,10,N,1420,TOTAL,322,176,73
SANTA CLARITA,6220028B,2354,10,N,1334,POLLING PLACE,160,104,26
SANTA CLARITA,6220028B,2354,10,N,0,VBM PORTION,166,83,51
SANTA CLARITA,6220028B,2354,10,N,1334,TOTAL,326,187,77
SANTA CLARITA,6220030A,2355,10,N,1165,POLLING PLACE,199,100,45
SANTA CLARITA,6220030A,2355,10,N,0,VBM PORTION,188,100,35
SANTA CLARITA,6220030A,2355,10,N,1165,TOTAL,387,200,80
SANTA CLARITA,6220031A,2356,10,N,898,POLLING PLACE,50,31,7
SANTA CLARITA,6220031A,2356,10,N,0,VBM PORTION,52,32,11
SANTA CLARITA,6220031A,2356,10,N,898,TOTAL,102,63,18
SANTA CLARITA,6220032A,2357,10,N,1060,POLLING PLACE,108,55,24
SANTA CLARITA,6220032A,2357,10,N,0,VBM PORTION,173,89,27
SANTA CLARITA,6220032A,2357,10,N,1060,TOTAL,281,144,51
SANTA CLARITA,6220033A,2358,10,N,735,POLLING PLACE,71,43,18
SANTA CLARITA,6220033A,2358,10,N,0,VBM PORTION,100,63,17
SANTA CLARITA,6220033A,2358,10,N,735,TOTAL,171,106,35
