LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,PAMALA F MATSUMOTO,AMY CARTER
STEVENSON RANCH,6820011A,2629,10,N,1007,TOTAL,153,28,89
SUNLAND,6850001A,6163,24,Y,0,POLLING PLACE,0,0,0
SUNLAND,6850001A,6163,24,Y,0,VBM PORTION,0,0,0
SUNLAND,6850001A,6163,24,Y,0,TOTAL,0,0,0
SUNLAND,6850002A,2630,22,N,522,POLLING PLACE,74,20,37
SUNLAND,6850002A,2630,22,N,0,VBM PORTION,47,18,18
SUNLAND,6850002A,2630,22,N,522,TOTAL,121,38,55
SUNLAND,6850016A,6164,39,Y,28,POLLING PLACE,0,0,0
SUNLAND,6850016A,6164,39,Y,0,VBM PORTION,6,1,2
SUNLAND,6850016A,6164,39,Y,28,TOTAL,6,1,2
SUNLAND,6850017A,6165,24,Y,106,POLLING PLACE,0,0,0
SUNLAND,6850017A,6165,24,Y,0,VBM PORTION,11,4,7
SUNLAND,6850017A,6165,24,Y,106,TOTAL,11,4,7
SUNLAND,6850028A,6166,16,Y,0,POLLING PLACE,0,0,0
SUNLAND,6850028A,6166,16,Y,0,VBM PORTION,0,0,0
SUNLAND,6850028A,6166,16,Y,0,TOTAL,0,0,0
SUNLAND,6850034A,6167,47,Y,41,POLLING PLACE,0,0,0
SUNLAND,6850034A,6167,47,Y,0,VBM PORTION,10,4,4
SUNLAND,6850034A,6167,47,Y,41,TOTAL,10,4,4
TEMPLE CITY,7050001A,2631,76,N,1017,POLLING PLACE,84,32,40
TEMPLE CITY,7050001A,2631,76,N,0,VBM PORTION,94,34,37
TEMPLE CITY,7050001A,2631,76,N,1017,TOTAL,178,66,77
TEMPLE CITY,7050006A,2632,76,N,1021,POLLING PLACE,64,11,40
TEMPLE CITY,7050006A,2632,76,N,0,VBM PORTION,73,18,35
TEMPLE CITY,7050006A,2632,76,N,1021,TOTAL,137,29,75
TEMPLE CITY,7050008B,2633,76,N,825,POLLING PLACE,62,22,27
TEMPLE CITY,7050008B,2633,76,N,0,VBM PORTION,60,6,33
TEMPLE CITY,7050008B,2633,76,N,825,TOTAL,122,28,60
TEMPLE CITY,7050010A,2634,76,N,660,POLLING PLACE,53,13,25
TEMPLE CITY,7050010A,2634,76,N,0,VBM PORTION,59,13,31
TEMPLE CITY,7050010A,2634,76,N,660,TOTAL,112,26,56
TEMPLE CITY,7050011A,2635,76,N,841,POLLING PLACE,51,9,31
TEMPLE CITY,7050011A,2635,76,N,0,VBM PORTION,52,15,27
TEMPLE CITY,7050011A,2635,76,N,841,TOTAL,103,24,58
TEMPLE CITY,7050013A,2636,76,N,916,POLLING PLACE,94,32,40
TEMPLE CITY,7050013A,2636,76,N,0,VBM PORTION,73,16,35
TEMPLE CITY,7050013A,2636,76,N,916,TOTAL,167,48,75
TEMPLE CITY,7050016A,2637,76,N,1019,POLLING PLACE,120,18,76
TEMPLE CITY,7050016A,2637,76,N,0,VBM PORTION,79,20,39
TEMPLE CITY,7050016A,2637,76,N,1019,TOTAL,199,38,115
TEMPLE CITY,7050027A,2638,76,N,1393,POLLING PLACE,94,33,42
TEMPLE CITY,7050027A,2638,76,N,0,VBM PORTION,153,37,79
TEMPLE CITY,7050027A,2638,76,N,1393,TOTAL,247,70,121
TEMPLE CITY,7050043A,2639,76,N,1278,POLLING PLACE,107,32,57
TEMPLE CITY,7050043A,2639,76,N,0,VBM PORTION,145,34,82
TEMPLE CITY,7050043A,2639,76,N,1278,TOTAL,252,66,139
TEMPLE CITY,7050062A,2640,76,N,1370,POLLING PLACE,120,24,70
TEMPLE CITY,7050062A,2640,76,N,0,VBM PORTION,126,38,51
TEMPLE CITY,7050062A,2640,76,N,1370,TOTAL,246,62,121
TEMPLE CITY,7050064A,2641,76,N,1262,POLLING PLACE,108,24,57
TEMPLE CITY,7050064A,2641,76,N,0,VBM PORTION,143,60,52
TEMPLE CITY,7050064A,2641,76,N,1262,TOTAL,251,84,109
TEMPLE CITY,7050068A,2642,76,N,1255,POLLING PLACE,102,32,55
TEMPLE CITY,7050068A,2642,76,N,0,VBM PORTION,86,36,36
TEMPLE CITY,7050068A,2642,76,N,1255,TOTAL,188,68,91
TEMPLE CITY,7050070A,2643,76,N,1327,POLLING PLACE,131,26,83
TEMPLE CITY,7050070A,2643,76,N,0,VBM PORTION,97,20,48
TEMPLE CITY,7050070A,2643,76,N,1327,TOTAL,228,46,131
TEMPLE CITY,7050072A,2644,76,N,1301,POLLING PLACE,103,36,39
TEMPLE CITY,7050072A,2644,76,N,0,VBM PORTION,118,29,53
TEMPLE CITY,7050072A,2644,76,N,1301,TOTAL,221,65,92
TEMPLE CITY,7050073A,2645,76,N,837,POLLING PLACE,67,15,43
TEMPLE CITY,7050073A,2645,76,N,0,VBM PORTION,65,13,32
TEMPLE CITY,7050073A,2645,76,N,837,TOTAL,132,28,75
TEMPLE CITY,7050077A,2646,76,N,1330,POLLING PLACE,131,37,75
TEMPLE CITY,7050077A,2646,76,N,0,VBM PORTION,113,28,58
TEMPLE CITY,7050077A,2646,76,N,1330,TOTAL,244,65,133
TOPANGA,7100002A,2647,88,N,1027,POLLING PLACE,222,77,65
TOPANGA,7100002A,2647,88,N,0,VBM PORTION,100,39,33
TOPANGA,7100002A,2647,88,N,1027,TOTAL,322,116,98
TOPANGA,7100004B,2648,88,N,811,POLLING PLACE,153,73,49
TOPANGA,7100004B,2648,88,N,0,VBM PORTION,92,33,38
TOPANGA,7100004B,2648,88,N,811,TOTAL,245,106,87
TOPANGA,7100006A,2649,88,N,684,POLLING PLACE,162,70,50
TOPANGA,7100006A,2649,88,N,0,VBM PORTION,68,26,16
TOPANGA,7100006A,2649,88,N,684,TOTAL,230,96,66
TOPANGA,7100007A,2650,88,N,1229,POLLING PLACE,140,58,48
TOPANGA,7100007A,2650,88,N,0,VBM PORTION,170,55,73
TOPANGA,7100007A,2650,88,N,1229,TOTAL,310,113,121
TOPANGA,7100030A,2651,88,N,813,POLLING PLACE,214,90,64
TOPANGA,7100030A,2651,88,N,0,VBM PORTION,86,34,29
TOPANGA,7100030A,2651,88,N,813,TOTAL,300,124,93
TOPANGA,7100032A,6168,88,Y,268,POLLING PLACE,0,0,0
TOPANGA,7100032A,6168,88,Y,0,VBM PORTION,119,41,35
TOPANGA,7100032A,6168,88,Y,268,TOTAL,119,41,35
TOPANGA,7100033A,2652,88,N,1047,POLLING PLACE,176,66,60
TOPANGA,7100033A,2652,88,N,0,VBM PORTION,157,60,41
TOPANGA,7100033A,2652,88,N,1047,TOTAL,333,126,101
TORRANCE,7150001A,2653,185,N,735,POLLING PLACE,93,41,38
TORRANCE,7150001A,2653,185,N,0,VBM PORTION,94,48,28
TORRANCE,7150001A,2653,185,N,735,TOTAL,187,89,66
TORRANCE,7150002A,2654,185,N,906,POLLING PLACE,163,60,70
TORRANCE,7150002A,2654,185,N,0,VBM PORTION,125,61,41
TORRANCE,7150002A,2654,185,N,906,TOTAL,288,121,111
TORRANCE,7150003A,2655,185,N,994,POLLING PLACE,113,50,39
TORRANCE,7150003A,2655,185,N,0,VBM PORTION,101,44,34
TORRANCE,7150003A,2655,185,N,994,TOTAL,214,94,73
TORRANCE,7150004A,2656,185,N,1245,POLLING PLACE,107,29,56
TORRANCE,7150004A,2656,185,N,0,VBM PORTION,126,46,51
TORRANCE,7150004A,2656,185,N,1245,TOTAL,233,75,107
TORRANCE,7150005A,2657,185,N,882,POLLING PLACE,109,41,52
TORRANCE,7150005A,2657,185,N,0,VBM PORTION,103,50,36
TORRANCE,7150005A,2657,185,N,882,TOTAL,212,91,88
TORRANCE,7150008A,2658,185,N,910,POLLING PLACE,93,31,40
TORRANCE,7150008A,2658,185,N,0,VBM PORTION,123,53,50
TORRANCE,7150008A,2658,185,N,910,TOTAL,216,84,90
TORRANCE,7150009A,2659,185,N,969,POLLING PLACE,117,53,46
TORRANCE,7150009A,2659,185,N,0,VBM PORTION,125,62,36
TORRANCE,7150009A,2659,185,N,969,TOTAL,242,115,82
TORRANCE,7150010A,2660,185,N,1478,POLLING PLACE,130,34,74
TORRANCE,7150010A,2660,185,N,0,VBM PORTION,171,64,79
TORRANCE,7150010A,2660,185,N,1478,TOTAL,301,98,153
TORRANCE,7150012A,2661,185,N,904,POLLING PLACE,103,30,47
TORRANCE,7150012A,2661,185,N,0,VBM PORTION,103,34,41
TORRANCE,7150012A,2661,185,N,904,TOTAL,206,64,88
TORRANCE,7150013A,2662,185,N,1369,POLLING PLACE,161,57,83
TORRANCE,7150013A,2662,185,N,0,VBM PORTION,176,67,69
TORRANCE,7150013A,2662,185,N,1369,TOTAL,337,124,152
TORRANCE,7150015A,2663,185,N,1238,POLLING PLACE,180,73,84
TORRANCE,7150015A,2663,185,N,0,VBM PORTION,174,80,57
TORRANCE,7150015A,2663,185,N,1238,TOTAL,354,153,141
TORRANCE,7150016A,2664,185,N,768,POLLING PLACE,142,64,59
TORRANCE,7150016A,2664,185,N,0,VBM PORTION,103,58,28
TORRANCE,7150016A,2664,185,N,768,TOTAL,245,122,87
TORRANCE,7150017A,2665,185,N,1103,POLLING PLACE,174,84,67
TORRANCE,7150017A,2665,185,N,0,VBM PORTION,168,94,53
TORRANCE,7150017A,2665,185,N,1103,TOTAL,342,178,120
TORRANCE,7150021A,2666,180,N,1000,POLLING PLACE,218,45,109
TORRANCE,7150021A,2666,180,N,0,VBM PORTION,150,37,67
TORRANCE,7150021A,2666,180,N,1000,TOTAL,368,82,176
TORRANCE,7150022A,2667,185,N,1043,POLLING PLACE,140,54,55
TORRANCE,7150022A,2667,185,N,0,VBM PORTION,99,37,38
TORRANCE,7150022A,2667,185,N,1043,TOTAL,239,91,93
TORRANCE,7150023A,2668,180,N,969,POLLING PLACE,143,24,67
TORRANCE,7150023A,2668,180,N,0,VBM PORTION,103,35,38
TORRANCE,7150023A,2668,180,N,969,TOTAL,246,59,105
TORRANCE,7150024A,2669,180,N,748,POLLING PLACE,114,34,53
TORRANCE,7150024A,2669,180,N,0,VBM PORTION,104,34,47
TORRANCE,7150024A,2669,180,N,748,TOTAL,218,68,100
TORRANCE,7150025A,2670,185,N,1028,POLLING PLACE,160,54,71
TORRANCE,7150025A,2670,185,N,0,VBM PORTION,128,34,63
TORRANCE,7150025A,2670,185,N,1028,TOTAL,288,88,134
TORRANCE,7150026B,2671,185,N,850,POLLING PLACE,103,30,55
TORRANCE,7150026B,2671,185,N,0,VBM PORTION,107,26,54
TORRANCE,7150026B,2671,185,N,850,TOTAL,210,56,109
TORRANCE,7150027A,2672,185,N,1026,POLLING PLACE,131,36,70
TORRANCE,7150027A,2672,185,N,0,VBM PORTION,86,26,42
TORRANCE,7150027A,2672,185,N,1026,TOTAL,217,62,112
TORRANCE,7150028A,2673,185,N,1089,POLLING PLACE,131,28,72
TORRANCE,7150028A,2673,185,N,0,VBM PORTION,148,40,63
TORRANCE,7150028A,2673,185,N,1089,TOTAL,279,68,135
TORRANCE,7150029A,2674,185,N,1152,POLLING PLACE,110,34,59
TORRANCE,7150029A,2674,185,N,0,VBM PORTION,145,60,51
TORRANCE,7150029A,2674,185,N,1152,TOTAL,255,94,110
TORRANCE,7150031B,2675,180,N,1021,POLLING PLACE,225,72,99
TORRANCE,7150031B,2675,180,N,0,VBM PORTION,177,52,75
TORRANCE,7150031B,2675,180,N,1021,TOTAL,402,124,174
TORRANCE,7150032A,2676,180,N,980,POLLING PLACE,140,41,64
TORRANCE,7150032A,2676,180,N,0,VBM PORTION,125,36,52
TORRANCE,7150032A,2676,180,N,980,TOTAL,265,77,116
TORRANCE,7150033A,2677,185,N,1297,POLLING PLACE,126,39,62
TORRANCE,7150033A,2677,185,N,0,VBM PORTION,102,29,59
TORRANCE,7150033A,2677,185,N,1297,TOTAL,228,68,121
TORRANCE,7150037A,2678,180,N,956,POLLING PLACE,208,51,114
TORRANCE,7150037A,2678,180,N,0,VBM PORTION,131,41,65
TORRANCE,7150037A,2678,180,N,956,TOTAL,339,92,179
TORRANCE,7150038A,2679,180,N,1203,POLLING PLACE,243,68,118
TORRANCE,7150038A,2679,180,N,0,VBM PORTION,228,54,104
TORRANCE,7150038A,2679,180,N,1203,TOTAL,471,122,222
TORRANCE,7150039A,2680,180,N,1026,POLLING PLACE,82,20,43
TORRANCE,7150039A,2680,180,N,0,VBM PORTION,125,40,56
TORRANCE,7150039A,2680,180,N,1026,TOTAL,207,60,99
TORRANCE,7150041A,2681,185,N,1266,POLLING PLACE,139,52,66
TORRANCE,7150041A,2681,185,N,0,VBM PORTION,175,56,78
TORRANCE,7150041A,2681,185,N,1266,TOTAL,314,108,144
TORRANCE,7150046A,2682,180,N,1317,POLLING PLACE,219,72,94
TORRANCE,7150046A,2682,180,N,0,VBM PORTION,158,48,73
TORRANCE,7150046A,2682,180,N,1317,TOTAL,377,120,167
TORRANCE,7150048A,2683,185,N,1320,POLLING PLACE,102,39,44
TORRANCE,7150048A,2683,185,N,0,VBM PORTION,96,30,52
TORRANCE,7150048A,2683,185,N,1320,TOTAL,198,69,96
TORRANCE,7150049A,2684,185,N,1024,POLLING PLACE,159,38,88
TORRANCE,7150049A,2684,185,N,0,VBM PORTION,146,35,85
TORRANCE,7150049A,2684,185,N,1024,TOTAL,305,73,173
TORRANCE,7150050A,2685,180,N,1028,POLLING PLACE,156,37,74
TORRANCE,7150050A,2685,180,N,0,VBM PORTION,152,47,73
TORRANCE,7150050A,2685,180,N,1028,TOTAL,308,84,147
TORRANCE,7150051B,2686,185,N,1102,POLLING PLACE,126,30,72
TORRANCE,7150051B,2686,185,N,0,VBM PORTION,148,38,78
TORRANCE,7150051B,2686,185,N,1102,TOTAL,274,68,150
TORRANCE,7150055A,2687,185,N,911,POLLING PLACE,111,33,49
TORRANCE,7150055A,2687,185,N,0,VBM PORTION,130,33,57
TORRANCE,7150055A,2687,185,N,911,TOTAL,241,66,106
TORRANCE,7150056A,2688,185,N,1075,POLLING PLACE,194,56,93
TORRANCE,7150056A,2688,185,N,0,VBM PORTION,137,42,59
TORRANCE,7150056A,2688,185,N,1075,TOTAL,331,98,152
TORRANCE,7150058A,2689,185,N,1161,POLLING PLACE,137,39,77
TORRANCE,7150058A,2689,185,N,0,VBM PORTION,105,30,50
TORRANCE,7150058A,2689,185,N,1161,TOTAL,242,69,127
TORRANCE,7150061A,2690,182,N,1306,POLLING PLACE,163,43,84
TORRANCE,7150061A,2690,182,N,0,VBM PORTION,176,59,73
TORRANCE,7150061A,2690,182,N,1306,TOTAL,339,102,157
TORRANCE,7150064A,2691,182,N,1292,POLLING PLACE,255,67,122
TORRANCE,7150064A,2691,182,N,0,VBM PORTION,250,90,91
TORRANCE,7150064A,2691,182,N,1292,TOTAL,505,157,213
TORRANCE,7150065A,2692,182,N,1043,POLLING PLACE,101,41,40
TORRANCE,7150065A,2692,182,N,0,VBM PORTION,169,63,65
TORRANCE,7150065A,2692,182,N,1043,TOTAL,270,104,105
TORRANCE,7150067A,2693,182,N,1355,POLLING PLACE,217,69,116
TORRANCE,7150067A,2693,182,N,0,VBM PORTION,224,83,97
TORRANCE,7150067A,2693,182,N,1355,TOTAL,441,152,213
TORRANCE,7150068B,2694,182,N,1173,POLLING PLACE,180,57,91
TORRANCE,7150068B,2694,182,N,0,VBM PORTION,179,83,64
TORRANCE,7150068B,2694,182,N,1173,TOTAL,359,140,155
TORRANCE,7150069A,2695,182,N,1152,POLLING PLACE,166,39,84
TORRANCE,7150069A,2695,182,N,0,VBM PORTION,140,45,61
TORRANCE,7150069A,2695,182,N,1152,TOTAL,306,84,145
TORRANCE,7150071A,2696,180,N,984,POLLING PLACE,210,47,110
TORRANCE,7150071A,2696,180,N,0,VBM PORTION,133,38,60
TORRANCE,7150071A,2696,180,N,984,TOTAL,343,85,170
TORRANCE,7150076A,2697,185,N,1121,POLLING PLACE,109,35,50
TORRANCE,7150076A,2697,185,N,0,VBM PORTION,177,72,71
TORRANCE,7150076A,2697,185,N,1121,TOTAL,286,107,121
TORRANCE,7150077A,2698,185,N,950,POLLING PLACE,114,35,52
TORRANCE,7150077A,2698,185,N,0,VBM PORTION,143,36,56
TORRANCE,7150077A,2698,185,N,950,TOTAL,257,71,108
TORRANCE,7150078D,2699,180,N,749,POLLING PLACE,112,33,59
TORRANCE,7150078D,2699,180,N,0,VBM PORTION,156,47,66
TORRANCE,7150078D,2699,180,N,749,TOTAL,268,80,125
TORRANCE,7150081B,2700,180,N,902,POLLING PLACE,142,34,83
TORRANCE,7150081B,2700,180,N,0,VBM PORTION,150,41,68
TORRANCE,7150081B,2700,180,N,902,TOTAL,292,75,151
TORRANCE,7150082A,2701,180,N,1156,POLLING PLACE,224,67,104
TORRANCE,7150082A,2701,180,N,0,VBM PORTION,137,40,61
TORRANCE,7150082A,2701,180,N,1156,TOTAL,361,107,165
TORRANCE,7150084A,2702,180,N,1039,POLLING PLACE,191,55,98
TORRANCE,7150084A,2702,180,N,0,VBM PORTION,157,51,68
TORRANCE,7150084A,2702,180,N,1039,TOTAL,348,106,166
TORRANCE,7150087A,2703,182,N,1243,POLLING PLACE,137,44,72
TORRANCE,7150087A,2703,182,N,0,VBM PORTION,169,53,79
TORRANCE,7150087A,2703,182,N,1243,TOTAL,306,97,151
TORRANCE,7150090A,2704,180,N,980,POLLING PLACE,168,59,71
TORRANCE,7150090A,2704,180,N,0,VBM PORTION,163,42,83
TORRANCE,7150090A,2704,180,N,980,TOTAL,331,101,154
TORRANCE,7150092B,2705,180,N,1253,POLLING PLACE,262,51,133
TORRANCE,7150092B,2705,180,N,0,VBM PORTION,179,53,77
TORRANCE,7150092B,2705,180,N,1253,TOTAL,441,104,210
TORRANCE,7150094A,2706,180,N,1374,POLLING PLACE,174,48,84
TORRANCE,7150094A,2706,180,N,0,VBM PORTION,163,59,83
TORRANCE,7150094A,2706,180,N,1374,TOTAL,337,107,167
TORRANCE,7150098A,2707,180,N,1210,POLLING PLACE,263,69,126
TORRANCE,7150098A,2707,180,N,0,VBM PORTION,198,52,99
TORRANCE,7150098A,2707,180,N,1210,TOTAL,461,121,225
TORRANCE,7150101A,2708,180,N,1315,POLLING PLACE,178,47,85
TORRANCE,7150101A,2708,180,N,0,VBM PORTION,201,61,97
TORRANCE,7150101A,2708,180,N,1315,TOTAL,379,108,182
TORRANCE,7150102A,2709,180,N,1117,POLLING PLACE,153,55,57
TORRANCE,7150102A,2709,180,N,0,VBM PORTION,168,59,70
TORRANCE,7150102A,2709,180,N,1117,TOTAL,321,114,127
TORRANCE,7150104A,2710,180,N,885,POLLING PLACE,211,55,97
TORRANCE,7150104A,2710,180,N,0,VBM PORTION,188,58,71
TORRANCE,7150104A,2710,180,N,885,TOTAL,399,113,168
TORRANCE,7150106A,2711,180,N,1291,POLLING PLACE,241,66,102
TORRANCE,7150106A,2711,180,N,0,VBM PORTION,271,90,105
TORRANCE,7150106A,2711,180,N,1291,TOTAL,512,156,207
TORRANCE,7150109A,2712,180,N,1376,POLLING PLACE,268,66,126
TORRANCE,7150109A,2712,180,N,0,VBM PORTION,235,74,87
TORRANCE,7150109A,2712,180,N,1376,TOTAL,503,140,213
TORRANCE,7150112B,2713,180,N,1000,POLLING PLACE,176,43,87
TORRANCE,7150112B,2713,180,N,0,VBM PORTION,203,59,81
TORRANCE,7150112B,2713,180,N,1000,TOTAL,379,102,168
TORRANCE,7150114A,2714,180,N,1038,POLLING PLACE,150,32,77
TORRANCE,7150114A,2714,180,N,0,VBM PORTION,172,62,69
TORRANCE,7150114A,2714,180,N,1038,TOTAL,322,94,146
TORRANCE,7150115A,2715,180,N,899,POLLING PLACE,128,26,65
TORRANCE,7150115A,2715,180,N,0,VBM PORTION,88,21,34
TORRANCE,7150115A,2715,180,N,899,TOTAL,216,47,99
TORRANCE,7150116A,2716,182,N,1224,POLLING PLACE,194,58,92
TORRANCE,7150116A,2716,182,N,0,VBM PORTION,146,45,68
TORRANCE,7150116A,2716,182,N,1224,TOTAL,340,103,160
TORRANCE,7150121A,2717,182,N,1406,POLLING PLACE,252,62,137
TORRANCE,7150121A,2717,182,N,0,VBM PORTION,252,87,121
TORRANCE,7150121A,2717,182,N,1406,TOTAL,504,149,258
TORRANCE,7150125A,2718,185,N,838,POLLING PLACE,65,16,34
TORRANCE,7150125A,2718,185,N,0,VBM PORTION,74,21,34
TORRANCE,7150125A,2718,185,N,838,TOTAL,139,37,68
TORRANCE,7150131A,2719,180,N,902,POLLING PLACE,104,36,57
TORRANCE,7150131A,2719,180,N,0,VBM PORTION,101,29,55
TORRANCE,7150131A,2719,180,N,902,TOTAL,205,65,112
TORRANCE,7150132A,2720,180,N,1310,POLLING PLACE,147,44,71
TORRANCE,7150132A,2720,180,N,0,VBM PORTION,143,39,70
TORRANCE,7150132A,2720,180,N,1310,TOTAL,290,83,141
TORRANCE,7150137A,2721,185,N,902,POLLING PLACE,92,24,57
TORRANCE,7150137A,2721,185,N,0,VBM PORTION,89,34,42
TORRANCE,7150137A,2721,185,N,902,TOTAL,181,58,99
TORRANCE,7150144A,2722,180,N,1016,POLLING PLACE,150,47,73
TORRANCE,7150144A,2722,180,N,0,VBM PORTION,155,47,59
TORRANCE,7150144A,2722,180,N,1016,TOTAL,305,94,132
TORRANCE,7150146A,2723,180,N,922,POLLING PLACE,101,35,47
TORRANCE,7150146A,2723,180,N,0,VBM PORTION,93,27,35
TORRANCE,7150146A,2723,180,N,922,TOTAL,194,62,82
TORRANCE,7150149A,2724,185,N,1238,POLLING PLACE,160,46,65
TORRANCE,7150149A,2724,185,N,0,VBM PORTION,116,35,55
TORRANCE,7150149A,2724,185,N,1238,TOTAL,276,81,120
TORRANCE,7150161A,2725,180,N,1004,POLLING PLACE,96,24,51
TORRANCE,7150161A,2725,180,N,0,VBM PORTION,119,33,53
TORRANCE,7150161A,2725,180,N,1004,TOTAL,215,57,104
TORRANCE,7150182A,2726,180,N,964,POLLING PLACE,123,40,56
TORRANCE,7150182A,2726,180,N,0,VBM PORTION,180,58,69
TORRANCE,7150182A,2726,180,N,964,TOTAL,303,98,125
TORRANCE,7150201A,2727,185,N,1014,POLLING PLACE,122,45,53
TORRANCE,7150201A,2727,185,N,0,VBM PORTION,147,47,59
TORRANCE,7150201A,2727,185,N,1014,TOTAL,269,92,112
TORRANCE,7150300A,2728,180,N,854,POLLING PLACE,200,61,103
TORRANCE,7150300A,2728,180,N,0,VBM PORTION,101,38,42
TORRANCE,7150300A,2728,180,N,854,TOTAL,301,99,145
TORRANCE,7150301A,2729,180,N,1147,POLLING PLACE,226,54,127
TORRANCE,7150301A,2729,180,N,0,VBM PORTION,163,42,80
TORRANCE,7150301A,2729,180,N,1147,TOTAL,389,96,207
UNIVERSAL,7300001A,6169,63,Y,0,POLLING PLACE,0,0,0
UNIVERSAL,7300001A,6169,63,Y,0,VBM PORTION,1,0,0
UNIVERSAL,7300001A,6169,63,Y,0,TOTAL,1,0,0
VALENCIA,7360006A,2730,10,N,1132,POLLING PLACE,63,13,44
VALENCIA,7360006A,2730,10,N,0,VBM PORTION,91,16,52
VALENCIA,7360006A,2730,10,N,1132,TOTAL,154,29,96
VALINDA,7410002A,2731,123,N,937,POLLING PLACE,43,11,26
VALINDA,7410002A,2731,123,N,0,VBM PORTION,51,14,33
VALINDA,7410002A,2731,123,N,937,TOTAL,94,25,59
VALINDA,7410003B,2732,123,N,996,POLLING PLACE,41,20,17
VALINDA,7410003B,2732,123,N,0,VBM PORTION,36,13,16
VALINDA,7410003B,2732,123,N,996,TOTAL,77,33,33
VALINDA,7410004B,2733,123,N,1037,POLLING PLACE,48,19,26
VALINDA,7410004B,2733,123,N,0,VBM PORTION,33,10,18
VALINDA,7410004B,2733,123,N,1037,TOTAL,81,29,44
VALINDA,7410005A,2734,123,N,1176,POLLING PLACE,61,16,41
VALINDA,7410005A,2734,123,N,0,VBM PORTION,42,14,22
VALINDA,7410005A,2734,123,N,1176,TOTAL,103,30,63
VALINDA,7410006B,2735,123,N,1064,POLLING PLACE,62,20,35
VALINDA,7410006B,2735,123,N,0,VBM PORTION,36,10,20
VALINDA,7410006B,2735,123,N,1064,TOTAL,98,30,55
VALINDA,7410007A,2736,123,N,1225,POLLING PLACE,61,19,35
VALINDA,7410007A,2736,123,N,0,VBM PORTION,58,13,36
VALINDA,7410007A,2736,123,N,1225,TOTAL,119,32,71
VALINDA,7410008A,2737,123,N,644,POLLING PLACE,37,15,19
VALINDA,7410008A,2737,123,N,0,VBM PORTION,64,18,31
VALINDA,7410008A,2737,123,N,644,TOTAL,101,33,50
VALINDA,7410010A,2738,66,N,856,POLLING PLACE,35,12,22
VALINDA,7410010A,2738,66,N,0,VBM PORTION,31,8,18
VALINDA,7410010A,2738,66,N,856,TOTAL,66,20,40
VALINDA,7410011B,2739,66,N,1032,POLLING PLACE,71,23,43
VALINDA,7410011B,2739,66,N,0,VBM PORTION,46,13,30
VALINDA,7410011B,2739,66,N,1032,TOTAL,117,36,73
VALINDA,7410015A,2740,66,N,1117,POLLING PLACE,65,17,35
VALINDA,7410015A,2740,66,N,0,VBM PORTION,57,19,31
VALINDA,7410015A,2740,66,N,1117,TOTAL,122,36,66
VALINDA,7410016A,2741,66,N,994,POLLING PLACE,79,34,35
VALINDA,7410016A,2741,66,N,0,VBM PORTION,49,23,17
VALINDA,7410016A,2741,66,N,994,TOTAL,128,57,52
VALINDA,7410017A,2742,66,N,1120,POLLING PLACE,60,18,34
VALINDA,7410017A,2742,66,N,0,VBM PORTION,50,13,34
VALINDA,7410017A,2742,66,N,1120,TOTAL,110,31,68
VALINDA,7410020A,2743,66,N,1098,POLLING PLACE,65,18,41
VALINDA,7410020A,2743,66,N,0,VBM PORTION,34,5,20
VALINDA,7410020A,2743,66,N,1098,TOTAL,99,23,61
VALINDA,7410025A,2744,66,N,1140,POLLING PLACE,73,17,43
VALINDA,7410025A,2744,66,N,0,VBM PORTION,63,24,26
VALINDA,7410025A,2744,66,N,1140,TOTAL,136,41,69
VALINDA,7410027A,2745,66,N,778,POLLING PLACE,37,10,20
VALINDA,7410027A,2745,66,N,0,VBM PORTION,28,10,14
VALINDA,7410027A,2745,66,N,778,TOTAL,65,20,34
VALINDA,7410029A,2746,66,N,1192,POLLING PLACE,61,28,25
VALINDA,7410029A,2746,66,N,0,VBM PORTION,64,18,34
VALINDA,7410029A,2746,66,N,1192,TOTAL,125,46,59
VALINDA,7410086B,2747,66,N,668,POLLING PLACE,47,17,26
VALINDA,7410086B,2747,66,N,0,VBM PORTION,23,8,10
VALINDA,7410086B,2747,66,N,668,TOTAL,70,25,36
VALINDA,7410130A,2748,66,N,1045,POLLING PLACE,78,28,39
VALINDA,7410130A,2748,66,N,0,VBM PORTION,48,19,24
VALINDA,7410130A,2748,66,N,1045,TOTAL,126,47,63
VALINDA,7410150A,2749,66,N,1147,POLLING PLACE,55,17,32
VALINDA,7410150A,2749,66,N,0,VBM PORTION,43,9,28
VALINDA,7410150A,2749,66,N,1147,TOTAL,98,26,60
VALINDA,7410154A,2750,66,N,642,POLLING PLACE,31,7,22
VALINDA,7410154A,2750,66,N,0,VBM PORTION,35,9,20
VALINDA,7410154A,2750,66,N,642,TOTAL,66,16,42
VALINDA,7410154B,2751,66,N,1193,POLLING PLACE,68,15,37
VALINDA,7410154B,2751,66,N,0,VBM PORTION,37,11,16
VALINDA,7410154B,2751,66,N,1193,TOTAL,105,26,53
VERNON,7450002A,6170,164,Y,0,POLLING PLACE,0,0,0
VERNON,7450002A,6170,164,Y,0,VBM PORTION,0,0,0
VERNON,7450002A,6170,164,Y,0,TOTAL,0,0,0
VERNON,7450003A,6171,164,Y,0,POLLING PLACE,0,0,0
VERNON,7450003A,6171,164,Y,0,VBM PORTION,0,0,0
