LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,TRACY OKIDA,JOHN Y WONG,JOHN MORRIS,B E MANYERE,KRISH KUMAR,NESTOR VALENCIA,JEFFREY PRANG,OMAR HAROON,FRANK DIAZ JR,YVONNE AUSTIN,SANDY SUN,JOHN LOEW
SANTA MONICA,6250005A,2452,82,N,1264,POLLING PLACE,194,5,8,25,0,4,0,35,9,5,8,13,2
SANTA MONICA,6250005A,2452,82,N,0,VBM PORTION,128,3,2,25,0,2,0,21,4,2,5,11,5
SANTA MONICA,6250005A,2452,82,N,1264,TOTAL,322,8,10,50,0,6,0,56,13,7,13,24,7
SANTA MONICA,6250006A,2453,82,N,1150,POLLING PLACE,242,3,12,43,3,11,1,41,15,9,6,25,14
SANTA MONICA,6250006A,2453,82,N,0,VBM PORTION,147,1,12,14,0,7,0,27,6,4,2,14,7
SANTA MONICA,6250006A,2453,82,N,1150,TOTAL,389,4,24,57,3,18,1,68,21,13,8,39,21
SANTA MONICA,6250008A,2454,82,N,1214,POLLING PLACE,162,2,7,21,1,8,0,29,6,5,8,8,8
SANTA MONICA,6250008A,2454,82,N,0,VBM PORTION,198,0,9,47,3,5,1,26,6,5,11,15,6
SANTA MONICA,6250008A,2454,82,N,1214,TOTAL,360,2,16,68,4,13,1,55,12,10,19,23,14
SANTA MONICA,6250010E,2455,82,N,1176,POLLING PLACE,167,0,5,30,3,4,1,24,8,5,7,12,4
SANTA MONICA,6250010E,2455,82,N,0,VBM PORTION,113,1,7,17,0,4,1,19,2,0,2,4,7
SANTA MONICA,6250010E,2455,82,N,1176,TOTAL,280,1,12,47,3,8,2,43,10,5,9,16,11
SANTA MONICA,6250011A,2456,82,N,1183,POLLING PLACE,160,5,2,29,1,2,0,19,8,6,6,16,11
SANTA MONICA,6250011A,2456,82,N,0,VBM PORTION,157,0,3,22,2,3,5,18,7,11,10,17,7
SANTA MONICA,6250011A,2456,82,N,1183,TOTAL,317,5,5,51,3,5,5,37,15,17,16,33,18
SANTA MONICA,6250015B,2457,82,N,1320,POLLING PLACE,214,4,6,55,0,5,4,25,6,10,9,10,9
SANTA MONICA,6250015B,2457,82,N,0,VBM PORTION,227,2,10,42,1,2,1,36,3,6,7,16,17
SANTA MONICA,6250015B,2457,82,N,1320,TOTAL,441,6,16,97,1,7,5,61,9,16,16,26,26
SANTA MONICA,6250016A,2458,82,N,1376,POLLING PLACE,234,4,6,43,0,7,2,42,9,10,10,23,8
SANTA MONICA,6250016A,2458,82,N,0,VBM PORTION,174,3,6,30,0,4,0,20,2,4,13,23,6
SANTA MONICA,6250016A,2458,82,N,1376,TOTAL,408,7,12,73,0,11,2,62,11,14,23,46,14
SANTA MONICA,6250017A,2459,82,N,1334,POLLING PLACE,285,1,12,77,1,4,1,38,11,5,7,16,10
SANTA MONICA,6250017A,2459,82,N,0,VBM PORTION,211,5,13,40,1,10,0,21,21,4,7,9,5
SANTA MONICA,6250017A,2459,82,N,1334,TOTAL,496,6,25,117,2,14,1,59,32,9,14,25,15
SANTA MONICA,6250019A,2460,82,N,1461,POLLING PLACE,137,2,7,15,4,4,3,25,3,2,7,15,7
SANTA MONICA,6250019A,2460,82,N,0,VBM PORTION,140,3,5,17,0,6,0,28,2,5,6,15,3
SANTA MONICA,6250019A,2460,82,N,1461,TOTAL,277,5,12,32,4,10,3,53,5,7,13,30,10
SANTA MONICA,6250020A,2461,82,N,1129,POLLING PLACE,184,2,4,24,4,8,3,36,2,1,10,14,8
SANTA MONICA,6250020A,2461,82,N,0,VBM PORTION,118,4,4,15,2,1,1,24,3,2,5,11,7
SANTA MONICA,6250020A,2461,82,N,1129,TOTAL,302,6,8,39,6,9,4,60,5,3,15,25,15
SANTA MONICA,6250024A,2462,82,N,824,POLLING PLACE,86,2,8,8,0,4,2,19,5,4,2,9,1
SANTA MONICA,6250024A,2462,82,N,0,VBM PORTION,61,2,3,6,1,0,1,15,5,1,0,7,7
SANTA MONICA,6250024A,2462,82,N,824,TOTAL,147,4,11,14,1,4,3,34,10,5,2,16,8
SANTA MONICA,6250025B,2463,82,N,1155,POLLING PLACE,115,7,3,8,3,2,2,21,4,8,6,11,7
SANTA MONICA,6250025B,2463,82,N,0,VBM PORTION,81,1,4,8,2,4,1,9,3,2,3,16,2
SANTA MONICA,6250025B,2463,82,N,1155,TOTAL,196,8,7,16,5,6,3,30,7,10,9,27,9
SANTA MONICA,6250026A,2464,82,N,1251,POLLING PLACE,245,4,5,48,0,8,3,54,11,8,10,25,12
SANTA MONICA,6250026A,2464,82,N,0,VBM PORTION,172,4,9,25,1,5,0,30,11,2,11,13,8
SANTA MONICA,6250026A,2464,82,N,1251,TOTAL,417,8,14,73,1,13,3,84,22,10,21,38,20
SANTA MONICA,6250029A,2465,82,N,782,POLLING PLACE,130,2,6,24,2,3,0,27,1,1,2,11,8
SANTA MONICA,6250029A,2465,82,N,0,VBM PORTION,136,3,5,32,0,1,1,24,11,2,3,12,4
SANTA MONICA,6250029A,2465,82,N,782,TOTAL,266,5,11,56,2,4,1,51,12,3,5,23,12
SANTA MONICA,6250032A,2466,82,N,1204,POLLING PLACE,162,2,7,27,0,9,5,31,4,6,5,14,9
SANTA MONICA,6250032A,2466,82,N,0,VBM PORTION,167,2,13,22,0,5,0,28,3,7,3,10,8
SANTA MONICA,6250032A,2466,82,N,1204,TOTAL,329,4,20,49,0,14,5,59,7,13,8,24,17
SANTA MONICA,6250034A,2467,82,N,1217,POLLING PLACE,222,6,5,41,3,6,2,38,7,1,5,16,8
SANTA MONICA,6250034A,2467,82,N,0,VBM PORTION,138,1,6,18,0,1,1,23,4,2,7,16,8
SANTA MONICA,6250034A,2467,82,N,1217,TOTAL,360,7,11,59,3,7,3,61,11,3,12,32,16
SANTA MONICA,6250036B,2468,82,N,1250,POLLING PLACE,170,4,9,33,3,5,3,26,3,6,6,24,5
SANTA MONICA,6250036B,2468,82,N,0,VBM PORTION,119,2,7,20,3,6,0,14,2,8,2,10,6
SANTA MONICA,6250036B,2468,82,N,1250,TOTAL,289,6,16,53,6,11,3,40,5,14,8,34,11
SANTA MONICA,6250041A,2469,82,N,1383,POLLING PLACE,129,3,2,17,1,5,4,23,6,4,8,15,6
SANTA MONICA,6250041A,2469,82,N,0,VBM PORTION,159,4,10,28,1,3,1,26,6,9,6,17,5
SANTA MONICA,6250041A,2469,82,N,1383,TOTAL,288,7,12,45,2,8,5,49,12,13,14,32,11
SANTA MONICA,6250045A,2470,82,N,1306,POLLING PLACE,138,5,4,22,2,1,2,30,1,4,3,10,10
SANTA MONICA,6250045A,2470,82,N,0,VBM PORTION,131,1,13,11,2,5,0,22,1,6,10,13,6
SANTA MONICA,6250045A,2470,82,N,1306,TOTAL,269,6,17,33,4,6,2,52,2,10,13,23,16
SANTA MONICA,6250046A,2471,82,N,1361,POLLING PLACE,175,3,11,29,1,5,3,30,9,2,8,19,5
SANTA MONICA,6250046A,2471,82,N,0,VBM PORTION,136,2,2,19,0,3,0,29,8,2,6,18,5
SANTA MONICA,6250046A,2471,82,N,1361,TOTAL,311,5,13,48,1,8,3,59,17,4,14,37,10
SANTA MONICA,6250050A,2472,82,N,1082,POLLING PLACE,137,5,7,19,2,4,0,28,6,4,4,13,5
SANTA MONICA,6250050A,2472,82,N,0,VBM PORTION,94,5,3,10,0,5,0,17,7,4,6,11,4
SANTA MONICA,6250050A,2472,82,N,1082,TOTAL,231,10,10,29,2,9,0,45,13,8,10,24,9
SANTA MONICA,6250051A,2473,82,N,1327,POLLING PLACE,164,9,8,30,2,5,3,27,6,6,5,11,9
SANTA MONICA,6250051A,2473,82,N,0,VBM PORTION,134,0,7,14,1,5,3,28,7,9,4,5,11
SANTA MONICA,6250051A,2473,82,N,1327,TOTAL,298,9,15,44,3,10,6,55,13,15,9,16,20
SANTA MONICA,6250052B,2474,82,N,986,POLLING PLACE,85,1,5,14,1,1,2,9,1,10,3,6,5
SANTA MONICA,6250052B,2474,82,N,0,VBM PORTION,86,1,3,15,0,3,2,8,2,4,7,12,6
SANTA MONICA,6250052B,2474,82,N,986,TOTAL,171,2,8,29,1,4,4,17,3,14,10,18,11
SANTA MONICA,6250053A,2475,82,N,1354,POLLING PLACE,114,4,7,16,1,0,1,28,2,3,8,9,4
SANTA MONICA,6250053A,2475,82,N,0,VBM PORTION,144,3,0,19,1,1,0,25,2,6,5,20,9
SANTA MONICA,6250053A,2475,82,N,1354,TOTAL,258,7,7,35,2,1,1,53,4,9,13,29,13
SANTA MONICA,6250056A,2476,82,N,1083,POLLING PLACE,41,1,2,8,0,1,0,5,1,1,3,2,5
SANTA MONICA,6250056A,2476,82,N,0,VBM PORTION,84,2,2,7,2,5,0,13,4,3,3,6,2
SANTA MONICA,6250056A,2476,82,N,1083,TOTAL,125,3,4,15,2,6,0,18,5,4,6,8,7
SANTA MONICA,6250060A,2477,82,N,951,POLLING PLACE,76,4,5,9,2,2,1,14,3,4,4,8,1
SANTA MONICA,6250060A,2477,82,N,0,VBM PORTION,91,8,2,9,0,3,2,13,1,2,6,15,7
SANTA MONICA,6250060A,2477,82,N,951,TOTAL,167,12,7,18,2,5,3,27,4,6,10,23,8
SANTA MONICA,6250061A,2478,82,N,1032,POLLING PLACE,121,2,6,11,0,5,12,16,5,11,6,19,4
SANTA MONICA,6250061A,2478,82,N,0,VBM PORTION,57,1,4,2,2,3,1,2,2,12,7,5,0
SANTA MONICA,6250061A,2478,82,N,1032,TOTAL,178,3,10,13,2,8,13,18,7,23,13,24,4
SANTA MONICA,6250062A,2479,82,N,973,POLLING PLACE,106,2,4,6,1,4,5,12,9,11,6,8,7
SANTA MONICA,6250062A,2479,82,N,0,VBM PORTION,58,2,1,5,3,1,2,3,3,2,6,5,3
SANTA MONICA,6250062A,2479,82,N,973,TOTAL,164,4,5,11,4,5,7,15,12,13,12,13,10
SANTA MONICA,6250067A,2480,82,N,994,POLLING PLACE,183,5,7,30,1,2,1,44,6,11,2,10,4
SANTA MONICA,6250067A,2480,82,N,0,VBM PORTION,87,0,2,11,0,4,0,18,2,1,4,6,3
SANTA MONICA,6250067A,2480,82,N,994,TOTAL,270,5,9,41,1,6,1,62,8,12,6,16,7
SANTA MONICA,6250068D,2481,82,N,610,POLLING PLACE,74,4,2,5,0,3,1,17,3,2,0,5,5
SANTA MONICA,6250068D,2481,82,N,0,VBM PORTION,63,1,4,9,0,1,0,12,1,2,4,6,3
SANTA MONICA,6250068D,2481,82,N,610,TOTAL,137,5,6,14,0,4,1,29,4,4,4,11,8
SANTA MONICA,6250069A,2482,82,N,1244,POLLING PLACE,211,3,7,40,1,6,2,37,12,8,6,16,5
SANTA MONICA,6250069A,2482,82,N,0,VBM PORTION,132,4,6,15,3,4,1,19,1,1,6,19,6
SANTA MONICA,6250069A,2482,82,N,1244,TOTAL,343,7,13,55,4,10,3,56,13,9,12,35,11
SANTA MONICA,6250070A,2483,82,N,1147,POLLING PLACE,190,7,5,30,1,2,1,44,10,7,4,18,15
SANTA MONICA,6250070A,2483,82,N,0,VBM PORTION,146,1,6,26,3,2,0,34,11,1,5,11,12
SANTA MONICA,6250070A,2483,82,N,1147,TOTAL,336,8,11,56,4,4,1,78,21,8,9,29,27
SANTA MONICA,6250071A,2484,82,N,1037,POLLING PLACE,114,3,3,13,2,6,1,14,9,10,6,11,2
SANTA MONICA,6250071A,2484,82,N,0,VBM PORTION,66,3,4,11,2,0,2,2,7,3,6,4,2
SANTA MONICA,6250071A,2484,82,N,1037,TOTAL,180,6,7,24,4,6,3,16,16,13,12,15,4
SANTA MONICA,6250072A,2485,82,N,1375,POLLING PLACE,280,2,8,43,3,6,3,68,7,8,9,30,17
SANTA MONICA,6250072A,2485,82,N,0,VBM PORTION,185,4,6,35,0,7,4,44,7,8,1,11,12
SANTA MONICA,6250072A,2485,82,N,1375,TOTAL,465,6,14,78,3,13,7,112,14,16,10,41,29
SANTA MONICA,6250076B,2486,82,N,927,POLLING PLACE,175,3,11,42,1,2,0,42,5,6,4,6,5
SANTA MONICA,6250076B,2486,82,N,0,VBM PORTION,134,2,9,29,0,4,0,32,2,0,4,8,5
SANTA MONICA,6250076B,2486,82,N,927,TOTAL,309,5,20,71,1,6,0,74,7,6,8,14,10
SANTA MONICA,6250078A,2487,82,N,864,POLLING PLACE,139,4,10,19,1,2,1,22,7,10,6,11,7
SANTA MONICA,6250078A,2487,82,N,0,VBM PORTION,88,1,3,17,2,4,1,10,3,3,3,4,5
SANTA MONICA,6250078A,2487,82,N,864,TOTAL,227,5,13,36,3,6,2,32,10,13,9,15,12
SANTA MONICA,6250081A,2488,82,N,1182,POLLING PLACE,219,4,9,16,2,5,0,60,10,5,4,18,8
SANTA MONICA,6250081A,2488,82,N,0,VBM PORTION,107,3,4,17,1,1,0,19,1,2,5,8,8
SANTA MONICA,6250081A,2488,82,N,1182,TOTAL,326,7,13,33,3,6,0,79,11,7,9,26,16
SANTA MONICA,6250083A,2489,82,N,1244,POLLING PLACE,245,2,6,40,3,11,2,48,3,3,18,20,12
SANTA MONICA,6250083A,2489,82,N,0,VBM PORTION,134,4,8,29,1,3,0,29,1,3,5,9,6
SANTA MONICA,6250083A,2489,82,N,1244,TOTAL,379,6,14,69,4,14,2,77,4,6,23,29,18
SANTA MONICA,6250085A,2490,82,N,1323,POLLING PLACE,196,4,4,26,2,8,2,39,12,3,7,12,11
SANTA MONICA,6250085A,2490,82,N,0,VBM PORTION,138,3,5,12,1,5,3,23,4,6,6,16,6
SANTA MONICA,6250085A,2490,82,N,1323,TOTAL,334,7,9,38,3,13,5,62,16,9,13,28,17
SANTA MONICA,6250089A,2491,82,N,1254,POLLING PLACE,296,3,10,52,9,7,4,51,17,11,10,19,15
SANTA MONICA,6250089A,2491,82,N,0,VBM PORTION,180,2,5,27,1,6,0,54,5,3,9,15,4
SANTA MONICA,6250089A,2491,82,N,1254,TOTAL,476,5,15,79,10,13,4,105,22,14,19,34,19
SANTA MONICA,6250092A,2492,82,N,1297,POLLING PLACE,227,3,6,32,4,4,3,56,11,8,6,12,8
SANTA MONICA,6250092A,2492,82,N,0,VBM PORTION,132,5,3,14,0,4,2,33,3,7,2,18,11
SANTA MONICA,6250092A,2492,82,N,1297,TOTAL,359,8,9,46,4,8,5,89,14,15,8,30,19
SANTA MONICA,6250094B,2493,82,N,1009,POLLING PLACE,176,3,5,26,1,5,1,23,11,5,12,13,7
SANTA MONICA,6250094B,2493,82,N,0,VBM PORTION,112,2,7,12,0,2,1,13,1,4,5,12,5
SANTA MONICA,6250094B,2493,82,N,1009,TOTAL,288,5,12,38,1,7,2,36,12,9,17,25,12
SANTA MONICA,6250095A,2494,82,N,1393,POLLING PLACE,156,1,13,30,2,4,2,18,13,4,13,11,4
SANTA MONICA,6250095A,2494,82,N,0,VBM PORTION,171,1,10,26,2,7,1,18,10,3,10,20,11
SANTA MONICA,6250095A,2494,82,N,1393,TOTAL,327,2,23,56,4,11,3,36,23,7,23,31,15
SANTA MONICA,6250098A,2495,82,N,1280,POLLING PLACE,207,3,13,32,5,12,4,44,5,11,6,14,6
SANTA MONICA,6250098A,2495,82,N,0,VBM PORTION,117,3,6,17,2,3,0,19,3,3,1,9,3
SANTA MONICA,6250098A,2495,82,N,1280,TOTAL,324,6,19,49,7,15,4,63,8,14,7,23,9
SANTA MONICA,6250106A,2496,82,N,1028,POLLING PLACE,165,2,5,28,1,3,1,31,9,3,8,13,6
SANTA MONICA,6250106A,2496,82,N,0,VBM PORTION,128,1,7,13,2,2,0,29,5,1,5,13,8
SANTA MONICA,6250106A,2496,82,N,1028,TOTAL,293,3,12,41,3,5,1,60,14,4,13,26,14
SANTA MONICA,6250107A,2497,82,N,1244,POLLING PLACE,220,2,6,35,3,3,1,42,7,4,5,15,11
SANTA MONICA,6250107A,2497,82,N,0,VBM PORTION,207,4,10,30,2,6,5,31,7,4,4,13,15
SANTA MONICA,6250107A,2497,82,N,1244,TOTAL,427,6,16,65,5,9,6,73,14,8,9,28,26
SANTA MONICA,6250110D,2498,82,N,956,POLLING PLACE,145,5,3,14,1,4,1,24,9,7,9,7,8
SANTA MONICA,6250110D,2498,82,N,0,VBM PORTION,111,3,2,18,1,4,0,21,2,4,7,8,2
SANTA MONICA,6250110D,2498,82,N,956,TOTAL,256,8,5,32,2,8,1,45,11,11,16,15,10
SANTA MONICA,6250113A,2499,82,N,1464,POLLING PLACE,174,4,2,25,1,3,1,34,8,3,5,18,9
SANTA MONICA,6250113A,2499,82,N,0,VBM PORTION,151,1,5,20,5,6,0,31,9,7,8,13,7
SANTA MONICA,6250113A,2499,82,N,1464,TOTAL,325,5,7,45,6,9,1,65,17,10,13,31,16
SANTA MONICA,6250121A,2500,82,N,1299,POLLING PLACE,153,2,8,19,1,6,3,26,10,8,11,14,4
SANTA MONICA,6250121A,2500,82,N,0,VBM PORTION,116,3,7,17,2,2,2,15,0,5,6,13,4
SANTA MONICA,6250121A,2500,82,N,1299,TOTAL,269,5,15,36,3,8,5,41,10,13,17,27,8
SANTA MONICA,6250125A,2501,82,N,1194,POLLING PLACE,199,6,6,35,0,3,4,49,14,4,6,9,6
SANTA MONICA,6250125A,2501,82,N,0,VBM PORTION,203,1,10,45,0,2,1,32,14,7,2,10,6
SANTA MONICA,6250125A,2501,82,N,1194,TOTAL,402,7,16,80,0,5,5,81,28,11,8,19,12
SANTA MONICA,6250127A,2502,82,N,1140,POLLING PLACE,200,4,4,29,2,2,3,47,5,5,10,15,8
SANTA MONICA,6250127A,2502,82,N,0,VBM PORTION,104,4,8,12,0,4,0,29,4,4,3,4,5
SANTA MONICA,6250127A,2502,82,N,1140,TOTAL,304,8,12,41,2,6,3,76,9,9,13,19,13
SANTA MONICA,6250128A,2503,82,N,1004,POLLING PLACE,210,2,8,46,2,2,1,23,23,4,6,11,8
SANTA MONICA,6250128A,2503,82,N,0,VBM PORTION,179,3,12,26,0,4,0,25,9,1,8,10,14
SANTA MONICA,6250128A,2503,82,N,1004,TOTAL,389,5,20,72,2,6,1,48,32,5,14,21,22
SAUGUS,6300002A,6155,3,Y,218,POLLING PLACE,0,0,0,0,0,0,0,0,0,0,0,0,0
SAUGUS,6300002A,6155,3,Y,0,VBM PORTION,55,1,8,8,0,0,0,5,5,3,1,2,10
SAUGUS,6300002A,6155,3,Y,218,TOTAL,55,1,8,8,0,0,0,5,5,3,1,2,10
SAUGUS,6300003A,6156,3,Y,57,POLLING PLACE,0,0,0,0,0,0,0,0,0,0,0,0,0
SAUGUS,6300003A,6156,3,Y,0,VBM PORTION,17,0,1,1,0,3,0,0,0,0,2,2,3
SAUGUS,6300003A,6156,3,Y,57,TOTAL,17,0,1,1,0,3,0,0,0,0,2,2,3
SAUGUS,6300004A,6157,3,Y,191,POLLING PLACE,0,0,0,0,0,0,0,0,0,0,0,0,0
SAUGUS,6300004A,6157,3,Y,0,VBM PORTION,25,3,0,5,0,0,0,7,0,0,0,2,2
SAUGUS,6300004A,6157,3,Y,191,TOTAL,25,3,0,5,0,0,0,7,0,0,0,2,2
SAUGUS,6300005A,2504,3,N,1346,POLLING PLACE,81,3,18,11,1,1,1,5,2,3,2,3,11
SAUGUS,6300005A,2504,3,N,0,VBM PORTION,96,2,15,11,0,4,1,6,4,8,10,4,8
SAUGUS,6300005A,2504,3,N,1346,TOTAL,177,5,33,22,1,5,2,11,6,11,12,7,19
SAUGUS,6300006A,2505,3,N,296,POLLING PLACE,16,0,3,1,0,0,1,4,2,0,0,2,0
SAUGUS,6300006A,2505,3,N,0,VBM PORTION,27,1,1,4,0,0,1,2,1,1,1,2,8
SAUGUS,6300006A,2505,3,N,296,TOTAL,43,1,4,5,0,0,2,6,3,1,1,4,8
SAUGUS,6300014A,2506,3,N,1089,POLLING PLACE,47,3,9,4,2,1,1,0,2,4,2,2,9
SAUGUS,6300014A,2506,3,N,0,VBM PORTION,112,10,14,12,2,4,5,5,3,4,8,4,13
SAUGUS,6300014A,2506,3,N,1089,TOTAL,159,13,23,16,4,5,6,5,5,8,10,6,22
SAUGUS,6300023A,2507,10,N,1346,POLLING PLACE,92,1,20,17,1,5,3,12,0,4,3,5,7
SAUGUS,6300023A,2507,10,N,0,VBM PORTION,95,2,13,19,0,5,1,8,3,9,4,6,11
SAUGUS,6300023A,2507,10,N,1346,TOTAL,187,3,33,36,1,10,4,20,3,13,7,11,18
SAUGUS,6300031A,6158,10,Y,0,POLLING PLACE,0,0,0,0,0,0,0,0,0,0,0,0,0
SAUGUS,6300031A,6158,10,Y,0,VBM PORTION,0,0,0,0,0,0,0,0,0,0,0,0,0
SAUGUS,6300031A,6158,10,Y,0,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
SAUGUS,6300037A,6159,10,Y,32,POLLING PLACE,0,0,0,0,0,0,0,0,0,0,0,0,0
SAUGUS,6300037A,6159,10,Y,0,VBM PORTION,5,0,0,1,0,0,0,0,0,0,0,0,2
SAUGUS,6300037A,6159,10,Y,32,TOTAL,5,0,0,1,0,0,0,0,0,0,0,0,2
SAUGUS,6300040A,2508,10,N,733,POLLING PLACE,34,0,3,3,0,0,2,8,0,2,1,2,4
SAUGUS,6300040A,2508,10,N,0,VBM PORTION,67,1,13,7,1,6,1,8,4,4,2,6,4
SAUGUS,6300040A,2508,10,N,733,TOTAL,101,1,16,10,1,6,3,16,4,6,3,8,8
SAUGUS,6300099A,6160,3,Y,75,POLLING PLACE,0,0,0,0,0,0,0,0,0,0,0,0,0
SAUGUS,6300099A,6160,3,Y,0,VBM PORTION,12,0,0,0,0,0,0,1,1,0,0,1,5
SAUGUS,6300099A,6160,3,Y,75,TOTAL,12,0,0,0,0,0,0,1,1,0,0,1,5
SAUGUS,6300247A,2509,10,N,712,POLLING PLACE,42,1,11,8,2,0,0,5,3,0,2,1,3
SAUGUS,6300247A,2509,10,N,0,VBM PORTION,62,3,11,7,0,1,0,6,1,3,3,6,8
SAUGUS,6300247A,2509,10,N,712,TOTAL,104,4,22,15,2,1,0,11,4,3,5,7,11
SIERRA MADRE,6400001A,6161,76,Y,0,POLLING PLACE,0,0,0,0,0,0,0,0,0,0,0,0,0
SIERRA MADRE,6400001A,6161,76,Y,0,VBM PORTION,0,0,0,0,0,0,0,0,0,0,0,0,0
SIERRA MADRE,6400001A,6161,76,Y,0,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
SIERRA MADRE,6400002A,2510,33,N,891,POLLING PLACE,132,2,4,29,3,3,2,18,6,10,2,5,8
SIERRA MADRE,6400002A,2510,33,N,0,VBM PORTION,111,3,3,17,5,5,0,23,10,3,6,2,5
SIERRA MADRE,6400002A,2510,33,N,891,TOTAL,243,5,7,46,8,8,2,41,16,13,8,7,13
SIERRA MADRE,6400003A,2511,33,N,896,POLLING PLACE,160,2,10,24,8,10,1,22,10,4,6,6,4
SIERRA MADRE,6400003A,2511,33,N,0,VBM PORTION,115,1,6,27,2,7,0,14,10,3,5,0,10
SIERRA MADRE,6400003A,2511,33,N,896,TOTAL,275,3,16,51,10,17,1,36,20,7,11,6,14
SIERRA MADRE,6400004A,2512,33,N,529,POLLING PLACE,84,1,4,29,3,4,1,7,5,3,1,4,6
SIERRA MADRE,6400004A,2512,33,N,0,VBM PORTION,91,0,6,21,3,8,4,6,6,1,3,2,8
SIERRA MADRE,6400004A,2512,33,N,529,TOTAL,175,1,10,50,6,12,5,13,11,4,4,6,14
SIERRA MADRE,6400006A,2513,33,N,925,POLLING PLACE,149,2,9,30,0,8,1,25,15,5,3,4,9
SIERRA MADRE,6400006A,2513,33,N,0,VBM PORTION,106,2,4,22,4,3,1,15,5,5,1,4,8
SIERRA MADRE,6400006A,2513,33,N,925,TOTAL,255,4,13,52,4,11,2,40,20,10,4,8,17
SIERRA MADRE,6400007A,2514,33,N,808,POLLING PLACE,94,3,2,16,1,4,0,10,8,6,6,2,9
SIERRA MADRE,6400007A,2514,33,N,0,VBM PORTION,108,4,10,23,3,3,3,19,7,2,1,11,5
SIERRA MADRE,6400007A,2514,33,N,808,TOTAL,202,7,12,39,4,7,3,29,15,8,7,13,14
SIERRA MADRE,6400010A,2515,33,N,829,POLLING PLACE,115,3,5,20,1,3,1,19,14,9,5,2,4
SIERRA MADRE,6400010A,2515,33,N,0,VBM PORTION,107,0,7,20,2,1,1,28,7,2,1,3,4
SIERRA MADRE,6400010A,2515,33,N,829,TOTAL,222,3,12,40,3,4,2,47,21,11,6,5,8
SIERRA MADRE,6400011A,2516,33,N,1038,POLLING PLACE,142,2,9,35,5,2,2,19,12,1,5,3,8
SIERRA MADRE,6400011A,2516,33,N,0,VBM PORTION,139,4,14,35,1,4,0,23,9,3,8,7,5
SIERRA MADRE,6400011A,2516,33,N,1038,TOTAL,281,6,23,70,6,6,2,42,21,4,13,10,13
SIERRA MADRE,6400012A,2517,33,N,1229,POLLING PLACE,187,4,11,36,1,6,3,32,15,6,4,5,17
SIERRA MADRE,6400012A,2517,33,N,0,VBM PORTION,185,1,11,34,1,9,2,35,11,4,5,3,17
SIERRA MADRE,6400012A,2517,33,N,1229,TOTAL,372,5,22,70,2,15,5,67,26,10,9,8,34
SIERRA MADRE,6400013A,2518,33,N,915,POLLING PLACE,124,1,6,28,5,3,7,17,10,2,0,3,10
SIERRA MADRE,6400013A,2518,33,N,0,VBM PORTION,137,3,13,23,0,7,0,17,16,2,3,3,4
SIERRA MADRE,6400013A,2518,33,N,915,TOTAL,261,4,19,51,5,10,7,34,26,4,3,6,14
SIGNAL HILL,6450001A,2519,191,N,703,POLLING PLACE,62,2,5,10,0,2,4,10,1,4,3,6,7
SIGNAL HILL,6450001A,2519,191,N,0,VBM PORTION,74,4,4,3,0,0,0,9,1,8,5,14,7
SIGNAL HILL,6450001A,2519,191,N,703,TOTAL,136,6,9,13,0,2,4,19,2,12,8,20,14
SIGNAL HILL,6450002A,2520,191,N,1159,POLLING PLACE,115,2,7,12,1,6,7,13,11,8,8,9,15
SIGNAL HILL,6450002A,2520,191,N,0,VBM PORTION,73,4,4,2,0,4,1,11,2,4,8,5,10
SIGNAL HILL,6450002A,2520,191,N,1159,TOTAL,188,6,11,14,1,10,8,24,13,12,16,14,25
SIGNAL HILL,6450003A,2521,191,N,949,POLLING PLACE,113,4,13,13,3,3,1,18,9,3,5,5,8
SIGNAL HILL,6450003A,2521,191,N,0,VBM PORTION,130,3,13,13,0,3,2,16,4,4,8,12,16
SIGNAL HILL,6450003A,2521,191,N,949,TOTAL,243,7,26,26,3,6,3,34,13,7,13,17,24
SIGNAL HILL,6450004A,2522,191,N,1107,POLLING PLACE,180,4,21,21,4,2,3,8,12,11,12,21,30
SIGNAL HILL,6450004A,2522,191,N,0,VBM PORTION,129,3,12,11,1,4,5,15,7,3,5,13,17
SIGNAL HILL,6450004A,2522,191,N,1107,TOTAL,309,7,33,32,5,6,8,23,19,14,17,34,47
SIGNAL HILL,6450005A,2523,191,N,1169,POLLING PLACE,150,4,26,29,0,1,3,18,7,4,8,8,17
SIGNAL HILL,6450005A,2523,191,N,0,VBM PORTION,197,7,20,21,1,8,4,32,4,6,8,3,20
SIGNAL HILL,6450005A,2523,191,N,1169,TOTAL,347,11,46,50,1,9,7,50,11,10,16,11,37
SIGNAL HILL,6450006A,2524,191,N,1145,POLLING PLACE,159,9,18,16,3,5,10,23,6,9,7,4,14
SIGNAL HILL,6450006A,2524,191,N,0,VBM PORTION,127,2,16,16,1,3,2,12,1,2,7,15,15
SIGNAL HILL,6450006A,2524,191,N,1145,TOTAL,286,11,34,32,4,8,12,35,7,11,14,19,29
SOUTH EL MONTE,6530002A,2525,74,N,1159,POLLING PLACE,42,2,1,4,0,1,2,3,6,15,0,0,4
