SALE_YEAR,COUNTY_CODE,GUN_TYPE,LAST_STATUS,REC_TYPE,SUM(CNT)
2010,20,HANDGUN,APPROVED,CRIS,225
2010,20,HANDGUN,APPROVED,DROS,1437
2010,20,HANDGUN,DENIED,CRIS,2
2010,20,HANDGUN,DENIED,DROS,32
2010,21,HANDGUN,APPROVED,CRIS,130
2010,21,HANDGUN,APPROVED,DROS,1093
2010,21,HANDGUN,DENIED,CRIS,3
2010,21,HANDGUN,DENIED,DROS,24
2010,22,HANDGUN,APPROVED,CRIS,19
2010,22,HANDGUN,APPROVED,DROS,320
2010,22,HANDGUN,DENIED,CRIS,1
2010,22,HANDGUN,DENIED,DROS,11
2010,23,HANDGUN,APPROVED,CRIS,153
2010,23,HANDGUN,APPROVED,DROS,1162
2010,23,HANDGUN,DENIED,CRIS,6
2010,23,HANDGUN,DENIED,DROS,38
2010,24,HANDGUN,APPROVED,CRIS,130
2010,24,HANDGUN,APPROVED,DROS,1685
2010,24,HANDGUN,DENIED,CRIS,8
2010,24,HANDGUN,DENIED,DROS,42
2010,25,HANDGUN,APPROVED,CRIS,16
2010,25,HANDGUN,APPROVED,DROS,139
2010,25,HANDGUN,DENIED,DROS,2
2010,26,HANDGUN,APPROVED,CRIS,20
2010,26,HANDGUN,APPROVED,DROS,86
2010,26,HANDGUN,DENIED,CRIS,1
2010,26,HANDGUN,DENIED,DROS,1
2010,27,HANDGUN,APPROVED,CRIS,221
2010,27,HANDGUN,APPROVED,DROS,1897
2010,27,HANDGUN,DENIED,CRIS,5
2010,27,HANDGUN,DENIED,DROS,57
2010,28,HANDGUN,APPROVED,CRIS,83
2010,28,HANDGUN,APPROVED,DROS,1031
2010,28,HANDGUN,DENIED,DROS,23
2010,29,HANDGUN,APPROVED,CRIS,151
2010,29,HANDGUN,APPROVED,DROS,1136
2010,29,HANDGUN,DENIED,CRIS,9
2010,29,HANDGUN,DENIED,DROS,33
2010,3,HANDGUN,APPROVED,CRIS,113
2010,3,HANDGUN,APPROVED,DROS,622
2010,3,HANDGUN,DENIED,CRIS,3
2010,3,HANDGUN,DENIED,DROS,11
2010,30,HANDGUN,APPROVED,CRIS,1747
2010,30,HANDGUN,APPROVED,DROS,17763
2010,30,HANDGUN,DENIED,CRIS,80
2010,30,HANDGUN,DENIED,DROS,370
2010,31,HANDGUN,APPROVED,CRIS,457
2010,31,HANDGUN,APPROVED,DROS,4103
2010,31,HANDGUN,DENIED,CRIS,15
2010,31,HANDGUN,DENIED,DROS,77
2010,32,HANDGUN,APPROVED,CRIS,58
2010,32,HANDGUN,APPROVED,DROS,255
2010,32,HANDGUN,DENIED,CRIS,2
2010,32,HANDGUN,DENIED,DROS,3
2010,33,HANDGUN,APPROVED,CRIS,1608
2010,33,HANDGUN,APPROVED,DROS,14387
2010,33,HANDGUN,DENIED,CRIS,74
2010,33,HANDGUN,DENIED,DROS,371
2010,34,HANDGUN,APPROVED,CRIS,1012
2010,34,HANDGUN,APPROVED,DROS,10567
2010,34,HANDGUN,DENIED,CRIS,28
2010,34,HANDGUN,DENIED,DROS,216
2010,35,HANDGUN,APPROVED,CRIS,63
2010,35,HANDGUN,APPROVED,DROS,395
2010,35,HANDGUN,DENIED,CRIS,4
2010,35,HANDGUN,DENIED,DROS,6
2010,36,HANDGUN,APPROVED,CRIS,1434
2010,36,HANDGUN,APPROVED,DROS,14039
2010,36,HANDGUN,DENIED,CRIS,58
2010,36,HANDGUN,DENIED,DROS,367
2010,37,HANDGUN,APPROVED,CRIS,2361
2010,37,HANDGUN,APPROVED,DROS,20176
2010,37,HANDGUN,DENIED,CRIS,80
2010,37,HANDGUN,DENIED,DROS,400
2010,38,HANDGUN,APPROVED,CRIS,242
2010,38,HANDGUN,APPROVED,DROS,2372
2010,38,HANDGUN,DENIED,CRIS,10
2010,38,HANDGUN,DENIED,DROS,51
2010,39,HANDGUN,APPROVED,CRIS,449
2010,39,HANDGUN,APPROVED,DROS,5162
2010,39,HANDGUN,DENIED,CRIS,23
2010,39,HANDGUN,DENIED,DROS,136
2010,4,HANDGUN,APPROVED,CRIS,182
2010,4,HANDGUN,APPROVED,DROS,2679
2010,4,HANDGUN,DENIED,CRIS,4
2010,4,HANDGUN,DENIED,DROS,64
2010,40,HANDGUN,APPROVED,CRIS,207
2010,40,HANDGUN,APPROVED,DROS,2575
2010,40,HANDGUN,DENIED,CRIS,7
2010,40,HANDGUN,DENIED,DROS,48
2010,41,HANDGUN,APPROVED,CRIS,357
2010,41,HANDGUN,APPROVED,DROS,4169
2010,41,HANDGUN,DENIED,CRIS,19
2010,41,HANDGUN,DENIED,DROS,90
2010,42,HANDGUN,APPROVED,CRIS,273
2010,42,HANDGUN,APPROVED,DROS,2634
2010,42,HANDGUN,DENIED,CRIS,15
2010,42,HANDGUN,DENIED,DROS,63
2010,43,HANDGUN,APPROVED,CRIS,658
2010,43,HANDGUN,APPROVED,DROS,7457
2010,43,HANDGUN,DENIED,CRIS,28
2010,43,HANDGUN,DENIED,DROS,146
2010,44,HANDGUN,APPROVED,CRIS,117
2010,44,HANDGUN,APPROVED,DROS,1607
2010,44,HANDGUN,DENIED,CRIS,7
2010,44,HANDGUN,DENIED,DROS,40
2010,45,HANDGUN,APPROVED,CRIS,232
2010,45,HANDGUN,APPROVED,DROS,3352
2010,45,HANDGUN,DENIED,CRIS,10
2010,45,HANDGUN,DENIED,DROS,85
2010,46,HANDGUN,APPROVED,CRIS,3
2010,46,HANDGUN,APPROVED,DROS,35
2010,46,HANDGUN,DENIED,DROS,2
2010,47,HANDGUN,APPROVED,CRIS,94
2010,47,HANDGUN,APPROVED,DROS,462
2010,47,HANDGUN,DENIED,CRIS,14
2010,47,HANDGUN,DENIED,DROS,26
2010,48,HANDGUN,APPROVED,CRIS,322
2010,48,HANDGUN,APPROVED,DROS,3901
2010,48,HANDGUN,DENIED,CRIS,9
2010,48,HANDGUN,DENIED,DROS,84
2010,49,HANDGUN,APPROVED,CRIS,358
2010,49,HANDGUN,APPROVED,DROS,3017
2010,49,HANDGUN,DENIED,CRIS,15
2010,49,HANDGUN,DENIED,DROS,75
2010,5,HANDGUN,APPROVED,CRIS,134
2010,5,HANDGUN,APPROVED,DROS,828
2010,5,HANDGUN,DENIED,CRIS,4
2010,5,HANDGUN,DENIED,DROS,15
2010,50,HANDGUN,APPROVED,CRIS,423
2010,50,HANDGUN,APPROVED,DROS,4479
2010,50,HANDGUN,DENIED,CRIS,14
2010,50,HANDGUN,DENIED,DROS,123
2010,51,HANDGUN,APPROVED,CRIS,118
2010,51,HANDGUN,APPROVED,DROS,893
2010,51,HANDGUN,DENIED,CRIS,4
2010,51,HANDGUN,DENIED,DROS,23
2010,52,HANDGUN,APPROVED,CRIS,59
2010,52,HANDGUN,APPROVED,DROS,691
2010,52,HANDGUN,DENIED,CRIS,5
2010,52,HANDGUN,DENIED,DROS,21
2010,53,HANDGUN,APPROVED,CRIS,10
2010,53,HANDGUN,APPROVED,DROS,236
2010,53,HANDGUN,DENIED,DROS,13
2010,54,HANDGUN,APPROVED,CRIS,315
2010,54,HANDGUN,APPROVED,DROS,3262
2010,54,HANDGUN,DENIED,CRIS,8
2010,54,HANDGUN,DENIED,DROS,69
2010,55,HANDGUN,APPROVED,CRIS,64
2010,55,HANDGUN,APPROVED,DROS,839
2010,55,HANDGUN,DENIED,CRIS,4
2010,55,HANDGUN,DENIED,DROS,23
2010,56,HANDGUN,APPROVED,CRIS,648
2010,56,HANDGUN,APPROVED,DROS,5842
2010,56,HANDGUN,DENIED,CRIS,9
2010,56,HANDGUN,DENIED,DROS,102
2010,57,HANDGUN,APPROVED,CRIS,115
2010,57,HANDGUN,APPROVED,DROS,1212
2010,57,HANDGUN,DENIED,CRIS,2
2010,57,HANDGUN,DENIED,DROS,24
2010,58,HANDGUN,APPROVED,CRIS,104
2010,58,HANDGUN,APPROVED,DROS,732
2010,58,HANDGUN,DENIED,CRIS,1
2010,58,HANDGUN,DENIED,DROS,17
2010,6,HANDGUN,APPROVED,CRIS,17
2010,6,HANDGUN,APPROVED,DROS,226
2010,6,HANDGUN,DENIED,CRIS,1
2010,6,HANDGUN,DENIED,DROS,12
2010,7,HANDGUN,APPROVED,CRIS,659
2010,7,HANDGUN,APPROVED,DROS,7091
2010,7,HANDGUN,DENIED,CRIS,19
2010,7,HANDGUN,DENIED,DROS,170
2010,8,HANDGUN,APPROVED,CRIS,22
2010,8,HANDGUN,APPROVED,DROS,372
2010,8,HANDGUN,DENIED,DROS,10
2010,9,HANDGUN,APPROVED,CRIS,362
2010,9,HANDGUN,APPROVED,DROS,2208
2010,9,HANDGUN,DENIED,CRIS,7
2010,9,HANDGUN,DENIED,DROS,30
2011,1,HANDGUN,APPROVED,CRIS,769
2011,1,HANDGUN,APPROVED,DROS,7998
2011,1,HANDGUN,DENIED,CRIS,42
2011,1,HANDGUN,DENIED,DROS,182
2011,10,HANDGUN,APPROVED,CRIS,873
2011,10,HANDGUN,APPROVED,DROS,9072
2011,10,HANDGUN,DENIED,CRIS,12
2011,10,HANDGUN,DENIED,DROS,197
2011,11,HANDGUN,APPROVED,CRIS,34
2011,11,HANDGUN,APPROVED,DROS,287
2011,11,HANDGUN,DENIED,CRIS,3
2011,11,HANDGUN,DENIED,DROS,11
2011,12,HANDGUN,APPROVED,CRIS,168
2011,12,HANDGUN,APPROVED,DROS,2063
2011,12,HANDGUN,DENIED,CRIS,2
2011,12,HANDGUN,DENIED,DROS,69
2011,13,HANDGUN,APPROVED,CRIS,86
2011,13,HANDGUN,APPROVED,DROS,798
2011,13,HANDGUN,DENIED,DROS,12
2011,14,HANDGUN,APPROVED,CRIS,20
2011,14,HANDGUN,APPROVED,DROS,208
2011,14,HANDGUN,DENIED,DROS,2
2011,15,HANDGUN,APPROVED,CRIS,905
2011,15,HANDGUN,APPROVED,DROS,10305
2011,15,HANDGUN,DENIED,CRIS,30
2011,15,HANDGUN,DENIED,DROS,227
2011,16,HANDGUN,APPROVED,CRIS,175
2011,16,HANDGUN,APPROVED,DROS,1277
2011,16,HANDGUN,DENIED,DROS,27
2011,17,HANDGUN,APPROVED,CRIS,58
2011,17,HANDGUN,APPROVED,DROS,913
2011,17,HANDGUN,DENIED,CRIS,1
2011,17,HANDGUN,DENIED,DROS,23
2011,18,HANDGUN,APPROVED,CRIS,157
2011,18,HANDGUN,APPROVED,DROS,1008
2011,18,HANDGUN,DENIED,CRIS,1
2011,18,HANDGUN,DENIED,DROS,19
2011,19,HANDGUN,APPROVED,CRIS,4649
2011,19,HANDGUN,APPROVED,DROS,48038
2011,19,HANDGUN,DENIED,CRIS,204
2011,19,HANDGUN,DENIED,DROS,1132
2011,2,HANDGUN,APPROVED,DROS,7
2011,20,HANDGUN,APPROVED,CRIS,218
2011,20,HANDGUN,APPROVED,DROS,1839
2011,20,HANDGUN,DENIED,CRIS,23
2011,20,HANDGUN,DENIED,DROS,37
2011,21,HANDGUN,APPROVED,CRIS,129
2011,21,HANDGUN,APPROVED,DROS,1256
2011,21,HANDGUN,DENIED,CRIS,5
2011,21,HANDGUN,DENIED,DROS,35
2011,22,HANDGUN,APPROVED,CRIS,32
2011,22,HANDGUN,APPROVED,DROS,414
2011,22,HANDGUN,DENIED,DROS,9
2011,23,HANDGUN,APPROVED,CRIS,128
2011,23,HANDGUN,APPROVED,DROS,1485
2011,23,HANDGUN,DENIED,CRIS,17
2011,23,HANDGUN,DENIED,DROS,39
2011,24,HANDGUN,APPROVED,CRIS,182
2011,24,HANDGUN,APPROVED,DROS,2234
2011,24,HANDGUN,DENIED,CRIS,3
2011,24,HANDGUN,DENIED,DROS,57
2011,25,HANDGUN,APPROVED,CRIS,15
2011,25,HANDGUN,APPROVED,DROS,183
2011,26,HANDGUN,APPROVED,CRIS,7
2011,26,HANDGUN,APPROVED,DROS,129
2011,26,HANDGUN,DENIED,DROS,2
2011,27,HANDGUN,APPROVED,CRIS,275
2011,27,HANDGUN,APPROVED,DROS,2481
2011,27,HANDGUN,DENIED,CRIS,7
2011,27,HANDGUN,DENIED,DROS,61
2011,28,HANDGUN,APPROVED,CRIS,76
2011,28,HANDGUN,APPROVED,DROS,1230
2011,28,HANDGUN,DENIED,CRIS,8
2011,28,HANDGUN,DENIED,DROS,21
2011,29,HANDGUN,APPROVED,CRIS,138
2011,29,HANDGUN,APPROVED,DROS,1317
2011,29,HANDGUN,DENIED,CRIS,3
2011,29,HANDGUN,DENIED,DROS,50
2011,3,HANDGUN,APPROVED,CRIS,113
2011,3,HANDGUN,APPROVED,DROS,726
2011,3,HANDGUN,DENIED,CRIS,6
2011,3,HANDGUN,DENIED,DROS,7
2011,30,HANDGUN,APPROVED,CRIS,1712
2011,30,HANDGUN,APPROVED,DROS,21864
2011,30,HANDGUN,DENIED,CRIS,77
2011,30,HANDGUN,DENIED,DROS,405
2011,31,HANDGUN,APPROVED,CRIS,507
2011,31,HANDGUN,APPROVED,DROS,5480
2011,31,HANDGUN,DENIED,CRIS,39
2011,31,HANDGUN,DENIED,DROS,92
2011,32,HANDGUN,APPROVED,CRIS,64
2011,32,HANDGUN,APPROVED,DROS,249
2011,32,HANDGUN,DENIED,DROS,3
2011,33,HANDGUN,APPROVED,CRIS,1685
2011,33,HANDGUN,APPROVED,DROS,17716
2011,33,HANDGUN,DENIED,CRIS,96
2011,33,HANDGUN,DENIED,DROS,386
2011,34,HANDGUN,APPROVED,CRIS,1138
2011,34,HANDGUN,APPROVED,DROS,14753
2011,34,HANDGUN,DENIED,CRIS,17
2011,34,HANDGUN,DENIED,DROS,292
2011,35,HANDGUN,APPROVED,CRIS,34
2011,35,HANDGUN,APPROVED,DROS,448
2011,35,HANDGUN,DENIED,CRIS,2
2011,35,HANDGUN,DENIED,DROS,12
2011,36,HANDGUN,APPROVED,CRIS,1961
2011,36,HANDGUN,APPROVED,DROS,17420
2011,36,HANDGUN,DENIED,CRIS,51
2011,36,HANDGUN,DENIED,DROS,420
2011,36,LONGGUN,DENIED,DROS,1
2011,37,HANDGUN,APPROVED,CRIS,2369
2011,37,HANDGUN,APPROVED,DROS,24829
2011,37,HANDGUN,DENIED,CRIS,52
2011,37,HANDGUN,DENIED,DROS,458
2011,38,HANDGUN,APPROVED,CRIS,363
2011,38,HANDGUN,APPROVED,DROS,2872
2011,38,HANDGUN,DENIED,CRIS,15
2011,38,HANDGUN,DENIED,DROS,59
2011,39,HANDGUN,APPROVED,CRIS,521
2011,39,HANDGUN,APPROVED,DROS,6552
2011,39,HANDGUN,DENIED,CRIS,14
2011,39,HANDGUN,DENIED,DROS,171
2011,4,HANDGUN,APPROVED,CRIS,295
2011,4,HANDGUN,APPROVED,DROS,3065
2011,4,HANDGUN,DENIED,CRIS,4
2011,4,HANDGUN,DENIED,DROS,94
2011,40,HANDGUN,APPROVED,CRIS,261
2011,40,HANDGUN,APPROVED,DROS,3168
2011,40,HANDGUN,DENIED,CRIS,9
2011,40,HANDGUN,DENIED,DROS,64
2011,41,HANDGUN,APPROVED,CRIS,424
2011,41,HANDGUN,APPROVED,DROS,4885
2011,41,HANDGUN,DENIED,CRIS,6
2011,41,HANDGUN,DENIED,DROS,116
2011,42,HANDGUN,APPROVED,CRIS,335
2011,42,HANDGUN,APPROVED,DROS,2941
2011,42,HANDGUN,DENIED,CRIS,34
2011,42,HANDGUN,DENIED,DROS,57
2011,43,HANDGUN,APPROVED,CRIS,1118
2011,43,HANDGUN,APPROVED,DROS,9977
2011,43,HANDGUN,DENIED,CRIS,10
2011,43,HANDGUN,DENIED,DROS,214
2011,44,HANDGUN,APPROVED,CRIS,227
2011,44,HANDGUN,APPROVED,DROS,1960
2011,44,HANDGUN,DENIED,CRIS,5
2011,44,HANDGUN,DENIED,DROS,60
2011,45,HANDGUN,APPROVED,CRIS,389
2011,45,HANDGUN,APPROVED,DROS,4005
2011,45,HANDGUN,DENIED,CRIS,5
2011,45,HANDGUN,DENIED,DROS,98
2011,46,HANDGUN,APPROVED,CRIS,3
2011,46,HANDGUN,APPROVED,DROS,52
2011,47,HANDGUN,APPROVED,CRIS,105
2011,47,HANDGUN,APPROVED,DROS,547
2011,47,HANDGUN,DENIED,CRIS,1
2011,47,HANDGUN,DENIED,DROS,11
2011,48,HANDGUN,APPROVED,CRIS,360
2011,48,HANDGUN,APPROVED,DROS,4679
2011,48,HANDGUN,DENIED,CRIS,7
2011,48,HANDGUN,DENIED,DROS,104
2011,49,HANDGUN,APPROVED,CRIS,315
2011,49,HANDGUN,APPROVED,DROS,3670
2011,49,HANDGUN,DENIED,CRIS,33
2011,49,HANDGUN,DENIED,DROS,94
2011,5,HANDGUN,APPROVED,CRIS,78
2011,5,HANDGUN,APPROVED,DROS,899
2011,5,HANDGUN,DENIED,CRIS,3
2011,5,HANDGUN,DENIED,DROS,12
2011,50,HANDGUN,APPROVED,CRIS,559
2011,50,HANDGUN,APPROVED,DROS,5648
2011,50,HANDGUN,DENIED,CRIS,20
2011,50,HANDGUN,DENIED,DROS,134
2011,51,HANDGUN,APPROVED,CRIS,131
2011,51,HANDGUN,APPROVED,DROS,1300
2011,51,HANDGUN,DENIED,CRIS,8
2011,51,HANDGUN,DENIED,DROS,17
2011,52,HANDGUN,APPROVED,CRIS,57
2011,52,HANDGUN,APPROVED,DROS,779
2011,52,HANDGUN,DENIED,CRIS,2
2011,52,HANDGUN,DENIED,DROS,22
2011,53,HANDGUN,APPROVED,CRIS,22
2011,53,HANDGUN,APPROVED,DROS,280
2011,53,HANDGUN,DENIED,CRIS,3
2011,53,HANDGUN,DENIED,DROS,14
2011,54,HANDGUN,APPROVED,CRIS,368
2011,54,HANDGUN,APPROVED,DROS,3752
2011,54,HANDGUN,DENIED,CRIS,3
2011,54,HANDGUN,DENIED,DROS,99
2011,55,HANDGUN,APPROVED,CRIS,87
2011,55,HANDGUN,APPROVED,DROS,883
2011,55,HANDGUN,DENIED,DROS,21
2011,56,HANDGUN,APPROVED,CRIS,871
2011,56,HANDGUN,APPROVED,DROS,7619
2011,56,HANDGUN,DENIED,CRIS,3
2011,56,HANDGUN,DENIED,DROS,114
2011,57,HANDGUN,APPROVED,CRIS,122
2011,57,HANDGUN,APPROVED,DROS,1370
2011,57,HANDGUN,DENIED,CRIS,1
2011,57,HANDGUN,DENIED,DROS,24
2011,58,HANDGUN,APPROVED,CRIS,116
2011,58,HANDGUN,APPROVED,DROS,1050
2011,58,HANDGUN,DENIED,DROS,20
2011,6,HANDGUN,APPROVED,CRIS,22
2011,6,HANDGUN,APPROVED,DROS,253
2011,6,HANDGUN,DENIED,DROS,4
2011,7,HANDGUN,APPROVED,CRIS,679
2011,7,HANDGUN,APPROVED,DROS,9046
2011,7,HANDGUN,DENIED,CRIS,15
2011,7,HANDGUN,DENIED,DROS,177
2011,8,HANDGUN,APPROVED,CRIS,32
2011,8,HANDGUN,APPROVED,DROS,340
2011,8,HANDGUN,DENIED,CRIS,3
2011,8,HANDGUN,DENIED,DROS,14
2011,9,HANDGUN,APPROVED,CRIS,373
2011,9,HANDGUN,APPROVED,DROS,3171
2011,9,HANDGUN,DENIED,CRIS,10
2011,9,HANDGUN,DENIED,DROS,66
2012,1,HANDGUN,APPROVED,CRIS,785
2012,1,HANDGUN,APPROVED,DROS,10032
2012,1,HANDGUN,DENIED,CRIS,20
2012,1,HANDGUN,DENIED,DROS,179
2012,10,HANDGUN,APPROVED,CRIS,1020
2012,10,HANDGUN,APPROVED,DROS,13232
2012,10,HANDGUN,DENIED,CRIS,19
2012,10,HANDGUN,DENIED,DROS,312
2012,11,HANDGUN,APPROVED,CRIS,39
2012,11,HANDGUN,APPROVED,DROS,382
2012,11,HANDGUN,DENIED,CRIS,4
2012,11,HANDGUN,DENIED,DROS,9
2012,12,HANDGUN,APPROVED,CRIS,158
2012,12,HANDGUN,APPROVED,DROS,2561
2012,12,HANDGUN,DENIED,CRIS,12
2012,12,HANDGUN,DENIED,DROS,124
2012,13,HANDGUN,APPROVED,CRIS,71
2012,13,HANDGUN,APPROVED,DROS,910
2012,13,HANDGUN,DENIED,CRIS,4
2012,13,HANDGUN,DENIED,DROS,18
2012,14,HANDGUN,APPROVED,CRIS,37
2012,14,HANDGUN,APPROVED,DROS,362
2012,14,HANDGUN,DENIED,DROS,5
2012,15,HANDGUN,APPROVED,CRIS,914
2012,15,HANDGUN,APPROVED,DROS,13256
2012,15,HANDGUN,DENIED,CRIS,38
2012,15,HANDGUN,DENIED,DROS,346
2012,16,HANDGUN,APPROVED,CRIS,120
2012,16,HANDGUN,APPROVED,DROS,1995
2012,16,HANDGUN,DENIED,CRIS,6
2012,16,HANDGUN,DENIED,DROS,41
2012,17,HANDGUN,APPROVED,CRIS,42
2012,17,HANDGUN,APPROVED,DROS,1047
2012,17,HANDGUN,DENIED,CRIS,3
2012,17,HANDGUN,DENIED,DROS,44
2012,18,HANDGUN,APPROVED,CRIS,104
2012,18,HANDGUN,APPROVED,DROS,954
2012,18,HANDGUN,DENIED,CRIS,1
2012,18,HANDGUN,DENIED,DROS,17
2012,19,HANDGUN,APPROVED,CRIS,4574
2012,19,HANDGUN,APPROVED,DROS,60928
2012,19,HANDGUN,DENIED,CRIS,198
2012,19,HANDGUN,DENIED,DROS,1465
2012,19,LONGGUN,DENIED,DROS,2
2012,2,HANDGUN,APPROVED,CRIS,3
2012,2,HANDGUN,APPROVED,DROS,16
2012,20,HANDGUN,APPROVED,CRIS,177
2012,20,HANDGUN,APPROVED,DROS,2673
2012,20,HANDGUN,DENIED,CRIS,3
2012,20,HANDGUN,DENIED,DROS,58
2012,21,HANDGUN,APPROVED,CRIS,128
2012,21,HANDGUN,APPROVED,DROS,1584
2012,21,HANDGUN,DENIED,CRIS,3
2012,21,HANDGUN,DENIED,DROS,36
2012,22,HANDGUN,APPROVED,CRIS,41
2012,22,HANDGUN,APPROVED,DROS,697
2012,22,HANDGUN,DENIED,CRIS,1
2012,22,HANDGUN,DENIED,DROS,12
2012,23,HANDGUN,APPROVED,CRIS,172
2012,23,HANDGUN,APPROVED,DROS,1641
2012,23,HANDGUN,DENIED,CRIS,5
2012,23,HANDGUN,DENIED,DROS,48
2012,24,HANDGUN,APPROVED,CRIS,119
2012,24,HANDGUN,APPROVED,DROS,3154
2012,24,HANDGUN,DENIED,CRIS,2
2012,24,HANDGUN,DENIED,DROS,89
2012,25,HANDGUN,APPROVED,CRIS,26
2012,25,HANDGUN,APPROVED,DROS,259
2012,25,HANDGUN,DENIED,DROS,3
2012,26,HANDGUN,APPROVED,CRIS,16
2012,26,HANDGUN,APPROVED,DROS,183
2012,26,HANDGUN,DENIED,DROS,5
2012,27,HANDGUN,APPROVED,CRIS,288
2012,27,HANDGUN,APPROVED,DROS,3138
2012,27,HANDGUN,DENIED,CRIS,11
2012,27,HANDGUN,DENIED,DROS,73
2012,28,HANDGUN,APPROVED,CRIS,63
2012,28,HANDGUN,APPROVED,DROS,1834
2012,28,HANDGUN,DENIED,CRIS,2
2012,28,HANDGUN,DENIED,DROS,32
2012,29,HANDGUN,APPROVED,CRIS,212
2012,29,HANDGUN,APPROVED,DROS,1970
2012,29,HANDGUN,DENIED,CRIS,10
2012,29,HANDGUN,DENIED,DROS,42
2012,3,HANDGUN,APPROVED,CRIS,74
2012,3,HANDGUN,APPROVED,DROS,902
2012,3,HANDGUN,DENIED,DROS,16
2012,30,HANDGUN,APPROVED,CRIS,2006
2012,30,HANDGUN,APPROVED,DROS,29112
2012,30,HANDGUN,DENIED,CRIS,63
2012,30,HANDGUN,DENIED,DROS,545
2012,30,LONGGUN,DENIED,DROS,1
2012,31,HANDGUN,APPROVED,CRIS,560
2012,31,HANDGUN,APPROVED,DROS,7491
2012,31,HANDGUN,DENIED,CRIS,8
2012,31,HANDGUN,DENIED,DROS,143
2012,32,HANDGUN,APPROVED,CRIS,52
2012,32,HANDGUN,APPROVED,DROS,386
2012,32,HANDGUN,DENIED,CRIS,1
2012,32,HANDGUN,DENIED,DROS,5
2012,33,HANDGUN,APPROVED,CRIS,1718
2012,33,HANDGUN,APPROVED,DROS,24032
2012,33,HANDGUN,DENIED,CRIS,91
2012,33,HANDGUN,DENIED,DROS,567
2012,34,HANDGUN,APPROVED,CRIS,1142
2012,34,HANDGUN,APPROVED,DROS,18834
2012,34,HANDGUN,DENIED,CRIS,27
2012,34,HANDGUN,DENIED,DROS,435
2012,35,HANDGUN,APPROVED,CRIS,50
2012,35,HANDGUN,APPROVED,DROS,672
2012,35,HANDGUN,DENIED,CRIS,1
2012,35,HANDGUN,DENIED,DROS,10
2012,36,HANDGUN,APPROVED,CRIS,1754
2012,36,HANDGUN,APPROVED,DROS,22273
2012,36,HANDGUN,DENIED,CRIS,53
2012,36,HANDGUN,DENIED,DROS,643
2012,37,HANDGUN,APPROVED,CRIS,2509
2012,37,HANDGUN,APPROVED,DROS,32959
2012,37,HANDGUN,DENIED,CRIS,71
2012,37,HANDGUN,DENIED,DROS,604
2012,38,HANDGUN,APPROVED,CRIS,315
2012,38,HANDGUN,APPROVED,DROS,3823
2012,38,HANDGUN,DENIED,CRIS,10
2012,38,HANDGUN,DENIED,DROS,84
2012,39,HANDGUN,APPROVED,CRIS,512
2012,39,HANDGUN,APPROVED,DROS,8915
2012,39,HANDGUN,DENIED,CRIS,14
2012,39,HANDGUN,DENIED,DROS,273
2012,4,HANDGUN,APPROVED,CRIS,273
2012,4,HANDGUN,APPROVED,DROS,4009
2012,4,HANDGUN,DENIED,CRIS,2
2012,4,HANDGUN,DENIED,DROS,122
2012,40,HANDGUN,APPROVED,CRIS,299
2012,40,HANDGUN,APPROVED,DROS,4266
