LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,JANICE HAHN,ADAM SHBEITA,
LOS ANGELES,9002534C,4206,369,N,1141,TOTAL,115,103,6,
LOS ANGELES,9002537A,4207,369,N,1045,POLLING PLACE,99,80,10,
LOS ANGELES,9002537A,4207,369,N,,VBM PORTION,31,23,4,
LOS ANGELES,9002537A,4207,369,N,1045,TOTAL,130,103,14,
LOS ANGELES,9002540A,4208,369,N,1205,POLLING PLACE,95,82,7,
LOS ANGELES,9002540A,4208,369,N,,VBM PORTION,17,13,3,
LOS ANGELES,9002540A,4208,369,N,1205,TOTAL,112,95,10,
LOS ANGELES,9002540B,4209,369,N,935,POLLING PLACE,66,60,3,
LOS ANGELES,9002540B,4209,369,N,,VBM PORTION,12,10,2,
LOS ANGELES,9002540B,4209,369,N,935,TOTAL,78,70,5,
LOS ANGELES,9002544B,4210,369,N,975,POLLING PLACE,118,106,7,
LOS ANGELES,9002544B,4210,369,N,,VBM PORTION,27,26,,
LOS ANGELES,9002544B,4210,369,N,975,TOTAL,145,132,7,
LOS ANGELES,9002548A,4213,369,N,1035,POLLING PLACE,90,77,9,
LOS ANGELES,9002548A,4213,369,N,,VBM PORTION,24,23,,
LOS ANGELES,9002548A,4213,369,N,1035,TOTAL,114,100,9,
LOS ANGELES,9002549A,4214,369,N,590,POLLING PLACE,73,64,4,
LOS ANGELES,9002549A,4214,369,N,,VBM PORTION,16,16,,
LOS ANGELES,9002549A,4214,369,N,590,TOTAL,89,80,4,
LOS ANGELES,9002551A,4215,369,N,999,POLLING PLACE,51,39,7,
LOS ANGELES,9002551A,4215,369,N,,VBM PORTION,13,12,1,
LOS ANGELES,9002551A,4215,369,N,999,TOTAL,64,51,8,
LOS ANGELES,9002553B,4216,369,N,569,POLLING PLACE,17,14,1,
LOS ANGELES,9002553B,4216,369,N,,VBM PORTION,6,6,,
LOS ANGELES,9002553B,4216,369,N,569,TOTAL,23,20,1,
LOS ANGELES,9002555B,4217,369,N,1035,POLLING PLACE,125,104,10,
LOS ANGELES,9002555B,4217,369,N,,VBM PORTION,16,13,2,
LOS ANGELES,9002555B,4217,369,N,1035,TOTAL,141,117,12,
LOS ANGELES,9002587A,4229,359,N,1171,POLLING PLACE,143,120,14,
LOS ANGELES,9002587A,4229,359,N,,VBM PORTION,33,31,1,
LOS ANGELES,9002587A,4229,359,N,1171,TOTAL,176,151,15,
LOS ANGELES,9002588B,4230,359,N,836,POLLING PLACE,100,82,11,
LOS ANGELES,9002588B,4230,359,N,,VBM PORTION,30,27,2,
LOS ANGELES,9002588B,4230,359,N,836,TOTAL,130,109,13,
LOS ANGELES,9002616B,4234,368,N,1055,POLLING PLACE,210,170,28,
LOS ANGELES,9002616B,4234,368,N,,VBM PORTION,44,39,4,
LOS ANGELES,9002616B,4234,368,N,1055,TOTAL,254,209,32,
LOS ANGELES,9002618A,4235,368,N,1117,POLLING PLACE,160,126,29,
LOS ANGELES,9002618A,4235,368,N,,VBM PORTION,35,32,3,
LOS ANGELES,9002618A,4235,368,N,1117,TOTAL,195,158,32,
LOS ANGELES,9002620B,4236,368,N,947,POLLING PLACE,205,164,20,
LOS ANGELES,9002620B,4236,368,N,,VBM PORTION,51,41,10,
LOS ANGELES,9002620B,4236,368,N,947,TOTAL,256,205,30,
LOS ANGELES,9002621A,4237,368,N,989,POLLING PLACE,108,85,13,
LOS ANGELES,9002621A,4237,368,N,,VBM PORTION,59,47,5,
LOS ANGELES,9002621A,4237,368,N,989,TOTAL,167,132,18,
LOS ANGELES,9002630A,4239,373,N,400,POLLING PLACE,45,42,1,
LOS ANGELES,9002630A,4239,373,N,,VBM PORTION,28,17,4,
LOS ANGELES,9002630A,4239,373,N,400,TOTAL,73,59,5,
LOS ANGELES,9002630B,4240,368,N,413,POLLING PLACE,60,52,7,
LOS ANGELES,9002630B,4240,368,N,,VBM PORTION,2,2,,
LOS ANGELES,9002630B,4240,368,N,413,TOTAL,62,54,7,
LOS ANGELES,9002632A,4241,368,N,920,POLLING PLACE,186,160,15,
LOS ANGELES,9002632A,4241,368,N,,VBM PORTION,38,30,7,
LOS ANGELES,9002632A,4241,368,N,920,TOTAL,224,190,22,
LOS ANGELES,9002633A,4242,368,N,1062,POLLING PLACE,206,173,17,
LOS ANGELES,9002633A,4242,368,N,,VBM PORTION,21,17,2,
LOS ANGELES,9002633A,4242,368,N,1062,TOTAL,227,190,19,
LOS ANGELES,9002636A,4243,368,N,1011,POLLING PLACE,182,135,31,
LOS ANGELES,9002636A,4243,368,N,,VBM PORTION,34,25,8,
LOS ANGELES,9002636A,4243,368,N,1011,TOTAL,216,160,39,
LOS ANGELES,9002657A,4246,393,N,989,POLLING PLACE,127,88,31,
LOS ANGELES,9002657A,4246,393,N,,VBM PORTION,46,38,5,
LOS ANGELES,9002657A,4246,393,N,989,TOTAL,173,126,36,
LOS ANGELES,9002662A,4247,393,N,883,POLLING PLACE,98,73,16,
LOS ANGELES,9002662A,4247,393,N,,VBM PORTION,40,30,8,
LOS ANGELES,9002662A,4247,393,N,883,TOTAL,138,103,24,
LOS ANGELES,9002668A,4248,393,N,1072,POLLING PLACE,176,128,34,
LOS ANGELES,9002668A,4248,393,N,,VBM PORTION,62,41,14,
LOS ANGELES,9002668A,4248,393,N,1072,TOTAL,238,169,48,
LOS ANGELES,9002669A,4249,393,N,1246,POLLING PLACE,175,134,25,
LOS ANGELES,9002669A,4249,393,N,,VBM PORTION,62,40,18,
LOS ANGELES,9002669A,4249,393,N,1246,TOTAL,237,174,43,
LOS ANGELES,9002675A,4251,393,N,1002,POLLING PLACE,170,131,23,
LOS ANGELES,9002675A,4251,393,N,,VBM PORTION,73,50,13,
LOS ANGELES,9002675A,4251,393,N,1002,TOTAL,243,181,36,
LOS ANGELES,9002681A,4252,393,N,986,POLLING PLACE,192,155,30,
LOS ANGELES,9002681A,4252,393,N,,VBM PORTION,83,53,17,
LOS ANGELES,9002681A,4252,393,N,986,TOTAL,275,208,47,
LOS ANGELES,9002681B,4253,393,N,1070,POLLING PLACE,220,171,42,
LOS ANGELES,9002681B,4253,393,N,,VBM PORTION,104,68,23,
LOS ANGELES,9002681B,4253,393,N,1070,TOTAL,324,239,65,
LOS ANGELES,9002688A,4254,395,N,1141,POLLING PLACE,240,158,58,
LOS ANGELES,9002688A,4254,395,N,,VBM PORTION,148,92,37,
LOS ANGELES,9002688A,4254,395,N,1141,TOTAL,388,250,95,
LOS ANGELES,9002689A,4255,395,N,824,POLLING PLACE,171,110,37,
LOS ANGELES,9002689A,4255,395,N,,VBM PORTION,181,116,47,
LOS ANGELES,9002689A,4255,395,N,824,TOTAL,352,226,84,
LOS ANGELES,9002698A,4257,393,N,1133,POLLING PLACE,271,197,54,
LOS ANGELES,9002698A,4257,393,N,,VBM PORTION,117,70,31,
LOS ANGELES,9002698A,4257,393,N,1133,TOTAL,388,267,85,
LOS ANGELES,9002702A,6321,369,Y,14,POLLING PLACE,,,,
LOS ANGELES,9002702A,6321,369,Y,,VBM PORTION,,,,
LOS ANGELES,9002702A,6321,369,Y,14,TOTAL,,,,
LOS ANGELES,9002732A,4264,393,N,504,POLLING PLACE,119,84,23,
LOS ANGELES,9002732A,4264,393,N,,VBM PORTION,39,30,8,
LOS ANGELES,9002732A,4264,393,N,504,TOTAL,158,114,31,
LOS ANGELES,9003417A,4345,393,N,1006,POLLING PLACE,138,107,24,
LOS ANGELES,9003417A,4345,393,N,,VBM PORTION,28,21,4,
LOS ANGELES,9003417A,4345,393,N,1006,TOTAL,166,128,28,
LOS ANGELES,9003458B,4348,393,N,693,POLLING PLACE,67,59,4,
LOS ANGELES,9003458B,4348,393,N,,VBM PORTION,37,30,6,
LOS ANGELES,9003458B,4348,393,N,693,TOTAL,104,89,10,
LOS ANGELES,9003458C,6336,395,Y,,POLLING PLACE,,,,
LOS ANGELES,9003458C,6336,395,Y,,VBM PORTION,,,,
LOS ANGELES,9003458C,6336,395,Y,,TOTAL,,,,
LOS ANGELES,9003458D,4349,393,N,1144,POLLING PLACE,165,127,27,
LOS ANGELES,9003458D,4349,393,N,,VBM PORTION,54,46,6,
LOS ANGELES,9003458D,4349,393,N,1144,TOTAL,219,173,33,
LOS ANGELES,9003663A,4361,368,N,1114,POLLING PLACE,209,164,32,
LOS ANGELES,9003663A,4361,368,N,,VBM PORTION,43,32,5,
LOS ANGELES,9003663A,4361,368,N,1114,TOTAL,252,196,37,
LOS ANGELES,9003742A,4365,368,N,831,POLLING PLACE,103,85,7,
LOS ANGELES,9003742A,4365,368,N,,VBM PORTION,15,12,1,
LOS ANGELES,9003742A,4365,368,N,831,TOTAL,118,97,8,
LOS ANGELES,9003891B,4370,393,N,1130,POLLING PLACE,158,123,23,
LOS ANGELES,9003891B,4370,393,N,,VBM PORTION,66,46,12,
LOS ANGELES,9003891B,4370,393,N,1130,TOTAL,224,169,35,
LOS ANGELES,9004233B,4397,393,N,1099,POLLING PLACE,125,98,20,
LOS ANGELES,9004233B,4397,393,N,,VBM PORTION,21,15,6,
LOS ANGELES,9004233B,4397,393,N,1099,TOTAL,146,113,26,
LOS ANGELES,9006359A,4549,393,N,947,POLLING PLACE,190,132,47,
LOS ANGELES,9006359A,4549,393,N,,VBM PORTION,128,82,32,
LOS ANGELES,9006359A,4549,393,N,947,TOTAL,318,214,79,
LOS ANGELES,9006359B,6340,395,Y,,POLLING PLACE,,,,
LOS ANGELES,9006359B,6340,395,Y,,VBM PORTION,,,,
LOS ANGELES,9006359B,6340,395,Y,,TOTAL,,,,
LOS ANGELES,9006380A,4556,395,N,504,POLLING PLACE,78,59,13,
LOS ANGELES,9006380A,4556,395,N,,VBM PORTION,48,35,7,
LOS ANGELES,9006380A,4556,395,N,504,TOTAL,126,94,20,
LOS ANGELES,9006383A,4557,393,N,967,POLLING PLACE,164,107,39,
LOS ANGELES,9006383A,4557,393,N,,VBM PORTION,88,64,18,
LOS ANGELES,9006383A,4557,393,N,967,TOTAL,252,171,57,
LOS ANGELES,9006387A,4558,393,N,1107,POLLING PLACE,223,155,48,
LOS ANGELES,9006387A,4558,393,N,,VBM PORTION,97,63,26,
LOS ANGELES,9006387A,4558,393,N,1107,TOTAL,320,218,74,
LOS ANGELES,9006388B,4559,393,N,1027,POLLING PLACE,235,144,63,
LOS ANGELES,9006388B,4559,393,N,,VBM PORTION,113,71,20,
LOS ANGELES,9006388B,4559,393,N,1027,TOTAL,348,215,83,
LOS ANGELES,9006390B,4560,393,N,920,POLLING PLACE,124,98,18,
LOS ANGELES,9006390B,4560,393,N,,VBM PORTION,28,16,8,
LOS ANGELES,9006390B,4560,393,N,920,TOTAL,152,114,26,
LOS ANGELES,9006398A,4561,395,N,963,POLLING PLACE,220,160,35,
LOS ANGELES,9006398A,4561,395,N,,VBM PORTION,145,107,25,
LOS ANGELES,9006398A,4561,395,N,963,TOTAL,365,267,60,
LOS ANGELES,9007619A,4641,393,N,1175,POLLING PLACE,145,110,22,
LOS ANGELES,9007619A,4641,393,N,,VBM PORTION,46,31,9,
LOS ANGELES,9007619A,4641,393,N,1175,TOTAL,191,141,31,
LOS ANGELES,9007628A,4642,393,N,754,POLLING PLACE,197,137,45,
LOS ANGELES,9007628A,4642,393,N,,VBM PORTION,39,22,15,
LOS ANGELES,9007628A,4642,393,N,754,TOTAL,236,159,60,
LOS ANGELES,9008296A,4684,368,N,935,POLLING PLACE,139,113,19,
LOS ANGELES,9008296A,4684,368,N,,VBM PORTION,26,24,2,
LOS ANGELES,9008296A,4684,368,N,935,TOTAL,165,137,21,
BALLOT GROUP 318,9990318A,8318,318,N,,POLLING PLACE,,,,
BALLOT GROUP 318,9990318A,8318,318,N,,VBM PORTION,,,,
BALLOT GROUP 318,9990318A,8318,318,N,,TOTAL,,,,
BALLOT GROUP 319,9990319A,8319,319,N,,POLLING PLACE,,,,
BALLOT GROUP 319,9990319A,8319,319,N,,VBM PORTION,,,,
BALLOT GROUP 319,9990319A,8319,319,N,,TOTAL,,,,
BALLOT GROUP 350,9990350A,8350,350,N,,POLLING PLACE,,,,
BALLOT GROUP 350,9990350A,8350,350,N,,VBM PORTION,,,,
BALLOT GROUP 350,9990350A,8350,350,N,,TOTAL,,,,
BALLOT GROUP 351,9990351A,8351,351,N,,POLLING PLACE,,,,
BALLOT GROUP 351,9990351A,8351,351,N,,VBM PORTION,,,,
BALLOT GROUP 351,9990351A,8351,351,N,,TOTAL,,,,
BALLOT GROUP 352,9990352A,8352,352,N,,POLLING PLACE,,,,
BALLOT GROUP 352,9990352A,8352,352,N,,VBM PORTION,,,,
BALLOT GROUP 352,9990352A,8352,352,N,,TOTAL,,,,
BALLOT GROUP 353,9990353A,8353,353,N,,POLLING PLACE,,,,
BALLOT GROUP 353,9990353A,8353,353,N,,VBM PORTION,,,,
BALLOT GROUP 353,9990353A,8353,353,N,,TOTAL,,,,
BALLOT GROUP 354,9990354A,8354,354,N,,POLLING PLACE,,,,
BALLOT GROUP 354,9990354A,8354,354,N,,VBM PORTION,,,,
BALLOT GROUP 354,9990354A,8354,354,N,,TOTAL,,,,
BALLOT GROUP 355,9990355A,8355,355,N,,POLLING PLACE,,,,
BALLOT GROUP 355,9990355A,8355,355,N,,VBM PORTION,,,,
BALLOT GROUP 355,9990355A,8355,355,N,,TOTAL,,,,
BALLOT GROUP 356,9990356A,8356,356,N,,POLLING PLACE,,,,
BALLOT GROUP 356,9990356A,8356,356,N,,VBM PORTION,,,,
BALLOT GROUP 356,9990356A,8356,356,N,,TOTAL,,,,
BALLOT GROUP 359,9990359A,8359,359,N,,POLLING PLACE,,,,
BALLOT GROUP 359,9990359A,8359,359,N,,VBM PORTION,,,,
BALLOT GROUP 359,9990359A,8359,359,N,,TOTAL,,,,
BALLOT GROUP 363,9990363A,8363,363,N,,POLLING PLACE,,,,
BALLOT GROUP 363,9990363A,8363,363,N,,VBM PORTION,,,,
BALLOT GROUP 363,9990363A,8363,363,N,,TOTAL,,,,
BALLOT GROUP 364,9990364A,8364,364,N,,POLLING PLACE,,,,
BALLOT GROUP 364,9990364A,8364,364,N,,VBM PORTION,,,,
BALLOT GROUP 364,9990364A,8364,364,N,,TOTAL,,,,
BALLOT GROUP 365,9990365A,8365,365,N,,POLLING PLACE,,,,
BALLOT GROUP 365,9990365A,8365,365,N,,VBM PORTION,,,,
BALLOT GROUP 365,9990365A,8365,365,N,,TOTAL,,,,
BALLOT GROUP 366,9990366A,8366,366,N,,POLLING PLACE,,,,
BALLOT GROUP 366,9990366A,8366,366,N,,VBM PORTION,,,,
BALLOT GROUP 366,9990366A,8366,366,N,,TOTAL,,,,
BALLOT GROUP 367,9990367A,8367,367,N,,POLLING PLACE,,,,
BALLOT GROUP 367,9990367A,8367,367,N,,VBM PORTION,,,,
BALLOT GROUP 367,9990367A,8367,367,N,,TOTAL,,,,
BALLOT GROUP 368,9990368A,8368,368,N,,POLLING PLACE,,,,
BALLOT GROUP 368,9990368A,8368,368,N,,VBM PORTION,,,,
BALLOT GROUP 368,9990368A,8368,368,N,,TOTAL,,,,
BALLOT GROUP 369,9990369A,8369,369,N,,POLLING PLACE,,,,
BALLOT GROUP 369,9990369A,8369,369,N,,VBM PORTION,,,,
BALLOT GROUP 369,9990369A,8369,369,N,,TOTAL,,,,
BALLOT GROUP 370,9990370A,8370,370,N,,POLLING PLACE,,,,
BALLOT GROUP 370,9990370A,8370,370,N,,VBM PORTION,,,,
BALLOT GROUP 370,9990370A,8370,370,N,,TOTAL,,,,
BALLOT GROUP 371,9990371A,8371,371,N,,POLLING PLACE,,,,
BALLOT GROUP 371,9990371A,8371,371,N,,VBM PORTION,,,,
BALLOT GROUP 371,9990371A,8371,371,N,,TOTAL,,,,
BALLOT GROUP 372,9990372A,8372,372,N,,POLLING PLACE,,,,
BALLOT GROUP 372,9990372A,8372,372,N,,VBM PORTION,,,,
BALLOT GROUP 372,9990372A,8372,372,N,,TOTAL,,,,
BALLOT GROUP 373,9990373A,8373,373,N,,POLLING PLACE,,,,
BALLOT GROUP 373,9990373A,8373,373,N,,VBM PORTION,,,,
BALLOT GROUP 373,9990373A,8373,373,N,,TOTAL,,,,
BALLOT GROUP 393,9990393A,8393,393,N,,POLLING PLACE,,,,
BALLOT GROUP 393,9990393A,8393,393,N,,VBM PORTION,,,,
BALLOT GROUP 393,9990393A,8393,393,N,,TOTAL,,,,
BALLOT GROUP 394,9990394A,8394,394,N,,POLLING PLACE,,,,
BALLOT GROUP 394,9990394A,8394,394,N,,VBM PORTION,,,,
BALLOT GROUP 394,9990394A,8394,394,N,,TOTAL,,,,
BALLOT GROUP 395,9990395A,8395,395,N,,POLLING PLACE,,,,
BALLOT GROUP 395,9990395A,8395,395,N,,VBM PORTION,,,,
BALLOT GROUP 395,9990395A,8395,395,N,,TOTAL,,,,
