LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,GRACE F NAPOLITANO,ARTURO E ALAS,
BALLOT GROUP 169,9990169A,8169,169,N,,TOTAL,,,,
BALLOT GROUP 170,9990170A,8170,170,N,,POLLING PLACE,,,,
BALLOT GROUP 170,9990170A,8170,170,N,,VBM PORTION,,,,
BALLOT GROUP 170,9990170A,8170,170,N,,TOTAL,,,,
BALLOT GROUP 236,9990236A,8236,236,N,,POLLING PLACE,,,,
BALLOT GROUP 236,9990236A,8236,236,N,,VBM PORTION,,,,
BALLOT GROUP 236,9990236A,8236,236,N,,TOTAL,,,,
BALLOT GROUP 239,9990239A,8239,239,N,,POLLING PLACE,,,,
BALLOT GROUP 239,9990239A,8239,239,N,,VBM PORTION,,,,
BALLOT GROUP 239,9990239A,8239,239,N,,TOTAL,,,,
BALLOT GROUP 240,9990240A,8240,240,N,,POLLING PLACE,,,,
BALLOT GROUP 240,9990240A,8240,240,N,,VBM PORTION,,,,
BALLOT GROUP 240,9990240A,8240,240,N,,TOTAL,,,,
BALLOT GROUP 245,9990245A,8245,245,N,,POLLING PLACE,,,,
BALLOT GROUP 245,9990245A,8245,245,N,,VBM PORTION,,,,
BALLOT GROUP 245,9990245A,8245,245,N,,TOTAL,,,,
BALLOT GROUP 267,9990267A,8267,267,N,,POLLING PLACE,,,,
BALLOT GROUP 267,9990267A,8267,267,N,,VBM PORTION,,,,
BALLOT GROUP 267,9990267A,8267,267,N,,TOTAL,,,,
BALLOT GROUP 268,9990268A,8268,268,N,,POLLING PLACE,,,,
BALLOT GROUP 268,9990268A,8268,268,N,,VBM PORTION,,,,
BALLOT GROUP 268,9990268A,8268,268,N,,TOTAL,,,,
