LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,IAN C CALDERON,RITA TOPALIAN,
WHITTIER,7800072B,2948,255,N,1233,POLLING PLACE,258,90,156,
WHITTIER,7800072B,2948,255,N,,VBM PORTION,100,38,57,
WHITTIER,7800072B,2948,255,N,1233,TOTAL,358,128,213,
WHITTIER,7800075A,2949,255,N,1337,POLLING PLACE,225,92,116,
WHITTIER,7800075A,2949,255,N,,VBM PORTION,109,24,77,
WHITTIER,7800075A,2949,255,N,1337,TOTAL,334,116,193,
WHITTIER,7800075C,2950,255,N,462,POLLING PLACE,82,25,51,
WHITTIER,7800075C,2950,255,N,,VBM PORTION,45,21,21,
WHITTIER,7800075C,2950,255,N,462,TOTAL,127,46,72,
WHITTIER,7800079A,2951,256,N,1064,POLLING PLACE,262,92,155,
WHITTIER,7800079A,2951,256,N,,VBM PORTION,66,31,32,
WHITTIER,7800079A,2951,256,N,1064,TOTAL,328,123,187,
WHITTIER,7800082A,2952,256,N,1120,POLLING PLACE,276,86,174,
WHITTIER,7800082A,2952,256,N,,VBM PORTION,104,33,66,
WHITTIER,7800082A,2952,256,N,1120,TOTAL,380,119,240,
WHITTIER,7800083A,2953,256,N,571,POLLING PLACE,145,40,100,
WHITTIER,7800083A,2953,256,N,,VBM PORTION,54,25,27,
WHITTIER,7800083A,2953,256,N,571,TOTAL,199,65,127,
WHITTIER,7800087A,2954,255,N,1187,POLLING PLACE,306,80,204,
WHITTIER,7800087A,2954,255,N,,VBM PORTION,145,26,113,
WHITTIER,7800087A,2954,255,N,1187,TOTAL,451,106,317,
WHITTIER,7800095A,6267,261,Y,,POLLING PLACE,,,,
WHITTIER,7800095A,6267,261,Y,,VBM PORTION,,,,
WHITTIER,7800095A,6267,261,Y,,TOTAL,,,,
WHITTIER,7800144A,2955,255,N,1218,POLLING PLACE,247,112,119,
WHITTIER,7800144A,2955,255,N,,VBM PORTION,73,40,31,
WHITTIER,7800144A,2955,255,N,1218,TOTAL,320,152,150,
WHITTIER,7800148A,2956,255,N,808,POLLING PLACE,98,64,29,
WHITTIER,7800148A,2956,255,N,,VBM PORTION,36,19,17,
WHITTIER,7800148A,2956,255,N,808,TOTAL,134,83,46,
WHITTIER,7800149A,2957,255,N,948,POLLING PLACE,135,60,60,
WHITTIER,7800149A,2957,255,N,,VBM PORTION,54,26,26,
WHITTIER,7800149A,2957,255,N,948,TOTAL,189,86,86,
WHITTIER,7800165D,2958,255,N,1119,POLLING PLACE,200,109,83,
WHITTIER,7800165D,2958,255,N,,VBM PORTION,56,18,31,
WHITTIER,7800165D,2958,255,N,1119,TOTAL,256,127,114,
WHITTIER,7800167B,2959,255,N,1166,POLLING PLACE,118,71,38,
WHITTIER,7800167B,2959,255,N,,VBM PORTION,36,24,12,
WHITTIER,7800167B,2959,255,N,1166,TOTAL,154,95,50,
WHITTIER,7800170B,2960,255,N,949,POLLING PLACE,118,78,30,
WHITTIER,7800170B,2960,255,N,,VBM PORTION,22,11,9,
WHITTIER,7800170B,2960,255,N,949,TOTAL,140,89,39,
WHITTIER,7800171B,2961,255,N,1144,POLLING PLACE,218,102,102,
WHITTIER,7800171B,2961,255,N,,VBM PORTION,44,26,14,
WHITTIER,7800171B,2961,255,N,1144,TOTAL,262,128,116,
WHITTIER,7800172A,2962,255,N,403,POLLING PLACE,37,14,20,
WHITTIER,7800172A,2962,255,N,,VBM PORTION,9,2,5,
WHITTIER,7800172A,2962,255,N,403,TOTAL,46,16,25,
WHITTIER,7800172C,2963,258,N,258,POLLING PLACE,46,28,16,
WHITTIER,7800172C,2963,258,N,,VBM PORTION,21,9,10,
WHITTIER,7800172C,2963,258,N,258,TOTAL,67,37,26,
WHITTIER,7800176A,2964,255,N,1135,POLLING PLACE,149,101,40,
WHITTIER,7800176A,2964,255,N,,VBM PORTION,20,8,12,
WHITTIER,7800176A,2964,255,N,1135,TOTAL,169,109,52,
WHITTIER,7800185A,2965,255,N,1270,POLLING PLACE,354,134,194,
WHITTIER,7800185A,2965,255,N,,VBM PORTION,109,19,88,
WHITTIER,7800185A,2965,255,N,1270,TOTAL,463,153,282,
BALLOT GROUP 239,9990239A,8239,239,N,,POLLING PLACE,,,,
BALLOT GROUP 239,9990239A,8239,239,N,,VBM PORTION,,,,
BALLOT GROUP 239,9990239A,8239,239,N,,TOTAL,,,,
BALLOT GROUP 240,9990240A,8240,240,N,,POLLING PLACE,,,,
BALLOT GROUP 240,9990240A,8240,240,N,,VBM PORTION,,,,
BALLOT GROUP 240,9990240A,8240,240,N,,TOTAL,,,,
BALLOT GROUP 241,9990241A,8241,241,N,,POLLING PLACE,,,,
BALLOT GROUP 241,9990241A,8241,241,N,,VBM PORTION,,,,
BALLOT GROUP 241,9990241A,8241,241,N,,TOTAL,,,,
BALLOT GROUP 242,9990242A,8242,242,N,,POLLING PLACE,,,,
BALLOT GROUP 242,9990242A,8242,242,N,,VBM PORTION,,,,
BALLOT GROUP 242,9990242A,8242,242,N,,TOTAL,,,,
BALLOT GROUP 243,9990243A,8243,243,N,,POLLING PLACE,,,,
BALLOT GROUP 243,9990243A,8243,243,N,,VBM PORTION,,,,
BALLOT GROUP 243,9990243A,8243,243,N,,TOTAL,,,,
BALLOT GROUP 244,9990244A,8244,244,N,,POLLING PLACE,,,,
BALLOT GROUP 244,9990244A,8244,244,N,,VBM PORTION,,,,
BALLOT GROUP 244,9990244A,8244,244,N,,TOTAL,,,,
BALLOT GROUP 245,9990245A,8245,245,N,,POLLING PLACE,,,,
BALLOT GROUP 245,9990245A,8245,245,N,,VBM PORTION,,,,
BALLOT GROUP 245,9990245A,8245,245,N,,TOTAL,,,,
BALLOT GROUP 246,9990246A,8246,246,N,,POLLING PLACE,,,,
BALLOT GROUP 246,9990246A,8246,246,N,,VBM PORTION,,,,
BALLOT GROUP 246,9990246A,8246,246,N,,TOTAL,,,,
BALLOT GROUP 247,9990247A,8247,247,N,,POLLING PLACE,,,,
BALLOT GROUP 247,9990247A,8247,247,N,,VBM PORTION,,,,
BALLOT GROUP 247,9990247A,8247,247,N,,TOTAL,,,,
BALLOT GROUP 248,9990248A,8248,248,N,,POLLING PLACE,,,,
BALLOT GROUP 248,9990248A,8248,248,N,,VBM PORTION,,,,
BALLOT GROUP 248,9990248A,8248,248,N,,TOTAL,,,,
BALLOT GROUP 249,9990249A,8249,249,N,,POLLING PLACE,,,,
BALLOT GROUP 249,9990249A,8249,249,N,,VBM PORTION,,,,
BALLOT GROUP 249,9990249A,8249,249,N,,TOTAL,,,,
BALLOT GROUP 250,9990250A,8250,250,N,,POLLING PLACE,,,,
BALLOT GROUP 250,9990250A,8250,250,N,,VBM PORTION,,,,
BALLOT GROUP 250,9990250A,8250,250,N,,TOTAL,,,,
BALLOT GROUP 251,9990251A,8251,251,N,,POLLING PLACE,,,,
BALLOT GROUP 251,9990251A,8251,251,N,,VBM PORTION,,,,
BALLOT GROUP 251,9990251A,8251,251,N,,TOTAL,,,,
BALLOT GROUP 252,9990252A,8252,252,N,,POLLING PLACE,,,,
BALLOT GROUP 252,9990252A,8252,252,N,,VBM PORTION,,,,
BALLOT GROUP 252,9990252A,8252,252,N,,TOTAL,,,,
BALLOT GROUP 253,9990253A,8253,253,N,,POLLING PLACE,,,,
BALLOT GROUP 253,9990253A,8253,253,N,,VBM PORTION,,,,
BALLOT GROUP 253,9990253A,8253,253,N,,TOTAL,,,,
BALLOT GROUP 254,9990254A,8254,254,N,,POLLING PLACE,,,,
BALLOT GROUP 254,9990254A,8254,254,N,,VBM PORTION,,,,
BALLOT GROUP 254,9990254A,8254,254,N,,TOTAL,,,,
BALLOT GROUP 255,9990255A,8255,255,N,,POLLING PLACE,,,,
BALLOT GROUP 255,9990255A,8255,255,N,,VBM PORTION,,,,
BALLOT GROUP 255,9990255A,8255,255,N,,TOTAL,,,,
BALLOT GROUP 256,9990256A,8256,256,N,,POLLING PLACE,,,,
BALLOT GROUP 256,9990256A,8256,256,N,,VBM PORTION,,,,
BALLOT GROUP 256,9990256A,8256,256,N,,TOTAL,,,,
BALLOT GROUP 257,9990257A,8257,257,N,,POLLING PLACE,,,,
BALLOT GROUP 257,9990257A,8257,257,N,,VBM PORTION,,,,
BALLOT GROUP 257,9990257A,8257,257,N,,TOTAL,,,,
BALLOT GROUP 258,9990258A,8258,258,N,,POLLING PLACE,,,,
BALLOT GROUP 258,9990258A,8258,258,N,,VBM PORTION,,,,
BALLOT GROUP 258,9990258A,8258,258,N,,TOTAL,,,,
BALLOT GROUP 259,9990259A,8259,259,N,,POLLING PLACE,,,,
BALLOT GROUP 259,9990259A,8259,259,N,,VBM PORTION,,,,
BALLOT GROUP 259,9990259A,8259,259,N,,TOTAL,,,,
BALLOT GROUP 260,9990260A,8260,260,N,,POLLING PLACE,,,,
BALLOT GROUP 260,9990260A,8260,260,N,,VBM PORTION,,,,
BALLOT GROUP 260,9990260A,8260,260,N,,TOTAL,,,,
BALLOT GROUP 261,9990261A,8261,261,N,,POLLING PLACE,,,,
BALLOT GROUP 261,9990261A,8261,261,N,,VBM PORTION,,,,
BALLOT GROUP 261,9990261A,8261,261,N,,TOTAL,,,,
BALLOT GROUP 262,9990262A,8262,262,N,,POLLING PLACE,,,,
BALLOT GROUP 262,9990262A,8262,262,N,,VBM PORTION,,,,
BALLOT GROUP 262,9990262A,8262,262,N,,TOTAL,,,,
BALLOT GROUP 263,9990263A,8263,263,N,,POLLING PLACE,,,,
BALLOT GROUP 263,9990263A,8263,263,N,,VBM PORTION,,,,
BALLOT GROUP 263,9990263A,8263,263,N,,TOTAL,,,,
BALLOT GROUP 264,9990264A,8264,264,N,,POLLING PLACE,,,,
BALLOT GROUP 264,9990264A,8264,264,N,,VBM PORTION,,,,
BALLOT GROUP 264,9990264A,8264,264,N,,TOTAL,,,,
BALLOT GROUP 265,9990265A,8265,265,N,,POLLING PLACE,,,,
BALLOT GROUP 265,9990265A,8265,265,N,,VBM PORTION,,,,
BALLOT GROUP 265,9990265A,8265,265,N,,TOTAL,,,,
BALLOT GROUP 266,9990266A,8266,266,N,,POLLING PLACE,,,,
BALLOT GROUP 266,9990266A,8266,266,N,,VBM PORTION,,,,
BALLOT GROUP 266,9990266A,8266,266,N,,TOTAL,,,,
BALLOT GROUP 267,9990267A,8267,267,N,,POLLING PLACE,,,,
BALLOT GROUP 267,9990267A,8267,267,N,,VBM PORTION,,,,
BALLOT GROUP 267,9990267A,8267,267,N,,TOTAL,,,,
BALLOT GROUP 268,9990268A,8268,268,N,,POLLING PLACE,,,,
BALLOT GROUP 268,9990268A,8268,268,N,,VBM PORTION,,,,
BALLOT GROUP 268,9990268A,8268,268,N,,TOTAL,,,,
