LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,GLEN RATCLIFF,S M RIDLEY THOMAS,
LOS ANGELES,9001730B,3849,228,N,894,POLLING PLACE,187,19,154,
LOS ANGELES,9001730B,3849,228,N,,VBM PORTION,61,4,55,
LOS ANGELES,9001730B,3849,228,N,894,TOTAL,248,23,209,
LOS ANGELES,9001764A,3863,228,N,1073,POLLING PLACE,136,10,109,
LOS ANGELES,9001764A,3863,228,N,,VBM PORTION,45,1,41,
LOS ANGELES,9001764A,3863,228,N,1073,TOTAL,181,11,150,
LOS ANGELES,9001765A,3864,228,N,849,POLLING PLACE,131,8,116,
LOS ANGELES,9001765A,3864,228,N,,VBM PORTION,36,4,27,
LOS ANGELES,9001765A,3864,228,N,849,TOTAL,167,12,143,
LOS ANGELES,9001767A,3865,228,N,773,POLLING PLACE,123,14,99,
LOS ANGELES,9001767A,3865,228,N,,VBM PORTION,35,1,30,
LOS ANGELES,9001767A,3865,228,N,773,TOTAL,158,15,129,
LOS ANGELES,9001768A,3866,228,N,1038,POLLING PLACE,120,7,104,
LOS ANGELES,9001768A,3866,228,N,,VBM PORTION,43,11,29,
LOS ANGELES,9001768A,3866,228,N,1038,TOTAL,163,18,133,
LOS ANGELES,9001769C,3867,228,N,986,POLLING PLACE,217,24,175,
LOS ANGELES,9001769C,3867,228,N,,VBM PORTION,28,1,24,
LOS ANGELES,9001769C,3867,228,N,986,TOTAL,245,25,199,
LOS ANGELES,9001770A,3868,228,N,1033,POLLING PLACE,172,21,146,
LOS ANGELES,9001770A,3868,228,N,,VBM PORTION,46,6,37,
LOS ANGELES,9001770A,3868,228,N,1033,TOTAL,218,27,183,
LOS ANGELES,9001776B,3869,228,N,1153,POLLING PLACE,156,17,122,
LOS ANGELES,9001776B,3869,228,N,,VBM PORTION,74,7,57,
LOS ANGELES,9001776B,3869,228,N,1153,TOTAL,230,24,179,
LOS ANGELES,9001777B,3870,228,N,809,POLLING PLACE,150,14,121,
LOS ANGELES,9001777B,3870,228,N,,VBM PORTION,29,4,22,
LOS ANGELES,9001777B,3870,228,N,809,TOTAL,179,18,143,
LOS ANGELES,9001779C,3871,228,N,859,POLLING PLACE,97,7,86,
LOS ANGELES,9001779C,3871,228,N,,VBM PORTION,29,2,26,
LOS ANGELES,9001779C,3871,228,N,859,TOTAL,126,9,112,
LOS ANGELES,9001782A,3874,228,N,859,POLLING PLACE,167,21,132,
LOS ANGELES,9001782A,3874,228,N,,VBM PORTION,32,6,23,
LOS ANGELES,9001782A,3874,228,N,859,TOTAL,199,27,155,
LOS ANGELES,9001782B,3875,228,N,702,POLLING PLACE,80,5,72,
LOS ANGELES,9001782B,3875,228,N,,VBM PORTION,31,3,27,
LOS ANGELES,9001782B,3875,228,N,702,TOTAL,111,8,99,
LOS ANGELES,9001783A,3876,228,N,1135,POLLING PLACE,185,16,161,
LOS ANGELES,9001783A,3876,228,N,,VBM PORTION,45,4,39,
LOS ANGELES,9001783A,3876,228,N,1135,TOTAL,230,20,200,
LOS ANGELES,9001784A,3877,228,N,1152,POLLING PLACE,200,18,168,
LOS ANGELES,9001784A,3877,228,N,,VBM PORTION,41,5,35,
LOS ANGELES,9001784A,3877,228,N,1152,TOTAL,241,23,203,
LOS ANGELES,9001785A,3878,228,N,1147,POLLING PLACE,186,11,164,
LOS ANGELES,9001785A,3878,228,N,,VBM PORTION,32,,31,
LOS ANGELES,9001785A,3878,228,N,1147,TOTAL,218,11,195,
LOS ANGELES,9001786A,3879,228,N,914,POLLING PLACE,201,16,167,
LOS ANGELES,9001786A,3879,228,N,,VBM PORTION,30,4,25,
LOS ANGELES,9001786A,3879,228,N,914,TOTAL,231,20,192,
LOS ANGELES,9001787A,3880,228,N,922,POLLING PLACE,75,7,66,
LOS ANGELES,9001787A,3880,228,N,,VBM PORTION,47,7,38,
LOS ANGELES,9001787A,3880,228,N,922,TOTAL,122,14,104,
LOS ANGELES,9001857A,3904,220,N,1264,POLLING PLACE,125,44,65,
LOS ANGELES,9001857A,3904,220,N,,VBM PORTION,207,77,113,
LOS ANGELES,9001857A,3904,220,N,1264,TOTAL,332,121,178,
LOS ANGELES,9001984B,3952,228,N,998,POLLING PLACE,193,23,148,
LOS ANGELES,9001984B,3952,228,N,,VBM PORTION,35,4,28,
LOS ANGELES,9001984B,3952,228,N,998,TOTAL,228,27,176,
LOS ANGELES,9001985A,3953,228,N,1036,POLLING PLACE,196,30,150,
LOS ANGELES,9001985A,3953,228,N,,VBM PORTION,45,7,34,
LOS ANGELES,9001985A,3953,228,N,1036,TOTAL,241,37,184,
LOS ANGELES,9002009A,3962,228,N,828,POLLING PLACE,118,9,95,
LOS ANGELES,9002009A,3962,228,N,,VBM PORTION,55,11,38,
LOS ANGELES,9002009A,3962,228,N,828,TOTAL,173,20,133,
LOS ANGELES,9002068B,3988,228,N,1203,POLLING PLACE,195,17,160,
LOS ANGELES,9002068B,3988,228,N,,VBM PORTION,69,14,51,
LOS ANGELES,9002068B,3988,228,N,1203,TOTAL,264,31,211,
LOS ANGELES,9002069B,3989,228,N,1005,POLLING PLACE,109,3,97,
LOS ANGELES,9002069B,3989,228,N,,VBM PORTION,53,5,45,
LOS ANGELES,9002069B,3989,228,N,1005,TOTAL,162,8,142,
LOS ANGELES,9002070A,3990,228,N,1111,POLLING PLACE,236,13,207,
LOS ANGELES,9002070A,3990,228,N,,VBM PORTION,96,15,68,
LOS ANGELES,9002070A,3990,228,N,1111,TOTAL,332,28,275,
LOS ANGELES,9002080A,3995,228,N,1205,POLLING PLACE,313,20,266,
LOS ANGELES,9002080A,3995,228,N,,VBM PORTION,78,8,63,
LOS ANGELES,9002080A,3995,228,N,1205,TOTAL,391,28,329,
LOS ANGELES,9002083B,3996,228,N,1003,POLLING PLACE,229,21,199,
LOS ANGELES,9002083B,3996,228,N,,VBM PORTION,43,5,31,
LOS ANGELES,9002083B,3996,228,N,1003,TOTAL,272,26,230,
LOS ANGELES,9002084C,3997,229,N,512,POLLING PLACE,119,13,100,
LOS ANGELES,9002084C,3997,229,N,,VBM PORTION,47,4,40,
LOS ANGELES,9002084C,3997,229,N,512,TOTAL,166,17,140,
LOS ANGELES,9002086A,3998,228,N,755,POLLING PLACE,109,11,92,
LOS ANGELES,9002086A,3998,228,N,,VBM PORTION,26,3,22,
LOS ANGELES,9002086A,3998,228,N,755,TOTAL,135,14,114,
LOS ANGELES,9002086C,3999,228,N,740,POLLING PLACE,109,12,92,
LOS ANGELES,9002086C,3999,228,N,,VBM PORTION,36,7,26,
LOS ANGELES,9002086C,3999,228,N,740,TOTAL,145,19,118,
LOS ANGELES,9002087B,4000,228,N,912,POLLING PLACE,123,9,106,
LOS ANGELES,9002087B,4000,228,N,,VBM PORTION,36,2,30,
LOS ANGELES,9002087B,4000,228,N,912,TOTAL,159,11,136,
LOS ANGELES,9002090A,4002,229,N,768,POLLING PLACE,78,6,66,
LOS ANGELES,9002090A,4002,229,N,,VBM PORTION,30,4,24,
LOS ANGELES,9002090A,4002,229,N,768,TOTAL,108,10,90,
LOS ANGELES,9002091A,4003,229,N,1003,POLLING PLACE,189,18,157,
LOS ANGELES,9002091A,4003,229,N,,VBM PORTION,55,3,45,
LOS ANGELES,9002091A,4003,229,N,1003,TOTAL,244,21,202,
LOS ANGELES,9002095A,4004,229,N,804,POLLING PLACE,169,11,136,
LOS ANGELES,9002095A,4004,229,N,,VBM PORTION,42,5,36,
LOS ANGELES,9002095A,4004,229,N,804,TOTAL,211,16,172,
LOS ANGELES,9002097A,4005,229,N,865,POLLING PLACE,194,11,165,
LOS ANGELES,9002097A,4005,229,N,,VBM PORTION,47,3,41,
LOS ANGELES,9002097A,4005,229,N,865,TOTAL,241,14,206,
LOS ANGELES,9002097B,4006,229,N,979,POLLING PLACE,206,13,175,
LOS ANGELES,9002097B,4006,229,N,,VBM PORTION,51,1,47,
LOS ANGELES,9002097B,4006,229,N,979,TOTAL,257,14,222,
LOS ANGELES,9002101A,4009,229,N,1158,POLLING PLACE,215,21,175,
LOS ANGELES,9002101A,4009,229,N,,VBM PORTION,46,1,42,
LOS ANGELES,9002101A,4009,229,N,1158,TOTAL,261,22,217,
LOS ANGELES,9002102A,4010,228,N,1303,POLLING PLACE,320,26,260,
LOS ANGELES,9002102A,4010,228,N,,VBM PORTION,117,16,93,
LOS ANGELES,9002102A,4010,228,N,1303,TOTAL,437,42,353,
LOS ANGELES,9002103A,4011,228,N,604,POLLING PLACE,133,16,102,
LOS ANGELES,9002103A,4011,228,N,,VBM PORTION,31,2,27,
LOS ANGELES,9002103A,4011,228,N,604,TOTAL,164,18,129,
LOS ANGELES,9002105A,4012,228,N,847,POLLING PLACE,188,14,165,
LOS ANGELES,9002105A,4012,228,N,,VBM PORTION,41,2,38,
LOS ANGELES,9002105A,4012,228,N,847,TOTAL,229,16,203,
LOS ANGELES,9002107A,4013,228,N,1154,POLLING PLACE,302,27,240,
LOS ANGELES,9002107A,4013,228,N,,VBM PORTION,102,14,84,
LOS ANGELES,9002107A,4013,228,N,1154,TOTAL,404,41,324,
LOS ANGELES,9002110B,4015,228,N,829,POLLING PLACE,93,7,71,
LOS ANGELES,9002110B,4015,228,N,,VBM PORTION,23,2,16,
LOS ANGELES,9002110B,4015,228,N,829,TOTAL,116,9,87,
LOS ANGELES,9002113A,4016,228,N,1013,POLLING PLACE,110,8,98,
LOS ANGELES,9002113A,4016,228,N,,VBM PORTION,30,3,24,
LOS ANGELES,9002113A,4016,228,N,1013,TOTAL,140,11,122,
LOS ANGELES,9002114A,4017,228,N,1036,POLLING PLACE,135,7,116,
LOS ANGELES,9002114A,4017,228,N,,VBM PORTION,34,1,32,
LOS ANGELES,9002114A,4017,228,N,1036,TOTAL,169,8,148,
LOS ANGELES,9002116A,4018,228,N,1118,POLLING PLACE,150,17,125,
LOS ANGELES,9002116A,4018,228,N,,VBM PORTION,38,3,30,
LOS ANGELES,9002116A,4018,228,N,1118,TOTAL,188,20,155,
LOS ANGELES,9002117B,4019,228,N,808,POLLING PLACE,66,2,56,
LOS ANGELES,9002117B,4019,228,N,,VBM PORTION,21,1,19,
LOS ANGELES,9002117B,4019,228,N,808,TOTAL,87,3,75,
LOS ANGELES,9002124B,4022,229,N,1195,POLLING PLACE,196,7,180,
LOS ANGELES,9002124B,4022,229,N,,VBM PORTION,54,7,39,
LOS ANGELES,9002124B,4022,229,N,1195,TOTAL,250,14,219,
LOS ANGELES,9002126B,4024,229,N,1016,POLLING PLACE,166,14,136,
LOS ANGELES,9002126B,4024,229,N,,VBM PORTION,44,,42,
LOS ANGELES,9002126B,4024,229,N,1016,TOTAL,210,14,178,
LOS ANGELES,9002127A,4025,229,N,756,POLLING PLACE,141,17,112,
LOS ANGELES,9002127A,4025,229,N,,VBM PORTION,36,3,31,
LOS ANGELES,9002127A,4025,229,N,756,TOTAL,177,20,143,
LOS ANGELES,9002128A,4026,229,N,1040,POLLING PLACE,239,12,207,
LOS ANGELES,9002128A,4026,229,N,,VBM PORTION,43,6,34,
LOS ANGELES,9002128A,4026,229,N,1040,TOTAL,282,18,241,
LOS ANGELES,9002128D,6290,231,Y,,POLLING PLACE,,,,
LOS ANGELES,9002128D,6290,231,Y,,VBM PORTION,,,,
LOS ANGELES,9002128D,6290,231,Y,,TOTAL,,,,
LOS ANGELES,9002129B,4027,229,N,1225,POLLING PLACE,235,20,196,
LOS ANGELES,9002129B,4027,229,N,,VBM PORTION,42,6,34,
LOS ANGELES,9002129B,4027,229,N,1225,TOTAL,277,26,230,
LOS ANGELES,9002132B,4029,229,N,936,POLLING PLACE,246,18,211,
LOS ANGELES,9002132B,4029,229,N,,VBM PORTION,57,6,45,
LOS ANGELES,9002132B,4029,229,N,936,TOTAL,303,24,256,
LOS ANGELES,9002135B,4030,229,N,1189,POLLING PLACE,178,15,152,
LOS ANGELES,9002135B,4030,229,N,,VBM PORTION,52,9,39,
LOS ANGELES,9002135B,4030,229,N,1189,TOTAL,230,24,191,
LOS ANGELES,9002136A,4031,229,N,1013,POLLING PLACE,175,22,150,
LOS ANGELES,9002136A,4031,229,N,,VBM PORTION,28,1,25,
LOS ANGELES,9002136A,4031,229,N,1013,TOTAL,203,23,175,
LOS ANGELES,9002137A,4032,229,N,1148,POLLING PLACE,123,7,112,
LOS ANGELES,9002137A,4032,229,N,,VBM PORTION,31,,30,
LOS ANGELES,9002137A,4032,229,N,1148,TOTAL,154,7,142,
LOS ANGELES,9002140A,4033,229,N,1226,POLLING PLACE,140,13,121,
LOS ANGELES,9002140A,4033,229,N,,VBM PORTION,49,3,43,
LOS ANGELES,9002140A,4033,229,N,1226,TOTAL,189,16,164,
LOS ANGELES,9002143A,4034,229,N,1170,POLLING PLACE,141,14,113,
LOS ANGELES,9002143A,4034,229,N,,VBM PORTION,45,4,38,
LOS ANGELES,9002143A,4034,229,N,1170,TOTAL,186,18,151,
LOS ANGELES,9002144A,4035,229,N,991,POLLING PLACE,142,12,125,
LOS ANGELES,9002144A,4035,229,N,,VBM PORTION,42,2,39,
LOS ANGELES,9002144A,4035,229,N,991,TOTAL,184,14,164,
LOS ANGELES,9002154A,4039,228,N,576,POLLING PLACE,40,4,34,
LOS ANGELES,9002154A,4039,228,N,,VBM PORTION,25,1,23,
LOS ANGELES,9002154A,4039,228,N,576,TOTAL,65,5,57,
LOS ANGELES,9002163A,4045,229,N,806,POLLING PLACE,123,12,102,
LOS ANGELES,9002163A,4045,229,N,,VBM PORTION,35,,34,
LOS ANGELES,9002163A,4045,229,N,806,TOTAL,158,12,136,
LOS ANGELES,9002167A,4047,229,N,1066,POLLING PLACE,165,16,135,
LOS ANGELES,9002167A,4047,229,N,,VBM PORTION,67,4,59,
LOS ANGELES,9002167A,4047,229,N,1066,TOTAL,232,20,194,
LOS ANGELES,9002181A,4055,234,N,1009,POLLING PLACE,128,16,105,
LOS ANGELES,9002181A,4055,234,N,,VBM PORTION,38,7,27,
LOS ANGELES,9002181A,4055,234,N,1009,TOTAL,166,23,132,
LOS ANGELES,9002182A,4056,234,N,1169,POLLING PLACE,278,61,203,
LOS ANGELES,9002182A,4056,234,N,,VBM PORTION,62,17,39,
LOS ANGELES,9002182A,4056,234,N,1169,TOTAL,340,78,242,
LOS ANGELES,9002193A,4060,228,N,550,POLLING PLACE,157,18,124,
LOS ANGELES,9002193A,4060,228,N,,VBM PORTION,36,4,28,
LOS ANGELES,9002193A,4060,228,N,550,TOTAL,193,22,152,
LOS ANGELES,9002285A,4094,228,N,853,POLLING PLACE,233,68,140,
LOS ANGELES,9002285A,4094,228,N,,VBM PORTION,104,45,52,
LOS ANGELES,9002285A,4094,228,N,853,TOTAL,337,113,192,
LOS ANGELES,9002298A,4097,228,N,1222,POLLING PLACE,256,22,213,
LOS ANGELES,9002298A,4097,228,N,,VBM PORTION,81,10,65,
LOS ANGELES,9002298A,4097,228,N,1222,TOTAL,337,32,278,
LOS ANGELES,9002299A,4098,228,N,889,POLLING PLACE,181,13,150,
LOS ANGELES,9002299A,4098,228,N,,VBM PORTION,44,6,38,
LOS ANGELES,9002299A,4098,228,N,889,TOTAL,225,19,188,
LOS ANGELES,9002302A,4100,228,N,925,POLLING PLACE,132,14,111,
LOS ANGELES,9002302A,4100,228,N,,VBM PORTION,47,1,45,
LOS ANGELES,9002302A,4100,228,N,925,TOTAL,179,15,156,
LOS ANGELES,9002303A,4101,228,N,1101,POLLING PLACE,224,29,178,
LOS ANGELES,9002303A,4101,228,N,,VBM PORTION,67,7,51,
LOS ANGELES,9002303A,4101,228,N,1101,TOTAL,291,36,229,
LOS ANGELES,9002306A,4103,228,N,1006,POLLING PLACE,206,24,164,
LOS ANGELES,9002306A,4103,228,N,,VBM PORTION,59,4,49,
LOS ANGELES,9002306A,4103,228,N,1006,TOTAL,265,28,213,
LOS ANGELES,9002316A,4107,228,N,1044,POLLING PLACE,194,29,147,
LOS ANGELES,9002316A,4107,228,N,,VBM PORTION,59,23,33,
LOS ANGELES,9002316A,4107,228,N,1044,TOTAL,253,52,180,
LOS ANGELES,9002322B,4111,228,N,1076,POLLING PLACE,180,18,145,
LOS ANGELES,9002322B,4111,228,N,,VBM PORTION,47,9,33,
LOS ANGELES,9002322B,4111,228,N,1076,TOTAL,227,27,178,
LOS ANGELES,9002323A,4112,228,N,926,POLLING PLACE,203,16,174,
LOS ANGELES,9002323A,4112,228,N,,VBM PORTION,48,7,37,
LOS ANGELES,9002323A,4112,228,N,926,TOTAL,251,23,211,
LOS ANGELES,9002324A,4113,228,N,973,POLLING PLACE,173,16,146,
LOS ANGELES,9002324A,4113,228,N,,VBM PORTION,49,7,38,
LOS ANGELES,9002324A,4113,228,N,973,TOTAL,222,23,184,
LOS ANGELES,9002329B,4114,228,N,1129,POLLING PLACE,147,15,124,
LOS ANGELES,9002329B,4114,228,N,,VBM PORTION,54,5,45,
LOS ANGELES,9002329B,4114,228,N,1129,TOTAL,201,20,169,
LOS ANGELES,9002330A,4115,228,N,1168,POLLING PLACE,248,25,207,
LOS ANGELES,9002330A,4115,228,N,,VBM PORTION,62,4,50,
LOS ANGELES,9002330A,4115,228,N,1168,TOTAL,310,29,257,
LOS ANGELES,9002333B,6293,233,Y,1,POLLING PLACE,,,,
LOS ANGELES,9002333B,6293,233,Y,,VBM PORTION,,,,
LOS ANGELES,9002333B,6293,233,Y,1,TOTAL,,,,
LOS ANGELES,9002333C,4117,228,N,783,POLLING PLACE,212,10,197,
LOS ANGELES,9002333C,4117,228,N,,VBM PORTION,55,4,46,
LOS ANGELES,9002333C,4117,228,N,783,TOTAL,267,14,243,
LOS ANGELES,9002334A,4118,228,N,1146,POLLING PLACE,369,43,310,
LOS ANGELES,9002334A,4118,228,N,,VBM PORTION,71,20,45,
LOS ANGELES,9002334A,4118,228,N,1146,TOTAL,440,63,355,
LOS ANGELES,9002334B,6294,233,Y,87,POLLING PLACE,,,,
LOS ANGELES,9002334B,6294,233,Y,,VBM PORTION,14,1,9,
LOS ANGELES,9002334B,6294,233,Y,87,TOTAL,14,1,9,
LOS ANGELES,9002337A,4119,228,N,1144,POLLING PLACE,146,16,123,
LOS ANGELES,9002337A,4119,228,N,,VBM PORTION,93,10,75,
LOS ANGELES,9002337A,4119,228,N,1144,TOTAL,239,26,198,
LOS ANGELES,9002339B,4121,228,N,1216,POLLING PLACE,198,35,154,
LOS ANGELES,9002339B,4121,228,N,,VBM PORTION,64,6,50,
LOS ANGELES,9002339B,4121,228,N,1216,TOTAL,262,41,204,
LOS ANGELES,9002342B,4123,228,N,979,POLLING PLACE,153,12,131,
LOS ANGELES,9002342B,4123,228,N,,VBM PORTION,55,6,46,
LOS ANGELES,9002342B,4123,228,N,979,TOTAL,208,18,177,
LOS ANGELES,9002343A,4124,228,N,1175,POLLING PLACE,140,19,106,
LOS ANGELES,9002343A,4124,228,N,,VBM PORTION,58,4,45,
LOS ANGELES,9002343A,4124,228,N,1175,TOTAL,198,23,151,
LOS ANGELES,9002345A,4126,228,N,1142,POLLING PLACE,94,9,77,
LOS ANGELES,9002345A,4126,228,N,,VBM PORTION,39,2,33,
LOS ANGELES,9002345A,4126,228,N,1142,TOTAL,133,11,110,
LOS ANGELES,9002348A,4127,228,N,534,POLLING PLACE,64,8,55,
LOS ANGELES,9002348A,4127,228,N,,VBM PORTION,19,4,15,
LOS ANGELES,9002348A,4127,228,N,534,TOTAL,83,12,70,
LOS ANGELES,9002356A,4131,228,N,769,POLLING PLACE,256,28,211,
LOS ANGELES,9002356A,4131,228,N,,VBM PORTION,72,13,55,
LOS ANGELES,9002356A,4131,228,N,769,TOTAL,328,41,266,
LOS ANGELES,9002357B,4132,228,N,1146,POLLING PLACE,150,20,123,
LOS ANGELES,9002357B,4132,228,N,,VBM PORTION,46,6,35,
LOS ANGELES,9002357B,4132,228,N,1146,TOTAL,196,26,158,
LOS ANGELES,9002358A,4133,228,N,1368,POLLING PLACE,329,74,211,
LOS ANGELES,9002358A,4133,228,N,,VBM PORTION,182,79,83,
LOS ANGELES,9002358A,4133,228,N,1368,TOTAL,511,153,294,
LOS ANGELES,9002362C,4134,228,N,1156,POLLING PLACE,261,53,191,
LOS ANGELES,9002362C,4134,228,N,,VBM PORTION,83,28,44,
LOS ANGELES,9002362C,4134,228,N,1156,TOTAL,344,81,235,
LOS ANGELES,9002368A,4136,228,N,1144,POLLING PLACE,192,37,138,
LOS ANGELES,9002368A,4136,228,N,,VBM PORTION,68,13,50,
LOS ANGELES,9002368A,4136,228,N,1144,TOTAL,260,50,188,
LOS ANGELES,9002370A,4137,228,N,966,POLLING PLACE,247,51,185,
LOS ANGELES,9002370A,4137,228,N,,VBM PORTION,46,7,33,
LOS ANGELES,9002370A,4137,228,N,966,TOTAL,293,58,218,
LOS ANGELES,9002373A,4138,228,N,875,POLLING PLACE,187,23,145,
LOS ANGELES,9002373A,4138,228,N,,VBM PORTION,34,6,24,
LOS ANGELES,9002373A,4138,228,N,875,TOTAL,221,29,169,
LOS ANGELES,9002375A,4139,228,N,779,POLLING PLACE,113,18,91,
LOS ANGELES,9002375A,4139,228,N,,VBM PORTION,29,5,22,
LOS ANGELES,9002375A,4139,228,N,779,TOTAL,142,23,113,
LOS ANGELES,9002377A,4140,228,N,1135,POLLING PLACE,201,31,153,
LOS ANGELES,9002377A,4140,228,N,,VBM PORTION,73,28,44,
LOS ANGELES,9002377A,4140,228,N,1135,TOTAL,274,59,197,
LOS ANGELES,9002394A,4146,224,N,1425,POLLING PLACE,250,49,184,
LOS ANGELES,9002394A,4146,224,N,,VBM PORTION,104,29,68,
LOS ANGELES,9002394A,4146,224,N,1425,TOTAL,354,78,252,
LOS ANGELES,9002395A,4147,224,N,705,POLLING PLACE,245,63,160,
LOS ANGELES,9002395A,4147,224,N,,VBM PORTION,39,16,18,
LOS ANGELES,9002395A,4147,224,N,705,TOTAL,284,79,178,
LOS ANGELES,9002405A,4151,224,N,669,POLLING PLACE,164,55,99,
LOS ANGELES,9002405A,4151,224,N,,VBM PORTION,36,16,19,
LOS ANGELES,9002405A,4151,224,N,669,TOTAL,200,71,118,
LOS ANGELES,9002556A,4218,229,N,1163,POLLING PLACE,248,25,203,
LOS ANGELES,9002556A,4218,229,N,,VBM PORTION,92,14,72,
LOS ANGELES,9002556A,4218,229,N,1163,TOTAL,340,39,275,
LOS ANGELES,9002559A,6307,228,Y,,POLLING PLACE,,,,
LOS ANGELES,9002559A,6307,228,Y,,VBM PORTION,,,,
LOS ANGELES,9002559A,6307,228,Y,,TOTAL,,,,
LOS ANGELES,9002739A,6323,225,Y,,POLLING PLACE,,,,
LOS ANGELES,9002739A,6323,225,Y,,VBM PORTION,,,,
LOS ANGELES,9002739A,6323,225,Y,,TOTAL,,,,
LOS ANGELES,9002879A,6334,235,Y,,POLLING PLACE,,,,
LOS ANGELES,9002879A,6334,235,Y,,VBM PORTION,,,,
LOS ANGELES,9002879A,6334,235,Y,,TOTAL,,,,
LOS ANGELES,9002889A,4290,228,N,745,POLLING PLACE,188,45,129,
LOS ANGELES,9002889A,4290,228,N,,VBM PORTION,40,10,28,
LOS ANGELES,9002889A,4290,228,N,745,TOTAL,228,55,157,
LOS ANGELES,9002890A,4291,228,N,1176,POLLING PLACE,194,55,130,
LOS ANGELES,9002890A,4291,228,N,,VBM PORTION,80,11,62,
LOS ANGELES,9002890A,4291,228,N,1176,TOTAL,274,66,192,
LOS ANGELES,9002893A,4293,228,N,1201,POLLING PLACE,222,47,163,
LOS ANGELES,9002893A,4293,228,N,,VBM PORTION,77,19,51,
LOS ANGELES,9002893A,4293,228,N,1201,TOTAL,299,66,214,
LOS ANGELES,9002900A,4295,226,N,1433,POLLING PLACE,186,73,97,
LOS ANGELES,9002900A,4295,226,N,,VBM PORTION,368,146,189,
LOS ANGELES,9002900A,4295,226,N,1433,TOTAL,554,219,286,
LOS ANGELES,9002913A,4300,228,N,1149,POLLING PLACE,235,63,158,
LOS ANGELES,9002913A,4300,228,N,,VBM PORTION,59,14,35,
LOS ANGELES,9002913A,4300,228,N,1149,TOTAL,294,77,193,
LOS ANGELES,9002917A,4301,228,N,695,POLLING PLACE,167,39,115,
LOS ANGELES,9002917A,4301,228,N,,VBM PORTION,67,30,29,
LOS ANGELES,9002917A,4301,228,N,695,TOTAL,234,69,144,
LOS ANGELES,9002917D,4302,228,N,725,POLLING PLACE,214,58,143,
LOS ANGELES,9002917D,4302,228,N,,VBM PORTION,65,25,37,
LOS ANGELES,9002917D,4302,228,N,725,TOTAL,279,83,180,
LOS ANGELES,9002954A,4307,228,N,1122,POLLING PLACE,193,37,144,
LOS ANGELES,9002954A,4307,228,N,,VBM PORTION,105,26,64,
LOS ANGELES,9002954A,4307,228,N,1122,TOTAL,298,63,208,
LOS ANGELES,9003036A,4311,228,N,827,POLLING PLACE,217,58,139,
LOS ANGELES,9003036A,4311,228,N,,VBM PORTION,57,18,34,
LOS ANGELES,9003036A,4311,228,N,827,TOTAL,274,76,173,
LOS ANGELES,9003050A,4312,228,N,750,POLLING PLACE,220,17,194,
LOS ANGELES,9003050A,4312,228,N,,VBM PORTION,41,7,33,
LOS ANGELES,9003050A,4312,228,N,750,TOTAL,261,24,227,
LOS ANGELES,9003077A,4315,220,N,1228,POLLING PLACE,21,1,14,
LOS ANGELES,9003077A,4315,220,N,,VBM PORTION,1,,1,
LOS ANGELES,9003077A,4315,220,N,1228,TOTAL,22,1,15,
LOS ANGELES,9003077C,4316,220,N,778,POLLING PLACE,141,29,86,
LOS ANGELES,9003077C,4316,220,N,,VBM PORTION,64,19,40,
LOS ANGELES,9003077C,4316,220,N,778,TOTAL,205,48,126,
LOS ANGELES,9003150A,4321,220,N,930,POLLING PLACE,52,15,29,
LOS ANGELES,9003150A,4321,220,N,,VBM PORTION,19,5,12,
LOS ANGELES,9003150A,4321,220,N,930,TOTAL,71,20,41,
LOS ANGELES,9003229A,4334,228,N,1083,POLLING PLACE,198,18,159,
LOS ANGELES,9003229A,4334,228,N,,VBM PORTION,70,10,56,
LOS ANGELES,9003229A,4334,228,N,1083,TOTAL,268,28,215,
LOS ANGELES,9003552A,4355,220,N,875,POLLING PLACE,47,12,32,
LOS ANGELES,9003552A,4355,220,N,,VBM PORTION,4,1,2,
LOS ANGELES,9003552A,4355,220,N,875,TOTAL,51,13,34,
LOS ANGELES,9003674E,4362,228,N,873,POLLING PLACE,114,20,90,
LOS ANGELES,9003674E,4362,228,N,,VBM PORTION,32,7,23,
LOS ANGELES,9003674E,4362,228,N,873,TOTAL,146,27,113,
LOS ANGELES,9003969C,4379,228,N,1109,POLLING PLACE,199,27,158,
LOS ANGELES,9003969C,4379,228,N,,VBM PORTION,33,,32,
LOS ANGELES,9003969C,4379,228,N,1109,TOTAL,232,27,190,
LOS ANGELES,9004218A,4392,226,N,699,POLLING PLACE,104,24,59,
LOS ANGELES,9004218A,4392,226,N,,VBM PORTION,59,19,32,
LOS ANGELES,9004218A,4392,226,N,699,TOTAL,163,43,91,
LOS ANGELES,9005291B,4434,228,N,790,POLLING PLACE,145,38,97,
LOS ANGELES,9005291B,4434,228,N,,VBM PORTION,54,10,38,
LOS ANGELES,9005291B,4434,228,N,790,TOTAL,199,48,135,
LOS ANGELES,9005293A,4435,228,N,1176,POLLING PLACE,236,56,161,
LOS ANGELES,9005293A,4435,228,N,,VBM PORTION,62,25,32,
LOS ANGELES,9005293A,4435,228,N,1176,TOTAL,298,81,193,
LOS ANGELES,9005303A,4437,228,N,1032,POLLING PLACE,186,29,131,
LOS ANGELES,9005303A,4437,228,N,,VBM PORTION,55,21,32,
LOS ANGELES,9005303A,4437,228,N,1032,TOTAL,241,50,163,
LOS ANGELES,9005316A,4443,228,N,902,POLLING PLACE,141,21,109,
