LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,BOBBY SHRIVER,SHEILA KUEHL,
LOS ANGELES,9000136A,3073,121,N,1140,TOTAL,266,103,129,
LOS ANGELES,9000137A,3074,121,N,1204,POLLING PLACE,144,48,73,
LOS ANGELES,9000137A,3074,121,N,,VBM PORTION,86,20,49,
LOS ANGELES,9000137A,3074,121,N,1204,TOTAL,230,68,122,
LOS ANGELES,9000139B,3075,55,N,1018,POLLING PLACE,138,82,40,
LOS ANGELES,9000139B,3075,55,N,,VBM PORTION,67,28,29,
LOS ANGELES,9000139B,3075,55,N,1018,TOTAL,205,110,69,
LOS ANGELES,9000140A,3076,121,N,943,POLLING PLACE,140,55,67,
LOS ANGELES,9000140A,3076,121,N,,VBM PORTION,36,5,27,
LOS ANGELES,9000140A,3076,121,N,943,TOTAL,176,60,94,
LOS ANGELES,9000141A,3077,55,N,980,POLLING PLACE,151,73,55,
LOS ANGELES,9000141A,3077,55,N,,VBM PORTION,66,31,27,
LOS ANGELES,9000141A,3077,55,N,980,TOTAL,217,104,82,
LOS ANGELES,9000142A,3078,124,N,1238,POLLING PLACE,209,83,93,
LOS ANGELES,9000142A,3078,124,N,,VBM PORTION,99,46,35,
LOS ANGELES,9000142A,3078,124,N,1238,TOTAL,308,129,128,
LOS ANGELES,9000144A,3079,55,N,1115,POLLING PLACE,164,61,83,
LOS ANGELES,9000144A,3079,55,N,,VBM PORTION,75,30,28,
LOS ANGELES,9000144A,3079,55,N,1115,TOTAL,239,91,111,
LOS ANGELES,9000148A,3080,121,N,1139,POLLING PLACE,130,54,64,
LOS ANGELES,9000148A,3080,121,N,,VBM PORTION,79,33,37,
LOS ANGELES,9000148A,3080,121,N,1139,TOTAL,209,87,101,
LOS ANGELES,9000149A,3081,121,N,696,POLLING PLACE,111,58,43,
LOS ANGELES,9000149A,3081,121,N,,VBM PORTION,29,14,9,
LOS ANGELES,9000149A,3081,121,N,696,TOTAL,140,72,52,
LOS ANGELES,9000151A,3082,121,N,1089,POLLING PLACE,174,64,92,
LOS ANGELES,9000151A,3082,121,N,,VBM PORTION,69,40,24,
LOS ANGELES,9000151A,3082,121,N,1089,TOTAL,243,104,116,
LOS ANGELES,9000152F,6273,124,Y,13,POLLING PLACE,,,,
LOS ANGELES,9000152F,6273,124,Y,,VBM PORTION,2,,1,
LOS ANGELES,9000152F,6273,124,Y,13,TOTAL,2,,1,
LOS ANGELES,9000153A,3083,121,N,1180,POLLING PLACE,203,83,105,
LOS ANGELES,9000153A,3083,121,N,,VBM PORTION,78,28,29,
LOS ANGELES,9000153A,3083,121,N,1180,TOTAL,281,111,134,
LOS ANGELES,9000154B,3084,125,N,1216,POLLING PLACE,302,113,133,
LOS ANGELES,9000154B,3084,125,N,,VBM PORTION,107,55,35,
LOS ANGELES,9000154B,3084,125,N,1216,TOTAL,409,168,168,
LOS ANGELES,9000155A,3085,126,N,1218,POLLING PLACE,200,87,84,
LOS ANGELES,9000155A,3085,126,N,,VBM PORTION,81,25,36,
LOS ANGELES,9000155A,3085,126,N,1218,TOTAL,281,112,120,
LOS ANGELES,9000155B,3086,126,N,1270,POLLING PLACE,199,97,74,
LOS ANGELES,9000155B,3086,126,N,,VBM PORTION,78,35,27,
LOS ANGELES,9000155B,3086,126,N,1270,TOTAL,277,132,101,
LOS ANGELES,9000157B,3087,121,N,925,POLLING PLACE,84,40,34,
LOS ANGELES,9000157B,3087,121,N,,VBM PORTION,48,18,21,
LOS ANGELES,9000157B,3087,121,N,925,TOTAL,132,58,55,
LOS ANGELES,9000160A,3089,126,N,844,POLLING PLACE,200,82,87,
LOS ANGELES,9000160A,3089,126,N,,VBM PORTION,69,35,22,
LOS ANGELES,9000160A,3089,126,N,844,TOTAL,269,117,109,
LOS ANGELES,9000163A,3090,55,N,966,POLLING PLACE,215,113,74,
LOS ANGELES,9000163A,3090,55,N,,VBM PORTION,68,28,32,
LOS ANGELES,9000163A,3090,55,N,966,TOTAL,283,141,106,
LOS ANGELES,9000165A,3091,59,N,1128,POLLING PLACE,211,84,101,
LOS ANGELES,9000165A,3091,59,N,,VBM PORTION,60,20,30,
LOS ANGELES,9000165A,3091,59,N,1128,TOTAL,271,104,131,
LOS ANGELES,9000167A,3092,55,N,1122,POLLING PLACE,226,101,96,
LOS ANGELES,9000167A,3092,55,N,,VBM PORTION,47,22,18,
LOS ANGELES,9000167A,3092,55,N,1122,TOTAL,273,123,114,
LOS ANGELES,9000172A,3093,126,N,977,POLLING PLACE,150,62,57,
LOS ANGELES,9000172A,3093,126,N,,VBM PORTION,82,36,37,
LOS ANGELES,9000172A,3093,126,N,977,TOTAL,232,98,94,
LOS ANGELES,9000174A,3094,115,N,816,POLLING PLACE,143,72,62,
LOS ANGELES,9000174A,3094,115,N,,VBM PORTION,80,38,31,
LOS ANGELES,9000174A,3094,115,N,816,TOTAL,223,110,93,
LOS ANGELES,9000175A,3095,115,N,1085,POLLING PLACE,156,68,61,
LOS ANGELES,9000175A,3095,115,N,,VBM PORTION,59,37,17,
LOS ANGELES,9000175A,3095,115,N,1085,TOTAL,215,105,78,
LOS ANGELES,9000177A,3097,121,N,835,POLLING PLACE,137,53,67,
LOS ANGELES,9000177A,3097,121,N,,VBM PORTION,30,10,16,
LOS ANGELES,9000177A,3097,121,N,835,TOTAL,167,63,83,
LOS ANGELES,9000178A,3098,121,N,1067,POLLING PLACE,183,78,80,
LOS ANGELES,9000178A,3098,121,N,,VBM PORTION,62,38,19,
LOS ANGELES,9000178A,3098,121,N,1067,TOTAL,245,116,99,
LOS ANGELES,9000180A,3099,113,N,1230,POLLING PLACE,141,55,69,
LOS ANGELES,9000180A,3099,113,N,,VBM PORTION,72,19,45,
LOS ANGELES,9000180A,3099,113,N,1230,TOTAL,213,74,114,
LOS ANGELES,9000181A,3100,113,N,1168,POLLING PLACE,139,47,69,
LOS ANGELES,9000181A,3100,113,N,,VBM PORTION,84,38,38,
LOS ANGELES,9000181A,3100,113,N,1168,TOTAL,223,85,107,
LOS ANGELES,9000182A,3101,113,N,1304,POLLING PLACE,158,84,62,
LOS ANGELES,9000182A,3101,113,N,,VBM PORTION,106,39,43,
LOS ANGELES,9000182A,3101,113,N,1304,TOTAL,264,123,105,
LOS ANGELES,9000184B,3102,55,N,1067,POLLING PLACE,136,58,58,
LOS ANGELES,9000184B,3102,55,N,,VBM PORTION,42,18,20,
LOS ANGELES,9000184B,3102,55,N,1067,TOTAL,178,76,78,
LOS ANGELES,9000187A,3104,115,N,1269,POLLING PLACE,203,77,95,
LOS ANGELES,9000187A,3104,115,N,,VBM PORTION,141,41,85,
LOS ANGELES,9000187A,3104,115,N,1269,TOTAL,344,118,180,
LOS ANGELES,9000189C,3105,115,N,982,POLLING PLACE,151,75,56,
LOS ANGELES,9000189C,3105,115,N,,VBM PORTION,97,44,34,
LOS ANGELES,9000189C,3105,115,N,982,TOTAL,248,119,90,
LOS ANGELES,9000192A,3107,126,N,1088,POLLING PLACE,180,72,75,
LOS ANGELES,9000192A,3107,126,N,,VBM PORTION,64,32,19,
LOS ANGELES,9000192A,3107,126,N,1088,TOTAL,244,104,94,
LOS ANGELES,9000193A,3108,121,N,1040,POLLING PLACE,195,78,103,
LOS ANGELES,9000193A,3108,121,N,,VBM PORTION,54,17,23,
LOS ANGELES,9000193A,3108,121,N,1040,TOTAL,249,95,126,
LOS ANGELES,9000197B,3109,121,N,908,POLLING PLACE,153,52,86,
LOS ANGELES,9000197B,3109,121,N,,VBM PORTION,55,15,24,
LOS ANGELES,9000197B,3109,121,N,908,TOTAL,208,67,110,
LOS ANGELES,9000201B,3110,121,N,1013,POLLING PLACE,114,47,53,
LOS ANGELES,9000201B,3110,121,N,,VBM PORTION,61,17,38,
LOS ANGELES,9000201B,3110,121,N,1013,TOTAL,175,64,91,
LOS ANGELES,9000203A,3111,115,N,1130,POLLING PLACE,269,128,107,
LOS ANGELES,9000203A,3111,115,N,,VBM PORTION,63,21,30,
LOS ANGELES,9000203A,3111,115,N,1130,TOTAL,332,149,137,
LOS ANGELES,9000205A,3112,121,N,1069,POLLING PLACE,165,66,73,
LOS ANGELES,9000205A,3112,121,N,,VBM PORTION,40,14,21,
LOS ANGELES,9000205A,3112,121,N,1069,TOTAL,205,80,94,
LOS ANGELES,9000206A,3113,115,N,1358,POLLING PLACE,191,78,91,
LOS ANGELES,9000206A,3113,115,N,,VBM PORTION,82,27,36,
LOS ANGELES,9000206A,3113,115,N,1358,TOTAL,273,105,127,
LOS ANGELES,9000207B,3114,115,N,800,POLLING PLACE,169,68,70,
LOS ANGELES,9000207B,3114,115,N,,VBM PORTION,75,34,28,
LOS ANGELES,9000207B,3114,115,N,800,TOTAL,244,102,98,
LOS ANGELES,9000212B,3115,115,N,524,POLLING PLACE,134,63,53,
LOS ANGELES,9000212B,3115,115,N,,VBM PORTION,29,15,9,
LOS ANGELES,9000212B,3115,115,N,524,TOTAL,163,78,62,
LOS ANGELES,9000213B,3116,115,N,884,POLLING PLACE,135,66,51,
LOS ANGELES,9000213B,3116,115,N,,VBM PORTION,82,29,41,
LOS ANGELES,9000213B,3116,115,N,884,TOTAL,217,95,92,
LOS ANGELES,9000214A,3117,124,N,1034,POLLING PLACE,147,55,66,
LOS ANGELES,9000214A,3117,124,N,,VBM PORTION,66,23,30,
LOS ANGELES,9000214A,3117,124,N,1034,TOTAL,213,78,96,
LOS ANGELES,9000215B,3118,125,N,1199,POLLING PLACE,235,88,117,
LOS ANGELES,9000215B,3118,125,N,,VBM PORTION,124,44,61,
LOS ANGELES,9000215B,3118,125,N,1199,TOTAL,359,132,178,
LOS ANGELES,9000222A,3120,55,N,1159,POLLING PLACE,217,108,86,
LOS ANGELES,9000222A,3120,55,N,,VBM PORTION,75,31,31,
LOS ANGELES,9000222A,3120,55,N,1159,TOTAL,292,139,117,
LOS ANGELES,9000223A,3121,55,N,1009,POLLING PLACE,165,92,60,
LOS ANGELES,9000223A,3121,55,N,,VBM PORTION,61,27,28,
LOS ANGELES,9000223A,3121,55,N,1009,TOTAL,226,119,88,
LOS ANGELES,9000225A,3123,115,N,941,POLLING PLACE,148,62,66,
LOS ANGELES,9000225A,3123,115,N,,VBM PORTION,63,26,27,
LOS ANGELES,9000225A,3123,115,N,941,TOTAL,211,88,93,
LOS ANGELES,9000228A,3124,115,N,1262,POLLING PLACE,188,70,94,
LOS ANGELES,9000228A,3124,115,N,,VBM PORTION,97,41,42,
LOS ANGELES,9000228A,3124,115,N,1262,TOTAL,285,111,136,
LOS ANGELES,9000229A,3125,115,N,1123,POLLING PLACE,277,118,127,
LOS ANGELES,9000229A,3125,115,N,,VBM PORTION,114,48,45,
LOS ANGELES,9000229A,3125,115,N,1123,TOTAL,391,166,172,
LOS ANGELES,9000230A,3126,115,N,991,POLLING PLACE,215,85,98,
LOS ANGELES,9000230A,3126,115,N,,VBM PORTION,112,57,42,
LOS ANGELES,9000230A,3126,115,N,991,TOTAL,327,142,140,
LOS ANGELES,9000231A,3127,125,N,1225,POLLING PLACE,309,105,154,
LOS ANGELES,9000231A,3127,125,N,,VBM PORTION,104,36,45,
LOS ANGELES,9000231A,3127,125,N,1225,TOTAL,413,141,199,
LOS ANGELES,9000232A,3128,59,N,1128,POLLING PLACE,166,83,59,
LOS ANGELES,9000232A,3128,59,N,,VBM PORTION,53,20,23,
LOS ANGELES,9000232A,3128,59,N,1128,TOTAL,219,103,82,
LOS ANGELES,9000234A,3129,115,N,1094,POLLING PLACE,251,109,107,
LOS ANGELES,9000234A,3129,115,N,,VBM PORTION,95,36,43,
LOS ANGELES,9000234A,3129,115,N,1094,TOTAL,346,145,150,
LOS ANGELES,9000236B,3130,115,N,1167,POLLING PLACE,174,81,67,
LOS ANGELES,9000236B,3130,115,N,,VBM PORTION,96,45,39,
LOS ANGELES,9000236B,3130,115,N,1167,TOTAL,270,126,106,
LOS ANGELES,9000239A,3131,179,N,682,POLLING PLACE,73,13,47,
LOS ANGELES,9000239A,3131,179,N,,VBM PORTION,20,4,14,
LOS ANGELES,9000239A,3131,179,N,682,TOTAL,93,17,61,
LOS ANGELES,9000240A,3132,100,N,1173,POLLING PLACE,208,56,115,
LOS ANGELES,9000240A,3132,100,N,,VBM PORTION,56,16,27,
LOS ANGELES,9000240A,3132,100,N,1173,TOTAL,264,72,142,
LOS ANGELES,9000246A,3135,115,N,1050,POLLING PLACE,236,107,89,
LOS ANGELES,9000246A,3135,115,N,,VBM PORTION,89,40,35,
LOS ANGELES,9000246A,3135,115,N,1050,TOTAL,325,147,124,
LOS ANGELES,9000250B,3138,115,N,1240,POLLING PLACE,157,76,58,
LOS ANGELES,9000250B,3138,115,N,,VBM PORTION,117,47,50,
LOS ANGELES,9000250B,3138,115,N,1240,TOTAL,274,123,108,
LOS ANGELES,9000251A,3139,125,N,784,POLLING PLACE,222,91,111,
LOS ANGELES,9000251A,3139,125,N,,VBM PORTION,75,35,29,
LOS ANGELES,9000251A,3139,125,N,784,TOTAL,297,126,140,
LOS ANGELES,9000252A,3140,59,N,1214,POLLING PLACE,339,117,178,
LOS ANGELES,9000252A,3140,59,N,,VBM PORTION,82,29,37,
LOS ANGELES,9000252A,3140,59,N,1214,TOTAL,421,146,215,
LOS ANGELES,9000254A,3141,115,N,1051,POLLING PLACE,217,95,93,
LOS ANGELES,9000254A,3141,115,N,,VBM PORTION,68,30,20,
LOS ANGELES,9000254A,3141,115,N,1051,TOTAL,285,125,113,
LOS ANGELES,9000255A,3142,115,N,1090,POLLING PLACE,147,70,57,
LOS ANGELES,9000255A,3142,115,N,,VBM PORTION,81,34,37,
LOS ANGELES,9000255A,3142,115,N,1090,TOTAL,228,104,94,
LOS ANGELES,9000257B,3143,115,N,1131,POLLING PLACE,209,71,95,
LOS ANGELES,9000257B,3143,115,N,,VBM PORTION,79,39,33,
LOS ANGELES,9000257B,3143,115,N,1131,TOTAL,288,110,128,
LOS ANGELES,9000259A,3144,115,N,1295,POLLING PLACE,192,78,80,
LOS ANGELES,9000259A,3144,115,N,,VBM PORTION,121,43,58,
LOS ANGELES,9000259A,3144,115,N,1295,TOTAL,313,121,138,
LOS ANGELES,9000260A,3145,125,N,914,POLLING PLACE,168,67,75,
LOS ANGELES,9000260A,3145,125,N,,VBM PORTION,154,68,66,
LOS ANGELES,9000260A,3145,125,N,914,TOTAL,322,135,141,
LOS ANGELES,9000262A,3146,100,N,903,POLLING PLACE,212,57,117,
LOS ANGELES,9000262A,3146,100,N,,VBM PORTION,42,12,21,
LOS ANGELES,9000262A,3146,100,N,903,TOTAL,254,69,138,
LOS ANGELES,9000263A,3147,102,N,702,POLLING PLACE,158,40,85,
LOS ANGELES,9000263A,3147,102,N,,VBM PORTION,36,16,13,
LOS ANGELES,9000263A,3147,102,N,702,TOTAL,194,56,98,
LOS ANGELES,9000264A,3148,183,N,422,POLLING PLACE,108,41,43,
LOS ANGELES,9000264A,3148,183,N,,VBM PORTION,40,14,13,
LOS ANGELES,9000264A,3148,183,N,422,TOTAL,148,55,56,
LOS ANGELES,9000267A,3150,183,N,1130,POLLING PLACE,215,89,92,
LOS ANGELES,9000267A,3150,183,N,,VBM PORTION,160,72,54,
LOS ANGELES,9000267A,3150,183,N,1130,TOTAL,375,161,146,
LOS ANGELES,9000268A,3151,125,N,1298,POLLING PLACE,262,98,140,
LOS ANGELES,9000268A,3151,125,N,,VBM PORTION,111,37,57,
LOS ANGELES,9000268A,3151,125,N,1298,TOTAL,373,135,197,
LOS ANGELES,9000272A,3154,183,N,697,POLLING PLACE,192,54,109,
LOS ANGELES,9000272A,3154,183,N,,VBM PORTION,68,32,27,
LOS ANGELES,9000272A,3154,183,N,697,TOTAL,260,86,136,
LOS ANGELES,9000300A,3171,55,N,1027,POLLING PLACE,168,86,67,
LOS ANGELES,9000300A,3171,55,N,,VBM PORTION,34,15,15,
LOS ANGELES,9000300A,3171,55,N,1027,TOTAL,202,101,82,
LOS ANGELES,9000301A,3172,55,N,1163,POLLING PLACE,220,84,111,
LOS ANGELES,9000301A,3172,55,N,,VBM PORTION,42,16,20,
LOS ANGELES,9000301A,3172,55,N,1163,TOTAL,262,100,131,
LOS ANGELES,9000305A,3175,55,N,977,POLLING PLACE,142,72,56,
LOS ANGELES,9000305A,3175,55,N,,VBM PORTION,68,38,23,
LOS ANGELES,9000305A,3175,55,N,977,TOTAL,210,110,79,
LOS ANGELES,9000307A,3176,125,N,1006,POLLING PLACE,215,71,101,
LOS ANGELES,9000307A,3176,125,N,,VBM PORTION,68,27,33,
LOS ANGELES,9000307A,3176,125,N,1006,TOTAL,283,98,134,
LOS ANGELES,9000308B,3177,55,N,1164,POLLING PLACE,218,113,82,
LOS ANGELES,9000308B,3177,55,N,,VBM PORTION,89,41,35,
LOS ANGELES,9000308B,3177,55,N,1164,TOTAL,307,154,117,
LOS ANGELES,9000311A,3178,179,N,1105,POLLING PLACE,161,44,91,
LOS ANGELES,9000311A,3178,179,N,,VBM PORTION,50,20,21,
LOS ANGELES,9000311A,3178,179,N,1105,TOTAL,211,64,112,
LOS ANGELES,9000312A,3179,55,N,849,POLLING PLACE,187,99,51,
LOS ANGELES,9000312A,3179,55,N,,VBM PORTION,58,34,17,
LOS ANGELES,9000312A,3179,55,N,849,TOTAL,245,133,68,
LOS ANGELES,9000313B,3180,55,N,798,POLLING PLACE,100,43,41,
LOS ANGELES,9000313B,3180,55,N,,VBM PORTION,24,10,9,
LOS ANGELES,9000313B,3180,55,N,798,TOTAL,124,53,50,
LOS ANGELES,9000314A,3181,55,N,1103,POLLING PLACE,178,75,80,
LOS ANGELES,9000314A,3181,55,N,,VBM PORTION,41,19,21,
LOS ANGELES,9000314A,3181,55,N,1103,TOTAL,219,94,101,
LOS ANGELES,9000316A,3183,55,N,939,POLLING PLACE,164,84,63,
LOS ANGELES,9000316A,3183,55,N,,VBM PORTION,58,27,22,
LOS ANGELES,9000316A,3183,55,N,939,TOTAL,222,111,85,
LOS ANGELES,9000317A,3184,100,N,1054,POLLING PLACE,229,70,115,
LOS ANGELES,9000317A,3184,100,N,,VBM PORTION,81,29,37,
LOS ANGELES,9000317A,3184,100,N,1054,TOTAL,310,99,152,
LOS ANGELES,9000318B,3185,115,N,1161,POLLING PLACE,220,106,81,
LOS ANGELES,9000318B,3185,115,N,,VBM PORTION,74,33,25,
LOS ANGELES,9000318B,3185,115,N,1161,TOTAL,294,139,106,
LOS ANGELES,9000321A,3187,55,N,1071,POLLING PLACE,130,59,61,
LOS ANGELES,9000321A,3187,55,N,,VBM PORTION,32,13,15,
LOS ANGELES,9000321A,3187,55,N,1071,TOTAL,162,72,76,
LOS ANGELES,9000324A,3189,55,N,939,POLLING PLACE,153,55,86,
LOS ANGELES,9000324A,3189,55,N,,VBM PORTION,20,8,11,
LOS ANGELES,9000324A,3189,55,N,939,TOTAL,173,63,97,
LOS ANGELES,9000325A,3190,55,N,857,POLLING PLACE,185,84,86,
LOS ANGELES,9000325A,3190,55,N,,VBM PORTION,60,35,20,
LOS ANGELES,9000325A,3190,55,N,857,TOTAL,245,119,106,
LOS ANGELES,9000326A,3191,98,N,1067,POLLING PLACE,225,61,132,
LOS ANGELES,9000326A,3191,98,N,,VBM PORTION,47,10,27,
LOS ANGELES,9000326A,3191,98,N,1067,TOTAL,272,71,159,
LOS ANGELES,9000327A,3192,55,N,1166,POLLING PLACE,177,79,80,
LOS ANGELES,9000327A,3192,55,N,,VBM PORTION,48,23,20,
LOS ANGELES,9000327A,3192,55,N,1166,TOTAL,225,102,100,
LOS ANGELES,9000330A,3193,55,N,913,POLLING PLACE,172,71,86,
LOS ANGELES,9000330A,3193,55,N,,VBM PORTION,40,12,19,
LOS ANGELES,9000330A,3193,55,N,913,TOTAL,212,83,105,
LOS ANGELES,9000331A,3194,55,N,1041,POLLING PLACE,163,65,70,
LOS ANGELES,9000331A,3194,55,N,,VBM PORTION,69,31,23,
LOS ANGELES,9000331A,3194,55,N,1041,TOTAL,232,96,93,
LOS ANGELES,9000344A,3200,55,N,841,POLLING PLACE,107,58,34,
LOS ANGELES,9000344A,3200,55,N,,VBM PORTION,18,7,9,
LOS ANGELES,9000344A,3200,55,N,841,TOTAL,125,65,43,
LOS ANGELES,9000345A,3201,55,N,1069,POLLING PLACE,224,117,86,
LOS ANGELES,9000345A,3201,55,N,,VBM PORTION,70,23,31,
LOS ANGELES,9000345A,3201,55,N,1069,TOTAL,294,140,117,
LOS ANGELES,9000347A,3203,125,N,1096,POLLING PLACE,218,75,102,
LOS ANGELES,9000347A,3203,125,N,,VBM PORTION,60,21,29,
LOS ANGELES,9000347A,3203,125,N,1096,TOTAL,278,96,131,
LOS ANGELES,9000348C,3204,125,N,940,POLLING PLACE,159,48,97,
LOS ANGELES,9000348C,3204,125,N,,VBM PORTION,85,33,33,
LOS ANGELES,9000348C,3204,125,N,940,TOTAL,244,81,130,
LOS ANGELES,9000349D,6274,57,Y,,POLLING PLACE,,,,
LOS ANGELES,9000349D,6274,57,Y,,VBM PORTION,,,,
LOS ANGELES,9000349D,6274,57,Y,,TOTAL,,,,
LOS ANGELES,9000352A,3206,31,N,1162,POLLING PLACE,205,85,97,
LOS ANGELES,9000352A,3206,31,N,,VBM PORTION,101,45,31,
LOS ANGELES,9000352A,3206,31,N,1162,TOTAL,306,130,128,
LOS ANGELES,9000356A,3208,121,N,1130,POLLING PLACE,180,84,62,
LOS ANGELES,9000356A,3208,121,N,,VBM PORTION,62,26,28,
LOS ANGELES,9000356A,3208,121,N,1130,TOTAL,242,110,90,
LOS ANGELES,9000358A,3210,121,N,1150,POLLING PLACE,218,115,80,
LOS ANGELES,9000358A,3210,121,N,,VBM PORTION,86,50,26,
LOS ANGELES,9000358A,3210,121,N,1150,TOTAL,304,165,106,
LOS ANGELES,9000359B,3211,115,N,1158,POLLING PLACE,144,67,58,
LOS ANGELES,9000359B,3211,115,N,,VBM PORTION,76,36,27,
LOS ANGELES,9000359B,3211,115,N,1158,TOTAL,220,103,85,
LOS ANGELES,9000361A,3212,179,N,809,POLLING PLACE,125,43,59,
LOS ANGELES,9000361A,3212,179,N,,VBM PORTION,39,6,26,
LOS ANGELES,9000361A,3212,179,N,809,TOTAL,164,49,85,
LOS ANGELES,9000362A,3213,31,N,1215,POLLING PLACE,267,119,102,
LOS ANGELES,9000362A,3213,31,N,,VBM PORTION,71,29,31,
LOS ANGELES,9000362A,3213,31,N,1215,TOTAL,338,148,133,
LOS ANGELES,9000363A,3214,121,N,784,POLLING PLACE,118,56,47,
LOS ANGELES,9000363A,3214,121,N,,VBM PORTION,57,29,26,
LOS ANGELES,9000363A,3214,121,N,784,TOTAL,175,85,73,
LOS ANGELES,9000364A,3215,121,N,839,POLLING PLACE,185,94,64,
LOS ANGELES,9000364A,3215,121,N,,VBM PORTION,68,36,24,
LOS ANGELES,9000364A,3215,121,N,839,TOTAL,253,130,88,
LOS ANGELES,9000365A,3216,121,N,875,POLLING PLACE,168,72,77,
LOS ANGELES,9000365A,3216,121,N,,VBM PORTION,60,34,18,
LOS ANGELES,9000365A,3216,121,N,875,TOTAL,228,106,95,
LOS ANGELES,9000369A,3219,102,N,1110,POLLING PLACE,253,88,130,
LOS ANGELES,9000369A,3219,102,N,,VBM PORTION,40,21,12,
LOS ANGELES,9000369A,3219,102,N,1110,TOTAL,293,109,142,
LOS ANGELES,9000377B,3221,124,N,819,POLLING PLACE,158,54,76,
LOS ANGELES,9000377B,3221,124,N,,VBM PORTION,69,29,31,
LOS ANGELES,9000377B,3221,124,N,819,TOTAL,227,83,107,
LOS ANGELES,9000378A,3222,55,N,742,POLLING PLACE,116,39,50,
LOS ANGELES,9000378A,3222,55,N,,VBM PORTION,53,31,14,
LOS ANGELES,9000378A,3222,55,N,742,TOTAL,169,70,64,
LOS ANGELES,9000379A,3223,55,N,1041,POLLING PLACE,195,83,73,
LOS ANGELES,9000379A,3223,55,N,,VBM PORTION,58,27,18,
LOS ANGELES,9000379A,3223,55,N,1041,TOTAL,253,110,91,
LOS ANGELES,9000381A,3224,55,N,709,POLLING PLACE,100,33,57,
LOS ANGELES,9000381A,3224,55,N,,VBM PORTION,35,18,13,
LOS ANGELES,9000381A,3224,55,N,709,TOTAL,135,51,70,
LOS ANGELES,9000382A,3225,55,N,1186,POLLING PLACE,177,72,86,
LOS ANGELES,9000382A,3225,55,N,,VBM PORTION,35,15,19,
LOS ANGELES,9000382A,3225,55,N,1186,TOTAL,212,87,105,
LOS ANGELES,9000383B,3226,55,N,1150,POLLING PLACE,217,98,87,
LOS ANGELES,9000383B,3226,55,N,,VBM PORTION,52,27,9,
LOS ANGELES,9000383B,3226,55,N,1150,TOTAL,269,125,96,
LOS ANGELES,9000385A,3227,124,N,1445,POLLING PLACE,206,78,81,
LOS ANGELES,9000385A,3227,124,N,,VBM PORTION,138,83,33,
LOS ANGELES,9000385A,3227,124,N,1445,TOTAL,344,161,114,
LOS ANGELES,9000386B,3228,121,N,965,POLLING PLACE,111,37,51,
LOS ANGELES,9000386B,3228,121,N,,VBM PORTION,57,23,24,
LOS ANGELES,9000386B,3228,121,N,965,TOTAL,168,60,75,
LOS ANGELES,9000389B,3230,179,N,951,POLLING PLACE,123,40,69,
LOS ANGELES,9000389B,3230,179,N,,VBM PORTION,69,22,35,
LOS ANGELES,9000389B,3230,179,N,951,TOTAL,192,62,104,
LOS ANGELES,9000390A,3231,55,N,1127,POLLING PLACE,142,55,60,
LOS ANGELES,9000390A,3231,55,N,,VBM PORTION,51,20,21,
LOS ANGELES,9000390A,3231,55,N,1127,TOTAL,193,75,81,
LOS ANGELES,9000391A,3232,55,N,1092,POLLING PLACE,129,54,55,
LOS ANGELES,9000391A,3232,55,N,,VBM PORTION,53,28,22,
LOS ANGELES,9000391A,3232,55,N,1092,TOTAL,182,82,77,
LOS ANGELES,9000392A,3233,59,N,1125,POLLING PLACE,134,54,65,
LOS ANGELES,9000392A,3233,59,N,,VBM PORTION,56,19,23,
LOS ANGELES,9000392A,3233,59,N,1125,TOTAL,190,73,88,
LOS ANGELES,9000395A,3235,98,N,1108,POLLING PLACE,194,59,109,
LOS ANGELES,9000395A,3235,98,N,,VBM PORTION,33,16,13,
LOS ANGELES,9000395A,3235,98,N,1108,TOTAL,227,75,122,
LOS ANGELES,9000396A,3236,55,N,1058,POLLING PLACE,174,79,80,
LOS ANGELES,9000396A,3236,55,N,,VBM PORTION,32,10,17,
LOS ANGELES,9000396A,3236,55,N,1058,TOTAL,206,89,97,
LOS ANGELES,9000398A,3237,121,N,876,POLLING PLACE,159,65,71,
LOS ANGELES,9000398A,3237,121,N,,VBM PORTION,55,29,23,
LOS ANGELES,9000398A,3237,121,N,876,TOTAL,214,94,94,
LOS ANGELES,9000399A,3238,121,N,1260,POLLING PLACE,161,70,74,
LOS ANGELES,9000399A,3238,121,N,,VBM PORTION,96,41,45,
LOS ANGELES,9000399A,3238,121,N,1260,TOTAL,257,111,119,
LOS ANGELES,9000400A,3239,121,N,906,POLLING PLACE,99,32,60,
LOS ANGELES,9000400A,3239,121,N,,VBM PORTION,33,9,21,
LOS ANGELES,9000400A,3239,121,N,906,TOTAL,132,41,81,
LOS ANGELES,9000402A,3241,125,N,1259,POLLING PLACE,287,114,138,
LOS ANGELES,9000402A,3241,125,N,,VBM PORTION,108,41,46,
LOS ANGELES,9000402A,3241,125,N,1259,TOTAL,395,155,184,
LOS ANGELES,9000404A,3242,121,N,775,POLLING PLACE,132,66,55,
LOS ANGELES,9000404A,3242,121,N,,VBM PORTION,44,21,19,
LOS ANGELES,9000404A,3242,121,N,775,TOTAL,176,87,74,
LOS ANGELES,9000405A,3243,121,N,687,POLLING PLACE,100,42,47,
