LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,GERARDO RODRIGUEZ,SERGIO J CALDERON,
BALLOT GROUP 354,9990354A,8354,354,N,,POLLING PLACE,,,,
BALLOT GROUP 354,9990354A,8354,354,N,,VBM PORTION,,,,
BALLOT GROUP 354,9990354A,8354,354,N,,TOTAL,,,,
BALLOT GROUP 356,9990356A,8356,356,N,,POLLING PLACE,,,,
BALLOT GROUP 356,9990356A,8356,356,N,,VBM PORTION,,,,
BALLOT GROUP 356,9990356A,8356,356,N,,TOTAL,,,,
BALLOT GROUP 366,9990366A,8366,366,N,,POLLING PLACE,,,,
BALLOT GROUP 366,9990366A,8366,366,N,,VBM PORTION,,,,
BALLOT GROUP 366,9990366A,8366,366,N,,TOTAL,,,,
BALLOT GROUP 371,9990371A,8371,371,N,,POLLING PLACE,,,,
BALLOT GROUP 371,9990371A,8371,371,N,,VBM PORTION,,,,
BALLOT GROUP 371,9990371A,8371,371,N,,TOTAL,,,,
BALLOT GROUP 372,9990372A,8372,372,N,,POLLING PLACE,,,,
BALLOT GROUP 372,9990372A,8372,372,N,,VBM PORTION,,,,
BALLOT GROUP 372,9990372A,8372,372,N,,TOTAL,,,,
