LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,BEN ALLEN,SANDRA FLUKE,
AVALON,0500001A,129,388,N,460,POLLING PLACE,102,60,26,
AVALON,0500001A,129,388,N,,VBM PORTION,56,38,9,
AVALON,0500001A,129,388,N,460,TOTAL,158,98,35,
AVALON,0500003A,130,388,N,1161,POLLING PLACE,249,153,66,
AVALON,0500003A,130,388,N,,VBM PORTION,135,72,33,
AVALON,0500003A,130,388,N,1161,TOTAL,384,225,99,
BEVERLY HILLS,0900001A,274,183,N,706,POLLING PLACE,140,70,37,
BEVERLY HILLS,0900001A,274,183,N,,VBM PORTION,101,62,20,
BEVERLY HILLS,0900001A,274,183,N,706,TOTAL,241,132,57,
BEVERLY HILLS,0900002A,275,183,N,1228,POLLING PLACE,150,81,46,
BEVERLY HILLS,0900002A,275,183,N,,VBM PORTION,112,59,32,
BEVERLY HILLS,0900002A,275,183,N,1228,TOTAL,262,140,78,
BEVERLY HILLS,0900003A,276,183,N,616,POLLING PLACE,118,54,39,
BEVERLY HILLS,0900003A,276,183,N,,VBM PORTION,79,47,22,
BEVERLY HILLS,0900003A,276,183,N,616,TOTAL,197,101,61,
BEVERLY HILLS,0900004A,277,184,N,848,POLLING PLACE,104,46,29,
BEVERLY HILLS,0900004A,277,184,N,,VBM PORTION,136,73,31,
BEVERLY HILLS,0900004A,277,184,N,848,TOTAL,240,119,60,
BEVERLY HILLS,0900005A,278,183,N,1118,POLLING PLACE,281,142,86,
BEVERLY HILLS,0900005A,278,183,N,,VBM PORTION,157,108,20,
BEVERLY HILLS,0900005A,278,183,N,1118,TOTAL,438,250,106,
BEVERLY HILLS,0900006A,279,183,N,837,POLLING PLACE,168,87,33,
BEVERLY HILLS,0900006A,279,183,N,,VBM PORTION,118,71,16,
BEVERLY HILLS,0900006A,279,183,N,837,TOTAL,286,158,49,
BEVERLY HILLS,0900008A,280,183,N,1141,POLLING PLACE,231,135,44,
BEVERLY HILLS,0900008A,280,183,N,,VBM PORTION,156,88,39,
BEVERLY HILLS,0900008A,280,183,N,1141,TOTAL,387,223,83,
BEVERLY HILLS,0900010A,281,183,N,942,POLLING PLACE,158,90,32,
BEVERLY HILLS,0900010A,281,183,N,,VBM PORTION,125,80,26,
BEVERLY HILLS,0900010A,281,183,N,942,TOTAL,283,170,58,
BEVERLY HILLS,0900014A,6032,185,Y,2,POLLING PLACE,,,,
BEVERLY HILLS,0900014A,6032,185,Y,,VBM PORTION,,,,
BEVERLY HILLS,0900014A,6032,185,Y,2,TOTAL,,,,
BEVERLY HILLS,0900016B,282,183,N,878,POLLING PLACE,112,54,30,
BEVERLY HILLS,0900016B,282,183,N,,VBM PORTION,84,51,21,
BEVERLY HILLS,0900016B,282,183,N,878,TOTAL,196,105,51,
BEVERLY HILLS,0900018A,283,183,N,594,POLLING PLACE,94,59,23,
BEVERLY HILLS,0900018A,283,183,N,,VBM PORTION,92,56,20,
BEVERLY HILLS,0900018A,283,183,N,594,TOTAL,186,115,43,
BEVERLY HILLS,0900020A,284,183,N,1125,POLLING PLACE,180,88,63,
BEVERLY HILLS,0900020A,284,183,N,,VBM PORTION,101,48,29,
BEVERLY HILLS,0900020A,284,183,N,1125,TOTAL,281,136,92,
BEVERLY HILLS,0900023A,285,183,N,1196,POLLING PLACE,217,105,82,
BEVERLY HILLS,0900023A,285,183,N,,VBM PORTION,104,56,30,
BEVERLY HILLS,0900023A,285,183,N,1196,TOTAL,321,161,112,
BEVERLY HILLS,0900023B,286,183,N,964,POLLING PLACE,174,97,51,
BEVERLY HILLS,0900023B,286,183,N,,VBM PORTION,155,97,39,
BEVERLY HILLS,0900023B,286,183,N,964,TOTAL,329,194,90,
BEVERLY HILLS,0900026A,287,183,N,1310,POLLING PLACE,244,105,90,
BEVERLY HILLS,0900026A,287,183,N,,VBM PORTION,118,62,30,
BEVERLY HILLS,0900026A,287,183,N,1310,TOTAL,362,167,120,
BEVERLY HILLS,0900030A,288,183,N,1033,POLLING PLACE,208,111,66,
BEVERLY HILLS,0900030A,288,183,N,,VBM PORTION,92,46,29,
BEVERLY HILLS,0900030A,288,183,N,1033,TOTAL,300,157,95,
BEVERLY HILLS,0900033B,289,183,N,1050,POLLING PLACE,210,115,62,
BEVERLY HILLS,0900033B,289,183,N,,VBM PORTION,146,92,33,
BEVERLY HILLS,0900033B,289,183,N,1050,TOTAL,356,207,95,
BEVERLY HILLS,0900036A,290,183,N,1233,POLLING PLACE,181,86,63,
BEVERLY HILLS,0900036A,290,183,N,,VBM PORTION,124,82,25,
BEVERLY HILLS,0900036A,290,183,N,1233,TOTAL,305,168,88,
BEVERLY HILLS,0900037G,291,183,N,1144,POLLING PLACE,212,118,71,
BEVERLY HILLS,0900037G,291,183,N,,VBM PORTION,141,85,36,
BEVERLY HILLS,0900037G,291,183,N,1144,TOTAL,353,203,107,
BEVERLY HILLS,0900041A,292,183,N,1335,POLLING PLACE,253,139,74,
BEVERLY HILLS,0900041A,292,183,N,,VBM PORTION,142,75,41,
BEVERLY HILLS,0900041A,292,183,N,1335,TOTAL,395,214,115,
BEVERLY HILLS,0900046A,293,183,N,1157,POLLING PLACE,142,91,32,
BEVERLY HILLS,0900046A,293,183,N,,VBM PORTION,120,63,33,
BEVERLY HILLS,0900046A,293,183,N,1157,TOTAL,262,154,65,
CENTINELA,1060001A,6047,326,Y,133,POLLING PLACE,,,,
CENTINELA,1060001A,6047,326,Y,,VBM PORTION,23,9,8,
CENTINELA,1060001A,6047,326,Y,133,TOTAL,23,9,8,
CENTINELA,1060002A,6048,329,Y,,POLLING PLACE,,,,
CENTINELA,1060002A,6048,329,Y,,VBM PORTION,,,,
CENTINELA,1060002A,6048,329,Y,,TOTAL,,,,
EL SEGUNDO,2250001A,840,323,N,820,POLLING PLACE,183,109,52,
EL SEGUNDO,2250001A,840,323,N,,VBM PORTION,86,55,26,
EL SEGUNDO,2250001A,840,323,N,820,TOTAL,269,164,78,
EL SEGUNDO,2250002A,841,323,N,900,POLLING PLACE,209,123,59,
EL SEGUNDO,2250002A,841,323,N,,VBM PORTION,97,54,31,
EL SEGUNDO,2250002A,841,323,N,900,TOTAL,306,177,90,
EL SEGUNDO,2250003A,842,323,N,954,POLLING PLACE,231,126,53,
EL SEGUNDO,2250003A,842,323,N,,VBM PORTION,128,73,30,
EL SEGUNDO,2250003A,842,323,N,954,TOTAL,359,199,83,
EL SEGUNDO,2250004A,843,323,N,927,POLLING PLACE,177,107,48,
EL SEGUNDO,2250004A,843,323,N,,VBM PORTION,113,60,29,
EL SEGUNDO,2250004A,843,323,N,927,TOTAL,290,167,77,
EL SEGUNDO,2250006A,844,323,N,1234,POLLING PLACE,285,158,77,
EL SEGUNDO,2250006A,844,323,N,,VBM PORTION,121,60,35,
EL SEGUNDO,2250006A,844,323,N,1234,TOTAL,406,218,112,
EL SEGUNDO,2250007A,845,323,N,967,POLLING PLACE,216,125,53,
EL SEGUNDO,2250007A,845,323,N,,VBM PORTION,99,52,34,
EL SEGUNDO,2250007A,845,323,N,967,TOTAL,315,177,87,
EL SEGUNDO,2250009A,846,323,N,977,POLLING PLACE,289,165,88,
EL SEGUNDO,2250009A,846,323,N,,VBM PORTION,130,81,31,
EL SEGUNDO,2250009A,846,323,N,977,TOTAL,419,246,119,
EL SEGUNDO,2250012A,847,323,N,1188,POLLING PLACE,244,130,76,
EL SEGUNDO,2250012A,847,323,N,,VBM PORTION,98,44,34,
EL SEGUNDO,2250012A,847,323,N,1188,TOTAL,342,174,110,
EL SEGUNDO,2250017A,848,323,N,941,POLLING PLACE,215,119,53,
EL SEGUNDO,2250017A,848,323,N,,VBM PORTION,98,57,24,
EL SEGUNDO,2250017A,848,323,N,941,TOTAL,313,176,77,
EL SEGUNDO,2250020A,849,323,N,840,POLLING PLACE,242,145,60,
EL SEGUNDO,2250020A,849,323,N,,VBM PORTION,103,51,31,
EL SEGUNDO,2250020A,849,323,N,840,TOTAL,345,196,91,
EL SEGUNDO,2250030A,850,323,N,910,POLLING PLACE,213,136,40,
EL SEGUNDO,2250030A,850,323,N,,VBM PORTION,80,51,14,
EL SEGUNDO,2250030A,850,323,N,910,TOTAL,293,187,54,
FRANKLIN,2400001A,6085,184,Y,2,POLLING PLACE,,,,
FRANKLIN,2400001A,6085,184,Y,,VBM PORTION,,,,
FRANKLIN,2400001A,6085,184,Y,2,TOTAL,,,,
GILMORE,2520001A,6086,183,Y,,POLLING PLACE,,,,
GILMORE,2520001A,6086,183,Y,,VBM PORTION,,,,
GILMORE,2520001A,6086,183,Y,,TOTAL,,,,
HERMOSA BEACH,2750001A,1085,376,N,1068,POLLING PLACE,290,154,82,
HERMOSA BEACH,2750001A,1085,376,N,,VBM PORTION,159,98,36,
HERMOSA BEACH,2750001A,1085,376,N,1068,TOTAL,449,252,118,
HERMOSA BEACH,2750003A,1086,376,N,901,POLLING PLACE,311,166,97,
HERMOSA BEACH,2750003A,1086,376,N,,VBM PORTION,101,47,31,
HERMOSA BEACH,2750003A,1086,376,N,901,TOTAL,412,213,128,
HERMOSA BEACH,2750003B,1087,376,N,1013,POLLING PLACE,281,156,91,
HERMOSA BEACH,2750003B,1087,376,N,,VBM PORTION,150,79,39,
HERMOSA BEACH,2750003B,1087,376,N,1013,TOTAL,431,235,130,
HERMOSA BEACH,2750004A,1088,376,N,923,POLLING PLACE,211,106,74,
HERMOSA BEACH,2750004A,1088,376,N,,VBM PORTION,90,48,24,
HERMOSA BEACH,2750004A,1088,376,N,923,TOTAL,301,154,98,
HERMOSA BEACH,2750008A,1089,376,N,859,POLLING PLACE,188,99,53,
HERMOSA BEACH,2750008A,1089,376,N,,VBM PORTION,89,47,22,
HERMOSA BEACH,2750008A,1089,376,N,859,TOTAL,277,146,75,
HERMOSA BEACH,2750011A,1090,376,N,1041,POLLING PLACE,236,107,77,
HERMOSA BEACH,2750011A,1090,376,N,,VBM PORTION,113,58,33,
HERMOSA BEACH,2750011A,1090,376,N,1041,TOTAL,349,165,110,
HERMOSA BEACH,2750012A,1091,376,N,1277,POLLING PLACE,294,160,89,
HERMOSA BEACH,2750012A,1091,376,N,,VBM PORTION,200,99,66,
HERMOSA BEACH,2750012A,1091,376,N,1277,TOTAL,494,259,155,
HERMOSA BEACH,2750015A,1092,376,N,967,POLLING PLACE,226,120,70,
HERMOSA BEACH,2750015A,1092,376,N,,VBM PORTION,160,84,46,
HERMOSA BEACH,2750015A,1092,376,N,967,TOTAL,386,204,116,
HERMOSA BEACH,2750016A,1093,376,N,848,POLLING PLACE,253,134,72,
HERMOSA BEACH,2750016A,1093,376,N,,VBM PORTION,108,64,27,
HERMOSA BEACH,2750016A,1093,376,N,848,TOTAL,361,198,99,
HERMOSA BEACH,2750017A,1094,376,N,1269,POLLING PLACE,389,203,116,
HERMOSA BEACH,2750017A,1094,376,N,,VBM PORTION,179,96,49,
HERMOSA BEACH,2750017A,1094,376,N,1269,TOTAL,568,299,165,
HERMOSA BEACH,2750019A,1095,376,N,1276,POLLING PLACE,340,196,92,
HERMOSA BEACH,2750019A,1095,376,N,,VBM PORTION,150,82,54,
HERMOSA BEACH,2750019A,1095,376,N,1276,TOTAL,490,278,146,
HERMOSA BEACH,2750023A,1096,376,N,930,POLLING PLACE,190,89,72,
HERMOSA BEACH,2750023A,1096,376,N,,VBM PORTION,88,35,29,
HERMOSA BEACH,2750023A,1096,376,N,930,TOTAL,278,124,101,
LOMITA,3800001A,1408,381,N,910,POLLING PLACE,195,97,73,
LOMITA,3800001A,1408,381,N,,VBM PORTION,79,36,33,
LOMITA,3800001A,1408,381,N,910,TOTAL,274,133,106,
LOMITA,3800002A,1409,381,N,962,POLLING PLACE,216,105,75,
LOMITA,3800002A,1409,381,N,,VBM PORTION,77,37,26,
LOMITA,3800002A,1409,381,N,962,TOTAL,293,142,101,
LOMITA,3800003A,1410,381,N,1031,POLLING PLACE,265,156,85,
LOMITA,3800003A,1410,381,N,,VBM PORTION,60,23,30,
LOMITA,3800003A,1410,381,N,1031,TOTAL,325,179,115,
LOMITA,3800004A,1411,381,N,1256,POLLING PLACE,181,81,76,
LOMITA,3800004A,1411,381,N,,VBM PORTION,100,50,36,
LOMITA,3800004A,1411,381,N,1256,TOTAL,281,131,112,
LOMITA,3800005A,6142,383,Y,,POLLING PLACE,,,,
LOMITA,3800005A,6142,383,Y,,VBM PORTION,,,,
LOMITA,3800005A,6142,383,Y,,TOTAL,,,,
LOMITA,3800006A,1412,381,N,1152,POLLING PLACE,177,107,52,
LOMITA,3800006A,1412,381,N,,VBM PORTION,97,50,30,
LOMITA,3800006A,1412,381,N,1152,TOTAL,274,157,82,
LOMITA,3800007A,1413,381,N,1251,POLLING PLACE,224,106,84,
LOMITA,3800007A,1413,381,N,,VBM PORTION,137,74,50,
LOMITA,3800007A,1413,381,N,1251,TOTAL,361,180,134,
LOMITA,3800010A,1414,381,N,937,POLLING PLACE,252,147,71,
LOMITA,3800010A,1414,381,N,,VBM PORTION,70,36,24,
LOMITA,3800010A,1414,381,N,937,TOTAL,322,183,95,
LOMITA,3800012A,1415,381,N,951,POLLING PLACE,178,89,55,
LOMITA,3800012A,1415,381,N,,VBM PORTION,62,33,21,
LOMITA,3800012A,1415,381,N,951,TOTAL,240,122,76,
LOMITA,3800013A,1416,381,N,1300,POLLING PLACE,272,128,95,
LOMITA,3800013A,1416,381,N,,VBM PORTION,138,61,57,
LOMITA,3800013A,1416,381,N,1300,TOTAL,410,189,152,
LOMITA,3800017A,1417,381,N,1211,POLLING PLACE,283,160,76,
LOMITA,3800017A,1417,381,N,,VBM PORTION,94,50,31,
LOMITA,3800017A,1417,381,N,1211,TOTAL,377,210,107,
MANHATTAN BEACH,4100001F,1716,375,N,1018,POLLING PLACE,257,157,57,
MANHATTAN BEACH,4100001F,1716,375,N,,VBM PORTION,105,64,15,
MANHATTAN BEACH,4100001F,1716,375,N,1018,TOTAL,362,221,72,
MANHATTAN BEACH,4100002A,1717,375,N,851,POLLING PLACE,205,113,63,
MANHATTAN BEACH,4100002A,1717,375,N,,VBM PORTION,88,58,12,
MANHATTAN BEACH,4100002A,1717,375,N,851,TOTAL,293,171,75,
MANHATTAN BEACH,4100005A,1718,375,N,1016,POLLING PLACE,243,139,52,
MANHATTAN BEACH,4100005A,1718,375,N,,VBM PORTION,112,59,28,
MANHATTAN BEACH,4100005A,1718,375,N,1016,TOTAL,355,198,80,
MANHATTAN BEACH,4100007B,1719,375,N,1099,POLLING PLACE,228,120,65,
MANHATTAN BEACH,4100007B,1719,375,N,,VBM PORTION,128,78,21,
MANHATTAN BEACH,4100007B,1719,375,N,1099,TOTAL,356,198,86,
MANHATTAN BEACH,4100012A,1720,375,N,947,POLLING PLACE,261,149,59,
MANHATTAN BEACH,4100012A,1720,375,N,,VBM PORTION,101,61,21,
MANHATTAN BEACH,4100012A,1720,375,N,947,TOTAL,362,210,80,
MANHATTAN BEACH,4100012B,1721,375,N,987,POLLING PLACE,238,136,57,
MANHATTAN BEACH,4100012B,1721,375,N,,VBM PORTION,141,87,27,
MANHATTAN BEACH,4100012B,1721,375,N,987,TOTAL,379,223,84,
MANHATTAN BEACH,4100014C,1722,375,N,901,POLLING PLACE,212,134,40,
MANHATTAN BEACH,4100014C,1722,375,N,,VBM PORTION,118,71,29,
MANHATTAN BEACH,4100014C,1722,375,N,901,TOTAL,330,205,69,
MANHATTAN BEACH,4100017A,1723,375,N,1097,POLLING PLACE,306,199,65,
MANHATTAN BEACH,4100017A,1723,375,N,,VBM PORTION,126,66,26,
MANHATTAN BEACH,4100017A,1723,375,N,1097,TOTAL,432,265,91,
MANHATTAN BEACH,4100019A,1724,375,N,1102,POLLING PLACE,294,167,75,
MANHATTAN BEACH,4100019A,1724,375,N,,VBM PORTION,118,62,30,
MANHATTAN BEACH,4100019A,1724,375,N,1102,TOTAL,412,229,105,
MANHATTAN BEACH,4100021A,1725,375,N,926,POLLING PLACE,224,133,62,
MANHATTAN BEACH,4100021A,1725,375,N,,VBM PORTION,125,67,36,
MANHATTAN BEACH,4100021A,1725,375,N,926,TOTAL,349,200,98,
MANHATTAN BEACH,4100025B,1726,375,N,973,POLLING PLACE,315,173,76,
MANHATTAN BEACH,4100025B,1726,375,N,,VBM PORTION,119,65,29,
MANHATTAN BEACH,4100025B,1726,375,N,973,TOTAL,434,238,105,
MANHATTAN BEACH,4100025D,1727,375,N,1042,POLLING PLACE,330,203,73,
MANHATTAN BEACH,4100025D,1727,375,N,,VBM PORTION,112,71,25,
MANHATTAN BEACH,4100025D,1727,375,N,1042,TOTAL,442,274,98,
MANHATTAN BEACH,4100026A,1728,375,N,1020,POLLING PLACE,314,166,86,
MANHATTAN BEACH,4100026A,1728,375,N,,VBM PORTION,104,62,23,
MANHATTAN BEACH,4100026A,1728,375,N,1020,TOTAL,418,228,109,
MANHATTAN BEACH,4100028A,1729,375,N,1092,POLLING PLACE,290,161,89,
MANHATTAN BEACH,4100028A,1729,375,N,,VBM PORTION,151,91,39,
MANHATTAN BEACH,4100028A,1729,375,N,1092,TOTAL,441,252,128,
MANHATTAN BEACH,4100031A,1730,375,N,1083,POLLING PLACE,253,135,96,
MANHATTAN BEACH,4100031A,1730,375,N,,VBM PORTION,175,93,47,
MANHATTAN BEACH,4100031A,1730,375,N,1083,TOTAL,428,228,143,
MANHATTAN BEACH,4100033A,1731,375,N,1230,POLLING PLACE,357,223,89,
MANHATTAN BEACH,4100033A,1731,375,N,,VBM PORTION,141,85,40,
MANHATTAN BEACH,4100033A,1731,375,N,1230,TOTAL,498,308,129,
MANHATTAN BEACH,4100034A,1732,375,N,1240,POLLING PLACE,334,190,94,
MANHATTAN BEACH,4100034A,1732,375,N,,VBM PORTION,138,80,39,
MANHATTAN BEACH,4100034A,1732,375,N,1240,TOTAL,472,270,133,
MANHATTAN BEACH,4100035A,1733,375,N,432,POLLING PLACE,110,64,25,
MANHATTAN BEACH,4100035A,1733,375,N,,VBM PORTION,32,19,7,
MANHATTAN BEACH,4100035A,1733,375,N,432,TOTAL,142,83,32,
MANHATTAN BEACH,4100036A,1734,375,N,1145,POLLING PLACE,304,177,81,
MANHATTAN BEACH,4100036A,1734,375,N,,VBM PORTION,139,80,33,
MANHATTAN BEACH,4100036A,1734,375,N,1145,TOTAL,443,257,114,
MANHATTAN BEACH,4100044A,1735,375,N,930,POLLING PLACE,248,163,59,
MANHATTAN BEACH,4100044A,1735,375,N,,VBM PORTION,125,76,17,
MANHATTAN BEACH,4100044A,1735,375,N,930,TOTAL,373,239,76,
MANHATTAN BEACH,4100047A,1736,375,N,1349,POLLING PLACE,305,184,74,
MANHATTAN BEACH,4100047A,1736,375,N,,VBM PORTION,207,124,41,
MANHATTAN BEACH,4100047A,1736,375,N,1349,TOTAL,512,308,115,
MANHATTAN BEACH,4100048A,1737,375,N,989,POLLING PLACE,293,168,84,
MANHATTAN BEACH,4100048A,1737,375,N,,VBM PORTION,76,39,22,
MANHATTAN BEACH,4100048A,1737,375,N,989,TOTAL,369,207,106,
MANHATTAN BEACH,4100050A,1738,375,N,924,POLLING PLACE,150,72,47,
MANHATTAN BEACH,4100050A,1738,375,N,,VBM PORTION,82,37,25,
MANHATTAN BEACH,4100050A,1738,375,N,924,TOTAL,232,109,72,
MARINA DEL REY,4150041A,1739,323,N,508,POLLING PLACE,76,39,28,
MARINA DEL REY,4150041A,1739,323,N,,VBM PORTION,38,18,16,
MARINA DEL REY,4150041A,1739,323,N,508,TOTAL,114,57,44,
MARINA DEL REY,4150045A,1740,323,N,1206,POLLING PLACE,246,93,102,
MARINA DEL REY,4150045A,1740,323,N,,VBM PORTION,102,36,47,
MARINA DEL REY,4150045A,1740,323,N,1206,TOTAL,348,129,149,
MARINA DEL REY,4150048A,1741,323,N,899,POLLING PLACE,142,64,60,
MARINA DEL REY,4150048A,1741,323,N,,VBM PORTION,52,31,16,
MARINA DEL REY,4150048A,1741,323,N,899,TOTAL,194,95,76,
MARINA DEL REY,4150050A,1742,323,N,723,POLLING PLACE,144,52,81,
MARINA DEL REY,4150050A,1742,323,N,,VBM PORTION,48,26,16,
MARINA DEL REY,4150050A,1742,323,N,723,TOTAL,192,78,97,
MARINA DEL REY,4150051A,1743,323,N,427,POLLING PLACE,36,14,17,
MARINA DEL REY,4150051A,1743,323,N,,VBM PORTION,34,18,15,
MARINA DEL REY,4150051A,1743,323,N,427,TOTAL,70,32,32,
MARINA DEL REY,4150053A,1744,323,N,1237,POLLING PLACE,298,139,124,
MARINA DEL REY,4150053A,1744,323,N,,VBM PORTION,110,53,37,
MARINA DEL REY,4150053A,1744,323,N,1237,TOTAL,408,192,161,
OCEAN VIEW,4850002A,1888,379,N,720,POLLING PLACE,169,96,49,
OCEAN VIEW,4850002A,1888,379,N,,VBM PORTION,120,68,42,
OCEAN VIEW,4850002A,1888,379,N,720,TOTAL,289,164,91,
OCEAN VIEW,4850005A,1889,380,N,582,POLLING PLACE,182,125,33,
OCEAN VIEW,4850005A,1889,380,N,,VBM PORTION,83,57,15,
OCEAN VIEW,4850005A,1889,380,N,582,TOTAL,265,182,48,
PALOS VERDES ESTATES,5050001A,1956,379,N,1180,POLLING PLACE,347,215,67,
PALOS VERDES ESTATES,5050001A,1956,379,N,,VBM PORTION,183,115,31,
PALOS VERDES ESTATES,5050001A,1956,379,N,1180,TOTAL,530,330,98,
PALOS VERDES ESTATES,5050003A,1957,379,N,1072,POLLING PLACE,246,155,43,
PALOS VERDES ESTATES,5050003A,1957,379,N,,VBM PORTION,153,87,31,
PALOS VERDES ESTATES,5050003A,1957,379,N,1072,TOTAL,399,242,74,
PALOS VERDES ESTATES,5050003D,1958,379,N,1122,POLLING PLACE,308,187,73,
PALOS VERDES ESTATES,5050003D,1958,379,N,,VBM PORTION,146,79,33,
PALOS VERDES ESTATES,5050003D,1958,379,N,1122,TOTAL,454,266,106,
PALOS VERDES ESTATES,5050005A,1959,379,N,908,POLLING PLACE,200,106,52,
PALOS VERDES ESTATES,5050005A,1959,379,N,,VBM PORTION,145,86,24,
PALOS VERDES ESTATES,5050005A,1959,379,N,908,TOTAL,345,192,76,
PALOS VERDES ESTATES,5050007A,1960,379,N,1324,POLLING PLACE,259,147,63,
PALOS VERDES ESTATES,5050007A,1960,379,N,,VBM PORTION,260,133,59,
PALOS VERDES ESTATES,5050007A,1960,379,N,1324,TOTAL,519,280,122,
PALOS VERDES ESTATES,5050008B,1961,379,N,517,POLLING PLACE,151,100,23,
PALOS VERDES ESTATES,5050008B,1961,379,N,,VBM PORTION,96,62,15,
PALOS VERDES ESTATES,5050008B,1961,379,N,517,TOTAL,247,162,38,
PALOS VERDES ESTATES,5050010A,1962,379,N,1008,POLLING PLACE,279,150,66,
PALOS VERDES ESTATES,5050010A,1962,379,N,,VBM PORTION,123,72,24,
PALOS VERDES ESTATES,5050010A,1962,379,N,1008,TOTAL,402,222,90,
PALOS VERDES ESTATES,5050012A,1963,379,N,1255,POLLING PLACE,334,198,82,
PALOS VERDES ESTATES,5050012A,1963,379,N,,VBM PORTION,190,93,42,
PALOS VERDES ESTATES,5050012A,1963,379,N,1255,TOTAL,524,291,124,
PALOS VERDES ESTATES,5050014A,1964,379,N,1304,POLLING PLACE,321,195,75,
PALOS VERDES ESTATES,5050014A,1964,379,N,,VBM PORTION,207,120,47,
PALOS VERDES ESTATES,5050014A,1964,379,N,1304,TOTAL,528,315,122,
RANCHO PALOS VERDES,5530002A,2169,379,N,1300,POLLING PLACE,330,198,79,
RANCHO PALOS VERDES,5530002A,2169,379,N,,VBM PORTION,168,93,45,
RANCHO PALOS VERDES,5530002A,2169,379,N,1300,TOTAL,498,291,124,
RANCHO PALOS VERDES,5530006A,2170,379,N,701,POLLING PLACE,174,109,41,
RANCHO PALOS VERDES,5530006A,2170,379,N,,VBM PORTION,125,67,29,
RANCHO PALOS VERDES,5530006A,2170,379,N,701,TOTAL,299,176,70,
RANCHO PALOS VERDES,5530007A,2171,379,N,1044,POLLING PLACE,315,198,52,
RANCHO PALOS VERDES,5530007A,2171,379,N,,VBM PORTION,147,99,21,
RANCHO PALOS VERDES,5530007A,2171,379,N,1044,TOTAL,462,297,73,
RANCHO PALOS VERDES,5530013A,2172,379,N,987,POLLING PLACE,238,137,70,
RANCHO PALOS VERDES,5530013A,2172,379,N,,VBM PORTION,141,63,45,
RANCHO PALOS VERDES,5530013A,2172,379,N,987,TOTAL,379,200,115,
RANCHO PALOS VERDES,5530015A,2173,379,N,1111,POLLING PLACE,249,136,65,
RANCHO PALOS VERDES,5530015A,2173,379,N,,VBM PORTION,146,78,48,
RANCHO PALOS VERDES,5530015A,2173,379,N,1111,TOTAL,395,214,113,
RANCHO PALOS VERDES,5530016A,2174,379,N,1147,POLLING PLACE,251,142,64,
RANCHO PALOS VERDES,5530016A,2174,379,N,,VBM PORTION,197,125,43,
RANCHO PALOS VERDES,5530016A,2174,379,N,1147,TOTAL,448,267,107,
RANCHO PALOS VERDES,5530018B,2175,379,N,1151,POLLING PLACE,230,149,46,
RANCHO PALOS VERDES,5530018B,2175,379,N,,VBM PORTION,129,77,33,
RANCHO PALOS VERDES,5530018B,2175,379,N,1151,TOTAL,359,226,79,
RANCHO PALOS VERDES,5530021A,2176,379,N,1201,POLLING PLACE,299,176,78,
RANCHO PALOS VERDES,5530021A,2176,379,N,,VBM PORTION,139,75,32,
RANCHO PALOS VERDES,5530021A,2176,379,N,1201,TOTAL,438,251,110,
RANCHO PALOS VERDES,5530026A,2177,379,N,1556,POLLING PLACE,391,225,99,
RANCHO PALOS VERDES,5530026A,2177,379,N,,VBM PORTION,289,198,51,
RANCHO PALOS VERDES,5530026A,2177,379,N,1556,TOTAL,680,423,150,
RANCHO PALOS VERDES,5530027A,2178,379,N,1320,POLLING PLACE,284,165,73,
RANCHO PALOS VERDES,5530027A,2178,379,N,,VBM PORTION,224,122,62,
RANCHO PALOS VERDES,5530027A,2178,379,N,1320,TOTAL,508,287,135,
RANCHO PALOS VERDES,5530031A,2179,379,N,1211,POLLING PLACE,238,137,69,
RANCHO PALOS VERDES,5530031A,2179,379,N,,VBM PORTION,159,87,50,
RANCHO PALOS VERDES,5530031A,2179,379,N,1211,TOTAL,397,224,119,
RANCHO PALOS VERDES,5530032A,2180,379,N,1015,POLLING PLACE,212,127,46,
RANCHO PALOS VERDES,5530032A,2180,379,N,,VBM PORTION,164,90,49,
RANCHO PALOS VERDES,5530032A,2180,379,N,1015,TOTAL,376,217,95,
RANCHO PALOS VERDES,5530033A,2181,379,N,1147,POLLING PLACE,220,131,55,
RANCHO PALOS VERDES,5530033A,2181,379,N,,VBM PORTION,159,91,41,
RANCHO PALOS VERDES,5530033A,2181,379,N,1147,TOTAL,379,222,96,
RANCHO PALOS VERDES,5530036A,2182,379,N,1294,POLLING PLACE,273,167,56,
RANCHO PALOS VERDES,5530036A,2182,379,N,,VBM PORTION,189,112,43,
RANCHO PALOS VERDES,5530036A,2182,379,N,1294,TOTAL,462,279,99,
RANCHO PALOS VERDES,5530040A,2183,379,N,766,POLLING PLACE,228,124,64,
RANCHO PALOS VERDES,5530040A,2183,379,N,,VBM PORTION,89,44,25,
RANCHO PALOS VERDES,5530040A,2183,379,N,766,TOTAL,317,168,89,
RANCHO PALOS VERDES,5530041A,2184,379,N,1261,POLLING PLACE,263,159,58,
RANCHO PALOS VERDES,5530041A,2184,379,N,,VBM PORTION,248,156,49,
RANCHO PALOS VERDES,5530041A,2184,379,N,1261,TOTAL,511,315,107,
RANCHO PALOS VERDES,5530042A,2185,379,N,1190,POLLING PLACE,330,192,84,
RANCHO PALOS VERDES,5530042A,2185,379,N,,VBM PORTION,157,88,40,
RANCHO PALOS VERDES,5530042A,2185,379,N,1190,TOTAL,487,280,124,
