LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,DAVID SANCHEZ,L ROYBAL-ALLARD,
BELL,0700001A,198,347,N,957,POLLING PLACE,136,51,80,
BELL,0700001A,198,347,N,,VBM PORTION,26,5,19,
BELL,0700001A,198,347,N,957,TOTAL,162,56,99,
BELL,0700002A,199,347,N,967,POLLING PLACE,154,45,90,
BELL,0700002A,199,347,N,,VBM PORTION,17,4,11,
BELL,0700002A,199,347,N,967,TOTAL,171,49,101,
BELL,0700005A,200,347,N,1135,POLLING PLACE,122,34,76,
BELL,0700005A,200,347,N,,VBM PORTION,41,7,33,
BELL,0700005A,200,347,N,1135,TOTAL,163,41,109,
BELL,0700007B,201,347,N,1146,POLLING PLACE,165,59,98,
BELL,0700007B,201,347,N,,VBM PORTION,38,12,19,
BELL,0700007B,201,347,N,1146,TOTAL,203,71,117,
BELL,0700008A,202,347,N,1081,POLLING PLACE,179,73,92,
BELL,0700008A,202,347,N,,VBM PORTION,27,11,13,
BELL,0700008A,202,347,N,1081,TOTAL,206,84,105,
BELL,0700010A,203,347,N,1170,POLLING PLACE,152,59,82,
BELL,0700010A,203,347,N,,VBM PORTION,51,17,29,
BELL,0700010A,203,347,N,1170,TOTAL,203,76,111,
BELL,0700011A,204,347,N,1142,POLLING PLACE,201,65,114,
BELL,0700011A,204,347,N,,VBM PORTION,37,13,23,
BELL,0700011A,204,347,N,1142,TOTAL,238,78,137,
BELL,0700013A,205,347,N,1002,POLLING PLACE,160,60,81,
BELL,0700013A,205,347,N,,VBM PORTION,48,12,28,
BELL,0700013A,205,347,N,1002,TOTAL,208,72,109,
BELL,0700017A,206,347,N,887,POLLING PLACE,147,58,81,
BELL,0700017A,206,347,N,,VBM PORTION,29,6,17,
BELL,0700017A,206,347,N,887,TOTAL,176,64,98,
BELL,0700018A,207,347,N,1047,POLLING PLACE,189,63,112,
BELL,0700018A,207,347,N,,VBM PORTION,17,3,12,
BELL,0700018A,207,347,N,1047,TOTAL,206,66,124,
BELLFLOWER,0750006A,208,302,N,825,POLLING PLACE,140,50,64,
BELLFLOWER,0750006A,208,302,N,,VBM PORTION,62,22,29,
BELLFLOWER,0750006A,208,302,N,825,TOTAL,202,72,93,
BELLFLOWER,0750009A,209,301,N,1074,POLLING PLACE,196,69,85,
BELLFLOWER,0750009A,209,301,N,,VBM PORTION,68,18,32,
BELLFLOWER,0750009A,209,301,N,1074,TOTAL,264,87,117,
BELLFLOWER,0750010A,210,301,N,1000,POLLING PLACE,120,45,65,
BELLFLOWER,0750010A,210,301,N,,VBM PORTION,51,15,20,
BELLFLOWER,0750010A,210,301,N,1000,TOTAL,171,60,85,
BELLFLOWER,0750011A,211,292,N,1111,POLLING PLACE,219,77,87,
BELLFLOWER,0750011A,211,292,N,,VBM PORTION,57,21,18,
BELLFLOWER,0750011A,211,292,N,1111,TOTAL,276,98,105,
BELLFLOWER,0750013A,214,300,N,140,POLLING PLACE,9,1,8,
BELLFLOWER,0750013A,214,300,N,,VBM PORTION,7,5,2,
BELLFLOWER,0750013A,214,300,N,140,TOTAL,16,6,10,
BELLFLOWER,0750014A,215,292,N,955,POLLING PLACE,134,49,60,
BELLFLOWER,0750014A,215,292,N,,VBM PORTION,46,15,22,
BELLFLOWER,0750014A,215,292,N,955,TOTAL,180,64,82,
BELLFLOWER,0750016A,216,292,N,1146,POLLING PLACE,141,62,68,
BELLFLOWER,0750016A,216,292,N,,VBM PORTION,70,17,36,
BELLFLOWER,0750016A,216,292,N,1146,TOTAL,211,79,104,
BELLFLOWER,0750017B,217,292,N,1153,POLLING PLACE,100,39,50,
BELLFLOWER,0750017B,217,292,N,,VBM PORTION,42,14,23,
BELLFLOWER,0750017B,217,292,N,1153,TOTAL,142,53,73,
BELLFLOWER,0750019A,218,292,N,1077,POLLING PLACE,137,45,71,
BELLFLOWER,0750019A,218,292,N,,VBM PORTION,51,15,28,
BELLFLOWER,0750019A,218,292,N,1077,TOTAL,188,60,99,
BELLFLOWER,0750021A,219,301,N,829,POLLING PLACE,135,62,55,
BELLFLOWER,0750021A,219,301,N,,VBM PORTION,66,10,37,
BELLFLOWER,0750021A,219,301,N,829,TOTAL,201,72,92,
BELLFLOWER,0750024A,221,293,N,1039,POLLING PLACE,167,61,80,
BELLFLOWER,0750024A,221,293,N,,VBM PORTION,54,13,31,
BELLFLOWER,0750024A,221,293,N,1039,TOTAL,221,74,111,
BELLFLOWER,0750025A,222,301,N,565,POLLING PLACE,96,38,47,
BELLFLOWER,0750025A,222,301,N,,VBM PORTION,50,11,29,
BELLFLOWER,0750025A,222,301,N,565,TOTAL,146,49,76,
BELLFLOWER,0750028A,224,292,N,1021,POLLING PLACE,165,62,65,
BELLFLOWER,0750028A,224,292,N,,VBM PORTION,60,21,24,
BELLFLOWER,0750028A,224,292,N,1021,TOTAL,225,83,89,
BELLFLOWER,0750037B,234,292,N,548,POLLING PLACE,105,38,56,
BELLFLOWER,0750037B,234,292,N,,VBM PORTION,31,8,18,
BELLFLOWER,0750037B,234,292,N,548,TOTAL,136,46,74,
BELLFLOWER,0750042A,238,293,N,1058,POLLING PLACE,217,78,102,
BELLFLOWER,0750042A,238,293,N,,VBM PORTION,36,12,16,
BELLFLOWER,0750042A,238,293,N,1058,TOTAL,253,90,118,
BELLFLOWER,0750044A,240,292,N,942,POLLING PLACE,172,70,66,
BELLFLOWER,0750044A,240,292,N,,VBM PORTION,42,10,29,
BELLFLOWER,0750044A,240,292,N,942,TOTAL,214,80,95,
BELLFLOWER,0750045A,241,292,N,702,POLLING PLACE,122,54,55,
BELLFLOWER,0750045A,241,292,N,,VBM PORTION,31,8,18,
BELLFLOWER,0750045A,241,292,N,702,TOTAL,153,62,73,
BELL GARDENS,0800001A,244,306,N,1059,POLLING PLACE,122,46,69,
BELL GARDENS,0800001A,244,306,N,,VBM PORTION,30,11,17,
BELL GARDENS,0800001A,244,306,N,1059,TOTAL,152,57,86,
BELL GARDENS,0800002A,245,306,N,982,POLLING PLACE,131,53,69,
BELL GARDENS,0800002A,245,306,N,,VBM PORTION,19,6,12,
BELL GARDENS,0800002A,245,306,N,982,TOTAL,150,59,81,
BELL GARDENS,0800003A,246,306,N,988,POLLING PLACE,112,30,72,
BELL GARDENS,0800003A,246,306,N,,VBM PORTION,20,5,15,
BELL GARDENS,0800003A,246,306,N,988,TOTAL,132,35,87,
BELL GARDENS,0800004A,247,306,N,1143,POLLING PLACE,139,63,65,
BELL GARDENS,0800004A,247,306,N,,VBM PORTION,18,4,11,
BELL GARDENS,0800004A,247,306,N,1143,TOTAL,157,67,76,
BELL GARDENS,0800005A,248,306,N,1040,POLLING PLACE,95,37,50,
BELL GARDENS,0800005A,248,306,N,,VBM PORTION,24,7,15,
BELL GARDENS,0800005A,248,306,N,1040,TOTAL,119,44,65,
BELL GARDENS,0800006A,249,306,N,1135,POLLING PLACE,172,68,91,
BELL GARDENS,0800006A,249,306,N,,VBM PORTION,30,9,17,
BELL GARDENS,0800006A,249,306,N,1135,TOTAL,202,77,108,
BELL GARDENS,0800007A,250,306,N,1057,POLLING PLACE,131,50,66,
BELL GARDENS,0800007A,250,306,N,,VBM PORTION,29,16,13,
BELL GARDENS,0800007A,250,306,N,1057,TOTAL,160,66,79,
BELL GARDENS,0800009A,251,306,N,1002,POLLING PLACE,155,55,91,
BELL GARDENS,0800009A,251,306,N,,VBM PORTION,38,12,23,
BELL GARDENS,0800009A,251,306,N,1002,TOTAL,193,67,114,
BELL GARDENS,0800010A,252,305,N,285,POLLING PLACE,58,20,29,
BELL GARDENS,0800010A,252,305,N,,VBM PORTION,28,9,15,
BELL GARDENS,0800010A,252,305,N,285,TOTAL,86,29,44,
BELL GARDENS,0800011A,253,306,N,553,POLLING PLACE,64,30,26,
BELL GARDENS,0800011A,253,306,N,,VBM PORTION,7,1,5,
BELL GARDENS,0800011A,253,306,N,553,TOTAL,71,31,31,
BELL GARDENS,0800013A,254,306,N,885,POLLING PLACE,102,40,55,
BELL GARDENS,0800013A,254,306,N,,VBM PORTION,16,7,7,
BELL GARDENS,0800013A,254,306,N,885,TOTAL,118,47,62,
BELL GARDENS,0800016A,255,306,N,1039,POLLING PLACE,136,60,71,
BELL GARDENS,0800016A,255,306,N,,VBM PORTION,24,7,16,
BELL GARDENS,0800016A,255,306,N,1039,TOTAL,160,67,87,
BELL GARDENS,0800017B,256,306,N,1017,POLLING PLACE,80,32,42,
BELL GARDENS,0800017B,256,306,N,,VBM PORTION,31,8,22,
BELL GARDENS,0800017B,256,306,N,1017,TOTAL,111,40,64,
BELVEDERE,0850004A,258,201,N,950,POLLING PLACE,114,43,66,
BELVEDERE,0850004A,258,201,N,,VBM PORTION,32,9,23,
BELVEDERE,0850004A,258,201,N,950,TOTAL,146,52,89,
BELVEDERE,0850006A,260,201,N,888,POLLING PLACE,150,57,84,
BELVEDERE,0850006A,260,201,N,,VBM PORTION,35,11,22,
BELVEDERE,0850006A,260,201,N,888,TOTAL,185,68,106,
BELVEDERE,0850011B,263,201,N,838,POLLING PLACE,114,36,67,
BELVEDERE,0850011B,263,201,N,,VBM PORTION,36,3,27,
BELVEDERE,0850011B,263,201,N,838,TOTAL,150,39,94,
BELVEDERE,0850013A,265,201,N,943,POLLING PLACE,167,54,96,
BELVEDERE,0850013A,265,201,N,,VBM PORTION,45,13,32,
BELVEDERE,0850013A,265,201,N,943,TOTAL,212,67,128,
BELVEDERE,0850052A,270,201,N,1006,POLLING PLACE,171,59,103,
BELVEDERE,0850052A,270,201,N,,VBM PORTION,44,13,28,
BELVEDERE,0850052A,270,201,N,1006,TOTAL,215,72,131,
BELVEDERE,0850056A,271,201,N,807,POLLING PLACE,141,50,84,
BELVEDERE,0850056A,271,201,N,,VBM PORTION,29,8,20,
BELVEDERE,0850056A,271,201,N,807,TOTAL,170,58,104,
BELVEDERE,0850058A,272,201,N,1120,POLLING PLACE,216,76,122,
BELVEDERE,0850058A,272,201,N,,VBM PORTION,38,8,30,
BELVEDERE,0850058A,272,201,N,1120,TOTAL,254,84,152,
COMMERCE,1430002A,506,289,N,678,POLLING PLACE,119,31,80,
COMMERCE,1430002A,506,289,N,,VBM PORTION,10,1,9,
COMMERCE,1430002A,506,289,N,678,TOTAL,129,32,89,
COMMERCE,1430009A,507,289,N,1045,POLLING PLACE,192,49,125,
COMMERCE,1430009A,507,289,N,,VBM PORTION,33,9,22,
COMMERCE,1430009A,507,289,N,1045,TOTAL,225,58,147,
COMMERCE,1430010A,6057,304,Y,1,POLLING PLACE,,,,
COMMERCE,1430010A,6057,304,Y,,VBM PORTION,,,,
COMMERCE,1430010A,6057,304,Y,1,TOTAL,,,,
COMMERCE,1430031A,508,289,N,781,POLLING PLACE,207,47,148,
COMMERCE,1430031A,508,289,N,,VBM PORTION,41,11,28,
COMMERCE,1430031A,508,289,N,781,TOTAL,248,58,176,
COMMERCE,1430033A,509,289,N,1013,POLLING PLACE,173,52,105,
COMMERCE,1430033A,509,289,N,,VBM PORTION,34,6,25,
COMMERCE,1430033A,509,289,N,1013,TOTAL,207,58,130,
COMMERCE,1430034A,510,289,N,608,POLLING PLACE,109,29,70,
COMMERCE,1430034A,510,289,N,,VBM PORTION,28,5,21,
COMMERCE,1430034A,510,289,N,608,TOTAL,137,34,91,
COMMERCE,1430035A,511,289,N,986,POLLING PLACE,145,46,92,
COMMERCE,1430035A,511,289,N,,VBM PORTION,42,10,29,
COMMERCE,1430035A,511,289,N,986,TOTAL,187,56,121,
COMMERCE,1430036A,512,289,N,908,POLLING PLACE,129,47,71,
COMMERCE,1430036A,512,289,N,,VBM PORTION,25,7,14,
COMMERCE,1430036A,512,289,N,908,TOTAL,154,54,85,
CUDAHY,1550001A,584,347,N,990,POLLING PLACE,140,38,87,
CUDAHY,1550001A,584,347,N,,VBM PORTION,28,8,19,
CUDAHY,1550001A,584,347,N,990,TOTAL,168,46,106,
CUDAHY,1550002A,6059,349,Y,,POLLING PLACE,,,,
CUDAHY,1550002A,6059,349,Y,,VBM PORTION,,,,
CUDAHY,1550002A,6059,349,Y,,TOTAL,,,,
CUDAHY,1550005A,585,347,N,1070,POLLING PLACE,139,58,78,
CUDAHY,1550005A,585,347,N,,VBM PORTION,18,5,11,
CUDAHY,1550005A,585,347,N,1070,TOTAL,157,63,89,
CUDAHY,1550006A,586,347,N,1091,POLLING PLACE,143,48,87,
CUDAHY,1550006A,586,347,N,,VBM PORTION,26,4,21,
CUDAHY,1550006A,586,347,N,1091,TOTAL,169,52,108,
CUDAHY,1550009A,587,347,N,942,POLLING PLACE,138,47,84,
CUDAHY,1550009A,587,347,N,,VBM PORTION,18,8,9,
CUDAHY,1550009A,587,347,N,942,TOTAL,156,55,93,
CUDAHY,1550010A,588,347,N,987,POLLING PLACE,131,56,67,
CUDAHY,1550010A,588,347,N,,VBM PORTION,29,7,17,
CUDAHY,1550010A,588,347,N,987,TOTAL,160,63,84,
CUDAHY,1550020A,589,347,N,1222,POLLING PLACE,168,55,99,
CUDAHY,1550020A,589,347,N,,VBM PORTION,33,8,22,
CUDAHY,1550020A,589,347,N,1222,TOTAL,201,63,121,
DOWNEY,1850001A,664,302,N,1065,POLLING PLACE,177,62,94,
DOWNEY,1850001A,664,302,N,,VBM PORTION,56,21,28,
DOWNEY,1850001A,664,302,N,1065,TOTAL,233,83,122,
DOWNEY,1850002A,665,302,N,405,POLLING PLACE,36,10,19,
DOWNEY,1850002A,665,302,N,,VBM PORTION,10,2,5,
DOWNEY,1850002A,665,302,N,405,TOTAL,46,12,24,
DOWNEY,1850002C,666,302,N,578,POLLING PLACE,91,31,51,
DOWNEY,1850002C,666,302,N,,VBM PORTION,22,5,8,
DOWNEY,1850002C,666,302,N,578,TOTAL,113,36,59,
DOWNEY,1850006B,667,302,N,633,POLLING PLACE,73,32,34,
DOWNEY,1850006B,667,302,N,,VBM PORTION,15,2,10,
DOWNEY,1850006B,667,302,N,633,TOTAL,88,34,44,
DOWNEY,1850008A,668,299,N,925,POLLING PLACE,177,64,87,
DOWNEY,1850008A,668,299,N,,VBM PORTION,60,33,16,
DOWNEY,1850008A,668,299,N,925,TOTAL,237,97,103,
DOWNEY,1850009A,669,293,N,1013,POLLING PLACE,183,81,83,
DOWNEY,1850009A,669,293,N,,VBM PORTION,78,29,37,
DOWNEY,1850009A,669,293,N,1013,TOTAL,261,110,120,
DOWNEY,1850010A,670,293,N,589,POLLING PLACE,95,24,54,
DOWNEY,1850010A,670,293,N,,VBM PORTION,30,17,9,
DOWNEY,1850010A,670,293,N,589,TOTAL,125,41,63,
DOWNEY,1850011A,671,303,N,614,POLLING PLACE,88,29,46,
DOWNEY,1850011A,671,303,N,,VBM PORTION,25,10,11,
DOWNEY,1850011A,671,303,N,614,TOTAL,113,39,57,
DOWNEY,1850011B,672,302,N,593,POLLING PLACE,68,29,34,
DOWNEY,1850011B,672,302,N,,VBM PORTION,23,8,11,
DOWNEY,1850011B,672,302,N,593,TOTAL,91,37,45,
DOWNEY,1850012A,673,293,N,727,POLLING PLACE,130,52,71,
DOWNEY,1850012A,673,293,N,,VBM PORTION,30,7,18,
DOWNEY,1850012A,673,293,N,727,TOTAL,160,59,89,
DOWNEY,1850013A,674,293,N,961,POLLING PLACE,216,81,119,
DOWNEY,1850013A,674,293,N,,VBM PORTION,33,17,12,
DOWNEY,1850013A,674,293,N,961,TOTAL,249,98,131,
DOWNEY,1850015A,675,293,N,1044,POLLING PLACE,202,75,109,
DOWNEY,1850015A,675,293,N,,VBM PORTION,37,11,23,
DOWNEY,1850015A,675,293,N,1044,TOTAL,239,86,132,
DOWNEY,1850016A,676,296,N,1096,POLLING PLACE,315,110,159,
DOWNEY,1850016A,676,296,N,,VBM PORTION,52,12,30,
DOWNEY,1850016A,676,296,N,1096,TOTAL,367,122,189,
DOWNEY,1850017A,677,302,N,1204,POLLING PLACE,203,83,99,
DOWNEY,1850017A,677,302,N,,VBM PORTION,56,16,35,
DOWNEY,1850017A,677,302,N,1204,TOTAL,259,99,134,
DOWNEY,1850019A,678,302,N,712,POLLING PLACE,130,42,69,
DOWNEY,1850019A,678,302,N,,VBM PORTION,37,12,15,
DOWNEY,1850019A,678,302,N,712,TOTAL,167,54,84,
DOWNEY,1850021A,679,295,N,605,POLLING PLACE,84,33,35,
DOWNEY,1850021A,679,295,N,,VBM PORTION,42,11,20,
DOWNEY,1850021A,679,295,N,605,TOTAL,126,44,55,
DOWNEY,1850023A,680,296,N,1124,POLLING PLACE,176,60,86,
DOWNEY,1850023A,680,296,N,,VBM PORTION,56,17,30,
DOWNEY,1850023A,680,296,N,1124,TOTAL,232,77,116,
DOWNEY,1850024A,681,295,N,933,POLLING PLACE,196,63,117,
DOWNEY,1850024A,681,295,N,,VBM PORTION,69,19,30,
DOWNEY,1850024A,681,295,N,933,TOTAL,265,82,147,
DOWNEY,1850025A,682,296,N,800,POLLING PLACE,173,55,99,
DOWNEY,1850025A,682,296,N,,VBM PORTION,61,9,45,
DOWNEY,1850025A,682,296,N,800,TOTAL,234,64,144,
DOWNEY,1850027A,683,294,N,923,POLLING PLACE,125,61,58,
DOWNEY,1850027A,683,294,N,,VBM PORTION,34,11,23,
DOWNEY,1850027A,683,294,N,923,TOTAL,159,72,81,
DOWNEY,1850027B,684,290,N,475,POLLING PLACE,104,44,46,
DOWNEY,1850027B,684,290,N,,VBM PORTION,35,12,19,
DOWNEY,1850027B,684,290,N,475,TOTAL,139,56,65,
DOWNEY,1850028A,685,296,N,1140,POLLING PLACE,213,86,85,
DOWNEY,1850028A,685,296,N,,VBM PORTION,77,26,33,
DOWNEY,1850028A,685,296,N,1140,TOTAL,290,112,118,
DOWNEY,1850029B,686,291,N,731,POLLING PLACE,156,43,99,
DOWNEY,1850029B,686,291,N,,VBM PORTION,59,18,36,
DOWNEY,1850029B,686,291,N,731,TOTAL,215,61,135,
DOWNEY,1850030A,687,296,N,1182,POLLING PLACE,255,108,115,
DOWNEY,1850030A,687,296,N,,VBM PORTION,68,28,37,
DOWNEY,1850030A,687,296,N,1182,TOTAL,323,136,152,
DOWNEY,1850031A,688,295,N,742,POLLING PLACE,114,44,51,
DOWNEY,1850031A,688,295,N,,VBM PORTION,43,7,31,
DOWNEY,1850031A,688,295,N,742,TOTAL,157,51,82,
DOWNEY,1850032A,689,290,N,506,POLLING PLACE,92,35,50,
DOWNEY,1850032A,689,290,N,,VBM PORTION,44,8,22,
DOWNEY,1850032A,689,290,N,506,TOTAL,136,43,72,
DOWNEY,1850033A,690,296,N,925,POLLING PLACE,188,82,93,
DOWNEY,1850033A,690,296,N,,VBM PORTION,55,12,32,
DOWNEY,1850033A,690,296,N,925,TOTAL,243,94,125,
DOWNEY,1850034B,691,302,N,758,POLLING PLACE,116,52,51,
DOWNEY,1850034B,691,302,N,,VBM PORTION,37,5,23,
DOWNEY,1850034B,691,302,N,758,TOTAL,153,57,74,
DOWNEY,1850038A,692,296,N,1006,POLLING PLACE,187,72,97,
DOWNEY,1850038A,692,296,N,,VBM PORTION,63,13,36,
DOWNEY,1850038A,692,296,N,1006,TOTAL,250,85,133,
DOWNEY,1850040A,693,295,N,850,POLLING PLACE,175,75,78,
DOWNEY,1850040A,693,295,N,,VBM PORTION,45,17,14,
DOWNEY,1850040A,693,295,N,850,TOTAL,220,92,92,
DOWNEY,1850041A,694,303,N,1160,POLLING PLACE,232,76,127,
DOWNEY,1850041A,694,303,N,,VBM PORTION,55,15,29,
DOWNEY,1850041A,694,303,N,1160,TOTAL,287,91,156,
DOWNEY,1850043A,695,303,N,904,POLLING PLACE,175,54,100,
DOWNEY,1850043A,695,303,N,,VBM PORTION,71,21,37,
DOWNEY,1850043A,695,303,N,904,TOTAL,246,75,137,
DOWNEY,1850045A,696,303,N,529,POLLING PLACE,130,41,70,
DOWNEY,1850045A,696,303,N,,VBM PORTION,37,12,19,
DOWNEY,1850045A,696,303,N,529,TOTAL,167,53,89,
DOWNEY,1850046A,697,303,N,597,POLLING PLACE,124,50,55,
DOWNEY,1850046A,697,303,N,,VBM PORTION,36,12,19,
DOWNEY,1850046A,697,303,N,597,TOTAL,160,62,74,
DOWNEY,1850047A,698,303,N,903,POLLING PLACE,249,77,136,
DOWNEY,1850047A,698,303,N,,VBM PORTION,68,27,34,
DOWNEY,1850047A,698,303,N,903,TOTAL,317,104,170,
DOWNEY,1850048A,6066,304,Y,68,POLLING PLACE,,,,
DOWNEY,1850048A,6066,304,Y,,VBM PORTION,9,1,8,
DOWNEY,1850048A,6066,304,Y,68,TOTAL,9,1,8,
DOWNEY,1850050A,699,303,N,862,POLLING PLACE,215,71,110,
DOWNEY,1850050A,699,303,N,,VBM PORTION,51,11,33,
DOWNEY,1850050A,699,303,N,862,TOTAL,266,82,143,
DOWNEY,1850051B,700,303,N,816,POLLING PLACE,184,64,85,
DOWNEY,1850051B,700,303,N,,VBM PORTION,78,19,45,
DOWNEY,1850051B,700,303,N,816,TOTAL,262,83,130,
DOWNEY,1850055A,701,303,N,733,POLLING PLACE,177,75,68,
DOWNEY,1850055A,701,303,N,,VBM PORTION,58,17,29,
DOWNEY,1850055A,701,303,N,733,TOTAL,235,92,97,
DOWNEY,1850056C,702,303,N,1112,POLLING PLACE,162,61,89,
DOWNEY,1850056C,702,303,N,,VBM PORTION,41,15,21,
DOWNEY,1850056C,702,303,N,1112,TOTAL,203,76,110,
DOWNEY,1850057A,703,298,N,715,POLLING PLACE,78,29,40,
DOWNEY,1850057A,703,298,N,,VBM PORTION,25,11,13,
DOWNEY,1850057A,703,298,N,715,TOTAL,103,40,53,
DOWNEY,1850058A,704,303,N,772,POLLING PLACE,106,41,55,
DOWNEY,1850058A,704,303,N,,VBM PORTION,25,4,16,
DOWNEY,1850058A,704,303,N,772,TOTAL,131,45,71,
DOWNEY,1850059A,705,303,N,411,POLLING PLACE,92,27,51,
DOWNEY,1850059A,705,303,N,,VBM PORTION,11,1,6,
DOWNEY,1850059A,705,303,N,411,TOTAL,103,28,57,
DOWNEY,1850062A,706,303,N,985,POLLING PLACE,240,78,113,
DOWNEY,1850062A,706,303,N,,VBM PORTION,80,31,33,
DOWNEY,1850062A,706,303,N,985,TOTAL,320,109,146,
DOWNEY,1850063A,707,303,N,767,POLLING PLACE,120,56,53,
DOWNEY,1850063A,707,303,N,,VBM PORTION,45,11,24,
DOWNEY,1850063A,707,303,N,767,TOTAL,165,67,77,
