INCIDENT NUMBER,INCIDENT TYPE,INCIDENT DATE,INCIDENT LOCATION,CITY,STATE,ZIP,REPORTING DISTRICT,GEO_LOCATION,HANDLING UNIT ID,HANDLING UNIT NAME,APPROX_LATITUDE,APPROX_LONGITUDE
1000718,ANIMAL SHOOTING INCIDENT,04/27/2016 04:30:00 AM,37800 LASKER AVENUE,PALMDALE,CA,93550,,"37800 LASKER AVENUE
PALMDALE, CA 93550
(34.569492, -118.102698)",SEB,SPECIAL ENFORCEMENT BUR,34.569492,-118.102698
1000507,HIT SHOOTING INCIDENT,11/30/2014 01:00:00 AM,23900 MARBELLA AVE.,CARSON,CA,90745,1624,"23900 MARBELLA AVE.
CARSON, CA 90745
(33.808013, -118.270683)",CSN,CARSON STN,33.808013,-118.270683
1000300,NON-HIT SHOOTING INCIDENT,05/07/2010 09:20:00 AM,10000 PARK STREET,BELLFLOWER,CA,90706,1334,"10000 PARK STREET
BELLFLOWER, CA 90706
(33.878472, -118.1207)",LKD,LAKEWOOD STN,33.878472,-118.1207
1000321,NON-HIT SHOOTING INCIDENT,10/22/2010 09:02:00 AM,800 W. 136TH STREET,COMPTON,CA,90222,2812,"800 W. 136TH STREET
COMPTON, CA 90222
(33.907991, -118.239173)",COM,COMPTON STN,33.907991,-118.239173
1000345,HIT SHOOTING INCIDENT,03/10/2011 08:35:00 PM,3300 FAIRMAN ST,LAKEWOOD,CA,90723,1323,"3300 FAIRMAN ST
LAKEWOOD, CA 90723
(33.841764, -118.153149)",LKD,LAKEWOOD STN,33.841764,-118.153149
1000413,HIT SHOOTING INCIDENT,08/24/2012 02:11:00 PM,9400 FLORA VISTA,BELLFLOWER,CA,90706,1332,"9400 FLORA VISTA
BELLFLOWER, CA 90706
(33.89032111263729892779, -118.13380412748717733739)",LKD,LAKEWOOD STN,33.890321112637299,-118.133804127487177
1000235,UNINTENTIONAL DISCHARGE INCIDENT,10/10/2013 09:25:00 AM,500 W. TEMPLE STREET,LOS ANGELES,CA,90012,8151,"500 W. TEMPLE STREET
LOS ANGELES, CA 90012
(34.057294, -118.245394)",ATD,ALTADENA STN,34.057294,-118.245394
1000377,NON-HIT SHOOTING INCIDENT,01/25/2012 05:35:00 PM,400 WEST SPRUCE STREET,COMPTON,CA,90220,2814,"400 WEST SPRUCE STREET
COMPTON, CA 90220
(33.902653, -118.230139)",COM,COMPTON STN,33.902653,-118.230139
1000258,UNINTENTIONAL DISCHARGE INCIDENT,09/28/2014 11:40:00 PM,1000 UNIVERSAL CITY DRIVE,UNIVERSAL CITY,CA,91608,0980,"1000 UNIVERSAL CITY DRIVE
UNIVERSAL CITY, CA 91608
(34.136258, -118.351977)",WHD,WEST HOLLYWOOD STN,34.136258,-118.351977
1000334,HIT SHOOTING INCIDENT,12/21/2010 05:50:00 PM,6800 AGAVE STREET,LANCASTER,CA,93536,1181,"6800 AGAVE STREET
LANCASTER, CA 93536
(34.647256, -118.25124)",LCS,LANCASTER STN,34.647256,-118.25124
1000649,HIT SHOOTING INCIDENT,07/29/2015 11:40:00 PM,12000 ROSE HEDGE DRIVE,PICO RIVERA,CA,90606,1577,"12000 ROSE HEDGE DRIVE
PICO RIVERA, CA 90606
(33.971424, -118.053384)",PRV,PICO RIVERA STN,33.971424,-118.053384
1000124,ANIMAL SHOOTING INCIDENT,04/12/2013 09:45:00 PM,5400 OLIVA AVENUE,LAKEWOOD,CA,90712,1320,"5400 OLIVA AVENUE
LAKEWOOD, CA 90712
(33.855115, -118.144421)",LKD,LAKEWOOD STN,33.855115,-118.144421
1000363,HIT SHOOTING INCIDENT,10/13/2011 11:40:00 AM,3100 HEATHER AVENUE,PALMDALE,CA,93550,2608,"3100 HEATHER AVENUE
PALMDALE, CA 93550
(34.566778, -118.074555)",PLM,PALMDALE STN,34.566778,-118.074555
1000127,ANIMAL SHOOTING INCIDENT,05/13/2013 09:00:00 AM,3200 WINTER STREET,LOS ANGELES,CA,90063,3602,"3200 WINTER STREET
LOS ANGELES, CA 90063
(34.045579, -118.193652)",COP,COPS BUREAU,34.045579,-118.193652
1000439,HIT SHOOTING INCIDENT,04/29/2013 10:20:00 AM,500 FAIR VIEW AVENUE,LOS ANGELES,CA,90022,0286,"500 FAIR VIEW AVENUE
LOS ANGELES, CA 90022
(34.053313, -118.220551)",ELA,EAST LA STN,34.053313,-118.220551
1000267,UNINTENTIONAL DISCHARGE INCIDENT,11/26/2014 05:36:00 AM,300 E. 130TH STREET,LOS ANGELES,CA,90061,2140,"300 E. 130TH STREET
LOS ANGELES, CA 90061
(33.914597, -118.269193)",OSS,OPERATION SAFE STREETS BUREAU,33.914597,-118.269193
1000090,ANIMAL SHOOTING INCIDENT,06/29/2012 11:30:00 PM,21900 S. VERA STREET,CARSON,CA,90745,1620,"21900 S. VERA STREET
CARSON, CA 90745
(33.82919365887015756404, -118.24848308734504403362)",CSN,CARSON STATION,33.829193658870158,-118.248483087345044
1000126,ANIMAL SHOOTING INCIDENT,05/09/2013 09:35:00 AM,115TH STREET EAST AND AVENUE S,LITTLEROCK,CA,93543,2663,"115TH STREET EAST AND AVENUE S
LITTLEROCK, CA 93543
(34.55796199688338625054, -117.92533200683622760934)",PLM,PALMDALE STN,34.557961996883386,-117.925332006836228
1000660,HIT SHOOTING INCIDENT,12/20/2015 02:58:00 AM,37900 47TH STREET EAST,PALMDALE,CA,93552,2607,"37900 47TH STREET EAST
PALMDALE, CA 93552
(34.570664, -118.045023)",PLM,PALMDALE STN,34.570664,-118.045023
1000469,HIT SHOOTING INCIDENT,11/05/2013 10:10:00 AM,200 EAST SUNSET STREET,LONG BEACH,CA,90805,5199,"200 EAST SUNSET STREET
LONG BEACH, CA 90805
(33.849207, -118.191563)",IRC,INMATE RECEPTION CENTER,33.849207,-118.191563
1000116,ANIMAL SHOOTING INCIDENT,03/12/2013 10:00:00 AM,13500 LAKELAND ROAD,WHITTIER,CA,90605,3615,"13500 LAKELAND ROAD
WHITTIER, CA 90605
(33.931731, -118.044182)",NARCO,NARCOTICS BUREAU,33.931731,-118.044182
1000385,HIT SHOOTING INCIDENT,02/21/2012 12:25:00 AM,16600 PARAMOUNT BLVD,PARAMOUNT,CA,90723,1367,"16600 PARAMOUNT BLVD
PARAMOUNT, CA 90723
(33.883274, -118.159964)",LKD,LAKEWOOD STN,33.883274,-118.159964
1000020,ANIMAL SHOOTING INCIDENT,04/05/2010 03:30:00 AM,1700 N. SPRING AVENUE,COMPTON,CA,90221,2021,"1700 N. SPRING AVENUE
COMPTON, CA 90221
(33.90708, -118.219167)",COM,COMPTON STN,33.90708,-118.219167
1000326,NON-HIT SHOOTING INCIDENT,10/28/2010 09:15:00 AM,500 W. TERRACE STREET,ALTADENA,CA,91001,0862,"500 W. TERRACE STREET
ALTADENA, CA 91001
(34.196814, -118.157069)",ALD,ALTADENA STN,34.196814,-118.157069
1000197,UNINTENTIONAL DISCHARGE INCIDENT,01/07/2011 08:25:00 PM,1300 W. IMPERIAL HIGHWAY,LOS ANGELES,CA,90044,0378,"1300 W. IMPERIAL HIGHWAY
LOS ANGELES, CA 90044
(33.930905, -118.297864)",OSS,OPERATION SAFE STREETS BUREAU,33.930905,-118.297864
1000068,ANIMAL SHOOTING INCIDENT,08/31/2011 07:15:00 PM,700 W. ROSECRANS AVENUE,COMPTON,CA,90222,2814,"700 W. ROSECRANS AVENUE
COMPTON, CA 90222
(33.903259, -118.236268)",IRC,INMATE RECEPTION CENTER,33.903259,-118.236268
1000255,UNINTENTIONAL DISCHARGE INCIDENT,09/04/2014 10:59:00 AM,800 MAPLE AVENUE,TORRANCE,CA,90503,4490,"800 MAPLE AVENUE
TORRANCE, CA 90503
(33.839259, -118.340066)",COP,COPS BUREAU,33.839259,-118.340066
1000508,HIT SHOOTING INCIDENT,05/14/2013 09:15:00 PM,7200 RICHFIELD AVENUE,PARAMOUNT,CA,90723,1364,"7200 RICHFIELD AVENUE
PARAMOUNT, CA 90723
(33.901823, -118.173125)",LKD,LAKEWOOD STN,33.901823,-118.173125
1000340,HIT SHOOTING INCIDENT,02/14/2011 08:15:00 PM,SUNOL DRIVE AND BOSWELL PLACE,LOS ANGELES,CA,90063,0278,"SUNOL DRIVE AND BOSWELL PLACE
LOS ANGELES, CA 90063
(34.01766998786855915704, -118.17897601662108047213)",ELA,EAST LA STN,34.017669987868559,-118.17897601662108
1000138,ANIMAL SHOOTING INCIDENT,10/24/2013 07:30:00 PM,LANGHORN STREETAND LANDAU AVENUE,LANCASTER,CA,93535,1135,"LANGHORN STREETAND LANDAU AVENUE
LANCASTER, CA 93535
(34.698735, -118.093281)",LCS,LANCASTER STN,34.698735,-118.093281
1000089,ANIMAL SHOOTING INCIDENT,06/25/2012 02:45:00 PM,10400 VULTEE AVENUE,DOWNEY,CA,90241,3613,"10400 VULTEE AVENUE
DOWNEY, CA 90241
(33.943474, -118.118484)",NARCO,NARCOTICS BUREAU,33.943474,-118.118484
1000165,OTHER SHOOTING INCIDENT,03/19/2015 03:39:00 PM,9800 GARVEY AVENUE,EL MONTE,CA,91733,0560,"9800 GARVEY AVENUE
EL MONTE, CA 91733
(34.062718, -118.055702)",TEM,TEMPLE CITY STN,34.062718,-118.055702
1000092,ANIMAL SHOOTING INCIDENT,07/10/2012 07:25:00 AM,AVENUE I AND RODIN,LANCASTER,CA,93535,1132,"AVENUE I AND RODIN
LANCASTER, CA 93535
(34.70410599559789699729, -118.11850801919376327854)",LCS,LANCASTER STN,34.704105995597897,-118.118508019193763
1000036,ANIMAL SHOOTING INCIDENT,08/29/2010 11:00:00 AM,2200 WALTER STREET,HUNTINGTON PARK,CA,90255,2178,"2200 WALTER STREET
HUNTINGTON PARK, CA 90255
(33.969589, -118.231731)",CEN,CENTURY STN,33.969589,-118.231731
1000253,UNINTENTIONAL DISCHARGE INCIDENT,08/27/2014 09:55:00 AM,11900 SANTA FE AVENUE,LYNWOOD,CA,90262,2405,"11900 SANTA FE AVENUE
LYNWOOD, CA 90262
(33.920473, -118.218112)",COP,COPS BUREAU,33.920473,-118.218112
1000444,HIT SHOOTING INCIDENT,05/23/2013 07:28:00 PM,1600 EAST PALMER STREET,COMPTON,CA,90221,2826,"1600 EAST PALMER STREET
COMPTON, CA 90221
(33.898527, -118.205139)",COM,COMPTON STN,33.898527,-118.205139
1000403,NON-HIT SHOOTING INCIDENT,05/25/2012 04:50:00 AM,1200 RONAN AVENUE,WILMINGTON,CA,90744,3199,"1200 RONAN AVENUE
WILMINGTON, CA 90744
(33.786534, -118.272592)",SEB,SPECIAL ENFORCEMENT BUR,33.786534,-118.272592
1000057,ANIMAL SHOOTING INCIDENT,06/11/2011 05:34:00 PM,37400 77TH STREET E.,LITTLEROCK,CA,93536,2660,"37400 77TH STREET E.
LITTLEROCK, CA 93536
(34.535551, -117.992571)",LCS,LANCASTER STN,34.535551,-117.992571
1000061,ANIMAL SHOOTING INCIDENT,07/14/2011 07:20:00 AM,9300 ROSE STREET,ROSEMEAD,CA,91770,3605,"9300 ROSE STREET
ROSEMEAD, CA 91770
(34.084559, -118.065191)",NARCO,NARCOTICS BUREAU,34.084559,-118.065191
1000205,UNINTENTIONAL DISCHARGE INCIDENT,11/04/2011 06:45:00 AM,400 BAUCHET STREET,LOS ANGELES,CA,90012,5100,"400 BAUCHET STREET
LOS ANGELES, CA 90012
(34.058657, -118.233016)",IRC,INMATE RECEPTION CENTER,34.058657,-118.233016
1000275,UNINTENTIONAL DISCHARGE INCIDENT,03/16/2015 10:36:00 PM,700 N. ROSE AVENUE,COMPTON,CA,90221,2824,"700 N. ROSE AVENUE
COMPTON, CA 90221
(33.90077, -118.219242)",COM,COMPTON STN,33.90077,-118.219242
1000487,HIT SHOOTING INCIDENT,05/24/2014 01:50:00 AM,8400 SUNSET BLVD,WEST HOLLYWOOD,CA,90069,0987,"8400 SUNSET BLVD
WEST HOLLYWOOD, CA 90069
(34.095248, -118.372652)",WHD,WEST HOLLYWOOD STN,34.095248,-118.372652
1000685,NON-HIT SHOOTING INCIDENT,02/10/2016 11:53:00 AM,3600 EAST ELIZABETH STREET,COMPTON,CA,90221,2853,"3600 EAST ELIZABETH STREET
COMPTON, CA 90221
(33.888076, -118.20436)",OSS,OPERATION SAFE STREETS BUREAU,33.888076,-118.20436
1000446,HIT SHOOTING INCIDENT,06/21/2013 09:26:00 PM,1300 102ND STREET,LOS ANGELES,CA,90044,0372,"1300 102ND STREET
LOS ANGELES, CA 90044
(33.944089, -118.298492)",SLA,SOUTH LOS ANGELES STATION,33.944089,-118.298492
1000503,NON-HIT SHOOTING INCIDENT,02/02/2015 08:46:00 AM,OAKRIVER LANE AND  OAKHURST DRIVE,NEWHALL,CA,91321,0664,"OAKRIVER LANE AND OAKHURST DRIVE
NEWHALL, CA 91321
(34.37005299460936267905, -118.5081559767911472409)",SCV,SANTA CLARITA VALLEY STN,34.370052994609363,-118.508155976791147
1000311,NON-HIT SHOOTING INCIDENT,07/27/2010 06:57:00 PM,15300 AVALON BOULEVARD,COMPTON,CA,90248,2199,"15300 AVALON BOULEVARD
COMPTON, CA 90248
(33.892958, -118.265233)",CEN,CENTURY STN,33.892958,-118.265233
1000106,ANIMAL SHOOTING INCIDENT,11/01/2012 07:37:00 PM,1400 W. BENNETT STREET,COMPTON,CA,90220,2836,"1400 W. BENNETT STREET
COMPTON, CA 90220
(33.880979, -118.243942)",COM,COMPTON STN,33.880979,-118.243942
1000679,HIT SHOOTING INCIDENT,01/14/2016 07:45:00 PM,NATHAN HILL DRIVE AND SHANGRI-LA DRIVE,CANYON COUNTRY,CA,91351,0612,"NATHAN HILL DRIVE AND SHANGRI-LA DRIVE
CANYON COUNTRY, CA 91351
(34.419699, -118.46001)",SCV,SANTA CLARITA VALLEY STN,34.419699,-118.46001
1000416,NON-HIT SHOOTING INCIDENT,08/31/2012 11:33:00 PM,800 WEST MAPLE STREET,COMPTON,CA,90220,2811,"800 WEST MAPLE STREET
COMPTON, CA 90220
(33.901986, -118.238676)",COM,COMPTON STN,33.901986,-118.238676
1000228,UNINTENTIONAL DISCHARGE INCIDENT,06/05/2013 05:45:00 AM,8300 GARDENDALE STREET,DOWNEY,CA,90242,1399,"8300 GARDENDALE STREET
DOWNEY, CA 90242
(33.914708, -118.151346)",LKD,LAKEWOOD STN,33.914708,-118.151346
1000037,ANIMAL SHOOTING INCIDENT,09/12/2010 03:25:00 PM,1500 W. 133RD STREET,COMPTON,CA,90222,2812,"1500 W. 133RD STREET
COMPTON, CA 90222
(33.91171, -118.248887)",COM,COMPTON STN,33.91171,-118.248887
1000094,ANIMAL SHOOTING INCIDENT,07/26/2012 10:08:00 AM,4900 W. 142ND STREET,HAWTHORNE,CA,90250,2199,"4900 W. 142ND STREET
HAWTHORNE, CA 90250
(33.902814, -118.364146)",CEN,CENTURY STN,33.902814,-118.364146
1000418,HIT SHOOTING INCIDENT,09/17/2012 07:40:00 PM,16600 DOWNEY AVE.,PARAMOUNT,CA,90723,1369,"16600 DOWNEY AVE.
PARAMOUNT, CA 90723
(33.884018, -118.151345)",LKD,LAKEWOOD STN,33.884018,-118.151345
1000291,HIT SHOOTING INCIDENT,02/26/2010 04:29:00 AM,NORWALK BOULEVARD AND CAMBRIAN STREET,ARTESIA,CA,90701,1349,"NORWALK BOULEVARD AND CAMBRIAN STREET
ARTESIA, CA 90701
(33.85705101617263071594, -118.072289006107218075)",LKD,LAKEWOOD STN,33.857051016172631,-118.072289006107218
1000302,NON-HIT SHOOTING INCIDENT,06/10/2010 09:28:00 PM,2800 SANTA ROSA AVENUE,ALTADENA,CA,91001,0773,"2800 SANTA ROSA AVENUE
ALTADENA, CA 91001
(34.193135, -118.134092)",ALD,ALTADENA STN,34.193135,-118.134092
1000414,HIT SHOOTING INCIDENT,08/29/2012 05:57:00 PM,21200 SOUTH FIGUEROA STREET,CARSON,CA,90745,1617,"21200 SOUTH FIGUEROA STREET
CARSON, CA 90745
(33.836654, -118.285976)",CSN,CARSON STN,33.836654,-118.285976
1000088,ANIMAL SHOOTING INCIDENT,06/06/2012 09:35:00 AM,1900 N. MARENGO AVENUE,PASADENA,CA,91103,0799,"1900 N. MARENGO AVENUE
PASADENA, CA 91103
(34.17854, -118.146219)",COP,COPS BUREAU,34.17854,-118.146219
1000158,ANIMAL SHOOTING INCIDENT,02/02/2015 08:31:00 PM,10200 E. AVENUE S-8,LITTLEROCK,CA,93543,2619,"10200 E. AVENUE S-8
LITTLEROCK, CA 93543
(34.551993, -117.946578)",PLM,PALMDALE STN,34.551993,-117.946578
1000420,HIT SHOOTING INCIDENT,10/18/2012 01:04:00 AM,500 E. HARDY STREET,INGLEWOOD,CA,90301,0399,"500 E. HARDY STREET
INGLEWOOD, CA 90301
(33.949088, -118.349176)",SLA,SOUTH LOS ANGELES STATION,33.949088,-118.349176
1000297,HIT SHOOTING INCIDENT,05/06/2010 04:00:00 AM,21900 DEVLIN AVENUE,HAWAIIAN GARDENS,CA,90716,1351,"21900 DEVLIN AVENUE
HAWAIIAN GARDENS, CA 90716
(33.829523, -118.077365)",LKD,LAKEWOOD STN,33.829523,-118.077365
1000575,UNINTENTIONAL DISCHARGE INCIDENT,09/02/2015 03:00:00 PM,32100 CASTAIC LAKE DRIVE,CASTAIC,CA,91384,8300,"32100 CASTAIC LAKE DRIVE
CASTAIC, CA 91384
(34.502072, -118.616711)",PKB,PARKS BUREAU,34.502072,-118.616711
1000215,UNINTENTIONAL DISCHARGE INCIDENT,09/28/2012 04:40:00 PM,200 S. WALNUT AVENUE,SAN DIMAS,CA,91773,0815,"200 S. WALNUT AVENUE
SAN DIMAS, CA 91773
(34.105197, -117.802773)",SDM,SAN DIMAS STN,34.105197,-117.802773
1000237,UNINTENTIONAL DISCHARGE INCIDENT,11/19/2013 07:30:00 PM,5300 N. STARDUST ROAD,LACANADA FLINTRIDGE,CA,91011,1261,"5300 N. STARDUST ROAD
LACANADA FLINTRIDGE, CA 91011
(34.205587, -118.17937)",CVS,CRESCENTA VALLEY STATION,34.205587,-118.17937
1000437,NON-HIT SHOOTING INCIDENT,05/01/2013 03:10:00 PM,109TH STREET AND WILMINGTON AVENUE,LOS ANGELES,CA,90059,2199,"109TH STREET AND WILMINGTON AVENUE
LOS ANGELES, CA 90059
(33.93709699699830668175, -118.2390260105214329152)",CEN,CENTURY STN,33.937096996998307,-118.239026010521433
1000380,NON-HIT SHOOTING INCIDENT,02/03/2012 07:10:00 PM,100 EAST CEDAR STREET,COMPTON,CA,90220,2822,"100 EAST CEDAR STREET
COMPTON, CA 90220
(33.901344, -118.224241)",COM,COMPTON STN,33.901344,-118.224241
1000270,UNINTENTIONAL DISCHARGE INCIDENT,12/25/2014 07:00:00 PM,1900 MARENGO STREET,LOS ANGELES,CA,90033,5410,"1900 MARENGO STREET
LOS ANGELES, CA 90033
(34.057834, -118.210166)",PDC-NORTH,PITCHESS DENTENTION CENTER NORTH,34.057834,-118.210166
1000110,ANIMAL SHOOTING INCIDENT,12/06/2012 12:01:00 PM,8700 WEST BOULEVARD,PICO RIVERA,CA,90660,1510,"8700 WEST BOULEVARD
PICO RIVERA, CA 90660
(34.003989, -118.086864)",PRV,PICO RIVERA STN,34.003989,-118.086864
1000221,UNINTENTIONAL DISCHARGE INCIDENT,01/04/2013 08:55:00 PM,400 BAUCHET STREET,LOS ANGELES,CA,90012,5100,"400 BAUCHET STREET
LOS ANGELES, CA 90012
(34.058657, -118.233016)",MCJ,MEN'S CENTRAL JAIL,34.058657,-118.233016
1000079,ANIMAL SHOOTING INCIDENT,03/15/2012 08:00:00 AM,3RD STREET AND MEDNICK AVENUE,EAST LOS ANGELES,CA,90022,0281,"3RD STREET AND MEDNICK AVENUE
EAST LOS ANGELES, CA 90022
(34.033265, -118.162266)",ELA,EAST LA STN,34.033265,-118.162266
1000072,ANIMAL SHOOTING INCIDENT,12/14/2011 11:23:00 AM,15500 FAYSMITH AVENUE,GARDENA,CA,90249,0388,"15500 FAYSMITH AVENUE
GARDENA, CA 90249
(33.890283, -118.331553)",SLA,SOUTH LOS ANGELES STATION,33.890283,-118.331553
1000411,HIT SHOOTING INCIDENT,08/03/2012 06:00:00 PM,38500 LARKIN AVENUE,PALMDALE,CA,93550,2611,"38500 LARKIN AVENUE
PALMDALE, CA 93550
(34.582596, -118.121879)",PLM,PALMDALE STN,34.582596,-118.121879
1000177,ANIMAL SHOOTING INCIDENT,08/06/2014 06:05:00 AM,12300 224TH STREET,HAWAIIAN GARDENS,CA,90716,1351,"12300 224TH STREET
HAWAIIAN GARDENS, CA 90716
(33.825483, -118.069783)",LKD,LAKEWOOD STN,33.825483,-118.069783
1000073,ANIMAL SHOOTING INCIDENT,01/24/2011 11:30:00 AM,2600 PUNTA DEL ESTA DRIVE,HACIENDA HEIGHTS,CA,91745,1471,"2600 PUNTA DEL ESTA DRIVE
HACIENDA HEIGHTS, CA 91745
(33.984889, -117.953797)",IDT,INDUSTRY STN,33.984889,-117.953797
1000148,ANIMAL SHOOTING INCIDENT,09/02/2014 04:50:00 PM,1000 GALEMONT AVENUE,HACIENDA HEIGHTS,CA,91745,1478,"1000 GALEMONT AVENUE
HACIENDA HEIGHTS, CA 91745
(34.012168, -117.964361)",IDT,INDUSTRY STN,34.012168,-117.964361
1000077,ANIMAL SHOOTING INCIDENT,02/16/2012 03:05:00 PM,14200 BROADWAY,WHITTIER,CA,90604,0492,"14200 BROADWAY
WHITTIER, CA 90604
(33.94059, -118.028424)",NWK,NORWALK REGIONAL STN,33.94059,-118.028424
1000101,ANIMAL SHOOTING INCIDENT,10/04/2012 08:10:00 AM,7600 MANZANAR AVENUE,PICO RIVERA,CA,90660,1516,"7600 MANZANAR AVENUE
PICO RIVERA, CA 90660
(33.97467, -118.104941)",COP,COPS BUREAU,33.97467,-118.104941
1000443,HIT SHOOTING INCIDENT,04/09/2013 01:49:00 AM,4000 AGNES AVENUE,LYNWOOD,CA,90262,2117,"4000 AGNES AVENUE
LYNWOOD, CA 90262
(33.916646, -118.199703)",CEN,CENTURY STN,33.916646,-118.199703
1000529,NON-HIT SHOOTING INCIDENT,06/27/2015 10:20:00 PM,800 TAJAUTA AVENUE,COMPTON,CA,90220,2811,"800 TAJAUTA AVENUE
COMPTON, CA 90220
(33.901577, -118.246729)",COM,COMPTON STN,33.901577,-118.246729
1000048,ANIMAL SHOOTING INCIDENT,01/14/2010 10:10:00 AM,900 BELSON STREET,TORRANCE,CA,90502,1697,"900 BELSON STREET
TORRANCE, CA 90502
(33.817403, -118.290348)",CSN,CARSON STN,33.817403,-118.290348
1000402,HIT SHOOTING INCIDENT,05/23/2012 10:48:00 AM,1000 W STOCKWELL STREET,COMPTON,CA,90222,2812,"1000 W STOCKWELL STREET
COMPTON, CA 90222
(33.909089, -118.243098)",TST,TRANSPORTATION BUREAU,33.909089,-118.243098
1000120,ANIMAL SHOOTING INCIDENT,06/03/2011 08:27:00 AM,300 E. AVENUE P-3,PALMDALE,CA,93550,2619,"300 E. AVENUE P-3
PALMDALE, CA 93550
(34.60172009144330248129, -118.12532553680958018947)",PLM,PALMDALE STN,34.601720091443302,-118.12532553680958
1000242,UNINTENTIONAL DISCHARGE INCIDENT,03/11/2014 12:50:00 PM,4100 WORKMAN MILL ROAD,WHITTIER,CA,90601,3615,"4100 WORKMAN MILL ROAD
WHITTIER, CA 90601
(34.015351, -118.043736)",NARCO,NARCOTICS BUREAU,34.015351,-118.043736
1000160,ANIMAL SHOOTING INCIDENT,04/22/2015 11:47:00 PM,4200 LOS FLORES BOULEVARD,LYNWOOD,CA,90262,2113,"4200 LOS FLORES BOULEVARD
LYNWOOD, CA 90262
(33.930086, -118.187959)",CEN,CENTURY STN,33.930086,-118.187959
1000234,UNINTENTIONAL DISCHARGE INCIDENT,10/09/2013 12:20:00 AM,700 W. POPLAR STREET,COMPTON,CA,90220,2814,"700 W. POPLAR STREET
COMPTON, CA 90220
(33.900019, -118.236026)",COM,COMPTON STN,33.900019,-118.236026
1000067,ANIMAL SHOOTING INCIDENT,08/23/2011 12:00:00 PM,5500 MANZANAR AVENUE,PICO RIVERA,CA,90660,1514,"5500 MANZANAR AVENUE
PICO RIVERA, CA 90660
(33.994909, -118.087825)",COP,COPS BUREAU,33.994909,-118.087825
1000473,HIT SHOOTING INCIDENT,12/29/2013 01:20:00 AM,2500 EL TORO ROAD,MONROVIA,CA,91010,0583,"2500 EL TORO ROAD
MONROVIA, CA 91010
(34.119987, -117.992453)",TEM,TEMPLE CITY STN,34.119987,-117.992453
1000454,HIT SHOOTING INCIDENT,08/28/2013 05:49:00 PM,2000 PIRU STREET,COMPTON,CA,90220,2137,"2000 PIRU STREET
COMPTON, CA 90220
(33.908389, -118.236121)",CEN,CENTURY STN,33.908389,-118.236121
1000216,UNINTENTIONAL DISCHARGE INCIDENT,10/08/2012 08:45:00 PM,100 N. HUDSON AVENUE,CITY OF INDUSTRY,CA,91744,1434,"100 N. HUDSON AVENUE
CITY OF INDUSTRY, CA 91744
(34.024565, -117.959871)",IDT,INDUSTRY STN,34.024565,-117.959871
1000406,HIT SHOOTING INCIDENT,06/21/2012 12:00:00 PM,11500 ATLANTIC BLVD,LYNWOOD,CA,90262,2114,"11500 ATLANTIC BLVD
LYNWOOD, CA 90262
(33.920226, -118.187786)",CEN,CENTURY STN,33.920226,-118.187786
1000111,ANIMAL SHOOTING INCIDENT,12/08/2012 12:05:00 PM,7300 WALNUT AVENUE,PARAMOUNT,CA,90723,1361,"7300 WALNUT AVENUE
PARAMOUNT, CA 90723
(33.914905, -118.171688)",LKD,LAKEWOOD STN,33.914905,-118.171688
1000367,HIT SHOOTING INCIDENT,12/01/2011 04:50:00 AM,11400 PIONEER BLVD,NORWALK,CA,90650,0451,"11400 PIONEER BLVD
NORWALK, CA 90650
(33.928331, -118.081753)",SEB,SPECIAL ENFORCEMENT BUR,33.928331,-118.081753
1000379,HIT SHOOTING INCIDENT,01/21/2012 11:03:00 PM,44200 W. 10TH STREET,LANCASTER,CA,93534,1126,"44200 W. 10TH STREET
LANCASTER, CA 93534
(34.685839, -118.147972)",LCS,LANCASTER STN,34.685839,-118.147972
1000357,NON-HIT SHOOTING INCIDENT,07/23/2011 01:58:00 AM,9200 WOODLEY AVENUE,LOS ANGELES,CA,91343,6885,"9200 WOODLEY AVENUE
LOS ANGELES, CA 91343
(34.237522, -118.485047)",TSB,TRANSIT SERVICES BUREAU,34.237522,-118.485047
1000192,UNINTENTIONAL DISCHARGE INCIDENT,05/30/2010 02:55:00 PM,3900 ROGERS STREET,LOS ANGELES,CA,90063,0272,"3900 ROGERS STREET
LOS ANGELES, CA 90063
(34.055829, -118.180454)",ELA,EAST LA STN,34.055829,-118.180454
1000460,HIT SHOOTING INCIDENT,09/25/2013 02:50:00 PM,1700 BURNSIDE AVENUE,LOS ANGELES,CA,90019,3499,"1700 BURNSIDE AVENUE
LOS ANGELES, CA 90019
(34.043173, -118.356797)",MCB,MAJOR CRIMES BUREAU,34.043173,-118.356797
1000180,ANIMAL SHOOTING INCIDENT,08/18/2010 10:30:00 AM,17700 VALEPORT AVENUE,LAKE LOS ANGELES,CA,93535,1197,"17700 VALEPORT AVENUE
LAKE LOS ANGELES, CA 93535
(34.624833, -117.814855)",OSS,OPERATION SAFE STREETS BUREAU,34.624833,-117.814855
1000084,ANIMAL SHOOTING INCIDENT,05/17/2012 06:15:00 PM,1700 144TH STREET,GARDENA,CA,90247,3603,"1700 144TH STREET
GARDENA, CA 90247
(33.900989, -118.30722)",COP,COPS BUREAU,33.900989,-118.30722
