LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,BETTY T YEE,LAURA WELLS,TAMMY D BLAIR,JOHN A PEREZ,DAVID EVANS,ASHLEY SWEARENGIN
POMONA,5250030A,2111,94,N,1095,TOTAL,108,17,8,5,31,23,10
POMONA,5250034B,2112,94,N,1280,POLLING PLACE,103,21,8,3,39,9,16
POMONA,5250034B,2112,94,N,0,VBM PORTION,137,15,7,9,36,16,38
POMONA,5250034B,2112,94,N,1280,TOTAL,240,36,15,12,75,25,54
POMONA,5250038A,2113,94,N,1088,POLLING PLACE,97,19,4,4,38,11,10
POMONA,5250038A,2113,94,N,0,VBM PORTION,76,16,1,4,24,8,14
POMONA,5250038A,2113,94,N,1088,TOTAL,173,35,5,8,62,19,24
POMONA,5250041A,2114,94,N,1212,POLLING PLACE,67,14,2,1,20,8,11
POMONA,5250041A,2114,94,N,0,VBM PORTION,44,8,3,2,18,5,6
POMONA,5250041A,2114,94,N,1212,TOTAL,111,22,5,3,38,13,17
POMONA,5250042A,2115,94,N,1045,POLLING PLACE,79,9,3,3,38,14,9
POMONA,5250042A,2115,94,N,0,VBM PORTION,66,11,2,8,27,6,9
POMONA,5250042A,2115,94,N,1045,TOTAL,145,20,5,11,65,20,18
POMONA,5250044D,2116,94,N,533,POLLING PLACE,30,2,0,2,15,6,1
POMONA,5250044D,2116,94,N,0,VBM PORTION,9,4,1,1,2,0,1
POMONA,5250044D,2116,94,N,533,TOTAL,39,6,1,3,17,6,2
POMONA,5250046D,2117,94,N,938,POLLING PLACE,39,9,3,3,8,5,8
POMONA,5250046D,2117,94,N,0,VBM PORTION,51,17,1,3,20,6,2
POMONA,5250046D,2117,94,N,938,TOTAL,90,26,4,6,28,11,10
POMONA,5250049A,2118,94,N,1238,POLLING PLACE,47,11,0,3,16,5,8
POMONA,5250049A,2118,94,N,0,VBM PORTION,37,2,0,3,14,9,6
POMONA,5250049A,2118,94,N,1238,TOTAL,84,13,0,6,30,14,14
POMONA,5250050A,2119,94,N,857,POLLING PLACE,69,18,2,1,22,5,14
POMONA,5250050A,2119,94,N,0,VBM PORTION,47,5,3,0,16,8,10
POMONA,5250050A,2119,94,N,857,TOTAL,116,23,5,1,38,13,24
POMONA,5250053A,2120,94,N,1315,POLLING PLACE,65,17,3,2,24,12,3
POMONA,5250053A,2120,94,N,0,VBM PORTION,36,5,0,4,9,8,5
POMONA,5250053A,2120,94,N,1315,TOTAL,101,22,3,6,33,20,8
POMONA,5250055A,2121,94,N,1059,POLLING PLACE,70,9,5,1,31,5,11
POMONA,5250055A,2121,94,N,0,VBM PORTION,49,9,1,4,7,8,12
POMONA,5250055A,2121,94,N,1059,TOTAL,119,18,6,5,38,13,23
POMONA,5250057A,2122,94,N,862,POLLING PLACE,38,8,2,1,18,1,4
POMONA,5250057A,2122,94,N,0,VBM PORTION,49,7,5,2,11,14,8
POMONA,5250057A,2122,94,N,862,TOTAL,87,15,7,3,29,15,12
POMONA,5250061B,2123,94,N,1189,POLLING PLACE,60,17,2,1,27,5,2
POMONA,5250061B,2123,94,N,0,VBM PORTION,57,9,2,2,27,11,3
POMONA,5250061B,2123,94,N,1189,TOTAL,117,26,4,3,54,16,5
POMONA,5250062A,2124,94,N,1278,POLLING PLACE,69,13,2,4,24,6,6
POMONA,5250062A,2124,94,N,0,VBM PORTION,72,10,1,3,24,13,11
POMONA,5250062A,2124,94,N,1278,TOTAL,141,23,3,7,48,19,17
POMONA,5250063A,2125,94,N,1164,POLLING PLACE,85,21,2,3,37,3,5
POMONA,5250063A,2125,94,N,0,VBM PORTION,51,17,0,4,16,3,5
POMONA,5250063A,2125,94,N,1164,TOTAL,136,38,2,7,53,6,10
POMONA,5250065A,2126,94,N,606,POLLING PLACE,34,4,0,1,15,4,3
POMONA,5250065A,2126,94,N,0,VBM PORTION,36,7,2,6,13,4,2
POMONA,5250065A,2126,94,N,606,TOTAL,70,11,2,7,28,8,5
POMONA,5250066A,2127,94,N,619,POLLING PLACE,17,1,3,0,7,1,2
POMONA,5250066A,2127,94,N,0,VBM PORTION,16,7,1,1,4,0,1
POMONA,5250066A,2127,94,N,619,TOTAL,33,8,4,1,11,1,3
POMONA,5250069A,2128,94,N,1168,POLLING PLACE,49,13,4,1,21,2,3
POMONA,5250069A,2128,94,N,0,VBM PORTION,53,8,5,3,17,7,9
POMONA,5250069A,2128,94,N,1168,TOTAL,102,21,9,4,38,9,12
POMONA,5250070A,2129,94,N,1238,POLLING PLACE,51,5,2,2,19,8,5
POMONA,5250070A,2129,94,N,0,VBM PORTION,52,11,1,2,24,6,4
POMONA,5250070A,2129,94,N,1238,TOTAL,103,16,3,4,43,14,9
POMONA,5250073A,2130,94,N,764,POLLING PLACE,40,7,6,0,21,2,4
POMONA,5250073A,2130,94,N,0,VBM PORTION,31,9,0,0,14,0,3
POMONA,5250073A,2130,94,N,764,TOTAL,71,16,6,0,35,2,7
POMONA,5250076A,2131,94,N,1248,POLLING PLACE,63,7,3,4,24,8,9
POMONA,5250076A,2131,94,N,0,VBM PORTION,61,11,1,9,24,6,3
POMONA,5250076A,2131,94,N,1248,TOTAL,124,18,4,13,48,14,12
POMONA,5250077A,2132,94,N,1125,POLLING PLACE,57,7,3,0,30,4,5
POMONA,5250077A,2132,94,N,0,VBM PORTION,43,14,2,2,12,3,2
POMONA,5250077A,2132,94,N,1125,TOTAL,100,21,5,2,42,7,7
POMONA,5250079A,2133,94,N,1017,POLLING PLACE,54,11,1,1,21,4,7
POMONA,5250079A,2133,94,N,0,VBM PORTION,48,10,1,2,14,6,7
POMONA,5250079A,2133,94,N,1017,TOTAL,102,21,2,3,35,10,14
POMONA,5250087C,2134,94,N,914,POLLING PLACE,110,16,5,5,22,14,16
POMONA,5250087C,2134,94,N,0,VBM PORTION,55,11,2,2,15,10,8
POMONA,5250087C,2134,94,N,914,TOTAL,165,27,7,7,37,24,24
POMONA,5250096A,2135,94,N,1225,POLLING PLACE,41,8,2,3,16,0,6
POMONA,5250096A,2135,94,N,0,VBM PORTION,52,19,2,3,12,2,11
POMONA,5250096A,2135,94,N,1225,TOTAL,93,27,4,6,28,2,17
POMONA,5250142A,2136,94,N,822,POLLING PLACE,77,15,4,0,30,11,9
POMONA,5250142A,2136,94,N,0,VBM PORTION,50,8,1,11,9,8,11
POMONA,5250142A,2136,94,N,822,TOTAL,127,23,5,11,39,19,20
POMONA,5250143A,2137,94,N,839,POLLING PLACE,71,8,2,1,24,13,13
POMONA,5250143A,2137,94,N,0,VBM PORTION,66,18,1,3,6,13,24
POMONA,5250143A,2137,94,N,839,TOTAL,137,26,3,4,30,26,37
POMONA,5250145A,2138,94,N,1288,POLLING PLACE,86,24,3,0,22,8,24
POMONA,5250145A,2138,94,N,0,VBM PORTION,110,23,2,8,20,23,21
POMONA,5250145A,2138,94,N,1288,TOTAL,196,47,5,8,42,31,45
POMONA,5250147A,2139,94,N,762,POLLING PLACE,48,13,0,0,15,9,7
POMONA,5250147A,2139,94,N,0,VBM PORTION,64,7,3,1,12,21,19
POMONA,5250147A,2139,94,N,762,TOTAL,112,20,3,1,27,30,26
POMONA,5250148A,2140,94,N,674,POLLING PLACE,52,10,1,1,13,9,11
POMONA,5250148A,2140,94,N,0,VBM PORTION,90,16,4,9,20,20,12
POMONA,5250148A,2140,94,N,674,TOTAL,142,26,5,10,33,29,23
POMONA,5250150A,2141,94,N,826,POLLING PLACE,46,9,0,0,3,18,13
POMONA,5250150A,2141,94,N,0,VBM PORTION,99,10,6,2,20,28,21
POMONA,5250150A,2141,94,N,826,TOTAL,145,19,6,2,23,46,34
POMONA,5250151A,2142,94,N,859,POLLING PLACE,51,4,0,1,19,9,15
POMONA,5250151A,2142,94,N,0,VBM PORTION,75,12,5,2,8,18,17
POMONA,5250151A,2142,94,N,859,TOTAL,126,16,5,3,27,27,32
POMONA,5250314A,2143,94,N,1244,POLLING PLACE,58,9,2,1,26,6,1
POMONA,5250314A,2143,94,N,0,VBM PORTION,58,10,1,7,19,10,7
POMONA,5250314A,2143,94,N,1244,TOTAL,116,19,3,8,45,16,8
POMONA,5250318A,2144,94,N,1018,POLLING PLACE,75,16,1,1,23,11,16
POMONA,5250318A,2144,94,N,0,VBM PORTION,69,8,5,1,24,10,17
POMONA,5250318A,2144,94,N,1018,TOTAL,144,24,6,2,47,21,33
POMONA,5250319A,2145,94,N,815,POLLING PLACE,70,10,1,2,23,7,16
POMONA,5250319A,2145,94,N,0,VBM PORTION,50,11,2,3,13,14,4
POMONA,5250319A,2145,94,N,815,TOTAL,120,21,3,5,36,21,20
QUARTZ HILL,5400003A,6134,3,Y,4,POLLING PLACE,0,0,0,0,0,0,0
QUARTZ HILL,5400003A,6134,3,Y,0,VBM PORTION,0,0,0,0,0,0,0
QUARTZ HILL,5400003A,6134,3,Y,4,TOTAL,0,0,0,0,0,0,0
QUARTZ HILL,5400004A,2146,2,N,1204,POLLING PLACE,121,10,4,5,13,32,49
QUARTZ HILL,5400004A,2146,2,N,0,VBM PORTION,93,15,8,1,2,16,40
QUARTZ HILL,5400004A,2146,2,N,1204,TOTAL,214,25,12,6,15,48,89
QUARTZ HILL,5400005A,2147,3,N,958,POLLING PLACE,144,13,1,0,15,33,74
QUARTZ HILL,5400005A,2147,3,N,0,VBM PORTION,128,13,2,0,18,21,58
QUARTZ HILL,5400005A,2147,3,N,958,TOTAL,272,26,3,0,33,54,132
QUARTZ HILL,5400009A,2148,2,N,1137,POLLING PLACE,119,8,8,1,11,38,41
QUARTZ HILL,5400009A,2148,2,N,0,VBM PORTION,80,7,3,2,8,11,45
QUARTZ HILL,5400009A,2148,2,N,1137,TOTAL,199,15,11,3,19,49,86
QUARTZ HILL,5400019A,2149,2,N,878,POLLING PLACE,105,8,3,4,17,13,48
QUARTZ HILL,5400019A,2149,2,N,0,VBM PORTION,65,15,1,0,6,12,28
QUARTZ HILL,5400019A,2149,2,N,878,TOTAL,170,23,4,4,23,25,76
QUARTZ HILL,5400046A,2150,2,N,739,POLLING PLACE,94,11,3,3,18,19,28
QUARTZ HILL,5400046A,2150,2,N,0,VBM PORTION,163,23,7,5,14,36,53
QUARTZ HILL,5400046A,2150,2,N,739,TOTAL,257,34,10,8,32,55,81
QUARTZ HILL,5400047A,2151,2,N,844,POLLING PLACE,99,12,2,0,13,29,33
QUARTZ HILL,5400047A,2151,2,N,0,VBM PORTION,123,15,4,1,13,31,45
QUARTZ HILL,5400047A,2151,2,N,844,TOTAL,222,27,6,1,26,60,78
QUARTZ HILL,5400048A,2152,2,N,1100,POLLING PLACE,120,5,4,2,19,29,52
QUARTZ HILL,5400048A,2152,2,N,0,VBM PORTION,112,9,7,2,9,36,36
QUARTZ HILL,5400048A,2152,2,N,1100,TOTAL,232,14,11,4,28,65,88
QUARTZ HILL,5400055A,2153,2,N,454,POLLING PLACE,66,5,1,0,3,19,29
QUARTZ HILL,5400055A,2153,2,N,0,VBM PORTION,58,6,5,0,8,9,25
QUARTZ HILL,5400055A,2153,2,N,454,TOTAL,124,11,6,0,11,28,54
QUARTZ HILL,5400057A,2154,2,N,992,POLLING PLACE,146,15,9,0,14,42,53
QUARTZ HILL,5400057A,2154,2,N,0,VBM PORTION,120,8,5,1,7,26,43
QUARTZ HILL,5400057A,2154,2,N,992,TOTAL,266,23,14,1,21,68,96
RAMONA,5500007A,2155,66,N,494,POLLING PLACE,41,7,4,1,10,9,6
RAMONA,5500007A,2155,66,N,0,VBM PORTION,25,6,4,1,5,4,4
RAMONA,5500007A,2155,66,N,494,TOTAL,66,13,8,2,15,13,10
RAMONA,5500009A,6135,122,Y,0,POLLING PLACE,0,0,0,0,0,0,0
RAMONA,5500009A,6135,122,Y,0,VBM PORTION,0,0,0,0,0,0,0
RAMONA,5500009A,6135,122,Y,0,TOTAL,0,0,0,0,0,0,0
RAMONA,5500011A,2156,68,N,696,POLLING PLACE,54,7,1,1,19,9,10
RAMONA,5500011A,2156,68,N,0,VBM PORTION,35,2,0,2,3,1,24
RAMONA,5500011A,2156,68,N,696,TOTAL,89,9,1,3,22,10,34
RAMONA,5500098A,2157,66,N,1168,POLLING PLACE,75,13,4,3,28,9,13
RAMONA,5500098A,2157,66,N,0,VBM PORTION,41,5,3,2,12,3,14
RAMONA,5500098A,2157,66,N,1168,TOTAL,116,18,7,5,40,12,27
RAMONA,5500099A,2158,66,N,1062,POLLING PLACE,84,10,4,6,24,15,18
RAMONA,5500099A,2158,66,N,0,VBM PORTION,73,6,3,2,33,19,8
RAMONA,5500099A,2158,66,N,1062,TOTAL,157,16,7,8,57,34,26
RAMONA,5500100A,2159,68,N,1000,POLLING PLACE,64,7,0,3,30,7,7
RAMONA,5500100A,2159,68,N,0,VBM PORTION,40,8,1,0,10,5,12
RAMONA,5500100A,2159,68,N,1000,TOTAL,104,15,1,3,40,12,19
RAMONA,5500102A,2160,68,N,799,POLLING PLACE,66,10,6,3,17,6,18
RAMONA,5500102A,2160,68,N,0,VBM PORTION,49,10,5,4,6,9,11
RAMONA,5500102A,2160,68,N,799,TOTAL,115,20,11,7,23,15,29
RAMONA,5500105A,2161,68,N,778,POLLING PLACE,72,5,2,3,12,18,27
RAMONA,5500105A,2161,68,N,0,VBM PORTION,80,10,2,2,10,19,30
RAMONA,5500105A,2161,68,N,778,TOTAL,152,15,4,5,22,37,57
RAMONA,5500109A,2162,121,N,542,POLLING PLACE,54,2,1,0,9,10,28
RAMONA,5500109A,2162,121,N,0,VBM PORTION,75,9,1,4,10,17,27
RAMONA,5500109A,2162,121,N,542,TOTAL,129,11,2,4,19,27,55
RAMONA,5500110A,2163,121,N,915,POLLING PLACE,86,6,1,0,9,18,41
RAMONA,5500110A,2163,121,N,0,VBM PORTION,73,15,1,0,5,15,31
RAMONA,5500110A,2163,121,N,915,TOTAL,159,21,2,0,14,33,72
RAMONA,5500112A,2164,35,N,221,POLLING PLACE,44,0,0,0,11,14,15
RAMONA,5500112A,2164,35,N,0,VBM PORTION,32,6,2,0,1,5,13
RAMONA,5500112A,2164,35,N,221,TOTAL,76,6,2,0,12,19,28
RANCHO PALOS VERDES,5530002A,2165,181,N,1351,POLLING PLACE,249,59,7,3,25,27,102
RANCHO PALOS VERDES,5530002A,2165,181,N,0,VBM PORTION,223,40,6,6,28,34,81
RANCHO PALOS VERDES,5530002A,2165,181,N,1351,TOTAL,472,99,13,9,53,61,183
RANCHO PALOS VERDES,5530003A,6136,190,Y,0,POLLING PLACE,0,0,0,0,0,0,0
RANCHO PALOS VERDES,5530003A,6136,190,Y,0,VBM PORTION,0,0,0,0,0,0,0
RANCHO PALOS VERDES,5530003A,6136,190,Y,0,TOTAL,0,0,0,0,0,0,0
RANCHO PALOS VERDES,5530006A,2166,181,N,748,POLLING PLACE,103,12,9,0,14,15,39
RANCHO PALOS VERDES,5530006A,2166,181,N,0,VBM PORTION,158,23,3,5,17,21,64
RANCHO PALOS VERDES,5530006A,2166,181,N,748,TOTAL,261,35,12,5,31,36,103
RANCHO PALOS VERDES,5530007A,2167,181,N,1079,POLLING PLACE,198,22,5,0,33,22,90
RANCHO PALOS VERDES,5530007A,2167,181,N,0,VBM PORTION,161,24,3,2,15,26,71
RANCHO PALOS VERDES,5530007A,2167,181,N,1079,TOTAL,359,46,8,2,48,48,161
RANCHO PALOS VERDES,5530009A,6137,190,Y,0,POLLING PLACE,0,0,0,0,0,0,0
RANCHO PALOS VERDES,5530009A,6137,190,Y,0,VBM PORTION,0,0,0,0,0,0,0
RANCHO PALOS VERDES,5530009A,6137,190,Y,0,TOTAL,0,0,0,0,0,0,0
RANCHO PALOS VERDES,5530013A,2168,181,N,1026,POLLING PLACE,165,35,4,1,15,17,78
RANCHO PALOS VERDES,5530013A,2168,181,N,0,VBM PORTION,172,35,2,2,31,22,66
RANCHO PALOS VERDES,5530013A,2168,181,N,1026,TOTAL,337,70,6,3,46,39,144
RANCHO PALOS VERDES,5530015A,2169,181,N,1163,POLLING PLACE,148,37,2,0,24,24,40
RANCHO PALOS VERDES,5530015A,2169,181,N,0,VBM PORTION,193,38,5,2,28,29,70
RANCHO PALOS VERDES,5530015A,2169,181,N,1163,TOTAL,341,75,7,2,52,53,110
RANCHO PALOS VERDES,5530016A,2170,181,N,1201,POLLING PLACE,159,26,6,3,19,21,72
RANCHO PALOS VERDES,5530016A,2170,181,N,0,VBM PORTION,232,29,13,4,27,41,95
RANCHO PALOS VERDES,5530016A,2170,181,N,1201,TOTAL,391,55,19,7,46,62,167
RANCHO PALOS VERDES,5530018B,2171,181,N,1208,POLLING PLACE,155,24,7,4,16,26,52
RANCHO PALOS VERDES,5530018B,2171,181,N,0,VBM PORTION,184,20,8,2,23,29,83
RANCHO PALOS VERDES,5530018B,2171,181,N,1208,TOTAL,339,44,15,6,39,55,135
RANCHO PALOS VERDES,5530021A,2172,181,N,1231,POLLING PLACE,182,18,9,1,24,18,91
RANCHO PALOS VERDES,5530021A,2172,181,N,0,VBM PORTION,187,26,9,4,19,26,76
RANCHO PALOS VERDES,5530021A,2172,181,N,1231,TOTAL,369,44,18,5,43,44,167
RANCHO PALOS VERDES,5530026A,2173,181,N,1606,POLLING PLACE,258,50,8,4,21,25,118
RANCHO PALOS VERDES,5530026A,2173,181,N,0,VBM PORTION,320,35,7,6,31,50,160
RANCHO PALOS VERDES,5530026A,2173,181,N,1606,TOTAL,578,85,15,10,52,75,278
RANCHO PALOS VERDES,5530027A,2174,181,N,1374,POLLING PLACE,161,26,4,1,17,23,69
RANCHO PALOS VERDES,5530027A,2174,181,N,0,VBM PORTION,276,41,13,2,29,32,115
RANCHO PALOS VERDES,5530027A,2174,181,N,1374,TOTAL,437,67,17,3,46,55,184
RANCHO PALOS VERDES,5530031A,2175,181,N,1272,POLLING PLACE,157,38,6,5,20,22,51
RANCHO PALOS VERDES,5530031A,2175,181,N,0,VBM PORTION,198,27,14,2,22,32,73
RANCHO PALOS VERDES,5530031A,2175,181,N,1272,TOTAL,355,65,20,7,42,54,124
RANCHO PALOS VERDES,5530032A,2176,181,N,1065,POLLING PLACE,110,23,4,1,7,9,48
RANCHO PALOS VERDES,5530032A,2176,181,N,0,VBM PORTION,161,19,4,2,15,21,78
RANCHO PALOS VERDES,5530032A,2176,181,N,1065,TOTAL,271,42,8,3,22,30,126
RANCHO PALOS VERDES,5530033A,2177,181,N,1205,POLLING PLACE,167,28,5,2,27,27,54
RANCHO PALOS VERDES,5530033A,2177,181,N,0,VBM PORTION,184,21,3,8,25,27,76
RANCHO PALOS VERDES,5530033A,2177,181,N,1205,TOTAL,351,49,8,10,52,54,130
RANCHO PALOS VERDES,5530036A,2178,181,N,1340,POLLING PLACE,172,13,4,2,21,25,87
RANCHO PALOS VERDES,5530036A,2178,181,N,0,VBM PORTION,237,20,5,0,19,46,109
RANCHO PALOS VERDES,5530036A,2178,181,N,1340,TOTAL,409,33,9,2,40,71,196
RANCHO PALOS VERDES,5530040A,2179,181,N,792,POLLING PLACE,134,15,3,2,18,20,64
RANCHO PALOS VERDES,5530040A,2179,181,N,0,VBM PORTION,130,20,0,2,27,21,47
RANCHO PALOS VERDES,5530040A,2179,181,N,792,TOTAL,264,35,3,4,45,41,111
RANCHO PALOS VERDES,5530041A,2180,181,N,1307,POLLING PLACE,146,10,6,4,22,22,68
RANCHO PALOS VERDES,5530041A,2180,181,N,0,VBM PORTION,287,33,3,2,28,47,144
RANCHO PALOS VERDES,5530041A,2180,181,N,1307,TOTAL,433,43,9,6,50,69,212
RANCHO PALOS VERDES,5530042A,2181,181,N,1236,POLLING PLACE,188,17,5,3,22,29,90
RANCHO PALOS VERDES,5530042A,2181,181,N,0,VBM PORTION,188,21,7,0,31,32,74
RANCHO PALOS VERDES,5530042A,2181,181,N,1236,TOTAL,376,38,12,3,53,61,164
RANCHO PALOS VERDES,5530048A,2182,181,N,1411,POLLING PLACE,213,32,7,0,28,33,91
RANCHO PALOS VERDES,5530048A,2182,181,N,0,VBM PORTION,294,43,12,4,26,45,133
RANCHO PALOS VERDES,5530048A,2182,181,N,1411,TOTAL,507,75,19,4,54,78,224
RANCHO PALOS VERDES,5530055A,2183,181,N,841,POLLING PLACE,128,22,1,0,18,9,49
RANCHO PALOS VERDES,5530055A,2183,181,N,0,VBM PORTION,110,24,0,4,10,17,35
RANCHO PALOS VERDES,5530055A,2183,181,N,841,TOTAL,238,46,1,4,28,26,84
RANCHO PALOS VERDES,5530059A,2184,181,N,1173,POLLING PLACE,122,13,7,3,18,15,54
RANCHO PALOS VERDES,5530059A,2184,181,N,0,VBM PORTION,164,36,5,2,12,29,46
RANCHO PALOS VERDES,5530059A,2184,181,N,1173,TOTAL,286,49,12,5,30,44,100
RANCHO PALOS VERDES,5530080A,2185,181,N,736,POLLING PLACE,84,8,3,0,16,7,38
RANCHO PALOS VERDES,5530080A,2185,181,N,0,VBM PORTION,133,17,5,3,20,15,62
RANCHO PALOS VERDES,5530080A,2185,181,N,736,TOTAL,217,25,8,3,36,22,100
RANCHO PALOS VERDES,5530081B,2186,181,N,1048,POLLING PLACE,138,21,9,0,22,11,53
RANCHO PALOS VERDES,5530081B,2186,181,N,0,VBM PORTION,148,18,4,0,31,23,61
RANCHO PALOS VERDES,5530081B,2186,181,N,1048,TOTAL,286,39,13,0,53,34,114
RANCHO PALOS VERDES,5530082A,2187,181,N,831,POLLING PLACE,89,23,2,2,17,9,25
RANCHO PALOS VERDES,5530082A,2187,181,N,0,VBM PORTION,110,14,8,13,15,11,36
RANCHO PALOS VERDES,5530082A,2187,181,N,831,TOTAL,199,37,10,15,32,20,61
RANCHO PALOS VERDES,5530085A,2188,181,N,908,POLLING PLACE,102,19,6,2,18,20,28
RANCHO PALOS VERDES,5530085A,2188,181,N,0,VBM PORTION,107,10,5,1,18,19,41
RANCHO PALOS VERDES,5530085A,2188,181,N,908,TOTAL,209,29,11,3,36,39,69
RANCHO PALOS VERDES,5530086A,2189,181,N,848,POLLING PLACE,95,18,3,0,17,13,30
RANCHO PALOS VERDES,5530086A,2189,181,N,0,VBM PORTION,90,16,4,4,17,12,25
RANCHO PALOS VERDES,5530086A,2189,181,N,848,TOTAL,185,34,7,4,34,25,55
REDONDO BEACH,5550001A,2190,181,N,1063,POLLING PLACE,74,11,1,2,17,11,19
REDONDO BEACH,5550001A,2190,181,N,0,VBM PORTION,112,20,10,3,10,19,34
REDONDO BEACH,5550001A,2190,181,N,1063,TOTAL,186,31,11,5,27,30,53
REDONDO BEACH,5550004A,2191,181,N,881,POLLING PLACE,83,14,4,1,9,6,34
REDONDO BEACH,5550004A,2191,181,N,0,VBM PORTION,129,23,11,0,30,18,27
REDONDO BEACH,5550004A,2191,181,N,881,TOTAL,212,37,15,1,39,24,61
REDONDO BEACH,5550005A,2192,181,N,956,POLLING PLACE,118,19,8,2,19,14,42
REDONDO BEACH,5550005A,2192,181,N,0,VBM PORTION,106,14,12,3,20,17,31
REDONDO BEACH,5550005A,2192,181,N,956,TOTAL,224,33,20,5,39,31,73
REDONDO BEACH,5550006A,2193,181,N,1070,POLLING PLACE,100,19,4,0,12,14,38
REDONDO BEACH,5550006A,2193,181,N,0,VBM PORTION,101,25,9,5,11,11,31
REDONDO BEACH,5550006A,2193,181,N,1070,TOTAL,201,44,13,5,23,25,69
REDONDO BEACH,5550010A,2194,181,N,856,POLLING PLACE,97,9,1,2,13,14,46
REDONDO BEACH,5550010A,2194,181,N,0,VBM PORTION,114,11,2,3,16,28,42
REDONDO BEACH,5550010A,2194,181,N,856,TOTAL,211,20,3,5,29,42,88
REDONDO BEACH,5550012A,2195,181,N,1058,POLLING PLACE,107,18,8,2,27,10,32
REDONDO BEACH,5550012A,2195,181,N,0,VBM PORTION,148,27,7,5,28,18,41
REDONDO BEACH,5550012A,2195,181,N,1058,TOTAL,255,45,15,7,55,28,73
REDONDO BEACH,5550013A,2196,181,N,956,POLLING PLACE,146,31,5,4,28,20,34
REDONDO BEACH,5550013A,2196,181,N,0,VBM PORTION,127,28,11,7,22,18,30
REDONDO BEACH,5550013A,2196,181,N,956,TOTAL,273,59,16,11,50,38,64
REDONDO BEACH,5550014A,2197,181,N,1324,POLLING PLACE,138,21,4,6,28,18,45
REDONDO BEACH,5550014A,2197,181,N,0,VBM PORTION,201,35,13,2,40,31,51
REDONDO BEACH,5550014A,2197,181,N,1324,TOTAL,339,56,17,8,68,49,96
REDONDO BEACH,5550015A,2198,181,N,965,POLLING PLACE,105,13,7,2,23,14,32
REDONDO BEACH,5550015A,2198,181,N,0,VBM PORTION,98,13,3,1,11,25,28
REDONDO BEACH,5550015A,2198,181,N,965,TOTAL,203,26,10,3,34,39,60
REDONDO BEACH,5550016A,2199,181,N,1286,POLLING PLACE,143,19,10,2,42,19,37
REDONDO BEACH,5550016A,2199,181,N,0,VBM PORTION,165,26,15,7,23,24,50
REDONDO BEACH,5550016A,2199,181,N,1286,TOTAL,308,45,25,9,65,43,87
REDONDO BEACH,5550017A,2200,181,N,1345,POLLING PLACE,143,17,12,3,25,19,44
REDONDO BEACH,5550017A,2200,181,N,0,VBM PORTION,133,21,13,4,21,21,38
REDONDO BEACH,5550017A,2200,181,N,1345,TOTAL,276,38,25,7,46,40,82
REDONDO BEACH,5550019A,2201,181,N,1501,POLLING PLACE,144,24,6,1,16,17,56
REDONDO BEACH,5550019A,2201,181,N,0,VBM PORTION,209,22,6,2,32,24,81
REDONDO BEACH,5550019A,2201,181,N,1501,TOTAL,353,46,12,3,48,41,137
REDONDO BEACH,5550024A,2202,181,N,1402,POLLING PLACE,135,35,7,2,26,14,40
REDONDO BEACH,5550024A,2202,181,N,0,VBM PORTION,117,24,1,10,14,14,37
REDONDO BEACH,5550024A,2202,181,N,1402,TOTAL,252,59,8,12,40,28,77
REDONDO BEACH,5550029A,2203,181,N,963,POLLING PLACE,122,21,5,3,27,19,33
REDONDO BEACH,5550029A,2203,181,N,0,VBM PORTION,94,13,2,2,19,16,33
REDONDO BEACH,5550029A,2203,181,N,963,TOTAL,216,34,7,5,46,35,66
REDONDO BEACH,5550030A,2204,181,N,1033,POLLING PLACE,176,34,10,7,34,24,50
REDONDO BEACH,5550030A,2204,181,N,0,VBM PORTION,153,23,11,6,28,33,41
REDONDO BEACH,5550030A,2204,181,N,1033,TOTAL,329,57,21,13,62,57,91
REDONDO BEACH,5550032A,2205,181,N,1167,POLLING PLACE,105,22,7,2,14,15,33
REDONDO BEACH,5550032A,2205,181,N,0,VBM PORTION,120,23,12,2,17,18,34
REDONDO BEACH,5550032A,2205,181,N,1167,TOTAL,225,45,19,4,31,33,67
REDONDO BEACH,5550035A,2206,181,N,1212,POLLING PLACE,87,22,5,6,15,6,21
REDONDO BEACH,5550035A,2206,181,N,0,VBM PORTION,167,41,8,7,34,28,33
REDONDO BEACH,5550035A,2206,181,N,1212,TOTAL,254,63,13,13,49,34,54
REDONDO BEACH,5550036A,2207,181,N,1037,POLLING PLACE,84,14,3,3,13,16,24
REDONDO BEACH,5550036A,2207,181,N,0,VBM PORTION,72,11,8,1,9,10,21
REDONDO BEACH,5550036A,2207,181,N,1037,TOTAL,156,25,11,4,22,26,45
REDONDO BEACH,5550038A,2208,181,N,1116,POLLING PLACE,103,22,5,1,15,7,46
REDONDO BEACH,5550038A,2208,181,N,0,VBM PORTION,131,33,8,10,19,15,28
REDONDO BEACH,5550038A,2208,181,N,1116,TOTAL,234,55,13,11,34,22,74
REDONDO BEACH,5550041A,2209,181,N,1459,POLLING PLACE,136,29,9,1,28,19,31
REDONDO BEACH,5550041A,2209,181,N,0,VBM PORTION,104,22,9,5,12,19,27
REDONDO BEACH,5550041A,2209,181,N,1459,TOTAL,240,51,18,6,40,38,58
