LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,YES,NO
RAMONA,5500009A,6135,122,Y,0,VBM PORTION,0,0,0
RAMONA,5500009A,6135,122,Y,0,TOTAL,0,0,0
RAMONA,5500011A,2156,68,N,696,POLLING PLACE,54,33,18
RAMONA,5500011A,2156,68,N,0,VBM PORTION,35,13,17
RAMONA,5500011A,2156,68,N,696,TOTAL,89,46,35
RAMONA,5500098A,2157,66,N,1168,POLLING PLACE,75,48,19
RAMONA,5500098A,2157,66,N,0,VBM PORTION,41,21,18
RAMONA,5500098A,2157,66,N,1168,TOTAL,116,69,37
RAMONA,5500099A,2158,66,N,1062,POLLING PLACE,84,28,40
RAMONA,5500099A,2158,66,N,0,VBM PORTION,73,32,29
RAMONA,5500099A,2158,66,N,1062,TOTAL,157,60,69
RAMONA,5500100A,2159,68,N,1000,POLLING PLACE,64,34,18
RAMONA,5500100A,2159,68,N,0,VBM PORTION,40,19,8
RAMONA,5500100A,2159,68,N,1000,TOTAL,104,53,26
RAMONA,5500102A,2160,68,N,799,POLLING PLACE,66,40,18
RAMONA,5500102A,2160,68,N,0,VBM PORTION,49,29,18
RAMONA,5500102A,2160,68,N,799,TOTAL,115,69,36
RAMONA,5500105A,2161,68,N,778,POLLING PLACE,72,30,31
RAMONA,5500105A,2161,68,N,0,VBM PORTION,80,33,32
RAMONA,5500105A,2161,68,N,778,TOTAL,152,63,63
RAMONA,5500109A,2162,121,N,542,POLLING PLACE,54,23,31
RAMONA,5500109A,2162,121,N,0,VBM PORTION,75,38,30
RAMONA,5500109A,2162,121,N,542,TOTAL,129,61,61
RAMONA,5500110A,2163,121,N,915,POLLING PLACE,86,39,43
RAMONA,5500110A,2163,121,N,0,VBM PORTION,73,35,29
RAMONA,5500110A,2163,121,N,915,TOTAL,159,74,72
RAMONA,5500112A,2164,35,N,221,POLLING PLACE,44,19,23
RAMONA,5500112A,2164,35,N,0,VBM PORTION,32,11,13
RAMONA,5500112A,2164,35,N,221,TOTAL,76,30,36
RANCHO PALOS VERDES,5530002A,2165,181,N,1351,POLLING PLACE,249,127,86
RANCHO PALOS VERDES,5530002A,2165,181,N,0,VBM PORTION,223,100,77
RANCHO PALOS VERDES,5530002A,2165,181,N,1351,TOTAL,472,227,163
RANCHO PALOS VERDES,5530003A,6136,190,Y,0,POLLING PLACE,0,0,0
RANCHO PALOS VERDES,5530003A,6136,190,Y,0,VBM PORTION,0,0,0
RANCHO PALOS VERDES,5530003A,6136,190,Y,0,TOTAL,0,0,0
RANCHO PALOS VERDES,5530006A,2166,181,N,748,POLLING PLACE,103,58,35
RANCHO PALOS VERDES,5530006A,2166,181,N,0,VBM PORTION,158,79,47
RANCHO PALOS VERDES,5530006A,2166,181,N,748,TOTAL,261,137,82
RANCHO PALOS VERDES,5530007A,2167,181,N,1079,POLLING PLACE,198,116,52
RANCHO PALOS VERDES,5530007A,2167,181,N,0,VBM PORTION,161,95,46
RANCHO PALOS VERDES,5530007A,2167,181,N,1079,TOTAL,359,211,98
RANCHO PALOS VERDES,5530009A,6137,190,Y,0,POLLING PLACE,0,0,0
RANCHO PALOS VERDES,5530009A,6137,190,Y,0,VBM PORTION,0,0,0
RANCHO PALOS VERDES,5530009A,6137,190,Y,0,TOTAL,0,0,0
RANCHO PALOS VERDES,5530013A,2168,181,N,1026,POLLING PLACE,165,105,49
RANCHO PALOS VERDES,5530013A,2168,181,N,0,VBM PORTION,172,90,60
RANCHO PALOS VERDES,5530013A,2168,181,N,1026,TOTAL,337,195,109
RANCHO PALOS VERDES,5530015A,2169,181,N,1163,POLLING PLACE,148,87,49
RANCHO PALOS VERDES,5530015A,2169,181,N,0,VBM PORTION,193,95,73
RANCHO PALOS VERDES,5530015A,2169,181,N,1163,TOTAL,341,182,122
RANCHO PALOS VERDES,5530016A,2170,181,N,1201,POLLING PLACE,159,97,49
RANCHO PALOS VERDES,5530016A,2170,181,N,0,VBM PORTION,232,125,69
RANCHO PALOS VERDES,5530016A,2170,181,N,1201,TOTAL,391,222,118
RANCHO PALOS VERDES,5530018B,2171,181,N,1208,POLLING PLACE,155,78,53
RANCHO PALOS VERDES,5530018B,2171,181,N,0,VBM PORTION,184,111,45
RANCHO PALOS VERDES,5530018B,2171,181,N,1208,TOTAL,339,189,98
RANCHO PALOS VERDES,5530021A,2172,181,N,1231,POLLING PLACE,182,107,55
RANCHO PALOS VERDES,5530021A,2172,181,N,0,VBM PORTION,187,94,60
RANCHO PALOS VERDES,5530021A,2172,181,N,1231,TOTAL,369,201,115
RANCHO PALOS VERDES,5530026A,2173,181,N,1606,POLLING PLACE,258,149,77
RANCHO PALOS VERDES,5530026A,2173,181,N,0,VBM PORTION,320,177,90
RANCHO PALOS VERDES,5530026A,2173,181,N,1606,TOTAL,578,326,167
RANCHO PALOS VERDES,5530027A,2174,181,N,1374,POLLING PLACE,161,98,41
RANCHO PALOS VERDES,5530027A,2174,181,N,0,VBM PORTION,276,131,103
RANCHO PALOS VERDES,5530027A,2174,181,N,1374,TOTAL,437,229,144
RANCHO PALOS VERDES,5530031A,2175,181,N,1272,POLLING PLACE,157,93,49
RANCHO PALOS VERDES,5530031A,2175,181,N,0,VBM PORTION,198,90,64
RANCHO PALOS VERDES,5530031A,2175,181,N,1272,TOTAL,355,183,113
RANCHO PALOS VERDES,5530032A,2176,181,N,1065,POLLING PLACE,110,65,32
RANCHO PALOS VERDES,5530032A,2176,181,N,0,VBM PORTION,161,95,45
RANCHO PALOS VERDES,5530032A,2176,181,N,1065,TOTAL,271,160,77
RANCHO PALOS VERDES,5530033A,2177,181,N,1205,POLLING PLACE,167,105,40
RANCHO PALOS VERDES,5530033A,2177,181,N,0,VBM PORTION,184,98,58
RANCHO PALOS VERDES,5530033A,2177,181,N,1205,TOTAL,351,203,98
RANCHO PALOS VERDES,5530036A,2178,181,N,1340,POLLING PLACE,172,100,53
RANCHO PALOS VERDES,5530036A,2178,181,N,0,VBM PORTION,237,114,87
RANCHO PALOS VERDES,5530036A,2178,181,N,1340,TOTAL,409,214,140
RANCHO PALOS VERDES,5530040A,2179,181,N,792,POLLING PLACE,134,71,52
RANCHO PALOS VERDES,5530040A,2179,181,N,0,VBM PORTION,130,71,42
RANCHO PALOS VERDES,5530040A,2179,181,N,792,TOTAL,264,142,94
RANCHO PALOS VERDES,5530041A,2180,181,N,1307,POLLING PLACE,146,84,45
RANCHO PALOS VERDES,5530041A,2180,181,N,0,VBM PORTION,287,152,104
RANCHO PALOS VERDES,5530041A,2180,181,N,1307,TOTAL,433,236,149
RANCHO PALOS VERDES,5530042A,2181,181,N,1236,POLLING PLACE,188,97,68
RANCHO PALOS VERDES,5530042A,2181,181,N,0,VBM PORTION,188,94,68
RANCHO PALOS VERDES,5530042A,2181,181,N,1236,TOTAL,376,191,136
RANCHO PALOS VERDES,5530048A,2182,181,N,1411,POLLING PLACE,213,112,83
RANCHO PALOS VERDES,5530048A,2182,181,N,0,VBM PORTION,294,183,82
RANCHO PALOS VERDES,5530048A,2182,181,N,1411,TOTAL,507,295,165
RANCHO PALOS VERDES,5530055A,2183,181,N,841,POLLING PLACE,128,63,36
RANCHO PALOS VERDES,5530055A,2183,181,N,0,VBM PORTION,110,59,34
RANCHO PALOS VERDES,5530055A,2183,181,N,841,TOTAL,238,122,70
RANCHO PALOS VERDES,5530059A,2184,181,N,1173,POLLING PLACE,122,65,40
RANCHO PALOS VERDES,5530059A,2184,181,N,0,VBM PORTION,164,58,58
RANCHO PALOS VERDES,5530059A,2184,181,N,1173,TOTAL,286,123,98
RANCHO PALOS VERDES,5530080A,2185,181,N,736,POLLING PLACE,84,51,23
RANCHO PALOS VERDES,5530080A,2185,181,N,0,VBM PORTION,133,58,62
RANCHO PALOS VERDES,5530080A,2185,181,N,736,TOTAL,217,109,85
RANCHO PALOS VERDES,5530081B,2186,181,N,1048,POLLING PLACE,138,72,37
RANCHO PALOS VERDES,5530081B,2186,181,N,0,VBM PORTION,148,69,42
RANCHO PALOS VERDES,5530081B,2186,181,N,1048,TOTAL,286,141,79
RANCHO PALOS VERDES,5530082A,2187,181,N,831,POLLING PLACE,89,56,27
RANCHO PALOS VERDES,5530082A,2187,181,N,0,VBM PORTION,110,67,25
RANCHO PALOS VERDES,5530082A,2187,181,N,831,TOTAL,199,123,52
RANCHO PALOS VERDES,5530085A,2188,181,N,908,POLLING PLACE,102,62,22
RANCHO PALOS VERDES,5530085A,2188,181,N,0,VBM PORTION,107,48,34
RANCHO PALOS VERDES,5530085A,2188,181,N,908,TOTAL,209,110,56
RANCHO PALOS VERDES,5530086A,2189,181,N,848,POLLING PLACE,95,52,28
RANCHO PALOS VERDES,5530086A,2189,181,N,0,VBM PORTION,90,45,31
RANCHO PALOS VERDES,5530086A,2189,181,N,848,TOTAL,185,97,59
REDONDO BEACH,5550001A,2190,181,N,1063,POLLING PLACE,74,40,19
REDONDO BEACH,5550001A,2190,181,N,0,VBM PORTION,112,61,37
REDONDO BEACH,5550001A,2190,181,N,1063,TOTAL,186,101,56
REDONDO BEACH,5550004A,2191,181,N,881,POLLING PLACE,83,41,27
REDONDO BEACH,5550004A,2191,181,N,0,VBM PORTION,129,74,34
REDONDO BEACH,5550004A,2191,181,N,881,TOTAL,212,115,61
REDONDO BEACH,5550005A,2192,181,N,956,POLLING PLACE,118,66,41
REDONDO BEACH,5550005A,2192,181,N,0,VBM PORTION,106,54,36
REDONDO BEACH,5550005A,2192,181,N,956,TOTAL,224,120,77
REDONDO BEACH,5550006A,2193,181,N,1070,POLLING PLACE,100,62,27
REDONDO BEACH,5550006A,2193,181,N,0,VBM PORTION,101,58,31
REDONDO BEACH,5550006A,2193,181,N,1070,TOTAL,201,120,58
REDONDO BEACH,5550010A,2194,181,N,856,POLLING PLACE,97,61,31
REDONDO BEACH,5550010A,2194,181,N,0,VBM PORTION,114,64,32
REDONDO BEACH,5550010A,2194,181,N,856,TOTAL,211,125,63
REDONDO BEACH,5550012A,2195,181,N,1058,POLLING PLACE,107,67,35
REDONDO BEACH,5550012A,2195,181,N,0,VBM PORTION,148,83,44
REDONDO BEACH,5550012A,2195,181,N,1058,TOTAL,255,150,79
REDONDO BEACH,5550013A,2196,181,N,956,POLLING PLACE,146,80,44
REDONDO BEACH,5550013A,2196,181,N,0,VBM PORTION,127,72,41
REDONDO BEACH,5550013A,2196,181,N,956,TOTAL,273,152,85
REDONDO BEACH,5550014A,2197,181,N,1324,POLLING PLACE,138,77,45
REDONDO BEACH,5550014A,2197,181,N,0,VBM PORTION,201,105,67
REDONDO BEACH,5550014A,2197,181,N,1324,TOTAL,339,182,112
REDONDO BEACH,5550015A,2198,181,N,965,POLLING PLACE,105,67,30
REDONDO BEACH,5550015A,2198,181,N,0,VBM PORTION,98,56,27
REDONDO BEACH,5550015A,2198,181,N,965,TOTAL,203,123,57
REDONDO BEACH,5550016A,2199,181,N,1286,POLLING PLACE,143,90,39
REDONDO BEACH,5550016A,2199,181,N,0,VBM PORTION,165,85,46
REDONDO BEACH,5550016A,2199,181,N,1286,TOTAL,308,175,85
REDONDO BEACH,5550017A,2200,181,N,1345,POLLING PLACE,143,91,36
REDONDO BEACH,5550017A,2200,181,N,0,VBM PORTION,133,78,36
REDONDO BEACH,5550017A,2200,181,N,1345,TOTAL,276,169,72
REDONDO BEACH,5550019A,2201,181,N,1501,POLLING PLACE,144,87,34
REDONDO BEACH,5550019A,2201,181,N,0,VBM PORTION,209,110,68
REDONDO BEACH,5550019A,2201,181,N,1501,TOTAL,353,197,102
REDONDO BEACH,5550024A,2202,181,N,1402,POLLING PLACE,135,97,25
REDONDO BEACH,5550024A,2202,181,N,0,VBM PORTION,117,64,37
REDONDO BEACH,5550024A,2202,181,N,1402,TOTAL,252,161,62
REDONDO BEACH,5550029A,2203,181,N,963,POLLING PLACE,122,67,42
REDONDO BEACH,5550029A,2203,181,N,0,VBM PORTION,94,50,29
REDONDO BEACH,5550029A,2203,181,N,963,TOTAL,216,117,71
REDONDO BEACH,5550030A,2204,181,N,1033,POLLING PLACE,176,96,56
REDONDO BEACH,5550030A,2204,181,N,0,VBM PORTION,153,89,53
REDONDO BEACH,5550030A,2204,181,N,1033,TOTAL,329,185,109
REDONDO BEACH,5550032A,2205,181,N,1167,POLLING PLACE,105,66,26
REDONDO BEACH,5550032A,2205,181,N,0,VBM PORTION,120,72,32
REDONDO BEACH,5550032A,2205,181,N,1167,TOTAL,225,138,58
REDONDO BEACH,5550035A,2206,181,N,1212,POLLING PLACE,87,54,25
REDONDO BEACH,5550035A,2206,181,N,0,VBM PORTION,167,91,42
REDONDO BEACH,5550035A,2206,181,N,1212,TOTAL,254,145,67
REDONDO BEACH,5550036A,2207,181,N,1037,POLLING PLACE,84,53,21
REDONDO BEACH,5550036A,2207,181,N,0,VBM PORTION,72,34,29
REDONDO BEACH,5550036A,2207,181,N,1037,TOTAL,156,87,50
REDONDO BEACH,5550038A,2208,181,N,1116,POLLING PLACE,103,66,26
REDONDO BEACH,5550038A,2208,181,N,0,VBM PORTION,131,75,41
REDONDO BEACH,5550038A,2208,181,N,1116,TOTAL,234,141,67
REDONDO BEACH,5550041A,2209,181,N,1459,POLLING PLACE,136,82,40
REDONDO BEACH,5550041A,2209,181,N,0,VBM PORTION,104,59,23
REDONDO BEACH,5550041A,2209,181,N,1459,TOTAL,240,141,63
REDONDO BEACH,5550042A,2210,181,N,1081,POLLING PLACE,170,88,63
REDONDO BEACH,5550042A,2210,181,N,0,VBM PORTION,149,82,52
REDONDO BEACH,5550042A,2210,181,N,1081,TOTAL,319,170,115
REDONDO BEACH,5550045A,2211,181,N,1329,POLLING PLACE,144,93,27
REDONDO BEACH,5550045A,2211,181,N,0,VBM PORTION,129,76,43
REDONDO BEACH,5550045A,2211,181,N,1329,TOTAL,273,169,70
REDONDO BEACH,5550046A,2212,181,N,1269,POLLING PLACE,149,94,37
REDONDO BEACH,5550046A,2212,181,N,0,VBM PORTION,145,71,44
REDONDO BEACH,5550046A,2212,181,N,1269,TOTAL,294,165,81
REDONDO BEACH,5550050A,2213,181,N,1017,POLLING PLACE,91,58,22
REDONDO BEACH,5550050A,2213,181,N,0,VBM PORTION,115,66,29
REDONDO BEACH,5550050A,2213,181,N,1017,TOTAL,206,124,51
REDONDO BEACH,5550051A,2214,181,N,1002,POLLING PLACE,99,53,24
REDONDO BEACH,5550051A,2214,181,N,0,VBM PORTION,78,46,19
REDONDO BEACH,5550051A,2214,181,N,1002,TOTAL,177,99,43
REDONDO BEACH,5550056A,2215,181,N,1371,POLLING PLACE,186,96,71
REDONDO BEACH,5550056A,2215,181,N,0,VBM PORTION,203,115,66
REDONDO BEACH,5550056A,2215,181,N,1371,TOTAL,389,211,137
REDONDO BEACH,5550058A,2216,181,N,1440,POLLING PLACE,149,88,45
REDONDO BEACH,5550058A,2216,181,N,0,VBM PORTION,142,89,38
REDONDO BEACH,5550058A,2216,181,N,1440,TOTAL,291,177,83
REDONDO BEACH,5550063B,2217,181,N,1125,POLLING PLACE,135,70,51
REDONDO BEACH,5550063B,2217,181,N,0,VBM PORTION,140,72,50
REDONDO BEACH,5550063B,2217,181,N,1125,TOTAL,275,142,101
REDONDO BEACH,5550069A,2218,181,N,1343,POLLING PLACE,137,75,46
REDONDO BEACH,5550069A,2218,181,N,0,VBM PORTION,192,105,57
REDONDO BEACH,5550069A,2218,181,N,1343,TOTAL,329,180,103
REDONDO BEACH,5550070A,2219,181,N,1106,POLLING PLACE,100,60,25
REDONDO BEACH,5550070A,2219,181,N,0,VBM PORTION,165,83,53
REDONDO BEACH,5550070A,2219,181,N,1106,TOTAL,265,143,78
REDONDO BEACH,5550090A,2220,181,N,878,POLLING PLACE,91,51,23
REDONDO BEACH,5550090A,2220,181,N,0,VBM PORTION,108,61,39
REDONDO BEACH,5550090A,2220,181,N,878,TOTAL,199,112,62
REDONDO BEACH,5550091A,2221,181,N,951,POLLING PLACE,103,63,30
REDONDO BEACH,5550091A,2221,181,N,0,VBM PORTION,131,71,42
REDONDO BEACH,5550091A,2221,181,N,951,TOTAL,234,134,72
REDONDO BEACH,5550092A,2222,181,N,1329,POLLING PLACE,143,86,44
REDONDO BEACH,5550092A,2222,181,N,0,VBM PORTION,139,86,34
REDONDO BEACH,5550092A,2222,181,N,1329,TOTAL,282,172,78
REDONDO BEACH,5550093B,2223,181,N,1454,POLLING PLACE,150,82,48
REDONDO BEACH,5550093B,2223,181,N,0,VBM PORTION,154,78,52
REDONDO BEACH,5550093B,2223,181,N,1454,TOTAL,304,160,100
REDONDO BEACH,5550094A,2224,181,N,1078,POLLING PLACE,102,55,32
REDONDO BEACH,5550094A,2224,181,N,0,VBM PORTION,143,75,47
REDONDO BEACH,5550094A,2224,181,N,1078,TOTAL,245,130,79
REDONDO BEACH,5550095A,2225,181,N,1058,POLLING PLACE,114,61,43
REDONDO BEACH,5550095A,2225,181,N,0,VBM PORTION,130,75,40
REDONDO BEACH,5550095A,2225,181,N,1058,TOTAL,244,136,83
REDONDO BEACH,5550097A,2226,181,N,676,POLLING PLACE,66,46,12
REDONDO BEACH,5550097A,2226,181,N,0,VBM PORTION,62,33,25
REDONDO BEACH,5550097A,2226,181,N,676,TOTAL,128,79,37
REDONDO BEACH,5550098A,2227,181,N,1371,POLLING PLACE,136,72,47
REDONDO BEACH,5550098A,2227,181,N,0,VBM PORTION,136,66,49
REDONDO BEACH,5550098A,2227,181,N,1371,TOTAL,272,138,96
RIO HONDO,5600011A,6138,128,Y,1,POLLING PLACE,0,0,0
RIO HONDO,5600011A,6138,128,Y,0,VBM PORTION,0,0,0
RIO HONDO,5600011A,6138,128,Y,1,TOTAL,0,0,0
RIO HONDO,5600071A,6139,124,Y,0,POLLING PLACE,0,0,0
RIO HONDO,5600071A,6139,124,Y,0,VBM PORTION,0,0,0
RIO HONDO,5600071A,6139,124,Y,0,TOTAL,0,0,0
RIO HONDO,5600073A,2228,124,N,544,POLLING PLACE,43,22,17
RIO HONDO,5600073A,2228,124,N,0,VBM PORTION,4,3,1
RIO HONDO,5600073A,2228,124,N,544,TOTAL,47,25,18
RIO HONDO,5600086A,6140,73,Y,12,POLLING PLACE,0,0,0
RIO HONDO,5600086A,6140,73,Y,0,VBM PORTION,1,0,0
RIO HONDO,5600086A,6140,73,Y,12,TOTAL,1,0,0
ROLLING HILLS,5700001A,2229,181,N,788,POLLING PLACE,121,65,37
ROLLING HILLS,5700001A,2229,181,N,0,VBM PORTION,136,70,36
ROLLING HILLS,5700001A,2229,181,N,788,TOTAL,257,135,73
ROLLING HILLS,5700002A,2230,181,N,722,POLLING PLACE,148,71,58
ROLLING HILLS,5700002A,2230,181,N,0,VBM PORTION,127,67,44
ROLLING HILLS,5700002A,2230,181,N,722,TOTAL,275,138,102
ROLLING HILLS ESTATES,5730001A,2231,181,N,651,POLLING PLACE,99,69,21
ROLLING HILLS ESTATES,5730001A,2231,181,N,0,VBM PORTION,80,36,33
ROLLING HILLS ESTATES,5730001A,2231,181,N,651,TOTAL,179,105,54
ROLLING HILLS ESTATES,5730003A,2232,181,N,909,POLLING PLACE,140,96,33
ROLLING HILLS ESTATES,5730003A,2232,181,N,0,VBM PORTION,137,76,42
ROLLING HILLS ESTATES,5730003A,2232,181,N,909,TOTAL,277,172,75
ROLLING HILLS ESTATES,5730005A,2233,181,N,1266,POLLING PLACE,153,95,46
ROLLING HILLS ESTATES,5730005A,2233,181,N,0,VBM PORTION,225,115,77
ROLLING HILLS ESTATES,5730005A,2233,181,N,1266,TOTAL,378,210,123
ROLLING HILLS ESTATES,5730007A,2234,181,N,1027,POLLING PLACE,168,91,59
ROLLING HILLS ESTATES,5730007A,2234,181,N,0,VBM PORTION,152,89,41
ROLLING HILLS ESTATES,5730007A,2234,181,N,1027,TOTAL,320,180,100
ROLLING HILLS ESTATES,5730011A,2235,181,N,825,POLLING PLACE,134,84,30
ROLLING HILLS ESTATES,5730011A,2235,181,N,0,VBM PORTION,164,79,44
ROLLING HILLS ESTATES,5730011A,2235,181,N,825,TOTAL,298,163,74
ROLLING HILLS ESTATES,5730013A,2236,181,N,1143,POLLING PLACE,121,89,16
ROLLING HILLS ESTATES,5730013A,2236,181,N,0,VBM PORTION,176,101,43
ROLLING HILLS ESTATES,5730013A,2236,181,N,1143,TOTAL,297,190,59
ROSEMEAD,5750001A,2237,72,N,945,POLLING PLACE,79,40,26
ROSEMEAD,5750001A,2237,72,N,0,VBM PORTION,62,31,14
ROSEMEAD,5750001A,2237,72,N,945,TOTAL,141,71,40
ROSEMEAD,5750003B,2238,72,N,739,POLLING PLACE,44,21,16
ROSEMEAD,5750003B,2238,72,N,0,VBM PORTION,57,27,18
ROSEMEAD,5750003B,2238,72,N,739,TOTAL,101,48,34
ROSEMEAD,5750004A,6141,74,Y,0,POLLING PLACE,0,0,0
ROSEMEAD,5750004A,6141,74,Y,0,VBM PORTION,0,0,0
ROSEMEAD,5750004A,6141,74,Y,0,TOTAL,0,0,0
ROSEMEAD,5750006A,2239,72,N,1314,POLLING PLACE,93,56,27
ROSEMEAD,5750006A,2239,72,N,0,VBM PORTION,89,44,24
ROSEMEAD,5750006A,2239,72,N,1314,TOTAL,182,100,51
ROSEMEAD,5750007A,2240,72,N,1031,POLLING PLACE,62,33,24
ROSEMEAD,5750007A,2240,72,N,0,VBM PORTION,87,34,25
ROSEMEAD,5750007A,2240,72,N,1031,TOTAL,149,67,49
ROSEMEAD,5750010A,2241,72,N,1128,POLLING PLACE,60,39,17
ROSEMEAD,5750010A,2241,72,N,0,VBM PORTION,59,23,22
ROSEMEAD,5750010A,2241,72,N,1128,TOTAL,119,62,39
ROSEMEAD,5750012A,2242,72,N,954,POLLING PLACE,63,37,19
ROSEMEAD,5750012A,2242,72,N,0,VBM PORTION,43,21,12
ROSEMEAD,5750012A,2242,72,N,954,TOTAL,106,58,31
ROSEMEAD,5750014A,2243,72,N,1241,POLLING PLACE,79,41,22
ROSEMEAD,5750014A,2243,72,N,0,VBM PORTION,75,36,19
ROSEMEAD,5750014A,2243,72,N,1241,TOTAL,154,77,41
ROSEMEAD,5750014B,2244,72,N,488,POLLING PLACE,45,24,15
ROSEMEAD,5750014B,2244,72,N,0,VBM PORTION,23,5,9
ROSEMEAD,5750014B,2244,72,N,488,TOTAL,68,29,24
ROSEMEAD,5750015A,2245,72,N,1248,POLLING PLACE,52,27,11
ROSEMEAD,5750015A,2245,72,N,0,VBM PORTION,48,17,11
ROSEMEAD,5750015A,2245,72,N,1248,TOTAL,100,44,22
ROSEMEAD,5750015C,2246,72,N,677,POLLING PLACE,43,21,11
ROSEMEAD,5750015C,2246,72,N,0,VBM PORTION,27,22,3
ROSEMEAD,5750015C,2246,72,N,677,TOTAL,70,43,14
ROSEMEAD,5750019A,2247,72,N,747,POLLING PLACE,65,44,16
ROSEMEAD,5750019A,2247,72,N,0,VBM PORTION,88,44,29
ROSEMEAD,5750019A,2247,72,N,747,TOTAL,153,88,45
ROSEMEAD,5750020A,2248,72,N,1021,POLLING PLACE,68,35,18
ROSEMEAD,5750020A,2248,72,N,0,VBM PORTION,62,18,16
ROSEMEAD,5750020A,2248,72,N,1021,TOTAL,130,53,34
ROSEMEAD,5750023A,2249,72,N,1112,POLLING PLACE,54,29,14
ROSEMEAD,5750023A,2249,72,N,0,VBM PORTION,81,42,26
ROSEMEAD,5750023A,2249,72,N,1112,TOTAL,135,71,40
ROSEMEAD,5750026A,2250,72,N,1022,POLLING PLACE,41,28,7
ROSEMEAD,5750026A,2250,72,N,0,VBM PORTION,52,34,8
ROSEMEAD,5750026A,2250,72,N,1022,TOTAL,93,62,15
ROSEMEAD,5750027A,2251,72,N,1182,POLLING PLACE,62,32,21
ROSEMEAD,5750027A,2251,72,N,0,VBM PORTION,84,38,23
ROSEMEAD,5750027A,2251,72,N,1182,TOTAL,146,70,44
ROSEMEAD,5750030A,2252,72,N,856,POLLING PLACE,40,22,10
ROSEMEAD,5750030A,2252,72,N,0,VBM PORTION,45,17,17
ROSEMEAD,5750030A,2252,72,N,856,TOTAL,85,39,27
ROSEMEAD,5750033A,2253,72,N,1014,POLLING PLACE,32,20,9
ROSEMEAD,5750033A,2253,72,N,0,VBM PORTION,52,30,13
ROSEMEAD,5750033A,2253,72,N,1014,TOTAL,84,50,22
ROSEMEAD,5750035A,2254,72,N,1079,POLLING PLACE,57,36,8
ROSEMEAD,5750035A,2254,72,N,0,VBM PORTION,64,34,19
ROSEMEAD,5750035A,2254,72,N,1079,TOTAL,121,70,27
ROSEMEAD,5750050A,2255,72,N,786,POLLING PLACE,48,28,12
ROSEMEAD,5750050A,2255,72,N,0,VBM PORTION,83,40,20
ROSEMEAD,5750050A,2255,72,N,786,TOTAL,131,68,32
ROSEMEAD,5750073A,2256,72,N,1020,POLLING PLACE,46,26,12
ROSEMEAD,5750073A,2256,72,N,0,VBM PORTION,51,29,10
ROSEMEAD,5750073A,2256,72,N,1020,TOTAL,97,55,22
ROSEMEAD,5750074A,2257,72,N,975,POLLING PLACE,53,36,8
ROSEMEAD,5750074A,2257,72,N,0,VBM PORTION,70,39,12
ROSEMEAD,5750074A,2257,72,N,975,TOTAL,123,75,20
ROWLAND HEIGHTS,5850001A,2258,122,N,541,POLLING PLACE,54,37,10
ROWLAND HEIGHTS,5850001A,2258,122,N,0,VBM PORTION,50,17,20
ROWLAND HEIGHTS,5850001A,2258,122,N,541,TOTAL,104,54,30
ROWLAND HEIGHTS,5850002A,2259,122,N,1020,POLLING PLACE,74,33,30
ROWLAND HEIGHTS,5850002A,2259,122,N,0,VBM PORTION,88,56,16
ROWLAND HEIGHTS,5850002A,2259,122,N,1020,TOTAL,162,89,46
ROWLAND HEIGHTS,5850003B,2260,122,N,1115,POLLING PLACE,73,41,29
ROWLAND HEIGHTS,5850003B,2260,122,N,0,VBM PORTION,72,35,27
ROWLAND HEIGHTS,5850003B,2260,122,N,1115,TOTAL,145,76,56
ROWLAND HEIGHTS,5850005A,2261,122,N,1029,POLLING PLACE,54,37,11
ROWLAND HEIGHTS,5850005A,2261,122,N,0,VBM PORTION,83,47,24
ROWLAND HEIGHTS,5850005A,2261,122,N,1029,TOTAL,137,84,35
ROWLAND HEIGHTS,5850011A,2262,122,N,1272,POLLING PLACE,93,49,32
ROWLAND HEIGHTS,5850011A,2262,122,N,0,VBM PORTION,143,77,45
ROWLAND HEIGHTS,5850011A,2262,122,N,1272,TOTAL,236,126,77
ROWLAND HEIGHTS,5850018A,2263,122,N,886,POLLING PLACE,38,12,19
ROWLAND HEIGHTS,5850018A,2263,122,N,0,VBM PORTION,83,39,31
ROWLAND HEIGHTS,5850018A,2263,122,N,886,TOTAL,121,51,50
ROWLAND HEIGHTS,5850021A,2264,122,N,1206,POLLING PLACE,71,39,28
ROWLAND HEIGHTS,5850021A,2264,122,N,0,VBM PORTION,95,47,26
ROWLAND HEIGHTS,5850021A,2264,122,N,1206,TOTAL,166,86,54
ROWLAND HEIGHTS,5850027A,2265,122,N,1069,POLLING PLACE,68,27,28
ROWLAND HEIGHTS,5850027A,2265,122,N,0,VBM PORTION,134,67,47
ROWLAND HEIGHTS,5850027A,2265,122,N,1069,TOTAL,202,94,75
ROWLAND HEIGHTS,5850028A,2266,122,N,1122,POLLING PLACE,80,40,32
ROWLAND HEIGHTS,5850028A,2266,122,N,0,VBM PORTION,107,57,32
ROWLAND HEIGHTS,5850028A,2266,122,N,1122,TOTAL,187,97,64
ROWLAND HEIGHTS,5850030A,2267,122,N,1055,POLLING PLACE,54,26,16
ROWLAND HEIGHTS,5850030A,2267,122,N,0,VBM PORTION,131,74,34
ROWLAND HEIGHTS,5850030A,2267,122,N,1055,TOTAL,185,100,50
