LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,HELEN KIM,ALISON M ESTRADA
PASADENA,5150014A,1989,34,N,0,VBM PORTION,225,48,111
PASADENA,5150014A,1989,34,N,1175,TOTAL,360,89,160
PASADENA,5150015A,1990,33,N,1464,POLLING PLACE,163,39,84
PASADENA,5150015A,1990,33,N,0,VBM PORTION,214,54,102
PASADENA,5150015A,1990,33,N,1464,TOTAL,377,93,186
PASADENA,5150017B,1991,33,N,580,POLLING PLACE,71,21,39
PASADENA,5150017B,1991,33,N,0,VBM PORTION,55,8,38
PASADENA,5150017B,1991,33,N,580,TOTAL,126,29,77
PASADENA,5150020A,6124,47,Y,0,POLLING PLACE,0,0,0
PASADENA,5150020A,6124,47,Y,0,VBM PORTION,0,0,0
PASADENA,5150020A,6124,47,Y,0,TOTAL,0,0,0
PASADENA,5150021B,1992,33,N,945,POLLING PLACE,88,24,43
PASADENA,5150021B,1992,33,N,0,VBM PORTION,78,15,46
PASADENA,5150021B,1992,33,N,945,TOTAL,166,39,89
PASADENA,5150025A,1993,33,N,1300,POLLING PLACE,143,42,79
PASADENA,5150025A,1993,33,N,0,VBM PORTION,103,33,49
PASADENA,5150025A,1993,33,N,1300,TOTAL,246,75,128
PASADENA,5150029A,1994,33,N,914,POLLING PLACE,70,19,41
PASADENA,5150029A,1994,33,N,0,VBM PORTION,45,17,23
PASADENA,5150029A,1994,33,N,914,TOTAL,115,36,64
PASADENA,5150033A,1995,33,N,871,POLLING PLACE,53,11,26
PASADENA,5150033A,1995,33,N,0,VBM PORTION,72,12,42
PASADENA,5150033A,1995,33,N,871,TOTAL,125,23,68
PASADENA,5150035A,1996,33,N,1012,POLLING PLACE,134,50,63
PASADENA,5150035A,1996,33,N,0,VBM PORTION,109,25,62
PASADENA,5150035A,1996,33,N,1012,TOTAL,243,75,125
PASADENA,5150037B,1997,33,N,1181,POLLING PLACE,146,33,78
PASADENA,5150037B,1997,33,N,0,VBM PORTION,181,57,89
PASADENA,5150037B,1997,33,N,1181,TOTAL,327,90,167
PASADENA,5150038A,1998,33,N,943,POLLING PLACE,110,26,69
PASADENA,5150038A,1998,33,N,0,VBM PORTION,164,45,75
PASADENA,5150038A,1998,33,N,943,TOTAL,274,71,144
PASADENA,5150040A,1999,33,N,893,POLLING PLACE,59,24,19
PASADENA,5150040A,1999,33,N,0,VBM PORTION,62,24,27
PASADENA,5150040A,1999,33,N,893,TOTAL,121,48,46
PASADENA,5150041A,2000,33,N,1318,POLLING PLACE,96,33,51
PASADENA,5150041A,2000,33,N,0,VBM PORTION,101,32,51
PASADENA,5150041A,2000,33,N,1318,TOTAL,197,65,102
PASADENA,5150042A,2001,33,N,1188,POLLING PLACE,99,29,51
PASADENA,5150042A,2001,33,N,0,VBM PORTION,63,16,31
PASADENA,5150042A,2001,33,N,1188,TOTAL,162,45,82
PASADENA,5150043A,2002,33,N,1219,POLLING PLACE,42,18,17
PASADENA,5150043A,2002,33,N,0,VBM PORTION,54,20,21
PASADENA,5150043A,2002,33,N,1219,TOTAL,96,38,38
PASADENA,5150044A,2003,33,N,861,POLLING PLACE,76,23,36
PASADENA,5150044A,2003,33,N,0,VBM PORTION,102,30,47
PASADENA,5150044A,2003,33,N,861,TOTAL,178,53,83
PASADENA,5150045A,2004,33,N,1289,POLLING PLACE,59,23,23
PASADENA,5150045A,2004,33,N,0,VBM PORTION,61,19,34
PASADENA,5150045A,2004,33,N,1289,TOTAL,120,42,57
PASADENA,5150046A,2005,33,N,1066,POLLING PLACE,37,14,18
PASADENA,5150046A,2005,33,N,0,VBM PORTION,32,9,17
PASADENA,5150046A,2005,33,N,1066,TOTAL,69,23,35
PASADENA,5150049A,2006,33,N,1136,POLLING PLACE,148,37,85
PASADENA,5150049A,2006,33,N,0,VBM PORTION,110,29,55
PASADENA,5150049A,2006,33,N,1136,TOTAL,258,66,140
PASADENA,5150053A,2007,33,N,1163,POLLING PLACE,104,36,39
PASADENA,5150053A,2007,33,N,0,VBM PORTION,117,34,58
PASADENA,5150053A,2007,33,N,1163,TOTAL,221,70,97
PASADENA,5150057A,2008,33,N,1172,POLLING PLACE,74,14,38
PASADENA,5150057A,2008,33,N,0,VBM PORTION,99,24,40
PASADENA,5150057A,2008,33,N,1172,TOTAL,173,38,78
PASADENA,5150061B,2009,33,N,1242,POLLING PLACE,81,21,45
PASADENA,5150061B,2009,33,N,0,VBM PORTION,72,16,40
PASADENA,5150061B,2009,33,N,1242,TOTAL,153,37,85
PASADENA,5150065A,2010,33,N,980,POLLING PLACE,89,33,40
PASADENA,5150065A,2010,33,N,0,VBM PORTION,94,19,53
PASADENA,5150065A,2010,33,N,980,TOTAL,183,52,93
PASADENA,5150066A,2011,33,N,1178,POLLING PLACE,67,22,36
PASADENA,5150066A,2011,33,N,0,VBM PORTION,66,20,34
PASADENA,5150066A,2011,33,N,1178,TOTAL,133,42,70
PASADENA,5150069A,2012,33,N,933,POLLING PLACE,61,14,35
PASADENA,5150069A,2012,33,N,0,VBM PORTION,66,24,38
PASADENA,5150069A,2012,33,N,933,TOTAL,127,38,73
PASADENA,5150070A,2013,33,N,817,POLLING PLACE,83,26,39
PASADENA,5150070A,2013,33,N,0,VBM PORTION,66,18,30
PASADENA,5150070A,2013,33,N,817,TOTAL,149,44,69
PASADENA,5150071A,2014,33,N,798,POLLING PLACE,99,30,51
PASADENA,5150071A,2014,33,N,0,VBM PORTION,87,27,42
PASADENA,5150071A,2014,33,N,798,TOTAL,186,57,93
PASADENA,5150072A,2015,33,N,1045,POLLING PLACE,57,15,24
PASADENA,5150072A,2015,33,N,0,VBM PORTION,63,14,40
PASADENA,5150072A,2015,33,N,1045,TOTAL,120,29,64
PASADENA,5150074A,2016,33,N,1040,POLLING PLACE,100,28,44
PASADENA,5150074A,2016,33,N,0,VBM PORTION,85,16,45
PASADENA,5150074A,2016,33,N,1040,TOTAL,185,44,89
PASADENA,5150075A,2017,33,N,880,POLLING PLACE,161,36,96
PASADENA,5150075A,2017,33,N,0,VBM PORTION,165,41,83
PASADENA,5150075A,2017,33,N,880,TOTAL,326,77,179
PASADENA,5150079A,2018,33,N,925,POLLING PLACE,103,35,50
PASADENA,5150079A,2018,33,N,0,VBM PORTION,129,45,58
PASADENA,5150079A,2018,33,N,925,TOTAL,232,80,108
PASADENA,5150090E,2019,33,N,1232,POLLING PLACE,168,44,97
PASADENA,5150090E,2019,33,N,0,VBM PORTION,166,43,87
PASADENA,5150090E,2019,33,N,1232,TOTAL,334,87,184
PASADENA,5150091A,2020,33,N,1026,POLLING PLACE,95,17,51
PASADENA,5150091A,2020,33,N,0,VBM PORTION,158,37,77
PASADENA,5150091A,2020,33,N,1026,TOTAL,253,54,128
PASADENA,5150092A,2021,34,N,863,POLLING PLACE,151,32,87
PASADENA,5150092A,2021,34,N,0,VBM PORTION,134,27,78
PASADENA,5150092A,2021,34,N,863,TOTAL,285,59,165
PASADENA,5150094A,2022,34,N,879,POLLING PLACE,113,29,62
PASADENA,5150094A,2022,34,N,0,VBM PORTION,133,26,76
PASADENA,5150094A,2022,34,N,879,TOTAL,246,55,138
PASADENA,5150095A,2023,34,N,819,POLLING PLACE,124,25,66
PASADENA,5150095A,2023,34,N,0,VBM PORTION,131,28,72
PASADENA,5150095A,2023,34,N,819,TOTAL,255,53,138
PASADENA,5150097A,2024,34,N,1213,POLLING PLACE,167,33,99
PASADENA,5150097A,2024,34,N,0,VBM PORTION,230,50,114
PASADENA,5150097A,2024,34,N,1213,TOTAL,397,83,213
PASADENA,5150102A,2025,33,N,1002,POLLING PLACE,90,25,47
PASADENA,5150102A,2025,33,N,0,VBM PORTION,119,28,60
PASADENA,5150102A,2025,33,N,1002,TOTAL,209,53,107
PASADENA,5150108A,2026,33,N,1535,POLLING PLACE,164,31,94
PASADENA,5150108A,2026,33,N,0,VBM PORTION,258,39,123
PASADENA,5150108A,2026,33,N,1535,TOTAL,422,70,217
PASADENA,5150110A,2027,33,N,1528,POLLING PLACE,132,37,68
PASADENA,5150110A,2027,33,N,0,VBM PORTION,194,56,89
PASADENA,5150110A,2027,33,N,1528,TOTAL,326,93,157
PASADENA,5150114A,2028,33,N,1250,POLLING PLACE,86,22,47
PASADENA,5150114A,2028,33,N,0,VBM PORTION,107,28,54
PASADENA,5150114A,2028,33,N,1250,TOTAL,193,50,101
PASADENA,5150116A,2029,33,N,1252,POLLING PLACE,84,17,48
PASADENA,5150116A,2029,33,N,0,VBM PORTION,128,27,67
PASADENA,5150116A,2029,33,N,1252,TOTAL,212,44,115
PASADENA,5150118A,2030,33,N,1316,POLLING PLACE,89,22,39
PASADENA,5150118A,2030,33,N,0,VBM PORTION,162,37,81
PASADENA,5150118A,2030,33,N,1316,TOTAL,251,59,120
PASADENA,5150119A,2031,33,N,1328,POLLING PLACE,119,35,72
PASADENA,5150119A,2031,33,N,0,VBM PORTION,133,32,73
PASADENA,5150119A,2031,33,N,1328,TOTAL,252,67,145
PASADENA,5150120A,2032,33,N,855,POLLING PLACE,46,9,26
PASADENA,5150120A,2032,33,N,0,VBM PORTION,53,13,27
PASADENA,5150120A,2032,33,N,855,TOTAL,99,22,53
PASADENA,5150121A,2033,33,N,935,POLLING PLACE,84,19,38
PASADENA,5150121A,2033,33,N,0,VBM PORTION,72,16,38
PASADENA,5150121A,2033,33,N,935,TOTAL,156,35,76
PASADENA,5150122A,2034,33,N,1471,POLLING PLACE,159,49,80
PASADENA,5150122A,2034,33,N,0,VBM PORTION,246,60,133
PASADENA,5150122A,2034,33,N,1471,TOTAL,405,109,213
PASADENA,5150147A,2035,33,N,1256,POLLING PLACE,108,42,42
PASADENA,5150147A,2035,33,N,0,VBM PORTION,135,34,68
PASADENA,5150147A,2035,33,N,1256,TOTAL,243,76,110
PASADENA,5150156A,2036,33,N,1201,POLLING PLACE,98,37,43
PASADENA,5150156A,2036,33,N,0,VBM PORTION,118,26,54
PASADENA,5150156A,2036,33,N,1201,TOTAL,216,63,97
PASADENA,5150180A,2037,33,N,1370,POLLING PLACE,155,48,80
PASADENA,5150180A,2037,33,N,0,VBM PORTION,184,39,87
PASADENA,5150180A,2037,33,N,1370,TOTAL,339,87,167
PASADENA,5150181A,2038,33,N,952,POLLING PLACE,111,40,43
PASADENA,5150181A,2038,33,N,0,VBM PORTION,69,17,25
PASADENA,5150181A,2038,33,N,952,TOTAL,180,57,68
PASADENA,5150183A,2039,33,N,730,POLLING PLACE,85,26,50
PASADENA,5150183A,2039,33,N,0,VBM PORTION,156,40,77
PASADENA,5150183A,2039,33,N,730,TOTAL,241,66,127
PASADENA,5150186A,2040,33,N,882,POLLING PLACE,75,17,42
PASADENA,5150186A,2040,33,N,0,VBM PORTION,83,22,40
PASADENA,5150186A,2040,33,N,882,TOTAL,158,39,82
PASADENA,5150187A,2041,34,N,1591,POLLING PLACE,151,42,83
PASADENA,5150187A,2041,34,N,0,VBM PORTION,363,77,183
PASADENA,5150187A,2041,34,N,1591,TOTAL,514,119,266
PASADENA,5150188A,2042,34,N,937,POLLING PLACE,83,18,47
PASADENA,5150188A,2042,34,N,0,VBM PORTION,206,27,132
PASADENA,5150188A,2042,34,N,937,TOTAL,289,45,179
PASADENA,5150193A,2043,33,N,859,POLLING PLACE,80,28,34
PASADENA,5150193A,2043,33,N,0,VBM PORTION,108,32,48
PASADENA,5150193A,2043,33,N,859,TOTAL,188,60,82
PASADENA,5150194A,2044,33,N,1277,POLLING PLACE,66,23,32
PASADENA,5150194A,2044,33,N,0,VBM PORTION,81,28,41
PASADENA,5150194A,2044,33,N,1277,TOTAL,147,51,73
PASADENA,5150196A,2045,33,N,849,POLLING PLACE,77,24,34
PASADENA,5150196A,2045,33,N,0,VBM PORTION,60,16,27
PASADENA,5150196A,2045,33,N,849,TOTAL,137,40,61
PASADENA,5150197A,2046,33,N,1438,POLLING PLACE,80,25,44
PASADENA,5150197A,2046,33,N,0,VBM PORTION,121,27,61
PASADENA,5150197A,2046,33,N,1438,TOTAL,201,52,105
PASADENA,5150198A,2047,33,N,1222,POLLING PLACE,116,38,47
PASADENA,5150198A,2047,33,N,0,VBM PORTION,98,29,52
PASADENA,5150198A,2047,33,N,1222,TOTAL,214,67,99
PASADENA,5150199A,2048,33,N,1383,POLLING PLACE,73,29,33
PASADENA,5150199A,2048,33,N,0,VBM PORTION,135,35,64
PASADENA,5150199A,2048,33,N,1383,TOTAL,208,64,97
PASADENA,5150199C,2049,33,N,739,POLLING PLACE,60,21,24
PASADENA,5150199C,2049,33,N,0,VBM PORTION,48,15,23
PASADENA,5150199C,2049,33,N,739,TOTAL,108,36,47
PASADENA,5150205A,2050,33,N,672,POLLING PLACE,43,19,18
PASADENA,5150205A,2050,33,N,0,VBM PORTION,40,8,16
PASADENA,5150205A,2050,33,N,672,TOTAL,83,27,34
PASADENA,5150209A,2051,33,N,909,POLLING PLACE,72,23,31
PASADENA,5150209A,2051,33,N,0,VBM PORTION,105,27,53
PASADENA,5150209A,2051,33,N,909,TOTAL,177,50,84
PASADENA,5150211A,2052,33,N,734,POLLING PLACE,55,24,25
PASADENA,5150211A,2052,33,N,0,VBM PORTION,110,23,63
PASADENA,5150211A,2052,33,N,734,TOTAL,165,47,88
PASADENA,5150213A,2053,33,N,1042,POLLING PLACE,53,15,30
PASADENA,5150213A,2053,33,N,0,VBM PORTION,54,12,30
PASADENA,5150213A,2053,33,N,1042,TOTAL,107,27,60
PASADENA,5150216A,2054,33,N,1179,POLLING PLACE,61,16,34
PASADENA,5150216A,2054,33,N,0,VBM PORTION,102,32,38
PASADENA,5150216A,2054,33,N,1179,TOTAL,163,48,72
PEARBLOSSOM,5200003A,6125,4,Y,65,POLLING PLACE,0,0,0
PEARBLOSSOM,5200003A,6125,4,Y,0,VBM PORTION,24,10,6
PEARBLOSSOM,5200003A,6125,4,Y,65,TOTAL,24,10,6
PEARBLOSSOM,5200008A,6126,3,Y,94,POLLING PLACE,0,0,0
PEARBLOSSOM,5200008A,6126,3,Y,0,VBM PORTION,40,20,14
PEARBLOSSOM,5200008A,6126,3,Y,94,TOTAL,40,20,14
PEARBLOSSOM,5200013A,6127,4,Y,3,POLLING PLACE,0,0,0
PEARBLOSSOM,5200013A,6127,4,Y,0,VBM PORTION,2,0,0
PEARBLOSSOM,5200013A,6127,4,Y,3,TOTAL,2,0,0
PEARBLOSSOM,5200014A,6128,3,Y,3,POLLING PLACE,0,0,0
PEARBLOSSOM,5200014A,6128,3,Y,0,VBM PORTION,2,0,0
PEARBLOSSOM,5200014A,6128,3,Y,3,TOTAL,2,0,0
PEARBLOSSOM,5200040D,2055,3,N,252,POLLING PLACE,62,23,21
PEARBLOSSOM,5200040D,2055,3,N,0,VBM PORTION,39,20,11
PEARBLOSSOM,5200040D,2055,3,N,252,TOTAL,101,43,32
PEARBLOSSOM,5200042A,2056,3,N,668,POLLING PLACE,101,53,31
PEARBLOSSOM,5200042A,2056,3,N,0,VBM PORTION,68,33,17
PEARBLOSSOM,5200042A,2056,3,N,668,TOTAL,169,86,48
PEARBLOSSOM,5200043A,6129,3,Y,321,POLLING PLACE,0,0,0
PEARBLOSSOM,5200043A,6129,3,Y,0,VBM PORTION,121,54,46
PEARBLOSSOM,5200043A,6129,3,Y,321,TOTAL,121,54,46
PICO RIVERA,5230002A,2057,134,N,1068,POLLING PLACE,79,23,40
PICO RIVERA,5230002A,2057,134,N,0,VBM PORTION,77,19,50
PICO RIVERA,5230002A,2057,134,N,1068,TOTAL,156,42,90
PICO RIVERA,5230006A,6130,134,Y,59,POLLING PLACE,0,0,0
PICO RIVERA,5230006A,6130,134,Y,0,VBM PORTION,9,6,2
PICO RIVERA,5230006A,6130,134,Y,59,TOTAL,9,6,2
PICO RIVERA,5230006B,2058,134,N,839,POLLING PLACE,65,16,38
PICO RIVERA,5230006B,2058,134,N,0,VBM PORTION,32,6,22
PICO RIVERA,5230006B,2058,134,N,839,TOTAL,97,22,60
PICO RIVERA,5230007A,2059,134,N,1063,POLLING PLACE,72,21,38
PICO RIVERA,5230007A,2059,134,N,0,VBM PORTION,54,19,25
PICO RIVERA,5230007A,2059,134,N,1063,TOTAL,126,40,63
PICO RIVERA,5230008A,2060,134,N,1105,POLLING PLACE,57,21,30
PICO RIVERA,5230008A,2060,134,N,0,VBM PORTION,49,17,23
PICO RIVERA,5230008A,2060,134,N,1105,TOTAL,106,38,53
PICO RIVERA,5230010A,2061,134,N,1047,POLLING PLACE,55,21,26
PICO RIVERA,5230010A,2061,134,N,0,VBM PORTION,73,20,38
PICO RIVERA,5230010A,2061,134,N,1047,TOTAL,128,41,64
PICO RIVERA,5230012A,2062,134,N,985,POLLING PLACE,42,9,23
PICO RIVERA,5230012A,2062,134,N,0,VBM PORTION,31,9,13
PICO RIVERA,5230012A,2062,134,N,985,TOTAL,73,18,36
PICO RIVERA,5230013A,2063,134,N,1209,POLLING PLACE,77,28,40
PICO RIVERA,5230013A,2063,134,N,0,VBM PORTION,87,27,47
PICO RIVERA,5230013A,2063,134,N,1209,TOTAL,164,55,87
PICO RIVERA,5230013E,2064,134,N,802,POLLING PLACE,43,16,21
PICO RIVERA,5230013E,2064,134,N,0,VBM PORTION,31,8,13
PICO RIVERA,5230013E,2064,134,N,802,TOTAL,74,24,34
PICO RIVERA,5230016D,2065,134,N,1179,POLLING PLACE,105,42,51
PICO RIVERA,5230016D,2065,134,N,0,VBM PORTION,53,19,27
PICO RIVERA,5230016D,2065,134,N,1179,TOTAL,158,61,78
PICO RIVERA,5230017A,2066,134,N,1119,POLLING PLACE,79,35,30
PICO RIVERA,5230017A,2066,134,N,0,VBM PORTION,23,5,13
PICO RIVERA,5230017A,2066,134,N,1119,TOTAL,102,40,43
PICO RIVERA,5230018A,2067,134,N,951,POLLING PLACE,30,6,16
PICO RIVERA,5230018A,2067,134,N,0,VBM PORTION,44,11,31
PICO RIVERA,5230018A,2067,134,N,951,TOTAL,74,17,47
PICO RIVERA,5230020A,2068,134,N,1049,POLLING PLACE,66,20,36
PICO RIVERA,5230020A,2068,134,N,0,VBM PORTION,69,23,37
PICO RIVERA,5230020A,2068,134,N,1049,TOTAL,135,43,73
PICO RIVERA,5230022D,2069,134,N,1036,POLLING PLACE,55,15,31
PICO RIVERA,5230022D,2069,134,N,0,VBM PORTION,47,8,31
PICO RIVERA,5230022D,2069,134,N,1036,TOTAL,102,23,62
PICO RIVERA,5230023A,2070,134,N,1070,POLLING PLACE,74,22,43
PICO RIVERA,5230023A,2070,134,N,0,VBM PORTION,65,10,46
PICO RIVERA,5230023A,2070,134,N,1070,TOTAL,139,32,89
PICO RIVERA,5230024A,2071,134,N,1181,POLLING PLACE,72,20,37
PICO RIVERA,5230024A,2071,134,N,0,VBM PORTION,55,14,33
PICO RIVERA,5230024A,2071,134,N,1181,TOTAL,127,34,70
PICO RIVERA,5230026A,6131,128,Y,0,POLLING PLACE,0,0,0
PICO RIVERA,5230026A,6131,128,Y,0,VBM PORTION,0,0,0
PICO RIVERA,5230026A,6131,128,Y,0,TOTAL,0,0,0
PICO RIVERA,5230027A,2072,134,N,1030,POLLING PLACE,82,23,48
PICO RIVERA,5230027A,2072,134,N,0,VBM PORTION,43,10,26
PICO RIVERA,5230027A,2072,134,N,1030,TOTAL,125,33,74
PICO RIVERA,5230029A,2073,134,N,797,POLLING PLACE,38,11,20
PICO RIVERA,5230029A,2073,134,N,0,VBM PORTION,38,13,22
PICO RIVERA,5230029A,2073,134,N,797,TOTAL,76,24,42
PICO RIVERA,5230030A,2074,134,N,839,POLLING PLACE,49,14,27
PICO RIVERA,5230030A,2074,134,N,0,VBM PORTION,42,12,25
PICO RIVERA,5230030A,2074,134,N,839,TOTAL,91,26,52
PICO RIVERA,5230032A,2075,134,N,891,POLLING PLACE,64,21,34
PICO RIVERA,5230032A,2075,134,N,0,VBM PORTION,47,13,24
PICO RIVERA,5230032A,2075,134,N,891,TOTAL,111,34,58
PICO RIVERA,5230034B,2076,134,N,1150,POLLING PLACE,83,23,47
PICO RIVERA,5230034B,2076,134,N,0,VBM PORTION,48,19,22
PICO RIVERA,5230034B,2076,134,N,1150,TOTAL,131,42,69
PICO RIVERA,5230035A,2077,134,N,952,POLLING PLACE,62,17,35
PICO RIVERA,5230035A,2077,134,N,0,VBM PORTION,58,21,31
PICO RIVERA,5230035A,2077,134,N,952,TOTAL,120,38,66
PICO RIVERA,5230036A,2078,134,N,845,POLLING PLACE,39,13,22
PICO RIVERA,5230036A,2078,134,N,0,VBM PORTION,34,12,18
PICO RIVERA,5230036A,2078,134,N,845,TOTAL,73,25,40
PICO RIVERA,5230036B,6132,134,Y,0,POLLING PLACE,0,0,0
PICO RIVERA,5230036B,6132,134,Y,0,VBM PORTION,0,0,0
PICO RIVERA,5230036B,6132,134,Y,0,TOTAL,0,0,0
PICO RIVERA,5230038A,2079,134,N,1042,POLLING PLACE,74,18,44
PICO RIVERA,5230038A,2079,134,N,0,VBM PORTION,59,22,30
PICO RIVERA,5230038A,2079,134,N,1042,TOTAL,133,40,74
PICO RIVERA,5230039A,2080,134,N,1106,POLLING PLACE,80,32,41
PICO RIVERA,5230039A,2080,134,N,0,VBM PORTION,80,36,38
PICO RIVERA,5230039A,2080,134,N,1106,TOTAL,160,68,79
PICO RIVERA,5230041A,2081,134,N,898,POLLING PLACE,88,27,47
PICO RIVERA,5230041A,2081,134,N,0,VBM PORTION,33,7,18
PICO RIVERA,5230041A,2081,134,N,898,TOTAL,121,34,65
PICO RIVERA,5230043A,2082,134,N,1048,POLLING PLACE,78,22,42
PICO RIVERA,5230043A,2082,134,N,0,VBM PORTION,70,10,42
PICO RIVERA,5230043A,2082,134,N,1048,TOTAL,148,32,84
PICO RIVERA,5230044A,2083,134,N,991,POLLING PLACE,50,22,20
PICO RIVERA,5230044A,2083,134,N,0,VBM PORTION,43,17,20
PICO RIVERA,5230044A,2083,134,N,991,TOTAL,93,39,40
PICO RIVERA,5230045A,2084,134,N,1085,POLLING PLACE,46,14,26
PICO RIVERA,5230045A,2084,134,N,0,VBM PORTION,51,17,30
PICO RIVERA,5230045A,2084,134,N,1085,TOTAL,97,31,56
PICO RIVERA,5230049A,2085,134,N,981,POLLING PLACE,78,21,46
PICO RIVERA,5230049A,2085,134,N,0,VBM PORTION,48,9,33
PICO RIVERA,5230049A,2085,134,N,981,TOTAL,126,30,79
PICO RIVERA,5230068A,2086,134,N,905,POLLING PLACE,52,11,32
PICO RIVERA,5230068A,2086,134,N,0,VBM PORTION,39,8,20
PICO RIVERA,5230068A,2086,134,N,905,TOTAL,91,19,52
PICO RIVERA,5230080A,2087,134,N,1148,POLLING PLACE,63,21,34
PICO RIVERA,5230080A,2087,134,N,0,VBM PORTION,76,20,45
PICO RIVERA,5230080A,2087,134,N,1148,TOTAL,139,41,79
PICO RIVERA,5230081A,2088,134,N,977,POLLING PLACE,77,24,45
PICO RIVERA,5230081A,2088,134,N,0,VBM PORTION,60,16,32
PICO RIVERA,5230081A,2088,134,N,977,TOTAL,137,40,77
PIONEER,5240020A,6133,137,Y,205,POLLING PLACE,0,0,0
PIONEER,5240020A,6133,137,Y,0,VBM PORTION,32,12,16
PIONEER,5240020A,6133,137,Y,205,TOTAL,32,12,16
POMONA,5250001A,2089,94,N,949,POLLING PLACE,79,27,34
POMONA,5250001A,2089,94,N,0,VBM PORTION,62,14,29
POMONA,5250001A,2089,94,N,949,TOTAL,141,41,63
POMONA,5250003A,2090,94,N,1531,POLLING PLACE,116,51,47
POMONA,5250003A,2090,94,N,0,VBM PORTION,221,88,91
POMONA,5250003A,2090,94,N,1531,TOTAL,337,139,138
POMONA,5250004A,2091,94,N,1116,POLLING PLACE,56,14,35
POMONA,5250004A,2091,94,N,0,VBM PORTION,34,8,20
POMONA,5250004A,2091,94,N,1116,TOTAL,90,22,55
POMONA,5250005B,2092,94,N,1009,POLLING PLACE,83,34,38
POMONA,5250005B,2092,94,N,0,VBM PORTION,80,25,41
POMONA,5250005B,2092,94,N,1009,TOTAL,163,59,79
POMONA,5250006A,2093,94,N,483,POLLING PLACE,19,5,11
POMONA,5250006A,2093,94,N,0,VBM PORTION,21,9,10
POMONA,5250006A,2093,94,N,483,TOTAL,40,14,21
POMONA,5250008A,2094,94,N,679,POLLING PLACE,31,16,12
POMONA,5250008A,2094,94,N,0,VBM PORTION,27,7,12
POMONA,5250008A,2094,94,N,679,TOTAL,58,23,24
POMONA,5250008B,2095,94,N,1205,POLLING PLACE,74,37,27
POMONA,5250008B,2095,94,N,0,VBM PORTION,61,27,26
POMONA,5250008B,2095,94,N,1205,TOTAL,135,64,53
POMONA,5250009B,2096,94,N,615,POLLING PLACE,48,22,18
POMONA,5250009B,2096,94,N,0,VBM PORTION,9,4,4
POMONA,5250009B,2096,94,N,615,TOTAL,57,26,22
POMONA,5250011B,2097,94,N,1206,POLLING PLACE,91,41,38
POMONA,5250011B,2097,94,N,0,VBM PORTION,53,17,26
POMONA,5250011B,2097,94,N,1206,TOTAL,144,58,64
POMONA,5250012A,2098,94,N,898,POLLING PLACE,40,9,25
POMONA,5250012A,2098,94,N,0,VBM PORTION,51,24,18
POMONA,5250012A,2098,94,N,898,TOTAL,91,33,43
POMONA,5250013A,2099,94,N,1215,POLLING PLACE,97,40,40
POMONA,5250013A,2099,94,N,0,VBM PORTION,121,54,48
POMONA,5250013A,2099,94,N,1215,TOTAL,218,94,88
POMONA,5250014A,2100,94,N,1249,POLLING PLACE,103,33,48
POMONA,5250014A,2100,94,N,0,VBM PORTION,98,28,48
POMONA,5250014A,2100,94,N,1249,TOTAL,201,61,96
POMONA,5250016B,2101,94,N,1138,POLLING PLACE,117,49,50
POMONA,5250016B,2101,94,N,0,VBM PORTION,121,42,47
POMONA,5250016B,2101,94,N,1138,TOTAL,238,91,97
POMONA,5250017A,2102,94,N,709,POLLING PLACE,37,8,22
POMONA,5250017A,2102,94,N,0,VBM PORTION,20,10,6
POMONA,5250017A,2102,94,N,709,TOTAL,57,18,28
POMONA,5250018A,2103,94,N,836,POLLING PLACE,31,12,16
POMONA,5250018A,2103,94,N,0,VBM PORTION,46,18,17
POMONA,5250018A,2103,94,N,836,TOTAL,77,30,33
POMONA,5250021A,2104,94,N,1284,POLLING PLACE,68,23,39
POMONA,5250021A,2104,94,N,0,VBM PORTION,46,14,25
POMONA,5250021A,2104,94,N,1284,TOTAL,114,37,64
POMONA,5250022A,2105,94,N,815,POLLING PLACE,47,12,22
POMONA,5250022A,2105,94,N,0,VBM PORTION,41,15,20
POMONA,5250022A,2105,94,N,815,TOTAL,88,27,42
POMONA,5250023A,2106,94,N,1219,POLLING PLACE,60,18,31
POMONA,5250023A,2106,94,N,0,VBM PORTION,60,22,27
POMONA,5250023A,2106,94,N,1219,TOTAL,120,40,58
POMONA,5250024A,2107,94,N,864,POLLING PLACE,40,14,22
POMONA,5250024A,2107,94,N,0,VBM PORTION,47,12,21
POMONA,5250024A,2107,94,N,864,TOTAL,87,26,43
POMONA,5250025A,2108,94,N,1013,POLLING PLACE,63,23,34
POMONA,5250025A,2108,94,N,0,VBM PORTION,42,18,23
POMONA,5250025A,2108,94,N,1013,TOTAL,105,41,57
POMONA,5250028A,2109,94,N,1124,POLLING PLACE,46,13,26
POMONA,5250028A,2109,94,N,0,VBM PORTION,24,6,14
POMONA,5250028A,2109,94,N,1124,TOTAL,70,19,40
POMONA,5250029A,2110,94,N,1217,POLLING PLACE,75,23,48
POMONA,5250029A,2110,94,N,0,VBM PORTION,68,21,35
POMONA,5250029A,2110,94,N,1217,TOTAL,143,44,83
POMONA,5250030A,2111,94,N,1095,POLLING PLACE,52,20,20
POMONA,5250030A,2111,94,N,0,VBM PORTION,56,17,32
