LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,JUVENTINO GOMEZ,HILDA L SOLIS,A  A SAUCEDO HOOD
WEST COVINA,7700116A,2855,119,N,808,TOTAL,110,10,63,16
WEST COVINA,7700118A,2856,119,N,1059,POLLING PLACE,54,3,33,9
WEST COVINA,7700118A,2856,119,N,0,VBM PORTION,97,6,53,20
WEST COVINA,7700118A,2856,119,N,1059,TOTAL,151,9,86,29
WEST COVINA,7700122A,2857,119,N,599,POLLING PLACE,32,5,20,2
WEST COVINA,7700122A,2857,119,N,0,VBM PORTION,47,7,23,9
WEST COVINA,7700122A,2857,119,N,599,TOTAL,79,12,43,11
WEST COVINA,7700140A,2858,66,N,975,POLLING PLACE,65,4,38,19
WEST COVINA,7700140A,2858,66,N,0,VBM PORTION,57,8,32,9
WEST COVINA,7700140A,2858,66,N,975,TOTAL,122,12,70,28
WEST COVINA,7700141A,2859,66,N,1168,POLLING PLACE,74,10,41,14
WEST COVINA,7700141A,2859,66,N,0,VBM PORTION,74,6,36,16
WEST COVINA,7700141A,2859,66,N,1168,TOTAL,148,16,77,30
WEST COVINA,7700142A,2860,66,N,1249,POLLING PLACE,82,15,41,15
WEST COVINA,7700142A,2860,66,N,0,VBM PORTION,54,4,28,8
WEST COVINA,7700142A,2860,66,N,1249,TOTAL,136,19,69,23
WEST COVINA,7700143A,2861,66,N,1101,POLLING PLACE,73,8,38,16
WEST COVINA,7700143A,2861,66,N,0,VBM PORTION,86,9,38,20
WEST COVINA,7700143A,2861,66,N,1101,TOTAL,159,17,76,36
WEST COVINA,7700144A,2862,66,N,919,POLLING PLACE,52,4,28,14
WEST COVINA,7700144A,2862,66,N,0,VBM PORTION,61,8,32,7
WEST COVINA,7700144A,2862,66,N,919,TOTAL,113,12,60,21
WEST COVINA,7700145A,2863,66,N,940,POLLING PLACE,66,8,43,11
WEST COVINA,7700145A,2863,66,N,0,VBM PORTION,47,3,27,7
WEST COVINA,7700145A,2863,66,N,940,TOTAL,113,11,70,18
WEST COVINA,7700148A,2864,66,N,1065,POLLING PLACE,89,11,47,20
WEST COVINA,7700148A,2864,66,N,0,VBM PORTION,53,0,26,19
WEST COVINA,7700148A,2864,66,N,1065,TOTAL,142,11,73,39
WEST COVINA,7700150A,2865,66,N,1080,POLLING PLACE,80,12,44,12
WEST COVINA,7700150A,2865,66,N,0,VBM PORTION,65,8,32,16
WEST COVINA,7700150A,2865,66,N,1080,TOTAL,145,20,76,28
WEST COVINA,7700153A,2866,66,N,663,POLLING PLACE,49,1,32,9
WEST COVINA,7700153A,2866,66,N,0,VBM PORTION,68,7,38,16
WEST COVINA,7700153A,2866,66,N,663,TOTAL,117,8,70,25
WEST COVINA,7700153C,2867,66,N,1118,POLLING PLACE,70,7,41,18
WEST COVINA,7700153C,2867,66,N,0,VBM PORTION,75,4,38,22
WEST COVINA,7700153C,2867,66,N,1118,TOTAL,145,11,79,40
WEST COVINA,7700154A,2868,66,N,704,POLLING PLACE,39,6,20,9
WEST COVINA,7700154A,2868,66,N,0,VBM PORTION,67,10,34,7
WEST COVINA,7700154A,2868,66,N,704,TOTAL,106,16,54,16
WEST COVINA,7700155C,2869,119,N,897,POLLING PLACE,41,9,24,5
WEST COVINA,7700155C,2869,119,N,0,VBM PORTION,80,4,44,12
WEST COVINA,7700155C,2869,119,N,897,TOTAL,121,13,68,17
WEST COVINA,7700158A,2870,66,N,1137,POLLING PLACE,76,10,42,15
WEST COVINA,7700158A,2870,66,N,0,VBM PORTION,84,11,53,10
WEST COVINA,7700158A,2870,66,N,1137,TOTAL,160,21,95,25
WEST COVINA,7700162A,2871,119,N,454,POLLING PLACE,16,4,10,1
WEST COVINA,7700162A,2871,119,N,0,VBM PORTION,39,7,13,6
WEST COVINA,7700162A,2871,119,N,454,TOTAL,55,11,23,7
WEST COVINA,7700163A,2872,119,N,973,POLLING PLACE,45,2,28,8
WEST COVINA,7700163A,2872,119,N,0,VBM PORTION,48,4,21,14
WEST COVINA,7700163A,2872,119,N,973,TOTAL,93,6,49,22
WEST COVINA,7700165A,2873,66,N,1129,POLLING PLACE,88,19,31,22
WEST COVINA,7700165A,2873,66,N,0,VBM PORTION,89,16,26,19
WEST COVINA,7700165A,2873,66,N,1129,TOTAL,177,35,57,41
WEST COVINA,7700169A,2874,119,N,777,POLLING PLACE,106,11,46,37
WEST COVINA,7700169A,2874,119,N,0,VBM PORTION,102,14,48,24
WEST COVINA,7700169A,2874,119,N,777,TOTAL,208,25,94,61
WEST COVINA,7700169B,2875,119,N,955,POLLING PLACE,88,13,45,16
WEST COVINA,7700169B,2875,119,N,0,VBM PORTION,97,24,39,14
WEST COVINA,7700169B,2875,119,N,955,TOTAL,185,37,84,30
WEST COVINA,7700313A,2876,119,N,607,POLLING PLACE,38,6,18,11
WEST COVINA,7700313A,2876,119,N,0,VBM PORTION,24,2,19,2
WEST COVINA,7700313A,2876,119,N,607,TOTAL,62,8,37,13
WHITTIER,7800095A,6176,127,Y,0,POLLING PLACE,0,0,0,0
WHITTIER,7800095A,6176,127,Y,0,VBM PORTION,0,0,0,0
WHITTIER,7800095A,6176,127,Y,0,TOTAL,0,0,0,0
LOS ANGELES,9000029A,2988,90,N,1181,POLLING PLACE,109,8,50,14
LOS ANGELES,9000029A,2988,90,N,0,VBM PORTION,70,8,35,11
LOS ANGELES,9000029A,2988,90,N,1181,TOTAL,179,16,85,25
LOS ANGELES,9000038A,2993,95,N,918,POLLING PLACE,129,14,84,7
LOS ANGELES,9000038A,2993,95,N,0,VBM PORTION,34,4,23,2
LOS ANGELES,9000038A,2993,95,N,918,TOTAL,163,18,107,9
LOS ANGELES,9000055A,3002,90,N,765,POLLING PLACE,90,11,59,12
LOS ANGELES,9000055A,3002,90,N,0,VBM PORTION,67,10,39,9
LOS ANGELES,9000055A,3002,90,N,765,TOTAL,157,21,98,21
LOS ANGELES,9000077A,3018,89,N,1262,POLLING PLACE,84,7,57,10
LOS ANGELES,9000077A,3018,89,N,0,VBM PORTION,90,14,52,11
LOS ANGELES,9000077A,3018,89,N,1262,TOTAL,174,21,109,21
LOS ANGELES,9000077D,3019,89,N,552,POLLING PLACE,37,6,21,3
LOS ANGELES,9000077D,3019,89,N,0,VBM PORTION,24,2,11,6
LOS ANGELES,9000077D,3019,89,N,552,TOTAL,61,8,32,9
LOS ANGELES,9000243A,3118,90,N,1260,POLLING PLACE,107,14,80,7
LOS ANGELES,9000243A,3118,90,N,0,VBM PORTION,77,3,62,6
LOS ANGELES,9000243A,3118,90,N,1260,TOTAL,184,17,142,13
LOS ANGELES,9000244A,3119,90,N,1096,POLLING PLACE,51,12,29,5
LOS ANGELES,9000244A,3119,90,N,0,VBM PORTION,12,1,8,2
LOS ANGELES,9000244A,3119,90,N,1096,TOTAL,63,13,37,7
LOS ANGELES,9000248A,3121,90,N,1084,POLLING PLACE,65,5,38,9
LOS ANGELES,9000248A,3121,90,N,0,VBM PORTION,63,9,34,18
LOS ANGELES,9000248A,3121,90,N,1084,TOTAL,128,14,72,27
LOS ANGELES,9000249A,3122,90,N,773,POLLING PLACE,54,5,40,1
LOS ANGELES,9000249A,3122,90,N,0,VBM PORTION,29,3,21,3
LOS ANGELES,9000249A,3122,90,N,773,TOTAL,83,8,61,4
LOS ANGELES,9000273B,3140,95,N,712,POLLING PLACE,75,10,53,2
LOS ANGELES,9000273B,3140,95,N,0,VBM PORTION,16,3,9,2
LOS ANGELES,9000273B,3140,95,N,712,TOTAL,91,13,62,4
LOS ANGELES,9000275B,3141,95,N,839,POLLING PLACE,66,10,46,4
LOS ANGELES,9000275B,3141,95,N,0,VBM PORTION,27,2,21,2
LOS ANGELES,9000275B,3141,95,N,839,TOTAL,93,12,67,6
LOS ANGELES,9000277A,3142,95,N,921,POLLING PLACE,93,15,65,2
LOS ANGELES,9000277A,3142,95,N,0,VBM PORTION,42,9,23,4
LOS ANGELES,9000277A,3142,95,N,921,TOTAL,135,24,88,6
LOS ANGELES,9000303A,3158,90,N,1231,POLLING PLACE,170,18,109,19
LOS ANGELES,9000303A,3158,90,N,0,VBM PORTION,156,19,79,23
LOS ANGELES,9000303A,3158,90,N,1231,TOTAL,326,37,188,42
LOS ANGELES,9000319A,3171,90,N,1337,POLLING PLACE,88,9,58,12
LOS ANGELES,9000319A,3171,90,N,0,VBM PORTION,96,18,54,9
LOS ANGELES,9000319A,3171,90,N,1337,TOTAL,184,27,112,21
LOS ANGELES,9000323A,3173,90,N,1213,POLLING PLACE,106,11,73,17
LOS ANGELES,9000323A,3173,90,N,0,VBM PORTION,83,10,50,7
LOS ANGELES,9000323A,3173,90,N,1213,TOTAL,189,21,123,24
LOS ANGELES,9000336A,3182,90,N,1191,POLLING PLACE,111,16,78,9
LOS ANGELES,9000336A,3182,90,N,0,VBM PORTION,47,5,32,8
LOS ANGELES,9000336A,3182,90,N,1191,TOTAL,158,21,110,17
LOS ANGELES,9000357A,3193,90,N,1157,POLLING PLACE,115,19,71,13
LOS ANGELES,9000357A,3193,90,N,0,VBM PORTION,80,7,47,12
LOS ANGELES,9000357A,3193,90,N,1157,TOTAL,195,26,118,25
LOS ANGELES,9000368C,3201,90,N,846,POLLING PLACE,79,11,43,6
LOS ANGELES,9000368C,3201,90,N,0,VBM PORTION,42,4,26,2
LOS ANGELES,9000368C,3201,90,N,846,TOTAL,121,15,69,8
LOS ANGELES,9000371A,3203,90,N,1128,POLLING PLACE,63,7,37,9
LOS ANGELES,9000371A,3203,90,N,0,VBM PORTION,46,9,23,4
LOS ANGELES,9000371A,3203,90,N,1128,TOTAL,109,16,60,13
LOS ANGELES,9000437A,3245,90,N,1280,POLLING PLACE,156,16,85,22
LOS ANGELES,9000437A,3245,90,N,0,VBM PORTION,95,10,70,6
LOS ANGELES,9000437A,3245,90,N,1280,TOTAL,251,26,155,28
LOS ANGELES,9000438A,3246,90,N,1096,POLLING PLACE,104,21,63,12
LOS ANGELES,9000438A,3246,90,N,0,VBM PORTION,45,6,21,6
LOS ANGELES,9000438A,3246,90,N,1096,TOTAL,149,27,84,18
LOS ANGELES,9000444A,3249,90,N,871,POLLING PLACE,98,13,62,10
LOS ANGELES,9000444A,3249,90,N,0,VBM PORTION,71,7,45,7
LOS ANGELES,9000444A,3249,90,N,871,TOTAL,169,20,107,17
LOS ANGELES,9000454A,3254,141,N,1211,POLLING PLACE,99,14,71,1
LOS ANGELES,9000454A,3254,141,N,0,VBM PORTION,28,4,16,4
LOS ANGELES,9000454A,3254,141,N,1211,TOTAL,127,18,87,5
LOS ANGELES,9000464B,3260,90,N,1189,POLLING PLACE,58,7,27,11
LOS ANGELES,9000464B,3260,90,N,0,VBM PORTION,87,16,47,8
LOS ANGELES,9000464B,3260,90,N,1189,TOTAL,145,23,74,19
LOS ANGELES,9000466A,3262,40,N,954,POLLING PLACE,80,5,60,6
LOS ANGELES,9000466A,3262,40,N,0,VBM PORTION,69,9,27,14
LOS ANGELES,9000466A,3262,40,N,954,TOTAL,149,14,87,20
LOS ANGELES,9000477A,3268,90,N,1024,POLLING PLACE,85,12,53,7
LOS ANGELES,9000477A,3268,90,N,0,VBM PORTION,42,5,26,6
LOS ANGELES,9000477A,3268,90,N,1024,TOTAL,127,17,79,13
LOS ANGELES,9000493B,3274,96,N,1487,POLLING PLACE,114,16,69,12
LOS ANGELES,9000493B,3274,96,N,0,VBM PORTION,84,5,52,12
LOS ANGELES,9000493B,3274,96,N,1487,TOTAL,198,21,121,24
LOS ANGELES,9000505A,3282,89,N,841,POLLING PLACE,88,2,67,9
LOS ANGELES,9000505A,3282,89,N,0,VBM PORTION,58,2,40,7
LOS ANGELES,9000505A,3282,89,N,841,TOTAL,146,4,107,16
LOS ANGELES,9000513A,3291,90,N,1073,POLLING PLACE,57,7,35,7
LOS ANGELES,9000513A,3291,90,N,0,VBM PORTION,62,8,39,6
LOS ANGELES,9000513A,3291,90,N,1073,TOTAL,119,15,74,13
LOS ANGELES,9000515A,3292,90,N,1149,POLLING PLACE,79,7,55,7
LOS ANGELES,9000515A,3292,90,N,0,VBM PORTION,59,6,34,13
LOS ANGELES,9000515A,3292,90,N,1149,TOTAL,138,13,89,20
LOS ANGELES,9000522A,3296,90,N,1124,POLLING PLACE,81,9,61,2
LOS ANGELES,9000522A,3296,90,N,0,VBM PORTION,74,8,45,7
LOS ANGELES,9000522A,3296,90,N,1124,TOTAL,155,17,106,9
LOS ANGELES,9000524A,3298,90,N,1020,POLLING PLACE,80,12,54,9
LOS ANGELES,9000524A,3298,90,N,0,VBM PORTION,32,2,21,4
LOS ANGELES,9000524A,3298,90,N,1020,TOTAL,112,14,75,13
LOS ANGELES,9000536A,3304,90,N,1166,POLLING PLACE,67,8,45,7
LOS ANGELES,9000536A,3304,90,N,0,VBM PORTION,53,5,38,5
LOS ANGELES,9000536A,3304,90,N,1166,TOTAL,120,13,83,12
LOS ANGELES,9000554A,3315,142,N,557,POLLING PLACE,3,0,2,0
LOS ANGELES,9000554A,3315,142,N,0,VBM PORTION,2,0,0,0
LOS ANGELES,9000554A,3315,142,N,557,TOTAL,5,0,2,0
LOS ANGELES,9000582A,3333,95,N,1106,POLLING PLACE,104,6,80,11
LOS ANGELES,9000582A,3333,95,N,0,VBM PORTION,45,5,20,13
LOS ANGELES,9000582A,3333,95,N,1106,TOTAL,149,11,100,24
LOS ANGELES,9000585A,3334,95,N,743,POLLING PLACE,57,12,34,5
LOS ANGELES,9000585A,3334,95,N,0,VBM PORTION,30,9,18,0
LOS ANGELES,9000585A,3334,95,N,743,TOTAL,87,21,52,5
LOS ANGELES,9000589A,3335,90,N,1189,POLLING PLACE,119,23,70,17
LOS ANGELES,9000589A,3335,90,N,0,VBM PORTION,98,13,45,20
LOS ANGELES,9000589A,3335,90,N,1189,TOTAL,217,36,115,37
LOS ANGELES,9000593A,3338,90,N,1222,POLLING PLACE,95,8,58,8
LOS ANGELES,9000593A,3338,90,N,0,VBM PORTION,48,5,21,10
LOS ANGELES,9000593A,3338,90,N,1222,TOTAL,143,13,79,18
LOS ANGELES,9000595A,3339,90,N,1270,POLLING PLACE,99,10,69,8
LOS ANGELES,9000595A,3339,90,N,0,VBM PORTION,71,8,43,9
LOS ANGELES,9000595A,3339,90,N,1270,TOTAL,170,18,112,17
LOS ANGELES,9000597A,3341,90,N,1216,POLLING PLACE,99,15,58,15
LOS ANGELES,9000597A,3341,90,N,0,VBM PORTION,46,5,23,10
LOS ANGELES,9000597A,3341,90,N,1216,TOTAL,145,20,81,25
LOS ANGELES,9000598A,3342,90,N,1076,POLLING PLACE,98,15,61,10
LOS ANGELES,9000598A,3342,90,N,0,VBM PORTION,56,8,32,7
LOS ANGELES,9000598A,3342,90,N,1076,TOTAL,154,23,93,17
LOS ANGELES,9000602B,3345,90,N,1005,POLLING PLACE,35,8,18,2
LOS ANGELES,9000602B,3345,90,N,0,VBM PORTION,37,6,16,5
LOS ANGELES,9000602B,3345,90,N,1005,TOTAL,72,14,34,7
LOS ANGELES,9000605A,3346,90,N,1285,POLLING PLACE,68,9,42,9
LOS ANGELES,9000605A,3346,90,N,0,VBM PORTION,81,5,41,17
LOS ANGELES,9000605A,3346,90,N,1285,TOTAL,149,14,83,26
LOS ANGELES,9000618A,3355,96,N,598,POLLING PLACE,57,7,32,7
LOS ANGELES,9000618A,3355,96,N,0,VBM PORTION,29,2,14,6
LOS ANGELES,9000618A,3355,96,N,598,TOTAL,86,9,46,13
LOS ANGELES,9000679A,3377,89,N,1123,POLLING PLACE,93,15,51,7
LOS ANGELES,9000679A,3377,89,N,0,VBM PORTION,88,18,50,5
LOS ANGELES,9000679A,3377,89,N,1123,TOTAL,181,33,101,12
LOS ANGELES,9000679C,3378,89,N,1157,POLLING PLACE,109,17,66,8
LOS ANGELES,9000679C,3378,89,N,0,VBM PORTION,85,8,43,15
LOS ANGELES,9000679C,3378,89,N,1157,TOTAL,194,25,109,23
LOS ANGELES,9000760A,3412,90,N,1186,POLLING PLACE,130,19,76,14
LOS ANGELES,9000760A,3412,90,N,0,VBM PORTION,104,10,50,20
LOS ANGELES,9000760A,3412,90,N,1186,TOTAL,234,29,126,34
LOS ANGELES,9000766A,3413,90,N,1059,POLLING PLACE,83,6,59,7
LOS ANGELES,9000766A,3413,90,N,0,VBM PORTION,130,15,69,18
LOS ANGELES,9000766A,3413,90,N,1059,TOTAL,213,21,128,25
LOS ANGELES,9000774B,3415,90,N,1157,POLLING PLACE,123,10,78,19
LOS ANGELES,9000774B,3415,90,N,0,VBM PORTION,93,7,50,15
LOS ANGELES,9000774B,3415,90,N,1157,TOTAL,216,17,128,34
LOS ANGELES,9000779A,3417,90,N,1071,POLLING PLACE,112,5,79,7
LOS ANGELES,9000779A,3417,90,N,0,VBM PORTION,83,7,53,7
LOS ANGELES,9000779A,3417,90,N,1071,TOTAL,195,12,132,14
LOS ANGELES,9000785A,3421,90,N,949,POLLING PLACE,83,6,59,6
LOS ANGELES,9000785A,3421,90,N,0,VBM PORTION,50,4,29,2
LOS ANGELES,9000785A,3421,90,N,949,TOTAL,133,10,88,8
LOS ANGELES,9000785C,3422,90,N,584,POLLING PLACE,27,4,12,3
LOS ANGELES,9000785C,3422,90,N,0,VBM PORTION,15,0,10,4
LOS ANGELES,9000785C,3422,90,N,584,TOTAL,42,4,22,7
LOS ANGELES,9000788A,3423,90,N,1276,POLLING PLACE,144,16,100,14
LOS ANGELES,9000788A,3423,90,N,0,VBM PORTION,124,11,57,24
LOS ANGELES,9000788A,3423,90,N,1276,TOTAL,268,27,157,38
LOS ANGELES,9000795A,3424,89,N,1052,POLLING PLACE,94,12,54,12
LOS ANGELES,9000795A,3424,89,N,0,VBM PORTION,44,2,26,5
LOS ANGELES,9000795A,3424,89,N,1052,TOTAL,138,14,80,17
LOS ANGELES,9000800A,3426,90,N,1157,POLLING PLACE,124,17,56,21
LOS ANGELES,9000800A,3426,90,N,0,VBM PORTION,112,13,54,17
LOS ANGELES,9000800A,3426,90,N,1157,TOTAL,236,30,110,38
LOS ANGELES,9000803C,3429,90,N,861,POLLING PLACE,103,22,50,15
LOS ANGELES,9000803C,3429,90,N,0,VBM PORTION,89,9,47,16
LOS ANGELES,9000803C,3429,90,N,861,TOTAL,192,31,97,31
LOS ANGELES,9000815A,3432,90,N,982,POLLING PLACE,81,10,52,4
LOS ANGELES,9000815A,3432,90,N,0,VBM PORTION,51,6,28,3
LOS ANGELES,9000815A,3432,90,N,982,TOTAL,132,16,80,7
LOS ANGELES,9000816A,3433,90,N,1164,POLLING PLACE,74,10,52,8
LOS ANGELES,9000816A,3433,90,N,0,VBM PORTION,61,13,32,9
LOS ANGELES,9000816A,3433,90,N,1164,TOTAL,135,23,84,17
LOS ANGELES,9000817A,3434,90,N,1245,POLLING PLACE,145,16,84,17
LOS ANGELES,9000817A,3434,90,N,0,VBM PORTION,124,8,66,21
LOS ANGELES,9000817A,3434,90,N,1245,TOTAL,269,24,150,38
LOS ANGELES,9000819A,3435,40,N,1142,POLLING PLACE,58,6,36,12
LOS ANGELES,9000819A,3435,40,N,0,VBM PORTION,89,11,42,14
LOS ANGELES,9000819A,3435,40,N,1142,TOTAL,147,17,78,26
LOS ANGELES,9000821A,3436,90,N,1204,POLLING PLACE,73,7,45,8
LOS ANGELES,9000821A,3436,90,N,0,VBM PORTION,67,13,35,10
LOS ANGELES,9000821A,3436,90,N,1204,TOTAL,140,20,80,18
LOS ANGELES,9000826A,3438,40,N,1224,POLLING PLACE,140,5,95,15
LOS ANGELES,9000826A,3438,40,N,0,VBM PORTION,117,9,72,17
LOS ANGELES,9000826A,3438,40,N,1224,TOTAL,257,14,167,32
LOS ANGELES,9000829A,3439,90,N,1106,POLLING PLACE,99,11,71,9
LOS ANGELES,9000829A,3439,90,N,0,VBM PORTION,73,12,41,10
LOS ANGELES,9000829A,3439,90,N,1106,TOTAL,172,23,112,19
LOS ANGELES,9000833B,3441,90,N,1036,POLLING PLACE,77,9,46,13
LOS ANGELES,9000833B,3441,90,N,0,VBM PORTION,44,5,23,7
LOS ANGELES,9000833B,3441,90,N,1036,TOTAL,121,14,69,20
LOS ANGELES,9000835B,3443,90,N,1235,POLLING PLACE,168,10,131,5
LOS ANGELES,9000835B,3443,90,N,0,VBM PORTION,138,9,84,12
LOS ANGELES,9000835B,3443,90,N,1235,TOTAL,306,19,215,17
LOS ANGELES,9000843A,3447,90,N,1227,POLLING PLACE,166,10,102,27
LOS ANGELES,9000843A,3447,90,N,0,VBM PORTION,151,16,91,19
LOS ANGELES,9000843A,3447,90,N,1227,TOTAL,317,26,193,46
LOS ANGELES,9000843B,3448,90,N,957,POLLING PLACE,99,7,71,12
LOS ANGELES,9000843B,3448,90,N,0,VBM PORTION,105,7,69,11
LOS ANGELES,9000843B,3448,90,N,957,TOTAL,204,14,140,23
LOS ANGELES,9000851A,3450,89,N,1124,POLLING PLACE,75,9,51,7
LOS ANGELES,9000851A,3450,89,N,0,VBM PORTION,73,5,49,9
LOS ANGELES,9000851A,3450,89,N,1124,TOTAL,148,14,100,16
LOS ANGELES,9000855B,3452,89,N,1229,POLLING PLACE,153,12,116,8
LOS ANGELES,9000855B,3452,89,N,0,VBM PORTION,129,10,74,14
LOS ANGELES,9000855B,3452,89,N,1229,TOTAL,282,22,190,22
LOS ANGELES,9000856A,3453,90,N,1130,POLLING PLACE,79,10,54,10
LOS ANGELES,9000856A,3453,90,N,0,VBM PORTION,75,5,39,10
LOS ANGELES,9000856A,3453,90,N,1130,TOTAL,154,15,93,20
LOS ANGELES,9000866A,3454,40,N,1282,POLLING PLACE,220,9,169,16
LOS ANGELES,9000866A,3454,40,N,0,VBM PORTION,182,12,119,17
LOS ANGELES,9000866A,3454,40,N,1282,TOTAL,402,21,288,33
LOS ANGELES,9000872A,3455,90,N,853,POLLING PLACE,76,18,44,7
LOS ANGELES,9000872A,3455,90,N,0,VBM PORTION,55,6,24,9
LOS ANGELES,9000872A,3455,90,N,853,TOTAL,131,24,68,16
LOS ANGELES,9000882A,3458,90,N,1217,POLLING PLACE,121,13,69,21
LOS ANGELES,9000882A,3458,90,N,0,VBM PORTION,67,5,35,11
LOS ANGELES,9000882A,3458,90,N,1217,TOTAL,188,18,104,32
LOS ANGELES,9000885A,3460,90,N,1079,POLLING PLACE,131,7,100,6
LOS ANGELES,9000885A,3460,90,N,0,VBM PORTION,54,3,37,8
LOS ANGELES,9000885A,3460,90,N,1079,TOTAL,185,10,137,14
LOS ANGELES,9000888A,3461,141,N,566,POLLING PLACE,41,7,20,5
LOS ANGELES,9000888A,3461,141,N,0,VBM PORTION,37,4,19,9
LOS ANGELES,9000888A,3461,141,N,566,TOTAL,78,11,39,14
LOS ANGELES,9000896A,3463,90,N,1222,POLLING PLACE,110,13,72,10
LOS ANGELES,9000896A,3463,90,N,0,VBM PORTION,74,9,50,9
LOS ANGELES,9000896A,3463,90,N,1222,TOTAL,184,22,122,19
LOS ANGELES,9000898A,3464,90,N,1163,POLLING PLACE,119,18,84,11
LOS ANGELES,9000898A,3464,90,N,0,VBM PORTION,69,8,53,6
LOS ANGELES,9000898A,3464,90,N,1163,TOTAL,188,26,137,17
LOS ANGELES,9000900A,3465,90,N,801,POLLING PLACE,41,7,26,3
LOS ANGELES,9000900A,3465,90,N,0,VBM PORTION,27,4,14,5
LOS ANGELES,9000900A,3465,90,N,801,TOTAL,68,11,40,8
LOS ANGELES,9000900D,3466,90,N,1094,POLLING PLACE,37,7,26,3
LOS ANGELES,9000900D,3466,90,N,0,VBM PORTION,74,11,45,5
LOS ANGELES,9000900D,3466,90,N,1094,TOTAL,111,18,71,8
LOS ANGELES,9000904A,3467,90,N,998,POLLING PLACE,82,9,62,5
LOS ANGELES,9000904A,3467,90,N,0,VBM PORTION,53,6,36,6
LOS ANGELES,9000904A,3467,90,N,998,TOTAL,135,15,98,11
LOS ANGELES,9000907A,3469,90,N,1177,POLLING PLACE,111,7,84,9
LOS ANGELES,9000907A,3469,90,N,0,VBM PORTION,98,5,68,11
LOS ANGELES,9000907A,3469,90,N,1177,TOTAL,209,12,152,20
LOS ANGELES,9000915A,3472,90,N,1236,POLLING PLACE,126,16,94,6
LOS ANGELES,9000915A,3472,90,N,0,VBM PORTION,69,8,52,1
LOS ANGELES,9000915A,3472,90,N,1236,TOTAL,195,24,146,7
LOS ANGELES,9000918A,3473,89,N,795,POLLING PLACE,79,12,42,16
LOS ANGELES,9000918A,3473,89,N,0,VBM PORTION,27,5,14,1
LOS ANGELES,9000918A,3473,89,N,795,TOTAL,106,17,56,17
LOS ANGELES,9000919A,3474,89,N,947,POLLING PLACE,81,7,57,5
LOS ANGELES,9000919A,3474,89,N,0,VBM PORTION,42,7,24,6
LOS ANGELES,9000919A,3474,89,N,947,TOTAL,123,14,81,11
LOS ANGELES,9000922B,3476,90,N,1234,POLLING PLACE,96,8,73,8
LOS ANGELES,9000922B,3476,90,N,0,VBM PORTION,68,5,43,8
LOS ANGELES,9000922B,3476,90,N,1234,TOTAL,164,13,116,16
LOS ANGELES,9000923A,3477,90,N,1084,POLLING PLACE,71,10,47,3
LOS ANGELES,9000923A,3477,90,N,0,VBM PORTION,45,5,29,6
LOS ANGELES,9000923A,3477,90,N,1084,TOTAL,116,15,76,9
LOS ANGELES,9000927A,3478,90,N,1171,POLLING PLACE,75,7,52,6
LOS ANGELES,9000927A,3478,90,N,0,VBM PORTION,78,12,54,6
LOS ANGELES,9000927A,3478,90,N,1171,TOTAL,153,19,106,12
LOS ANGELES,9000929A,3479,90,N,1253,POLLING PLACE,96,18,55,4
LOS ANGELES,9000929A,3479,90,N,0,VBM PORTION,50,15,25,6
LOS ANGELES,9000929A,3479,90,N,1253,TOTAL,146,33,80,10
LOS ANGELES,9000940B,3481,89,N,1122,POLLING PLACE,110,13,74,10
LOS ANGELES,9000940B,3481,89,N,0,VBM PORTION,81,10,48,10
LOS ANGELES,9000940B,3481,89,N,1122,TOTAL,191,23,122,20
LOS ANGELES,9000941A,3482,89,N,1003,POLLING PLACE,99,20,59,3
LOS ANGELES,9000941A,3482,89,N,0,VBM PORTION,68,4,41,5
LOS ANGELES,9000941A,3482,89,N,1003,TOTAL,167,24,100,8
LOS ANGELES,9000946A,3485,90,N,1204,POLLING PLACE,73,10,45,3
LOS ANGELES,9000946A,3485,90,N,0,VBM PORTION,82,8,51,8
LOS ANGELES,9000946A,3485,90,N,1204,TOTAL,155,18,96,11
LOS ANGELES,9000947A,3486,89,N,1310,POLLING PLACE,108,12,73,5
LOS ANGELES,9000947A,3486,89,N,0,VBM PORTION,80,7,45,9
LOS ANGELES,9000947A,3486,89,N,1310,TOTAL,188,19,118,14
LOS ANGELES,9000957C,3491,95,N,1319,POLLING PLACE,102,15,45,15
LOS ANGELES,9000957C,3491,95,N,0,VBM PORTION,113,17,40,23
LOS ANGELES,9000957C,3491,95,N,1319,TOTAL,215,32,85,38
LOS ANGELES,9000965A,3493,89,N,1239,POLLING PLACE,81,10,47,10
LOS ANGELES,9000965A,3493,89,N,0,VBM PORTION,59,7,32,7
LOS ANGELES,9000965A,3493,89,N,1239,TOTAL,140,17,79,17
LOS ANGELES,9000966B,3494,89,N,1242,POLLING PLACE,79,5,54,8
LOS ANGELES,9000966B,3494,89,N,0,VBM PORTION,63,6,35,11
LOS ANGELES,9000966B,3494,89,N,1242,TOTAL,142,11,89,19
LOS ANGELES,9000968A,3495,90,N,1484,POLLING PLACE,123,17,57,20
LOS ANGELES,9000968A,3495,90,N,0,VBM PORTION,195,29,68,31
LOS ANGELES,9000968A,3495,90,N,1484,TOTAL,318,46,125,51
LOS ANGELES,9000969A,3496,89,N,1129,POLLING PLACE,92,11,65,3
