INCIDENT NUMBER,INCIDENT TYPE,INCIDENT DATE,INCIDENT LOCATION,CITY,STATE,ZIP,REPORTING DISTRICT,GEO_LOCATION,# OF PERSONS,PERSON RACE,DECEASED,WOUNDED,DEPUTY GENDER,DEPUTY RACE,DEPUTY AGE,YEARS OF SERVICE,DEPUTY ASSIGNED UNIT,DEPUTY ASSIGNED UNIT NAME,INVOLVED IN PREVIOUS SHOOTINGS,# OF PREVIOUS SHOOTINGS,DISTRICT ATTORNEY ACTION,TRAINING,WEAPON INVOLVED CATEGORY,WEAPON INVOLVED CATEGORY DESC,APPROX_LATITUDE,APPROX_LONGITUDE
1000470,NON-HIT SHOOTING INCIDENT,11/01/2013 08:09:00 AM,8800 E SLAUSON AVENUE,PICO RIVERA,CA,90660,1516,"8800 E SLAUSON AVENUE
PICO RIVERA, CA 90660
(33.971916, -118.107992)",1,HISPANIC,,,M,HISPANIC,35,15,PRV,PICO RIVERA STN,N,,,N,B-1,"WEAPON - OTHER:  Suspect armed, Weapon recovered",33.971916,-118.107992
1000483,HIT SHOOTING INCIDENT,04/07/2014 09:29:00 PM,900 PALM AVENUE,WEST HOLLYWOOD,CA,90069,0977,"900 PALM AVENUE
WEST HOLLYWOOD, CA 90069
(34.087659, -118.382901)",2,"WHITE,WHITE",Y,Y,M,HISPANIC,46,8,WHD,WEST HOLLYWOOD STN,N,,LEGALLY JUSTIFIED,Y,B-4,"WEAPON - OTHER:  Perception shooting, Suspect actions and/or info suggest suspect was armed, Weapon not seen/not recovered",34.087659,-118.382901
1000468,HIT SHOOTING INCIDENT,11/01/2013 03:03:00 AM,7400 JACKSON STREET,PARAMOUNT,CA,90723,1368,"7400 JACKSON STREET
PARAMOUNT, CA 90723
(33.885488, -118.169069)",1,HISPANIC,Y,,M,HISPANIC,33,12,SEB,SPECIAL ENFORCEMENT BUR,Y,1,LEGALLY JUSTIFIED,N,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.885488,-118.169069
1000403,NON-HIT SHOOTING INCIDENT,05/25/2012 04:50:00 AM,1200 RONAN AVENUE,WILMINGTON,CA,90744,3199,"1200 RONAN AVENUE
WILMINGTON, CA 90744
(33.786534, -118.272592)",2,"BLACK,HISPANIC",,,M,WHITE,42,17,SEB,SPECIAL ENFORCEMENT BUR,Y,2,,N,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",33.786534,-118.272592
1000333,HIT SHOOTING INCIDENT,12/01/2010 03:07:00 PM,4700 HAMMEL STREET,EAST LOS ANGELES,CA,90022,0281,"4700 HAMMEL STREET
EAST LOS ANGELES, CA 90022
(34.042411, -118.164841)",1,HISPANIC,,Y,M,HISPANIC,40,16,ELA,EAST LA STN,N,,LEGALLY JUSTIFIED,N,A-4,"FIREARM:  Perception shooting, Suspect actions and/or other info suggest suspect was armed, Firearm not seen/not recovered",34.042411,-118.164841
1000301,NON-HIT SHOOTING INCIDENT,06/05/2010 02:41:00 AM,4200 E. UNION PACIFIC AVE.,EAST LOS ANGELES,CA,90023,0278,"4200 E. UNION PACIFIC AVE.
EAST LOS ANGELES, CA 90023
(34.016546, -118.183704)",1,HISPANIC,,,M,HISPANIC,31,9,ELA,EAST LA STN,N,,,N,B-2,"WEAPON - OTHER:  Suspect armed, Suspect used weapon to assault deputy",34.016546,-118.183704
1000412,HIT SHOOTING INCIDENT,08/16/2012 12:18:00 PM,1300 PALMER STREET,COMPTON,CA,90221,2824,"1300 PALMER STREET
COMPTON, CA 90221
(33.898364, -118.209512)",1,BLACK,,Y,M,HISPANIC,38,10,COM,COMPTON STN,Y,1,LEGALLY JUSTIFIED,N,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.898364,-118.209512
1000306,HIT SHOOTING INCIDENT,06/19/2010 05:31:00 PM,4200 DEEBOYAR AVENUE,LAKEWOOD,CA,90713,1323,"4200 DEEBOYAR AVENUE
LAKEWOOD, CA 90713
(33.833954, -118.163506)",1,BLACK,,Y,M,WHITE,29,4,LKD,LAKEWOOD STN,N,,LEGALLY JUSTIFIED,N,B-1,"WEAPON - OTHER:  Suspect armed, Weapon recovered",33.833954,-118.163506
1000482,HIT SHOOTING INCIDENT,04/13/2014 04:05:00 PM,3400 MARTIN LUTHER KING JR. BOULEVARD,LYNWOOD,CA,90262,2112,"3400 MARTIN LUTHER KING JR. BOULEVARD
LYNWOOD, CA 90262
(33.936467, -118.209777)",1,HISPANIC,,Y,M,HISPANIC,31,9,CEN,CENTURY STN,Y,4,LEGALLY JUSTIFIED,N,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.936467,-118.209777
1000424,HIT SHOOTING INCIDENT,11/16/2012 09:30:00 PM,81ST AND PARMALEE AVENUE,LOS ANGELES,CA,90001,2174,"81ST AND PARMALEE AVENUE
LOS ANGELES, CA 90001
(33.96580897884491831496, -118.24990302594981168384)",1,BLACK,,Y,M,HISPANIC,34,16,OSS,OPERATION SAFE STREETS BUREAU,Y,1,LEGALLY JUSTIFIED,N,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",33.965808978844918,-118.249903025949812
1000434,HIT SHOOTING INCIDENT,04/10/2013 11:58:00 PM,3500 58TH STREET,LOS ANGELES,CA,90270,0250,"3500 58TH STREET
LOS ANGELES, CA 90270
(33.989961, -118.203349)",1,HISPANIC,,Y,M,WHITE,30,7,ELA,EAST LA STN,Y,1,LEGALLY JUSTIFIED,Y,A-4,"FIREARM:  Perception shooting, Suspect actions and/or other info suggest suspect was armed, Firearm not seen/not recovered",33.989961,-118.203349
1000384,HIT SHOOTING INCIDENT,02/22/2012 09:38:00 PM,6500 ROSEMEAD BLVD,PICO RIVERA,CA,90660,1515,"6500 ROSEMEAD BLVD
PICO RIVERA, CA 90660
(33.986923, -118.094032)",1,HISPANIC,,Y,M,HISPANIC,29,6,PRV,PICO RIVERA STN,N,,LEGALLY JUSTIFIED,N,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",33.986923,-118.094032
1000687,HIT SHOOTING INCIDENT,02/24/2016 05:14:00 PM,10900 ALONDRA BOULEVARD,NORWALK,CA,90650,2310,"10900 ALONDRA BOULEVARD
NORWALK, CA 90650
(33.887057, -118.100431)",1,HISPANIC,Y,,M,ASIAN-PACIFIC ISL,37,9,CER,CERRITOS STN,N,0,,,B-2,"WEAPON - OTHER:  Suspect armed, Suspect used weapon to assault deputy",33.887057,-118.100431
1000518,HIT SHOOTING INCIDENT,03/13/2015 05:25:00 PM,900 WEST 43RD STREET,LOS ANGELES,CA,90037,0371,"900 WEST 43RD STREET
LOS ANGELES, CA 90037
(34.00549, -118.289087)",1,HISPANIC,,Y,M,HISPANIC,30,8,SLA,SOUTH LOS ANGELES STATION,N,,PENDING,,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",34.00549,-118.289087
1000683,HIT SHOOTING INCIDENT,02/11/2016 06:42:00 PM,2800 LA VIDA DRIVE,LANCASTER,CA,93535,1137,"2800 LA VIDA DRIVE
LANCASTER, CA 93535
(34.682284, -118.079249)",1,WHITE,Y,,M,WHITE,33,9,LCS,LANCASTER STN,N,0,,,B-1,"WEAPON - OTHER:  Suspect armed, Weapon recovered",34.682284,-118.079249
1000655,NON-HIT SHOOTING INCIDENT,11/24/2015 01:40:00 PM,1000 SAN GABRIEL BLVD.,ROSEMEAD,CA,91770,0535,"1000 SAN GABRIEL BLVD.
ROSEMEAD, CA 91770
(34.04036, -118.082721)",1,HISPANIC,,,M,HISPANIC,43,17,OSS,OPERATION SAFE STREETS BUREAU,N,,,,A-1,"FIREARM:  Suspect armed,  Firearm recovered",34.04036,-118.082721
1000521,HIT SHOOTING INCIDENT,03/25/2015 12:00:00 AM,102ND STREET AND S. VERMONT AVE,LOS ANGELES,CA,90044,0577,"102ND STREET AND S. VERMONT AVE
LOS ANGELES, CA 90044
(33.94408299312416425025, -118.29182501144271153503)",1,HISPANIC,Y,,M,HISPANIC,36,10,SLA,SOUTH LOS ANGELES STATION,N,,PENDING,,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",33.944082993124164,-118.291825011442712
1000505,HIT SHOOTING INCIDENT,11/07/2014 03:48:00 AM,44200 RANCHO VISTA BLVD,PALMDALE,CA,93551,2617,"44200 RANCHO VISTA BLVD
PALMDALE, CA 93551
(34.623568, -118.218742)",1,WHITE,Y,,M,HISPANIC,27,7,PLM,PALMDALE STN,N,,PENDING,,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",34.623568,-118.218742
1000494,HIT SHOOTING INCIDENT,08/09/2014 04:12:00 AM,GRAND AVENUE AND PACIFIC BOULEVARD,WALNUT PARK,CA,90255,6835,"GRAND AVENUE AND PACIFIC BOULEVARD
WALNUT PARK, CA 90255
(33.969153, -118.225208)",1,HISPANIC,Y,,M,BLACK,45,4,TSB,TRANSIT SERVICES BUREAU,N,,LEGALLY JUSTIFIED,N,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",33.969153,-118.225208
1000656,HIT SHOOTING INCIDENT,12/01/2015 06:35:00 PM,12600 PIONEER BOULEVARD,NORWALK,CA,90650,0453,"12600 PIONEER BOULEVARD
NORWALK, CA 90650
(33.916487, -118.081872)",1,HISPANIC,Y,,M,HISPANIC,39,15,OSS,OPERATION SAFE STREETS BUREAU,Y,1,,,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.916487,-118.081872
1000493,HIT SHOOTING INCIDENT,08/01/2014 04:49:00 AM,9000 ROSEHEDGE DRIVE,PICO RIVERA,CA,90660,1514,"9000 ROSEHEDGE DRIVE
PICO RIVERA, CA 90660
(33.993633, -118.087458)",2,"HISPANIC,HISPANIC",Y,,F,HISPANIC,34,14,PRV,PICO RIVERA STN,Y,2,LEGALLY JUSTIFIED,,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",33.993633,-118.087458
1000289,HIT SHOOTING INCIDENT,01/14/2010 03:41:00 PM,500 WEST GARDENA BOULEVARD,LOS ANGELES,CA,90248,1699,"500 WEST GARDENA BOULEVARD
LOS ANGELES, CA 90248
(33.881832, -118.282796)",1,HISPANIC,,Y,M,WHITE,31,10,CSN,CARSON STN,N,,LEGALLY JUSTIFIED,N,A-4,"FIREARM:  Perception shooting, Suspect actions and/or other info suggest suspect was armed, Firearm not seen/not recovered",33.881832,-118.282796
1000683,HIT SHOOTING INCIDENT,02/11/2016 06:42:00 PM,2800 LA VIDA DRIVE,LANCASTER,CA,93535,1137,"2800 LA VIDA DRIVE
LANCASTER, CA 93535
(34.682284, -118.079249)",1,WHITE,Y,,M,HISPANIC,30,9,LCS,LANCASTER STN,N,0,,,B-1,"WEAPON - OTHER:  Suspect armed, Weapon recovered",34.682284,-118.079249
1000514,NON-HIT SHOOTING INCIDENT,02/12/2015 12:23:00 AM,2000 EL MOLINO AVENUE,ALTADENA,CA,91001,0774,"2000 EL MOLINO AVENUE
ALTADENA, CA 91001
(34.180031, -118.13645)",1,BLACK,,,M,WHITE,49,15,ALD,ALTADENA STN,Y,1,,N,A-4,"FIREARM:  Perception shooting, Suspect actions and/or other info suggest suspect was armed, Firearm not seen/not recovered",34.180031,-118.13645
1000305,HIT SHOOTING INCIDENT,06/15/2010 10:41:00 AM,100 SANDALWOOD AVENUE,EAST VALINDA,CA,91744,1442,"100 SANDALWOOD AVENUE
EAST VALINDA, CA 91744
(34.017734, -117.916877)",1,HISPANIC,,Y,M,WHITE,34,11,IND,INDUSTRY STN,N,,LEGALLY JUSTIFIED,N,C-1,STRUGGLE OVER DEPUTY WEAPON:  Suspect attempted to disarm deputy,34.017734,-117.916877
1000531,HIT SHOOTING INCIDENT,07/06/2015 10:45:00 AM,5500 ADENMOOR AVENUE,LAKEWOOD,CA,90713,1321,"5500 ADENMOOR AVENUE
LAKEWOOD, CA 90713
(33.856293, -118.124029)",1,WHITE,Y,,M,HISPANIC,32,4,LKD,LAKEWOOD STN,N,,PENDING,,B-2,"WEAPON - OTHER:  Suspect armed, Suspect used weapon to assault deputy",33.856293,-118.124029
1000510,HIT SHOOTING INCIDENT,12/31/2014 05:00:00 PM,100 WEST COMPTON BLVD,COMPTON,CA,90220,2814,"100 WEST COMPTON BLVD
COMPTON, CA 90220
(33.895891, -118.224837)",1,HISPANIC,Y,,M,HISPANIC,42,8,COM,COMPTON STN,N,,PENDING,,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.895891,-118.224837
1000431,HIT SHOOTING INCIDENT,01/10/2013 04:08:00 PM,HOLBROOK STREET AND  MORRILL AVENUE,WHITTIER,CA,90606,1575,"HOLBROOK STREET AND MORRILL AVENUE
WHITTIER, CA 90606
(33.98877699757225988157, -118.0665290074180462064)",1,HISPANIC,Y,,M,HISPANIC,40,12,PRV,PICO RIVERA STN,N,,LEGALLY JUSTIFIED,Y,B-1,"WEAPON - OTHER:  Suspect armed, Weapon recovered",33.98877699757226,-118.066529007418046
1000316,NON-HIT SHOOTING INCIDENT,08/20/2010 10:30:00 PM,25300 CHIQUELLA LANE,STEVENSON RANCH,CA,91381,0623,"25300 CHIQUELLA LANE
STEVENSON RANCH, CA 91381
(34.378042, -118.566563)",1,WHITE,,,M,BLACK,35,0,SO,PITCHESS SOUTH FACILITY,N,,,Y,D-1,NO SUSPECT FIREAM/OTHER WEAPON involved in the Incident,34.378042,-118.566563
1000691,NON-HIT SHOOTING INCIDENT,02/19/2015 02:10:00 PM,15700 FOOTHILL BOULEVARD,AZUSA,CA,91702,8332,"15700 FOOTHILL BOULEVARD
AZUSA, CA 91702
(34.133448, -117.891295)",1,WHITE,,,M,WHITE,55,29,PKB,PARKS BUREAU,N,,,N,B-2,"WEAPON - OTHER:  Suspect armed, Suspect used weapon to assault deputy",34.133448,-117.891295
1000378,NON-HIT SHOOTING INCIDENT,01/28/2012 08:26:00 AM,10800 DALEROSE AVENUE,LENNOX,CA,90304,0382,"10800 DALEROSE AVENUE
LENNOX, CA 90304
(33.937831, -118.360227)",1,HISPANIC,,,M,HISPANIC,37,7,SLA,SOUTH LOS ANGELES STATION,N,,,Y,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.937831,-118.360227
1000425,HIT SHOOTING INCIDENT,11/09/2012 10:12:00 AM,45900 DESERT SPRINGS ROAD,LANCASTER,CA,93534,0641,"45900 DESERT SPRINGS ROAD
LANCASTER, CA 93534
(34.716759, -118.147769)",1,WHITE,Y,,M,WHITE,48,23,SCV,SANTA CLARITA VALLEY STN,N,,LEGALLY JUSTIFIED,N,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",34.716759,-118.147769
1000300,NON-HIT SHOOTING INCIDENT,05/07/2010 09:20:00 AM,10000 PARK STREET,BELLFLOWER,CA,90706,1334,"10000 PARK STREET
BELLFLOWER, CA 90706
(33.878472, -118.1207)",1,BLACK,,,M,HISPANIC,34,11,LKD,LAKEWOOD STN,N,,,N,A-4,"FIREARM:  Perception shooting, Suspect actions and/or other info suggest suspect was armed, Firearm not seen/not recovered",33.878472,-118.1207
1000371,HIT SHOOTING INCIDENT,12/28/2011 04:30:00 PM,8800 OAK STREET,BELLFLOWER,CA,90706,1335,"8800 OAK STREET
BELLFLOWER, CA 90706
(33.884696, -118.144659)",1,HISPANIC,,Y,M,HISPANIC,27,6,LKD,LAKEWOOD STN,Y,1,LEGALLY JUSTIFIED,Y,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",33.884696,-118.144659
1000456,HIT SHOOTING INCIDENT,09/10/2013 01:30:00 AM,4000 ALMANZA LANE AND MILLER AVENUE,EAST LOS ANGELES,CA,90063,0272,"4000 ALMANZA LANE AND MILLER AVENUE
EAST LOS ANGELES, CA 90063
(34.05272684942028420774, -118.17838558142339697124)",1,HISPANIC,Y,,M,HISPANIC,34,13,ELA,EAST LA STN,Y,1,LEGALLY JUSTIFIED,N,A-1,"FIREARM:  Suspect armed,  Firearm recovered",34.052726849420284,-118.178385581423397
1000441,HIT SHOOTING INCIDENT,05/18/2013 09:12:00 PM,6100 MIRAMONTE BLVD,LOS ANGELES,CA,90001,2171,"6100 MIRAMONTE BLVD
LOS ANGELES, CA 90001
(33.984765, -118.245342)",1,BLACK,Y,,M,HISPANIC,31,9,CEN,CENTURY STN,Y,1,LEGALLY JUSTIFIED,N,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.984765,-118.245342
1000297,HIT SHOOTING INCIDENT,05/06/2010 04:00:00 AM,21900 DEVLIN AVENUE,HAWAIIAN GARDENS,CA,90716,1351,"21900 DEVLIN AVENUE
HAWAIIAN GARDENS, CA 90716
(33.829523, -118.077365)",1,HISPANIC,,Y,M,WHITE,35,10,LKD,LAKEWOOD STN,N,,LEGALLY JUSTIFIED,N,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.829523,-118.077365
1000381,HIT SHOOTING INCIDENT,02/01/2012 09:02:00 PM,44900 SPEARMAN AVENUE,LANCASTER,CA,93534,1132,"44900 SPEARMAN AVENUE
LANCASTER, CA 93534
(34.698743, -118.132932)",1,WHITE,Y,,M,WHITE,34,6,OSS,OPERATION SAFE STREETS BUREAU,N,,LEGALLY JUSTIFIED,N,B-1,"WEAPON - OTHER:  Suspect armed, Weapon recovered",34.698743,-118.132932
1000403,NON-HIT SHOOTING INCIDENT,05/25/2012 04:50:00 AM,1200 RONAN AVENUE,WILMINGTON,CA,90744,3199,"1200 RONAN AVENUE
WILMINGTON, CA 90744
(33.786534, -118.272592)",2,"BLACK,HISPANIC",,,M,WHITE,53,32,SEB,SPECIAL ENFORCEMENT BUR,Y,2,,N,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",33.786534,-118.272592
1000490,HIT SHOOTING INCIDENT,06/25/2014 05:05:00 PM,BEAR VALLEY ROAD AND  CENTRAL ROAD,APPLE VALLEY,CA,92308,3199,"BEAR VALLEY ROAD AND CENTRAL ROAD
APPLE VALLEY, CA 92308
(34.471554, -117.172646)",1,HISPANIC,Y,,M,WHITE,44,17,MCB,MAJOR CRIMES BUREAU,N,,LEGALLY JUSTIFIED,,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",34.471554,-117.172646
1000490,HIT SHOOTING INCIDENT,06/25/2014 05:05:00 PM,BEAR VALLEY ROAD AND  CENTRAL ROAD,APPLE VALLEY,CA,92308,3199,"BEAR VALLEY ROAD AND CENTRAL ROAD
APPLE VALLEY, CA 92308
(34.471554, -117.172646)",1,HISPANIC,Y,,M,HISPANIC,56,25,MCB,MAJOR CRIMES BUREAU,Y,2,LEGALLY JUSTIFIED,,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",34.471554,-117.172646
1000400,HIT SHOOTING INCIDENT,05/12/2012 01:25:00 PM,HUDSON AVENUE AND STAFFORD AVENUE,CITY OF INDUSTRY,CA,91744,1462,"HUDSON AVENUE AND STAFFORD AVENUE
CITY OF INDUSTRY, CA 91744
(34.02503598860171436153, -117.95933102562561901379)",1,HISPANIC,Y,,M,WHITE,48,26,IND,INDUSTRY STN,Y,1,LEGALLY JUSTIFIED,N,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",34.025035988601714,-117.959331025625619
1000527,HIT SHOOTING INCIDENT,02/13/2014 04:57:00 PM,19100 ELBERLAND STREET,West Covina,CA,91792,2910,"19100 ELBERLAND STREET
West Covina, CA 91792
(34.009463, -117.88471)",1,HISPANIC,Y,,M,HISPANIC,49,13,WAL,WALNUT/SAN DIMAS STN,N,,LEGALLY JUSTIFIED,N,A-4,"FIREARM:  Perception shooting, Suspect actions and/or other info suggest suspect was armed, Firearm not seen/not recovered",34.009463,-117.88471
