LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,JOHN WOOD JR,MAXINE WATERS,
ALONDRA PARK,0180001A,64,336,N,905,POLLING PLACE,79,18,60,
ALONDRA PARK,0180001A,64,336,N,,VBM PORTION,43,18,24,
ALONDRA PARK,0180001A,64,336,N,905,TOTAL,122,36,84,
CENTINELA,1060002A,6048,329,Y,,POLLING PLACE,,,,
CENTINELA,1060002A,6048,329,Y,,VBM PORTION,,,,
CENTINELA,1060002A,6048,329,Y,,TOTAL,,,,
DEL AIRE,1680001A,615,338,N,825,POLLING PLACE,175,66,96,
DEL AIRE,1680001A,615,338,N,,VBM PORTION,54,26,24,
DEL AIRE,1680001A,615,338,N,825,TOTAL,229,92,120,
DEL AIRE,1680002B,616,338,N,956,POLLING PLACE,263,119,125,
DEL AIRE,1680002B,616,338,N,,VBM PORTION,71,41,22,
DEL AIRE,1680002B,616,338,N,956,TOTAL,334,160,147,
DEL AIRE,1680003A,617,338,N,861,POLLING PLACE,205,90,107,
DEL AIRE,1680003A,617,338,N,,VBM PORTION,70,28,38,
DEL AIRE,1680003A,617,338,N,861,TOTAL,275,118,145,
DEL AIRE,1680004A,618,338,N,765,POLLING PLACE,164,82,72,
DEL AIRE,1680004A,618,338,N,,VBM PORTION,60,36,19,
DEL AIRE,1680004A,618,338,N,765,TOTAL,224,118,91,
DEL AIRE,1680005A,619,338,N,410,POLLING PLACE,80,28,51,
DEL AIRE,1680005A,619,338,N,,VBM PORTION,19,11,6,
DEL AIRE,1680005A,619,338,N,410,TOTAL,99,39,57,
DEL AIRE,1680006C,620,338,N,642,POLLING PLACE,111,42,65,
DEL AIRE,1680006C,620,338,N,,VBM PORTION,46,19,26,
DEL AIRE,1680006C,620,338,N,642,TOTAL,157,61,91,
DEL AIRE,1680007A,621,338,N,985,POLLING PLACE,206,77,123,
DEL AIRE,1680007A,621,338,N,,VBM PORTION,48,17,26,
DEL AIRE,1680007A,621,338,N,985,TOTAL,254,94,149,
EL CAMINO VILLAGE,2080002A,795,385,N,1339,POLLING PLACE,89,19,68,
EL CAMINO VILLAGE,2080002A,795,385,N,,VBM PORTION,78,14,57,
EL CAMINO VILLAGE,2080002A,795,385,N,1339,TOTAL,167,33,125,
EL CAMINO VILLAGE,2080003A,796,385,N,616,POLLING PLACE,165,89,70,
EL CAMINO VILLAGE,2080003A,796,385,N,,VBM PORTION,45,26,14,
EL CAMINO VILLAGE,2080003A,796,385,N,616,TOTAL,210,115,84,
EL CAMINO VILLAGE,2080004A,797,385,N,1129,POLLING PLACE,178,80,92,
EL CAMINO VILLAGE,2080004A,797,385,N,,VBM PORTION,109,63,44,
EL CAMINO VILLAGE,2080004A,797,385,N,1129,TOTAL,287,143,136,
EL CAMINO VILLAGE,2080004B,6073,386,Y,,POLLING PLACE,,,,
EL CAMINO VILLAGE,2080004B,6073,386,Y,,VBM PORTION,,,,
EL CAMINO VILLAGE,2080004B,6073,386,Y,,TOTAL,,,,
EL CAMINO VILLAGE,2080005A,798,385,N,923,POLLING PLACE,232,109,114,
EL CAMINO VILLAGE,2080005A,798,385,N,,VBM PORTION,61,21,34,
EL CAMINO VILLAGE,2080005A,798,385,N,923,TOTAL,293,130,148,
GARDENA,2500001A,874,339,N,822,POLLING PLACE,242,14,218,
GARDENA,2500001A,874,339,N,,VBM PORTION,56,6,49,
GARDENA,2500001A,874,339,N,822,TOTAL,298,20,267,
GARDENA,2500002A,875,335,N,994,POLLING PLACE,295,15,268,
GARDENA,2500002A,875,335,N,,VBM PORTION,72,4,67,
GARDENA,2500002A,875,335,N,994,TOTAL,367,19,335,
GARDENA,2500003A,876,385,N,1018,POLLING PLACE,225,91,124,
GARDENA,2500003A,876,385,N,,VBM PORTION,90,43,45,
GARDENA,2500003A,876,385,N,1018,TOTAL,315,134,169,
GARDENA,2500005A,877,339,N,777,POLLING PLACE,185,13,168,
GARDENA,2500005A,877,339,N,,VBM PORTION,60,10,48,
GARDENA,2500005A,877,339,N,777,TOTAL,245,23,216,
GARDENA,2500007A,878,335,N,967,POLLING PLACE,242,11,223,
GARDENA,2500007A,878,335,N,,VBM PORTION,71,4,65,
GARDENA,2500007A,878,335,N,967,TOTAL,313,15,288,
GARDENA,2500008A,879,335,N,1106,POLLING PLACE,208,8,194,
GARDENA,2500008A,879,335,N,,VBM PORTION,93,9,78,
GARDENA,2500008A,879,335,N,1106,TOTAL,301,17,272,
GARDENA,2500010A,880,385,N,1075,POLLING PLACE,221,84,129,
GARDENA,2500010A,880,385,N,,VBM PORTION,93,41,47,
GARDENA,2500010A,880,385,N,1075,TOTAL,314,125,176,
GARDENA,2500012A,881,385,N,812,POLLING PLACE,106,30,71,
GARDENA,2500012A,881,385,N,,VBM PORTION,65,12,52,
GARDENA,2500012A,881,385,N,812,TOTAL,171,42,123,
GARDENA,2500013A,882,385,N,1363,POLLING PLACE,159,48,102,
GARDENA,2500013A,882,385,N,,VBM PORTION,97,32,60,
GARDENA,2500013A,882,385,N,1363,TOTAL,256,80,162,
GARDENA,2500016A,883,385,N,1177,POLLING PLACE,253,98,142,
GARDENA,2500016A,883,385,N,,VBM PORTION,115,40,68,
GARDENA,2500016A,883,385,N,1177,TOTAL,368,138,210,
GARDENA,2500018A,884,385,N,1253,POLLING PLACE,203,54,139,
GARDENA,2500018A,884,385,N,,VBM PORTION,110,26,79,
GARDENA,2500018A,884,385,N,1253,TOTAL,313,80,218,
GARDENA,2500019A,885,385,N,1420,POLLING PLACE,169,41,123,
GARDENA,2500019A,885,385,N,,VBM PORTION,113,31,65,
GARDENA,2500019A,885,385,N,1420,TOTAL,282,72,188,
GARDENA,2500020B,886,385,N,1586,POLLING PLACE,152,36,108,
GARDENA,2500020B,886,385,N,,VBM PORTION,78,19,55,
GARDENA,2500020B,886,385,N,1586,TOTAL,230,55,163,
GARDENA,2500021C,887,335,N,1005,POLLING PLACE,151,19,127,
GARDENA,2500021C,887,335,N,,VBM PORTION,78,12,60,
GARDENA,2500021C,887,335,N,1005,TOTAL,229,31,187,
GARDENA,2500021E,888,335,N,675,POLLING PLACE,85,11,69,
GARDENA,2500021E,888,335,N,,VBM PORTION,19,6,13,
GARDENA,2500021E,888,335,N,675,TOTAL,104,17,82,
GARDENA,2500023A,889,385,N,1530,POLLING PLACE,153,33,115,
GARDENA,2500023A,889,385,N,,VBM PORTION,111,27,81,
GARDENA,2500023A,889,385,N,1530,TOTAL,264,60,196,
GARDENA,2500026A,890,385,N,1024,POLLING PLACE,142,33,102,
GARDENA,2500026A,890,385,N,,VBM PORTION,94,31,55,
GARDENA,2500026A,890,385,N,1024,TOTAL,236,64,157,
GARDENA,2500028A,891,385,N,969,POLLING PLACE,165,50,107,
GARDENA,2500028A,891,385,N,,VBM PORTION,90,40,47,
GARDENA,2500028A,891,385,N,969,TOTAL,255,90,154,
GARDENA,2500030A,892,385,N,1269,POLLING PLACE,182,40,119,
GARDENA,2500030A,892,385,N,,VBM PORTION,189,57,120,
GARDENA,2500030A,892,385,N,1269,TOTAL,371,97,239,
GARDENA,2500031A,893,385,N,796,POLLING PLACE,119,40,71,
GARDENA,2500031A,893,385,N,,VBM PORTION,96,34,53,
GARDENA,2500031A,893,385,N,796,TOTAL,215,74,124,
GARDENA,2500033A,894,385,N,1145,POLLING PLACE,113,28,76,
GARDENA,2500033A,894,385,N,,VBM PORTION,132,51,77,
GARDENA,2500033A,894,385,N,1145,TOTAL,245,79,153,
GARDENA,2500035A,895,385,N,1378,POLLING PLACE,205,66,127,
GARDENA,2500035A,895,385,N,,VBM PORTION,152,46,101,
GARDENA,2500035A,895,385,N,1378,TOTAL,357,112,228,
GARDENA,2500036B,896,385,N,1265,POLLING PLACE,189,66,108,
GARDENA,2500036B,896,385,N,,VBM PORTION,144,48,82,
GARDENA,2500036B,896,385,N,1265,TOTAL,333,114,190,
GARDENA,2500041A,897,339,N,1082,POLLING PLACE,206,31,169,
GARDENA,2500041A,897,339,N,,VBM PORTION,37,8,26,
GARDENA,2500041A,897,339,N,1082,TOTAL,243,39,195,
GARDENA,2500046A,898,339,N,1049,POLLING PLACE,267,17,242,
GARDENA,2500046A,898,339,N,,VBM PORTION,69,7,57,
GARDENA,2500046A,898,339,N,1049,TOTAL,336,24,299,
GARDENA,2500063A,899,385,N,1001,POLLING PLACE,185,76,105,
GARDENA,2500063A,899,385,N,,VBM PORTION,94,27,63,
GARDENA,2500063A,899,385,N,1001,TOTAL,279,103,168,
GARDENA,2500064A,900,385,N,1133,POLLING PLACE,229,92,128,
GARDENA,2500064A,900,385,N,,VBM PORTION,80,24,54,
GARDENA,2500064A,900,385,N,1133,TOTAL,309,116,182,
HAWTHORNE,2700001A,1052,336,N,975,POLLING PLACE,138,13,115,
HAWTHORNE,2700001A,1052,336,N,,VBM PORTION,25,5,20,
HAWTHORNE,2700001A,1052,336,N,975,TOTAL,163,18,135,
HAWTHORNE,2700001C,6094,337,Y,56,POLLING PLACE,,,,
HAWTHORNE,2700001C,6094,337,Y,,VBM PORTION,1,,1,
HAWTHORNE,2700001C,6094,337,Y,56,TOTAL,1,,1,
HAWTHORNE,2700003A,1053,336,N,1050,POLLING PLACE,192,30,151,
HAWTHORNE,2700003A,1053,336,N,,VBM PORTION,39,9,30,
HAWTHORNE,2700003A,1053,336,N,1050,TOTAL,231,39,181,
HAWTHORNE,2700004A,1054,336,N,1070,POLLING PLACE,141,21,116,
HAWTHORNE,2700004A,1054,336,N,,VBM PORTION,61,12,49,
HAWTHORNE,2700004A,1054,336,N,1070,TOTAL,202,33,165,
HAWTHORNE,2700007A,1055,336,N,703,POLLING PLACE,139,61,72,
HAWTHORNE,2700007A,1055,336,N,,VBM PORTION,74,45,25,
HAWTHORNE,2700007A,1055,336,N,703,TOTAL,213,106,97,
HAWTHORNE,2700007C,6095,335,Y,16,POLLING PLACE,,,,
HAWTHORNE,2700007C,6095,335,Y,,VBM PORTION,,,,
HAWTHORNE,2700007C,6095,335,Y,16,TOTAL,,,,
HAWTHORNE,2700009A,1056,336,N,866,POLLING PLACE,133,37,93,
HAWTHORNE,2700009A,1056,336,N,,VBM PORTION,34,8,25,
HAWTHORNE,2700009A,1056,336,N,866,TOTAL,167,45,118,
HAWTHORNE,2700010A,1057,336,N,968,POLLING PLACE,167,58,106,
HAWTHORNE,2700010A,1057,336,N,,VBM PORTION,71,35,33,
HAWTHORNE,2700010A,1057,336,N,968,TOTAL,238,93,139,
HAWTHORNE,2700011A,6096,338,Y,271,POLLING PLACE,,,,
HAWTHORNE,2700011A,6096,338,Y,,VBM PORTION,76,45,27,
HAWTHORNE,2700011A,6096,338,Y,271,TOTAL,76,45,27,
HAWTHORNE,2700013A,1058,336,N,1027,POLLING PLACE,130,9,115,
HAWTHORNE,2700013A,1058,336,N,,VBM PORTION,50,8,38,
HAWTHORNE,2700013A,1058,336,N,1027,TOTAL,180,17,153,
HAWTHORNE,2700014A,1059,336,N,1097,POLLING PLACE,117,18,92,
HAWTHORNE,2700014A,1059,336,N,,VBM PORTION,39,13,24,
HAWTHORNE,2700014A,1059,336,N,1097,TOTAL,156,31,116,
HAWTHORNE,2700015A,1060,336,N,919,POLLING PLACE,93,12,78,
HAWTHORNE,2700015A,1060,336,N,,VBM PORTION,41,9,31,
HAWTHORNE,2700015A,1060,336,N,919,TOTAL,134,21,109,
HAWTHORNE,2700016A,1061,336,N,888,POLLING PLACE,101,27,70,
HAWTHORNE,2700016A,1061,336,N,,VBM PORTION,23,9,13,
HAWTHORNE,2700016A,1061,336,N,888,TOTAL,124,36,83,
HAWTHORNE,2700017A,1062,336,N,1056,POLLING PLACE,181,35,134,
HAWTHORNE,2700017A,1062,336,N,,VBM PORTION,30,13,15,
HAWTHORNE,2700017A,1062,336,N,1056,TOTAL,211,48,149,
HAWTHORNE,2700019A,1063,336,N,1064,POLLING PLACE,150,48,86,
HAWTHORNE,2700019A,1063,336,N,,VBM PORTION,45,20,25,
HAWTHORNE,2700019A,1063,336,N,1064,TOTAL,195,68,111,
HAWTHORNE,2700020A,1064,336,N,1131,POLLING PLACE,197,30,157,
HAWTHORNE,2700020A,1064,336,N,,VBM PORTION,41,12,27,
HAWTHORNE,2700020A,1064,336,N,1131,TOTAL,238,42,184,
HAWTHORNE,2700021A,1065,336,N,1167,POLLING PLACE,142,15,111,
HAWTHORNE,2700021A,1065,336,N,,VBM PORTION,39,5,33,
HAWTHORNE,2700021A,1065,336,N,1167,TOTAL,181,20,144,
HAWTHORNE,2700022A,1066,336,N,1003,POLLING PLACE,120,18,94,
HAWTHORNE,2700022A,1066,336,N,,VBM PORTION,53,16,33,
HAWTHORNE,2700022A,1066,336,N,1003,TOTAL,173,34,127,
HAWTHORNE,2700023A,1067,336,N,1071,POLLING PLACE,189,72,111,
HAWTHORNE,2700023A,1067,336,N,,VBM PORTION,53,22,30,
HAWTHORNE,2700023A,1067,336,N,1071,TOTAL,242,94,141,
HAWTHORNE,2700025C,1068,336,N,1146,POLLING PLACE,170,68,98,
HAWTHORNE,2700025C,1068,336,N,,VBM PORTION,93,40,46,
HAWTHORNE,2700025C,1068,336,N,1146,TOTAL,263,108,144,
HAWTHORNE,2700028A,1069,336,N,1156,POLLING PLACE,149,13,131,
HAWTHORNE,2700028A,1069,336,N,,VBM PORTION,59,9,47,
HAWTHORNE,2700028A,1069,336,N,1156,TOTAL,208,22,178,
HAWTHORNE,2700029A,1070,336,N,1059,POLLING PLACE,143,22,113,
HAWTHORNE,2700029A,1070,336,N,,VBM PORTION,46,13,30,
HAWTHORNE,2700029A,1070,336,N,1059,TOTAL,189,35,143,
HAWTHORNE,2700039B,1071,336,N,1160,POLLING PLACE,295,143,130,
HAWTHORNE,2700039B,1071,336,N,,VBM PORTION,125,69,50,
HAWTHORNE,2700039B,1071,336,N,1160,TOTAL,420,212,180,
HAWTHORNE,2700041A,1072,336,N,1218,POLLING PLACE,285,149,119,
HAWTHORNE,2700041A,1072,336,N,,VBM PORTION,128,78,40,
HAWTHORNE,2700041A,1072,336,N,1218,TOTAL,413,227,159,
HAWTHORNE,2700043A,1073,336,N,1139,POLLING PLACE,145,24,110,
HAWTHORNE,2700043A,1073,336,N,,VBM PORTION,39,7,31,
HAWTHORNE,2700043A,1073,336,N,1139,TOTAL,184,31,141,
HAWTHORNE,2700051A,1074,336,N,1071,POLLING PLACE,155,15,125,
HAWTHORNE,2700051A,1074,336,N,,VBM PORTION,33,7,24,
HAWTHORNE,2700051A,1074,336,N,1071,TOTAL,188,22,149,
HAWTHORNE,2700051B,6097,337,Y,56,POLLING PLACE,,,,
HAWTHORNE,2700051B,6097,337,Y,,VBM PORTION,5,1,3,
HAWTHORNE,2700051B,6097,337,Y,56,TOTAL,5,1,3,
HAWTHORNE,2700090A,1075,336,N,949,POLLING PLACE,182,22,151,
HAWTHORNE,2700090A,1075,336,N,,VBM PORTION,43,11,32,
HAWTHORNE,2700090A,1075,336,N,949,TOTAL,225,33,183,
HAWTHORNE,2700091A,1076,336,N,921,POLLING PLACE,173,33,123,
HAWTHORNE,2700091A,1076,336,N,,VBM PORTION,18,6,11,
HAWTHORNE,2700091A,1076,336,N,921,TOTAL,191,39,134,
HAWTHORNE,2700092A,1077,337,N,1088,POLLING PLACE,250,7,238,
HAWTHORNE,2700092A,1077,337,N,,VBM PORTION,90,3,84,
HAWTHORNE,2700092A,1077,337,N,1088,TOTAL,340,10,322,
HAWTHORNE,2700094A,1078,337,N,992,POLLING PLACE,295,11,271,
HAWTHORNE,2700094A,1078,337,N,,VBM PORTION,84,16,67,
HAWTHORNE,2700094A,1078,337,N,992,TOTAL,379,27,338,
HAWTHORNE,2700101A,1079,336,N,809,POLLING PLACE,140,30,103,
HAWTHORNE,2700101A,1079,336,N,,VBM PORTION,34,13,18,
HAWTHORNE,2700101A,1079,336,N,809,TOTAL,174,43,121,
HAWTHORNE,2700103B,1080,336,N,1147,POLLING PLACE,216,88,122,
HAWTHORNE,2700103B,1080,336,N,,VBM PORTION,53,20,32,
HAWTHORNE,2700103B,1080,336,N,1147,TOTAL,269,108,154,
HAWTHORNE,2700105A,1081,336,N,1040,POLLING PLACE,144,17,123,
HAWTHORNE,2700105A,1081,336,N,,VBM PORTION,33,2,27,
HAWTHORNE,2700105A,1081,336,N,1040,TOTAL,177,19,150,
HAWTHORNE,2700106A,1082,336,N,1066,POLLING PLACE,134,10,120,
HAWTHORNE,2700106A,1082,336,N,,VBM PORTION,31,7,24,
HAWTHORNE,2700106A,1082,336,N,1066,TOTAL,165,17,144,
HAWTHORNE,2700109A,1083,336,N,945,POLLING PLACE,155,60,90,
HAWTHORNE,2700109A,1083,336,N,,VBM PORTION,79,40,37,
HAWTHORNE,2700109A,1083,336,N,945,TOTAL,234,100,127,
HAWTHORNE,2700116A,1084,336,N,1021,POLLING PLACE,129,10,118,
HAWTHORNE,2700116A,1084,336,N,,VBM PORTION,24,4,20,
HAWTHORNE,2700116A,1084,336,N,1021,TOTAL,153,14,138,
INGLEWOOD,2950001A,1114,334,N,962,POLLING PLACE,269,12,247,
INGLEWOOD,2950001A,1114,334,N,,VBM PORTION,76,2,70,
INGLEWOOD,2950001A,1114,334,N,962,TOTAL,345,14,317,
INGLEWOOD,2950002A,1115,331,N,1070,POLLING PLACE,223,17,192,
INGLEWOOD,2950002A,1115,331,N,,VBM PORTION,52,9,36,
INGLEWOOD,2950002A,1115,331,N,1070,TOTAL,275,26,228,
INGLEWOOD,2950003A,1116,334,N,586,POLLING PLACE,180,4,168,
INGLEWOOD,2950003A,1116,334,N,,VBM PORTION,45,2,41,
INGLEWOOD,2950003A,1116,334,N,586,TOTAL,225,6,209,
INGLEWOOD,2950004A,1117,334,N,550,POLLING PLACE,166,7,154,
INGLEWOOD,2950004A,1117,334,N,,VBM PORTION,48,3,43,
INGLEWOOD,2950004A,1117,334,N,550,TOTAL,214,10,197,
INGLEWOOD,2950005A,1118,334,N,552,POLLING PLACE,58,11,46,
INGLEWOOD,2950005A,1118,334,N,,VBM PORTION,22,8,13,
INGLEWOOD,2950005A,1118,334,N,552,TOTAL,80,19,59,
INGLEWOOD,2950006B,1119,334,N,791,POLLING PLACE,207,11,187,
INGLEWOOD,2950006B,1119,334,N,,VBM PORTION,76,11,63,
INGLEWOOD,2950006B,1119,334,N,791,TOTAL,283,22,250,
INGLEWOOD,2950007A,1120,334,N,1109,POLLING PLACE,136,13,118,
INGLEWOOD,2950007A,1120,334,N,,VBM PORTION,54,6,46,
INGLEWOOD,2950007A,1120,334,N,1109,TOTAL,190,19,164,
INGLEWOOD,2950008A,1121,334,N,938,POLLING PLACE,302,8,280,
INGLEWOOD,2950008A,1121,334,N,,VBM PORTION,49,3,45,
INGLEWOOD,2950008A,1121,334,N,938,TOTAL,351,11,325,
INGLEWOOD,2950009B,1122,334,N,1062,POLLING PLACE,262,11,240,
INGLEWOOD,2950009B,1122,334,N,,VBM PORTION,109,6,96,
INGLEWOOD,2950009B,1122,334,N,1062,TOTAL,371,17,336,
INGLEWOOD,2950010A,1123,334,N,1069,POLLING PLACE,270,15,242,
INGLEWOOD,2950010A,1123,334,N,,VBM PORTION,76,2,73,
INGLEWOOD,2950010A,1123,334,N,1069,TOTAL,346,17,315,
INGLEWOOD,2950011A,1124,334,N,769,POLLING PLACE,263,11,243,
INGLEWOOD,2950011A,1124,334,N,,VBM PORTION,78,7,65,
INGLEWOOD,2950011A,1124,334,N,769,TOTAL,341,18,308,
INGLEWOOD,2950013B,1125,334,N,901,POLLING PLACE,171,12,152,
INGLEWOOD,2950013B,1125,334,N,,VBM PORTION,61,4,55,
INGLEWOOD,2950013B,1125,334,N,901,TOTAL,232,16,207,
INGLEWOOD,2950014B,1126,334,N,900,POLLING PLACE,210,10,191,
INGLEWOOD,2950014B,1126,334,N,,VBM PORTION,72,6,59,
INGLEWOOD,2950014B,1126,334,N,900,TOTAL,282,16,250,
INGLEWOOD,2950015B,1127,334,N,606,POLLING PLACE,147,11,127,
INGLEWOOD,2950015B,1127,334,N,,VBM PORTION,61,6,54,
INGLEWOOD,2950015B,1127,334,N,606,TOTAL,208,17,181,
INGLEWOOD,2950016B,1128,334,N,796,POLLING PLACE,216,9,198,
INGLEWOOD,2950016B,1128,334,N,,VBM PORTION,42,1,41,
INGLEWOOD,2950016B,1128,334,N,796,TOTAL,258,10,239,
INGLEWOOD,2950017A,1129,334,N,900,POLLING PLACE,121,3,111,
INGLEWOOD,2950017A,1129,334,N,,VBM PORTION,51,2,46,
INGLEWOOD,2950017A,1129,334,N,900,TOTAL,172,5,157,
INGLEWOOD,2950018A,1130,334,N,1168,POLLING PLACE,311,6,286,
INGLEWOOD,2950018A,1130,334,N,,VBM PORTION,111,7,93,
INGLEWOOD,2950018A,1130,334,N,1168,TOTAL,422,13,379,
INGLEWOOD,2950019A,1131,334,N,1148,POLLING PLACE,86,6,75,
INGLEWOOD,2950019A,1131,334,N,,VBM PORTION,28,4,23,
INGLEWOOD,2950019A,1131,334,N,1148,TOTAL,114,10,98,
INGLEWOOD,2950020A,1132,334,N,1043,POLLING PLACE,237,12,217,
INGLEWOOD,2950020A,1132,334,N,,VBM PORTION,94,3,87,
INGLEWOOD,2950020A,1132,334,N,1043,TOTAL,331,15,304,
INGLEWOOD,2950022A,1133,334,N,1168,POLLING PLACE,347,13,326,
INGLEWOOD,2950022A,1133,334,N,,VBM PORTION,99,7,83,
INGLEWOOD,2950022A,1133,334,N,1168,TOTAL,446,20,409,
INGLEWOOD,2950023A,1134,334,N,684,POLLING PLACE,136,9,116,
INGLEWOOD,2950023A,1134,334,N,,VBM PORTION,57,6,46,
INGLEWOOD,2950023A,1134,334,N,684,TOTAL,193,15,162,
INGLEWOOD,2950024A,1135,334,N,800,POLLING PLACE,200,11,167,
INGLEWOOD,2950024A,1135,334,N,,VBM PORTION,51,5,43,
INGLEWOOD,2950024A,1135,334,N,800,TOTAL,251,16,210,
INGLEWOOD,2950025A,1136,331,N,969,POLLING PLACE,184,24,155,
INGLEWOOD,2950025A,1136,331,N,,VBM PORTION,39,7,32,
INGLEWOOD,2950025A,1136,331,N,969,TOTAL,223,31,187,
INGLEWOOD,2950026A,1137,334,N,961,POLLING PLACE,222,11,208,
INGLEWOOD,2950026A,1137,334,N,,VBM PORTION,69,4,58,
INGLEWOOD,2950026A,1137,334,N,961,TOTAL,291,15,266,
INGLEWOOD,2950028A,1138,334,N,533,POLLING PLACE,132,16,114,
INGLEWOOD,2950028A,1138,334,N,,VBM PORTION,30,2,28,
INGLEWOOD,2950028A,1138,334,N,533,TOTAL,162,18,142,
INGLEWOOD,2950029A,1139,334,N,873,POLLING PLACE,177,9,159,
INGLEWOOD,2950029A,1139,334,N,,VBM PORTION,62,3,55,
INGLEWOOD,2950029A,1139,334,N,873,TOTAL,239,12,214,
INGLEWOOD,2950030A,1140,334,N,1012,POLLING PLACE,143,16,119,
INGLEWOOD,2950030A,1140,334,N,,VBM PORTION,50,9,40,
INGLEWOOD,2950030A,1140,334,N,1012,TOTAL,193,25,159,
INGLEWOOD,2950031A,1141,334,N,770,POLLING PLACE,127,18,100,
INGLEWOOD,2950031A,1141,334,N,,VBM PORTION,30,6,23,
INGLEWOOD,2950031A,1141,334,N,770,TOTAL,157,24,123,
INGLEWOOD,2950033A,1142,334,N,947,POLLING PLACE,114,15,89,
INGLEWOOD,2950033A,1142,334,N,,VBM PORTION,24,8,13,
INGLEWOOD,2950033A,1142,334,N,947,TOTAL,138,23,102,
INGLEWOOD,2950037C,1143,334,N,619,POLLING PLACE,99,6,92,
INGLEWOOD,2950037C,1143,334,N,,VBM PORTION,9,1,6,
INGLEWOOD,2950037C,1143,334,N,619,TOTAL,108,7,98,
INGLEWOOD,2950039A,1144,334,N,1173,POLLING PLACE,200,16,172,
INGLEWOOD,2950039A,1144,334,N,,VBM PORTION,53,4,48,
INGLEWOOD,2950039A,1144,334,N,1173,TOTAL,253,20,220,
INGLEWOOD,2950040A,1145,334,N,1087,POLLING PLACE,155,23,126,
INGLEWOOD,2950040A,1145,334,N,,VBM PORTION,35,3,32,
INGLEWOOD,2950040A,1145,334,N,1087,TOTAL,190,26,158,
INGLEWOOD,2950041A,1146,334,N,1071,POLLING PLACE,181,12,165,
INGLEWOOD,2950041A,1146,334,N,,VBM PORTION,60,5,54,
INGLEWOOD,2950041A,1146,334,N,1071,TOTAL,241,17,219,
INGLEWOOD,2950042A,1147,334,N,1042,POLLING PLACE,161,15,142,
INGLEWOOD,2950042A,1147,334,N,,VBM PORTION,54,8,43,
INGLEWOOD,2950042A,1147,334,N,1042,TOTAL,215,23,185,
INGLEWOOD,2950044A,1148,334,N,862,POLLING PLACE,138,16,120,
INGLEWOOD,2950044A,1148,334,N,,VBM PORTION,39,14,25,
INGLEWOOD,2950044A,1148,334,N,862,TOTAL,177,30,145,
INGLEWOOD,2950047B,1149,334,N,995,POLLING PLACE,158,30,123,
INGLEWOOD,2950047B,1149,334,N,,VBM PORTION,48,14,33,
INGLEWOOD,2950047B,1149,334,N,995,TOTAL,206,44,156,
INGLEWOOD,2950048A,1150,334,N,969,POLLING PLACE,165,27,127,
INGLEWOOD,2950048A,1150,334,N,,VBM PORTION,35,10,24,
INGLEWOOD,2950048A,1150,334,N,969,TOTAL,200,37,151,
INGLEWOOD,2950050A,1151,334,N,1019,POLLING PLACE,113,19,88,
INGLEWOOD,2950050A,1151,334,N,,VBM PORTION,41,16,20,
INGLEWOOD,2950050A,1151,334,N,1019,TOTAL,154,35,108,
INGLEWOOD,2950052A,1152,334,N,1028,POLLING PLACE,185,16,163,
INGLEWOOD,2950052A,1152,334,N,,VBM PORTION,32,8,24,
INGLEWOOD,2950052A,1152,334,N,1028,TOTAL,217,24,187,
INGLEWOOD,2950057A,1153,334,N,954,POLLING PLACE,155,21,127,
INGLEWOOD,2950057A,1153,334,N,,VBM PORTION,46,3,41,
INGLEWOOD,2950057A,1153,334,N,954,TOTAL,201,24,168,
INGLEWOOD,2950063A,1154,334,N,949,POLLING PLACE,216,15,191,
INGLEWOOD,2950063A,1154,334,N,,VBM PORTION,63,10,51,
INGLEWOOD,2950063A,1154,334,N,949,TOTAL,279,25,242,
INGLEWOOD,2950067A,1155,334,N,1073,POLLING PLACE,209,14,192,
INGLEWOOD,2950067A,1155,334,N,,VBM PORTION,61,8,51,
INGLEWOOD,2950067A,1155,334,N,1073,TOTAL,270,22,243,
INGLEWOOD,2950072A,1156,334,N,902,POLLING PLACE,134,8,122,
INGLEWOOD,2950072A,1156,334,N,,VBM PORTION,32,1,30,
INGLEWOOD,2950072A,1156,334,N,902,TOTAL,166,9,152,
INGLEWOOD,2950073A,1157,331,N,844,POLLING PLACE,151,10,141,
INGLEWOOD,2950073A,1157,331,N,,VBM PORTION,65,8,54,
INGLEWOOD,2950073A,1157,331,N,844,TOTAL,216,18,195,
INGLEWOOD,2950075A,1158,334,N,1234,POLLING PLACE,176,8,161,
INGLEWOOD,2950075A,1158,334,N,,VBM PORTION,55,5,49,
INGLEWOOD,2950075A,1158,334,N,1234,TOTAL,231,13,210,
INGLEWOOD,2950076A,1159,334,N,1038,POLLING PLACE,171,4,162,
INGLEWOOD,2950076A,1159,334,N,,VBM PORTION,42,4,38,
INGLEWOOD,2950076A,1159,334,N,1038,TOTAL,213,8,200,
INGLEWOOD,2950080A,1160,331,N,920,POLLING PLACE,169,10,147,
INGLEWOOD,2950080A,1160,331,N,,VBM PORTION,27,4,22,
INGLEWOOD,2950080A,1160,331,N,920,TOTAL,196,14,169,
INGLEWOOD,2950084A,1161,331,N,782,POLLING PLACE,118,10,103,
INGLEWOOD,2950084A,1161,331,N,,VBM PORTION,40,12,28,
INGLEWOOD,2950084A,1161,331,N,782,TOTAL,158,22,131,
