LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,PETER CHOI,KEVIN DE LEON,
BELVEDERE,0850001A,257,199,N,837,POLLING PLACE,154,35,109,
BELVEDERE,0850001A,257,199,N,,VBM PORTION,20,3,15,
BELVEDERE,0850001A,257,199,N,837,TOTAL,174,38,124,
BELVEDERE,0850004A,258,201,N,950,POLLING PLACE,114,16,94,
BELVEDERE,0850004A,258,201,N,,VBM PORTION,32,5,22,
BELVEDERE,0850004A,258,201,N,950,TOTAL,146,21,116,
BELVEDERE,0850005A,259,199,N,941,POLLING PLACE,165,28,129,
BELVEDERE,0850005A,259,199,N,,VBM PORTION,29,3,22,
BELVEDERE,0850005A,259,199,N,941,TOTAL,194,31,151,
BELVEDERE,0850006A,260,201,N,888,POLLING PLACE,150,21,116,
BELVEDERE,0850006A,260,201,N,,VBM PORTION,35,12,17,
BELVEDERE,0850006A,260,201,N,888,TOTAL,185,33,133,
BELVEDERE,0850007A,261,199,N,1028,POLLING PLACE,137,29,97,
BELVEDERE,0850007A,261,199,N,,VBM PORTION,31,6,21,
BELVEDERE,0850007A,261,199,N,1028,TOTAL,168,35,118,
BELVEDERE,0850009A,262,199,N,905,POLLING PLACE,118,27,81,
BELVEDERE,0850009A,262,199,N,,VBM PORTION,31,7,24,
BELVEDERE,0850009A,262,199,N,905,TOTAL,149,34,105,
BELVEDERE,0850011B,263,201,N,838,POLLING PLACE,114,21,81,
BELVEDERE,0850011B,263,201,N,,VBM PORTION,36,7,21,
BELVEDERE,0850011B,263,201,N,838,TOTAL,150,28,102,
BELVEDERE,0850012C,264,199,N,791,POLLING PLACE,126,25,86,
BELVEDERE,0850012C,264,199,N,,VBM PORTION,14,3,8,
BELVEDERE,0850012C,264,199,N,791,TOTAL,140,28,94,
BELVEDERE,0850013A,265,201,N,943,POLLING PLACE,167,30,122,
BELVEDERE,0850013A,265,201,N,,VBM PORTION,45,5,36,
BELVEDERE,0850013A,265,201,N,943,TOTAL,212,35,158,
BELVEDERE,0850014A,266,199,N,819,POLLING PLACE,95,29,63,
BELVEDERE,0850014A,266,199,N,,VBM PORTION,25,4,21,
BELVEDERE,0850014A,266,199,N,819,TOTAL,120,33,84,
BELVEDERE,0850015B,267,199,N,929,POLLING PLACE,115,25,86,
BELVEDERE,0850015B,267,199,N,,VBM PORTION,21,3,17,
BELVEDERE,0850015B,267,199,N,929,TOTAL,136,28,103,
BELVEDERE,0850016A,268,199,N,780,POLLING PLACE,128,24,98,
BELVEDERE,0850016A,268,199,N,,VBM PORTION,22,1,18,
BELVEDERE,0850016A,268,199,N,780,TOTAL,150,25,116,
BELVEDERE,0850017A,269,199,N,1018,POLLING PLACE,157,30,109,
BELVEDERE,0850017A,269,199,N,,VBM PORTION,47,10,33,
BELVEDERE,0850017A,269,199,N,1018,TOTAL,204,40,142,
BELVEDERE,0850052A,270,201,N,1006,POLLING PLACE,171,21,142,
BELVEDERE,0850052A,270,201,N,,VBM PORTION,44,9,33,
BELVEDERE,0850052A,270,201,N,1006,TOTAL,215,30,175,
BELVEDERE,0850056A,271,201,N,807,POLLING PLACE,141,22,108,
BELVEDERE,0850056A,271,201,N,,VBM PORTION,29,9,20,
BELVEDERE,0850056A,271,201,N,807,TOTAL,170,31,128,
BELVEDERE,0850058A,272,201,N,1120,POLLING PLACE,216,43,147,
BELVEDERE,0850058A,272,201,N,,VBM PORTION,38,5,32,
BELVEDERE,0850058A,272,201,N,1120,TOTAL,254,48,179,
BELVEDERE,0850061A,273,199,N,1054,POLLING PLACE,130,19,98,
BELVEDERE,0850061A,273,199,N,,VBM PORTION,50,12,32,
BELVEDERE,0850061A,273,199,N,1054,TOTAL,180,31,130,
EAST LOS ANGELES,2000001A,752,201,N,833,POLLING PLACE,103,22,74,
EAST LOS ANGELES,2000001A,752,201,N,,VBM PORTION,38,7,30,
EAST LOS ANGELES,2000001A,752,201,N,833,TOTAL,141,29,104,
EAST LOS ANGELES,2000002A,753,201,N,1078,POLLING PLACE,186,34,136,
EAST LOS ANGELES,2000002A,753,201,N,,VBM PORTION,37,7,30,
EAST LOS ANGELES,2000002A,753,201,N,1078,TOTAL,223,41,166,
EAST LOS ANGELES,2000003A,754,201,N,1165,POLLING PLACE,183,24,150,
EAST LOS ANGELES,2000003A,754,201,N,,VBM PORTION,49,7,42,
EAST LOS ANGELES,2000003A,754,201,N,1165,TOTAL,232,31,192,
EAST LOS ANGELES,2000005A,755,201,N,860,POLLING PLACE,181,31,131,
EAST LOS ANGELES,2000005A,755,201,N,,VBM PORTION,17,2,14,
EAST LOS ANGELES,2000005A,755,201,N,860,TOTAL,198,33,145,
EAST LOS ANGELES,2000007A,756,201,N,438,POLLING PLACE,50,9,36,
EAST LOS ANGELES,2000007A,756,201,N,,VBM PORTION,15,3,9,
EAST LOS ANGELES,2000007A,756,201,N,438,TOTAL,65,12,45,
EAST LOS ANGELES,2000011A,757,201,N,1137,POLLING PLACE,168,29,114,
EAST LOS ANGELES,2000011A,757,201,N,,VBM PORTION,38,6,29,
EAST LOS ANGELES,2000011A,757,201,N,1137,TOTAL,206,35,143,
EAST LOS ANGELES,2000013A,758,201,N,843,POLLING PLACE,138,21,104,
EAST LOS ANGELES,2000013A,758,201,N,,VBM PORTION,22,2,18,
EAST LOS ANGELES,2000013A,758,201,N,843,TOTAL,160,23,122,
EAST LOS ANGELES,2000018C,759,201,N,1134,POLLING PLACE,198,39,143,
EAST LOS ANGELES,2000018C,759,201,N,,VBM PORTION,36,4,29,
EAST LOS ANGELES,2000018C,759,201,N,1134,TOTAL,234,43,172,
EAST LOS ANGELES,2000024A,760,201,N,861,POLLING PLACE,167,29,123,
EAST LOS ANGELES,2000024A,760,201,N,,VBM PORTION,16,2,11,
EAST LOS ANGELES,2000024A,760,201,N,861,TOTAL,183,31,134,
EAST LOS ANGELES,2000025A,761,201,N,1027,POLLING PLACE,143,26,109,
EAST LOS ANGELES,2000025A,761,201,N,,VBM PORTION,15,1,14,
EAST LOS ANGELES,2000025A,761,201,N,1027,TOTAL,158,27,123,
EAST LOS ANGELES,2000028A,762,201,N,1041,POLLING PLACE,159,26,121,
EAST LOS ANGELES,2000028A,762,201,N,,VBM PORTION,54,8,38,
EAST LOS ANGELES,2000028A,762,201,N,1041,TOTAL,213,34,159,
EAST LOS ANGELES,2000028B,763,201,N,1036,POLLING PLACE,167,36,113,
EAST LOS ANGELES,2000028B,763,201,N,,VBM PORTION,32,4,27,
EAST LOS ANGELES,2000028B,763,201,N,1036,TOTAL,199,40,140,
EAST LOS ANGELES,2000030A,764,201,N,746,POLLING PLACE,113,23,78,
EAST LOS ANGELES,2000030A,764,201,N,,VBM PORTION,45,6,37,
EAST LOS ANGELES,2000030A,764,201,N,746,TOTAL,158,29,115,
EAST LOS ANGELES,2000032A,765,201,N,978,POLLING PLACE,138,13,107,
EAST LOS ANGELES,2000032A,765,201,N,,VBM PORTION,30,2,26,
EAST LOS ANGELES,2000032A,765,201,N,978,TOTAL,168,15,133,
EAST LOS ANGELES,2000034B,766,201,N,737,POLLING PLACE,117,22,82,
EAST LOS ANGELES,2000034B,766,201,N,,VBM PORTION,34,8,22,
EAST LOS ANGELES,2000034B,766,201,N,737,TOTAL,151,30,104,
EAST LOS ANGELES,2000038B,767,201,N,873,POLLING PLACE,131,19,101,
EAST LOS ANGELES,2000038B,767,201,N,,VBM PORTION,15,5,9,
EAST LOS ANGELES,2000038B,767,201,N,873,TOTAL,146,24,110,
EAST LOS ANGELES,2000040A,768,201,N,966,POLLING PLACE,163,20,128,
EAST LOS ANGELES,2000040A,768,201,N,,VBM PORTION,12,2,10,
EAST LOS ANGELES,2000040A,768,201,N,966,TOTAL,175,22,138,
EAST LOS ANGELES,2000045A,769,201,N,901,POLLING PLACE,148,26,113,
EAST LOS ANGELES,2000045A,769,201,N,,VBM PORTION,31,3,26,
EAST LOS ANGELES,2000045A,769,201,N,901,TOTAL,179,29,139,
EAST LOS ANGELES,2000045B,770,201,N,1085,POLLING PLACE,163,36,117,
EAST LOS ANGELES,2000045B,770,201,N,,VBM PORTION,33,6,24,
EAST LOS ANGELES,2000045B,770,201,N,1085,TOTAL,196,42,141,
EAST LOS ANGELES,2000053A,771,201,N,1085,POLLING PLACE,153,26,113,
EAST LOS ANGELES,2000053A,771,201,N,,VBM PORTION,22,3,17,
EAST LOS ANGELES,2000053A,771,201,N,1085,TOTAL,175,29,130,
EAST LOS ANGELES,2000062A,772,201,N,729,POLLING PLACE,141,26,103,
EAST LOS ANGELES,2000062A,772,201,N,,VBM PORTION,51,9,32,
EAST LOS ANGELES,2000062A,772,201,N,729,TOTAL,192,35,135,
EAST LOS ANGELES,2000065A,773,201,N,818,POLLING PLACE,154,29,112,
EAST LOS ANGELES,2000065A,773,201,N,,VBM PORTION,34,5,27,
EAST LOS ANGELES,2000065A,773,201,N,818,TOTAL,188,34,139,
EAST LOS ANGELES,2000081A,774,201,N,1008,POLLING PLACE,192,34,142,
EAST LOS ANGELES,2000081A,774,201,N,,VBM PORTION,43,6,30,
EAST LOS ANGELES,2000081A,774,201,N,1008,TOTAL,235,40,172,
EAST LOS ANGELES,2000082A,775,201,N,984,POLLING PLACE,139,31,90,
EAST LOS ANGELES,2000082A,775,201,N,,VBM PORTION,47,4,38,
EAST LOS ANGELES,2000082A,775,201,N,984,TOTAL,186,35,128,
EAST LOS ANGELES,2000083A,776,201,N,1063,POLLING PLACE,173,37,125,
EAST LOS ANGELES,2000083A,776,201,N,,VBM PORTION,25,2,21,
EAST LOS ANGELES,2000083A,776,201,N,1063,TOTAL,198,39,146,
EAST LOS ANGELES,2000084A,777,201,N,975,POLLING PLACE,181,28,126,
EAST LOS ANGELES,2000084A,777,201,N,,VBM PORTION,29,7,20,
EAST LOS ANGELES,2000084A,777,201,N,975,TOTAL,210,35,146,
EAST LOS ANGELES,2000085A,778,201,N,1163,POLLING PLACE,190,36,142,
EAST LOS ANGELES,2000085A,778,201,N,,VBM PORTION,39,13,25,
EAST LOS ANGELES,2000085A,778,201,N,1163,TOTAL,229,49,167,
EAST LOS ANGELES,2000088A,779,201,N,885,POLLING PLACE,124,20,94,
EAST LOS ANGELES,2000088A,779,201,N,,VBM PORTION,39,9,28,
EAST LOS ANGELES,2000088A,779,201,N,885,TOTAL,163,29,122,
LOS ANGELES,9000029A,3001,200,N,910,POLLING PLACE,124,43,56,
LOS ANGELES,9000029A,3001,200,N,,VBM PORTION,51,15,31,
LOS ANGELES,9000029A,3001,200,N,910,TOTAL,175,58,87,
LOS ANGELES,9000038A,3006,214,N,875,POLLING PLACE,176,38,126,
LOS ANGELES,9000038A,3006,214,N,,VBM PORTION,28,4,21,
LOS ANGELES,9000038A,3006,214,N,875,TOTAL,204,42,147,
LOS ANGELES,9000048A,3010,211,N,715,POLLING PLACE,128,43,76,
LOS ANGELES,9000048A,3010,211,N,,VBM PORTION,26,9,14,
LOS ANGELES,9000048A,3010,211,N,715,TOTAL,154,52,90,
LOS ANGELES,9000049A,3011,214,N,955,POLLING PLACE,176,54,115,
LOS ANGELES,9000049A,3011,214,N,,VBM PORTION,63,31,24,
LOS ANGELES,9000049A,3011,214,N,955,TOTAL,239,85,139,
LOS ANGELES,9000050A,3012,212,N,124,POLLING PLACE,29,15,9,
LOS ANGELES,9000050A,3012,212,N,,VBM PORTION,13,10,2,
LOS ANGELES,9000050A,3012,212,N,124,TOTAL,42,25,11,
LOS ANGELES,9000051A,3013,99,N,594,POLLING PLACE,110,28,62,
LOS ANGELES,9000051A,3013,99,N,,VBM PORTION,26,8,15,
LOS ANGELES,9000051A,3013,99,N,594,TOTAL,136,36,77,
LOS ANGELES,9000052A,3014,214,N,802,POLLING PLACE,103,25,63,
LOS ANGELES,9000052A,3014,214,N,,VBM PORTION,49,19,23,
LOS ANGELES,9000052A,3014,214,N,802,TOTAL,152,44,86,
LOS ANGELES,9000053A,3015,214,N,929,POLLING PLACE,178,37,114,
LOS ANGELES,9000053A,3015,214,N,,VBM PORTION,13,5,8,
LOS ANGELES,9000053A,3015,214,N,929,TOTAL,191,42,122,
LOS ANGELES,9000055A,3016,200,N,716,POLLING PLACE,188,52,104,
LOS ANGELES,9000055A,3016,200,N,,VBM PORTION,34,8,16,
LOS ANGELES,9000055A,3016,200,N,716,TOTAL,222,60,120,
LOS ANGELES,9000077A,3031,198,N,1170,POLLING PLACE,172,51,109,
LOS ANGELES,9000077A,3031,198,N,,VBM PORTION,49,12,32,
LOS ANGELES,9000077A,3031,198,N,1170,TOTAL,221,63,141,
LOS ANGELES,9000243A,3133,200,N,990,POLLING PLACE,166,34,114,
LOS ANGELES,9000243A,3133,200,N,,VBM PORTION,39,5,28,
LOS ANGELES,9000243A,3133,200,N,990,TOTAL,205,39,142,
LOS ANGELES,9000244A,3134,200,N,1010,POLLING PLACE,139,27,100,
LOS ANGELES,9000244A,3134,200,N,,VBM PORTION,4,,4,
LOS ANGELES,9000244A,3134,200,N,1010,TOTAL,143,27,104,
LOS ANGELES,9000248A,3136,200,N,1001,POLLING PLACE,154,46,100,
LOS ANGELES,9000248A,3136,200,N,,VBM PORTION,48,17,30,
LOS ANGELES,9000248A,3136,200,N,1001,TOTAL,202,63,130,
LOS ANGELES,9000249A,3137,200,N,688,POLLING PLACE,110,19,77,
LOS ANGELES,9000249A,3137,200,N,,VBM PORTION,19,9,9,
LOS ANGELES,9000249A,3137,200,N,688,TOTAL,129,28,86,
LOS ANGELES,9000273B,3155,214,N,666,POLLING PLACE,124,28,88,
LOS ANGELES,9000273B,3155,214,N,,VBM PORTION,12,2,8,
LOS ANGELES,9000273B,3155,214,N,666,TOTAL,136,30,96,
LOS ANGELES,9000275B,3156,214,N,792,POLLING PLACE,141,14,121,
LOS ANGELES,9000275B,3156,214,N,,VBM PORTION,20,3,14,
LOS ANGELES,9000275B,3156,214,N,792,TOTAL,161,17,135,
LOS ANGELES,9000277A,3157,214,N,873,POLLING PLACE,174,36,125,
LOS ANGELES,9000277A,3157,214,N,,VBM PORTION,24,4,17,
LOS ANGELES,9000277A,3157,214,N,873,TOTAL,198,40,142,
LOS ANGELES,9000303A,3173,200,N,1167,POLLING PLACE,265,85,144,
LOS ANGELES,9000303A,3173,200,N,,VBM PORTION,114,34,61,
LOS ANGELES,9000303A,3173,200,N,1167,TOTAL,379,119,205,
LOS ANGELES,9000319A,3186,200,N,1080,POLLING PLACE,185,60,101,
LOS ANGELES,9000319A,3186,200,N,,VBM PORTION,64,23,31,
LOS ANGELES,9000319A,3186,200,N,1080,TOTAL,249,83,132,
LOS ANGELES,9000323A,3188,200,N,1134,POLLING PLACE,178,44,125,
LOS ANGELES,9000323A,3188,200,N,,VBM PORTION,60,19,39,
LOS ANGELES,9000323A,3188,200,N,1134,TOTAL,238,63,164,
LOS ANGELES,9000326A,3191,98,N,1067,POLLING PLACE,225,90,116,
LOS ANGELES,9000326A,3191,98,N,,VBM PORTION,47,24,20,
LOS ANGELES,9000326A,3191,98,N,1067,TOTAL,272,114,136,
LOS ANGELES,9000336A,3197,200,N,849,POLLING PLACE,141,27,106,
LOS ANGELES,9000336A,3197,200,N,,VBM PORTION,34,8,23,
LOS ANGELES,9000336A,3197,200,N,849,TOTAL,175,35,129,
LOS ANGELES,9000357A,3209,200,N,1070,POLLING PLACE,232,85,114,
LOS ANGELES,9000357A,3209,200,N,,VBM PORTION,54,13,33,
LOS ANGELES,9000357A,3209,200,N,1070,TOTAL,286,98,147,
LOS ANGELES,9000368C,3218,200,N,766,POLLING PLACE,166,51,99,
LOS ANGELES,9000368C,3218,200,N,,VBM PORTION,33,10,20,
LOS ANGELES,9000368C,3218,200,N,766,TOTAL,199,61,119,
LOS ANGELES,9000371A,3220,200,N,900,POLLING PLACE,116,22,85,
LOS ANGELES,9000371A,3220,200,N,,VBM PORTION,29,7,19,
LOS ANGELES,9000371A,3220,200,N,900,TOTAL,145,29,104,
LOS ANGELES,9000395A,3235,98,N,1108,POLLING PLACE,194,72,106,
LOS ANGELES,9000395A,3235,98,N,,VBM PORTION,33,17,13,
LOS ANGELES,9000395A,3235,98,N,1108,TOTAL,227,89,119,
LOS ANGELES,9000437A,3264,200,N,1198,POLLING PLACE,261,67,167,
LOS ANGELES,9000437A,3264,200,N,,VBM PORTION,71,19,44,
LOS ANGELES,9000437A,3264,200,N,1198,TOTAL,332,86,211,
LOS ANGELES,9000438A,3265,200,N,1086,POLLING PLACE,229,66,142,
LOS ANGELES,9000438A,3265,200,N,,VBM PORTION,35,8,25,
LOS ANGELES,9000438A,3265,200,N,1086,TOTAL,264,74,167,
LOS ANGELES,9000444A,3268,200,N,816,POLLING PLACE,182,47,113,
LOS ANGELES,9000444A,3268,200,N,,VBM PORTION,69,22,33,
LOS ANGELES,9000444A,3268,200,N,816,TOTAL,251,69,146,
LOS ANGELES,9000464B,3281,200,N,1030,POLLING PLACE,100,29,52,
LOS ANGELES,9000464B,3281,200,N,,VBM PORTION,81,27,40,
LOS ANGELES,9000464B,3281,200,N,1030,TOTAL,181,56,92,
LOS ANGELES,9000466A,3283,99,N,886,POLLING PLACE,178,63,101,
LOS ANGELES,9000466A,3283,99,N,,VBM PORTION,50,20,23,
LOS ANGELES,9000466A,3283,99,N,886,TOTAL,228,83,124,
LOS ANGELES,9000477A,3288,200,N,898,POLLING PLACE,146,37,97,
LOS ANGELES,9000477A,3288,200,N,,VBM PORTION,19,2,14,
LOS ANGELES,9000477A,3288,200,N,898,TOTAL,165,39,111,
LOS ANGELES,9000481A,3289,98,N,1035,POLLING PLACE,120,36,67,
LOS ANGELES,9000481A,3289,98,N,,VBM PORTION,60,21,25,
LOS ANGELES,9000481A,3289,98,N,1035,TOTAL,180,57,92,
LOS ANGELES,9000491A,3293,200,N,1064,POLLING PLACE,134,31,92,
LOS ANGELES,9000491A,3293,200,N,,VBM PORTION,46,8,37,
LOS ANGELES,9000491A,3293,200,N,1064,TOTAL,180,39,129,
LOS ANGELES,9000495A,3297,98,N,1055,POLLING PLACE,149,67,61,
LOS ANGELES,9000495A,3297,98,N,,VBM PORTION,27,7,15,
LOS ANGELES,9000495A,3297,98,N,1055,TOTAL,176,74,76,
LOS ANGELES,9000505A,3303,198,N,797,POLLING PLACE,204,50,130,
LOS ANGELES,9000505A,3303,198,N,,VBM PORTION,50,19,21,
LOS ANGELES,9000505A,3303,198,N,797,TOTAL,254,69,151,
LOS ANGELES,9000507A,3305,98,N,1294,POLLING PLACE,218,100,98,
LOS ANGELES,9000507A,3305,98,N,,VBM PORTION,63,18,30,
LOS ANGELES,9000507A,3305,98,N,1294,TOTAL,281,118,128,
LOS ANGELES,9000513A,3312,200,N,982,POLLING PLACE,138,28,92,
LOS ANGELES,9000513A,3312,200,N,,VBM PORTION,48,10,34,
LOS ANGELES,9000513A,3312,200,N,982,TOTAL,186,38,126,
LOS ANGELES,9000515A,3313,200,N,1048,POLLING PLACE,203,48,140,
LOS ANGELES,9000515A,3313,200,N,,VBM PORTION,43,10,29,
LOS ANGELES,9000515A,3313,200,N,1048,TOTAL,246,58,169,
LOS ANGELES,9000517A,3314,214,N,901,POLLING PLACE,174,46,114,
LOS ANGELES,9000517A,3314,214,N,,VBM PORTION,33,19,9,
LOS ANGELES,9000517A,3314,214,N,901,TOTAL,207,65,123,
LOS ANGELES,9000522A,3317,200,N,1061,POLLING PLACE,201,47,136,
LOS ANGELES,9000522A,3317,200,N,,VBM PORTION,50,19,26,
LOS ANGELES,9000522A,3317,200,N,1061,TOTAL,251,66,162,
LOS ANGELES,9000524A,3319,200,N,974,POLLING PLACE,196,43,137,
LOS ANGELES,9000524A,3319,200,N,,VBM PORTION,22,8,13,
LOS ANGELES,9000524A,3319,200,N,974,TOTAL,218,51,150,
LOS ANGELES,9000536A,3325,200,N,1094,POLLING PLACE,152,32,108,
LOS ANGELES,9000536A,3325,200,N,,VBM PORTION,48,11,30,
LOS ANGELES,9000536A,3325,200,N,1094,TOTAL,200,43,138,
LOS ANGELES,9000546A,3330,98,N,848,POLLING PLACE,91,44,33,
LOS ANGELES,9000546A,3330,98,N,,VBM PORTION,32,8,19,
LOS ANGELES,9000546A,3330,98,N,848,TOTAL,123,52,52,
LOS ANGELES,9000551A,3332,98,N,849,POLLING PLACE,115,42,61,
LOS ANGELES,9000551A,3332,98,N,,VBM PORTION,61,17,36,
LOS ANGELES,9000551A,3332,98,N,849,TOTAL,176,59,97,
LOS ANGELES,9000580A,3351,99,N,668,POLLING PLACE,87,29,48,
LOS ANGELES,9000580A,3351,99,N,,VBM PORTION,30,8,19,
LOS ANGELES,9000580A,3351,99,N,668,TOTAL,117,37,67,
LOS ANGELES,9000582A,3353,214,N,1041,POLLING PLACE,196,47,129,
LOS ANGELES,9000582A,3353,214,N,,VBM PORTION,40,10,30,
LOS ANGELES,9000582A,3353,214,N,1041,TOTAL,236,57,159,
LOS ANGELES,9000585A,3354,214,N,679,POLLING PLACE,91,25,55,
LOS ANGELES,9000585A,3354,214,N,,VBM PORTION,17,,17,
LOS ANGELES,9000585A,3354,214,N,679,TOTAL,108,25,72,
LOS ANGELES,9000589A,3355,200,N,1126,POLLING PLACE,278,99,142,
LOS ANGELES,9000589A,3355,200,N,,VBM PORTION,70,21,39,
LOS ANGELES,9000589A,3355,200,N,1126,TOTAL,348,120,181,
LOS ANGELES,9000593A,3358,200,N,1104,POLLING PLACE,230,56,154,
LOS ANGELES,9000593A,3358,200,N,,VBM PORTION,40,13,20,
LOS ANGELES,9000593A,3358,200,N,1104,TOTAL,270,69,174,
LOS ANGELES,9000595A,3359,200,N,1190,POLLING PLACE,201,37,139,
LOS ANGELES,9000595A,3359,200,N,,VBM PORTION,68,17,42,
LOS ANGELES,9000595A,3359,200,N,1190,TOTAL,269,54,181,
LOS ANGELES,9000597A,3361,200,N,1164,POLLING PLACE,265,60,184,
LOS ANGELES,9000597A,3361,200,N,,VBM PORTION,50,11,30,
LOS ANGELES,9000597A,3361,200,N,1164,TOTAL,315,71,214,
LOS ANGELES,9000598A,3362,200,N,975,POLLING PLACE,147,47,91,
LOS ANGELES,9000598A,3362,200,N,,VBM PORTION,42,14,24,
LOS ANGELES,9000598A,3362,200,N,975,TOTAL,189,61,115,
LOS ANGELES,9000601A,3364,177,N,737,POLLING PLACE,151,44,88,
LOS ANGELES,9000601A,3364,177,N,,VBM PORTION,28,8,12,
LOS ANGELES,9000601A,3364,177,N,737,TOTAL,179,52,100,
LOS ANGELES,9000602B,3365,200,N,893,POLLING PLACE,83,20,54,
LOS ANGELES,9000602B,3365,200,N,,VBM PORTION,35,14,18,
LOS ANGELES,9000602B,3365,200,N,893,TOTAL,118,34,72,
LOS ANGELES,9000605A,3366,200,N,1179,POLLING PLACE,181,48,120,
LOS ANGELES,9000605A,3366,200,N,,VBM PORTION,49,15,30,
LOS ANGELES,9000605A,3366,200,N,1179,TOTAL,230,63,150,
LOS ANGELES,9000608A,3369,210,N,1140,POLLING PLACE,169,51,100,
LOS ANGELES,9000608A,3369,210,N,,VBM PORTION,54,22,25,
LOS ANGELES,9000608A,3369,210,N,1140,TOTAL,223,73,125,
LOS ANGELES,9000610A,3370,99,N,1125,POLLING PLACE,214,72,126,
LOS ANGELES,9000610A,3370,99,N,,VBM PORTION,34,14,17,
LOS ANGELES,9000610A,3370,99,N,1125,TOTAL,248,86,143,
LOS ANGELES,9000658A,3393,98,N,1128,POLLING PLACE,227,100,101,
LOS ANGELES,9000658A,3393,98,N,,VBM PORTION,38,17,13,
LOS ANGELES,9000658A,3393,98,N,1128,TOTAL,265,117,114,
LOS ANGELES,9000659A,3394,98,N,636,POLLING PLACE,91,29,55,
LOS ANGELES,9000659A,3394,98,N,,VBM PORTION,50,32,12,
LOS ANGELES,9000659A,3394,98,N,636,TOTAL,141,61,67,
LOS ANGELES,9000662C,3395,98,N,269,POLLING PLACE,9,3,5,
LOS ANGELES,9000662C,3395,98,N,,VBM PORTION,,,,
LOS ANGELES,9000662C,3395,98,N,269,TOTAL,9,3,5,
LOS ANGELES,9000679A,3399,198,N,1074,POLLING PLACE,222,66,113,
LOS ANGELES,9000679A,3399,198,N,,VBM PORTION,80,43,33,
LOS ANGELES,9000679A,3399,198,N,1074,TOTAL,302,109,146,
LOS ANGELES,9000679C,3400,198,N,1089,POLLING PLACE,259,100,135,
LOS ANGELES,9000679C,3400,198,N,,VBM PORTION,80,27,43,
LOS ANGELES,9000679C,3400,198,N,1089,TOTAL,339,127,178,
LOS ANGELES,9000694A,3408,98,N,1056,POLLING PLACE,260,102,129,
LOS ANGELES,9000694A,3408,98,N,,VBM PORTION,81,30,36,
LOS ANGELES,9000694A,3408,98,N,1056,TOTAL,341,132,165,
LOS ANGELES,9000723A,3419,98,N,964,POLLING PLACE,134,56,64,
LOS ANGELES,9000723A,3419,98,N,,VBM PORTION,56,14,32,
LOS ANGELES,9000723A,3419,98,N,964,TOTAL,190,70,96,
LOS ANGELES,9000731A,3422,214,N,1171,POLLING PLACE,147,46,88,
LOS ANGELES,9000731A,3422,214,N,,VBM PORTION,61,28,28,
LOS ANGELES,9000731A,3422,214,N,1171,TOTAL,208,74,116,
LOS ANGELES,9000750A,3427,98,N,854,POLLING PLACE,124,40,69,
LOS ANGELES,9000750A,3427,98,N,,VBM PORTION,43,18,18,
LOS ANGELES,9000750A,3427,98,N,854,TOTAL,167,58,87,
LOS ANGELES,9000752A,3429,98,N,1173,POLLING PLACE,310,126,146,
LOS ANGELES,9000752A,3429,98,N,,VBM PORTION,107,42,53,
LOS ANGELES,9000752A,3429,98,N,1173,TOTAL,417,168,199,
LOS ANGELES,9000753A,3430,98,N,1174,POLLING PLACE,311,111,149,
LOS ANGELES,9000753A,3430,98,N,,VBM PORTION,59,14,35,
LOS ANGELES,9000753A,3430,98,N,1174,TOTAL,370,125,184,
LOS ANGELES,9000760A,3433,200,N,1119,POLLING PLACE,284,105,124,
LOS ANGELES,9000760A,3433,200,N,,VBM PORTION,80,35,38,
LOS ANGELES,9000760A,3433,200,N,1119,TOTAL,364,140,162,
LOS ANGELES,9000766A,3434,200,N,1010,POLLING PLACE,207,55,119,
LOS ANGELES,9000766A,3434,200,N,,VBM PORTION,84,24,45,
LOS ANGELES,9000766A,3434,200,N,1010,TOTAL,291,79,164,
LOS ANGELES,9000774B,3436,200,N,1082,POLLING PLACE,228,61,139,
LOS ANGELES,9000774B,3436,200,N,,VBM PORTION,61,23,33,
LOS ANGELES,9000774B,3436,200,N,1082,TOTAL,289,84,172,
LOS ANGELES,9000779A,3438,200,N,1026,POLLING PLACE,215,44,138,
LOS ANGELES,9000779A,3438,200,N,,VBM PORTION,61,13,39,
LOS ANGELES,9000779A,3438,200,N,1026,TOTAL,276,57,177,
LOS ANGELES,9000784A,3441,98,N,915,POLLING PLACE,93,26,52,
LOS ANGELES,9000784A,3441,98,N,,VBM PORTION,22,5,12,
LOS ANGELES,9000784A,3441,98,N,915,TOTAL,115,31,64,
LOS ANGELES,9000785A,3442,200,N,883,POLLING PLACE,191,45,128,
LOS ANGELES,9000785A,3442,200,N,,VBM PORTION,50,17,25,
LOS ANGELES,9000785A,3442,200,N,883,TOTAL,241,62,153,
LOS ANGELES,9000788A,3443,200,N,1211,POLLING PLACE,274,74,174,
LOS ANGELES,9000788A,3443,200,N,,VBM PORTION,82,25,51,
LOS ANGELES,9000788A,3443,200,N,1211,TOTAL,356,99,225,
LOS ANGELES,9000795A,3444,198,N,487,POLLING PLACE,108,27,72,
LOS ANGELES,9000795A,3444,198,N,,VBM PORTION,13,2,9,
LOS ANGELES,9000795A,3444,198,N,487,TOTAL,121,29,81,
LOS ANGELES,9000796B,3445,200,N,1150,POLLING PLACE,210,57,133,
