LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,ED HERNANDEZ,MARC RODRIGUEZ,
ROSEMEAD,5750035A,2258,151,N,,VBM PORTION,39,27,10,
ROSEMEAD,5750035A,2258,151,N,967,TOTAL,134,95,29,
ROSEMEAD,5750050A,2259,159,N,699,POLLING PLACE,97,68,25,
ROSEMEAD,5750050A,2259,159,N,,VBM PORTION,62,39,22,
ROSEMEAD,5750050A,2259,159,N,699,TOTAL,159,107,47,
ROSEMEAD,5750050B,6200,155,Y,53,POLLING PLACE,,,,
ROSEMEAD,5750050B,6200,155,Y,,VBM PORTION,6,3,2,
ROSEMEAD,5750050B,6200,155,Y,53,TOTAL,6,3,2,
ROSEMEAD,5750073A,2260,151,N,934,POLLING PLACE,111,82,16,
ROSEMEAD,5750073A,2260,151,N,,VBM PORTION,49,36,8,
ROSEMEAD,5750073A,2260,151,N,934,TOTAL,160,118,24,
ROSEMEAD,5750074A,2261,151,N,890,POLLING PLACE,106,77,21,
ROSEMEAD,5750074A,2261,151,N,,VBM PORTION,41,29,6,
ROSEMEAD,5750074A,2261,151,N,890,TOTAL,147,106,27,
SAN GABRIEL,6100002A,2319,155,N,1064,POLLING PLACE,323,159,129,
SAN GABRIEL,6100002A,2319,155,N,,VBM PORTION,94,33,56,
SAN GABRIEL,6100002A,2319,155,N,1064,TOTAL,417,192,185,
SAN GABRIEL,6100007A,2320,155,N,1109,POLLING PLACE,297,149,119,
SAN GABRIEL,6100007A,2320,155,N,,VBM PORTION,88,35,42,
SAN GABRIEL,6100007A,2320,155,N,1109,TOTAL,385,184,161,
SAN GABRIEL,6100008A,2321,155,N,1062,POLLING PLACE,253,152,82,
SAN GABRIEL,6100008A,2321,155,N,,VBM PORTION,78,40,27,
SAN GABRIEL,6100008A,2321,155,N,1062,TOTAL,331,192,109,
SAN GABRIEL,6100010B,6206,151,Y,4,POLLING PLACE,,,,
SAN GABRIEL,6100010B,6206,151,Y,,VBM PORTION,2,,2,
SAN GABRIEL,6100010B,6206,151,Y,4,TOTAL,2,,2,
SAN GABRIEL,6100010E,2322,155,N,681,POLLING PLACE,233,110,99,
SAN GABRIEL,6100010E,2322,155,N,,VBM PORTION,61,37,18,
SAN GABRIEL,6100010E,2322,155,N,681,TOTAL,294,147,117,
SAN GABRIEL,6100012A,2323,155,N,1028,POLLING PLACE,168,120,39,
SAN GABRIEL,6100012A,2323,155,N,,VBM PORTION,56,37,14,
SAN GABRIEL,6100012A,2323,155,N,1028,TOTAL,224,157,53,
SAN GABRIEL,6100015A,2324,155,N,1101,POLLING PLACE,172,100,60,
SAN GABRIEL,6100015A,2324,155,N,,VBM PORTION,66,36,28,
SAN GABRIEL,6100015A,2324,155,N,1101,TOTAL,238,136,88,
SAN GABRIEL,6100017A,2325,155,N,938,POLLING PLACE,125,69,43,
SAN GABRIEL,6100017A,2325,155,N,,VBM PORTION,61,27,28,
SAN GABRIEL,6100017A,2325,155,N,938,TOTAL,186,96,71,
SAN GABRIEL,6100018A,2326,155,N,1174,POLLING PLACE,154,94,46,
SAN GABRIEL,6100018A,2326,155,N,,VBM PORTION,37,23,8,
SAN GABRIEL,6100018A,2326,155,N,1174,TOTAL,191,117,54,
SAN GABRIEL,6100023A,2327,155,N,826,POLLING PLACE,140,82,40,
SAN GABRIEL,6100023A,2327,155,N,,VBM PORTION,70,27,37,
SAN GABRIEL,6100023A,2327,155,N,826,TOTAL,210,109,77,
SAN GABRIEL,6100025A,2328,155,N,914,POLLING PLACE,117,49,46,
SAN GABRIEL,6100025A,2328,155,N,,VBM PORTION,49,25,22,
SAN GABRIEL,6100025A,2328,155,N,914,TOTAL,166,74,68,
SAN GABRIEL,6100026A,2329,155,N,1337,POLLING PLACE,160,89,50,
SAN GABRIEL,6100026A,2329,155,N,,VBM PORTION,109,65,34,
SAN GABRIEL,6100026A,2329,155,N,1337,TOTAL,269,154,84,
SAN GABRIEL,6100031B,2330,151,N,1024,POLLING PLACE,106,80,17,
SAN GABRIEL,6100031B,2330,151,N,,VBM PORTION,47,31,12,
SAN GABRIEL,6100031B,2330,151,N,1024,TOTAL,153,111,29,
SAN GABRIEL,6100034A,2331,159,N,994,POLLING PLACE,139,89,43,
SAN GABRIEL,6100034A,2331,159,N,,VBM PORTION,53,34,9,
SAN GABRIEL,6100034A,2331,159,N,994,TOTAL,192,123,52,
SAN GABRIEL,6100043A,2332,155,N,1025,POLLING PLACE,172,91,56,
SAN GABRIEL,6100043A,2332,155,N,,VBM PORTION,67,34,25,
SAN GABRIEL,6100043A,2332,155,N,1025,TOTAL,239,125,81,
SAN GABRIEL,6100050B,2333,151,N,968,POLLING PLACE,132,83,29,
SAN GABRIEL,6100050B,2333,151,N,,VBM PORTION,39,24,12,
SAN GABRIEL,6100050B,2333,151,N,968,TOTAL,171,107,41,
SIERRA MADRE,6400001A,6238,161,Y,,POLLING PLACE,,,,
SIERRA MADRE,6400001A,6238,161,Y,,VBM PORTION,,,,
SIERRA MADRE,6400001A,6238,161,Y,,TOTAL,,,,
SOUTH EL MONTE,6530001B,2529,172,N,154,POLLING PLACE,22,18,3,
SOUTH EL MONTE,6530001B,2529,172,N,,VBM PORTION,4,4,,
SOUTH EL MONTE,6530001B,2529,172,N,154,TOTAL,26,22,3,
SOUTH EL MONTE,6530002A,2530,173,N,918,POLLING PLACE,86,74,9,
SOUTH EL MONTE,6530002A,2530,173,N,,VBM PORTION,43,30,11,
SOUTH EL MONTE,6530002A,2530,173,N,918,TOTAL,129,104,20,
SOUTH EL MONTE,6530004A,2531,242,N,1033,POLLING PLACE,171,136,27,
SOUTH EL MONTE,6530004A,2531,242,N,,VBM PORTION,35,20,12,
SOUTH EL MONTE,6530004A,2531,242,N,1033,TOTAL,206,156,39,
SOUTH EL MONTE,6530005A,2532,243,N,692,POLLING PLACE,90,73,11,
SOUTH EL MONTE,6530005A,2532,243,N,,VBM PORTION,22,16,4,
SOUTH EL MONTE,6530005A,2532,243,N,692,TOTAL,112,89,15,
SOUTH EL MONTE,6530040B,2533,242,N,313,POLLING PLACE,42,31,7,
SOUTH EL MONTE,6530040B,2533,242,N,,VBM PORTION,,,,
SOUTH EL MONTE,6530040B,2533,242,N,313,TOTAL,42,31,7,
SOUTH EL MONTE,6530041A,2534,242,N,1231,POLLING PLACE,194,143,39,
SOUTH EL MONTE,6530041A,2534,242,N,,VBM PORTION,51,40,10,
SOUTH EL MONTE,6530041A,2534,242,N,1231,TOTAL,245,183,49,
SOUTH EL MONTE,6530043B,2535,242,N,644,POLLING PLACE,80,57,17,
SOUTH EL MONTE,6530043B,2535,242,N,,VBM PORTION,32,26,5,
SOUTH EL MONTE,6530043B,2535,242,N,644,TOTAL,112,83,22,
SOUTH EL MONTE,6530045A,2536,242,N,1128,POLLING PLACE,142,103,35,
SOUTH EL MONTE,6530045A,2536,242,N,,VBM PORTION,47,36,10,
SOUTH EL MONTE,6530045A,2536,242,N,1128,TOTAL,189,139,45,
SOUTH EL MONTE,6530046A,2537,242,N,743,POLLING PLACE,105,80,20,
SOUTH EL MONTE,6530046A,2537,242,N,,VBM PORTION,34,24,4,
SOUTH EL MONTE,6530046A,2537,242,N,743,TOTAL,139,104,24,
SOUTH SAN GABRIEL,6650007A,6240,171,Y,,POLLING PLACE,,,,
SOUTH SAN GABRIEL,6650007A,6240,171,Y,,VBM PORTION,,,,
SOUTH SAN GABRIEL,6650007A,6240,171,Y,,TOTAL,,,,
SOUTH SAN GABRIEL,6650010A,6241,172,Y,203,POLLING PLACE,,,,
SOUTH SAN GABRIEL,6650010A,6241,172,Y,,VBM PORTION,15,10,2,
SOUTH SAN GABRIEL,6650010A,6241,172,Y,203,TOTAL,15,10,2,
SOUTH SAN GABRIEL,6650032A,2591,155,N,621,POLLING PLACE,96,58,33,
SOUTH SAN GABRIEL,6650032A,2591,155,N,,VBM PORTION,27,16,11,
SOUTH SAN GABRIEL,6650032A,2591,155,N,621,TOTAL,123,74,44,
SOUTH SAN GABRIEL,6650032B,2592,151,N,204,POLLING PLACE,26,17,7,
SOUTH SAN GABRIEL,6650032B,2592,151,N,,VBM PORTION,20,12,5,
SOUTH SAN GABRIEL,6650032B,2592,151,N,204,TOTAL,46,29,12,
SOUTH SAN GABRIEL,6650033B,2593,151,N,487,POLLING PLACE,65,40,18,
SOUTH SAN GABRIEL,6650033B,2593,151,N,,VBM PORTION,16,10,3,
SOUTH SAN GABRIEL,6650033B,2593,151,N,487,TOTAL,81,50,21,
SOUTH SAN GABRIEL,6650034A,2594,151,N,953,POLLING PLACE,122,89,21,
SOUTH SAN GABRIEL,6650034A,2594,151,N,,VBM PORTION,40,25,12,
SOUTH SAN GABRIEL,6650034A,2594,151,N,953,TOTAL,162,114,33,
SOUTH SAN GABRIEL,6650035A,2595,155,N,1178,POLLING PLACE,199,138,43,
SOUTH SAN GABRIEL,6650035A,2595,155,N,,VBM PORTION,76,51,19,
SOUTH SAN GABRIEL,6650035A,2595,155,N,1178,TOTAL,275,189,62,
TEMPLE CITY,7050006A,2639,155,N,942,POLLING PLACE,118,65,42,
TEMPLE CITY,7050006A,2639,155,N,,VBM PORTION,62,35,24,
TEMPLE CITY,7050006A,2639,155,N,942,TOTAL,180,100,66,
TEMPLE CITY,7050008B,2640,162,N,759,POLLING PLACE,108,61,38,
TEMPLE CITY,7050008B,2640,162,N,,VBM PORTION,36,19,14,
TEMPLE CITY,7050008B,2640,162,N,759,TOTAL,144,80,52,
TEMPLE CITY,7050011A,2641,155,N,788,POLLING PLACE,104,48,43,
TEMPLE CITY,7050011A,2641,155,N,,VBM PORTION,52,24,24,
TEMPLE CITY,7050011A,2641,155,N,788,TOTAL,156,72,67,
TEMPLE CITY,7050013A,2642,162,N,1222,POLLING PLACE,204,107,77,
TEMPLE CITY,7050013A,2642,162,N,,VBM PORTION,91,42,41,
TEMPLE CITY,7050013A,2642,162,N,1222,TOTAL,295,149,118,
TEMPLE CITY,7050016A,2643,162,N,979,POLLING PLACE,213,98,92,
TEMPLE CITY,7050016A,2643,162,N,,VBM PORTION,51,21,21,
TEMPLE CITY,7050016A,2643,162,N,979,TOTAL,264,119,113,
TEMPLE CITY,7050027A,2644,162,N,1316,POLLING PLACE,201,96,84,
TEMPLE CITY,7050027A,2644,162,N,,VBM PORTION,112,50,50,
TEMPLE CITY,7050027A,2644,162,N,1316,TOTAL,313,146,134,
TEMPLE CITY,7050037A,2645,162,N,1218,POLLING PLACE,225,116,90,
TEMPLE CITY,7050037A,2645,162,N,,VBM PORTION,74,39,34,
TEMPLE CITY,7050037A,2645,162,N,1218,TOTAL,299,155,124,
TEMPLE CITY,7050043A,2646,155,N,1207,POLLING PLACE,218,112,90,
TEMPLE CITY,7050043A,2646,155,N,,VBM PORTION,105,50,45,
TEMPLE CITY,7050043A,2646,155,N,1207,TOTAL,323,162,135,
TEMPLE CITY,7050062A,2647,155,N,1292,POLLING PLACE,239,98,118,
TEMPLE CITY,7050062A,2647,155,N,,VBM PORTION,85,43,29,
TEMPLE CITY,7050062A,2647,155,N,1292,TOTAL,324,141,147,
TEMPLE CITY,7050066A,2648,162,N,1471,POLLING PLACE,298,147,105,
TEMPLE CITY,7050066A,2648,162,N,,VBM PORTION,133,80,40,
TEMPLE CITY,7050066A,2648,162,N,1471,TOTAL,431,227,145,
TEMPLE CITY,7050068A,2649,157,N,1053,POLLING PLACE,187,107,64,
TEMPLE CITY,7050068A,2649,157,N,,VBM PORTION,68,38,23,
TEMPLE CITY,7050068A,2649,157,N,1053,TOTAL,255,145,87,
TEMPLE CITY,7050070A,2650,157,N,1272,POLLING PLACE,241,110,113,
TEMPLE CITY,7050070A,2650,157,N,,VBM PORTION,70,33,30,
TEMPLE CITY,7050070A,2650,157,N,1272,TOTAL,311,143,143,
TEMPLE CITY,7050072A,2651,157,N,894,POLLING PLACE,161,78,71,
TEMPLE CITY,7050072A,2651,157,N,,VBM PORTION,70,37,24,
TEMPLE CITY,7050072A,2651,157,N,894,TOTAL,231,115,95,
TEMPLE CITY,7050076B,2652,159,N,129,POLLING PLACE,15,5,8,
TEMPLE CITY,7050076B,2652,159,N,,VBM PORTION,11,10,1,
TEMPLE CITY,7050076B,2652,159,N,129,TOTAL,26,15,9,
TEMPLE CITY,7050076E,2653,155,N,966,POLLING PLACE,156,70,73,
TEMPLE CITY,7050076E,2653,155,N,,VBM PORTION,77,44,26,
TEMPLE CITY,7050076E,2653,155,N,966,TOTAL,233,114,99,
TEMPLE CITY,7050077A,2654,162,N,1127,POLLING PLACE,203,91,92,
TEMPLE CITY,7050077A,2654,162,N,,VBM PORTION,76,36,30,
TEMPLE CITY,7050077A,2654,162,N,1127,TOTAL,279,127,122,
VALINDA,7410002A,2740,240,N,882,POLLING PLACE,136,93,31,
VALINDA,7410002A,2740,240,N,,VBM PORTION,34,27,5,
VALINDA,7410002A,2740,240,N,882,TOTAL,170,120,36,
VALINDA,7410003B,2741,240,N,952,POLLING PLACE,125,105,15,
VALINDA,7410003B,2741,240,N,,VBM PORTION,28,21,6,
VALINDA,7410003B,2741,240,N,952,TOTAL,153,126,21,
VALINDA,7410004B,2742,240,N,977,POLLING PLACE,124,95,16,
VALINDA,7410004B,2742,240,N,,VBM PORTION,21,18,2,
VALINDA,7410004B,2742,240,N,977,TOTAL,145,113,18,
VALINDA,7410005A,2743,240,N,1101,POLLING PLACE,145,109,28,
VALINDA,7410005A,2743,240,N,,VBM PORTION,52,43,8,
VALINDA,7410005A,2743,240,N,1101,TOTAL,197,152,36,
VALINDA,7410006B,2744,240,N,1021,POLLING PLACE,143,105,31,
VALINDA,7410006B,2744,240,N,,VBM PORTION,27,17,5,
VALINDA,7410006B,2744,240,N,1021,TOTAL,170,122,36,
VALINDA,7410007A,2745,240,N,1165,POLLING PLACE,162,124,30,
VALINDA,7410007A,2745,240,N,,VBM PORTION,47,21,20,
VALINDA,7410007A,2745,240,N,1165,TOTAL,209,145,50,
VALINDA,7410008A,2746,240,N,625,POLLING PLACE,102,59,35,
VALINDA,7410008A,2746,240,N,,VBM PORTION,44,29,10,
VALINDA,7410008A,2746,240,N,625,TOTAL,146,88,45,
VALINDA,7410010A,2747,133,N,788,POLLING PLACE,114,85,22,
VALINDA,7410010A,2747,133,N,,VBM PORTION,21,15,5,
VALINDA,7410010A,2747,133,N,788,TOTAL,135,100,27,
VALINDA,7410011B,2748,133,N,982,POLLING PLACE,142,92,42,
VALINDA,7410011B,2748,133,N,,VBM PORTION,49,31,14,
VALINDA,7410011B,2748,133,N,982,TOTAL,191,123,56,
VALINDA,7410015A,2749,133,N,855,POLLING PLACE,129,100,24,
VALINDA,7410015A,2749,133,N,,VBM PORTION,33,24,7,
VALINDA,7410015A,2749,133,N,855,TOTAL,162,124,31,
VALINDA,7410015C,2750,131,N,202,POLLING PLACE,24,18,3,
VALINDA,7410015C,2750,131,N,,VBM PORTION,14,9,1,
VALINDA,7410015C,2750,131,N,202,TOTAL,38,27,4,
VALINDA,7410016A,2751,133,N,955,POLLING PLACE,181,124,42,
VALINDA,7410016A,2751,133,N,,VBM PORTION,33,16,13,
VALINDA,7410016A,2751,133,N,955,TOTAL,214,140,55,
VALINDA,7410017A,2752,133,N,1047,POLLING PLACE,153,120,23,
VALINDA,7410017A,2752,133,N,,VBM PORTION,26,17,9,
VALINDA,7410017A,2752,133,N,1047,TOTAL,179,137,32,
VALINDA,7410020A,2753,133,N,1057,POLLING PLACE,137,91,39,
VALINDA,7410020A,2753,133,N,,VBM PORTION,27,16,8,
VALINDA,7410020A,2753,133,N,1057,TOTAL,164,107,47,
VALINDA,7410025A,2754,133,N,1079,POLLING PLACE,195,152,34,
VALINDA,7410025A,2754,133,N,,VBM PORTION,46,34,7,
VALINDA,7410025A,2754,133,N,1079,TOTAL,241,186,41,
VALINDA,7410027A,2755,133,N,723,POLLING PLACE,113,82,24,
VALINDA,7410027A,2755,133,N,,VBM PORTION,28,15,8,
VALINDA,7410027A,2755,133,N,723,TOTAL,141,97,32,
VALINDA,7410029A,2756,133,N,1117,POLLING PLACE,143,98,39,
VALINDA,7410029A,2756,133,N,,VBM PORTION,42,24,15,
VALINDA,7410029A,2756,133,N,1117,TOTAL,185,122,54,
VALINDA,7410086B,2757,133,N,640,POLLING PLACE,83,69,13,
VALINDA,7410086B,2757,133,N,,VBM PORTION,17,15,2,
VALINDA,7410086B,2757,133,N,640,TOTAL,100,84,15,
VALINDA,7410130A,2758,133,N,600,POLLING PLACE,86,63,18,
VALINDA,7410130A,2758,133,N,,VBM PORTION,31,26,4,
VALINDA,7410130A,2758,133,N,600,TOTAL,117,89,22,
VALINDA,7410130B,2759,131,N,395,POLLING PLACE,65,46,17,
VALINDA,7410130B,2759,131,N,,VBM PORTION,15,11,3,
VALINDA,7410130B,2759,131,N,395,TOTAL,80,57,20,
VALINDA,7410150A,2760,133,N,1106,POLLING PLACE,150,98,44,
VALINDA,7410150A,2760,133,N,,VBM PORTION,29,18,9,
VALINDA,7410150A,2760,133,N,1106,TOTAL,179,116,53,
VALINDA,7410154A,2761,133,N,631,POLLING PLACE,94,59,32,
VALINDA,7410154A,2761,133,N,,VBM PORTION,30,16,9,
VALINDA,7410154A,2761,133,N,631,TOTAL,124,75,41,
VALINDA,7410154B,2762,133,N,1136,POLLING PLACE,160,105,50,
VALINDA,7410154B,2762,133,N,,VBM PORTION,29,19,9,
VALINDA,7410154B,2762,133,N,1136,TOTAL,189,124,59,
WEST COVINA,7700001A,2832,133,N,1029,POLLING PLACE,122,87,25,
WEST COVINA,7700001A,2832,133,N,,VBM PORTION,61,31,29,
WEST COVINA,7700001A,2832,133,N,1029,TOTAL,183,118,54,
WEST COVINA,7700002A,2833,133,N,841,POLLING PLACE,109,47,53,
WEST COVINA,7700002A,2833,133,N,,VBM PORTION,52,20,22,
WEST COVINA,7700002A,2833,133,N,841,TOTAL,161,67,75,
WEST COVINA,7700003A,2834,133,N,937,POLLING PLACE,118,87,27,
WEST COVINA,7700003A,2834,133,N,,VBM PORTION,39,24,14,
WEST COVINA,7700003A,2834,133,N,937,TOTAL,157,111,41,
WEST COVINA,7700004A,2835,133,N,1038,POLLING PLACE,179,95,70,
WEST COVINA,7700004A,2835,133,N,,VBM PORTION,74,37,33,
WEST COVINA,7700004A,2835,133,N,1038,TOTAL,253,132,103,
WEST COVINA,7700006A,6262,138,Y,,POLLING PLACE,,,,
WEST COVINA,7700006A,6262,138,Y,,VBM PORTION,,,,
WEST COVINA,7700006A,6262,138,Y,,TOTAL,,,,
WEST COVINA,7700008A,2836,133,N,538,POLLING PLACE,99,55,37,
WEST COVINA,7700008A,2836,133,N,,VBM PORTION,22,15,5,
WEST COVINA,7700008A,2836,133,N,538,TOTAL,121,70,42,
WEST COVINA,7700008B,2837,133,N,1086,POLLING PLACE,162,97,55,
WEST COVINA,7700008B,2837,133,N,,VBM PORTION,67,46,17,
WEST COVINA,7700008B,2837,133,N,1086,TOTAL,229,143,72,
WEST COVINA,7700011A,2838,133,N,956,POLLING PLACE,175,98,63,
WEST COVINA,7700011A,2838,133,N,,VBM PORTION,50,29,19,
WEST COVINA,7700011A,2838,133,N,956,TOTAL,225,127,82,
WEST COVINA,7700012A,2839,133,N,910,POLLING PLACE,141,80,56,
WEST COVINA,7700012A,2839,133,N,,VBM PORTION,64,36,23,
WEST COVINA,7700012A,2839,133,N,910,TOTAL,205,116,79,
WEST COVINA,7700012C,2840,133,N,1012,POLLING PLACE,166,91,69,
WEST COVINA,7700012C,2840,133,N,,VBM PORTION,58,34,19,
WEST COVINA,7700012C,2840,133,N,1012,TOTAL,224,125,88,
WEST COVINA,7700014B,2841,133,N,1126,POLLING PLACE,131,86,38,
WEST COVINA,7700014B,2841,133,N,,VBM PORTION,79,44,27,
WEST COVINA,7700014B,2841,133,N,1126,TOTAL,210,130,65,
WEST COVINA,7700015B,2842,133,N,925,POLLING PLACE,160,81,72,
WEST COVINA,7700015B,2842,133,N,,VBM PORTION,61,38,20,
WEST COVINA,7700015B,2842,133,N,925,TOTAL,221,119,92,
WEST COVINA,7700016A,2843,133,N,1196,POLLING PLACE,180,111,60,
WEST COVINA,7700016A,2843,133,N,,VBM PORTION,71,41,23,
WEST COVINA,7700016A,2843,133,N,1196,TOTAL,251,152,83,
WEST COVINA,7700019B,2844,133,N,708,POLLING PLACE,115,62,37,
WEST COVINA,7700019B,2844,133,N,,VBM PORTION,60,20,36,
WEST COVINA,7700019B,2844,133,N,708,TOTAL,175,82,73,
WEST COVINA,7700020C,2845,133,N,872,POLLING PLACE,169,74,87,
WEST COVINA,7700020C,2845,133,N,,VBM PORTION,68,38,27,
WEST COVINA,7700020C,2845,133,N,872,TOTAL,237,112,114,
WEST COVINA,7700022A,2847,133,N,1200,POLLING PLACE,197,106,81,
WEST COVINA,7700022A,2847,133,N,,VBM PORTION,90,43,40,
WEST COVINA,7700022A,2847,133,N,1200,TOTAL,287,149,121,
WEST COVINA,7700024A,2848,133,N,783,POLLING PLACE,163,90,65,
WEST COVINA,7700024A,2848,133,N,,VBM PORTION,51,38,9,
WEST COVINA,7700024A,2848,133,N,783,TOTAL,214,128,74,
WEST COVINA,7700024B,2849,133,N,685,POLLING PLACE,112,69,41,
WEST COVINA,7700024B,2849,133,N,,VBM PORTION,36,20,12,
WEST COVINA,7700024B,2849,133,N,685,TOTAL,148,89,53,
WEST COVINA,7700026A,2850,133,N,1164,POLLING PLACE,243,145,85,
WEST COVINA,7700026A,2850,133,N,,VBM PORTION,101,59,35,
WEST COVINA,7700026A,2850,133,N,1164,TOTAL,344,204,120,
WEST COVINA,7700027A,2851,133,N,948,POLLING PLACE,122,66,50,
WEST COVINA,7700027A,2851,133,N,,VBM PORTION,108,57,48,
WEST COVINA,7700027A,2851,133,N,948,TOTAL,230,123,98,
WEST COVINA,7700028A,2852,133,N,747,POLLING PLACE,130,83,37,
WEST COVINA,7700028A,2852,133,N,,VBM PORTION,29,20,9,
WEST COVINA,7700028A,2852,133,N,747,TOTAL,159,103,46,
WEST COVINA,7700031A,2853,133,N,936,POLLING PLACE,136,75,47,
WEST COVINA,7700031A,2853,133,N,,VBM PORTION,52,30,19,
WEST COVINA,7700031A,2853,133,N,936,TOTAL,188,105,66,
WEST COVINA,7700033A,2854,133,N,1255,POLLING PLACE,172,99,65,
WEST COVINA,7700033A,2854,133,N,,VBM PORTION,58,19,30,
WEST COVINA,7700033A,2854,133,N,1255,TOTAL,230,118,95,
WEST COVINA,7700037A,2855,133,N,1006,POLLING PLACE,138,92,36,
WEST COVINA,7700037A,2855,133,N,,VBM PORTION,60,34,25,
WEST COVINA,7700037A,2855,133,N,1006,TOTAL,198,126,61,
WEST COVINA,7700038A,2856,133,N,1060,POLLING PLACE,175,125,43,
WEST COVINA,7700038A,2856,133,N,,VBM PORTION,63,37,25,
WEST COVINA,7700038A,2856,133,N,1060,TOTAL,238,162,68,
WEST COVINA,7700039A,2857,133,N,821,POLLING PLACE,130,71,50,
WEST COVINA,7700039A,2857,133,N,,VBM PORTION,38,22,10,
WEST COVINA,7700039A,2857,133,N,821,TOTAL,168,93,60,
WEST COVINA,7700040A,2858,133,N,1229,POLLING PLACE,190,108,66,
WEST COVINA,7700040A,2858,133,N,,VBM PORTION,63,35,27,
WEST COVINA,7700040A,2858,133,N,1229,TOTAL,253,143,93,
WEST COVINA,7700140A,6263,131,Y,,POLLING PLACE,,,,
WEST COVINA,7700140A,6263,131,Y,,VBM PORTION,,,,
WEST COVINA,7700140A,6263,131,Y,,TOTAL,,,,
WEST COVINA,7700140B,2870,133,N,925,POLLING PLACE,154,99,45,
WEST COVINA,7700140B,2870,133,N,,VBM PORTION,43,27,12,
WEST COVINA,7700140B,2870,133,N,925,TOTAL,197,126,57,
WEST COVINA,7700141A,2871,133,N,1104,POLLING PLACE,132,81,45,
WEST COVINA,7700141A,2871,133,N,,VBM PORTION,58,33,14,
WEST COVINA,7700141A,2871,133,N,1104,TOTAL,190,114,59,
WEST COVINA,7700142A,2872,133,N,1170,POLLING PLACE,149,81,57,
WEST COVINA,7700142A,2872,133,N,,VBM PORTION,48,28,14,
WEST COVINA,7700142A,2872,133,N,1170,TOTAL,197,109,71,
WEST COVINA,7700143A,2873,133,N,1056,POLLING PLACE,167,92,61,
WEST COVINA,7700143A,2873,133,N,,VBM PORTION,83,50,30,
WEST COVINA,7700143A,2873,133,N,1056,TOTAL,250,142,91,
WEST COVINA,7700144A,2874,133,N,888,POLLING PLACE,94,58,29,
WEST COVINA,7700144A,2874,133,N,,VBM PORTION,36,21,13,
WEST COVINA,7700144A,2874,133,N,888,TOTAL,130,79,42,
WEST COVINA,7700145A,2875,133,N,902,POLLING PLACE,132,64,61,
WEST COVINA,7700145A,2875,133,N,,VBM PORTION,63,43,18,
WEST COVINA,7700145A,2875,133,N,902,TOTAL,195,107,79,
WEST COVINA,7700148A,2876,133,N,1009,POLLING PLACE,201,111,81,
WEST COVINA,7700148A,2876,133,N,,VBM PORTION,51,28,22,
WEST COVINA,7700148A,2876,133,N,1009,TOTAL,252,139,103,
WEST COVINA,7700150A,2877,133,N,1031,POLLING PLACE,164,92,67,
WEST COVINA,7700150A,2877,133,N,,VBM PORTION,43,27,16,
WEST COVINA,7700150A,2877,133,N,1031,TOTAL,207,119,83,
WEST COVINA,7700153A,2878,133,N,638,POLLING PLACE,103,69,29,
WEST COVINA,7700153A,2878,133,N,,VBM PORTION,61,34,25,
WEST COVINA,7700153A,2878,133,N,638,TOTAL,164,103,54,
WEST COVINA,7700153C,2879,133,N,1040,POLLING PLACE,174,107,56,
WEST COVINA,7700153C,2879,133,N,,VBM PORTION,63,44,13,
WEST COVINA,7700153C,2879,133,N,1040,TOTAL,237,151,69,
WEST COVINA,7700154A,2880,133,N,673,POLLING PLACE,70,46,21,
WEST COVINA,7700154A,2880,133,N,,VBM PORTION,57,42,12,
WEST COVINA,7700154A,2880,133,N,673,TOTAL,127,88,33,
WEST COVINA,7700158A,2882,133,N,1098,POLLING PLACE,159,93,53,
WEST COVINA,7700158A,2882,133,N,,VBM PORTION,61,44,13,
WEST COVINA,7700158A,2882,133,N,1098,TOTAL,220,137,66,
WEST COVINA,7700165A,2885,133,N,1057,POLLING PLACE,149,62,77,
WEST COVINA,7700165A,2885,133,N,,VBM PORTION,84,21,54,
WEST COVINA,7700165A,2885,133,N,1057,TOTAL,233,83,131,
BALLOT GROUP 79,9990079A,8079,79,N,,POLLING PLACE,,,,
BALLOT GROUP 79,9990079A,8079,79,N,,VBM PORTION,,,,
BALLOT GROUP 79,9990079A,8079,79,N,,TOTAL,,,,
BALLOT GROUP 80,9990080A,8080,80,N,,POLLING PLACE,,,,
BALLOT GROUP 80,9990080A,8080,80,N,,VBM PORTION,,,,
BALLOT GROUP 80,9990080A,8080,80,N,,TOTAL,,,,
BALLOT GROUP 128,9990128A,8128,128,N,,POLLING PLACE,,,,
BALLOT GROUP 128,9990128A,8128,128,N,,VBM PORTION,,,,
BALLOT GROUP 128,9990128A,8128,128,N,,TOTAL,,,,
BALLOT GROUP 129,9990129A,8129,129,N,,POLLING PLACE,,,,
BALLOT GROUP 129,9990129A,8129,129,N,,VBM PORTION,,,,
BALLOT GROUP 129,9990129A,8129,129,N,,TOTAL,,,,
BALLOT GROUP 130,9990130A,8130,130,N,,POLLING PLACE,,,,
BALLOT GROUP 130,9990130A,8130,130,N,,VBM PORTION,,,,
BALLOT GROUP 130,9990130A,8130,130,N,,TOTAL,,,,
BALLOT GROUP 131,9990131A,8131,131,N,,POLLING PLACE,,,,
BALLOT GROUP 131,9990131A,8131,131,N,,VBM PORTION,,,,
BALLOT GROUP 131,9990131A,8131,131,N,,TOTAL,,,,
