LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,KAREN BASS,R ADAM KING,
BEVERLY HILLS,0900014A,6032,185,Y,2,POLLING PLACE,,,,
BEVERLY HILLS,0900014A,6032,185,Y,,VBM PORTION,,,,
BEVERLY HILLS,0900014A,6032,185,Y,2,TOTAL,,,,
CENTINELA,1060001A,6047,326,Y,133,POLLING PLACE,,,,
CENTINELA,1060001A,6047,326,Y,,VBM PORTION,23,12,9,
CENTINELA,1060001A,6047,326,Y,133,TOTAL,23,12,9,
CULVER CITY,1600001A,590,233,N,902,POLLING PLACE,180,154,20,
CULVER CITY,1600001A,590,233,N,,VBM PORTION,72,49,20,
CULVER CITY,1600001A,590,233,N,902,TOTAL,252,203,40,
CULVER CITY,1600002A,591,233,N,754,POLLING PLACE,146,102,40,
CULVER CITY,1600002A,591,233,N,,VBM PORTION,73,55,16,
CULVER CITY,1600002A,591,233,N,754,TOTAL,219,157,56,
CULVER CITY,1600003A,592,233,N,998,POLLING PLACE,169,136,29,
CULVER CITY,1600003A,592,233,N,,VBM PORTION,92,64,23,
CULVER CITY,1600003A,592,233,N,998,TOTAL,261,200,52,
CULVER CITY,1600004A,593,233,N,1097,POLLING PLACE,230,168,53,
CULVER CITY,1600004A,593,233,N,,VBM PORTION,70,51,17,
CULVER CITY,1600004A,593,233,N,1097,TOTAL,300,219,70,
CULVER CITY,1600005A,594,233,N,885,POLLING PLACE,187,147,34,
CULVER CITY,1600005A,594,233,N,,VBM PORTION,85,68,12,
CULVER CITY,1600005A,594,233,N,885,TOTAL,272,215,46,
CULVER CITY,1600007A,595,233,N,1248,POLLING PLACE,316,226,74,
CULVER CITY,1600007A,595,233,N,,VBM PORTION,147,92,44,
CULVER CITY,1600007A,595,233,N,1248,TOTAL,463,318,118,
CULVER CITY,1600008A,596,233,N,1154,POLLING PLACE,329,251,66,
CULVER CITY,1600008A,596,233,N,,VBM PORTION,140,82,50,
CULVER CITY,1600008A,596,233,N,1154,TOTAL,469,333,116,
CULVER CITY,1600011A,597,233,N,1176,POLLING PLACE,206,155,39,
CULVER CITY,1600011A,597,233,N,,VBM PORTION,157,102,41,
CULVER CITY,1600011A,597,233,N,1176,TOTAL,363,257,80,
CULVER CITY,1600013B,598,233,N,1147,POLLING PLACE,330,233,79,
CULVER CITY,1600013B,598,233,N,,VBM PORTION,124,73,41,
CULVER CITY,1600013B,598,233,N,1147,TOTAL,454,306,120,
CULVER CITY,1600014A,599,233,N,476,POLLING PLACE,102,80,17,
CULVER CITY,1600014A,599,233,N,,VBM PORTION,80,64,15,
CULVER CITY,1600014A,599,233,N,476,TOTAL,182,144,32,
CULVER CITY,1600014C,6060,228,Y,,POLLING PLACE,,,,
CULVER CITY,1600014C,6060,228,Y,,VBM PORTION,,,,
CULVER CITY,1600014C,6060,228,Y,,TOTAL,,,,
CULVER CITY,1600017B,600,233,N,1114,POLLING PLACE,224,165,49,
CULVER CITY,1600017B,600,233,N,,VBM PORTION,112,69,32,
CULVER CITY,1600017B,600,233,N,1114,TOTAL,336,234,81,
CULVER CITY,1600018A,601,233,N,899,POLLING PLACE,161,126,28,
CULVER CITY,1600018A,601,233,N,,VBM PORTION,63,39,18,
CULVER CITY,1600018A,601,233,N,899,TOTAL,224,165,46,
CULVER CITY,1600022A,602,233,N,651,POLLING PLACE,156,119,33,
CULVER CITY,1600022A,602,233,N,,VBM PORTION,59,34,22,
CULVER CITY,1600022A,602,233,N,651,TOTAL,215,153,55,
CULVER CITY,1600024A,603,233,N,1216,POLLING PLACE,269,209,53,
CULVER CITY,1600024A,603,233,N,,VBM PORTION,111,80,28,
CULVER CITY,1600024A,603,233,N,1216,TOTAL,380,289,81,
CULVER CITY,1600025A,604,233,N,955,POLLING PLACE,285,219,56,
CULVER CITY,1600025A,604,233,N,,VBM PORTION,123,91,24,
CULVER CITY,1600025A,604,233,N,955,TOTAL,408,310,80,
CULVER CITY,1600027C,605,233,N,646,POLLING PLACE,188,143,31,
CULVER CITY,1600027C,605,233,N,,VBM PORTION,74,51,17,
CULVER CITY,1600027C,605,233,N,646,TOTAL,262,194,48,
CULVER CITY,1600028A,606,233,N,1254,POLLING PLACE,272,174,79,
CULVER CITY,1600028A,606,233,N,,VBM PORTION,129,82,37,
CULVER CITY,1600028A,606,233,N,1254,TOTAL,401,256,116,
CULVER CITY,1600031C,607,233,N,1008,POLLING PLACE,244,178,44,
CULVER CITY,1600031C,607,233,N,,VBM PORTION,131,76,44,
CULVER CITY,1600031C,607,233,N,1008,TOTAL,375,254,88,
CULVER CITY,1600034A,608,233,N,1156,POLLING PLACE,304,206,83,
CULVER CITY,1600034A,608,233,N,,VBM PORTION,165,99,58,
CULVER CITY,1600034A,608,233,N,1156,TOTAL,469,305,141,
CULVER CITY,1600042A,609,233,N,768,POLLING PLACE,284,232,43,
CULVER CITY,1600042A,609,233,N,,VBM PORTION,107,78,22,
CULVER CITY,1600042A,609,233,N,768,TOTAL,391,310,65,
CULVER CITY,1600045A,610,233,N,962,POLLING PLACE,225,166,41,
CULVER CITY,1600045A,610,233,N,,VBM PORTION,97,67,26,
CULVER CITY,1600045A,610,233,N,962,TOTAL,322,233,67,
CULVER CITY,1600055A,611,233,N,1079,POLLING PLACE,302,249,30,
CULVER CITY,1600055A,611,233,N,,VBM PORTION,87,64,18,
CULVER CITY,1600055A,611,233,N,1079,TOTAL,389,313,48,
CULVER CITY,1600073A,612,233,N,1197,POLLING PLACE,248,188,46,
CULVER CITY,1600073A,612,233,N,,VBM PORTION,74,54,15,
CULVER CITY,1600073A,612,233,N,1197,TOTAL,322,242,61,
CULVER CITY,1600074B,613,233,N,1091,POLLING PLACE,282,236,37,
CULVER CITY,1600074B,613,233,N,,VBM PORTION,117,90,18,
CULVER CITY,1600074B,613,233,N,1091,TOTAL,399,326,55,
CULVER CITY,1600076A,614,233,N,1125,POLLING PLACE,268,219,31,
CULVER CITY,1600076A,614,233,N,,VBM PORTION,82,68,10,
CULVER CITY,1600076A,614,233,N,1125,TOTAL,350,287,41,
INGLEWOOD,2950090A,1164,227,N,219,POLLING PLACE,68,65,1,
INGLEWOOD,2950090A,1164,227,N,,VBM PORTION,27,21,4,
INGLEWOOD,2950090A,1164,227,N,219,TOTAL,95,86,5,
LADERA HEIGHTS,3430001A,1264,231,N,1296,POLLING PLACE,425,368,31,
LADERA HEIGHTS,3430001A,1264,231,N,,VBM PORTION,115,84,26,
LADERA HEIGHTS,3430001A,1264,231,N,1296,TOTAL,540,452,57,
LADERA HEIGHTS,3430003C,6121,233,Y,308,POLLING PLACE,,,,
LADERA HEIGHTS,3430003C,6121,233,Y,,VBM PORTION,43,37,6,
LADERA HEIGHTS,3430003C,6121,233,Y,308,TOTAL,43,37,6,
LADERA HEIGHTS,3430004A,1265,230,N,1242,POLLING PLACE,361,312,31,
LADERA HEIGHTS,3430004A,1265,230,N,,VBM PORTION,127,101,23,
LADERA HEIGHTS,3430004A,1265,230,N,1242,TOTAL,488,413,54,
LADERA HEIGHTS,3430005B,6122,232,Y,,POLLING PLACE,,,,
LADERA HEIGHTS,3430005B,6122,232,Y,,VBM PORTION,,,,
LADERA HEIGHTS,3430005B,6122,232,Y,,TOTAL,,,,
LADERA HEIGHTS,3430007A,1266,230,N,1328,POLLING PLACE,417,386,17,
LADERA HEIGHTS,3430007A,1266,230,N,,VBM PORTION,104,81,20,
LADERA HEIGHTS,3430007A,1266,230,N,1328,TOTAL,521,467,37,
LADERA HEIGHTS,3430018C,1267,231,N,614,POLLING PLACE,110,97,11,
LADERA HEIGHTS,3430018C,1267,231,N,,VBM PORTION,35,27,5,
LADERA HEIGHTS,3430018C,1267,231,N,614,TOTAL,145,124,16,
LADERA HEIGHTS,3430020A,1268,230,N,1046,POLLING PLACE,234,210,17,
LADERA HEIGHTS,3430020A,1268,230,N,,VBM PORTION,82,75,5,
LADERA HEIGHTS,3430020A,1268,230,N,1046,TOTAL,316,285,22,
VIEW PARK,7510001A,2763,231,N,1193,POLLING PLACE,339,309,11,
VIEW PARK,7510001A,2763,231,N,,VBM PORTION,88,77,7,
VIEW PARK,7510001A,2763,231,N,1193,TOTAL,427,386,18,
VIEW PARK,7510003C,2764,231,N,1312,POLLING PLACE,364,344,12,
VIEW PARK,7510003C,2764,231,N,,VBM PORTION,103,97,4,
VIEW PARK,7510003C,2764,231,N,1312,TOTAL,467,441,16,
VIEW PARK,7510004A,2765,231,N,728,POLLING PLACE,178,160,16,
VIEW PARK,7510004A,2765,231,N,,VBM PORTION,37,31,,
VIEW PARK,7510004A,2765,231,N,728,TOTAL,215,191,16,
VIEW PARK,7510006A,2766,231,N,1231,POLLING PLACE,313,277,15,
VIEW PARK,7510006A,2766,231,N,,VBM PORTION,74,69,3,
VIEW PARK,7510006A,2766,231,N,1231,TOTAL,387,346,18,
VIEW PARK,7510008A,2767,231,N,1032,POLLING PLACE,285,270,11,
VIEW PARK,7510008A,2767,231,N,,VBM PORTION,93,86,5,
VIEW PARK,7510008A,2767,231,N,1032,TOTAL,378,356,16,
VIEW PARK,7510009B,2768,231,N,1227,POLLING PLACE,343,314,23,
VIEW PARK,7510009B,2768,231,N,,VBM PORTION,87,81,4,
VIEW PARK,7510009B,2768,231,N,1227,TOTAL,430,395,27,
VIEW PARK,7510010A,2769,231,N,940,POLLING PLACE,250,234,9,
VIEW PARK,7510010A,2769,231,N,,VBM PORTION,104,94,4,
VIEW PARK,7510010A,2769,231,N,940,TOTAL,354,328,13,
VIEW PARK,7510012A,2770,231,N,997,POLLING PLACE,340,310,14,
VIEW PARK,7510012A,2770,231,N,,VBM PORTION,74,63,8,
VIEW PARK,7510012A,2770,231,N,997,TOTAL,414,373,22,
LOS ANGELES,9000002A,2986,228,N,791,POLLING PLACE,188,137,39,
LOS ANGELES,9000002A,2986,228,N,,VBM PORTION,86,58,21,
LOS ANGELES,9000002A,2986,228,N,791,TOTAL,274,195,60,
LOS ANGELES,9000006A,2989,186,N,1369,POLLING PLACE,277,213,50,
LOS ANGELES,9000006A,2989,186,N,,VBM PORTION,138,83,45,
LOS ANGELES,9000006A,2989,186,N,1369,TOTAL,415,296,95,
LOS ANGELES,9000269B,3152,228,N,1241,POLLING PLACE,260,186,58,
LOS ANGELES,9000269B,3152,228,N,,VBM PORTION,109,75,26,
LOS ANGELES,9000269B,3152,228,N,1241,TOTAL,369,261,84,
LOS ANGELES,9000282A,3159,330,N,943,POLLING PLACE,89,74,9,
LOS ANGELES,9000282A,3159,330,N,,VBM PORTION,28,27,1,
LOS ANGELES,9000282A,3159,330,N,943,TOTAL,117,101,10,
LOS ANGELES,9000283A,3160,330,N,996,POLLING PLACE,201,183,10,
LOS ANGELES,9000283A,3160,330,N,,VBM PORTION,48,45,3,
LOS ANGELES,9000283A,3160,330,N,996,TOTAL,249,228,13,
LOS ANGELES,9000284C,3161,309,N,906,POLLING PLACE,243,221,10,
LOS ANGELES,9000284C,3161,309,N,,VBM PORTION,45,38,4,
LOS ANGELES,9000284C,3161,309,N,906,TOTAL,288,259,14,
LOS ANGELES,9000285A,3162,309,N,1183,POLLING PLACE,231,200,12,
LOS ANGELES,9000285A,3162,309,N,,VBM PORTION,59,55,3,
LOS ANGELES,9000285A,3162,309,N,1183,TOTAL,290,255,15,
LOS ANGELES,9000286A,3163,325,N,1098,POLLING PLACE,154,131,17,
LOS ANGELES,9000286A,3163,325,N,,VBM PORTION,69,54,14,
LOS ANGELES,9000286A,3163,325,N,1098,TOTAL,223,185,31,
LOS ANGELES,9000366A,3217,309,N,1075,POLLING PLACE,161,138,11,
LOS ANGELES,9000366A,3217,309,N,,VBM PORTION,24,23,,
LOS ANGELES,9000366A,3217,309,N,1075,TOTAL,185,161,11,
LOS ANGELES,9000449A,3270,326,N,975,POLLING PLACE,231,140,78,
LOS ANGELES,9000449A,3270,326,N,,VBM PORTION,120,57,53,
LOS ANGELES,9000449A,3270,326,N,975,TOTAL,351,197,131,
LOS ANGELES,9000451A,3271,325,N,931,POLLING PLACE,149,121,14,
LOS ANGELES,9000451A,3271,325,N,,VBM PORTION,20,19,1,
LOS ANGELES,9000451A,3271,325,N,931,TOTAL,169,140,15,
LOS ANGELES,9000454A,3273,308,N,1115,POLLING PLACE,185,137,29,
LOS ANGELES,9000454A,3273,308,N,,VBM PORTION,34,22,6,
LOS ANGELES,9000454A,3273,308,N,1115,TOTAL,219,159,35,
LOS ANGELES,9000533A,3324,229,N,1008,POLLING PLACE,123,109,9,
LOS ANGELES,9000533A,3324,229,N,,VBM PORTION,30,27,,
LOS ANGELES,9000533A,3324,229,N,1008,TOTAL,153,136,9,
LOS ANGELES,9000554A,3335,308,N,403,POLLING PLACE,8,7,1,
LOS ANGELES,9000554A,3335,308,N,,VBM PORTION,,,,
LOS ANGELES,9000554A,3335,308,N,403,TOTAL,8,7,1,
LOS ANGELES,9000558B,3339,222,N,1306,POLLING PLACE,218,138,60,
LOS ANGELES,9000558B,3339,222,N,,VBM PORTION,188,105,70,
LOS ANGELES,9000558B,3339,222,N,1306,TOTAL,406,243,130,
LOS ANGELES,9000567A,3344,222,N,1221,POLLING PLACE,357,250,85,
LOS ANGELES,9000567A,3344,222,N,,VBM PORTION,117,62,43,
LOS ANGELES,9000567A,3344,222,N,1221,TOTAL,474,312,128,
LOS ANGELES,9000626A,6277,226,Y,,POLLING PLACE,,,,
LOS ANGELES,9000626A,6277,226,Y,,VBM PORTION,,,,
LOS ANGELES,9000626A,6277,226,Y,,TOTAL,,,,
LOS ANGELES,9000650C,3390,228,N,1238,POLLING PLACE,147,116,16,
LOS ANGELES,9000650C,3390,228,N,,VBM PORTION,58,41,10,
LOS ANGELES,9000650C,3390,228,N,1238,TOTAL,205,157,26,
LOS ANGELES,9000824A,3457,309,N,681,POLLING PLACE,84,74,9,
LOS ANGELES,9000824A,3457,309,N,,VBM PORTION,13,13,,
LOS ANGELES,9000824A,3457,309,N,681,TOTAL,97,87,9,
LOS ANGELES,9000888A,3481,308,N,512,POLLING PLACE,72,55,15,
LOS ANGELES,9000888A,3481,308,N,,VBM PORTION,26,18,6,
LOS ANGELES,9000888A,3481,308,N,512,TOTAL,98,73,21,
LOS ANGELES,9000908A,3490,229,N,991,POLLING PLACE,126,113,7,
LOS ANGELES,9000908A,3490,229,N,,VBM PORTION,61,56,4,
LOS ANGELES,9000908A,3490,229,N,991,TOTAL,187,169,11,
LOS ANGELES,9000944A,3502,228,N,1132,POLLING PLACE,259,195,48,
LOS ANGELES,9000944A,3502,228,N,,VBM PORTION,57,49,6,
LOS ANGELES,9000944A,3502,228,N,1132,TOTAL,316,244,54,
LOS ANGELES,9000945B,3503,229,N,1013,POLLING PLACE,191,175,9,
LOS ANGELES,9000945B,3503,229,N,,VBM PORTION,25,22,1,
LOS ANGELES,9000945B,3503,229,N,1013,TOTAL,216,197,10,
LOS ANGELES,9000948A,3506,228,N,1073,POLLING PLACE,304,290,6,
LOS ANGELES,9000948A,3506,228,N,,VBM PORTION,76,69,6,
LOS ANGELES,9000948A,3506,228,N,1073,TOTAL,380,359,12,
LOS ANGELES,9001000A,3526,217,N,673,POLLING PLACE,90,73,7,
LOS ANGELES,9001000A,3526,217,N,,VBM PORTION,46,33,9,
LOS ANGELES,9001000A,3526,217,N,673,TOTAL,136,106,16,
LOS ANGELES,9001000C,3527,217,N,631,POLLING PLACE,86,67,13,
LOS ANGELES,9001000C,3527,217,N,,VBM PORTION,20,15,5,
LOS ANGELES,9001000C,3527,217,N,631,TOTAL,106,82,18,
LOS ANGELES,9001024A,3541,308,N,867,POLLING PLACE,151,128,13,
LOS ANGELES,9001024A,3541,308,N,,VBM PORTION,14,13,1,
LOS ANGELES,9001024A,3541,308,N,867,TOTAL,165,141,14,
LOS ANGELES,9001026C,3542,308,N,957,POLLING PLACE,136,115,10,
LOS ANGELES,9001026C,3542,308,N,,VBM PORTION,19,16,3,
LOS ANGELES,9001026C,3542,308,N,957,TOTAL,155,131,13,
LOS ANGELES,9001030A,3544,308,N,1070,POLLING PLACE,196,163,24,
LOS ANGELES,9001030A,3544,308,N,,VBM PORTION,30,26,3,
LOS ANGELES,9001030A,3544,308,N,1070,TOTAL,226,189,27,
LOS ANGELES,9001046D,3553,308,N,632,POLLING PLACE,48,37,5,
LOS ANGELES,9001046D,3553,308,N,,VBM PORTION,21,13,5,
LOS ANGELES,9001046D,3553,308,N,632,TOTAL,69,50,10,
LOS ANGELES,9001046R,3554,308,N,692,POLLING PLACE,23,21,2,
LOS ANGELES,9001046R,3554,308,N,,VBM PORTION,4,3,,
LOS ANGELES,9001046R,3554,308,N,692,TOTAL,27,24,2,
LOS ANGELES,9001111A,3589,228,N,1054,POLLING PLACE,196,160,29,
LOS ANGELES,9001111A,3589,228,N,,VBM PORTION,56,46,8,
LOS ANGELES,9001111A,3589,228,N,1054,TOTAL,252,206,37,
LOS ANGELES,9001137C,3600,228,N,544,POLLING PLACE,95,70,19,
LOS ANGELES,9001137C,3600,228,N,,VBM PORTION,39,25,12,
LOS ANGELES,9001137C,3600,228,N,544,TOTAL,134,95,31,
LOS ANGELES,9001165A,3607,228,N,922,POLLING PLACE,220,170,42,
LOS ANGELES,9001165A,3607,228,N,,VBM PORTION,70,51,14,
LOS ANGELES,9001165A,3607,228,N,922,TOTAL,290,221,56,
LOS ANGELES,9001175A,3612,228,N,1230,POLLING PLACE,275,176,89,
LOS ANGELES,9001175A,3612,228,N,,VBM PORTION,106,72,28,
LOS ANGELES,9001175A,3612,228,N,1230,TOTAL,381,248,117,
LOS ANGELES,9001189B,3621,309,N,882,POLLING PLACE,157,140,10,
LOS ANGELES,9001189B,3621,309,N,,VBM PORTION,26,26,,
LOS ANGELES,9001189B,3621,309,N,882,TOTAL,183,166,10,
LOS ANGELES,9001220C,3633,222,N,989,POLLING PLACE,221,162,47,
LOS ANGELES,9001220C,3633,222,N,,VBM PORTION,93,54,26,
LOS ANGELES,9001220C,3633,222,N,989,TOTAL,314,216,73,
LOS ANGELES,9001249A,3643,226,N,925,POLLING PLACE,221,159,50,
LOS ANGELES,9001249A,3643,226,N,,VBM PORTION,88,67,16,
LOS ANGELES,9001249A,3643,226,N,925,TOTAL,309,226,66,
LOS ANGELES,9001250A,3644,226,N,1133,POLLING PLACE,212,147,58,
LOS ANGELES,9001250A,3644,226,N,,VBM PORTION,79,57,18,
LOS ANGELES,9001250A,3644,226,N,1133,TOTAL,291,204,76,
LOS ANGELES,9001253A,3645,226,N,1202,POLLING PLACE,231,167,52,
LOS ANGELES,9001253A,3645,226,N,,VBM PORTION,142,100,33,
LOS ANGELES,9001253A,3645,226,N,1202,TOTAL,373,267,85,
LOS ANGELES,9001256A,3646,226,N,1459,POLLING PLACE,294,204,73,
LOS ANGELES,9001256A,3646,226,N,,VBM PORTION,159,83,65,
LOS ANGELES,9001256A,3646,226,N,1459,TOTAL,453,287,138,
LOS ANGELES,9001257B,3647,226,N,1097,POLLING PLACE,209,148,44,
LOS ANGELES,9001257B,3647,226,N,,VBM PORTION,118,85,29,
LOS ANGELES,9001257B,3647,226,N,1097,TOTAL,327,233,73,
LOS ANGELES,9001271A,3649,222,N,1159,POLLING PLACE,150,97,43,
LOS ANGELES,9001271A,3649,222,N,,VBM PORTION,96,55,36,
LOS ANGELES,9001271A,3649,222,N,1159,TOTAL,246,152,79,
LOS ANGELES,9001272A,3650,226,N,1287,POLLING PLACE,216,161,44,
LOS ANGELES,9001272A,3650,226,N,,VBM PORTION,115,87,22,
LOS ANGELES,9001272A,3650,226,N,1287,TOTAL,331,248,66,
LOS ANGELES,9001274A,3651,222,N,1254,POLLING PLACE,229,153,59,
LOS ANGELES,9001274A,3651,222,N,,VBM PORTION,93,56,30,
LOS ANGELES,9001274A,3651,222,N,1254,TOTAL,322,209,89,
LOS ANGELES,9001278A,3652,222,N,1017,POLLING PLACE,240,172,48,
LOS ANGELES,9001278A,3652,222,N,,VBM PORTION,116,69,38,
LOS ANGELES,9001278A,3652,222,N,1017,TOTAL,356,241,86,
LOS ANGELES,9001279A,3653,222,N,1173,POLLING PLACE,222,133,68,
LOS ANGELES,9001279A,3653,222,N,,VBM PORTION,109,61,38,
LOS ANGELES,9001279A,3653,222,N,1173,TOTAL,331,194,106,
LOS ANGELES,9001281C,3654,222,N,1217,POLLING PLACE,215,169,33,
LOS ANGELES,9001281C,3654,222,N,,VBM PORTION,71,49,16,
LOS ANGELES,9001281C,3654,222,N,1217,TOTAL,286,218,49,
LOS ANGELES,9001283B,3655,222,N,1343,POLLING PLACE,236,166,61,
LOS ANGELES,9001283B,3655,222,N,,VBM PORTION,122,92,26,
LOS ANGELES,9001283B,3655,222,N,1343,TOTAL,358,258,87,
LOS ANGELES,9001283C,6281,223,Y,16,POLLING PLACE,,,,
LOS ANGELES,9001283C,6281,223,Y,,VBM PORTION,1,1,,
LOS ANGELES,9001283C,6281,223,Y,16,TOTAL,1,1,,
LOS ANGELES,9001284A,3656,222,N,1225,POLLING PLACE,222,175,36,
LOS ANGELES,9001284A,3656,222,N,,VBM PORTION,80,54,23,
LOS ANGELES,9001284A,3656,222,N,1225,TOTAL,302,229,59,
LOS ANGELES,9001290A,3658,228,N,1170,POLLING PLACE,316,248,58,
LOS ANGELES,9001290A,3658,228,N,,VBM PORTION,120,89,23,
LOS ANGELES,9001290A,3658,228,N,1170,TOTAL,436,337,81,
LOS ANGELES,9001291A,3659,228,N,1071,POLLING PLACE,159,138,12,
LOS ANGELES,9001291A,3659,228,N,,VBM PORTION,43,31,9,
LOS ANGELES,9001291A,3659,228,N,1071,TOTAL,202,169,21,
LOS ANGELES,9001296A,3660,185,N,1135,POLLING PLACE,195,146,36,
LOS ANGELES,9001296A,3660,185,N,,VBM PORTION,74,54,17,
LOS ANGELES,9001296A,3660,185,N,1135,TOTAL,269,200,53,
LOS ANGELES,9001299B,3661,185,N,1192,POLLING PLACE,195,147,41,
LOS ANGELES,9001299B,3661,185,N,,VBM PORTION,111,80,26,
LOS ANGELES,9001299B,3661,185,N,1192,TOTAL,306,227,67,
LOS ANGELES,9001303A,3662,185,N,1211,POLLING PLACE,217,159,40,
LOS ANGELES,9001303A,3662,185,N,,VBM PORTION,75,51,19,
LOS ANGELES,9001303A,3662,185,N,1211,TOTAL,292,210,59,
LOS ANGELES,9001314A,3668,309,N,1173,POLLING PLACE,127,104,12,
LOS ANGELES,9001314A,3668,309,N,,VBM PORTION,51,49,1,
LOS ANGELES,9001314A,3668,309,N,1173,TOTAL,178,153,13,
LOS ANGELES,9001320A,3671,229,N,501,POLLING PLACE,118,110,6,
LOS ANGELES,9001320A,3671,229,N,,VBM PORTION,57,48,7,
LOS ANGELES,9001320A,3671,229,N,501,TOTAL,175,158,13,
LOS ANGELES,9001444A,3729,185,N,1222,POLLING PLACE,177,129,40,
LOS ANGELES,9001444A,3729,185,N,,VBM PORTION,77,54,18,
LOS ANGELES,9001444A,3729,185,N,1222,TOTAL,254,183,58,
LOS ANGELES,9001449A,3730,185,N,1204,POLLING PLACE,187,134,45,
LOS ANGELES,9001449A,3730,185,N,,VBM PORTION,89,60,24,
LOS ANGELES,9001449A,3730,185,N,1204,TOTAL,276,194,69,
LOS ANGELES,9001450A,3731,186,N,524,POLLING PLACE,125,98,15,
LOS ANGELES,9001450A,3731,186,N,,VBM PORTION,42,28,12,
LOS ANGELES,9001450A,3731,186,N,524,TOTAL,167,126,27,
LOS ANGELES,9001452A,3733,226,N,1302,POLLING PLACE,351,255,76,
LOS ANGELES,9001452A,3733,226,N,,VBM PORTION,124,91,26,
LOS ANGELES,9001452A,3733,226,N,1302,TOTAL,475,346,102,
LOS ANGELES,9001454A,3735,226,N,1060,POLLING PLACE,277,206,64,
LOS ANGELES,9001454A,3735,226,N,,VBM PORTION,118,81,33,
LOS ANGELES,9001454A,3735,226,N,1060,TOTAL,395,287,97,
LOS ANGELES,9001455A,3736,228,N,807,POLLING PLACE,202,131,60,
LOS ANGELES,9001455A,3736,228,N,,VBM PORTION,61,40,18,
LOS ANGELES,9001455A,3736,228,N,807,TOTAL,263,171,78,
LOS ANGELES,9001456A,3737,228,N,1268,POLLING PLACE,392,270,87,
LOS ANGELES,9001456A,3737,228,N,,VBM PORTION,118,77,35,
LOS ANGELES,9001456A,3737,228,N,1268,TOTAL,510,347,122,
LOS ANGELES,9001457A,3738,187,N,1245,POLLING PLACE,227,131,77,
LOS ANGELES,9001457A,3738,187,N,,VBM PORTION,127,72,46,
LOS ANGELES,9001457A,3738,187,N,1245,TOTAL,354,203,123,
LOS ANGELES,9001461A,3739,187,N,1005,POLLING PLACE,157,76,73,
LOS ANGELES,9001461A,3739,187,N,,VBM PORTION,44,20,24,
LOS ANGELES,9001461A,3739,187,N,1005,TOTAL,201,96,97,
LOS ANGELES,9001463A,3740,187,N,1109,POLLING PLACE,198,112,82,
LOS ANGELES,9001463A,3740,187,N,,VBM PORTION,97,45,43,
LOS ANGELES,9001463A,3740,187,N,1109,TOTAL,295,157,125,
LOS ANGELES,9001465C,3741,228,N,1239,POLLING PLACE,265,159,99,
LOS ANGELES,9001465C,3741,228,N,,VBM PORTION,149,67,72,
LOS ANGELES,9001465C,3741,228,N,1239,TOTAL,414,226,171,
LOS ANGELES,9001470B,3743,228,N,812,POLLING PLACE,137,109,17,
LOS ANGELES,9001470B,3743,228,N,,VBM PORTION,52,41,8,
LOS ANGELES,9001470B,3743,228,N,812,TOTAL,189,150,25,
LOS ANGELES,9001471A,3744,228,N,848,POLLING PLACE,219,148,60,
LOS ANGELES,9001471A,3744,228,N,,VBM PORTION,89,61,24,
LOS ANGELES,9001471A,3744,228,N,848,TOTAL,308,209,84,
LOS ANGELES,9001472A,3745,228,N,1311,POLLING PLACE,379,209,148,
LOS ANGELES,9001472A,3745,228,N,,VBM PORTION,133,98,33,
LOS ANGELES,9001472A,3745,228,N,1311,TOTAL,512,307,181,
LOS ANGELES,9001474C,3747,228,N,993,POLLING PLACE,252,179,61,
LOS ANGELES,9001474C,3747,228,N,,VBM PORTION,111,70,35,
LOS ANGELES,9001474C,3747,228,N,993,TOTAL,363,249,96,
LOS ANGELES,9001480A,3748,185,N,1116,POLLING PLACE,215,148,58,
LOS ANGELES,9001480A,3748,185,N,,VBM PORTION,49,39,7,
LOS ANGELES,9001480A,3748,185,N,1116,TOTAL,264,187,65,
LOS ANGELES,9001482A,3749,228,N,928,POLLING PLACE,154,127,25,
LOS ANGELES,9001482A,3749,228,N,,VBM PORTION,57,44,8,
LOS ANGELES,9001482A,3749,228,N,928,TOTAL,211,171,33,
LOS ANGELES,9001485A,3752,228,N,1058,POLLING PLACE,159,114,32,
LOS ANGELES,9001485A,3752,228,N,,VBM PORTION,52,38,8,
LOS ANGELES,9001485A,3752,228,N,1058,TOTAL,211,152,40,
LOS ANGELES,9001489A,3754,325,N,1263,POLLING PLACE,241,164,51,
LOS ANGELES,9001489A,3754,325,N,,VBM PORTION,87,59,21,
LOS ANGELES,9001489A,3754,325,N,1263,TOTAL,328,223,72,
LOS ANGELES,9001489C,6285,326,Y,29,POLLING PLACE,,,,
LOS ANGELES,9001489C,6285,326,Y,,VBM PORTION,2,2,,
LOS ANGELES,9001489C,6285,326,Y,29,TOTAL,2,2,,
LOS ANGELES,9001490A,3755,228,N,1110,POLLING PLACE,173,132,16,
LOS ANGELES,9001490A,3755,228,N,,VBM PORTION,50,42,7,
LOS ANGELES,9001490A,3755,228,N,1110,TOTAL,223,174,23,
LOS ANGELES,9001492A,3756,228,N,1258,POLLING PLACE,235,190,30,
LOS ANGELES,9001492A,3756,228,N,,VBM PORTION,83,65,16,
LOS ANGELES,9001492A,3756,228,N,1258,TOTAL,318,255,46,
LOS ANGELES,9001502A,3758,228,N,706,POLLING PLACE,133,108,20,
