LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,PATRICK O'DONNELL,JOHN C GOYA,
LOS ANGELES,9006359B,6340,395,Y,,POLLING PLACE,,,,
LOS ANGELES,9006359B,6340,395,Y,,VBM PORTION,,,,
LOS ANGELES,9006359B,6340,395,Y,,TOTAL,,,,
LOS ANGELES,9006361A,4550,389,N,653,POLLING PLACE,124,80,41,
LOS ANGELES,9006361A,4550,389,N,,VBM PORTION,39,25,11,
LOS ANGELES,9006361A,4550,389,N,653,TOTAL,163,105,52,
LOS ANGELES,9006361B,6341,390,Y,,POLLING PLACE,,,,
LOS ANGELES,9006361B,6341,390,Y,,VBM PORTION,,,,
LOS ANGELES,9006361B,6341,390,Y,,TOTAL,,,,
LOS ANGELES,9006363A,4551,389,N,725,POLLING PLACE,115,76,34,
LOS ANGELES,9006363A,4551,389,N,,VBM PORTION,59,38,17,
LOS ANGELES,9006363A,4551,389,N,725,TOTAL,174,114,51,
LOS ANGELES,9006380A,4556,395,N,504,POLLING PLACE,78,51,22,
LOS ANGELES,9006380A,4556,395,N,,VBM PORTION,48,26,20,
LOS ANGELES,9006380A,4556,395,N,504,TOTAL,126,77,42,
LOS ANGELES,9006383A,4557,393,N,967,POLLING PLACE,164,99,54,
LOS ANGELES,9006383A,4557,393,N,,VBM PORTION,88,57,26,
LOS ANGELES,9006383A,4557,393,N,967,TOTAL,252,156,80,
LOS ANGELES,9006387A,4558,393,N,1107,POLLING PLACE,223,131,81,
LOS ANGELES,9006387A,4558,393,N,,VBM PORTION,97,39,48,
LOS ANGELES,9006387A,4558,393,N,1107,TOTAL,320,170,129,
LOS ANGELES,9006388B,4559,393,N,1027,POLLING PLACE,235,119,103,
LOS ANGELES,9006388B,4559,393,N,,VBM PORTION,113,57,40,
LOS ANGELES,9006388B,4559,393,N,1027,TOTAL,348,176,143,
LOS ANGELES,9006390B,4560,393,N,920,POLLING PLACE,124,86,31,
LOS ANGELES,9006390B,4560,393,N,,VBM PORTION,28,16,10,
LOS ANGELES,9006390B,4560,393,N,920,TOTAL,152,102,41,
LOS ANGELES,9006398A,4561,395,N,963,POLLING PLACE,220,106,89,
LOS ANGELES,9006398A,4561,395,N,,VBM PORTION,145,73,68,
LOS ANGELES,9006398A,4561,395,N,963,TOTAL,365,179,157,
LOS ANGELES,9007619A,4641,393,N,1175,POLLING PLACE,145,96,37,
LOS ANGELES,9007619A,4641,393,N,,VBM PORTION,46,33,8,
LOS ANGELES,9007619A,4641,393,N,1175,TOTAL,191,129,45,
LOS ANGELES,9007628A,4642,393,N,754,POLLING PLACE,197,111,77,
LOS ANGELES,9007628A,4642,393,N,,VBM PORTION,39,17,16,
LOS ANGELES,9007628A,4642,393,N,754,TOTAL,236,128,93,
BALLOT GROUP 388,9990388A,8388,388,N,,POLLING PLACE,,,,
BALLOT GROUP 388,9990388A,8388,388,N,,VBM PORTION,,,,
BALLOT GROUP 388,9990388A,8388,388,N,,TOTAL,,,,
BALLOT GROUP 389,9990389A,8389,389,N,,POLLING PLACE,,,,
BALLOT GROUP 389,9990389A,8389,389,N,,VBM PORTION,,,,
BALLOT GROUP 389,9990389A,8389,389,N,,TOTAL,,,,
BALLOT GROUP 390,9990390A,8390,390,N,,POLLING PLACE,,,,
BALLOT GROUP 390,9990390A,8390,390,N,,VBM PORTION,,,,
BALLOT GROUP 390,9990390A,8390,390,N,,TOTAL,,,,
BALLOT GROUP 391,9990391A,8391,391,N,,POLLING PLACE,,,,
BALLOT GROUP 391,9990391A,8391,391,N,,VBM PORTION,,,,
BALLOT GROUP 391,9990391A,8391,391,N,,TOTAL,,,,
BALLOT GROUP 392,9990392A,8392,392,N,,POLLING PLACE,,,,
BALLOT GROUP 392,9990392A,8392,392,N,,VBM PORTION,,,,
BALLOT GROUP 392,9990392A,8392,392,N,,TOTAL,,,,
BALLOT GROUP 393,9990393A,8393,393,N,,POLLING PLACE,,,,
BALLOT GROUP 393,9990393A,8393,393,N,,VBM PORTION,,,,
BALLOT GROUP 393,9990393A,8393,393,N,,TOTAL,,,,
BALLOT GROUP 394,9990394A,8394,394,N,,POLLING PLACE,,,,
BALLOT GROUP 394,9990394A,8394,394,N,,VBM PORTION,,,,
BALLOT GROUP 394,9990394A,8394,394,N,,TOTAL,,,,
BALLOT GROUP 395,9990395A,8395,395,N,,POLLING PLACE,,,,
BALLOT GROUP 395,9990395A,8395,395,N,,VBM PORTION,,,,
BALLOT GROUP 395,9990395A,8395,395,N,,TOTAL,,,,
BALLOT GROUP 396,9990396A,8396,396,N,,POLLING PLACE,,,,
BALLOT GROUP 396,9990396A,8396,396,N,,VBM PORTION,,,,
BALLOT GROUP 396,9990396A,8396,396,N,,TOTAL,,,,
