LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,BOB HERTZBERG,RICARDO A BENITEZ,
LOS ANGELES,9006257A,4521,33,N,1119,POLLING PLACE,180,97,76,
LOS ANGELES,9006257A,4521,33,N,,VBM PORTION,65,41,23,
LOS ANGELES,9006257A,4521,33,N,1119,TOTAL,245,138,99,
LOS ANGELES,9006258A,4522,33,N,1107,POLLING PLACE,247,129,107,
LOS ANGELES,9006258A,4522,33,N,,VBM PORTION,66,43,21,
LOS ANGELES,9006258A,4522,33,N,1107,TOTAL,313,172,128,
LOS ANGELES,9006260A,4523,109,N,1168,POLLING PLACE,207,118,83,
LOS ANGELES,9006260A,4523,109,N,,VBM PORTION,84,45,29,
LOS ANGELES,9006260A,4523,109,N,1168,TOTAL,291,163,112,
LOS ANGELES,9006267A,4524,109,N,1165,POLLING PLACE,252,139,96,
LOS ANGELES,9006267A,4524,109,N,,VBM PORTION,138,74,56,
LOS ANGELES,9006267A,4524,109,N,1165,TOTAL,390,213,152,
LOS ANGELES,9006274A,4526,110,N,1180,POLLING PLACE,274,151,112,
LOS ANGELES,9006274A,4526,110,N,,VBM PORTION,97,56,35,
LOS ANGELES,9006274A,4526,110,N,1180,TOTAL,371,207,147,
LOS ANGELES,9006276B,4527,109,N,918,POLLING PLACE,9,5,2,
LOS ANGELES,9006276B,4527,109,N,,VBM PORTION,2,1,,
LOS ANGELES,9006276B,4527,109,N,918,TOTAL,11,6,2,
LOS ANGELES,9006288A,4529,109,N,1185,POLLING PLACE,323,164,130,
LOS ANGELES,9006288A,4529,109,N,,VBM PORTION,117,46,64,
LOS ANGELES,9006288A,4529,109,N,1185,TOTAL,440,210,194,
LOS ANGELES,9006293A,4530,109,N,1172,POLLING PLACE,182,92,76,
LOS ANGELES,9006293A,4530,109,N,,VBM PORTION,70,39,28,
LOS ANGELES,9006293A,4530,109,N,1172,TOTAL,252,131,104,
LOS ANGELES,9007101E,4612,124,N,1035,POLLING PLACE,108,70,31,
LOS ANGELES,9007101E,4612,124,N,,VBM PORTION,63,43,16,
LOS ANGELES,9007101E,4612,124,N,1035,TOTAL,171,113,47,
LOS ANGELES,9007129B,4615,124,N,775,POLLING PLACE,149,117,26,
LOS ANGELES,9007129B,4615,124,N,,VBM PORTION,21,16,5,
LOS ANGELES,9007129B,4615,124,N,775,TOTAL,170,133,31,
LOS ANGELES,9007131A,4616,125,N,1185,POLLING PLACE,296,226,55,
LOS ANGELES,9007131A,4616,125,N,,VBM PORTION,104,72,27,
LOS ANGELES,9007131A,4616,125,N,1185,TOTAL,400,298,82,
LOS ANGELES,9007132A,4617,125,N,1208,POLLING PLACE,317,237,70,
LOS ANGELES,9007132A,4617,125,N,,VBM PORTION,102,73,27,
LOS ANGELES,9007132A,4617,125,N,1208,TOTAL,419,310,97,
LOS ANGELES,9007341A,4632,60,N,539,POLLING PLACE,70,42,26,
LOS ANGELES,9007341A,4632,60,N,,VBM PORTION,19,11,5,
LOS ANGELES,9007341A,4632,60,N,539,TOTAL,89,53,31,
LOS ANGELES,9007735A,4649,55,N,1043,POLLING PLACE,169,107,53,
LOS ANGELES,9007735A,4649,55,N,,VBM PORTION,50,28,20,
LOS ANGELES,9007735A,4649,55,N,1043,TOTAL,219,135,73,
LOS ANGELES,9007737A,4650,55,N,1004,POLLING PLACE,168,103,57,
LOS ANGELES,9007737A,4650,55,N,,VBM PORTION,52,20,29,
LOS ANGELES,9007737A,4650,55,N,1004,TOTAL,220,123,86,
LOS ANGELES,9007744A,4651,55,N,1190,POLLING PLACE,186,137,40,
LOS ANGELES,9007744A,4651,55,N,,VBM PORTION,64,43,21,
LOS ANGELES,9007744A,4651,55,N,1190,TOTAL,250,180,61,
LOS ANGELES,9007774A,4652,33,N,967,POLLING PLACE,245,119,112,
LOS ANGELES,9007774A,4652,33,N,,VBM PORTION,84,44,32,
LOS ANGELES,9007774A,4652,33,N,967,TOTAL,329,163,144,
LOS ANGELES,9007781A,4653,33,N,925,POLLING PLACE,187,104,72,
LOS ANGELES,9007781A,4653,33,N,,VBM PORTION,82,38,39,
LOS ANGELES,9007781A,4653,33,N,925,TOTAL,269,142,111,
LOS ANGELES,9007790B,4656,33,N,1303,POLLING PLACE,254,125,109,
LOS ANGELES,9007790B,4656,33,N,,VBM PORTION,97,51,37,
LOS ANGELES,9007790B,4656,33,N,1303,TOTAL,351,176,146,
LOS ANGELES,9007794A,4657,33,N,1074,POLLING PLACE,138,84,43,
LOS ANGELES,9007794A,4657,33,N,,VBM PORTION,37,23,13,
LOS ANGELES,9007794A,4657,33,N,1074,TOTAL,175,107,56,
LOS ANGELES,9007803A,4658,122,N,1186,POLLING PLACE,220,112,82,
LOS ANGELES,9007803A,4658,122,N,,VBM PORTION,81,46,26,
LOS ANGELES,9007803A,4658,122,N,1186,TOTAL,301,158,108,
LOS ANGELES,9007807A,4659,111,N,1182,POLLING PLACE,180,114,56,
LOS ANGELES,9007807A,4659,111,N,,VBM PORTION,63,40,18,
LOS ANGELES,9007807A,4659,111,N,1182,TOTAL,243,154,74,
LOS ANGELES,9007825B,4660,109,N,1257,POLLING PLACE,315,196,104,
LOS ANGELES,9007825B,4660,109,N,,VBM PORTION,174,91,75,
LOS ANGELES,9007825B,4660,109,N,1257,TOTAL,489,287,179,
LOS ANGELES,9007847A,4664,111,N,1276,POLLING PLACE,184,114,57,
LOS ANGELES,9007847A,4664,111,N,,VBM PORTION,97,60,31,
LOS ANGELES,9007847A,4664,111,N,1276,TOTAL,281,174,88,
LOS ANGELES,9007852A,4665,109,N,1178,POLLING PLACE,180,106,66,
LOS ANGELES,9007852A,4665,109,N,,VBM PORTION,92,47,37,
LOS ANGELES,9007852A,4665,109,N,1178,TOTAL,272,153,103,
LOS ANGELES,9008147A,4683,55,N,1061,POLLING PLACE,212,174,31,
LOS ANGELES,9008147A,4683,55,N,,VBM PORTION,37,25,10,
LOS ANGELES,9008147A,4683,55,N,1061,TOTAL,249,199,41,
BALLOT GROUP 30,9990030A,8030,30,N,,POLLING PLACE,,,,
BALLOT GROUP 30,9990030A,8030,30,N,,VBM PORTION,,,,
BALLOT GROUP 30,9990030A,8030,30,N,,TOTAL,,,,
BALLOT GROUP 31,9990031A,8031,31,N,,POLLING PLACE,,,,
BALLOT GROUP 31,9990031A,8031,31,N,,VBM PORTION,,,,
BALLOT GROUP 31,9990031A,8031,31,N,,TOTAL,,,,
BALLOT GROUP 32,9990032A,8032,32,N,,POLLING PLACE,,,,
BALLOT GROUP 32,9990032A,8032,32,N,,VBM PORTION,,,,
BALLOT GROUP 32,9990032A,8032,32,N,,TOTAL,,,,
BALLOT GROUP 33,9990033A,8033,33,N,,POLLING PLACE,,,,
BALLOT GROUP 33,9990033A,8033,33,N,,VBM PORTION,,,,
BALLOT GROUP 33,9990033A,8033,33,N,,TOTAL,,,,
BALLOT GROUP 55,9990055A,8055,55,N,,POLLING PLACE,,,,
BALLOT GROUP 55,9990055A,8055,55,N,,VBM PORTION,,,,
BALLOT GROUP 55,9990055A,8055,55,N,,TOTAL,,,,
BALLOT GROUP 56,9990056A,8056,56,N,,POLLING PLACE,,,,
BALLOT GROUP 56,9990056A,8056,56,N,,VBM PORTION,,,,
BALLOT GROUP 56,9990056A,8056,56,N,,TOTAL,,,,
BALLOT GROUP 57,9990057A,8057,57,N,,POLLING PLACE,,,,
BALLOT GROUP 57,9990057A,8057,57,N,,VBM PORTION,,,,
BALLOT GROUP 57,9990057A,8057,57,N,,TOTAL,,,,
BALLOT GROUP 58,9990058A,8058,58,N,,POLLING PLACE,,,,
BALLOT GROUP 58,9990058A,8058,58,N,,VBM PORTION,,,,
BALLOT GROUP 58,9990058A,8058,58,N,,TOTAL,,,,
BALLOT GROUP 59,9990059A,8059,59,N,,POLLING PLACE,,,,
BALLOT GROUP 59,9990059A,8059,59,N,,VBM PORTION,,,,
BALLOT GROUP 59,9990059A,8059,59,N,,TOTAL,,,,
BALLOT GROUP 60,9990060A,8060,60,N,,POLLING PLACE,,,,
BALLOT GROUP 60,9990060A,8060,60,N,,VBM PORTION,,,,
BALLOT GROUP 60,9990060A,8060,60,N,,TOTAL,,,,
BALLOT GROUP 94,9990094A,8094,94,N,,POLLING PLACE,,,,
BALLOT GROUP 94,9990094A,8094,94,N,,VBM PORTION,,,,
BALLOT GROUP 94,9990094A,8094,94,N,,TOTAL,,,,
BALLOT GROUP 95,9990095A,8095,95,N,,POLLING PLACE,,,,
BALLOT GROUP 95,9990095A,8095,95,N,,VBM PORTION,,,,
BALLOT GROUP 95,9990095A,8095,95,N,,TOTAL,,,,
BALLOT GROUP 109,9990109A,8109,109,N,,POLLING PLACE,,,,
BALLOT GROUP 109,9990109A,8109,109,N,,VBM PORTION,,,,
BALLOT GROUP 109,9990109A,8109,109,N,,TOTAL,,,,
BALLOT GROUP 110,9990110A,8110,110,N,,POLLING PLACE,,,,
BALLOT GROUP 110,9990110A,8110,110,N,,VBM PORTION,,,,
BALLOT GROUP 110,9990110A,8110,110,N,,TOTAL,,,,
BALLOT GROUP 111,9990111A,8111,111,N,,POLLING PLACE,,,,
BALLOT GROUP 111,9990111A,8111,111,N,,VBM PORTION,,,,
BALLOT GROUP 111,9990111A,8111,111,N,,TOTAL,,,,
BALLOT GROUP 112,9990112A,8112,112,N,,POLLING PLACE,,,,
BALLOT GROUP 112,9990112A,8112,112,N,,VBM PORTION,,,,
BALLOT GROUP 112,9990112A,8112,112,N,,TOTAL,,,,
BALLOT GROUP 121,9990121A,8121,121,N,,POLLING PLACE,,,,
BALLOT GROUP 121,9990121A,8121,121,N,,VBM PORTION,,,,
BALLOT GROUP 121,9990121A,8121,121,N,,TOTAL,,,,
BALLOT GROUP 122,9990122A,8122,122,N,,POLLING PLACE,,,,
BALLOT GROUP 122,9990122A,8122,122,N,,VBM PORTION,,,,
BALLOT GROUP 122,9990122A,8122,122,N,,TOTAL,,,,
BALLOT GROUP 123,9990123A,8123,123,N,,POLLING PLACE,,,,
BALLOT GROUP 123,9990123A,8123,123,N,,VBM PORTION,,,,
BALLOT GROUP 123,9990123A,8123,123,N,,TOTAL,,,,
BALLOT GROUP 124,9990124A,8124,124,N,,POLLING PLACE,,,,
BALLOT GROUP 124,9990124A,8124,124,N,,VBM PORTION,,,,
BALLOT GROUP 124,9990124A,8124,124,N,,TOTAL,,,,
BALLOT GROUP 125,9990125A,8125,125,N,,POLLING PLACE,,,,
BALLOT GROUP 125,9990125A,8125,125,N,,VBM PORTION,,,,
BALLOT GROUP 125,9990125A,8125,125,N,,TOTAL,,,,
