LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,RICHARD BLOOM,BRADLY S TORGAN,
LOS ANGELES,9002232A,4071,183,N,990,TOTAL,255,202,31,
LOS ANGELES,9002234A,4072,183,N,820,POLLING PLACE,181,159,16,
LOS ANGELES,9002234A,4072,183,N,,VBM PORTION,30,21,8,
LOS ANGELES,9002234A,4072,183,N,820,TOTAL,211,180,24,
LOS ANGELES,9002237A,4073,183,N,712,POLLING PLACE,115,80,29,
LOS ANGELES,9002237A,4073,183,N,,VBM PORTION,47,25,11,
LOS ANGELES,9002237A,4073,183,N,712,TOTAL,162,105,40,
LOS ANGELES,9002238A,4074,183,N,1000,POLLING PLACE,240,172,47,
LOS ANGELES,9002238A,4074,183,N,,VBM PORTION,73,53,16,
LOS ANGELES,9002238A,4074,183,N,1000,TOTAL,313,225,63,
LOS ANGELES,9002238C,6291,184,Y,,POLLING PLACE,,,,
LOS ANGELES,9002238C,6291,184,Y,,VBM PORTION,,,,
LOS ANGELES,9002238C,6291,184,Y,,TOTAL,,,,
LOS ANGELES,9002239A,4075,183,N,360,POLLING PLACE,101,78,17,
LOS ANGELES,9002239A,4075,183,N,,VBM PORTION,30,14,11,
LOS ANGELES,9002239A,4075,183,N,360,TOTAL,131,92,28,
LOS ANGELES,9002247A,4076,186,N,786,POLLING PLACE,152,128,14,
LOS ANGELES,9002247A,4076,186,N,,VBM PORTION,55,30,19,
LOS ANGELES,9002247A,4076,186,N,786,TOTAL,207,158,33,
LOS ANGELES,9002250A,4078,183,N,842,POLLING PLACE,181,147,23,
LOS ANGELES,9002250A,4078,183,N,,VBM PORTION,49,39,6,
LOS ANGELES,9002250A,4078,183,N,842,TOTAL,230,186,29,
LOS ANGELES,9002251A,4079,183,N,244,POLLING PLACE,24,16,5,
LOS ANGELES,9002251A,4079,183,N,,VBM PORTION,15,11,4,
LOS ANGELES,9002251A,4079,183,N,244,TOTAL,39,27,9,
LOS ANGELES,9002251B,6292,184,Y,,POLLING PLACE,,,,
LOS ANGELES,9002251B,6292,184,Y,,VBM PORTION,,,,
LOS ANGELES,9002251B,6292,184,Y,,TOTAL,,,,
LOS ANGELES,9002252A,4080,183,N,990,POLLING PLACE,167,123,30,
LOS ANGELES,9002252A,4080,183,N,,VBM PORTION,64,33,18,
LOS ANGELES,9002252A,4080,183,N,990,TOTAL,231,156,48,
LOS ANGELES,9002262B,4082,183,N,968,POLLING PLACE,156,116,26,
LOS ANGELES,9002262B,4082,183,N,,VBM PORTION,59,49,9,
LOS ANGELES,9002262B,4082,183,N,968,TOTAL,215,165,35,
LOS ANGELES,9002265B,4084,183,N,959,POLLING PLACE,246,184,36,
LOS ANGELES,9002265B,4084,183,N,,VBM PORTION,68,50,16,
LOS ANGELES,9002265B,4084,183,N,959,TOTAL,314,234,52,
LOS ANGELES,9002270A,4087,183,N,1029,POLLING PLACE,194,158,25,
LOS ANGELES,9002270A,4087,183,N,,VBM PORTION,69,48,13,
LOS ANGELES,9002270A,4087,183,N,1029,TOTAL,263,206,38,
LOS ANGELES,9002271A,4088,183,N,960,POLLING PLACE,187,142,28,
LOS ANGELES,9002271A,4088,183,N,,VBM PORTION,82,56,18,
LOS ANGELES,9002271A,4088,183,N,960,TOTAL,269,198,46,
LOS ANGELES,9002273A,4089,183,N,898,POLLING PLACE,192,142,38,
LOS ANGELES,9002273A,4089,183,N,,VBM PORTION,60,35,20,
LOS ANGELES,9002273A,4089,183,N,898,TOTAL,252,177,58,
LOS ANGELES,9002279A,4090,183,N,1030,POLLING PLACE,198,155,32,
LOS ANGELES,9002279A,4090,183,N,,VBM PORTION,102,70,22,
LOS ANGELES,9002279A,4090,183,N,1030,TOTAL,300,225,54,
LOS ANGELES,9002280A,4091,183,N,1227,POLLING PLACE,219,172,33,
LOS ANGELES,9002280A,4091,183,N,,VBM PORTION,88,75,9,
LOS ANGELES,9002280A,4091,183,N,1227,TOTAL,307,247,42,
LOS ANGELES,9002283A,4093,186,N,1254,POLLING PLACE,329,261,53,
LOS ANGELES,9002283A,4093,186,N,,VBM PORTION,116,88,17,
LOS ANGELES,9002283A,4093,186,N,1254,TOTAL,445,349,70,
LOS ANGELES,9002287A,4095,186,N,1113,POLLING PLACE,266,210,38,
LOS ANGELES,9002287A,4095,186,N,,VBM PORTION,94,74,10,
LOS ANGELES,9002287A,4095,186,N,1113,TOTAL,360,284,48,
LOS ANGELES,9002573B,4225,177,N,540,POLLING PLACE,63,49,9,
LOS ANGELES,9002573B,4225,177,N,,VBM PORTION,33,19,10,
LOS ANGELES,9002573B,4225,177,N,540,TOTAL,96,68,19,
LOS ANGELES,9002602A,6311,178,Y,80,POLLING PLACE,,,,
LOS ANGELES,9002602A,6311,178,Y,,VBM PORTION,3,2,,
LOS ANGELES,9002602A,6311,178,Y,80,TOTAL,3,2,,
LOS ANGELES,9002716A,4261,183,N,953,POLLING PLACE,192,121,56,
LOS ANGELES,9002716A,4261,183,N,,VBM PORTION,107,51,46,
LOS ANGELES,9002716A,4261,183,N,953,TOTAL,299,172,102,
LOS ANGELES,9002742A,6324,183,Y,30,POLLING PLACE,,,,
LOS ANGELES,9002742A,6324,183,Y,,VBM PORTION,4,2,1,
LOS ANGELES,9002742A,6324,183,Y,30,TOTAL,4,2,1,
LOS ANGELES,9002766A,4267,183,N,695,POLLING PLACE,114,70,34,
LOS ANGELES,9002766A,4267,183,N,,VBM PORTION,63,37,21,
LOS ANGELES,9002766A,4267,183,N,695,TOTAL,177,107,55,
LOS ANGELES,9002786A,4271,179,N,1114,POLLING PLACE,217,167,35,
LOS ANGELES,9002786A,4271,179,N,,VBM PORTION,97,76,14,
LOS ANGELES,9002786A,4271,179,N,1114,TOTAL,314,243,49,
LOS ANGELES,9002840A,6330,186,Y,64,POLLING PLACE,,,,
LOS ANGELES,9002840A,6330,186,Y,,VBM PORTION,5,3,1,
LOS ANGELES,9002840A,6330,186,Y,64,TOTAL,5,3,1,
LOS ANGELES,9002865A,6332,186,Y,91,POLLING PLACE,,,,
LOS ANGELES,9002865A,6332,186,Y,,VBM PORTION,9,7,2,
LOS ANGELES,9002865A,6332,186,Y,91,TOTAL,9,7,2,
LOS ANGELES,9002877C,6333,180,Y,,POLLING PLACE,,,,
LOS ANGELES,9002877C,6333,180,Y,,VBM PORTION,,,,
LOS ANGELES,9002877C,6333,180,Y,,TOTAL,,,,
LOS ANGELES,9002907A,4297,183,N,449,POLLING PLACE,86,37,44,
LOS ANGELES,9002907A,4297,183,N,,VBM PORTION,80,34,40,
LOS ANGELES,9002907A,4297,183,N,449,TOTAL,166,71,84,
LOS ANGELES,9003181A,4323,183,N,1052,POLLING PLACE,255,171,61,
LOS ANGELES,9003181A,4323,183,N,,VBM PORTION,92,51,34,
LOS ANGELES,9003181A,4323,183,N,1052,TOTAL,347,222,95,
LOS ANGELES,9003206A,4329,183,N,477,POLLING PLACE,119,51,55,
LOS ANGELES,9003206A,4329,183,N,,VBM PORTION,53,18,32,
LOS ANGELES,9003206A,4329,183,N,477,TOTAL,172,69,87,
LOS ANGELES,9003351A,4341,183,N,743,POLLING PLACE,165,119,27,
LOS ANGELES,9003351A,4341,183,N,,VBM PORTION,92,49,36,
LOS ANGELES,9003351A,4341,183,N,743,TOTAL,257,168,63,
LOS ANGELES,9003431A,4346,183,N,788,POLLING PLACE,164,64,76,
LOS ANGELES,9003431A,4346,183,N,,VBM PORTION,143,79,58,
LOS ANGELES,9003431A,4346,183,N,788,TOTAL,307,143,134,
LOS ANGELES,9003468A,4352,183,N,457,POLLING PLACE,119,72,35,
LOS ANGELES,9003468A,4352,183,N,,VBM PORTION,65,40,20,
LOS ANGELES,9003468A,4352,183,N,457,TOTAL,184,112,55,
LOS ANGELES,9003958A,4378,186,N,1136,POLLING PLACE,256,190,41,
LOS ANGELES,9003958A,4378,186,N,,VBM PORTION,88,65,17,
LOS ANGELES,9003958A,4378,186,N,1136,TOTAL,344,255,58,
LOS ANGELES,9004216A,4390,179,N,773,POLLING PLACE,95,65,25,
LOS ANGELES,9004216A,4390,179,N,,VBM PORTION,27,21,4,
LOS ANGELES,9004216A,4390,179,N,773,TOTAL,122,86,29,
LOS ANGELES,9004229A,4394,179,N,922,POLLING PLACE,183,137,36,
LOS ANGELES,9004229A,4394,179,N,,VBM PORTION,44,29,12,
LOS ANGELES,9004229A,4394,179,N,922,TOTAL,227,166,48,
LOS ANGELES,9005300A,4436,186,N,1051,POLLING PLACE,220,162,45,
LOS ANGELES,9005300A,4436,186,N,,VBM PORTION,70,45,17,
LOS ANGELES,9005300A,4436,186,N,1051,TOTAL,290,207,62,
LOS ANGELES,9005305A,4438,186,N,716,POLLING PLACE,170,120,37,
LOS ANGELES,9005305A,4438,186,N,,VBM PORTION,68,40,21,
LOS ANGELES,9005305A,4438,186,N,716,TOTAL,238,160,58,
LOS ANGELES,9005310A,4439,183,N,1051,POLLING PLACE,197,162,27,
LOS ANGELES,9005310A,4439,183,N,,VBM PORTION,58,40,11,
LOS ANGELES,9005310A,4439,183,N,1051,TOTAL,255,202,38,
LOS ANGELES,9005312C,4440,183,N,853,POLLING PLACE,151,125,14,
LOS ANGELES,9005312C,4440,183,N,,VBM PORTION,43,34,8,
LOS ANGELES,9005312C,4440,183,N,853,TOTAL,194,159,22,
LOS ANGELES,9005313A,4441,187,N,1115,POLLING PLACE,280,242,20,
LOS ANGELES,9005313A,4441,187,N,,VBM PORTION,53,43,6,
LOS ANGELES,9005313A,4441,187,N,1115,TOTAL,333,285,26,
LOS ANGELES,9005315A,4442,187,N,1038,POLLING PLACE,233,196,16,
LOS ANGELES,9005315A,4442,187,N,,VBM PORTION,94,72,13,
LOS ANGELES,9005315A,4442,187,N,1038,TOTAL,327,268,29,
LOS ANGELES,9005389A,4449,183,N,656,POLLING PLACE,148,94,42,
LOS ANGELES,9005389A,4449,183,N,,VBM PORTION,48,35,8,
LOS ANGELES,9005389A,4449,183,N,656,TOTAL,196,129,50,
LOS ANGELES,9005428A,4455,183,N,778,POLLING PLACE,222,127,70,
LOS ANGELES,9005428A,4455,183,N,,VBM PORTION,82,56,22,
LOS ANGELES,9005428A,4455,183,N,778,TOTAL,304,183,92,
LOS ANGELES,9005816A,4477,185,N,1194,POLLING PLACE,180,131,46,
LOS ANGELES,9005816A,4477,185,N,,VBM PORTION,83,55,24,
LOS ANGELES,9005816A,4477,185,N,1194,TOTAL,263,186,70,
LOS ANGELES,9005818A,4478,185,N,1083,POLLING PLACE,220,160,46,
LOS ANGELES,9005818A,4478,185,N,,VBM PORTION,70,45,18,
LOS ANGELES,9005818A,4478,185,N,1083,TOTAL,290,205,64,
LOS ANGELES,9005821A,4479,185,N,1244,POLLING PLACE,259,199,40,
LOS ANGELES,9005821A,4479,185,N,,VBM PORTION,80,50,25,
LOS ANGELES,9005821A,4479,185,N,1244,TOTAL,339,249,65,
LOS ANGELES,9005826A,4480,183,N,1278,POLLING PLACE,285,199,68,
LOS ANGELES,9005826A,4480,183,N,,VBM PORTION,144,83,46,
LOS ANGELES,9005826A,4480,183,N,1278,TOTAL,429,282,114,
LOS ANGELES,9005827A,4481,183,N,1122,POLLING PLACE,171,106,45,
LOS ANGELES,9005827A,4481,183,N,,VBM PORTION,72,36,30,
LOS ANGELES,9005827A,4481,183,N,1122,TOTAL,243,142,75,
LOS ANGELES,9005833A,4482,183,N,1098,POLLING PLACE,205,130,57,
LOS ANGELES,9005833A,4482,183,N,,VBM PORTION,82,42,34,
LOS ANGELES,9005833A,4482,183,N,1098,TOTAL,287,172,91,
LOS ANGELES,9005916B,4484,183,N,748,POLLING PLACE,228,146,63,
LOS ANGELES,9005916B,4484,183,N,,VBM PORTION,85,48,32,
LOS ANGELES,9005916B,4484,183,N,748,TOTAL,313,194,95,
LOS ANGELES,9005919A,4485,183,N,763,POLLING PLACE,220,95,104,
LOS ANGELES,9005919A,4485,183,N,,VBM PORTION,99,23,66,
LOS ANGELES,9005919A,4485,183,N,763,TOTAL,319,118,170,
LOS ANGELES,9005920A,4486,183,N,788,POLLING PLACE,219,128,72,
LOS ANGELES,9005920A,4486,183,N,,VBM PORTION,79,42,30,
LOS ANGELES,9005920A,4486,183,N,788,TOTAL,298,170,102,
LOS ANGELES,9005921A,4487,183,N,712,POLLING PLACE,176,101,63,
LOS ANGELES,9005921A,4487,183,N,,VBM PORTION,97,52,40,
LOS ANGELES,9005921A,4487,183,N,712,TOTAL,273,153,103,
LOS ANGELES,9005923A,4488,183,N,1071,POLLING PLACE,261,144,98,
LOS ANGELES,9005923A,4488,183,N,,VBM PORTION,157,75,67,
LOS ANGELES,9005923A,4488,183,N,1071,TOTAL,418,219,165,
LOS ANGELES,9005924A,4489,183,N,1111,POLLING PLACE,279,161,101,
LOS ANGELES,9005924A,4489,183,N,,VBM PORTION,150,82,55,
LOS ANGELES,9005924A,4489,183,N,1111,TOTAL,429,243,156,
LOS ANGELES,9005925A,4490,183,N,1063,POLLING PLACE,276,157,91,
LOS ANGELES,9005925A,4490,183,N,,VBM PORTION,125,65,46,
LOS ANGELES,9005925A,4490,183,N,1063,TOTAL,401,222,137,
LOS ANGELES,9005928C,4491,183,N,1112,POLLING PLACE,276,156,99,
LOS ANGELES,9005928C,4491,183,N,,VBM PORTION,140,81,47,
LOS ANGELES,9005928C,4491,183,N,1112,TOTAL,416,237,146,
LOS ANGELES,9005931A,4492,183,N,969,POLLING PLACE,280,197,58,
LOS ANGELES,9005931A,4492,183,N,,VBM PORTION,126,81,35,
LOS ANGELES,9005931A,4492,183,N,969,TOTAL,406,278,93,
LOS ANGELES,9007221A,4621,186,N,1065,POLLING PLACE,258,220,20,
LOS ANGELES,9007221A,4621,186,N,,VBM PORTION,56,46,9,
LOS ANGELES,9007221A,4621,186,N,1065,TOTAL,314,266,29,
LOS ANGELES,9007228B,4623,186,N,1376,POLLING PLACE,266,205,42,
LOS ANGELES,9007228B,4623,186,N,,VBM PORTION,85,66,11,
LOS ANGELES,9007228B,4623,186,N,1376,TOTAL,351,271,53,
LOS ANGELES,9007230A,4625,183,N,1026,POLLING PLACE,177,149,17,
LOS ANGELES,9007230A,4625,183,N,,VBM PORTION,78,55,20,
LOS ANGELES,9007230A,4625,183,N,1026,TOTAL,255,204,37,
LOS ANGELES,9007367A,4635,179,N,1160,POLLING PLACE,226,185,33,
LOS ANGELES,9007367A,4635,179,N,,VBM PORTION,106,70,24,
LOS ANGELES,9007367A,4635,179,N,1160,TOTAL,332,255,57,
LOS ANGELES,9007377A,4636,185,N,1181,POLLING PLACE,246,168,58,
LOS ANGELES,9007377A,4636,185,N,,VBM PORTION,76,45,23,
LOS ANGELES,9007377A,4636,185,N,1181,TOTAL,322,213,81,
LOS ANGELES,9007382A,4637,185,N,1168,POLLING PLACE,231,142,63,
LOS ANGELES,9007382A,4637,185,N,,VBM PORTION,85,49,24,
LOS ANGELES,9007382A,4637,185,N,1168,TOTAL,316,191,87,
LOS ANGELES,9007388A,4639,185,N,1117,POLLING PLACE,182,135,33,
LOS ANGELES,9007388A,4639,185,N,,VBM PORTION,69,44,14,
LOS ANGELES,9007388A,4639,185,N,1117,TOTAL,251,179,47,
LOS ANGELES,9007679A,4644,183,N,857,POLLING PLACE,153,98,44,
LOS ANGELES,9007679A,4644,183,N,,VBM PORTION,141,66,64,
LOS ANGELES,9007679A,4644,183,N,857,TOTAL,294,164,108,
LOS ANGELES,9007683A,4645,183,N,1030,POLLING PLACE,346,242,75,
LOS ANGELES,9007683A,4645,183,N,,VBM PORTION,114,70,36,
LOS ANGELES,9007683A,4645,183,N,1030,TOTAL,460,312,111,
LOS ANGELES,9007689A,4646,183,N,1179,POLLING PLACE,286,167,90,
LOS ANGELES,9007689A,4646,183,N,,VBM PORTION,137,87,42,
LOS ANGELES,9007689A,4646,183,N,1179,TOTAL,423,254,132,
LOS ANGELES,9007693B,4647,183,N,1316,POLLING PLACE,301,146,139,
LOS ANGELES,9007693B,4647,183,N,,VBM PORTION,160,79,72,
LOS ANGELES,9007693B,4647,183,N,1316,TOTAL,461,225,211,
LOS ANGELES,9007697A,4648,183,N,1278,POLLING PLACE,375,174,168,
LOS ANGELES,9007697A,4648,183,N,,VBM PORTION,143,69,62,
LOS ANGELES,9007697A,4648,183,N,1278,TOTAL,518,243,230,
BALLOT GROUP 177,9990177A,8177,177,N,,POLLING PLACE,,,,
BALLOT GROUP 177,9990177A,8177,177,N,,VBM PORTION,,,,
BALLOT GROUP 177,9990177A,8177,177,N,,TOTAL,,,,
BALLOT GROUP 178,9990178A,8178,178,N,,POLLING PLACE,,,,
BALLOT GROUP 178,9990178A,8178,178,N,,VBM PORTION,,,,
BALLOT GROUP 178,9990178A,8178,178,N,,TOTAL,,,,
BALLOT GROUP 179,9990179A,8179,179,N,,POLLING PLACE,,,,
BALLOT GROUP 179,9990179A,8179,179,N,,VBM PORTION,,,,
BALLOT GROUP 179,9990179A,8179,179,N,,TOTAL,,,,
BALLOT GROUP 180,9990180A,8180,180,N,,POLLING PLACE,,,,
BALLOT GROUP 180,9990180A,8180,180,N,,VBM PORTION,,,,
BALLOT GROUP 180,9990180A,8180,180,N,,TOTAL,,,,
BALLOT GROUP 181,9990181A,8181,181,N,,POLLING PLACE,,,,
BALLOT GROUP 181,9990181A,8181,181,N,,VBM PORTION,,,,
BALLOT GROUP 181,9990181A,8181,181,N,,TOTAL,,,,
BALLOT GROUP 182,9990182A,8182,182,N,,POLLING PLACE,,,,
BALLOT GROUP 182,9990182A,8182,182,N,,VBM PORTION,,,,
BALLOT GROUP 182,9990182A,8182,182,N,,TOTAL,,,,
BALLOT GROUP 183,9990183A,8183,183,N,,POLLING PLACE,,,,
BALLOT GROUP 183,9990183A,8183,183,N,,VBM PORTION,,,,
BALLOT GROUP 183,9990183A,8183,183,N,,TOTAL,,,,
BALLOT GROUP 184,9990184A,8184,184,N,,POLLING PLACE,,,,
BALLOT GROUP 184,9990184A,8184,184,N,,VBM PORTION,,,,
BALLOT GROUP 184,9990184A,8184,184,N,,TOTAL,,,,
BALLOT GROUP 185,9990185A,8185,185,N,,POLLING PLACE,,,,
BALLOT GROUP 185,9990185A,8185,185,N,,VBM PORTION,,,,
BALLOT GROUP 185,9990185A,8185,185,N,,TOTAL,,,,
BALLOT GROUP 186,9990186A,8186,186,N,,POLLING PLACE,,,,
BALLOT GROUP 186,9990186A,8186,186,N,,VBM PORTION,,,,
BALLOT GROUP 186,9990186A,8186,186,N,,TOTAL,,,,
BALLOT GROUP 187,9990187A,8187,187,N,,POLLING PLACE,,,,
BALLOT GROUP 187,9990187A,8187,187,N,,VBM PORTION,,,,
BALLOT GROUP 187,9990187A,8187,187,N,,TOTAL,,,,
BALLOT GROUP 188,9990188A,8188,188,N,,POLLING PLACE,,,,
BALLOT GROUP 188,9990188A,8188,188,N,,VBM PORTION,,,,
BALLOT GROUP 188,9990188A,8188,188,N,,TOTAL,,,,
BALLOT GROUP 189,9990189A,8189,189,N,,POLLING PLACE,,,,
BALLOT GROUP 189,9990189A,8189,189,N,,VBM PORTION,,,,
BALLOT GROUP 189,9990189A,8189,189,N,,TOTAL,,,,
BALLOT GROUP 190,9990190A,8190,190,N,,POLLING PLACE,,,,
BALLOT GROUP 190,9990190A,8190,190,N,,VBM PORTION,,,,
BALLOT GROUP 190,9990190A,8190,190,N,,TOTAL,,,,
BALLOT GROUP 191,9990191A,8191,191,N,,POLLING PLACE,,,,
BALLOT GROUP 191,9990191A,8191,191,N,,VBM PORTION,,,,
BALLOT GROUP 191,9990191A,8191,191,N,,TOTAL,,,,
BALLOT GROUP 192,9990192A,8192,192,N,,POLLING PLACE,,,,
BALLOT GROUP 192,9990192A,8192,192,N,,VBM PORTION,,,,
BALLOT GROUP 192,9990192A,8192,192,N,,TOTAL,,,,
BALLOT GROUP 193,9990193A,8193,193,N,,POLLING PLACE,,,,
BALLOT GROUP 193,9990193A,8193,193,N,,VBM PORTION,,,,
BALLOT GROUP 193,9990193A,8193,193,N,,TOTAL,,,,
BALLOT GROUP 194,9990194A,8194,194,N,,POLLING PLACE,,,,
BALLOT GROUP 194,9990194A,8194,194,N,,VBM PORTION,,,,
BALLOT GROUP 194,9990194A,8194,194,N,,TOTAL,,,,
BALLOT GROUP 195,9990195A,8195,195,N,,POLLING PLACE,,,,
BALLOT GROUP 195,9990195A,8195,195,N,,VBM PORTION,,,,
BALLOT GROUP 195,9990195A,8195,195,N,,TOTAL,,,,
BALLOT GROUP 196,9990196A,8196,196,N,,POLLING PLACE,,,,
BALLOT GROUP 196,9990196A,8196,196,N,,VBM PORTION,,,,
BALLOT GROUP 196,9990196A,8196,196,N,,TOTAL,,,,
