,id,california,name,url,incidents,inspections,enforcement-actions,hazardous-liquid,states-of-operation-hl,inspected-miles-hl,gas-transmission,states-of-operation-gt,inspected-miles-gt,gas-gathering,states-of-operation-gg,inspected-miles-gg
55,32126,,"AMERESCO PINE BLUFF, LLC",http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_32126.html,,,,,,,true,GA,3.0,,,
56,31911,,"AMERICAN ENERGIES GAS SERVICE,  LLC",http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_31911.html,,,,,,,true,KS,5.0,,,
57,31909,,"AMERICAN ENERGIES PIPELINE,  LLC",http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_31909.html,,,,,,,true,KS,2.0,,,
58,30948,,AMERICAN MIDSTREAM (ALABAMA GATHERING) LLC,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_30948.html,,,,,,,true,AL,18.0,true,AL,1.0
59,30946,,AMERICAN MIDSTREAM (ALABAMA INTRASTATE) LLC,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_30946.html,,,,,,,true,AL,116.0,,,
60,189,,"AMERICAN MIDSTREAM (ALATENN), LLC",http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_189.html,,12.0,3.0,,,,true,"AL,MS,TN",295.0,,,
61,31577,,AMERICAN MIDSTREAM (BAMAGAS INTRASTATE) LLC,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_31577.html,,,,,,,true,AL,52.0,,,
62,2879,,"AMERICAN MIDSTREAM (LOUISIANA  INTRASTATE), LLC",http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_2879.html,,,,,,,true,LA,138.0,,,
63,12462,,"AMERICAN MIDSTREAM (MIDLA), LLC",http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_12462.html,,10.0,4.0,,,,true,"LA,MS",345.0,true,LA,9.0
64,31910,,"AMERICAN MIDSTREAM (MISSISSIPPI), LLC",http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_31910.html,,,,,,,true,MS,6.0,true,MS,2.0
65,31365,,"AMERICAN MIDSTREAM (SEACREST), LP",http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_31365.html,,,,,,,true,TX,13.0,true,"LA,TX",68.0
66,31424,,"AMERICAN MIDSTREAM (SIGCO INTRASTATE), LLC",http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_31424.html,,,,,,,true,LA,40.0,,,
67,31395,,AMERICAN MIDSTREAM (TENNESSEE RIVER) LLC,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_31395.html,,,,,,,true,AL,39.0,,,
68,31426,,"AMERICAN MIDSTREAM ONSHORE PIPELINES, LLC",http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_31426.html,,,,,,,true,LA,25.0,,,
69,31688,,AMERICO ENERGY RESOURCES LLC,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_31688.html,,,,,,,,,,true,TX,7.0
70,32013,True,AMERIGAS PROPANE LP,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_32013.html,,24.0,9.0,true,PA,5.0,true,CA,1.0,,,
71,395,,AMOCO OIL CO,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_395.html,,20.0,5.0,true,"IA,IL,IN,MI,MN,MO",1151.0,,,,,,
72,31757,,ANADARKO E & P COMPANY LP,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_31757.html,,4.0,4.0,true,TX,214.0,,,,true,TX,7.0
73,473,,ANADARKO PETROLEUM CORP,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_473.html,,24.0,4.0,true,"CO,TX,UT,WY",289.0,true,"CO,KS,OK,TX,UT,WY",691.0,true,"CO,KS,PA",329.0
74,469,,ANADARKO PRODUCTION CO,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_469.html,,,,,,,true,KS,138.0,true,KS,9.0
75,32489,,"ANCHOR POINT ENERGY, LLC",http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_32489.html,,9.0,1.0,,,,true,AK,7.0,,,
76,31523,,ANDERSON OIL LTD,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_31523.html,,,,true,TX,0.0,true,TX,3.0,,,
77,405,,ANR PIPELINE CO,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_405.html,,127.0,14.0,,,,true,"AR,IA,IL,IN,KS,KYLA,MI,MO,MS,NE,OHOK,TN,TX,WI",9985.0,,,
78,937,,ANSCHUTZ - RANCH EAST PIPELINE CO,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_937.html,,1.0,,,,,true,WY,39.0,,,
79,32680,,ANSCHUTZ EXPLORATION CORPORATION,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_32680.html,,,,,,,,,,true,NY,4.0
80,550,,APACHE CORP,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_550.html,,,,,,,,,,true,TX,13.0
81,31864,,APACHE CORPORATION,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_31864.html,,5.0,2.0,true,"LA,TX",139.0,true,"MI,TX",6.0,true,TX,18.0
82,31540,,APACHE GAS TRANSMISSION,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_31540.html,,,,,,,true,KY,21.0,,,
83,32261,,"APC , INC",http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_32261.html,,,,,,,true,KS,3.0,,,
84,38952,,APL ARKOMA HOLDINGS LLC,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_38952.html,,,,true,OK,15.0,true,OK,4.0,,,
85,32465,,"APPALACHIA MIDSTREAM SERVICES, L.L.C.",http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_32465.html,,,,,,,true,"NY,WV",17.0,true,"NY,WV",11.0
86,980,,APPALACHIAN NATURAL GAS DISTRIBUTION COMPANY,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_980.html,,,,,,,true,VA,8.0,,,
87,31264,,AQUILA NETWORKS,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_31264.html,,,,,,,true,KS,279.0,,,
88,31760,,AQUILA SERVICES INC,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_31760.html,,,,,,,true,IL,6.0,,,
89,32521,,"ARAPAHO COMMUNICATIONS, LP",http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_32521.html,,,,,,,true,AL,15.0,,,
90,32082,,ARC TERMINALS,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_32082.html,,5.0,5.0,true,OH,2.0,,,,,,
91,32416,,"ARCADIA GAS STORAGE, LLC",http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_32416.html,,,,,,,true,LA,26.0,,,
92,31662,,ARCHER DANIELS MIDLAND CO,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_31662.html,,,,,,,true,IA,1.0,,,
93,31367,True,"ARGUELLO, INC.",http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_31367.html,,,,true,CA,28.0,,,,true,CA,10.0
94,585,,ARGYLE MUNICIPAL GAS SYSTEM,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_585.html,,,,,,,true,MN,2.0,,,
95,32618,,"ARKALON ETHANOL, LLC",http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_32618.html,,,,,,,true,KS,1.0,,,
96,621,,ARKANSAS OKLAHOMA GAS CORP,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_621.html,,,,,,,true,"AR,OK",209.0,,,
97,660,,"ARLINGTON GAS PIPELINE CO, LP",http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_660.html,,,,,,,true,MS,25.0,,,
98,32490,,ARLINGTON STORAGE COMPANY LLC,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_32490.html,,3.0,2.0,,,,true,NY,49.0,,,
99,665,,ARMADILLO PIPELINE CO,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_665.html,,,,,,,,,,true,TX,4.0
100,31786,,AROC (TEXAS) INC,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_31786.html,,,,true,TX,8.0,true,TX,5.0,,,
101,39002,,"ARP BARNETT PIPELINE, LLC",http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_39002.html,,,,,,,,,,true,TX,5.0
102,39011,,"ARP BARNETT, LLC",http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_39011.html,,,,,,,true,TX,0.0,true,TX,3.0
103,31517,,ASCEND PERFORMANCE MATERIALS OPERATIONS LLC,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_31517.html,,,,true,TX,94.0,,,,,,
104,31624,,ASH GROVE CEMENT COMPANY,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_31624.html,,,,,,,true,OR,1.0,,,
105,31056,,ASIG - HONOLULU,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_31056.html,,10.0,10.0,true,HI,6.0,,,,,,
106,31114,,ASSOCIATED MILK PRODUCERS INC PIPELINE,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_31114.html,,,,,,,true,SD,20.0,,,
107,32421,,ATCHLEY RESOURCES INC.,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_32421.html,,,,,,,,,,true,OK,5.0
108,32430,,"ATINUM ENERGY, INC",http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_32430.html,,,,true,TX,17.0,,,,true,TX,43.0
109,792,,ATLANTA GAS LIGHT CO,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_792.html,,1.0,2.0,,,,true,GA,1041.0,,,
110,22465,,"ATLAS PIPELINE MID-CONTINENT - WESTTEX, LLC",http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_22465.html,,2.0,,true,CO,93.0,true,TX,4.0,true,TX,64.0
111,31492,,ATLAS PIPELINE MID-CONTINENT LLC,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_31492.html,,,,,,,true,OK,9.0,true,OK,3.0
112,32478,,"ATLAS PIPELINE MID-CONTINENT WESTOK, LLC",http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_32478.html,,,,,,,,,,true,"KS,OK",16.0
113,38884,,"ATLAS PIPELINE TENNESSEE, LLC",http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_38884.html,,,,,,,true,TN,28.0,,,
114,32463,,"ATMOS ENERGY CORPORATION - ATMOS GATHERING COMPANY, LLC",http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_32463.html,,,,,,,true,"IN,KY",3.0,,,
115,31729,,"ATMOS ENERGY CORPORATION - ATMOS PIPELINE AND STORAGE, LLC",http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_31729.html,,,,,,,true,KY,40.0,,,
116,6720,,ATMOS ENERGY CORPORATION - COLORADO/KANSAS,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_6720.html,,,,,,,true,KS,7.0,,,
117,22476,,ATMOS ENERGY CORPORATION - KY/MID-STATES (KENTUCKY),http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_22476.html,,,,,,,true,KY,208.0,,,
118,20211,,ATMOS ENERGY CORPORATION - KY/MID-STATES (MID-STATES),http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_20211.html,,,,,,,true,"GA,TN,VA",147.0,,,
119,11800,,ATMOS ENERGY CORPORATION - LOUISIANA,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_11800.html,,,,,,,true,LA,21.0,,,
120,31348,,ATMOS ENERGY CORPORATION - MID-TEX,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_31348.html,,,,,,,true,TX,328.0,,,
121,12582,,ATMOS ENERGY CORPORATION - MISSISSIPPI,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_12582.html,,,,,,,true,MS,293.0,,,
122,11017,,ATMOS ENERGY CORPORATION - TRANS LOUISIANA GAS PIPELINE,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_11017.html,,,,,,,true,LA,50.0,,,
123,4473,,ATMOS ENERGY CORPORATION - WEST TEXAS,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_4473.html,,,,,,,true,TX,95.0,,,
124,31978,,ATMOS PIPELINE - TEXAS,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_31978.html,,,,,,,true,TX,5628.0,,,
125,32094,,AUX SABLE LIQUID PRODUCTS,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_32094.html,,7.0,1.0,true,IL,34.0,true,IL,46.0,,,
126,32641,,AUX SABLE MIDSTREAM,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_32641.html,,,,,,,true,ND,84.0,,,
127,31232,,AVISTA CORP,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_31232.html,,,,,,,true,"OR,WA",109.0,,,
128,31685,,AZTECA MILLING LP,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_31685.html,,,,,,,true,TX,8.0,,,
129,32059,,B. D. DEANS LLC,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_32059.html,,,,,,,true,MI,5.0,,,
130,1065,,BALCONES STARR PIPELINE,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_1065.html,,,,,,,,,,true,TX,29.0
131,1088,,BALTIMORE GAS & ELECTRIC CO,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_1088.html,,,,,,,true,MD,163.0,,,
132,31481,,BANGOR GAS CO LLC,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_31481.html,,,,,,,true,ME,9.0,,,
133,32124,,"BARNETT GATHERING, LLC",http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_32124.html,,,,,,,true,TX,21.0,true,TX,373.0
134,31116,,BARON EXPLORATION COMPANY,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_31116.html,,,,,,,,,,true,TX,1.0
135,1134,,BARROW UTILITIES & ELECTRIC CORP,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_1134.html,,8.0,4.0,,,,true,AK,6.0,,,
136,31059,,BASF CORPORATION,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_31059.html,,,,true,TX,9.0,,,,,,
137,32145,,BASIN ELECTRIC POWER COOPERATIVE,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_32145.html,,,,,,,true,SD,25.0,,,
138,31714,,BASIN FROZEN FOODS,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_31714.html,,,,,,,true,WA,4.0,,,
139,1130,,BASIN PIPELINE CORP,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_1130.html,,,,,,,,,,true,AL,1.0
140,31726,,BASIN PIPELINE LLC,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_31726.html,,,,,,,true,MI,2.0,true,MI,99.0
141,30073,,BASS ENTERPRISES PRODUCTION CO,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_30073.html,,,,,,,,,,true,TX,26.0
142,32511,,"BATON ROUGE RENEWABLE ENERGY, LLC",http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_32511.html,,,,,,,true,LA,5.0,,,
143,1176,,BATTLE CREEK GAS CO,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_1176.html,,,,,,,true,MI,21.0,true,MI,1.0
144,31901,,BAXTER HEALTHCARE CORP.,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_31901.html,,,,,,,true,MS,2.0,,,
145,30026,,BAY GAS STORAGE CO. LTD.,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_30026.html,,,,,,,true,AL,87.0,,,
146,31782,,BAYSIDE POWER STATION,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_31782.html,,,,,,,true,FL,1.0,,,
147,1213,,BAZZLE GAS CO,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_1213.html,,,,,,,,,,true,WV,4.0
148,1217,,BEAR CREEK STORAGE CO,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_1217.html,,4.0,,,,,true,LA,25.0,,,
149,30968,,BEARTOOTH PIPELINE,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_30968.html,,2.0,,true,"MT,WY",76.0,,,,,,
150,32140,,BEAVER PLANT- PORTLAND GENERAL ELECTRIC,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_32140.html,,,,,,,true,OR,0.0,,,
151,1232,,BEDFORD NATURAL GAS SYSTEM,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_1232.html,,,,,,,true,IA,17.0,,,
152,1248,,BELLE FOURCHE PIPELINE CO,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_1248.html,,21.0,8.0,true,"MT,ND,WY",551.0,,,,,,
153,6710,,BELVAN PARTNERS LP,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_6710.html,,,,true,TX,9.0,,,,,,
154,1228,,"BENAVIDES, CITY OF",http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_1228.html,,,,,,,true,TX,11.0,,,
155,1320,,BENSON-MONTIN-GREER DRILLING CORP,http://primis.phmsa.dot.gov/comm/reports/operator/OperatorReport_opid_1320.html,,,,,,,,,,true,NM,60.0
