"retailer_id","name","orig_address","lat","lon","cnty","tract","GEOID"
"1017593","ARCO AM/PM","100 LA TERRAZA BL, ESCONDIDO, CA 92025",33.1167421,-117.0959776,"San Diego County",205,"06073020500"
"1008205","ARCO AM/PM","100 LAKE BLVD, REDDING, CA 96003",40.6098686,-122.3799886,"Shasta County",107.04,"06089010704"
"1033835","LAKE BLVD ARCO","100 LAKE BLVD, REDDING, CA 96003",40.6098686,-122.3799886,"Shasta County",107.04,"06089010704"
"1001604","MODEL FOOD MART","100 LEWELLING BL, SAN LORENZO, CA 94580",37.6863736,-122.1252771,"Alameda County",4337,"06001433700"
"1029925","100 MAC 76","100 MACARTHUR BLVD, OAKLAND, CA 94610",37.81951,-122.253427,"Alameda County",4040,"06001404000"
"1031343","C STOP #5662","100 MARINWOOD AVE, SAN RAFAEL, CA 94903",38.0330094,-122.5403964,"Marin County",1070,"06041107000"
"1001322","PACIFICA CHEVRON","100 MILAGRA DR, PACIFICA, CA 94044",37.6458323,-122.4909392,"San Mateo County",6030,"06081603000"
"694206","ARCO AM/PM","100 MONTARA RD, BARSTOW, CA 92311",34.8852931,-116.9942466,"San Bernardino County",120.02,"06071012002"
"1003297","CASILLAS BROTHERS MARKET","100 MONTEREY SALINAS HWY, SALINAS, CA 93908",36.644936,-121.6643595,"Monterey County",15,"06053001500"
"1006068","ARCO AM/PM","100 N AZUSA AV, AZUSA, CA 91702",34.121929,-117.9072818,"Los Angeles County",4043.01,"06037404301"
"1025777","TAZ 76","100 N BEACH BLVD, ANAHEIM, CA 92801",33.8317479,-117.9930236,"Orange County",869.03,"06059086903"
"1032529","GRAND CREEK LIQUOR","100 N GRAND AVE BLDG A, WEST COVINA, CA 91791",34.0731961,-117.871699,"Los Angeles County",4036,"06037403600"
"556582","BINIT'S ARCO AM/PM","100 N TUSTIN AV, ORANGE, CA 92867",33.7881729,-117.8360504,"Orange County",758.05,"06059075805"
"546592","CAPRI FOOD &  LIQUOR","100 PERKINS AV, MC FARLAND, CA 93250",35.6821387,-119.2289919,"Kern County",47.01,"06029004701"
"169064","RALEY'S #337","100 RALEYS TOWN CTR, ROHNERT PARK, CA 94928",38.3466395,-122.7074287,"Sonoma County",1513.05,"06097151305"
"1029705","COPPER STATION","100 REEDS TURNPIKE, COPPEROPOLIS, CA 95228",37.9734498,-120.6511297,"Calaveras County",1.2,"06009000120"
"1009474","SAVE MART #626","100 RIVER RD, TAHOE CITY, CA 96145",39.1680142,-120.1459582,"Placer County",222,"06061022200"
"1018105","SAFEWAY 05-2934","100 S 2ND ST, SAN JOSE, CA 95113",37.3347943,-121.8875759,"Santa Clara County",5009.01,"06085500901"
"1035086","ANAHEIM MOBIL","100 S BEACH BLVD, ANAHEIM, CA 92804",33.8316653,-117.9929779,"Orange County",869.03,"06059086903"
"1028064","JOE'S FOOD MART","100 S CHOWCHILLA BLVD, CHOWCHILLA, CA 93610",37.1249101,-120.2564068,"Madera County",3,"06039000300"
"1013227","USA CHECKS CASHED #482","100 S EUCLID, ONTARIO, CA 91762",34.06317,-117.6513921,"San Bernardino County",14,"06071001400"
"677752","RAYMOND'S CHEVRON","100 S GLENOAKS BL, BURBANK, CA 91502",34.1831926,-118.3057863,"Los Angeles County",3107.02,"06037310702"
"1030682","LAS POSAS CAR WASH","100 S LAS POSAS RD, CAMARILLO, CA 93010",34.2174117,-119.0690653,"Ventura County",56,"06111005600"
"1023534","INDIE CO","100 S OSWELL ST, BAKERSFIELD, CA 93307",35.3537395,-118.9503581,"Kern County",23.01,"06029002301"
"1026830","MC FARLAND CHEVRON","100 SHERWOOD AV, MC FARLAND, CA 93250",35.6745931,-119.2281643,"Kern County",47.01,"06029004701"
"1034296","CALIFORNIA FOOD MART","100 W  HAMILTON AVE, CAMPBELL, CA 95008",37.2937659,-121.95193,"Santa Clara County",5065.03,"06085506503"
"1030148","MEXICAN BROTHER MARKET","100 W ALMA AVE, SAN JOSE, CA 95110",37.314897,-121.8757988,"Santa Clara County",5031.21,"06085503121"
"1029506","JC MEAT MARKET","100 W ALONDRA BLVD, COMPTON, CA 90220",33.888386,-118.2241216,"Los Angeles County",5432.02,"06037543202"
"1001338","THE CAR WASH AT SUNNY HILLS","100 W BASTANCHURY RD, FULLERTON, CA 92835",33.8951586,-117.9293928,"Orange County",17.06,"06059001706"
"1021737","GLENDALE GALLERIA GUEST SERVICE DESK","100 W BROADWAY STE 2233, GLENDALE, CA 91210",34.1460922,-118.2583671,"Los Angeles County",3023.01,"06037302301"
"1015318","RALPHS GROCERY #680","100 W CARRILLO ST, SANTA BARBARA, CA 93101",34.4200253,-119.7042235,"Santa Barbara County",10,"06083001000"
"1017735","CVS PHARMACY #9698","100 W FOOTHILL BL, UPLAND, CA 91786",34.1056256,-117.6526279,"San Bernardino County",8.24,"06071000824"
"1007720","FOOTHILL 66","100 W FOOTHILL BLVD, POMONA, CA 91767",34.1077325,-117.7490023,"Los Angeles County",4017.03,"06037401703"
"285602","7-ELEVEN 2176-27356","100 W IMPERIAL AV, EL SEGUNDO, CA 90245",33.930571,-118.4165396,"Los Angeles County",6201.01,"06037620101"
"1019001","PAGODA CHINESE FOOD","100 W IMPERIAL AVE STE I, EL SEGUNDO, CA 90245",33.930571,-118.4165396,"Los Angeles County",6201.01,"06037620101"
"1027636","7-ELEVEN 2174-36866","100 W LA HABRA BLVD, LA HABRA, CA 90631",33.9315027,-117.946351,"Orange County",12.02,"06059001202"
"1027159","CVS PHARMACY #9261","100 W LODI AV, LODI, CA 95240",38.1295275,-121.274474,"San Joaquin County",43.02,"06077004302"
"1009128","MAC ARTHUR MOBIL","100 W MAC ARTHUR BL, SANTA ANA, CA 92707",33.6995851,-117.8685785,"Orange County",740.04,"06059074004"
"1026079","GOLDENWEST DONUTS","100 W PACIFIC COAST  HWY, LONG BEACH, CA 90806",33.7898505,-118.1926058,"Los Angeles County",5754.02,"06037575402"
"1023394","SAN GABRIEL FUEL","100 W VALLEY BLVD, SAN GABRIEL, CA 91776",34.0793638,-118.1001318,"Los Angeles County",4814.01,"06037481401"
"1033869","OIL LEE INC","100 W VALLEY BLVD, SAN GABRIEL, CA 91776",34.0793638,-118.1001318,"Los Angeles County",4814.01,"06037481401"
"1018713","SUNSET MARKET","1000 BEVERLY DR, MODESTO, CA 95351",37.6216262,-121.0210038,"Stanislaus County",16.03,"06099001603"
"687626","HARBOUR WAY MART","1000 CUTTING BL, RICHMOND, CA 94804",37.9249399,-122.3595576,"Contra Costa County",3800,"06013380000"
"1025353","DOUGLAS SHELL","1000 DOUGLAS BLVD, ROSEVILLE, CA 95678",38.7436026,-121.2785746,"Placer County",208.06,"06061020806"
"1019942","CALI FOODS MARKET","1000 E VALLEY BL, ALHAMBRA, CA 91801",34.0782454,-118.1132181,"Los Angeles County",4815,"06037481500"
"1031792","DISCOUNT HOUSE","1000 E WASHINGTON BLVD #112, LOS ANGELES, CA 90021",34.0256517,-118.2531705,"Los Angeles County",2260.01,"06037226001"
"1026424","4 BROS LIQUOR & MARKET","1000 E WASHINGTON ST #F, COLTON, CA 92324",34.0478724,-117.3116358,"San Bernardino County",71.07,"06071007107"
"1009495","LUCKY #709","1000 EL CERRITO PLZ, EL CERRITO, CA 94530",37.9005527,-122.2981725,"Contra Costa County",3891,"06013389100"
"681459","CHEVRON #1512","1000 HARRISON ST, SAN FRANCISCO, CA 94103",37.7773018,-122.4046227,"San Francisco County",178.02,"06075017802"
"1021159","NOB HILL LIQUORS","1000 HYDE ST, SAN FRANCISCO, CA 94109",37.7902718,-122.41707,"San Francisco County",111,"06075011100"
"1020067","RODNEYS CIGAR & LIQUOR","1000 J ST, SACRAMENTO, CA 95814",38.5800237,-121.4934026,"Sacramento County",11.01,"06067001101"
"1011284","LIL STOP","1000 LINCOLN RD #M, YUBA CITY, CA 95991",39.1121427,-121.6266758,"Sutter County",504.01,"06101050401"
"1006861","RODEO GROCERY","1000 MARIPOSA ST, RODEO, CA 94572",38.0370331,-122.2625384,"Contra Costa County",3580,"06013358000"
"1029502","NORTH H USA","1000 N H ST, LOMPOC, CA 93436",34.6538269,-120.457137,"Santa Barbara County",28.02,"06083002802"
"1002705","ARCO JOYCE","1000 N HARBOR BL, FULLERTON, CA 92832",33.8793842,-117.9240653,"Orange County",114.01,"06059011401"
"1033203","EL SUPER #50","1000 N MOUNTAIN AV, ONTARIO, CA 91762",34.0767972,-117.6685159,"San Bernardino County",11.04,"06071001104"
"1032185","PACVINE","1000 N PACIFIC AVE, GLENDALE, CA 91202",34.1600705,-118.2639398,"Los Angeles County",3012.04,"06037301204"
"1034420","PRIME AUTO INC","1000 N STATE COLLEGE BLVD, ANAHEIM, CA 92806",33.8476622,-117.8888158,"Orange County",864.02,"06059086402"
"1008106","PARK PLACE LIQUOR","1000 PARK PL, CORONADO, CA 92118",32.6851844,-117.1805627,"San Diego County",218,"06073021800"
"1009525","LUCKY #741","1000 PETALUMA BL N, PETALUMA, CA 94952",38.2456832,-122.6431943,"Sonoma County",1509.01,"06097150901"
"589195","ROSE FOOD MART","1000 POTRERO AV, SAN FRANCISCO, CA 94110",37.7560336,-122.4069179,"San Francisco County",228.02,"06075022802"
"1021802","1000 SOUTH VERMONT LLC","1000 S VERMONT AV, LOS ANGELES, CA 90006",34.0518781,-118.2909911,"Los Angeles County",2134.02,"06037213402"
"685291","QUICK MART LIQUOR","1000 SUNRISE AV #2B, ROSEVILLE, CA 95661",38.7287339,-121.2730089,"Placer County",207.14,"06061020714"
"1030120","SMOKE SHOP","1000 TORRANCE BLVD #D, REDONDO BEACH, CA 90277",33.8385822,-118.3757825,"Los Angeles County",6213.01,"06037621301"
"1034578","CHICO SMOKE SHOP","1000 W  SACRAMENTO AVE #B, CHICO, CA 95926",39.7314412,-121.8583335,"Butte County",5.02,"06007000502"
"688407","VONS GROCERY 57-2345","1000 W EL NORTE PARKWAY, ESCONDIDO, CA 92026",33.1486299,-117.1063635,"San Diego County",203.05,"06073020305"
"1025876","CVS PHARMACY #9243","1000 W KETTLEMAN LN, LODI, CA 95240",38.1139136,-121.2846517,"San Joaquin County",43.07,"06077004307"
"1026280","FIRST STOP LIQUOR","1000 W LINCOLN ST, ANAHEIM, CA 92805",33.8323721,-117.9260463,"Orange County",872,"06059087200"
"1012119","LODI AVENUE LIQUORS","1000 W LODI AV, LODI, CA 95240",38.1297208,-121.2853585,"San Joaquin County",43.02,"06077004302"
"693715","7-ELEVEN 2174-33257","1000 W ORANGETHORPE AV, FULLERTON, CA 92833",33.8590137,-117.9421898,"Orange County",111.01,"06059011101"
"687105","JOE' AM/PM","1000 W VALENCIA DR, FULLERTON, CA 92833",33.8664393,-117.9422035,"Orange County",111.01,"06059011101"
"685487","OASIS MARKET","10000 CROWSLANDING RD, CROWS LANDING, CA 95313",37.492655,-120.994211,"Stanislaus County",36.03,"06099003603"
"1030155","SHORT STOP SHOPPING CENTER","10000 MAIN ST, LAMONT, CA 93241",35.264564,-118.91483,"Kern County",64.03,"06029006403"
"1026101","BOB'S FOODMARKET & LIQUOR","10000 NATIONAL BL, LOS ANGELES, CA 90034",34.0287572,-118.4032955,"Los Angeles County",2699.07,"06037269907"
"1017611","ASTRO LIQUOR","10000 S AVALON BL, LOS ANGELES, CA 90003",33.945288,-118.2648,"Los Angeles County",2407,"06037240700"
"1027255","GSE 76 FIGUEROA #256871","10000 S FIGUEROA ST, LOS ANGELES, CA 90003",33.9452696,-118.2822336,"Los Angeles County",2404.02,"06037240402"
"1010166","REDS LIQUOR","10001 S MAIN ST, LOS ANGELES, CA 90003",33.9453284,-118.2742129,"Los Angeles County",2405,"06037240500"
"1037466","REDS LIQUOR","10001 S MAIN ST, LOS ANGELES, CA 90003",33.9453284,-118.2742129,"Los Angeles County",2405,"06037240500"
"1033031","CUPERTINO VALERO","10002 N DE ANZA BLVD, CUPERTINO, CA 95014",37.3233666,-122.0317839,"Santa Clara County",5081.01,"06085508101"
"1020379","CUPERTINO VALERO","10002 N DEANZA BL, CUPERTINO, CA 95014",37.3233842,-122.0339744,"Santa Clara County",5078.06,"06085507806"
"682423","7-ELEVEN 2175-25625","10008 VALLEY BL, EL MONTE, CA 91731",34.0783943,-118.0526438,"Los Angeles County",4328.02,"06037432802"
"690260","TRUCKEE BEACON","10009 DONNER PASS ROAD, TRUCKEE, CA 96161",39.3280832,-120.1838255,"Nevada County",12.06,"06057001206"
"1029239","CAPITAL FOOD AND LIQUOR","10009 FOLSOM BLVD STE B, SACRAMENTO, CA 95827",38.581149,-121.321341,"Sacramento County",89.09,"06067008909"
"1035585","CAPITAL FOOD AND LIQUOR","10009 FOLSOM BLVD STE B, SACRAMENTO, CA 95827",38.581149,-121.321341,"Sacramento County",89.09,"06067008909"
"1028390","ROUND THE CLOCK","1001 BUSH ST, SAN FRANCISCO, CA 94109",37.7893538,-122.4140304,"San Francisco County",121,"06075012100"
"1022592","1001 CASTRO STREET","1001 CASTRO ST, SAN FRANCISCO, CA 94114",37.7536083,-122.4340171,"San Francisco County",211,"06075021100"
"1033127","CUTTING GAS & FOOD","1001 CUTTING BLVD, RICHMOND, CA 94804",37.9249316,-122.3596841,"Contra Costa County",3800,"06013380000"
"1020785","SMOKE SHOP","1001 E AMAR RD #110, WEST COVINA, CA 91792",34.036126,-117.925821,"Los Angeles County",4079,"06037407900"
"1003343","THE SHORT STOP MARKET","1001 E DONOVAN RD, SANTA MARIA, CA 93454",34.9680026,-120.4202367,"Santa Barbara County",22.1,"06083002210"
"561964","7-ELEVEN 2175-13946","1001 E GRAND AV, POMONA, CA 91766",34.0481606,-117.7363642,"Los Angeles County",4028.04,"06037402804"
"1035551","BEAUTY SUPPLY STORE","1001 E PACIFIC COAST HWY #115, LONG BEACH, CA 90806",33.7902722,-118.1801246,"Los Angeles County",5733,"06037573300"
"1003962","ING'S MARKET","1001 E PACIFIC COAST HWY, LONG BEACH, CA 90806",33.7902722,-118.1801246,"Los Angeles County",5733,"06037573300"
"1023062","SEVEN DAYS LIQUOR","1001 E WILLIAMS ST, BARSTOW, CA 92311",34.8980671,-117.0134131,"San Bernardino County",95,"06071009500"
"1033247","DINO MART","1001 E YOSEMITE AVE, MANTECA, CA 95336",37.7976543,-121.2027999,"San Joaquin County",51.1,"06077005110"
"1023053","7-ELEVEN 2136-35684","1001 FOOTHILL BLVD, LA CANADA FLINTRIDGE, CA 91011",34.2047835,-118.2006877,"Los Angeles County",4605.02,"06037460502"
"1004957","CIRCLE D LIQUOR","1001 KANSAS AV STE A, MODESTO, CA 95351",37.6464232,-121.0214451,"Stanislaus County",6.02,"06099000602"
"1019456","LAKEVILLE SHELL #114","1001 LAKEVILLE ST, PETALUMA, CA 94952",38.2356403,-122.6217876,"Sonoma County",1507.01,"06097150701"
"1026408","QUIK STOP #4001","1001 MACARTHUR BL, SAN LEANDRO, CA 94577",37.7341609,-122.140422,"Alameda County",4321,"06001432100"
"1005947","SUSANVILLE BEACON","1001 MAIN ST, SUSANVILLE, CA 96130",40.4179128,-120.6574819,"Lassen County",403.05,"06035040305"
"690133","SANTA CLARA LIQUORS","1001 MONROE ST, SANTA CLARA, CA 95050",37.34852,-121.9481138,"Santa Clara County",5056,"06085505600"
"1032972","RITE AID #6214","1001 N CENTRAL AV, COMPTON, CA 90222",33.9032767,-118.2545178,"Los Angeles County",5412,"06037541200"
"243187","7-ELEVEN 2174-25047","1001 N HARBOR BL, ANAHEIM, CA 92801",33.8476943,-117.9242923,"Orange County",866.01,"06059086601"
"632219","CIRCLE K 5228","1001 PETIT AV, VENTURA, CA 93004",34.2724421,-119.1715859,"Ventura County",14.01,"06111001401"
"496037","SF GEN HOSPITAL GIFT SHOP","1001 POTRERO AV, SAN FRANCISCO, CA 94110",37.7558047,-122.4044432,"San Francisco County",228.02,"06075022802"
"1022666","ARCO AM/PM","1001 REDONDO AVE, LONG BEACH, CA 90804",33.7793078,-118.152874,"Los Angeles County",5769.03,"06037576903"
"1024103","KWIK STOP","1001 SACRAMENTO AVE, WEST SACRAMENTO, CA 95605",38.5892755,-121.5278192,"Yolo County",101.02,"06113010102"
"266640","ALBANY AM/PM","1001 SAN PABLO AVE, ALBANY, CA 94706",37.8865179,-122.2974334,"Alameda County",4205,"06001420500"
"1028971","J. JOE'S MARKET","1001 TORRANCE BL, TORRANCE, CA 90502",33.842168,-118.2929354,"Los Angeles County",5435.02,"06037543502"
"1030623","GARDENA PETROLEUM","1001 W ARTESIA BLVD, GARDENA, CA 90248",33.8733459,-118.2914699,"Los Angeles County",6031.02,"06037603102"
"1036369","FILIPINO DEPOT","1001 W SAN MARCOS BLVD STE 135, SAN MARCOS, CA 92078",33.1337241,-117.1883723,"San Diego County",200.29,"06073020029"
"1022698","WILLOW PASS CHEVRON","1001 WILLOW PASS CT, CONCORD, CA 94520",38.0149015,-121.9993177,"Contra Costa County",3150,"06013315000"
"1024865","SANTA MONICA LIQUOR","1001 WILSHIRE BLVD, SANTA MONICA, CA 90401",34.024,-118.4926263,"Los Angeles County",7015.01,"06037701501"
"1017425","CVS PHARMACY #9483","10011 ADAMS AVE, HUNTINGTON BEACH, CA 92646",33.6741639,-117.9533575,"Orange County",992.16,"06059099216"
"419672","7-ELEVEN 2174-16931","10011 MILLS RD, WHITTIER, CA 90604",33.9429531,-118.0283229,"Los Angeles County",5032.02,"06037503202"
"269095","CASA DE FRUTA","10011 PACHECO PASS HWY, HOLLISTER, CA 95023",36.9904397,-121.3810989,"Santa Clara County",5135,"06085513500"
"1035386","RIO SMOKE SHOP","10012 HAWTHORNE BLVD, INGLEWOOD, CA 90304",33.9451471,-118.3525196,"Los Angeles County",6018.01,"06037601801"
"1007122","PIC-N-PAC LIQUOR","10012-14 SAN PABLO AV, EL CERRITO, CA 94530",37.9010019,-122.3023873,"Contra Costa County",3891,"06013389100"
"1009158","ARCO AM/PM","10015 BELLGRAVE AV, RIVERSIDE, CA 92509",34.0063226,-117.5038965,"Riverside County",406.07,"06065040607"
"674112","7-ELEVEN 1609-24548","10015 PALISADES DR, TRUCKEE, CA 96161",39.3257867,-120.1767106,"Nevada County",12.06,"06057001206"
"647619","SUNRISE MINI MART","10015 S ALTA, REEDLEY, CA 93654",36.5891153,-119.3953685,"Fresno County",63,"06019006300"
"116218","VONS GROCERY 58-4018","10016 SCRIPPS RANCH, SAN DIEGO, CA 92131",32.9118671,-117.1120201,"San Diego County",170.22,"06073017022"
"1036203","COLUMBIA STORE","10017 OLD OREGON TRAIL, REDDING, CA 96003",40.5787394,-122.3054526,"Shasta County",108.05,"06089010805"
"1032996","CHERRI'S DONUTS","10017 ORR & DAY RD, SANTA FE SPRINGS, CA 90670",33.9473142,-118.0904961,"Los Angeles County",5028.01,"06037502801"
"1008666","COOL MART","10019 MILLS AVE, WHITTIER, CA 90604",33.942812,-118.0284171,"Los Angeles County",5032.02,"06037503202"
"679514","TYLER'S DONUTS","1002 CASITAS PASS RD, CARPINTERIA, CA 93013",34.3955734,-119.5142387,"Santa Barbara County",16.04,"06083001604"
"1031799","ANS MARKET & LIQUOR","1002 E 17TH ST #E, SANTA ANA, CA 92701",33.7592625,-117.8571932,"Orange County",754.03,"06059075403"
"670227","B-2 MARKET","1002 E AV R, PALMDALE, CA 93550",34.572219,-118.1114444,"Los Angeles County",9105.04,"06037910504"
"1009272","CHEVRON #1775","1002 LAKEVILLE ST, PETALUMA, CA 94952",38.2349653,-122.6220915,"Sonoma County",1507.01,"06097150701"
"1032423","ARCO AM/PM","1002 MANHATTAN BEACH BL, MANHATTAN BEACH, CA 90266",33.887107,-118.3979143,"Los Angeles County",6209.01,"06037620901"
"684648","CIVIC PLAZA STATION INC","1002 N FIRST ST, SAN JOSE, CA 95112",37.3557136,-121.9046279,"Santa Clara County",5002,"06085500200"
"688950","KIM'S JIFFY MARKET","1002 N H ST, LOMPOC, CA 93436",34.654277,-120.456846,"Santa Barbara County",28.02,"06083002802"
